firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0610699659324542,-0.0610699659324542,17.0,0.108957485284979,0.0713249361852815,-0.0097965077586334,1.2764034021871205,0.2645667801740446,-0.0383347073371804,-0.0381331382202103,1.77459445963975e-08,0.0390026602244084,0.1923271837227607,0.1827732076694257,-0.4209559541250932,-0.0834184046636541,-0.0319019746861747,0.0640683542552739,-0.0730397554368885,-5.566083283041642,0.9553705953827462,0.0772600557546794,0.0602409638554217,0.0641025641025641,0.3387096774193547,0.2575757575757573,0.3833333333333333,0.3387096774193547,0.5090909090909088,0.482142857142857,0.6599999999999999,0.596153846153846,0.7291666666666667,0.7291666666666667,0.8863636363636362,0.8043478260869563,0.7291666666666667,0.6599999999999999,0.7291666666666667,0.7291666666666667,0.4067796610169492,0.4310344827586208,0.6274509803921569,0.6599999999999999,0.8043478260869563,0.7659574468085106,0.596153846153846,1.024390243902439,0.9761904761904764,1.1842105263157894,1.441176470588235,1.862068965517241,1.59375,1.862068965517241,1.6774193548387095,1.1282051282051282,1.441176470588235,2.192307692307692,1.441176470588235,1.5151515151515147,1.3055555555555554,0.7659574468085106,0.6599999999999999,0.6599999999999999,0.6274509803921569,0.482142857142857,0.1690140845070422,0.0921052631578946,0.5090909090909088,0.5660377358490565,0.1527777777777776
BBOU_00-L,0.0362985685071574,-0.0362985685071574,17.0,-0.0564939673527324,0.1591366757887127,0.0416113168912542,1.2053307008884502,0.1044349070100143,-0.0138136511375948,-0.0050314782354659,2.9512497887328664e-05,0.0151171043293115,-0.045119612395276,20.382288029297165,-0.1529046770306096,0.1948640439239559,0.0929882301440661,-0.316237100719829,-0.3132309420461684,-0.3759455370650529,0.6290720631786771,-0.2431672477786525,0.0310559006211179,0.0280970625798213,-0.0230582524271844,0.0138539042821159,0.0400516795865633,0.0620052770448549,0.081989247311828,0.1042524005486968,0.0834454912516824,0.0967302452316076,0.09375,0.156609195402299,0.1769005847953217,0.175182481751825,0.0997267759562841,0.127450980392157,0.0648148148148148,0.1402266288951843,0.0676392572944297,0.1180555555555555,0.0952380952380953,0.09375,0.1532951289398281,0.2308868501529053,0.190828402366864,0.2697160883280758,0.25,0.2234042553191491,0.1786237188872621,0.2271341463414635,0.2697160883280758,0.25,0.1925925925925926,0.2252663622526636,0.1027397260273974,0.0087719298245614,0.0267857142857144,0.0922659430122116,-0.0540540540540539,-0.0639534883720929,-0.1104972375690607,-0.1230936819172112,-0.0747126436781607,-0.0507075471698112,0.0254777070063696,0.0805369127516779,0.1500000000000001,0.1500000000000001,0.1717612809315867
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,1.138967971463737,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,2.2997350397001362e-07,0.2216981132075471,-0.108730583824317,0.0019509999754806,-0.3145899582050924,-0.2328427255985267,-0.2464646464646464,-0.4155844155844156,0.6064997804128239,-2.256756756756757,1.8,0.2272727272727272,-0.1063829787234041,0.0444444444444442,0.119047619047619,0.1749999999999998,0.1749999999999998,0.1749999999999998,0.2702702702702702,0.1749999999999998,0.2368421052631577,0.0444444444444442,0.1749999999999998,0.3428571428571429,0.3428571428571429,0.3428571428571429,0.3428571428571429,0.0444444444444442,0.3428571428571429,0.3428571428571429,0.0444444444444442,0.3428571428571429,0.3428571428571429,0.1749999999999998,0.1749999999999998,0.0444444444444442,0.3428571428571429,0.3428571428571429,0.1749999999999998,0.1749999999999998,0.1749999999999998,-0.06,-0.1454545454545456,-0.06,0.119047619047619,0.2702702702702702,0.2702702702702702,0.1749999999999998,0.8076923076923075,0.8076923076923075,0.3823529411764703,0.3823529411764703,0.3823529411764703,0.3823529411764703,0.3823529411764703,0.119047619047619,0.119047619047619,0.119047619047619,0.119047619047619,0.119047619047619,0.1749999999999998
BBTU_63-L^C18,0.0551027878928,-0.0551027878928,16.0,-0.0325240234263945,0.1724048185603807,0.0097893776457381,0.8805668016194332,0.0792268645060523,0.0439906698858288,-0.045739167292819,9.219703680133502e-05,0.0072212429635525,-0.0984162895927602,4.250134448876336,-0.0025480216780824,0.0475001915634213,0.0467726827189431,0.396861894398857,0.2862035167492429,-1.0966257668711654,0.8645748987854251,0.3317731370024074,0.0092105263157895,0.0764872521246458,0.0764872521246458,0.0826210826210827,0.1515151515151516,0.0555555555555555,-0.0039318479685452,0.0599721059972104,0.1078717201166179,0.2238325281803541,0.2063492063492062,0.1242603550295857,0.2101910828025477,0.2063492063492062,0.1638591117917303,0.1728395061728393,0.2666666666666666,0.384335154826958,0.3768115942028986,0.3919413919413919,0.4022140221402213,0.4615384615384614,0.60676532769556,0.7312072892938497,0.5899581589958158,0.596638655462185,0.7117117117117115,0.7391304347826086,1.0485175202156332,1.282282282282282,1.0765027322404368,0.958762886597938,0.8858560794044663,0.7471264367816093,0.8009478672985781,1.0,0.6239316239316239,0.6630196936542667,0.4285714285714284,0.2837837837837837,0.2418300653594771,0.2645590682196339,0.4048059149722733,0.4990138067061143,0.4931237721021611,0.5291750503018109,0.775700934579439,0.7117117117117115,0.3103448275862068
BBXK_89-L^E06,0.169506349628283,-0.169506349628283,17.0,-0.4191484458662618,0.197405228682929,0.0076943077064423,0.6495772900023269,0.0815415699164681,-0.8076484741040901,-0.0212997659083662,4.111473422128917e-05,-0.022352957124073,-0.2355223334890618,5.262457181761276,-0.7394955508154221,-0.6836133044405258,-0.7903832560889411,0.1032131233775334,0.9256939167437414,-1.6838160136286202,0.3861009850306368,-0.0432692886827681,0.070796460176991,-0.017391304347826,-0.0202312138728323,0.0626959247648903,0.0527950310559006,0.0272727272727273,0.0089285714285713,-0.0116618075801749,0.0335365853658538,0.0660377358490567,-0.0258620689655172,0.0335365853658538,0.0029585798816569,0.0241691842900302,-0.0145348837209301,-0.0314285714285713,0.2840909090909091,0.2509225092250924,0.1853146853146854,0.3139534883720931,0.2282608695652175,0.2988505747126437,0.2327272727272726,0.1414141414141414,0.1569965870307166,0.1609589041095891,0.1452702702702704,0.2282608695652175,0.2602230483271377,0.2463235294117647,0.1569965870307166,0.1569965870307166,0.1262458471760799,0.0527950310559006,-0.0635359116022099,0.0970873786407768,0.0398773006134971,0.0796178343949045,-0.0712328767123287,-0.0635359116022099,-0.0935828877005348,-0.0788043478260869,-0.2565789473684209,-0.2330316742081447,-0.2060889929742387,-0.1650246305418717,-0.0258620689655172,0.1262458471760799,0.0527950310559006
BCPS_48-L^C06,0.2001199580146948,-0.2001199580146948,16.0,-0.2266599303321189,0.0361847473829008,-0.131637916656007,1.3977200759974666,0.2427630117716739,-0.2767315671879988,-0.2550907182485772,3.746469005866856e-06,-0.106336586273832,-0.2145116976105235,2.09554356774561,-0.9681305890397298,-0.0473296715654651,-0.040028919523193,0.3276842538734003,0.1472381302448613,-2.6660007990411505,1.329322355921469,0.0464862505456132,0.046875,0.0126582278481013,0.0256410256410257,0.0126582278481013,0.1940298507462685,0.1072664359861592,0.019108280254777,0.0355987055016182,0.0738255033557047,0.0631229235880399,0.1940298507462685,0.2307692307692308,0.3114754098360657,0.4545454545454546,0.3973799126637556,0.4953271028037382,0.4814814814814814,0.4285714285714286,0.3852813852813852,0.3675213675213677,0.3913043478260871,0.2903225806451615,0.1347517730496454,0.2749003984063747,0.2355212355212357,0.3973799126637556,0.3675213675213677,0.3445378151260505,0.6000000000000001,0.8497109826589597,1.0125786163522013,0.951219512195122,0.951219512195122,0.7297297297297298,0.7391304347826086,0.8713450292397662,0.4159292035398232,0.5165876777251186,0.3114754098360657,0.1895910780669145,0.1469534050179211,0.2903225806451615,0.5384615384615385,0.4159292035398232,0.3445378151260505,0.3008130081300815,0.5384615384615385,0.7777777777777779,0.3913043478260871
BCQE_67-L^A14,0.1957726957726957,-0.1957726957726957,17.0,-0.1951219512195122,-0.1129668994837534,-0.0808474083027922,2.072480181200453,0.2285067873303167,0.371002132196162,-0.1514206514206311,5.568811827027328e-06,-0.1316447779862414,-0.1193603655054254,0.7113876510601775,-0.8448511878327236,0.1392047202584966,0.1932191138216297,0.043773957359318,-0.0867279520787616,-1.1945031712473573,1.77123442808607,-0.2487792341300436,0.0,0.129032258064516,0.4227642276422765,0.2773722627737225,0.1744966442953019,-0.0489130434782608,-0.1336633663366336,-0.2324561403508771,-0.0331491712707182,-0.2009132420091324,-0.0331491712707182,0.2773722627737225,0.0355029585798816,-0.0489130434782608,-0.1421568627450981,-0.0641711229946524,-0.2324561403508771,-0.2222222222222222,-0.3190661478599221,-0.412751677852349,-0.1784037558685445,-0.2857142857142858,-0.5244565217391304,-0.454828660436137,-0.575242718446602,-0.435483870967742,-0.2521367521367521,-0.1898148148148148,0.0670731707317073,0.4957264957264957,-0.0168539325842697,-0.7145187601957586,-0.7159090909090909,-0.7739018087855297,-0.7602739726027397,-0.7482014388489209,-0.7988505747126436,-0.7756410256410257,-0.8334919124643196,-0.8586429725363489,-0.8616600790513834,-0.8792270531400966,-0.849785407725322,-0.8708487084870848,-0.8743718592964824,-0.8548922056384742,-0.7651006711409396,-0.6162280701754386,-0.8287671232876712
BCZB_W7-L^G07,0.0722811944983685,-0.0722811944983685,17.0,-0.0774239656952275,0.0734536967117457,-0.019964729713519,0.8473611928585443,0.0662566396421582,-0.1430250783699059,-0.1477840650943786,0.0001547582544997,-0.0822679266259032,-0.0336123110151187,3.9942609037712113,-0.4375066695916975,0.0251921115077726,0.0960331411917105,0.1565918423809768,-0.1216512486991885,-14.344262295081966,0.7376888365705316,-0.101044279796978,-0.0070671378091873,0.0107142857142858,-0.0104895104895104,-0.0104895104895104,0.0035460992907803,-0.0341296928327645,-0.0139372822299651,-0.0104895104895104,0.048148148148148,0.0842911877394636,0.0599250936329589,0.1141732283464567,0.0968992248062015,0.0599250936329589,-0.0781758957654722,-0.0841423948220063,-0.1100628930817609,-0.0598006644518271,-0.1844380403458213,-0.1183800623052959,-0.207282913165266,-0.1700879765395894,-0.1602373887240356,-0.0987261146496815,-0.1100628930817609,-0.0629139072847682,-0.0241379310344826,-0.0841423948220063,0.032846715328467,0.123015873015873,0.0639097744360901,0.0071174377224199,-0.1128526645768024,-0.1676470588235293,-0.1072555205047318,-0.0811688311688311,-0.2116991643454038,-0.1797101449275362,-0.3213429256594724,-0.3433874709976797,-0.3820960698689956,-0.3807439824945295,-0.4004237288135592,-0.3668903803131991,-0.3229665071770334,-0.3164251207729468,-0.3433874709976797,-0.3114355231143553,-0.341860465116279
BDAJ_H9-L,0.2037956674630231,-0.2037956674630231,10.0,-0.146063501542749,-0.028906955736224,-0.1188196844337786,1.7740963855421688,0.1104772505913454,-0.2296015180265654,-0.0995356078704967,2.4868111877856253e-06,-0.0098039215686274,-0.1125963309009069,1.569102099254813,0.0608094293837489,0.2779345515959982,0.264159960876717,0.0868766872453461,0.2524534142899629,-3.1792294807370185,1.6340361445783131,0.0142271145957733,0.0663265306122449,0.07103825136612,0.0343007915567281,0.0481283422459892,0.0888888888888888,0.0129198966408268,0.0129198966408268,0.0481283422459892,0.0681198910081744,-0.0710900473933648,-0.0175438596491228,-0.0050761421319797,-0.01010101010101,-0.0439024390243901,-0.062200956937799,-0.0883720930232557,-0.1131221719457014,-0.156989247311828,-0.1131221719457014,-0.1050228310502283,0.0103092783505154,-0.0368550368550369,-0.01010101010101,0.0681198910081744,-0.01010101010101,-0.0272952853598015,0.1264367816091953,0.1168091168091167,0.1666666666666667,0.1842900302114802,0.2024539877300615,0.1951219512195121,0.0594594594594592,0.0077120822622107,-0.055421686746988,0.1563421828908553,0.0681198910081744,0.2211838006230528,0.0652173913043476,-0.0125944584382872,0.0261780104712041,-0.0368550368550369,0.1264367816091953,0.1199999999999998,0.2288401253918495,0.2484076433121018,0.479245283018868,0.5494071146245061,0.2564102564102564
BDCK_44-L^L08,0.1291783193501132,-0.1291783193501132,16.0,-0.0275807722616233,0.0854898336414048,0.0025951426527895,1.1555869872701556,0.1104199066874028,-0.0909638554216867,-0.135836995605269,1.7132926322534521e-07,-0.0795902285263987,0.021485287248949,0.0002393895952881,0.4414246397671454,0.0935201243496385,0.0954486294775491,0.031198003327787,-0.1416458195160357,-17.321428571428573,1.1478076379066475,-0.0521353300055461,0.0,0.0,0.0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295
