firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0481325730343349,-0.0481325730343349,16.0,-0.1126112171305359,0.0988162853654652,-0.0206337921667176,1.3925693126303016,0.3484698370761779,-0.2276462205512265,-0.1112807230062656,1.5317218762662018e-08,0.0177947408857716,-0.030361642288833,0.1182415156696874,2.7503201607705514,0.1563639333504896,0.1767272043078105,0.0378124690246668,-2.462546187437017,0.986853159909139,0.0713731140752759,0.0833333333333334,0.0,0.0909090909090908,0.0434782608695651,0.0,-0.04,0.0,0.0,-0.1864406779661016,-0.1724137931034483,-0.0588235294117647,-0.04,0.0434782608695651,0.0212765957446807,-0.0769230769230769,0.1707317073170731,0.1428571428571428,0.263157894736842,0.4117647058823528,0.6551724137931034,0.5,0.6551724137931034,0.5483870967741935,0.2307692307692306,0.4117647058823528,0.846153846153846,0.4117647058823528,0.4545454545454543,0.3333333333333332,0.0212765957446807,-0.04,-0.04,-0.0588235294117647,-0.142857142857143,-0.323943661971831,-0.368421052631579,-0.1272727272727274,-0.0943396226415095,-0.3333333333333333,-0.3333333333333333,-0.5294117647058824,-0.5294117647058824,-0.5826086956521739,-0.5339805825242718,-0.6842105263157895,-0.7419354838709677,-0.7073170731707317,-0.7391304347826086,-0.7623762376237624
BBOU_00-L,0.0481394657773962,-0.0481394657773962,16.0,-0.1300858183614249,0.1569274041026138,-0.632478031158718,1.0087597053553654,0.1143724696356275,-0.2547436415018167,-0.0924561032786344,5.160930849908526e-05,0.0004321787985429,-0.0753220085868956,20.289131863853243,-0.1718109634082004,0.0700292753118734,-0.0752799502013805,0.2769020438683948,-0.5237068965517241,0.5755524586900259,-0.0581567796610169,-0.0027173913043478,0.0574712643678161,0.0760233918128656,0.0744525547445256,0.0054644808743169,0.0308123249299721,-0.0264550264550263,0.0424929178470256,-0.0238726790450928,0.0222222222222221,0.0013605442176871,0.0,0.0544412607449855,0.1253822629969418,0.0887573964497041,0.1608832807570979,0.1428571428571428,0.1185410334346503,0.0775988286969253,0.1219512195121952,0.1608832807570979,0.1428571428571428,0.0903703703703704,0.1202435312024352,0.0082191780821918,-0.0776942355889724,-0.0612244897959183,-0.0013568521031207,-0.1351351351351351,-0.1441860465116278,-0.1867403314917127,-0.1982570806100216,-0.154022988505747,-0.1320754716981131,-0.0624203821656049,-0.0120805369127516,0.0514285714285713,0.0514285714285713,0.0713245997088791,-0.0013568521031207,-0.0776942355889724,-0.0404172099087353,0.0151724137931035,0.0279329608938547,0.0279329608938547,0.1253822629969418,-0.0186666666666666,0.0179806362378975,0.1185410334346503
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,-4.651143090401413,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,2.303560959640565e-07,0.2216981132075471,-0.108730583824317,0.002288605247753,-0.232749937820532,-0.2328427255985267,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,0.2272727272727272,0.125,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,-0.111111111111111,0.142857142857143,0.142857142857143,-0.111111111111111,0.142857142857143,0.142857142857143,0.0,0.0,-0.111111111111111,0.142857142857143,0.142857142857143,0.0,0.0,0.0,-0.1999999999999999,-0.2727272727272727,-0.1999999999999999,-0.0476190476190475,0.0810810810810811,0.0810810810810811,0.0,0.5384615384615385,0.5384615384615385,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,0.0,0.0,0.6666666666666667,0.0,0.0,0.0526315789473683,0.142857142857143,0.3333333333333335,0.6000000000000001,0.4285714285714286,0.4285714285714286
BBTU_63-L^C18,0.0551027878928,-0.0551027878928,16.0,-0.0325240234263945,0.1724048185603807,-0.0399763622306167,0.8805668016194332,0.0792268645060523,0.0439906698858288,-0.045739167292819,9.235041902818178e-05,0.0072212429635525,-0.0984162895927602,3.732372499689714,-0.0018851583519154,0.0475001915634213,0.0467726827189431,0.2862035167492429,-1.0966257668711654,0.8645748987854251,0.3317731370024074,-0.0142857142857142,-0.0680473372781065,0.003184713375796,0.0,-0.0352220520673813,-0.0277777777777779,0.05,0.1475409836065573,0.1413043478260869,0.1538461538461537,0.1623616236162361,0.2115384615384614,0.3319238900634247,0.4350797266514807,0.3179916317991631,0.3235294117647058,0.4189189189189188,0.4416475972540046,0.6981132075471699,0.8918918918918919,0.721311475409836,0.6237113402061856,0.563275434243176,0.4482758620689655,0.4928909952606635,0.6578947368421053,0.3461538461538462,0.3785557986870895,0.1842105263157893,0.0641891891891892,0.0294117647058822,0.0482529118136438,0.164510166358595,0.2426035502958579,0.2377210216110019,0.267605633802817,0.4719626168224298,0.4189189189189188,0.0862068965517242,0.0552763819095476,0.0623946037099494,0.0787671232876712,0.1753731343283582,0.267605633802817,0.1351351351351351,0.0843373493975903,0.25,0.3490364025695931,0.3636363636363635
BBXK_89-L^E06,0.0161609872070644,-0.0161609872070644,16.0,0.0919815859200379,0.1838340817554742,-0.0299890036108393,2.053111901098318,0.0691617108874657,-0.2202804107424961,-0.0945601720819517,4.4992483295510015e-05,0.0358216024986306,0.3243752185726199,5.004188015935673,0.3835492640811075,0.0479978020595198,0.056410077376569,-0.1383912558927758,-0.2067716820568532,1.8419377089191915,0.0277695240925073,-0.086206896551724,0.0609756097560976,0.0295857988165679,0.0513595166163141,0.0116279069767442,-0.0057142857142856,0.3181818181818181,0.2841328413284132,0.2167832167832168,0.3488372093023255,0.2608695652173913,0.3333333333333335,0.2654545454545454,0.1717171717171717,0.1877133105802046,0.1917808219178083,0.1756756756756756,0.2608695652173913,0.2936802973977694,0.2794117647058822,0.1877133105802046,0.1877133105802046,0.1561461794019933,0.0807453416149066,-0.0386740331491712,0.1262135922330096,0.0674846625766871,0.10828025477707,-0.0465753424657534,-0.0386740331491712,-0.0695187165775401,-0.0543478260869565,-0.2368421052631578,-0.2126696832579185,-0.1850117096018734,-0.1428571428571428,0.0,0.1561461794019933,0.0807453416149066,0.1877133105802046,0.1298701298701299,0.183673469387755,0.1153846153846154,0.0909090909090908,0.256317689530686,0.3181818181818181,0.5818181818181818,0.5,0.5130434782608697
BCPS_48-L^C06,0.2001199580146948,-0.2001199580146948,16.0,-0.2266599303321189,0.0361847473829008,0.5375627777334013,1.3977200759974666,0.2427630117716739,-0.2767315671879988,-0.2550907182485772,3.752701763218596e-06,-0.106336586273832,-0.2145116976105235,2.039004556345825,-0.716273131179381,-0.0473296715654651,-0.040028919523193,0.1472381302448613,-2.6660007990411505,1.329322355921469,0.0464862505456132,0.1231343283582087,0.0307692307692308,0.098360655737705,0.2181818181818182,0.1703056768558952,0.2523364485981307,0.2407407407407407,0.1964285714285714,0.1601731601731602,0.1452991452991454,0.1652173913043479,0.0806451612903227,-0.0496453900709218,0.0677290836653388,0.0347490347490349,0.1703056768558952,0.1452991452991454,0.1260504201680674,0.3400000000000001,0.5491329479768787,0.6855345911949686,0.6341463414634148,0.6341463414634148,0.4486486486486487,0.4565217391304348,0.5672514619883042,0.185840707964602,0.2701421800947869,0.098360655737705,-0.003717472118959,-0.0394265232974909,0.0806451612903227,0.2884615384615385,0.185840707964602,0.1260504201680674,0.0894308943089432,0.2884615384615385,0.4888888888888889,0.1652173913043479,0.0229007633587785,0.0307692307692308,-0.1006711409395972,0.0307692307692308,0.046875,-0.0976430976430976,-0.1066666666666665,-0.1545741324921135,-0.1464968152866241,-0.0530035335689045
BCQE_67-L^A14,0.033033033033033,-0.033033033033033,16.0,-0.2252906976744186,-0.0463760434609778,-0.864821168667474,1.819234194122885,0.2318181818181818,3.5533980582524274,-0.2705432705431982,9.884376539016417e-06,-0.1087693798449612,-0.1342398022249691,0.9746802997039652,-0.1116040868914484,0.1934117343131892,0.2143864090312484,-0.1265341164038877,-0.3689024390243902,1.4844167408726625,-0.2245914707054603,0.2099447513812153,0.3211678832116786,0.0710059171597634,-0.0163043478260869,-0.1127450980392157,-0.0320855614973262,-0.2061403508771928,-0.1955555555555554,-0.2957198443579766,-0.3926174496644294,-0.1502347417840375,-0.2612244897959184,-0.5081521739130435,-0.4361370716510903,-0.5606796116504854,-0.4161290322580645,-0.2264957264957264,-0.1620370370370371,0.1036585365853659,0.5470085470085471,0.0168539325842695,-0.7047308319738989,-0.7061688311688312,-0.7661498708010336,-0.7520547945205479,-0.7395683453237409,-0.7919540229885057,-0.7679487179487179,-0.8277830637488106,-0.8537964458804523,-0.8569169960474308,-0.8750862663906143,-0.8446351931330472,-0.8664206642066421,-0.8700646087580761,-0.8499170812603648,-0.7570469798657719,-0.6030701754385964,-0.8228962818003914,-0.8259615384615384,-0.8856601389766267,-0.8945835760046593,-0.8953152111046848,-0.8858764186633039,-0.9025309639203016,-0.9153414405986904,-0.900984682713348,-0.9088620342396776,-0.90463645943098
BCZB_W7-L^G07,0.0366309291747888,-0.0366309291747888,16.0,0.0467126589643421,0.1158209786315862,0.0125401238076891,0.8265389319200979,0.0530801071341611,0.0201878872676394,0.0216049382716049,0.0001918223156571,0.0514504197489818,0.0645207644776548,4.057078228667728,-0.1847632573601336,-0.0498683214576096,-0.041706844416151,-0.0387943193686273,-1.1388888888888888,0.673053403995108,-0.0165806081468732,-0.0224719101123596,0.0511811023622046,0.0348837209302324,0.0,-0.1302931596091204,-0.1359223300970873,-0.1603773584905661,-0.1129568106312292,-0.2305475504322767,-0.1682242990654205,-0.2521008403361344,-0.2170087976539589,-0.2077151335311573,-0.1496815286624204,-0.1603773584905661,-0.1158940397350993,-0.0793103448275862,-0.1359223300970873,-0.0255474452554745,0.0595238095238095,0.0037593984962405,-0.0498220640569395,-0.1630094043887147,-0.2147058823529412,-0.1577287066246057,-0.1331168831168832,-0.2562674094707521,-0.2260869565217391,-0.3597122302158273,-0.3805104408352667,-0.4170305676855895,-0.4157549234135668,-0.434322033898305,-0.4026845637583892,-0.3612440191387559,-0.3550724637681159,-0.3805104408352667,-0.3503649635036496,-0.3790697674418605,-0.422077922077922,-0.4691848906560636,-0.4638554216867471,-0.40929203539823,-0.4105960264900663,-0.3862068965517241,-0.3597122302158273,-0.4118942731277533,-0.4040178571428572,-0.4079822616407982
BDAJ_H9-L,0.2037956674630231,-0.2037956674630231,10.0,-0.146063501542749,-0.028906955736224,0.4852176427293342,1.7740963855421688,0.1104772505913454,-0.2296015180265654,-0.0995356078704967,2.490948334173008e-06,-0.0098039215686274,-0.1125963309009069,1.6699840887014856,0.0449899640431068,0.2779345515959982,0.264159960876717,0.2524534142899629,-3.1792294807370185,1.6340361445783131,0.0142271145957733,0.057644110275689,0.0126903553299493,0.0075757575757575,-0.0268292682926828,-0.0454545454545453,-0.0720930232558139,-0.0972850678733031,-0.1419354838709677,-0.0972850678733031,-0.0890410958904108,0.0283505154639176,-0.0196560196560197,0.0075757575757575,0.0871934604904633,0.0075757575757575,-0.009925558312655,0.146551724137931,0.1367521367521369,0.1875,0.2054380664652568,0.2239263803680982,0.2164634146341464,0.0783783783783784,0.025706940874036,-0.0385542168674699,0.1769911504424779,0.0871934604904633,0.2429906542056075,0.0842391304347827,0.0050377833753147,0.0445026178010472,-0.0196560196560197,0.146551724137931,0.1400000000000001,0.2507836990595613,0.2707006369426752,0.5056603773584907,0.5770750988142295,0.2788461538461539,0.2127659574468086,0.3617747440273038,0.303921568627451,0.5405405405405408,0.5113636363636365,0.55859375,0.697872340425532,0.6419753086419753,0.5770750988142295,0.6625000000000001
BDCK_44-L^L08,0.1291783193501132,-0.1291783193501132,16.0,-0.0275807722616233,0.0854898336414048,-0.0105976463961633,1.1555869872701556,0.1104199066874028,-0.0909638554216867,-0.135836995605269,1.7161429260187648e-07,-0.0795902285263987,0.021485287248949,0.0002785529823238,0.3265888016402384,0.0935201243496385,0.0954486294775491,-0.1416458195160357,-17.321428571428573,1.1478076379066475,-0.0521353300055461,0.0,0.0,0.0,0.0,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1714285714285714,-0.1714285714285714,-0.1714285714285714,-0.1714285714285714,-0.1714285714285714,-0.1714285714285714
