firms,age,agr,cashdebt,egr,lgr,mve_ia,pchsale_pchxsga,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBOU_00-L,23.0,0.0166032692505397,0.1536191145467322,0.3089593211879211,-0.0597218434687755,17.47711115771018,-0.0352086977627867,-0.0167330677290837,0.0145513338722718,-0.0210608424336973,-0.0316358024691357,0.0303776683087029,0.0467055879899918,0.0354785478547856,0.0458333333333333,0.059071729957806,0.0951134380453753,0.0837651122625215,0.1367753623188408,0.1440291704649043,0.1135758651286602,0.2044145873320537,0.1862003780718337,0.1255605381165918,0.1175422974176314,0.1471663619744059,0.1895734597156397,0.157749077490775,0.2067307692307691,0.2425742574257428,0.3141361256544501,0.3045738045738047,0.3494623655913977,0.399108138238573,0.4887307236061686,0.5398773006134969,0.5886075949367089,0.560945273631841,0.3715846994535519,0.3059313215400625,0.4180790960451979,0.2715298885511652,0.3086548488008342,0.2425742574257428,0.4293849658314352,0.3959955506117909,0.2832310838445808,0.2055715658021133,0.1862003780718337,0.2149080348499517,0.2160852713178294,0.1620370370370369,0.1631139944392958,0.1524334251606978,0.1524334251606978,0.1986628462273161
BBTU_63-L^C18,22.0,-0.033154783893609,0.4437432103874605,-5.248344370860929,-0.3090447865640308,0.6166390991948608,-0.2091648905250919,-0.0551181102362204,-0.1418918918918918,-0.1699346405228757,-0.1476510067114094,-0.1644736842105263,-0.0305343511450382,-0.0522388059701492,-0.0522388059701492,0.0325203252032519,0.0079365079365079,-0.0522388059701492,-0.0522388059701492,-0.0522388059701492,-0.0992907801418438,0.016,-0.0863309352517984,-0.1858974358974359,-0.20625,-0.1241379310344826,-0.1910828025477707,-0.0797101449275361,-0.0797101449275361,0.016,-0.2208588957055214,-0.2256097560975609,-0.1699346405228757,-0.1910828025477707,-0.2701149425287356,-0.365,-0.2160493827160494,-0.1056338028169013,-0.1360544217687074,-0.1962025316455696,-0.1589403973509934,-0.1118881118881118,-0.2111801242236025,-0.3487179487179487,-0.3952380952380953,-0.3923444976076554,-0.5134099616858236,-0.5415162454873645,-0.5431654676258992,-0.5019607843137255,-0.5134099616858236,-0.5381818181818181,-0.5134099616858236,-0.6318840579710145,-0.6595174262734584,-0.6510989010989011
BCQE_67-L^A14,23.0,0.0251256281407035,0.1450506370467167,0.5117647058823529,-0.0503184713375796,0.9929407082883188,0.0726976355977273,-0.2082111436950146,-0.100263852242744,-0.1580246913580246,-0.100263852242744,-0.1995305164319247,-0.2232346241457857,-0.231981981981982,-0.1861575178997614,-0.2302483069977425,-0.1580246913580246,-0.0683060109289617,-0.1026315789473683,0.1442953020134227,-0.0029239766081871,0.140468227424749,-0.008720930232558,-0.1938534278959811,-0.2106481481481481,-0.1496259351620946,-0.1142857142857143,-0.088235294117647,-0.042134831460674,-0.0733695652173913,-0.0501392757660166,0.0029411764705882,0.0364741641337387,0.2092198581560285,0.1520270270270272,0.3217054263565893,0.5787037037037037,0.8633879781420766,0.8839779005524862,0.5714285714285716,0.7947368421052634,0.7050000000000001,0.3217054263565893,-0.0284900284900283,-0.0339943342776203,0.0757097791798107,-0.1474999999999999,-0.0808625336927223,0.0894568690095847,0.0825396825396826,0.1143790849673203,0.2007042253521127,0.1180327868852459,-0.1682926829268292,-0.1165803108808289,-0.1957547169811321
BDAJ_H9-L,16.0,0.0286420770657324,0.1809458533241946,1.4745222929936308,-0.0713813615333773,0.2564743013753708,-0.0425043512996833,-0.1212121212121213,-0.057142857142857,-0.12,-0.1258278145695364,-0.1258278145695364,-0.12,0.0076335877862594,0.0476190476190476,0.0476190476190476,0.0232558139534884,0.0393700787401574,0.1186440677966103,0.1578947368421053,0.1186440677966103,0.3894736842105264,0.1186440677966103,0.0819672131147541,0.1186440677966103,0.1785714285714286,0.4347826086956521,0.5903614457831328,0.6923076923076923,0.5,0.4831460674157304,0.6923076923076923,0.783783783783784,1.0307692307692309,1.0625,1.0307692307692309,0.8082191780821919,1.2758620689655171,1.2372881355932206,0.9411764705882352,1.4,1.2372881355932206,0.8333333333333335,0.736842105263158,0.783783783783784,0.6923076923076923,0.5,0.3894736842105264,0.3608247422680413,0.4042553191489364,0.4347826086956521,0.4505494505494505,0.2110091743119266,0.3608247422680413,-0.1901840490797545,-0.2280701754385964
BFRL_28-L,22.0,-0.0587235121172613,0.0038094986223775,-0.0827431282495565,-0.053617603006651,0.1032605745113668,-0.0548644698170117,-0.0631399317406143,-0.0409165302782323,-0.1039755351681956,-0.1227544910179639,-0.1344165435745936,-0.126676602086438,-0.0900621118012422,0.0086058519793461,-0.0034013605442175,0.0280701754385965,-0.0034013605442175,-0.0084602368866327,0.0390070921985816,0.0390070921985816,0.0464285714285714,-0.0653907496012757,-0.0970724191063173,-0.0134680134680135,0.2993348115299337,0.3409610983981694,0.3198198198198199,0.2907488986784141,0.2964601769911505,0.287912087912088,0.3287981859410431,0.375586854460094,0.3659673659673661,0.3596287703016243,0.3139013452914798,0.2521367521367523,0.3409610983981694,0.3022222222222224,0.2629310344827587,0.3788235294117648,-0.3023809523809524,-0.313012895662368,-0.4974271012006861,-0.4868651488616462,-0.753055204382638,-0.7131669114047968,-0.7807706696595585,-0.7488212601800257,-0.7088922006954794,-0.7034412955465588,-0.6882978723404256,-0.6593023255813953,-0.6516052318668252,-0.6766004415011038,-0.6659064994298746
BJJT_37-L,21.0,0.2887855543766848,0.0030477843826651,0.0861430159318266,0.258795408983764,0.8867006995855694,0.4334128878281623,-0.1239669421487602,-0.0345744680851063,0.0254237288135592,0.0739644970414201,0.0225352112676056,0.0676470588235294,0.1862745098039215,0.1785714285714286,0.3646616541353382,0.5062240663900415,0.3296703296703296,0.2431506849315068,0.4015444015444016,0.3057553956834533,0.7794117647058822,0.4519999999999999,0.3698113207547169,0.3961538461538461,0.4347826086956523,0.41796875,0.4756097560975609,0.4637096774193547,0.3908045977011494,0.3296703296703296,0.6133333333333333,0.9411764705882352,0.815,1.1479289940828403,1.0625,1.1607142857142856,1.098265895953757,1.0393258426966292,1.0393258426966292,0.890625,1.0508474576271185,0.6499999999999999,0.6061946902654869,0.7536231884057971,0.6805555555555554,0.4291338582677164,0.3248175182481749,0.3248175182481749,0.4069767441860463,0.3854961832061068,0.3152173913043479,0.2140468227424747,-0.032,-0.032,-0.0879396984924623
BLNT_37-L^D19,14.0,0.1115650453733014,0.1216575071991736,0.2677694972364766,0.0697994955171397,0.7800872049869553,0.0664808200754358,-0.0335365853658535,0.0186335403726707,-0.0409356725146199,-0.0437317784256561,-0.0681818181818182,-0.0655270655270655,-0.029585798816568,0.0218068535825544,0.0429252782193958,0.1118644067796608,0.1081081081081081,0.1631205673758864,0.1488616462346759,0.0969899665551838,0.2567049808429118,0.1672597864768683,0.1841155234657039,0.1672597864768683,0.3041749502982105,0.4017094017094016,0.3553719008264462,0.5291375291375291,0.4545454545454546,0.3581780538302277,0.3609958506224064,0.5115207373271888,0.6117936117936116,0.5545023696682465,0.4708520179372197,0.5619047619047617,0.4774774774774772,0.3927813163481952,0.4977168949771688,0.3119999999999998,0.4708520179372197,0.5508274231678485,0.4577777777777776,0.6237623762376237,0.6777493606138105,0.7217847769028871,0.7493333333333332,0.7493333333333332,0.822222222222222,0.9014492753623188,0.9759036144578312,0.9408284023668638,0.792349726775956,0.7587131367292224,0.6820512820512821
BLNV_40-L^F19,14.0,0.0927885617588993,0.1973363592059993,0.0145771026529251,0.3403013022384885,0.1105332132700337,-0.575080553449583,0.0833333333333332,-0.0322580645161291,-0.0625,-0.1304347826086956,-0.0322580645161291,0.0169491525423728,0.0169491525423728,0.0204081632653061,0.0380622837370241,-0.0196078431372549,0.0067114093959732,0.0067114093959732,0.1583011583011584,0.1538461538461537,0.1538461538461537,0.1111111111111109,0.0526315789473683,0.0526315789473683,0.0033444816053511,-0.0476190476190475,-0.0476190476190475,-0.0909090909090908,0.0,0.0,-0.0322580645161291,0.2875536480686695,0.2295081967213115,0.1904761904761904,0.25,0.3392857142857142,0.2931034482758621,0.3761467889908256,0.3574660633484163,0.4423076923076923,0.3636363636363635,-0.0384615384615385,0.2931034482758621,0.4084507042253522,0.075268817204301,-0.1044776119402984,-0.1124260355029586,-0.1428571428571429,-0.1017964071856286,-0.0566037735849057,-0.1176470588235294,0.0714285714285714,-0.1124260355029586,-0.0769230769230768,-0.1428571428571429
BPVK_29-L,15.0,0.0539570464886868,0.3021828987279745,0.1587308349240931,-0.0105053699296697,21.57198983349012,0.0917282296119791,-0.0171467764060356,-0.0115254237288136,-0.0665813060179256,-0.0844583987441131,-0.0247491638795985,0.0072538860103628,-0.0214765100671141,-0.0382585751978892,-0.002053388090349,-0.0392092257001648,-0.0629820051413881,-0.0949720670391061,-0.1123287671232876,-0.1052470082847499,-0.0572259941804074,0.0041322314049587,0.0093457943925232,-0.010183299389002,-0.0044383748719699,-0.0068119891008173,0.002061855670103,0.0592081365782781,0.0716648291069459,0.0546112115732368,0.0210084033613446,0.0481667864845434,0.0768094534711965,0.1319875776397514,0.2541935483870967,0.2024742268041237,0.3017857142857143,0.0824053452115811,0.0388314926968293,0.2049586776859504,0.0784023668639053,0.1539374752671152,0.0657894736842106,0.1965531391054575,0.3690140845070422,0.3376146788990826,0.3865905848787445,0.4478649453823238,0.5527156549520766,0.3985611510791367,0.3475046210720887,0.2722513089005234,0.2515021459227466,0.1781818181818182,0.1990131578947367
BUBP_92-L^K18,15.0,0.1144879267277269,0.2538829849351862,0.8482142857142857,0.0176720075400565,6.518489772949058,0.0981398738134861,-0.0237741456166419,-0.0330459770114941,-0.2073027090694934,-0.1891566265060241,-0.2007125890736341,-0.18719806763285,-0.1513240857503152,-0.1144736842105261,-0.0855978260869565,-0.0665742024965325,-0.0507757404795485,-0.0467422096317279,-0.0547752808988764,-0.0574229691876749,-0.0330459770114941,0.180701754385965,0.0943089430894308,0.0996732026143791,0.2148014440433214,0.2486085343228201,0.197508896797153,0.2326007326007326,0.2462962962962962,0.1745200698080278,0.2371323529411764,0.269811320754717,0.4567099567099568,0.4955555555555557,0.3790983606557379,0.5542725173210163,0.4630434782608696,0.3991683991683994,0.4020833333333335,0.6256038647342999,0.7256410256410257,0.6177884615384617,0.4411134903640259,0.5089686098654709,0.4758771929824563,0.2602996254681649,0.2281021897810218,0.1765734265734266,0.2126126126126126,0.2104316546762592,0.0872374798061388,0.1032786885245902,-0.0246376811594203,-0.0160818713450291,0.0014880952380953
