firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0902061855670103,-0.0902061855670103,8.0,0.1121119823731449,12.102562431285056,0.8989463601532568,0.0727272727272727,0.0657572577824413,4.875057793084058e-06,0.1725746873177371,-0.3526757821242962,-0.3944160738411948,0.0628423826364329,0.1341884188418842,-1.3279132791327912,0.4781289910600255,0.0681818181818182,-0.1356209150326797,0.0132450331125828,-0.0301109350237717,0.0355329949238578,-0.0239234449760764,0.0132450331125828,0.0337837837837837,0.0533562822719451,-0.0016313213703099,0.02,-0.0144927536231883,0.0234113712374581,-0.0081037277147487,0.0588235294117647,0.1439252336448599,0.1724137931034484,0.1375464684014871,0.2047244094488189,0.53,0.3972602739726028,0.4676258992805755,0.5532994923857868,0.8,0.7094972067039107,0.9870129870129868,0.9490445859872612,1.25,1.170212765957447,1.2417582417582418,1.2093862815884475,1.353846153846154,1.6153846153846154,1.390625,1.7079646017699115,1.6724890829694323,1.6842105263157898,1.8073394495412844,1.7567567567567566,1.7818181818181815,1.5289256198347108,1.2014388489208634,1.318181818181818,1.0536912751677852,1.0816326530612246,1.0264900662251657,0.9006211180124222,0.7687861271676302,0.8106508875739646,0.9125
BALZ_07-L^I10,0.0399728572919929,0.0399728572919929,9.0,-0.0781461604052766,29.368096375847784,2.179195852407479,0.3029322984044847,0.1988909892879648,1.92126232339985e-08,-0.1352058985805286,0.1864200722710116,0.2928500062155283,0.2326420577144838,0.0911540034953092,0.3810708598726114,1.687110473774199,-0.0158417697787775,-0.0625,-0.0588235294117647,-0.2195121951219512,-0.2,-0.1578947368421053,-0.111111111111111,-0.0303030303030302,-0.0588235294117647,-0.111111111111111,0.0,0.1034482758620691,0.1034482758620691,0.1428571428571428,0.032258064516129,0.1851851851851851,0.2307692307692308,0.3913043478260869,0.3913043478260869,0.3333333333333335,0.28,0.2307692307692308,0.3333333333333335,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.523809523809524,0.4545454545454546,0.3913043478260869,0.3913043478260869,0.2307692307692308,0.1851851851851851,0.1034482758620691,0.0666666666666666,0.0,-0.0588235294117647,-0.0857142857142856,-0.0303030303030302,0.0,0.0,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3913043478260869,0.5999999999999999,0.8823529411764706,0.8823529411764706,1.4615384615384617
BAMD_17-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,20.10030432743783,1.3085600372435031,0.0742816734434958,0.0024438432779111,6.234533825775787e-08,0.0250391312143517,-0.0121334256342019,-0.0383710071443663,-0.2723747140692405,0.2771323626389654,-2.5336746403036456,1.188055817506834,0.1828653032293035,0.0198675496688742,0.0449826989619377,-0.050314465408805,0.0747330960854093,0.2905982905982907,0.217741935483871,0.217741935483871,0.217741935483871,0.3482142857142856,0.3665158371040724,0.4312796208530807,0.3727272727272726,0.4112149532710278,0.4178403755868545,0.51,0.4519230769230768,0.4312796208530807,0.4876847290640396,0.4660194174757281,0.4803921568627451,0.4731707317073172,0.495049504950495,0.8641975308641974,0.8192771084337351,0.9235668789808916,1.0827586206896551,1.0405405405405408,0.8641975308641974,0.7062146892655368,0.8303030303030303,0.9113924050632912,0.7976190476190477,0.6593406593406592,0.7062146892655368,0.8414634146341464,0.9610389610389608,0.4876847290640396,0.4046511627906977,0.330396475770925,0.2635983263598325,0.336283185840708,0.4380952380952381,0.4876847290640396,0.5408163265306123,0.6413043478260869,0.6413043478260869,0.5252525252525253,0.495049504950495,0.6685082872928176
BBIO_50-L^J00,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,-60.91042841277564,1.6393342804952304,0.1242848970251716,-0.2170157633340531,9.99078365412686e-06,-0.0560293817588247,0.1023904775511264,0.1853786469479944,0.1826636637726694,0.0844576134844833,-7.4714285714285715,1.3061700832149383,-0.0071191595244677,0.1149068322981365,-0.0359281437125748,0.0094043887147337,-0.0388059701492536,-0.0473372781065087,-0.1390374331550802,-0.1679586563307493,-0.1701030927835051,-0.0929577464788731,-0.0501474926253686,-0.0330330330330329,-0.0301204819277107,-0.0271903323262839,-0.0122699386503066,0.1298245614035087,0.1418439716312058,0.2243346007604563,0.1794871794871795,0.1838235294117647,0.1541218637992831,0.2150943396226416,0.3251028806584362,0.4770642201834862,0.511737089201878,0.4703196347031964,0.5260663507109007,0.6683937823834198,0.7311827956989247,0.6262626262626263,0.5260663507109007,0.5784313725490198,0.5555555555555558,0.5188679245283019,0.5333333333333334,0.7127659574468088,0.6262626262626263,0.5333333333333334,0.7692307692307694,0.7790055248618786,0.5784313725490198,0.8089887640449438,0.9397590361445785,1.0,1.0641025641025643,0.9397590361445785,0.9515151515151516,1.1184210526315792,1.0509554140127388,0.9754601226993866
BBNH_32-L^L97,0.0959706632082643,-0.0959706632082643,10.0,0.0067306829399623,-52.5049051276668,1.847747093023256,0.1083916083916083,0.0349401488191523,9.74766135838069e-05,0.0015256214663914,0.4662176499046814,0.5086150674962413,0.1596461801902168,0.3035061891765225,-18.5,1.4269622093023255,0.1182554517133956,0.109375,0.0578512396694215,0.1277533039647578,0.1203501094091903,0.1154684095860567,0.1034482758620691,0.1130434782608695,0.0666666666666666,0.0940170940170941,0.1662870159453304,0.1962616822429905,0.1824480369515011,0.1797235023041474,0.2161520190023753,0.17162471395881,0.17162471395881,0.1034482758620691,0.1662870159453304,0.1743119266055044,0.1636363636363635,0.2518337408312958,0.3438320209973753,0.3229974160206719,0.2832080200501252,0.2864321608040201,0.2962025316455696,0.3509234828496042,0.4027397260273972,0.2579852579852579,0.3544973544973546,0.2278177458033574,0.2736318407960201,0.1505617977528088,0.233734939759036,0.2427184466019416,0.2047058823529413,0.0756302521008405,0.1327433628318586,0.0940170940170941,0.0688935281837161,0.0756302521008405,0.2278177458033574,0.2549019607843137,0.2307692307692308,0.1252747252747252,0.2248803827751198,0.1906976744186046,0.2641975308641975,0.2487804878048782
BBOU_00-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,-19.84432788177727,1.3946345256609642,0.0908571428571428,-0.0312645823611759,2.7080119975761803e-05,-0.0093412592502729,-0.0493759992445892,-0.1013909384160723,0.373706969607158,0.2885935840626945,-0.4890510948905109,0.6687402799377916,0.3568559954102123,0.1342512908777968,0.005190311418685,0.098298676748582,0.1573705179282869,0.0962264150943394,0.1303501945525291,0.1414538310412574,0.0859813084112148,0.0506329113924048,0.0839552238805969,0.0621572212065812,0.0839552238805969,0.0393559928443649,0.0799256505576206,0.0941619585687383,0.0941619585687383,0.0582877959927139,0.0921052631578946,-0.0085324232081912,-0.0348837209302325,0.0086805555555555,0.0121951219512193,0.0393559928443649,0.0487364620938628,0.0719557195571956,0.1024667931688805,0.193018480492813,0.193018480492813,0.1151631477927062,0.1108986615678775,0.0699815837937385,0.1087786259541983,0.0301418439716312,0.125968992248062,0.1459566074950689,0.0641025641025641,0.0449640287769783,0.0739371534195931,-0.0348837209302325,-0.049099836333879,0.0506329113924048,0.0563636363636363,0.1573705179282869,0.1857142857142855,-0.0135823429541596,0.0779220779220779,0.0544464609800363,0.0680147058823528,0.0430879712746856
BBQS_26-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,32.9427062074877,1.708792060784618,0.1163533167789996,-0.1617915904936013,1.2465072352887845e-05,0.0957713081280463,0.0641043848380007,0.0713216290119495,-0.1696304781355069,-0.1416223135093191,-0.9255765199161424,0.9837184059544116,-0.0706880574539557,-0.0357142857142858,-0.0496083550913838,-0.0690537084398976,-0.021505376344086,-0.0899999999999999,0.0027548209366392,0.0340909090909091,0.0055248618784531,-0.0241286863270777,0.0055248618784531,0.04,0.0,0.0167597765363127,-0.0162162162162162,0.0550724637681159,0.0224719101123596,0.0769230769230771,0.1741935483870968,0.0963855421686747,0.04,-0.0520833333333332,-0.0761421319796954,0.0167597765363127,-0.0108695652173913,-0.0162162162162162,-0.021505376344086,0.0167597765363127,0.04,0.0167597765363127,0.1234567901234566,0.0898203592814372,0.0520231213872832,0.0167597765363127,0.0705882352941176,0.1895424836601307,0.1304347826086955,0.0769230769230771,0.0769230769230771,0.04,0.0167597765363127,0.1446540880503144,0.1818181818181818,0.1097560975609757,0.1518987341772151,0.0769230769230771,0.2297297297297298,0.263888888888889,0.2133333333333333,0.1592356687898088
BBTU_63-L^C18,0.0763284287565754,-0.0763284287565754,8.0,-0.1070511155366986,-7.812651703419462,0.863081549619671,0.0280234357727172,-0.0351699882766705,1.7705179904530635e-05,-0.0386469246976651,-0.0070052508897475,-0.0070878981743927,0.0112636269452339,0.0793092322751479,-12.150485436893202,0.8328321245356448,-0.0059777523651107,0.0285204991087342,0.050561797752809,0.0163043478260871,0.0,0.0071813285457809,0.1402439024390245,0.1711899791231732,0.1108910891089109,0.1153081510934392,0.2195652173913045,0.2837528604118993,0.2116630669546437,0.203862660944206,0.2302631578947369,0.2494432071269487,0.375,0.5892351274787537,0.6260869565217391,0.4274809160305344,0.3583535108958839,0.4025000000000001,0.3583535108958839,0.3583535108958839,0.2837528604118993,0.3076923076923077,0.3583535108958839,0.32,0.3851851851851853,0.3583535108958839,0.4802110817941953,0.5497237569060773,0.5286103542234333,0.3920595533498758,0.3518072289156626,0.5040214477211797,0.4274809160305344,0.2494432071269487,0.1961620469083156,0.1,0.1402439024390245,0.4311224489795919,0.5412087912087913,0.3518072289156626,0.23568281938326,0.1519507186858317,0.2248908296943232,0.2302631578947369,0.2986111111111111,0.4274809160305344
BBVN_02-L^I99,0.0619102797550074,-0.0619102797550074,9.0,0.0049784268171257,-5.574577492687127,1.4235209235209236,0.1833590138674884,-0.2844961240310077,1.3926436068672524e-07,0.0514437437769664,-0.0785626086227288,-0.1305940598869892,-0.0550776963647304,0.148336189813719,-0.9894179894179896,0.9992784992784992,0.0956072351421187,-0.0333333333333333,0.0169491525423728,0.0714285714285714,0.0778443113772455,0.0843373493975905,0.0843373493975905,0.1538461538461537,0.1688311688311687,0.139240506329114,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.2328767123287671,0.4399999999999999,0.5929203539823011,0.4516129032258065,0.40625,0.3740458015267176,0.3740458015267176,0.3432835820895521,0.3953488372093023,0.4754098360655738,0.6363636363636362,0.607142857142857,0.6513761467889907,0.8,0.8750000000000002,0.9565217391304348,0.978021978021978,1.168674698795181,1.0930232558139537,1.0930232558139537,0.8947368421052633,1.0930232558139537,1.2222222222222223,0.978021978021978,0.9565217391304348,0.40625,0.3333333333333332,0.25,0.4754098360655738,0.3953488372093023,0.2413793103448276,0.3043478260869567,-0.1044776119402983,0.0404624277456648,0.139240506329114,0.0465116279069768,0.0169491525423728
BBXK_89-L^E06,0.0215899277305577,-0.0215899277305577,9.0,0.0788673837383266,4.591432033228274,1.805081403864571,0.045098202166265,0.0994514030488396,7.4433921891026e-05,0.0378746121986173,0.0514104828143871,0.0614244042492683,0.031649881213551,0.0346197395593346,-0.1888417704744235,1.5543349670441102,0.0843934952154432,0.0206185567010308,0.0174825174825175,-0.0102040816326529,0.005181347150259,0.003448275862069,-0.0168918918918918,-0.0364238410596026,-0.0316139767054908,0.0017211703958692,0.0157068062827225,0.0355871886120997,0.0659340659340659,0.1257253384912959,0.1640000000000001,0.1501976284584982,0.1411764705882354,0.0939849624060149,0.1213872832369942,0.1805273833671401,0.13671875,0.1300970873786406,0.1213872832369942,0.2201257861635221,0.1781376518218622,0.1640000000000001,0.1781376518218622,0.302013422818792,0.2735229759299782,0.2382978723404256,0.2304439746300211,0.185336048879837,0.2356687898089173,0.1456692913385826,0.17102615694165,0.2356687898089173,0.2962138084632517,0.1235521235521237,0.2099792099792101,0.1640000000000001,0.1300970873786406,0.085820895522388,0.1043643263757116,0.2226890756302522,0.2763157894736843,0.2847682119205297,0.3598130841121496,0.4057971014492756,0.4809160305343511,0.4264705882352941
