firms,age,agr,cashdebt,chcsho,chpmia,depr,egr,grltnoa,herf,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,8.0,0.1121119823731449,0.2601855586930213,0.0006997900629811,-1.3850932508197802,0.0727272727272727,0.0657572577824413,0.0843765341188,6.133109906936447e-06,0.1701196381674934,4.176968048677544,0.0628423826364329,-0.128355860025921,0.0681818181818182,0.5028157268243371,-0.0338164251207729,0.0384615384615383,0.0064829821717991,0.0743944636678199,0.160747663551402,0.1896551724137931,0.154275092936803,0.2224409448818898,0.5525,0.4178082191780823,0.4892086330935252,0.5761421319796955,0.8264705882352941,0.7346368715083798,1.0162337662337664,0.9777070063694266,1.2830882352941173,1.2021276595744683,1.2747252747252746,1.2418772563176894,1.3884615384615384,1.6538461538461542,1.42578125,1.7477876106194694,1.7117903930131004,1.723684210526316,1.8486238532110089,1.797297297297297,1.8227272727272723,1.566115702479339,1.233812949640288,1.352272727272727,1.0838926174496644,1.112244897959184,1.056291390728477,0.9285714285714284,0.7947976878612717,0.8372781065088757,0.9406249999999998,0.9651898734177212,1.056291390728477,1.1413793103448278,1.25,1.5141700404858298,2.61046511627907,3.072131147540984,4.111111111111111,3.2827586206896555,2.61046511627907
BALZ_07-L^I10,8.0,0.1136246844069085,0.1521336811981475,-1.1138550954305873e-07,-5.262949485965852,0.2252258764004336,0.1625351617440224,-0.03279087098769,2.495501226421884e-08,0.0847479956336808,0.1510493479519713,-0.0395994973073312,-0.0318795647906797,0.157416030016726,0.3459970636906104,0.1034482758620691,0.0,0.0357142857142855,-0.0645161290322581,0.0740740740740739,0.1153846153846152,0.2608695652173911,0.2608695652173911,0.2083333333333332,0.1599999999999999,0.1153846153846152,0.2083333333333332,0.4499999999999997,0.4499999999999997,0.4499999999999997,0.4499999999999997,0.3809523809523809,0.3181818181818181,0.2608695652173911,0.2608695652173911,0.1153846153846152,0.0740740740740739,0.0,-0.0333333333333333,-0.0937500000000001,-0.1470588235294119,-0.1714285714285714,-0.1212121212121213,-0.0937500000000001,-0.0937500000000001,0.2083333333333332,0.2083333333333332,0.2083333333333332,0.2083333333333332,0.2608695652173911,0.4499999999999997,0.7058823529411762,0.7058823529411762,1.2307692307692304,1.0714285714285712,1.0714285714285712,1.2307692307692304,1.2307692307692304,3.1428571428571423,1.8999999999999997,2.2222222222222223,1.8999999999999997,1.6363636363636362,1.6363636363636362
BAMD_17-L^J98,7.0,0.1803260872673818,0.0891417070187868,0.0048543689320388,-1.0626315367103476,0.0560997506234413,0.0918002973503957,-0.0087201180521396,5.605758429239776e-08,0.2491410591489254,0.7126666939780013,-0.1856084474472362,0.126160324838273,0.1428945847902358,0.6842655780641596,0.04739336492891,-0.040909090909091,-0.0140186915887852,-0.0093896713615023,0.0549999999999999,0.0144230769230768,0.0,0.0394088669950738,0.0242718446601941,0.0343137254901959,0.0292682926829268,0.0445544554455445,0.3024691358024689,0.2710843373493976,0.3439490445859872,0.4551724137931034,0.4256756756756756,0.3024691358024689,0.192090395480226,0.2787878787878788,0.3354430379746833,0.2559523809523809,0.1593406593406592,0.192090395480226,0.2865853658536585,0.3701298701298701,0.0394088669950738,-0.0186046511627907,-0.0704845814977974,-0.1171548117154812,-0.0663716814159292,0.0047619047619047,0.0394088669950738,0.0765306122448978,0.1467391304347824,0.1467391304347824,0.0656565656565655,0.0445544554455445,0.1657458563535909,0.2196531791907514,0.361290322580645,0.361290322580645,0.4256756756756756,0.6746031746031744,0.6230769230769229,1.0288461538461535,0.9537037037037036,0.6746031746031744,0.5629629629629627
BBIO_50-L^J00,7.0,0.0453905550104518,0.1880347730850845,0.0028571428571428,-2.405974525941612,0.123462028001697,0.1580395098774694,-0.0396279147374084,1.274988515933543e-05,-0.0111632972568238,6.866197515688992,0.0067006245344186,0.171403125253016,0.171403125253016,0.8743595665715472,0.018018018018018,0.0030120481927711,0.0060422960725075,0.0214723926380369,0.168421052631579,0.1808510638297873,0.2661596958174905,0.2197802197802199,0.2242647058823528,0.1935483870967742,0.2566037735849058,0.3703703703703702,0.5275229357798163,0.563380281690141,0.5205479452054795,0.5781990521327016,0.7253886010362696,0.7903225806451613,0.6818181818181819,0.5781990521327016,0.6323529411764706,0.6086956521739133,0.570754716981132,0.5857142857142856,0.771276595744681,0.6818181818181819,0.5857142857142856,0.8296703296703296,0.839779005524862,0.6323529411764706,0.8707865168539326,1.0060240963855422,1.0683229813664594,1.1346153846153846,1.0060240963855422,1.0181818181818183,1.1907894736842106,1.1210191082802543,1.0429447852760738,1.1346153846153846,1.1075949367088609,1.1075949367088609,1.205298013245033,1.4485294117647056,1.4485294117647056,1.561538461538461,1.895652173913044,1.5037593984962403,1.7983193277310927
BBNH_32-L^L97,9.0,0.139482564679415,0.1138646051585868,0.0004768717215069,-1.4972762346312898,0.1084057971014492,-0.1238662131519274,0.0757097791798107,9.80662037611575e-05,0.2353036175710594,17.93510240619622,0.0533533507488317,0.031491002570694,0.031491002570694,0.6430978146644334,0.0257009345794392,-0.0115473441108544,-0.0138248847926266,0.0166270783847981,-0.0205949656750571,-0.0205949656750571,-0.0775862068965516,-0.0250569476082003,-0.018348623853211,-0.0272727272727273,0.0464547677261615,0.1233595800524935,0.1059431524547804,0.0726817042606515,0.0753768844221105,0.0835443037974683,0.1292875989445912,0.1726027397260274,0.0515970515970516,0.1322751322751323,0.026378896882494,0.0646766169154231,-0.0382022471910111,0.0313253012048193,0.0388349514563106,0.0070588235294117,-0.1008403361344536,-0.0530973451327432,-0.0854700854700853,-0.1064718162839247,-0.1008403361344536,0.026378896882494,0.0490196078431373,0.0288461538461539,-0.0593406593406592,0.0239234449760767,-0.0046511627906975,0.0567901234567902,0.0439024390243905,-0.0092592592592593,-0.0572687224669603,-0.0294784580498865,-0.0795698924731183,-0.0425055928411631,0.0388349514563106,0.0646766169154231,0.1030927835051547,0.014218009478673,-0.0593406593406592
BBOU_00-L,7.0,0.0522083226959407,0.1949875344442986,0.0015552099533437,1.2801129143734442,0.0817228050800662,0.0858880162148467,-0.0171673819742382,1.850478514892553e-05,0.0188079470198675,17.42286256814418,-0.0145522875613656,0.007514450867052,0.007514450867052,0.5741031390693836,-0.0201096892138938,0.0205223880597014,-0.0214669051878354,0.0167286245353159,0.0301318267419963,0.0301318267419963,-0.0036429872495447,0.0281954887218043,-0.0665529010238908,-0.0913621262458471,-0.0503472222222222,-0.0470383275261324,-0.0214669051878354,-0.0126353790613719,0.0092250922509224,0.0379506641366225,0.1232032854209443,0.1232032854209443,0.0499040307101728,0.0458891013384319,0.007366482504604,0.0438931297709923,-0.0301418439716312,0.0600775193798448,0.078895463510848,0.0018315018315018,-0.0161870503597122,0.0110905730129389,-0.0913621262458471,-0.104746317512275,-0.0108499095840869,-0.0054545454545454,0.0896414342629483,0.1163265306122447,-0.0713073005093378,0.0148423005565863,-0.0072595281306715,0.0055147058823528,-0.0179533213644524,-0.0503472222222222,0.0478927203065133,0.0281954887218043,-0.083752093802345,-0.153250773993808,-0.1148867313915857,-0.1205787781350482,-0.0943708609271524,-0.1317460317460317,-0.1331220285261489
BBQS_26-L^G99,7.0,-0.2845765986522783,0.0124675324675324,0.0005665722379603,3.2490689214816864,0.1149784904184591,0.0032095369096744,-0.146141801499869,1.8158197940534733e-05,-0.3203775680177679,2.4897923149418784,-0.0700995568488356,0.0339282746827213,-0.1896940116388212,1.3609217838497338,0.0342857142857142,-0.0384615384615385,-0.0223463687150837,-0.054054054054054,0.0144927536231882,-0.0168539325842697,0.0355029585798816,0.129032258064516,0.0542168674698795,0.0,-0.0885416666666666,-0.1116751269035533,-0.0223463687150837,-0.0489130434782608,-0.054054054054054,-0.0591397849462366,-0.0223463687150837,0.0,-0.0223463687150837,0.0802469135802468,0.0479041916167666,0.0115606936416186,-0.0223463687150837,0.0294117647058824,0.1437908496732025,0.0869565217391303,0.0355029585798816,0.0355029585798816,0.0,-0.0223463687150837,0.10062893081761,0.1363636363636362,0.0670731707317073,0.1075949367088606,0.0355029585798816,0.1824324324324324,0.2152777777777779,0.1666666666666667,0.1146496815286624,0.09375,0.0869565217391303,0.2068965517241379,0.3157894736842104,0.4957264957264957,0.6509433962264151,1.058823529411765,0.75,0.3779527559055118,0.10062893081761
BBTU_63-L^C18,7.0,-0.1368675419147505,0.0604902897166507,0.001713796058269,-7.489013923219925,0.0276443536024527,-0.0593393898020269,-0.0595817510830496,2.254286517662809e-05,-0.2068506184586108,4.340409790100396,0.7950298353729649,0.0069966514786573,-0.1176645951338087,0.7702044820117859,0.0526315789473683,-0.0561555075593952,-0.0622317596566524,-0.0416666666666665,-0.0267260579064587,0.0710784313725489,0.2379603399433429,0.2666666666666666,0.1119592875318065,0.0581113801452786,0.0925,0.0581113801452786,0.0581113801452786,0.0,0.0186480186480186,0.0581113801452786,0.0282352941176471,0.0790123456790123,0.0581113801452786,0.1530343007915566,0.2071823204419889,0.1907356948228884,0.0843672456575681,0.0530120481927709,0.1715817694369974,0.1119592875318065,-0.0267260579064587,-0.0682302771855011,-0.1431372549019607,-0.1117886178861787,0.114795918367347,0.2005494505494505,0.0530120481927709,-0.0374449339207048,-0.1026694045174537,-0.0458515283842794,-0.0416666666666665,0.0115740740740739,0.1119592875318065,0.0282352941176471,-0.0702127659574468,-0.1329365079365079,-0.0090702947845805,-0.0662393162393161,0.0404761904761905,0.0530120481927709,0.2666666666666666,0.0234192037470726,-0.1207243460764586
BBVN_02-L^I99,8.0,0.0908761766835627,0.1784651992861392,0.0002912055911473,-2.3010697593772824,0.1764705882352941,0.1497326203208555,-0.0412121212121204,1.4595910293583444e-07,0.0475030450669915,1.0167266002683073,-0.0957588137726749,-0.0854119017899022,-0.0267211568689091,0.4606196806876022,0.0,0.0,0.0410958904109588,0.2159999999999999,0.3451327433628319,0.2258064516129032,0.1875,0.1603053435114503,0.1603053435114503,0.1343283582089551,0.1782945736434107,0.2459016393442623,0.3818181818181816,0.357142857142857,0.3944954128440365,0.52,0.5833333333333335,0.6521739130434783,0.6703296703296704,0.8313253012048194,0.7674418604651163,0.7674418604651163,0.6000000000000001,0.7674418604651163,0.8765432098765431,0.6703296703296704,0.6521739130434783,0.1875,0.1259259259259257,0.0555555555555555,0.2459016393442623,0.1782945736434107,0.0482758620689656,0.1014492753623188,-0.243781094527363,-0.1213872832369942,-0.0379746835443037,-0.1162790697674418,-0.1412429378531073,-0.1213872832369942,-0.2164948453608247,-0.3059360730593606,-0.3214285714285715,-0.251231527093596,-0.1827956989247312,-0.1363636363636363,-0.111111111111111,-0.0843373493975903,-0.2323232323232322
BBXK_89-L^E06,8.0,0.1128266241390791,0.3891721117254254,0.0014199503017394,0.1233683437883895,0.0467856726169641,0.1089396753613826,-0.0043297942932972,7.963391618212261e-05,0.1204323995127891,26.642024262825224,-0.059030404896552,-0.01317957692824,0.0624550062440315,0.6506398966612273,0.0195729537366549,0.0293040293040294,0.0870406189555126,0.1240000000000001,0.1106719367588933,0.1019607843137255,0.0563909774436088,0.0828516377649324,0.1399594320486816,0.09765625,0.09126213592233,0.0828516377649324,0.1781970649895179,0.1376518218623481,0.1240000000000001,0.1376518218623481,0.2572706935123043,0.2297592997811814,0.1957446808510639,0.1881606765327694,0.1446028513238288,0.1932059447983014,0.1062992125984252,0.130784708249497,0.1932059447983014,0.2516703786191536,0.084942084942085,0.1683991683991685,0.1240000000000001,0.09126213592233,0.0485074626865671,0.0664136622390894,0.180672268907563,0.2324561403508773,0.2406181015452537,0.3130841121495327,0.357487922705314,0.4300254452926209,0.3774509803921568,0.3842364532019706,0.4300254452926209,0.4946808510638298,0.4447300771208227,0.3980099502487564,0.4712041884816755,0.4447300771208227,0.5965909090909092,0.510752688172043,0.455958549222798
