firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0902061855670103,-0.0902061855670103,8.0,0.1121119823731449,2.3775566653748323,0.8989463601532568,0.0727272727272727,0.0657572577824413,4.974318886790583e-06,0.1725746873177371,-0.3526757821242962,-0.3944160738411948,0.0628423826364329,0.1341884188418842,-1.3279132791327912,0.4781289910600255,0.0681818181818182,0.0676818950930624,-0.0574162679425837,-0.0215231788079469,-0.0016891891891891,0.017211703958692,-0.0358890701468188,-0.015,-0.0483091787439613,-0.011705685618729,-0.0421393841166936,0.0224913494809688,0.1046728971962618,0.132183908045977,0.0985130111524164,0.1633858267716534,0.4775,0.3493150684931507,0.4172661870503598,0.5,0.7382352941176471,0.6508379888268156,0.9188311688311688,0.8821656050955413,1.1727941176470589,1.0957446808510638,1.1648351648351647,1.1335740072202167,1.273076923076923,1.525641025641026,1.30859375,1.615044247787611,1.5807860262008733,1.5921052631578951,1.7110091743119265,1.6621621621621618,1.686363636363636,1.4421487603305785,1.1258992805755397,1.2386363636363638,0.9832214765100672,1.010204081632653,0.956953642384106,0.8354037267080745,0.7080924855491331,0.7485207100591718,0.846875,0.870253164556962,0.956953642384106,1.0379310344827588
BALZ_07-L^I10,0.0399728572919929,0.0399728572919929,9.0,-0.0781461604052766,5.769382614980105,2.179195852407479,0.3029322984044847,0.1988909892879648,1.960381162111537e-08,-0.1352058985805286,0.1864200722710116,0.2928500062155283,0.2326420577144838,0.0911540034953092,0.3810708598726114,1.687110473774199,-0.0158417697787775,0.0249999999999999,0.0526315789473683,0.1111111111111111,0.2121212121212121,0.1764705882352941,0.1111111111111111,0.25,0.3793103448275863,0.3793103448275863,0.4285714285714286,0.2903225806451615,0.4814814814814814,0.5384615384615385,0.7391304347826086,0.7391304347826086,0.6666666666666667,0.6000000000000001,0.5384615384615385,0.6666666666666667,1.0,1.0,1.0,1.0,0.9047619047619048,0.8181818181818183,0.7391304347826086,0.7391304347826086,0.5384615384615385,0.4814814814814814,0.3793103448275863,0.3333333333333335,0.25,0.1764705882352941,0.142857142857143,0.2121212121212121,0.25,0.25,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.7391304347826086,1.0,1.3529411764705883,1.3529411764705883,2.076923076923077,1.8571428571428568,1.8571428571428568,2.076923076923077
BAMD_17-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,3.948718529740984,1.3085600372435031,0.0742816734434958,0.0024438432779111,6.361475222691068e-08,0.0250391312143517,-0.0121334256342019,-0.0383710071443663,-0.2723747140692405,0.2771323626389654,-2.5336746403036456,1.188055817506834,0.1828653032293035,0.1316725978647688,0.200854700854701,0.1330645161290322,0.1330645161290322,0.1330645161290322,0.2544642857142856,0.2714932126696834,0.3317535545023697,0.2772727272727271,0.3130841121495327,0.31924882629108,0.405,0.3509615384615385,0.3317535545023697,0.3842364532019706,0.3640776699029127,0.3774509803921568,0.3707317073170733,0.391089108910891,0.7345679012345678,0.6927710843373496,0.7898089171974523,0.9379310344827588,0.8986486486486487,0.7345679012345678,0.5875706214689265,0.7030303030303031,0.7784810126582278,0.6726190476190477,0.543956043956044,0.5875706214689265,0.7134146341463417,0.8246753246753247,0.3842364532019706,0.3069767441860465,0.2378854625550661,0.1757322175732216,0.2433628318584071,0.338095238095238,0.3842364532019706,0.4336734693877551,0.5271739130434783,0.5271739130434783,0.4191919191919193,0.391089108910891,0.5524861878453038,0.624277456647399,0.8129032258064517,0.8129032258064517
BBIO_50-L^J00,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,-11.965895312324736,1.6393342804952304,0.1242848970251716,-0.2170157633340531,1.0194206086144133e-05,-0.0560293817588247,0.1023904775511264,0.1853786469479944,0.1826636637726694,0.0844576134844833,-7.4714285714285715,1.3061700832149383,-0.0071191595244677,-0.0477611940298507,-0.0088757396449703,-0.1042780748663101,-0.1343669250645994,-0.1365979381443298,-0.056338028169014,-0.0117994100294985,0.006006006006006,0.0090361445783133,0.0120845921450152,0.0276073619631902,0.1754385964912281,0.1879432624113475,0.2737642585551332,0.2271062271062272,0.2316176470588233,0.2007168458781363,0.2641509433962266,0.3786008230452675,0.536697247706422,0.5727699530516432,0.5296803652968036,0.5876777251184835,0.7357512953367877,0.8010752688172043,0.691919191919192,0.5876777251184835,0.642156862745098,0.6183574879227054,0.5801886792452831,0.5952380952380951,0.7819148936170215,0.691919191919192,0.5952380952380951,0.8406593406593406,0.850828729281768,0.642156862745098,0.8820224719101124,1.0180722891566267,1.0807453416149069,1.1474358974358974,1.0180722891566267,1.0303030303030305,1.2039473684210529,1.1337579617834397,1.0552147239263805,1.1474358974358974,1.1202531645569618,1.1202531645569618
BBNH_32-L^L97,0.0959706632082643,-0.0959706632082643,10.0,0.0067306829399623,-10.314624515256687,1.847747093023256,0.1083916083916083,0.0349401488191523,9.946133575240628e-05,0.0015256214663914,0.4662176499046814,0.5086150674962413,0.1596461801902168,0.3035061891765225,-18.5,1.4269622093023255,0.1182554517133956,-0.0065645514223194,-0.0043572984749454,-0.0150862068965516,-0.0065217391304346,-0.0479166666666666,-0.0235042735042734,0.0410022779043282,0.0677570093457944,0.0554272517321017,0.0529953917050691,0.0855106888361045,0.045766590389016,0.045766590389016,-0.0150862068965516,0.0410022779043282,0.0481651376146787,0.0386363636363635,0.117359413202934,0.199475065616798,0.1808785529715761,0.1453634085213033,0.1482412060301507,0.1569620253164556,0.2058047493403694,0.252054794520548,0.1228501228501228,0.208994708994709,0.0959232613908873,0.1368159203980101,0.0269662921348314,0.1012048192771084,0.1092233009708738,0.0752941176470589,-0.0399159663865544,0.0110619469026549,-0.0235042735042734,-0.045929018789144,-0.0399159663865544,0.0959232613908873,0.1200980392156862,0.0985576923076922,0.0043956043956046,0.0933014354066987,0.0627906976744188,0.1283950617283951,0.1146341463414635,0.0578703703703704,0.0066079295154186,0.0362811791383219
BBOU_00-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,-3.898431781953921,1.3946345256609642,0.0908571428571428,-0.0312645823611759,2.763149853178864e-05,-0.0093412592502729,-0.0493759992445892,-0.1013909384160723,0.373706969607158,0.2885935840626945,-0.4890510948905109,0.6687402799377916,0.3568559954102123,0.0537848605577691,-0.0528301886792453,-0.0233463035019455,-0.0137524557956778,-0.0616822429906541,-0.0922242314647379,-0.0634328358208956,-0.0822669104204754,-0.0634328358208956,-0.1019677996422182,-0.066914498141264,-0.0546139359698681,-0.0546139359698681,-0.0856102003642987,-0.0563909774436091,-0.143344709897611,-0.1661129568106312,-0.1284722222222222,-0.1254355400696865,-0.1019677996422182,-0.0938628158844766,-0.0738007380073801,-0.047438330170778,0.0308008213552359,0.0308008213552359,-0.0364683301343571,-0.0401529636711283,-0.0755064456721915,-0.0419847328244276,-0.1099290780141843,-0.0271317829457365,-0.0098619329388561,-0.0805860805860806,-0.0971223021582734,-0.0720887245841036,-0.1661129568106312,-0.1783960720130933,-0.0922242314647379,-0.0872727272727273,0.0,0.0244897959183671,-0.1477079796264856,-0.0686456400742114,-0.0889292196007259,-0.0772058823529413,-0.0987432675044884,-0.1284722222222222,-0.0383141762452107,-0.0563909774436091
BBQS_26-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,6.4716171607289015,1.708792060784618,0.1163533167789996,-0.1617915904936013,1.2718873798407915e-05,0.0957713081280463,0.0641043848380007,0.0713216290119495,-0.1696304781355069,-0.1416223135093191,-0.9255765199161424,0.9837184059544116,-0.0706880574539557,0.0510752688172042,-0.0699999999999999,0.0247933884297522,0.0568181818181818,0.0276243093922652,-0.0026809651474529,0.0276243093922652,0.0628571428571429,0.0219780219780219,0.0391061452513967,0.0054054054054053,0.0782608695652173,0.0449438202247192,0.1005917159763314,0.1999999999999999,0.1204819277108435,0.0628571428571429,-0.0312499999999998,-0.0558375634517765,0.0391061452513967,0.0108695652173913,0.0054054054054053,0.0,0.0391061452513967,0.0628571428571429,0.0391061452513967,0.1481481481481481,0.1137724550898204,0.0751445086705202,0.0391061452513967,0.0941176470588236,0.215686274509804,0.15527950310559,0.1005917159763314,0.1005917159763314,0.0628571428571429,0.0391061452513967,0.1698113207547169,0.2077922077922078,0.1341463414634147,0.1772151898734177,0.1005917159763314,0.2567567567567568,0.2916666666666667,0.24,0.1847133757961783,0.1625000000000001,0.15527950310559,0.2827586206896553
BBTU_63-L^C18,0.0763284287565754,-0.0763284287565754,8.0,-0.1070511155366986,-1.534800769438764,0.863081549619671,0.0280234357727172,-0.0351699882766705,1.806567522503487e-05,-0.0386469246976651,-0.0070052508897475,-0.0070878981743927,0.0112636269452339,0.0793092322751479,-12.150485436893202,0.8328321245356448,-0.0059777523651107,-0.0160427807486632,0.0071813285457809,0.1402439024390245,0.1711899791231732,0.1108910891089109,0.1153081510934392,0.2195652173913045,0.2837528604118993,0.2116630669546437,0.203862660944206,0.2302631578947369,0.2494432071269487,0.375,0.5892351274787537,0.6260869565217391,0.4274809160305344,0.3583535108958839,0.4025000000000001,0.3583535108958839,0.3583535108958839,0.2837528604118993,0.3076923076923077,0.3583535108958839,0.32,0.3851851851851853,0.3583535108958839,0.4802110817941953,0.5497237569060773,0.5286103542234333,0.3920595533498758,0.3518072289156626,0.5040214477211797,0.4274809160305344,0.2494432071269487,0.1961620469083156,0.1,0.1402439024390245,0.4311224489795919,0.5412087912087913,0.3518072289156626,0.23568281938326,0.1519507186858317,0.2248908296943232,0.2302631578947369,0.2986111111111111,0.4274809160305344,0.32,0.1936170212765957,0.1130952380952381
BBVN_02-L^I99,0.0619102797550074,-0.0619102797550074,9.0,0.0049784268171257,-1.0951295603421645,1.4235209235209236,0.1833590138674884,-0.2844961240310077,1.4209992353394214e-07,0.0514437437769664,-0.0785626086227288,-0.1305940598869892,-0.0550776963647304,0.148336189813719,-0.9894179894179896,0.9992784992784992,0.0956072351421187,0.0059880239520957,0.0060240963855422,0.0060240963855422,0.0705128205128204,0.0844155844155842,0.0569620253164555,0.0986842105263157,0.0986842105263157,0.0986842105263157,0.143835616438356,0.3359999999999998,0.4778761061946903,0.346774193548387,0.3046875,0.2748091603053433,0.2748091603053433,0.2462686567164178,0.2945736434108525,0.3688524590163935,0.5181818181818181,0.4910714285714284,0.5321100917431192,0.6699999999999999,0.7395833333333333,0.8152173913043477,0.8351648351648351,1.0120481927710845,0.941860465116279,0.941860465116279,0.7578947368421052,0.941860465116279,1.0617283950617282,0.8351648351648351,0.8152173913043477,0.3046875,0.2370370370370369,0.1597222222222223,0.3688524590163935,0.2945736434108525,0.1517241379310345,0.2101449275362319,-0.1691542288557213,-0.0346820809248554,0.0569620253164555,-0.0290697674418605,-0.0564971751412429,-0.0346820809248554,-0.1391752577319588,-0.2374429223744292
BBXK_89-L^E06,0.0215899277305577,-0.0215899277305577,9.0,0.0788673837383266,0.9019899625552514,1.805081403864571,0.045098202166265,0.0994514030488396,7.59494716156366e-05,0.0378746121986173,0.0514104828143871,0.0614244042492683,0.031649881213551,0.0346197395593346,-0.1888417704744235,1.5543349670441102,0.0843934952154432,0.0155440414507772,-0.0017241379310344,-0.0219594594594594,-0.0413907284768212,-0.0366056572379367,-0.0034423407917383,0.0104712041884815,0.0302491103202846,0.0604395604395604,0.1199226305609284,0.1579999999999999,0.1442687747035573,0.135294117647059,0.0883458646616541,0.1156069364161849,0.1744421906693711,0.130859375,0.124271844660194,0.1156069364161849,0.2138364779874215,0.1720647773279351,0.1579999999999999,0.1720647773279351,0.2953020134228188,0.2669584245076586,0.2319148936170212,0.2241014799154332,0.1792260692464358,0.2292993630573248,0.139763779527559,0.1649899396378269,0.2292993630573248,0.2895322939866369,0.1177606177606178,0.2037422037422038,0.1579999999999999,0.124271844660194,0.0802238805970148,0.0986717267552184,0.2163865546218488,0.2697368421052633,0.2781456953642383,0.3528037383177569,0.3985507246376814,0.4732824427480915,0.4191176470588236,0.4261083743842366,0.4732824427480915,0.5398936170212767
