firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0610699659324542,-0.0610699659324542,17.0,0.108957485284979,0.0713249361852815,-0.009056382189163,1.2764034021871205,0.2645667801740446,-0.0383347073371804,-0.0381331382202103,1.7779699607873103e-08,0.0390026602244084,0.1923271837227607,0.1605222720568321,-0.4475344424708269,-0.0834184046636541,-0.0319019746861747,0.0640683542552739,-0.0730397554368885,-5.566083283041642,0.9553705953827462,0.0772600557546794,0.2580645161290322,-0.0606060606060606,0.0333333333333334,0.0,0.1272727272727272,0.1071428571428569,0.24,0.1923076923076923,0.2916666666666667,0.2916666666666667,0.4090909090909091,0.3478260869565217,0.2916666666666667,0.24,0.2916666666666667,0.2916666666666667,0.0508474576271187,0.0689655172413794,0.2156862745098038,0.24,0.3478260869565217,0.3191489361702129,0.1923076923076923,0.5121951219512195,0.4761904761904763,0.631578947368421,0.8235294117647058,1.137931034482759,0.9375,1.137931034482759,1.0,0.5897435897435896,0.8235294117647058,1.3846153846153846,0.8235294117647058,0.8787878787878787,0.7222222222222223,0.3191489361702129,0.24,0.24,0.2156862745098038,0.1071428571428569,-0.1267605633802816,-0.1842105263157895,0.1272727272727272,0.1698113207547169,-0.1388888888888888,-0.1388888888888888,-0.3921568627450981
BBOU_00-L,0.0362985685071574,-0.0362985685071574,17.0,-0.0564939673527324,0.1591366757887127,0.0384675844133807,1.2053307008884502,0.1044349070100143,-0.0138136511375948,-0.0050314782354659,2.956863435836569e-05,0.0151171043293115,-0.045119612395276,19.16275141030241,-0.1625588347557634,0.1948640439239559,0.0929882301440661,-0.316237100719829,-0.3132309420461684,-0.3759455370650529,0.6290720631786771,-0.2431672477786525,-0.049757281553398,0.0377833753148615,0.0645994832041343,0.0870712401055409,0.10752688172043,0.1303155006858711,0.1090174966352626,0.122615803814714,0.1195652173913044,0.1839080459770115,0.2046783625730994,0.2029197080291971,0.1256830601092895,0.15406162464986,0.08994708994709,0.1671388101983004,0.0928381962864721,0.1444444444444443,0.1210884353741497,0.1195652173913044,0.1805157593123207,0.2599388379204892,0.2189349112426035,0.2996845425867509,0.2795031055900621,0.2522796352583587,0.2064421669106881,0.2560975609756097,0.2996845425867509,0.2795031055900621,0.2207407407407406,0.2541856925418568,0.1287671232876712,0.0325814536340851,0.0510204081632652,0.1180461329715061,-0.0317273795534664,-0.041860465116279,-0.0895027624309392,-0.1023965141612199,-0.0528735632183906,-0.0283018867924528,0.0496815286624203,0.1060402684563759,0.1771428571428572,0.1771428571428572,0.1994177583697234,0.1180461329715061,0.0325814536340851
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,1.052919010011599,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,2.304109424069153e-07,0.2216981132075471,-0.108730583824317,0.0020712442757441,-0.334452667013231,-0.2328427255985267,-0.2464646464646464,-0.4155844155844156,0.6064997804128239,-2.256756756756757,1.8,0.2272727272727272,0.0714285714285714,0.0499999999999998,0.0499999999999998,0.0499999999999998,0.1351351351351351,0.0499999999999998,0.1052631578947367,-0.0666666666666667,0.0499999999999998,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.1999999999999999,-0.0666666666666667,0.1999999999999999,0.1999999999999999,-0.0666666666666667,0.1999999999999999,0.1999999999999999,0.0499999999999998,0.0499999999999998,-0.0666666666666667,0.1999999999999999,0.1999999999999999,0.0499999999999998,0.0499999999999998,0.0499999999999998,-0.16,-0.2363636363636364,-0.16,0.0,0.1351351351351351,0.1351351351351351,0.0499999999999998,0.6153846153846152,0.6153846153846152,0.2352941176470586,0.2352941176470586,0.2352941176470586,0.2352941176470586,0.2352941176470586,0.0,0.0,0.0,0.0,0.0,0.0499999999999998,0.0499999999999998,0.75
BBTU_63-L^C18,0.0551027878928,-0.0551027878928,16.0,-0.0325240234263945,0.1724048185603807,0.0090497907558662,0.8805668016194332,0.0792268645060523,0.0439906698858288,-0.045739167292819,9.237240712430324e-05,0.0072212429635525,-0.0984162895927602,3.876348720357552,-0.0027088997077478,0.0475001915634213,0.0467726827189431,0.396861894398857,0.2862035167492429,-1.0966257668711654,0.8645748987854251,0.3317731370024074,0.0,0.0056980056980056,0.0696969696969695,-0.0194444444444444,-0.0747051114023591,-0.0153417015341702,0.0291545189504371,0.1368760064412237,0.1206349206349206,0.0443786982248519,0.1242038216560508,0.1206349206349206,0.0811638591117915,0.0895061728395061,0.1766666666666665,0.285974499089253,0.2789855072463769,0.2930402930402929,0.3025830258302582,0.3576923076923075,0.4926004228329808,0.6082004555808656,0.4769874476987445,0.4831932773109244,0.5900900900900898,0.6155606407322654,0.902964959568733,1.12012012012012,0.9289617486338796,0.8195876288659794,0.7518610421836227,0.6229885057471265,0.6729857819905214,0.8578947368421053,0.5085470085470085,0.5448577680525162,0.3270676691729322,0.1925675675675675,0.1535947712418299,0.1747088186356074,0.3049907578558224,0.3925049309664692,0.387033398821218,0.4205231388329979,0.6495327102803736,0.5900900900900898,0.2172413793103447,0.1825795644891121,0.1905564924114671
BBXK_89-L^E06,0.169506349628283,-0.169506349628283,17.0,-0.4191484458662618,0.197405228682929,0.0071130032239452,0.6495772900023269,0.0815415699164681,-0.8076484741040901,-0.0212997659083662,4.119293960043465e-05,-0.022352957124073,-0.2355223334890618,4.941697561673993,-0.7861861218513385,-0.6836133044405258,-0.7903832560889411,0.1032131233775334,0.9256939167437414,-1.6838160136286202,0.3861009850306368,-0.0432692886827681,-0.0028901734104045,0.0846394984326019,0.0745341614906831,0.0484848484848485,0.0297619047619048,0.008746355685131,0.0548780487804878,0.0880503144654087,-0.0057471264367816,0.0548780487804878,0.0236686390532545,0.0453172205438066,0.0058139534883721,-0.0114285714285714,0.3106060606060605,0.2767527675276753,0.2097902097902098,0.3410852713178294,0.2536231884057971,0.3256704980842912,0.258181818181818,0.1649831649831648,0.1808873720136519,0.1849315068493151,0.1689189189189188,0.2536231884057971,0.2862453531598512,0.2720588235294117,0.1808873720136519,0.1808873720136519,0.1495016611295681,0.0745341614906831,-0.0441988950276243,0.1197411003236246,0.0613496932515338,0.1019108280254776,-0.0520547945205479,-0.0441988950276243,-0.0748663101604278,-0.0597826086956522,-0.2412280701754385,-0.2171945701357466,-0.1896955503512879,-0.147783251231527,-0.0057471264367816,0.1495016611295681,0.0745341614906831,0.1808873720136519,0.1233766233766233
BCPS_48-L^C06,0.2001199580146948,-0.2001199580146948,16.0,-0.2266599303321189,0.0361847473829008,-0.1216926800033772,1.3977200759974666,0.2427630117716739,-0.2767315671879988,-0.2550907182485772,3.7535952596201617e-06,-0.106336586273832,-0.2145116976105235,1.95370730789734,-1.0292568121654262,-0.0473296715654651,-0.040028919523193,0.3276842538734003,0.1472381302448613,-2.6660007990411505,1.329322355921469,0.0464862505456132,0.0128205128205127,-0.0126582278481012,0.1641791044776119,0.079584775086505,-0.0063694267515923,0.0097087378640776,0.0469798657718121,0.036544850498339,0.1641791044776119,0.1999999999999999,0.278688524590164,0.4181818181818182,0.3624454148471616,0.4579439252336448,0.4444444444444444,0.3928571428571428,0.3506493506493506,0.3333333333333335,0.3565217391304349,0.2580645161290322,0.1063829787234043,0.2430278884462153,0.2046332046332046,0.3624454148471616,0.3333333333333335,0.3109243697478991,0.56,0.8034682080924855,0.9622641509433962,0.902439024390244,0.902439024390244,0.6864864864864864,0.6956521739130435,0.824561403508772,0.3805309734513276,0.4786729857819907,0.278688524590164,0.1598513011152416,0.1182795698924732,0.2580645161290322,0.5,0.3805309734513276,0.3109243697478991,0.2682926829268293,0.5,0.7333333333333334,0.3565217391304349,0.1908396946564885,0.1999999999999999
BCQE_67-L^A14,0.1957726957726957,-0.1957726957726957,17.0,-0.1951219512195122,-0.1129668994837534,-0.0747393914885777,2.072480181200453,0.2285067873303167,0.371002132196162,-0.1514206514206311,5.579404405298137e-06,-0.1316447779862414,-0.1193603655054254,0.624324248726129,-0.8981937459546561,0.1392047202584966,0.1932191138216297,0.043773957359318,-0.0867279520787616,-1.1945031712473573,1.77123442808607,-0.2487792341300436,0.2601626016260163,-0.1021897810218979,-0.1744966442953019,-0.3315217391304348,-0.3910891089108911,-0.4605263157894737,-0.3204419889502763,-0.4383561643835616,-0.3204419889502763,-0.1021897810218979,-0.272189349112426,-0.3315217391304348,-0.3970588235294118,-0.3422459893048128,-0.4605263157894737,-0.4533333333333333,-0.5214007782101167,-0.587248322147651,-0.4225352112676056,-0.4979591836734695,-0.6657608695652174,-0.6168224299065421,-0.7014563106796117,-0.603225806451613,-0.4743589743589743,-0.4305555555555556,-0.25,0.0512820512820513,-0.3089887640449438,-0.799347471451876,-0.8003246753246753,-0.8410852713178294,-0.8315068493150685,-0.823021582733813,-0.8586206896551725,-0.8423076923076923,-0.8829686013320647,-0.9006462035541196,-0.9027667984189724,-0.9151138716356108,-0.894420600858369,-0.9092250922509224,-0.9117013639626704,-0.8980099502487562,-0.8348993288590604,-0.7302631578947368,-0.8796477495107632,-0.8817307692307692,-0.9222994314592544
BCZB_W7-L^G07,0.0722811944983685,-0.0722811944983685,17.0,-0.0774239656952275,0.0734536967117457,-0.0184563955895022,0.8473611928585443,0.0662566396421582,-0.1430250783699059,-0.1477840650943786,0.0001550526241022,-0.0822679266259032,-0.0336123110151187,3.9436555437411496,-0.4651301437461174,0.0251921115077726,0.0960331411917105,0.1565918423809768,-0.1216512486991885,-14.344262295081966,0.7376888365705316,-0.101044279796978,-0.020979020979021,0.0,0.0141843971631205,-0.0238907849829352,-0.0034843205574913,0.0,0.0592592592592591,0.0957854406130267,0.0711610486891385,0.1259842519685039,0.1085271317829457,0.0711610486891385,-0.0684039087947883,-0.0744336569579288,-0.1006289308176101,-0.0498338870431893,-0.175792507204611,-0.1090342679127726,-0.1988795518207282,-0.1612903225806452,-0.1513353115727004,-0.089171974522293,-0.1006289308176101,-0.0529801324503311,-0.0137931034482758,-0.0744336569579288,0.0437956204379561,0.1349206349206348,0.0751879699248119,0.0177935943060496,-0.1034482758620689,-0.1588235294117647,-0.0977917981072555,-0.0714285714285715,-0.2033426183844011,-0.1710144927536232,-0.3141486810551559,-0.3364269141531322,-0.3755458515283842,-0.3741794310722101,-0.3940677966101694,-0.3601789709172259,-0.3157894736842105,-0.3091787439613526,-0.3364269141531322,-0.3041362530413626,-0.3348837209302325,-0.380952380952381,-0.4314115308151094
BDAJ_H9-L,0.2037956674630231,-0.2037956674630231,10.0,-0.146063501542749,-0.028906955736224,-0.1098428644513364,1.7740963855421688,0.1104772505913454,-0.2296015180265654,-0.0995356078704967,2.4915414144425034e-06,-0.0098039215686274,-0.1125963309009069,1.361340737943025,0.064648839883467,0.2779345515959982,0.264159960876717,0.0868766872453461,0.2524534142899629,-3.1792294807370185,1.6340361445783131,0.0142271145957733,-0.0343007915567281,0.0133689839572193,0.0527777777777778,-0.0206718346253229,-0.0206718346253229,0.0133689839572193,0.0326975476839237,-0.1018957345971562,-0.050125313283208,-0.0380710659898476,-0.0429292929292929,-0.0756097560975609,-0.0933014354066984,-0.1186046511627906,-0.1425339366515836,-0.1849462365591399,-0.1425339366515836,-0.1347031963470319,-0.0231958762886597,-0.0687960687960688,-0.0429292929292929,0.0326975476839237,-0.0429292929292929,-0.0595533498759305,0.0890804597701149,0.0797720797720797,0.1279761904761904,0.1450151057401811,0.1625766871165646,0.1554878048780488,0.0243243243243242,-0.025706940874036,-0.0867469879518073,0.1179941002949851,0.0326975476839237,0.1806853582554517,0.0298913043478259,-0.0453400503778338,-0.0078534031413611,-0.0687960687960688,0.0890804597701149,0.0828571428571429,0.1880877742946709,0.2070063694267516,0.4301886792452831,0.49802371541502,0.2147435897435896,0.1519756838905774,0.2935153583617746
BDCK_44-L^L08,0.1291783193501132,-0.1291783193501132,16.0,-0.0275807722616233,0.0854898336414048,0.002399079782114,1.1555869872701556,0.1104199066874028,-0.0909638554216867,-0.135836995605269,1.716551529639761e-07,-0.0795902285263987,0.021485287248949,0.0002372007753981,0.4692954883169781,0.0935201243496385,0.0954486294775491,0.031198003327787,-0.1416458195160357,-17.321428571428573,1.1478076379066475,-0.0521353300055461,0.0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295
