firms,age,agr,chpmia,currat,egr,herf,invest,mve_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,quick,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,3.0,0.0051862034491376,-0.5462700581371616,0.8417645287563986,-0.3346440677966102,7.259127133545253e-06,0.2118220444888777,0.9859766431794548,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,0.4929238181270702,12.063180827886711,-0.0778326764003775,1.5392584842136368,0.0119047619047618,0.2775665399239544,0.2043010752688172,-0.3266533066132265,-0.4790697674418605,-0.4846625766871165,-0.4846625766871165,-0.3266533066132265,-0.34375,-0.4324324324324324,-0.2679738562091504,-0.308641975308642,-0.5,-0.5234042553191489,-0.5681233933161953,-0.7314148681055156,-0.6609485368314834,-0.6853932584269663,-0.7147707979626485,-0.7368833202819107,-0.7549234135667396,-0.7423312883435582,-0.7423312883435582,-0.7851662404092072,-0.8108108108108109,-0.8057803468208092,-0.7795275590551181,-0.7594846098783107,-0.7618710134656272,-0.7618710134656272,-0.7523949889462049,-0.75,-0.7010676156583631,-0.7047451669595782,-0.7572254335260116,-0.7341772151898734,-0.744874715261959,-0.776595744680851,-0.7813923227065712,-0.7869372225745086,-0.7938650306748467,-0.7886792452830189,-0.7922077922077922,-0.791304347826087,-0.7735849056603774,-0.7785102175346078,-0.7929759704251387,-0.8258164852255054,-0.8293550025393601
BALZ_07-L^I10,3.0,-0.3456090651558074,-0.1440794407473751,2.148373983739837,-0.0146571335716607,1.2228983502182902e-07,-0.3663833805476864,0.0669051696814594,0.5795129220205545,0.8485382703567967,0.2874065367159695,-0.0069539091509325,1.6686991869918697,6.056179775280898,-0.2784471218206158,1.5392584842136368,0.0769230769230771,0.0,-0.0714285714285715,-0.0714285714285715,-0.1333333333333333,-0.1875,-0.2352941176470588,-0.1875,-0.2352941176470588,-0.3809523809523809,-0.4583333333333332,-0.48,-0.5517241379310345,-0.5666666666666667,-0.6060606060606061,-0.6388888888888888,-0.6176470588235294,-0.6578947368421053,-0.6388888888888888,-0.6486486486486487,-0.6176470588235294,-0.6285714285714286,-0.6060606060606061,-0.6486486486486487,-0.6285714285714286,-0.6578947368421053,-0.675,-0.675,-0.7234042553191489,-0.7678571428571429,-0.7796610169491525,-0.796875,-0.7719298245614035,-0.7758620689655172,-0.7833333333333333,-0.7547169811320755,-0.7592592592592593,-0.7868852459016393,-0.7796610169491525,-0.7291666666666666,-0.7450980392156863,-0.7291666666666666,-0.75,-0.7833333333333333,-0.7719298245614035,-0.7450980392156863,-0.7833333333333333,-0.8645833333333333,-0.8571428571428572
BBEK_99-L^L95,2.0,0.1881025641025642,0.1699153114687829,1.2113502935420746,0.1189962223421477,3.564501540158372e-06,0.1209230769230769,6.445519828761793,-0.1305661043733276,-0.1374161694793008,-0.1312287939240664,-0.2711312654696758,0.8818304982688546,3.533697632058288,0.1884827445374719,0.4364675903223232,-0.0661322645290581,0.0060483870967742,0.0183673469387755,0.0142276422764229,0.0395833333333335,0.0708154506437768,0.1577726218097448,0.323607427055703,0.3523035230352305,0.3028720626631853,0.4421965317919076,0.4056338028169015,0.4807121661721067,0.316622691292876,0.3486486486486486,0.3306666666666666,0.525993883792049,0.4895522388059701,0.559375,0.5121212121212122,0.4590643274853803,0.4505813953488373,0.5496894409937887,0.5993589743589745,0.3938547486033519,0.4763313609467456,0.6744966442953022,0.6972789115646258,0.6578073089700998,0.7089041095890412,0.7821428571428573,0.8901515151515151,1.198237885462555,1.1885964912280709,0.9880478087649404,1.0534979423868314,1.217777777777778,1.036734693877551,0.9801587301587302,1.0040160642570282,0.9801587301587302,1.1790393013100435,1.1054852320675104,0.9568627450980394,1.1054852320675104,1.342723004694836,0.8973384030418252,0.4633431085043988,0.4297994269340974
BBIO_50-L^J00,2.0,-0.0457434733257661,-0.1322510024277589,1.3150136487716106,0.02255299954894,1.0950610515759075e-05,-0.0199205448354143,1.941157010721812,0.0520743925854686,0.0674068232221226,0.1444704701694206,-0.0352295833924432,0.7175614194722475,6.660790075089781,-0.0352295833924432,0.9953099973110736,-0.0307692307692307,0.1206896551724139,0.1206896551724139,0.1016949152542374,0.0483870967741935,0.0236220472440944,0.056910569105691,0.2264150943396226,0.1711711711711712,0.1711711711711712,0.3131313131313131,0.2264150943396226,0.1206896551724139,0.0236220472440944,-0.0579710144927535,-0.0076335877862595,0.0,-0.0151515151515151,0.0077519379844961,-0.1034482758620689,-0.1275167785234898,-0.037037037037037,0.0,-0.1095890410958904,-0.1558441558441557,-0.1156462585034012,-0.0225563909774436,-0.0151515151515151,0.0,0.056910569105691,0.0833333333333334,0.092436974789916,0.3,0.25,0.1607142857142856,0.2621359223300972,0.2621359223300972,0.1504424778761064,0.2264150943396226,0.2149532710280373,0.25,0.3131313131313131,0.1926605504587155,0.2264150943396226,0.3829787234042554,0.5294117647058825,0.4285714285714286,-0.0647482014388488,-0.0151515151515151
BBNH_32-L^L97,5.0,-0.0247346072186836,0.0686057196622449,1.356020942408377,0.006196518146946,0.0002013308813905,-0.1126326963906581,16.64473207854311,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.7949389179755671,7.205930807248764,-0.0687672982754949,0.6971109852517685,-0.0095238095238094,0.0687022900763358,0.1351351351351351,0.09375,0.0344827586206897,0.0473815461346633,0.1475409836065573,0.2688821752265862,0.2426035502958581,0.3953488372093026,0.5217391304347827,0.5555555555555556,0.5053763440860215,0.2765957446808511,0.2883435582822087,0.320754716981132,0.5384615384615385,0.4383561643835618,0.5000000000000002,0.381578947368421,0.3375796178343948,0.4736842105263157,0.627906976744186,0.4532871972318339,0.3291139240506329,0.4093959731543624,0.5217391304347827,0.5671641791044777,0.4634146341463414,0.5328467153284671,0.627906976744186,0.640625,0.9534883720930234,0.875,0.8666666666666667,0.728395061728395,0.7213114754098362,0.700404858299595,0.6535433070866141,0.6535433070866141,0.7213114754098362,0.7872340425531914,0.7872340425531914,0.8502202643171808,0.875,1.2340425531914896,1.0792079207920793,0.4788732394366197,0.5730337078651686
BBOU_00-L,2.0,0.0626109407777957,0.0593940857509737,1.5523809523809524,0.1128188358404185,1.661413837435523e-05,0.0164595772147813,20.21704515806947,0.1863064098878988,0.3256023457090976,0.2128012157174904,0.1820319849482596,0.746218487394958,3.068376068376069,0.1820319849482596,0.7433761799882733,0.0050420168067226,0.0456942003514937,0.0606060606060605,0.0606060606060605,0.1333333333333333,0.1486486486486486,0.2768240343347639,0.358447488584475,0.3522727272727273,0.3901869158878503,0.4547677261613692,0.517857142857143,0.4441747572815533,0.2740899357601714,0.2962962962962963,0.3251670378619153,0.5374677002583979,0.5335051546391754,0.5740740740740742,0.5454545454545454,0.4987405541561713,0.5824468085106385,0.7246376811594202,0.8140243902439026,0.7296511627906979,0.9009584664536744,1.0376712328767126,1.1099290780141846,1.2118959107806693,1.3517786561264824,1.5869565217391308,1.6444444444444444,2.0829015544041454,2.131578947368421,2.020304568527919,2.1989247311827955,2.3806818181818183,2.1481481481481484,2.098958333333333,2.164893617021277,2.269230769230769,2.4795321637426904,2.4,2.562874251497006,2.562874251497006,3.190140845070423,3.02027027027027,1.741935483870968,1.9024390243902445
BBQS_26-L^G99,2.0,0.1978555304740406,-0.0714423841952817,1.3128398159765788,0.0400700252869092,4.6744359912109066e-05,0.1992099322799096,2.9710049740020343,-0.0938294733828112,-0.1440016843354568,-0.0910158972965051,-0.0763696922633203,0.6630071099958176,8.237639241743208,0.1428881297109701,0.4687639307707708,-0.0746268656716419,0.0042826552462527,0.1328502415458938,-0.0126315789473683,-0.0467479674796746,-0.0467479674796746,0.0683371298405468,0.4169184290030212,-0.0269709543568464,-0.038934426229508,-0.0657370517928285,-0.0309917355371899,-0.0803921568627449,-0.1518987341772151,-0.1549549549549548,-0.098076923076923,0.0129589632829374,0.0586907449209934,-0.0857699805068225,-0.1150943396226413,-0.1728395061728393,-0.1083650190114067,-0.1394495412844036,-0.201022146507666,-0.2311475409836064,-0.1549549549549548,-0.1217228464419474,-0.1217228464419474,-0.1150943396226413,-0.1217228464419474,-0.1362799263351748,-0.1346863468634686,-0.0042462845010614,-0.0694444444444444,-0.1066666666666665,-0.0945945945945945,-0.0803921568627449,-0.145719489981785,-0.178633975481611,-0.1314814814814814,-0.142595978062157,-0.125,-0.1699115044247787,-0.1982905982905981,-0.1579892280071813,0.044543429844098,-0.0657370517928285,-0.3113069016152715,-0.2625786163522012
BBTU_63-L^C18,2.0,0.0044096241116532,0.0325196099445222,1.4236011477761834,0.0242409301943383,3.799918830439006e-05,0.0457444986728315,5.608558434688344,-0.0050267590210379,-0.0850543795483027,0.3305408730889111,0.0534552269394929,1.090028694404591,21.12562534741523,0.0385298538051646,0.51218994103528,-0.0713224368499257,0.0733652312599681,0.216998191681736,0.0978792822185972,0.0274809160305344,0.0059790732436473,0.0854838709677419,0.269811320754717,0.1869488536155203,0.1050903119868638,0.0978792822185972,0.2060931899641578,0.0353846153846153,-0.0905405405405405,-0.1259740259740259,-0.0843537414965985,0.1105610561056107,-0.0175182481751823,-0.0029629629629629,-0.0843537414965985,-0.143765903307888,-0.0521126760563379,0.0353846153846153,-0.1156373193166885,-0.1236979166666666,-0.1121372031662268,0.0029806259314457,0.0074850299401199,0.0401854714064915,0.0682539682539684,0.0943089430894308,0.1724738675958188,0.3460000000000001,0.3734693877551021,0.2794676806083651,0.3042635658914729,0.3706720977596742,0.3353174603174604,0.3568548387096775,0.4168421052631579,0.4380341880341882,0.4758771929824563,0.5872641509433962,0.6139088729016788,0.8140161725067387,0.9970326409495548,0.6576354679802958,0.3300395256916997,0.3678861788617886
BBVN_02-L^I99,3.0,0.2047521267233793,-0.0647893839006729,1.78255033557047,0.6130884041331803,3.586049093191604e-07,0.045761220299208,0.911739203538154,0.3758949657758152,0.4678921951174729,-0.2556980338128858,-0.0008462234964725,1.3818791946308726,3.1855047454702325,0.0509536009109023,0.5900490856152274,-0.04,0.0162601626016261,0.1520737327188941,0.1061946902654868,0.146788990825688,0.1904761904761904,0.2195121951219514,0.3440860215053762,0.1210762331838564,0.2195121951219514,0.3157894736842106,0.3736263736263736,0.3736263736263736,0.2254901960784314,0.2195121951219514,0.3586956521739131,0.2953367875647668,0.2626262626262625,0.3297872340425531,0.3440860215053762,0.2626262626262625,0.2437810945273633,0.3586956521739131,0.1520737327188941,0.1574074074074074,0.1904761904761904,0.3227513227513228,0.3440860215053762,0.3440860215053762,0.3368983957219251,0.2690355329949239,0.2626262626262625,0.4367816091954022,0.4124293785310735,0.3227513227513228,0.3513513513513513,0.25,0.0330578512396695,0.0964912280701755,0.0917030567685588,0.0504201680672269,0.1160714285714283,0.0504201680672269,0.0245901639344261,0.1160714285714283,0.1061946902654868,0.1627906976744186,-0.1987179487179488,-0.0808823529411765
BBXK_89-L^E06,3.0,0.1305103400335978,-0.0050165895889731,1.439277350284376,0.1163261549788331,8.773375987660056e-05,0.0485431269188436,15.19826945205342,0.4475262670941177,0.7937225946879226,-3.112687589109054,-0.0613503738117621,1.0477305676368909,10.848769490888598,0.0297248622528128,0.8360734480073063,-0.0520231213872832,0.0297619047619048,0.2055749128919859,0.1649831649831648,0.1456953642384106,0.2357142857142857,0.2013888888888888,0.2958801498127341,0.3155893536121674,0.3007518796992481,0.2862453531598512,0.3307692307692307,0.258181818181818,0.2013888888888888,0.2401433691756271,0.3056603773584905,0.5727272727272725,0.4913793103448276,0.4238683127572016,0.4476987447698743,0.4599156118143459,0.4537815126050419,0.5515695067264574,0.4849785407725322,0.3256704980842912,0.3895582329317268,0.5109170305676856,0.6398104265402844,0.7128712871287128,0.8210526315789475,0.7927461139896372,0.6634615384615383,0.901098901098901,1.0352941176470587,0.696078431372549,0.7927461139896372,0.943820224719101,0.696078431372549,0.6796116504854368,0.6555023923444978,0.6320754716981132,0.6714975845410629,0.6555023923444978,0.6398104265402844,0.6093023255813954,0.696078431372549,0.4661016949152543,0.2269503546099291,0.2401433691756271
