firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chpmia,chtx,cinvest,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,19.0,0.1357701071912202,0.0920100374586318,0.1429400136710451,1.0517982783364492,0.0063501426933595,4.746500000000001,0.011526685919278,0.0011257525411008,0.0057941516820274,0.2348891975122275,0.1057407024080591,0.0601600635568938,2.21966029180559e-08,0.0153037084572839,0.1495969183114253,0.2769459110271022,0.3191213720333577,0.0233446173826212,0.0566576296142572,0.0125023000068861,0.0373017609354416,0.1123109697131084,0.1405697325403644,0.7348043564192113,-0.1380952380952381,0.1666666666666667,0.3375796178343948,0.25,0.2352941176470588,0.3125,0.3375796178343948,0.2962962962962963,0.3636363636363637,0.3125,0.3291139240506329,0.4000000000000001,0.5328467153284671,0.640625,0.8584070796460179,0.981132075471698,1.0792079207920793,1.121212121212121,1.0792079207920793,1.0,0.909090909090909,1.0,1.1649484536082475,1.1875,1.5925925925925926,1.3863636363636362,1.5301204819277112,1.6923076923076923,2.3870967741935485,2.1818181818181817,2.5000000000000004,2.3870967741935485,2.818181818181818,2.75,3.2,3.0384615384615383,3.375,3.375,3.772727272727273,3.565217391304348,3.375,3.2,3.375,3.375,2.5593220338983054,2.620689655172414,3.11764705882353,3.2,3.565217391304348
BBOU_00-L,19.0,0.0020822862066489,0.053400935010206,0.1639344262295081,0.5478945727834604,-0.0001732103348064,4.0,-0.0761794752346583,-0.0012251565477811,0.0295575176278543,0.1080246913580246,-0.1177254553531763,-0.022953053832084,2.9722311066866456e-05,0.0076829180728082,0.0584036340038935,16.74316752423548,-0.0080910349601939,-0.0124306681212218,-0.0026690358588552,0.0069750673787431,0.0349312123817712,0.1227341389728096,0.0304407713498622,1.0282544250761758,-0.0091827364554638,0.0,0.0401146131805156,0.0911823647294589,0.04510556621881,0.0046125461254613,0.0293005671077504,0.0552325581395349,0.0933734939759036,0.087912087912088,0.0868263473053894,0.1157786885245901,0.1157786885245901,0.157279489904357,0.1585106382978722,0.1747572815533982,0.1824104234527686,0.2263513513513513,0.2033149171270718,0.1967032967032969,0.2291196388261851,0.2872340425531914,0.2918149466192172,0.284198113207547,0.3073229291716688,0.3120481927710843,0.3527950310559005,0.3908045977011494,0.3216019417475728,0.371536523929471,0.4069767441860465,0.4366754617414248,0.4637096774193547,0.4938271604938271,0.4656796769851952,0.4836512261580383,0.4796195652173913,0.5646551724137931,0.5921052631578949,0.5897810218978103,0.4877049180327868,0.5252100840336136,0.4404761904761907,0.5424929178470257,0.4442970822281167,0.5125,0.4816326530612247,0.4796195652173913,0.5601719197707735
BBTU_63-L^C18,19.0,0.2650955563372025,0.0350324374420759,0.2271398192450824,2.283657895291887,-0.0004066996730347,29.6,0.0312454925709783,0.001747383523093,0.0304363451453898,0.1910538286580743,-0.2809060456213111,0.0829235467674234,8.100226834409484e-07,0.050650721069293,0.0337883497769968,1.1252156052861615,0.095405324216459,0.1167447216040564,1.2784679089026916,0.3878252933446307,0.0791609622530803,-0.1517338331771321,0.2784679089026915,0.3709787528594022,-0.2434782608695652,-0.0750670241286862,-0.0521978021978022,0.0207100591715976,-0.0750670241286862,-0.0057636887608069,-0.0057636887608069,0.0117302052785923,0.0,-0.1085271317829457,-0.0308988764044944,-0.0028901734104045,-0.0142857142857142,0.0360360360360361,0.0454545454545456,0.0454545454545456,-0.0114613180515759,0.0298507462686568,-0.0336134453781511,-0.6349206349206349,-0.6110484780157834,-0.6097285067873304,-0.6066134549600912,-0.5745992601726264,-0.5813106796116505,-0.5501955671447196,-0.5460526315789473,-0.5113314447592068,-0.5113314447592068,-0.5085470085470085,-0.4772727272727272,-0.5208333333333333,-0.5478374836173001,-0.5188284518828452,-0.4970845481049563,-0.4444444444444444,-0.4523809523809523,-0.4896449704142012,-0.4506369426751592,-0.4523809523809523,-0.4716692189892802,-0.4675925925925925,-0.4249999999999999,-0.3715846994535519,-0.3749999999999999,-0.368131868131868,-0.3634686346863468,-0.3365384615384615,-0.2706131078224102
BCQE_67-L^A14,19.0,-0.1077199281867145,0.2671232876712329,0.0565770862800565,1.4285556941851425,0.0005829113621349,-5.0,0.0421546544957325,0.0005213764337851,-0.0571219541328237,0.2101910828025477,-0.6965098634294385,-0.0863377609108013,3.4859529122377147e-06,-0.0152603231597845,-0.2456575682382134,1.1615114066193362,0.0302323495110792,0.007063073011929,-0.0374536365102402,0.0385770385770385,0.0127356087620988,0.352112676056338,0.0427350427350427,0.6363569301326488,-0.2560975609756097,0.0621761658031088,-0.0330188679245284,-0.136842105263158,-0.164969450101833,-0.1528925619834711,-0.0072639225181598,0.1232876712328765,0.188405797101449,0.0904255319148936,0.1918604651162789,0.2462006079027354,0.4285714285714284,0.5073529411764703,0.6269841269841268,0.7521367521367521,0.680327868852459,0.5073529411764703,0.4801444043321299,0.4909090909090907,0.7154811715481169,0.5953307392996108,0.8981481481481479,0.8981481481481479,1.5465838509316767,1.3428571428571423,1.3428571428571423,1.6451612903225803,2.333333333333333,1.992700729927007,1.751677852348993,1.2282608695652173,1.0297029702970295,0.7982456140350878,1.2651933701657456,0.872146118721461,1.2651933701657456,1.992700729927007,1.4260355029585798,1.2282608695652173,1.0098039215686274,1.192513368983957,0.7982456140350878,0.822222222222222,0.5953307392996108,0.3758389261744965,0.9248826291079812,0.6734693877551017,0.1141304347826086
BDAJ_H9-L,13.0,-0.2968299711815562,0.1181967213114754,0.0327799364182267,0.998844586104916,6.212163895238375e-06,-17.05,-0.1988609799389983,0.0029838870101452,-0.0740252937529756,0.1590401785714285,-1.1766268260292163,-0.0157021996615899,1.516687699279007e-07,0.0099135446685878,-0.2132037364301945,0.2542902936457236,0.1980293036332181,-0.0297759549942955,0.1816458481432584,0.8832122702113554,-0.0317537072856221,-1.3873239436619718,-0.0276564774381369,2.0474092534702617,0.1237113402061855,-0.4049079754601227,-0.4327485380116959,-0.4226190476190475,-0.4640883977900553,-0.5174129353233831,-0.5051020408163265,-0.529126213592233,-0.6798679867986799,-0.6959247648902822,-0.7015384615384616,-0.7413333333333334,-0.7220630372492837,-0.7042682926829269,-0.692063492063492,-0.6394052044609666,-0.6472727272727272,-0.662020905923345,-0.694006309148265,-0.7069486404833837,-0.7220630372492837,-0.739247311827957,-0.7717647058823529,-0.7785388127853882,-0.7679425837320574,-0.7679425837320574,-0.7525510204081632,-0.7349726775956285,-0.7440633245382586,-0.7406417112299466,-0.7305555555555556,-0.7493540051679587,-0.7493540051679587,-0.7406417112299466,-0.7356948228882834,-0.7701421800947867,-0.7568922305764412,-0.7538071065989848,-0.7550505050505051,-0.7634146341463415,-0.7679425837320574,-0.7744186046511627,-0.7805429864253394,-0.7913978494623656,-0.7805429864253394,-0.7785388127853882,-0.75,-0.7616707616707616,-0.7550505050505051
BDCK_44-L^L08,19.0,0.1085353003161222,0.1413973384030418,0.1324587388912399,1.9644907805206075,-0.0513054691261992,5.05,-0.0021076882213176,0.0016366612111292,0.0068478298697092,0.0948180815876515,0.0948717948717949,0.0637181409295338,2.380479404051252e-07,0.0302950474183351,0.1183325862841775,0.0001566731431371,-0.0346299412625648,-0.1866258812510089,0.1692076039902129,0.2601166948993037,0.0125061911837543,0.0295667447306791,0.2601166948993037,0.2178094950500278,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFRL_28-L,19.0,-0.1033694827815674,0.0256786705640678,0.1390745475834851,0.1602164985470812,-0.0138025299057782,35.0055,-0.0794152134957791,0.0055091202800974,0.1969008798447588,0.0186854386534307,-0.1594095128340632,0.1838120404470311,3.2035328789054615e-08,0.1122387201539071,-0.0805505136037054,0.3413809504677179,-0.7349082086456626,0.254782268860545,0.745217731139455,-0.254782268860545,0.0361521485409168,0.1297382219909538,-0.254782268860545,0.3233874983947017,0.022592152199762,-0.0717439293598234,-0.041049030786773,-0.1361068310220852,-0.2266666666666666,-0.3797935103244838,-0.3577701412752959,-0.3538225124855936,-0.3786479497598818,-0.3676691729323308,-0.3735567970204841,-0.3754177497215002,-0.372153788727137,-0.354813962408899,-0.325040128410915,-0.3357030015797788,-0.3362273086029992,-0.3095238095238095,-0.3854585312385824,-0.3662396382818387,-0.3498260533436412,-0.3523296110897188,-0.3467961165048543,-0.3525789068514241,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,0.577861163227017,8.894117647058824,8.894117647058824,8.894117647058824,8.894117647058824,8.894117647058824,8.894117647058824,8.894117647058824,8.894117647058824,8.894117647058824,8.894117647058824
BJJT_37-L,18.0,0.1972605798935496,0.119949761866272,0.0058822287736678,-0.0734269054591227,0.0004673841008168,24.9,0.0999333882965965,-0.000573511183468,0.0263577943167026,0.5288461538461539,0.1577708006279435,-0.9084897126730788,1.2569816995383726e-07,0.0015409238098782,0.1779133113176465,0.8508159005060619,-0.4050480769230768,0.7097428554382197,-0.7097428554382197,-0.7097428554382197,0.0016443132515799,0.0631979695431472,-0.7097428554382197,0.6580022056607372,-0.2026666666666666,0.0,-0.057788944723618,-0.139908256880734,-0.115566037735849,-0.1496598639455783,-0.1847826086956521,-0.1629464285714286,-0.1629464285714286,-0.1299303944315544,-0.127906976744186,-0.0717821782178217,-0.0898058252427185,0.0623229461756373,0.0964912280701755,0.1432926829268292,0.1295180722891566,0.1432926829268292,0.0330578512396695,0.1363636363636364,0.1755485893416928,0.2668918918918919,0.3992537313432835,0.4312977099236641,0.5120967741935485,0.46484375,0.5,0.5560165975103732,0.6025641025641026,0.7045454545454544,0.7523364485981308,0.6025641025641026,0.5368852459016393,0.6741071428571428,0.7688679245283019,0.865671641791045,1.1306818181818183,1.1428571428571428,1.272727272727273,0.99468085106383,1.0604395604395602,1.2321428571428572,1.0833333333333337,1.0604395604395602,1.0833333333333337,1.2590361445783134,1.3734177215189871,1.34375,1.450980392156863
BLNV_40-L^F19,10.0,0.0762993520549842,0.0032082698978776,1.1065136542344065,0.1352686104764787,0.0254202269336289,-6.102,0.5429597058533385,0.0014936221383341,-169.0318480016149,0.2172949002217294,0.2022515671946287,0.9812777205400816,9.370107322997143e-10,-0.0001129712907152,-0.3976912861375013,0.1028977493142567,0.3802816901408452,-0.0062766518135211,0.2878679154640671,0.0062766518135211,-0.0206607232946099,-0.0234722099343378,0.0062766518135211,-0.7327793899160436,-0.1715976331360946,0.04,-0.0342857142857143,-0.0584958217270195,-0.2047058823529411,-0.2404494382022473,-0.2777777777777778,-0.2914046121593291,-0.288421052631579,-0.3102040816326531,-0.33984375,-0.324,-0.324,-0.3424124513618677,-0.2652173913043477,-0.2958333333333333,-0.2488888888888889,-0.155,-0.228310502283105,-0.2229885057471263,-0.2571428571428571,-0.1756097560975609,-0.1933174224343676,-0.2229885057471263,-0.1266149870801034,-0.2247706422018349,-0.1612903225806452,-0.1571072319201994,-0.1333333333333333,-0.0451977401129943,-0.0532212885154061,-0.0913978494623656,-0.155,-0.1855421686746988,-0.1220779220779221,-0.0058823529411764,0.0496894409937886,0.0730158730158729,0.0764331210191082,0.0529595015576322,0.0432098765432098,0.1655172413793104,0.1192052980132449,0.1304347826086955,0.2426470588235292,0.2950191570881226,0.3852459016393443,0.2754716981132075,0.2335766423357663
BPVK_29-L,12.0,0.575238831148648,0.124156038849467,0.302260566737105,0.6081495682672076,4.378568697942107e-07,-213.72390000000007,-0.036049321541665,-0.0023708984607905,7112.292866669191,0.1964328772305673,-0.0506183332457636,0.3971895916299697,0.0001170695226853,0.0493475044506948,1.2379455018358447,19.981872786545743,0.1482464023612462,0.0154635263305065,0.1717696704301689,0.0275366276870628,0.0281951906886909,0.0886525938009114,0.0977006098777819,0.8621440953899628,-0.0163090128755364,-0.0585858585858585,-0.0419407894736841,-0.0790513833992094,-0.1234010534236267,-0.1315691390234811,-0.1411721341688168,-0.1427520235467254,-0.1708185053380783,-0.1973820186014467,-0.1508746355685131,-0.1937716262975778,-0.2607868020304568,-0.3013493253373314,-0.3216885007278021,-0.2797527047913447,-0.2861519607843137,-0.1864525139664804,-0.231023102310231,-0.1984864121087031,-0.1200906344410875,-0.1477688368690562,-0.1763874160480735,-0.1351150705270972,-0.080505130228887,-0.1227409638554216,-0.08984375,-0.0894880812817506,0.0082215491129382,-0.0106157112526539,0.0214818062253399,0.1105815061963775,0.1234329797492768,0.1500493583415596,0.2334568554790894,0.1218103033220991,0.0387873383860901,0.0174672489082969,-0.0880626223091977,-0.0551500405515004,-0.050142682429678,-0.0815924320063066,-0.1164201744406522,-0.085557299843014,-0.1031562740569669,-0.1144051691372101,-0.1305970149253731,-0.1247182569496618,-0.1582369942196531
