firms,age,agr,cashdebt,egr,invest,lgr,mve_ia,pchsale_pchinvt,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBOU_00-L,22.0,0.0750442086648983,0.1345219925072845,0.2440235951567836,0.0330459770114942,0.0358757062146892,13.982381893019737,0.0127361208791081,0.0503705294812587,0.006381039197812,-0.0266193433895296,0.0527831094049904,0.0368620037807183,-0.0161434977578475,-0.0231522707034728,0.0027422303473492,0.0398104265402843,0.0119926199261992,0.0548076923076923,0.0861386138613862,0.1486910994764398,0.1403326403326406,0.1795698924731181,0.2229654403567447,0.3013048635824438,0.3460122699386503,0.3886075949367089,0.3644278606965176,0.1989071038251366,0.1415192507804372,0.2395480225988702,0.1114488348530904,0.1438998957247133,0.0861386138613862,0.2494305239179957,0.2202447163515017,0.1216768916155419,0.053794428434198,0.0368620037807183,0.0619554695062924,0.0629844961240311,0.0157407407407408,0.0166821130676553,0.0073461891643709,0.0073461891643709,0.0477554918815663,0.0991983967935872,0.0527831094049904,0.0119926199261992,0.0368620037807183,0.0629844961240311,0.1014056224899597,0.0959040959040959,0.0948103792415171,0.1239754098360657,0.1239754098360657,0.1657810839532412,0.1670212765957446
BBTU_63-L^C18,21.0,-0.1637964321569234,0.1445356277791836,-0.8158536585365854,-0.0214688392926094,-0.2955819828701707,0.6156794433576946,0.8806415834826381,-0.1193584165173619,0.0,-0.0496453900709218,0.072,-0.0359712230215826,-0.1410256410256409,-0.1624999999999999,-0.0758620689655171,-0.1464968152866241,-0.0289855072463767,-0.0289855072463767,0.072,-0.1779141104294477,-0.1829268292682926,-0.1241830065359477,-0.1464968152866241,-0.2298850574712643,-0.3299999999999999,-0.1728395061728395,-0.056338028169014,-0.0884353741496597,-0.1518987341772152,-0.1125827814569535,-0.0629370629370628,-0.1677018633540372,-0.3128205128205128,-0.3619047619047618,-0.3588516746411482,-0.4865900383141762,-0.516245487364621,-0.5179856115107913,-0.4745098039215686,-0.4865900383141762,-0.5127272727272727,-0.4865900383141762,-0.6115942028985507,-0.6407506702412868,-0.6318681318681318,-0.6035502958579881,-0.6407506702412868,-0.6138328530259366,-0.6138328530259366,-0.6070381231671554,-0.6115942028985507,-0.6537467700258398,-0.6235955056179775,-0.6127167630057804,-0.6171428571428571,-0.5975975975975976,-0.5939393939393939
BCQE_67-L^A14,22.0,-0.0235525024533856,0.1293800539083558,-0.3851717902350813,-0.029440628066732,0.1230329041487839,1.2439546738106722,0.0247319636068514,-0.0179509632224168,0.2751677852348992,-0.1286549707602339,-0.0033444816053512,-0.1337209302325581,-0.2955082742316786,-0.3101851851851852,-0.256857855361596,-0.225974025974026,-0.2032085561497326,-0.1629213483146068,-0.1902173913043479,-0.1699164345403899,-0.1235294117647058,-0.0942249240121581,0.0567375886524823,0.0067567567567567,0.1550387596899225,0.3796296296296295,0.6284153005464481,0.6464088397790055,0.3732718894009217,0.5684210526315789,0.49,0.1550387596899225,-0.1509971509971509,-0.1558073654390934,-0.0599369085173501,-0.255,-0.1967654986522911,-0.047923322683706,-0.053968253968254,-0.0261437908496732,0.0492957746478874,-0.022950819672131,-0.273170731707317,-0.227979274611399,-0.2971698113207547,-0.3726315789473684,-0.3930753564154786,-0.3842975206611569,-0.2784503631961259,-0.1835616438356164,-0.136231884057971,-0.2074468085106382,-0.1337209302325581,-0.0942249240121581,0.038327526132404,0.0955882352941175,0.1825396825396825
BDAJ_H9-L,15.0,-0.1529062663641123,0.1237393328161365,-8.136363636363638,0.0459067900157095,-0.21375368092846,0.2333539661612508,0.0230603317946338,-0.0032554576790502,0.0350877192982457,-0.0338983050847457,0.1999999999999999,-0.0338983050847457,-0.0655737704918033,-0.0338983050847457,0.0178571428571425,0.2391304347826084,0.3734939759036144,0.4615384615384614,0.2954545454545454,0.2808988764044942,0.4615384615384614,0.5405405405405403,0.7538461538461536,0.7812499999999998,0.7538461538461536,0.5616438356164382,0.9655172413793104,0.9322033898305084,0.6764705882352939,1.0727272727272723,0.9322033898305084,0.5833333333333333,0.4999999999999998,0.5405405405405403,0.4615384615384614,0.2954545454545454,0.1999999999999999,0.1752577319587627,0.2127659574468083,0.2391304347826084,0.2527472527472525,0.0458715596330272,0.1752577319587627,-0.3006134969325154,-0.3333333333333333,-0.3214285714285715,-0.3701657458563536,-0.4328358208955224,-0.4183673469387755,-0.4466019417475728,-0.6237623762376238,-0.6426332288401254,-0.6492307692307693,-0.696,-0.673352435530086,-0.6524390243902439,-0.638095238095238
BFRL_28-L,21.0,-0.0978789239647906,-0.021940677752744,-0.2532720637449499,-0.0502834791009461,-0.0616596210959953,0.0994467316837907,1.19266807039165,0.19266807039165,0.0478723404255319,0.0,0.0071428571428571,-0.1004784688995215,-0.1309707241910632,-0.0505050505050506,0.2505543237250554,0.2906178489702515,0.2702702702702702,0.2422907488986783,0.2477876106194689,0.2395604395604396,0.2789115646258502,0.323943661971831,0.3146853146853146,0.308584686774942,0.26457399103139,0.205128205128205,0.2906178489702515,0.2533333333333332,0.2155172413793102,0.3270588235294116,-0.3285714285714286,-0.3388042203985931,-0.516295025728988,-0.5061295971978985,-0.7623261694058154,-0.7239353891336271,-0.7890011223344557,-0.75825117873982,-0.7198211624441133,-0.7145748987854251,-0.7,-0.672093023255814,-0.6646848989298455,-0.6887417218543046,-0.6784492588369442,-0.7103235747303545,-0.7406896551724138,-0.7920353982300885,-0.7846506300114547,-0.7833269304648482,-0.7916512744735871,-0.7879699248120301,-0.7899441340782123,-0.7905681396212403,-0.7894736842105263,-0.7836593785960875,-0.7736757624398074
BJJT_37-L,20.0,0.2966239476576951,0.0028794949808802,0.0625984251968503,5.265825451050866e-05,0.2654423807366624,0.7182683581775756,0.2155497534087612,0.2155497534087612,0.1274131274131273,-0.0683453237410072,0.2696078431372548,0.036,-0.0226415094339622,-0.0038461538461539,0.0237154150197629,0.01171875,0.0528455284552844,0.0443548387096772,-0.007662835249042,-0.0512820512820513,0.1511111111111109,0.3850267379679142,0.2949999999999999,0.5325443786982249,0.4715909090909089,0.5416666666666667,0.4971098265895952,0.4550561797752808,0.4550561797752808,0.3489583333333332,0.463276836158192,0.177272727272727,0.1460176991150443,0.251207729468599,0.1990740740740739,0.0196850393700787,-0.0547445255474453,-0.0547445255474453,0.003875968992248,-0.0114503816793893,-0.0615942028985506,-0.1337792642140469,-0.3093333333333333,-0.3093333333333333,-0.3492462311557789,-0.4059633027522936,-0.3891509433962264,-0.4126984126984128,-0.4369565217391304,-0.4218750000000001,-0.4218750000000001,-0.3990719257540602,-0.3976744186046511,-0.3589108910891089,-0.3713592233009709,-0.2662889518413598,-0.2426900584795321
BLNT_37-L^D19,13.0,0.0745263601599495,0.1003973775880908,0.024246586196878,0.0075446298033288,0.0871870404820469,0.6183337966684208,0.1221160919082076,0.1221160919082076,-0.0122591943957969,-0.0451505016722408,0.0938697318007664,0.0160142348754448,0.0306859205776173,0.0160142348754448,0.1351888667992047,0.2200854700854702,0.1797520661157026,0.3310023310023309,0.2660753880266076,0.1821946169772257,0.1846473029045643,0.3156682027649771,0.4029484029484029,0.3530805687203793,0.2802690582959641,0.3595238095238093,0.2860360360360359,0.2123142250530785,0.3036529680365296,0.1419999999999999,0.2802690582959641,0.3498817966903071,0.2688888888888889,0.4133663366336633,0.4603580562659846,0.4986876640419948,0.5226666666666666,0.5226666666666666,0.586111111111111,0.6550724637681158,0.7198795180722892,0.6893491124260356,0.5601092896174862,0.5308310991957104,0.4641025641025642,0.5267379679144384,0.3792270531400967,0.241304347826087,0.3310023310023309,0.2688888888888889,0.3403755868544602,0.4382871536523929,0.3595238095238093,0.3995098039215685,0.3825665859564164,0.4566326530612246,0.4492385786802031
BLNV_40-L^F19,13.0,0.1675161059413027,0.6753438159191606,0.1638599171121988,-0.0003913147220233,0.1792396017343824,0.0928305562904668,-1.4750722535111924,-1.90201525869254,0.1505791505791507,-0.0038461538461539,-0.0038461538461539,-0.0407407407407408,-0.0912280701754386,-0.0912280701754386,-0.1337792642140469,-0.1777777777777778,-0.1777777777777778,-0.2151515151515152,-0.1366666666666667,-0.1366666666666667,-0.1645161290322581,0.1115879828326178,0.0614754098360654,0.0277777777777776,0.0791666666666666,0.1562499999999997,0.1163793103448276,0.1880733944954127,0.1719457013574661,0.2451923076923075,0.177272727272727,-0.1698717948717949,0.1163793103448276,0.215962441314554,-0.07168458781362,-0.226865671641791,-0.2337278106508875,-0.26,-0.2245508982035928,-0.1855345911949686,-0.2382352941176471,-0.0749999999999999,-0.2337278106508875,-0.2030769230769231,-0.26,-0.2785515320334262,-0.3905882352941177,-0.4179775280898877,-0.4465811965811965,-0.4570230607966457,-0.4547368421052632,-0.4714285714285715,-0.494140625,-0.482,-0.482,-0.4961089494163424,-0.4369565217391304
BPVK_29-L,14.0,0.0472031816739817,0.2667918095735633,0.1582526977887568,-0.024752053922732,-0.0099396664117311,23.257346998927147,-0.0282015873758684,-0.0739727790558924,-0.0191780821917808,0.0079779073335377,0.0620756547041707,0.131198347107438,0.1370716510903427,0.115071283095723,0.1215431888016389,0.1188692098092643,0.1288659793814432,0.1932437341082455,0.207276736493936,0.1880650994575046,0.1502100840336135,0.1808051761322788,0.2130723781388479,0.2752329192546583,0.4129032258064518,0.354639175257732,0.4665178571428572,0.2193763919821827,0.170288564303527,0.3574380165289257,0.2148668639053255,0.2999604273842502,0.2006578947368422,0.347968814115716,0.5422535211267605,0.5068807339449541,0.5620542082738944,0.6310824230387289,0.7492012779552715,0.5755395683453237,0.5180221811460259,0.4332460732984293,0.4098712446351931,0.3272727272727274,0.3507401315789473,0.2984189723320158,0.2358916478555306,0.2243756988445771,0.2108367121267971,0.2086092715231788,0.1690391459074733,0.1315880124009645,0.1971574344023323,0.1366782006920417,0.0421954314720813,-0.0149925037481258,-0.0436681222707423
BQMM_18-L^C11,7.0,-0.2445157045014318,-4.3453259532595325,-0.2408586431745177,-0.0012326342227453,-0.3416624171341152,0.0016315441460422,-0.8287119538099651,-0.8287119538099651,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.6666666666666667,0.25,0.25,0.0,0.25,-0.1666666666666666,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.6666666666666667,0.25,0.25,0.25,0.25,0.25,0.0,-0.1666666666666666,0.25,0.0,0.25,-0.1666666666666666,0.0,0.0,-0.1666666666666666,0.0,0.0,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,0.25,0.0,0.0,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666
