firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chpmia,egr,herf,lgr,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,22.0,0.1077336848549972,0.0854038536916877,0.1520892771858582,0.9862717453481508,0.0030974257358095,-1.777,-0.0040156393412413,-0.0198401701655968,5.5207562048989474e-08,0.2492351128208589,0.2918332532019901,-0.0031654029961559,-0.1246270397349758,-0.0264909509413474,0.0202076333107598,0.0513182364267728,0.0281747039758588,0.1436170212765957,0.016216216216216,0.0444444444444442,0.0994152046783625,0.1604938271604936,0.0502793296089385,0.2965517241379309,0.2702702702702702,0.2207792207792207,0.205128205128205,0.1533742331288343,0.4687499999999998,0.4461538461538461,0.4461538461538461,0.3055555555555556,0.3823529411764703,0.2789115646258502,-0.0208333333333333,-0.2357723577235773,-0.253968253968254,-0.248,-0.3309608540925267,-0.0917874396135265,-0.0408163265306122,0.0444444444444442,0.0621468926553672,0.0621468926553672,0.0386740331491712,-0.1047619047619048,0.0444444444444442,0.197452229299363,0.119047619047619,0.1058823529411765,0.1749999999999998,0.197452229299363,0.1604938271604936,0.2207792207792207,0.1749999999999998,0.1898734177215189,0.2533333333333332,0.3722627737226276,0.4687499999999998,0.6637168141592922,0.7735849056603772,0.8613861386138613,0.898989898989899,0.8613861386138613,0.7904761904761903,0.7090909090909088
BBOU_00-L,21.0,0.1290946527734448,0.0746890099722422,0.1443180070736583,0.6477274569489863,3.071580133533256e-05,-136.5,-0.0018819327093958,-0.0791881074899942,4.240667045360865e-05,0.1947350658116773,14.516536797102724,-0.030312170969771,-0.0035088550629081,0.0528549832821661,0.0158463263018444,0.0804241013705715,0.1509270704573547,0.0265082266910421,0.0369668246445495,0.0092250922509224,0.0519230769230767,0.0831683168316832,0.1455497382198951,0.1372141372141373,0.1763440860215053,0.2196209587513933,0.2977461447212337,0.3423312883435581,0.3848101265822783,0.3606965174129355,0.1956284153005463,0.1383975026014567,0.2361581920903954,0.1084093211752785,0.140771637122002,0.0831683168316832,0.246013667425968,0.2169076751946606,0.1186094069529652,0.0509125840537942,0.0340264650283552,0.0590513068731848,0.0600775193798448,0.0129629629629628,0.0139017608897127,0.0045913682277318,0.0045913682277318,0.0448901623686723,0.0961923847695389,0.0499040307101728,0.0092250922509224,0.0340264650283552,0.0600775193798448,0.0983935742971886,0.0929070929070929,0.091816367265469,0.1209016393442623,0.1209016393442623,0.1625929861849095,0.1638297872340424,0.180151024811219,0.1878393051031486,0.2319819819819817,0.2088397790055247,0.2021978021978021,0.2347629796839729
BBTU_63-L^C18,21.0,-0.1637964321569234,0.0447621717596486,0.1445356277791836,0.8791466412208486,2.2636693877678488e-05,121.4,-0.0066423054413956,-0.8158536585365854,5.211577872545916e-07,-0.2955819828701707,0.7447946031533729,-0.0962840415831965,0.8806415834826381,-0.1131005942395145,0.1605097894347986,-2.8774834437086096,-0.1193584165173619,0.1034482758620689,-0.0764331210191083,0.0507246376811594,0.0507246376811594,0.1599999999999999,-0.1104294478527606,-0.1158536585365853,-0.0522875816993464,-0.0764331210191083,-0.1666666666666667,-0.275,-0.1049382716049384,0.0211267605633802,-0.0136054421768707,-0.0822784810126583,-0.0397350993377483,0.0139860139860139,-0.0993788819875777,-0.2564102564102564,-0.3095238095238095,-0.3062200956937798,-0.4444444444444444,-0.4765342960288808,-0.4784172661870504,-0.4313725490196078,-0.4444444444444444,-0.4727272727272728,-0.4444444444444444,-0.5797101449275363,-0.6112600536193029,-0.6016483516483517,-0.5710059171597632,-0.6112600536193029,-0.5821325648414986,-0.5821325648414986,-0.5747800586510264,-0.5797101449275363,-0.6253229974160207,-0.5926966292134832,-0.5809248554913296,-0.5857142857142857,-0.5645645645645646,-0.5606060606060606,-0.5606060606060606,-0.5845272206303725,-0.5671641791044777,-0.5938375350140056,-0.8465608465608465,-0.8365276211950394
BDAJ_H9-L,15.0,-0.1529062663641123,0.2036275243081526,0.1237393328161365,1.273069364009252,7.021289194119165e-06,44.0,0.0191237493810838,-8.136363636363638,1.3252047677688782e-07,-0.21375368092846,0.2378049454291727,-0.0423948437852047,0.0230603317946338,-0.0922042447410448,0.0500721203379352,0.7738853503184714,-0.0032554576790502,0.0535714285714283,0.2173913043478261,0.3493975903614459,0.4358974358974359,0.2727272727272729,0.258426966292135,0.4358974358974359,0.5135135135135136,0.7230769230769232,0.7500000000000002,0.7230769230769232,0.5342465753424659,0.931034482758621,0.898305084745763,0.6470588235294119,1.0363636363636366,0.898305084745763,0.5555555555555558,0.4736842105263159,0.5135135135135136,0.4358974358974359,0.2727272727272729,0.1789473684210527,0.154639175257732,0.1914893617021278,0.2173913043478261,0.2307692307692308,0.0275229357798165,0.154639175257732,-0.3128834355828219,-0.3450292397660818,-0.3333333333333332,-0.3812154696132596,-0.4427860696517411,-0.4285714285714285,-0.4563106796116504,-0.6303630363036303,-0.6489028213166144,-0.6553846153846153,-0.7013333333333334,-0.6790830945558739,-0.6585365853658536,-0.6444444444444444,-0.5836431226765799,-0.5927272727272728,-0.6097560975609756,-0.6466876971608833,-0.661631419939577,-0.6790830945558739
BFRL_28-L,21.0,-0.0978789239647906,0.0399355199232557,-0.021940677752744,0.3930332242840733,0.0001504914629804,6.6417,0.0057069690938389,-0.2532720637449499,5.990042972596778e-08,-0.0616596210959953,0.1018580069356643,-0.19266807039165,1.19266807039165,0.19266807039165,-0.0025808258104809,-0.0166694261859468,0.19266807039165,0.3170731707317074,0.0320366132723111,0.0157657657657657,-0.0066079295154185,-0.0022123893805309,-0.0087912087912087,0.0226757369614512,0.0586854460093897,0.0512820512820513,0.0464037122969838,0.0112107623318384,-0.0363247863247863,0.0320366132723111,0.0022222222222221,-0.0280172413793102,0.0611764705882351,-0.4630952380952381,-0.4712778429073857,-0.6132075471698113,-0.6050788091068302,-0.8099452170248631,-0.7792462065589819,-0.831275720164609,-0.8066866695242177,-0.7759562841530054,-0.7717611336032388,-0.7601063829787235,-0.7377906976744186,-0.7318668252080855,-0.7511037527593819,-0.7428734321550741,-0.768361581920904,-0.7926436781609195,-0.8337020648967551,-0.8277968690339824,-0.8267383787936996,-0.833394902105652,-0.8304511278195489,-0.8320297951582868,-0.8325287783141477,-0.8316536020903322,-0.8270042194092827,-0.8190208667736758,-0.8218799368088467,-0.8220205209155486,-0.8148604269293924,-0.835221044939715,-0.8300678221552373,-0.8256667955160417
BJJT_37-L,20.0,0.2966239476576951,0.1003684435541592,0.0028794949808802,0.030509984980844,0.001431265346649,3.1,-0.0171844123098849,0.0625984251968503,8.587555719229997e-08,0.2654423807366624,0.6484277690070276,-0.2155497534087612,0.2155497534087612,0.2155497534087612,0.0007208597521663,0.0263060392738051,0.2155497534087612,0.0276679841897233,-0.0117187500000001,0.0284552845528454,0.0201612903225805,-0.0306513409961686,-0.0732600732600733,0.1244444444444443,0.3529411764705881,0.2649999999999999,0.497041420118343,0.4374999999999998,0.5059523809523809,0.4624277456647399,0.4213483146067414,0.4213483146067414,0.3177083333333332,0.4293785310734461,0.1499999999999999,0.1194690265486726,0.2222222222222223,0.171296296296296,-0.0039370078740158,-0.0766423357664235,-0.0766423357664235,-0.0193798449612404,-0.034351145038168,-0.0833333333333333,-0.1538461538461539,-0.3253333333333333,-0.3253333333333333,-0.3643216080402011,-0.4197247706422019,-0.4033018867924529,-0.4263038548752835,-0.4499999999999999,-0.4352678571428572,-0.4352678571428572,-0.4129930394431554,-0.4116279069767442,-0.3737623762376237,-0.3859223300970874,-0.28328611898017,-0.260233918128655,-0.2286585365853658,-0.2379518072289157,-0.2286585365853658,-0.3030303030303031,-0.2333333333333334,-0.206896551724138
BLNT_37-L^D19,13.0,0.0745263601599495,0.0453411297412511,0.1003973775880908,0.626588272843411,0.0051856032924397,10.773,-0.0001363806871191,0.024246586196878,1.8763073891060698e-07,0.0871870404820469,0.6256896974993319,-0.0105455727771453,0.1221160919082076,-0.0510838811503228,0.025890745366145,0.1259444544727816,0.1221160919082076,0.1172962226640159,0.0747863247863249,0.0392561983471075,0.1724941724941726,0.1152993348115301,0.0414078674948239,0.0435684647302905,0.1589861751152075,0.2358722358722358,0.1919431279620853,0.1278026905829596,0.1976190476190475,0.1328828828828827,0.0679405520169851,0.1484018264840183,0.006,0.1278026905829596,0.189125295508274,0.1177777777777777,0.245049504950495,0.2864450127877238,0.3202099737532808,0.3413333333333335,0.3413333333333335,0.3972222222222223,0.4579710144927535,0.5150602409638556,0.4881656804733729,0.3743169398907104,0.3485254691689008,0.2897435897435898,0.3449197860962567,0.214975845410628,0.0934782608695654,0.1724941724941726,0.1177777777777777,0.1807511737089202,0.2670025188916876,0.1976190476190475,0.232843137254902,0.2179176755447942,0.2831632653061224,0.2766497461928934,0.4089635854341737,0.2575,0.4209039548022599,0.3167539267015709,0.3780821917808219,0.0567226890756302
BLNV_40-L^F19,12.0,-0.2298447561083179,0.0036173682726146,-1.0537296167388812,-0.3682301101368975,0.0254202269336289,16.4125,-0.029500298709576,-0.282674690138315,1.071034107391123e-09,0.0222231342211644,0.0904743026249047,-1.201816299642387,1.1437022645546675,1.201816299642387,0.0384736976584051,0.0513983546046769,1.201816299642387,-0.0468227424749164,-0.0507936507936507,-0.0507936507936507,-0.0939393939393938,-0.0033333333333332,-0.0033333333333332,-0.0354838709677418,0.2832618025751072,0.2254098360655738,0.1865079365079365,0.2458333333333335,0.3348214285714286,0.288793103448276,0.371559633027523,0.3529411764705883,0.4375,0.3590909090909091,-0.0416666666666666,0.288793103448276,0.4037558685446012,0.07168458781362,-0.1074626865671641,-0.1153846153846153,-0.1457142857142856,-0.1047904191616765,-0.0597484276729559,-0.1205882352941175,0.067857142857143,-0.1153846153846153,-0.0799999999999999,-0.1457142857142856,-0.1671309192200556,-0.296470588235294,-0.3280898876404494,-0.361111111111111,-0.3731656184486372,-0.3705263157894736,-0.3897959183673469,-0.416015625,-0.4019999999999999,-0.4019999999999999,-0.4182879377431906,-0.3499999999999998,-0.3770833333333332,-0.3355555555555555,-0.2524999999999999,-0.3173515981735159,-0.3126436781609194,-0.3428571428571427
BPVK_29-L,14.0,0.0472031816739817,0.1737586681076326,0.2667918095735633,0.5241345978030754,-0.0002209066441815,332.9806000000001,0.0062423656527827,0.1582526977887568,0.0002018384301118,-0.0099396664117311,22.03294519665544,0.0132673182498511,-0.0282015873758684,0.0782364746655965,0.0538170041954202,0.1430604972025413,-0.0739727790558924,0.0058040286787299,-0.002384196185286,0.0065292096219931,0.0639302579004721,0.0764424843807423,0.0593128390596744,0.0255602240896357,0.0528396836808051,0.0816100443131462,0.1370341614906831,0.2597849462365591,0.2078350515463918,0.3075892857142857,0.0872308834446917,0.0434627716423228,0.2103305785123967,0.0832100591715976,0.1590819153146023,0.0705409356725146,0.2018875666803445,0.3751173708920188,0.343577981651376,0.3927722301474083,0.4543197616683216,0.5596379126730564,0.4047961630695442,0.3535120147874306,0.2779232111692844,0.2570815450643775,0.1834343434343435,0.2043585526315789,0.1577075098814229,0.1019563581640332,0.0916884084979501,0.0796166605234058,0.0776306107431934,0.0423487544483984,0.0089562521529451,0.0674198250728861,0.0134948096885814,-0.0707487309644669,-0.1217391304347826,-0.1473071324599709,-0.0945904173106646,-0.1026348039215686,0.0226955307262568,-0.0333333333333334,0.0075679394564842,0.1061178247734138
BQMM_18-L^C11,7.0,-0.2445157045014318,0.8697973795547412,-4.3453259532595325,-0.1100892263148281,0.0006067236024844,0.0261,-0.8820558533422389,-0.2408586431745177,2.824548677275885e-14,-0.3416624171341152,0.0013301312953789,0.8287119538099651,-0.8287119538099651,-0.8287119538099651,-0.0794813288188821,-0.0820812324220234,-0.8287119538099651,0.0,0.3333333333333335,0.0,0.0,-0.2,0.0,-0.3333333333333332,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.2,-0.3333333333333332,0.0,-0.2,0.0,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,0.0,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332
