firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chpmia,egr,herf,lgr,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BUBP_92-L^K18,13.0,0.1193042626163645,0.1059631059631059,0.1218056962737813,1.455707094478213,-0.0003250803606208,289.0,0.0127539439569171,-0.6190476190476191,1.4047823308219688e-05,0.0901176470588235,5.535789627372683,-0.2290608780390781,-0.1485802162296508,0.3529072465837788,0.0639089516305537,-4.5625,0.0821890145395799,0.1046931407942237,0.0278293135435994,-0.0142348754448399,0.0146520146520146,0.0259259259259259,-0.0331588132635253,0.0183823529411764,0.0452830188679245,0.199134199134199,0.231111111111111,0.1352459016393443,0.2794457274826789,0.2043478260869566,0.1517671517671519,0.1541666666666667,0.3381642512077296,0.4205128205128206,0.3317307692307691,0.1862955032119915,0.242152466367713,0.2149122807017545,0.0374531835205993,0.0109489051094888,-0.0314685314685314,-0.0018018018018017,-0.0035971223021582,-0.1050080775444265,-0.0918032786885245,-0.1971014492753623,-0.1900584795321637,-0.175595238095238,-0.1541984732824427,-0.1289308176100629,-0.1580547112462006,-0.0513698630136986,-0.0142348754448399,0.0072727272727273,-0.0229276895943562,0.0613026819923372,0.0552380952380953,0.0221402214022139,0.0146520146520146,-0.0246478873239436,-0.0035971223021582,-0.0212014134275618,0.0259259259259259,0.0532319391634981,0.0355140186915887,0.0884086444007858
BUNQ_03-L^K12,21.0,-0.0079844626672421,0.6319099635882158,-1.0463761360988115,-0.5869675857233093,0.3485032459359991,1.935,-0.9296064767620664,1.9678714859437747,5.522301026299632e-14,-0.7338447919740336,0.0023961370307775,0.0027102753263131,-0.3871171168763845,-0.4198158636725208,-0.1937710954280454,-0.2403882755995432,-0.9310910582444626,-0.2,-0.1666666666666666,-0.1666666666666666,-0.375,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,0.25,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.2857142857142857,-0.4444444444444444,-0.5833333333333333,-0.6428571428571428,-0.6428571428571428,-0.7222222222222222,-0.75,-0.7619047619047619,-0.7727272727272727,-0.782608695652174,-0.7619047619047619,-0.8076923076923077,-0.8076923076923077,-0.8275862068965517,-0.8076923076923077,-0.84375,-0.8648648648648649,-0.8076923076923077,-0.75,-0.736842105263158,-0.7222222222222222,-0.7222222222222222,-0.7222222222222222,-0.7058823529411764,-0.7058823529411764,-0.7058823529411764,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666
BWQW_65-L^I10,8.0,-0.1309041838451157,0.1292742032124095,0.0869691321398487,0.6353640979567002,-0.0020510233556103,69.6423,0.0015209632562177,-0.1490246526122009,3.277355853194145e-06,-0.1236535329342761,1.0816294398740538,0.0401191368992527,-0.0062991442547681,-0.098072952200441,0.0208231595996189,0.0482776921831943,-0.3239667301027945,0.1553398058252426,0.095744680851064,0.0673575129533678,0.1573033707865168,0.2409638554216868,0.1135135135135134,0.2046783625730994,0.1444444444444443,0.3733333333333333,0.3825503355704698,0.1839080459770115,0.6220472440944882,0.8392857142857142,0.8392857142857142,0.6747967479674797,0.9433962264150944,0.73109243697479,0.4507042253521127,0.3733333333333333,0.6349206349206349,0.4305555555555556,0.1839080459770115,0.1508379888268156,0.1318681318681318,0.2261904761904762,0.095744680851064,0.1638418079096044,0.0785340314136127,-0.0593607305936072,-0.0844444444444444,-0.1416666666666666,-0.0964912280701753,-0.2107279693486589,-0.237037037037037,-0.2284644194756554,-0.2342007434944237,-0.1889763779527559,-0.253623188405797,-0.1626016260162601,-0.1416666666666666,-0.1452282157676349,-0.1308016877637131,-0.2797202797202797,-0.2746478873239436,-0.28719723183391,-0.2669039145907473,-0.3923303834808259,-0.3976608187134502,-0.3850746268656716
CWI_80-L,21.0,-0.0340096548219665,0.0582899126588447,0.1648137711972949,0.6166785276742387,3.60377112132729e-05,105.5,-0.0020241464788474,0.0963421658986175,9.874325035107522e-05,-0.0803501180173092,23.472447879467005,-0.0063071982584511,0.1456437767805716,-0.020562482703254,0.0286503344104606,0.1001576251149349,0.1720838145520541,-0.0043706293706292,0.1074540174249758,0.1349206349206348,0.2042105263157894,0.1818181818181818,0.1727319323423883,0.2118644067796611,0.2550740537575424,0.3506493506493504,0.3466745144202472,0.4237710018668326,0.4237710018668326,0.3187319884726223,0.2099418297197248,0.2711111111111111,0.4299999999999999,0.3210161662817552,0.2105820105820106,0.202944269190326,0.2626931567328916,0.3490566037735847,0.2248394004282654,0.1879543094496363,0.190426638917794,0.2073878627968337,0.2613009922822491,0.1643765903307887,0.2170212765957446,0.2523262178434591,0.3279164248403945,0.3968253968253967,0.4508560558021559,0.3741741741741742,0.3333333333333332,0.4866796621182585,0.4517766497461928,0.4545454545454543,0.4732775273663876,0.6011196641007699,0.5977653631284916,0.5999999999999999,0.5988819007686932,0.5833910034602077,0.5933147632311977,0.6615831517792301,0.6898079763663221,0.6319543509272467,0.6519855595667869,0.6555716353111432
DLY_Y2-L^F16,21.0,-0.1551819949986107,0.0086474139337575,0.0553467714383327,0.8431855409235887,4.801392196627088e-07,17.5,-0.0074488600915159,0.0671573137074517,1.1582057886858484e-05,-0.2514934289127837,1.3429636409193535,0.4692137649776238,0.3501198397997921,-3.0160645401714223,0.0090445650386449,0.0237068965517241,0.0537029016890428,0.0539772727272727,-0.0613333333333333,-0.0303030303030302,-0.0222222222222222,0.0085959885386819,0.0699088145896655,0.0797546012269938,0.1812080536912752,0.089783281733746,-0.0194986072423397,0.0114942528735633,0.1851851851851851,0.2350877192982456,0.0476190476190476,-0.0997442455242967,-0.0303030303030302,-0.1717647058823529,-0.2142857142857143,-0.233115468409586,-0.1619047619047618,-0.139364303178484,-0.280163599182004,-0.3230769230769231,-0.2712215320910973,-0.2786885245901639,-0.2651356993736952,-0.2446351931330472,-0.3370998116760828,-0.411371237458194,-0.4403815580286169,-0.3993174061433447,-0.3680430879712747,-0.3646209386281588,-0.4200988467874794,-0.3972602739726028,-0.4313408723747981,-0.3736654804270463,-0.4191419141914191,-0.3982905982905982,-0.4103852596314907,-0.4601226993865031,-0.4456692913385827,-0.4257748776508971,-0.3725490196078431,-0.4023769100169778,-0.3420560747663551,-0.4200988467874794,-0.4367999999999999,-0.3878260869565217
DOQX_41-L^J16,22.0,-0.0602110490378647,0.0918489065606361,0.1197982345523329,2.00893593382791,0.0026305823141414,9.6,-0.0029515066552046,0.1812499999999999,3.093880155845789e-07,-0.053589691143383,0.4312340781473596,0.0086405706854581,0.086988815759335,-0.0708779971028906,0.0345662703654777,-1.847058823529412,-0.0113127797115863,0.225806451612903,0.0333333333333334,0.0813953488372094,0.1772151898734177,0.2827586206896553,0.2739726027397262,0.1341463414634147,0.2739726027397262,0.453125,0.3381294964028778,0.1923076923076923,0.4761904761904763,0.6315789473684212,0.4198473282442747,0.3381294964028778,0.5,0.4198473282442747,0.1481481481481481,-0.0510204081632652,0.0689655172413794,0.0813953488372094,0.1272727272727274,0.0689655172413794,0.0108695652173913,0.2739726027397262,0.24,0.2653061224489796,0.3285714285714287,0.1625000000000001,0.15527950310559,0.0108695652173913,-0.0106382978723402,-0.0792079207920791,-0.1308411214953271,-0.1428571428571428,-0.0792079207920791,0.0449438202247192,-0.0412371134020618,-0.0606060606060605,-0.0106382978723402,-0.0053475935828877,0.0333333333333334,-0.0312499999999998,0.0508474576271187,0.0276243093922652,-0.0158730158730158,-0.0746268656716416,-0.1226415094339622,-0.088235294117647
DOS_59-L,16.0,-0.0777196946480664,0.0284287120662034,0.2002692094024755,0.1596884068218711,0.0002892736742443,2218.9754,0.0018450438159776,-0.0071762923493623,0.0107382624105944,-0.1228341401955486,61.15850155148304,0.1439134527238351,-0.6077790734349026,-0.2654643987702028,0.0274191005303199,0.0636732535434923,-0.4089687361805154,0.0587248322147651,0.0016806722689075,-0.0066666666666667,0.0153321976149913,0.0188034188034189,0.1016635859519408,0.146153846153846,0.1640625,0.2163265306122448,0.1352380952380951,0.2263374485596707,0.2928416485900216,0.4089834515366428,0.2288659793814433,0.1330798479087453,0.2016129032258065,0.1732283464566928,0.2844827586206897,0.1439539347408829,0.1439539347408829,0.0456140350877192,-0.0132450331125827,-0.0148760330578512,0.1640625,0.1037037037037036,0.099630996309963,-0.0308943089430895,0.0136054421768707,-0.035598705501618,0.0530035335689045,0.0836363636363637,0.038327526132404,-0.0132450331125827,0.0492957746478874,0.058614564831261,0.0875912408759123,0.1505791505791507,0.1078066914498141,0.0492957746478874,0.0492957746478874,0.0170648464163822,0.0240549828178693,0.0,-0.0716510903426791,-0.0658307210031348,-0.0584518167456555,-0.1183431952662721,-0.115727002967359,-0.0658307210031348
DPCZ_02-L^F20,14.0,-0.1253455827368871,0.0469686094894201,0.0234948551742894,0.5255294584334511,0.0001554327395837,15.0195,0.0113592290427733,-0.1312136242438144,3.73846709095556e-08,-0.1218606868604313,0.0359124628192128,-0.1343449446892844,0.8058649487691478,0.1729678462897398,0.007918032546619,0.021394345002376,-0.1941350512308521,0.0499999999999998,0.0526315789473683,0.1111111111111111,0.1111111111111111,-0.2307692307692307,-0.3103448275862068,-0.2857142857142857,-0.1666666666666666,0.0526315789473683,-0.375,-0.375,-0.3333333333333332,-0.2857142857142857,-0.2592592592592593,-0.0909090909090908,-0.2307692307692307,-0.2857142857142857,-0.4117647058823529,-0.4117647058823529,-0.1999999999999999,-0.3103448275862068,-0.3939393939393939,-0.4594594594594594,-0.4594594594594594,-0.4736842105263158,-0.3103448275862068,-0.4117647058823529,-0.375,-0.5,-0.5,-0.6,-0.5833333333333333,-0.5918367346938775,-0.6363636363636364,-0.5833333333333333,-0.5652173913043479,-0.5833333333333333,-0.5744680851063829,-0.5238095238095237,-0.5,-0.5833333333333333,-0.6491228070175439,-0.6551724137931034,-0.6491228070175439,-0.6428571428571428,-0.6491228070175439,-0.6825396825396826,-0.6666666666666666,-0.6551724137931034
DPDP_V5-L,7.0,0.0698333472317985,0.3063279038567201,0.120764290849128,0.0724594518032532,-0.0005661983711303,5.129199999999999,2.3396141846958605,-0.0676812882322063,1.0956650956253867e-11,0.5540328463797257,0.0793679573509297,-153.4423683571943,151.1408040736398,150.83147485987544,-0.0114437010214285,-0.0168610508604663,150.69230769230714,0.2253521126760564,0.0142857142857142,0.2909090909090908,0.4791666666666667,0.3653846153846152,0.3148148148148146,0.2241379310344828,0.2241379310344828,0.2678571428571425,0.0923076923076922,0.2033898305084744,0.6136363636363635,1.3666666666666667,1.290322580645161,1.290322580645161,0.7749999999999999,0.543478260869565,0.2909090909090908,0.0289855072463769,0.0,-0.1839080459770115,-0.29,-0.2197802197802199,-0.1341463414634146,-0.0533333333333333,-0.0533333333333333,-0.2365591397849463,-0.3931623931623932,-0.303921568627451,-0.2755102040816326,-0.29,-0.2828282828282829,-0.3238095238095239,-0.3238095238095239,-0.3603603603603604,-0.3486238532110093,-0.432,-0.3486238532110093,-0.3826086956521739,-0.3879310344827585,-0.3425925925925926,-0.3660714285714287,-0.4274193548387097,-0.303921568627451,-0.29,-0.2526315789473684,-0.2680412371134021,-0.2526315789473684,-0.29
DPXL_94-L,21.0,-0.0104381694255111,0.1100703517587939,0.0274919367224696,1.0206648209148437,-0.0003371551598822,-20.5,-0.018613200041071,-0.3565109206524744,0.0002030458538169,0.1247688458609811,6.777452928243249,-0.0923946370063713,0.2642388788850104,-0.0347422336268743,0.0106908862646631,0.0593552602918754,0.2221222482154639,-0.0131926121372031,0.0767045454545454,0.0527777777777778,0.1313432835820895,0.1880877742946709,0.1347305389221558,0.2108626198083067,0.2108626198083067,0.1246290801186944,0.1313432835820895,0.0527777777777778,0.1179941002949851,0.0616246498599439,-0.0524999999999999,0.0053050397877985,0.1147058823529412,0.0440771349862259,-0.1018957345971562,-0.2217659137577001,-0.1760869565217391,-0.1226851851851852,-0.1615044247787609,-0.1987315010570824,-0.2312373225152129,-0.2233606557377049,-0.2136929460580913,-0.2389558232931727,-0.1901709401709401,-0.2327935222672065,-0.2233606557377049,-0.1831896551724137,-0.1061320754716981,-0.0572139303482586,-0.1651982378854625,-0.1651982378854625,-0.1742919389978213,-0.1206496519721577,-0.1018957345971562,-0.1103286384976525,-0.0306905370843989,-0.0889423076923077,-0.0477386934673367,0.0188172043010752,0.0767045454545454,0.058659217877095,-0.0130208333333332,-0.0933014354066984,-0.1061320754716981,-0.1018957345971562
DRNQ_D0-L^A11,15.0,-0.0482754199256314,0.5689305841690362,-0.2812700262161375,0.64414825002317,0.0023308803960693,-0.2729999999999999,-0.0335089946187563,-0.1911795126391129,3.451143888726333e-10,0.4434163701067615,0.0487441601104366,-0.0546399761369875,0.4448079486247426,-0.4761347482295951,0.0102307174132704,0.0155370843989769,0.5019508057675999,-0.04,0.0775862068965518,0.0869565217391306,0.0593220338983051,0.0330578512396695,0.2886597938144331,0.3440860215053762,0.4705882352941177,0.2820512820512821,0.3888888888888888,0.4534883720930232,0.9841269841269842,1.5510204081632653,0.953125,0.8939393939393938,1.1186440677966103,1.0,0.8115942028985508,0.4705882352941177,0.4204545454545454,0.8518518518518516,0.4450867052023122,0.7482517482517483,0.7361111111111112,0.644736842105263,0.6891891891891893,1.0325203252032522,0.7605633802816902,0.4705882352941177,0.3888888888888888,0.4204545454545454,0.3440860215053762,0.3586956521739131,0.3089005235602096,0.3736263736263736,0.4044943820224718,0.7605633802816902,0.7985611510791368,1.1551724137931036,0.9230769230769228,0.9841269841269842,0.2820512820512821,0.4044943820224718,0.3586956521739131,0.3440860215053762,0.256281407035176,0.1904761904761904,0.2254901960784314,0.2820512820512821
