firms,absacc,acc,age,agr,chpmia,currat,egr,herf,invest,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.028601458738096,0.028601458738096,4.0,-0.0482998694598122,-3.4175489157264582,0.9838182131175762,-0.0264927654371306,8.646118920967546e-06,0.0237458817678872,0.8858246481724962,0.1687570330042822,-0.0539200804094252,0.5336225607909503,0.0708795376557703,4.776595744680851,0.4663453262179377,0.0623081090843417,0.1278688524590163,0.2551440329218106,0.0517241379310344,-0.1133720930232559,-0.1866666666666667,-0.1597796143250689,0.0971223021582734,-0.0255591054313099,0.0409556313993173,0.0517241379310344,0.0269360269360268,-0.1504178272980502,-0.1029411764705883,-0.0922619047619047,0.1596958174904943,0.093189964157706,-0.3887775551102205,-0.5271317829457365,-0.5322085889570551,-0.5322085889570551,-0.3887775551102205,-0.404296875,-0.4847972972972973,-0.3355119825708061,-0.3724279835390947,-0.5461309523809523,-0.5673758865248227,-0.6079691516709511,-0.7561950439648282,-0.6922300706357215,-0.7144194756554307,-0.7410865874363328,-0.7611589663273297,-0.7775346462436178,-0.7661042944785276,-0.7661042944785276,-0.8049872122762148,-0.8282657657657658,-0.823699421965318,-0.7998687664041995,-0.7816750178954903,-0.7838412473423104,-0.7838412473423104,-0.7752394988946205,-0.7730654761904762,-0.7286476868327403,-0.7319859402460458,-0.7796242774566474,-0.7587025316455697
BALZ_07-L^I10,0.0537624942980385,-0.0537624942980385,4.0,-0.1968686868686869,4.108446081955725,2.131091300646066,-0.124014644282463,3.3653047484681373e-08,-0.0338816738816738,1.9285626427400224,-0.0080445412319163,-0.0675567182806562,-0.3205582539450917,-0.0862935925358285,-2.319751381215469,1.5559673461211,-0.4893784786641929,0.1111111111111111,-0.1,-0.1818181818181818,-0.1818181818181818,-0.25,0.125,0.0,-0.1,0.0,0.2857142857142856,-0.1818181818181818,-0.3571428571428572,-0.3571428571428572,-0.3076923076923077,-0.3076923076923077,-0.3571428571428572,-0.3571428571428572,-0.4,-0.4375,-0.4705882352941177,-0.4375,-0.4705882352941177,-0.5714285714285714,-0.625,-0.64,-0.6896551724137931,-0.7,-0.7272727272727273,-0.75,-0.7352941176470589,-0.7631578947368421,-0.75,-0.7567567567567568,-0.7352941176470589,-0.7428571428571429,-0.7272727272727273,-0.7567567567567568,-0.7428571428571429,-0.7631578947368421,-0.775,-0.775,-0.8085106382978724,-0.8392857142857143,-0.847457627118644,-0.859375,-0.8421052631578947,-0.8448275862068966,-0.85,-0.8301886792452831
BBEK_99-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,9.332525273271798,1.1534737351730815,0.0752351097178683,4.168823630167501e-06,0.0776933701657458,0.4402997403919478,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,0.8585088356330185,0.0526632302405497,0.1957671957671958,0.0924855491329479,0.0384615384615383,-0.1168224299065421,-0.4793388429752065,-0.5153846153846153,-0.4202453987730061,-0.5190839694656488,-0.5116279069767442,-0.4202453987730061,-0.5052356020942408,-0.5873362445414847,-0.5944206008583691,-0.6212424849699398,-0.6189516129032258,-0.6142857142857143,-0.6158536585365854,-0.60625,-0.5944206008583691,-0.5614849187935035,-0.4986737400530504,-0.4878048780487805,-0.5065274151436032,-0.453757225433526,-0.4676056338028169,-0.4391691394658754,-0.5013192612137203,-0.4891891891891892,-0.496,-0.4220183486238532,-0.4358208955223881,-0.409375,-0.4272727272727272,-0.4473684210526316,-0.4505813953488372,-0.4130434782608696,-0.3942307692307693,-0.4720670391061453,-0.4408284023668639,-0.365771812080537,-0.3571428571428572,-0.3720930232558139,-0.3527397260273972,-0.3249999999999999,-0.2840909090909091,-0.1674008810572688,-0.1710526315789473,-0.247011952191235,-0.2222222222222223
BBIO_50-L^J00,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,6.779970494237788,1.3763379204892965,-0.0258785472724599,1.0293678260717376e-05,-0.0113001070536457,2.7643711742795687,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,0.8205275229357798,-0.0562689932359572,0.0461538461538462,0.1304347826086958,-0.0225563909774436,0.092436974789916,-0.1034482758620689,-0.0225563909774436,0.1403508771929826,0.1504424778761064,0.2037037037037037,0.3,0.3402061855670104,0.1607142857142856,0.0317460317460318,0.0,0.1206896551724139,0.1206896551724139,0.1016949152542374,0.0483870967741935,0.0236220472440944,0.056910569105691,0.2264150943396226,0.1711711711711712,0.1711711711711712,0.3131313131313131,0.2264150943396226,0.1206896551724139,0.0236220472440944,-0.0579710144927535,-0.0076335877862595,0.0,-0.0151515151515151,0.0077519379844961,-0.1034482758620689,-0.1275167785234898,-0.037037037037037,0.0,-0.1095890410958904,-0.1558441558441557,-0.1156462585034012,-0.0225563909774436,-0.0151515151515151,0.0,0.056910569105691,0.0833333333333334,0.092436974789916,0.3,0.25,0.1607142857142856,0.2621359223300972
BBNH_32-L^L97,0.0266307277628032,-0.0266307277628032,6.0,0.0191575051703494,-0.9288677239205548,1.4883720930232558,0.0988269794721407,0.0001738645281716,-0.0018504408403178,2.348986539225608,0.097602585974679,0.1377474744896183,-0.1984157922846474,-0.0954503886602652,-0.3958333333333333,0.9044397463002114,-0.0954503886602652,0.0248756218905474,0.0360824742268039,-0.04739336492891,-0.1164835164835165,-0.2148437500000001,-0.1711340206185567,-0.0925507900677201,-0.1222707423580786,-0.141025641025641,-0.0884353741496599,-0.0218978102189782,-0.0563380281690141,-0.0336538461538462,-0.042857142857143,0.0229007633587785,0.0864864864864862,0.046875,-0.0098522167487684,0.0024937655860348,0.0983606557377048,0.214501510574018,0.1893491124260353,0.3355481727574749,0.4565217391304348,0.4888888888888887,0.4408602150537632,0.221884498480243,0.2331288343558282,0.2641509433962261,0.4725274725274724,0.3767123287671232,0.4357142857142857,0.3223684210526314,0.2802547770700634,0.4105263157894734,0.5581395348837208,0.3910034602076122,0.2721518987341771,0.3489932885906039,0.4565217391304348,0.4999999999999998,0.4006968641114981,0.4671532846715325,0.5581395348837208,0.5703124999999998,0.8697674418604651,0.7946428571428568,0.7866666666666664,0.6543209876543208
BBOU_00-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,1.3951867179390969,1.562439024390244,0.0202762268586541,2.403333231729978e-05,0.1138952164009111,-10.85066631732038,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,0.7521951219512195,0.1707122960604854,-0.0064308681672026,0.0298013245033113,-0.0126984126984127,-0.0142630744849444,-0.1088825214899714,-0.1152204836415363,-0.0266040688575899,-0.089311859443631,-0.0604229607250755,0.0578231292517006,0.0855148342059335,0.0264026402640265,0.040133779264214,0.045378151260504,0.0931458699472758,0.1087344028520498,0.1087344028520498,0.1847619047619046,0.2007722007722008,0.3347639484978539,0.4200913242009132,0.4136363636363633,0.453271028037383,0.5207823960880196,0.5867346938775511,0.5097087378640777,0.3319057815845825,0.355119825708061,0.3853006681514475,0.6072351421188629,0.6030927835051547,0.6455026455026456,0.6155844155844155,0.5667506297229217,0.6542553191489362,0.8028985507246376,0.8963414634146343,0.8081395348837208,0.9872204472843452,1.1301369863013695,1.2056737588652484,1.3122676579925652,1.458498023715415,1.7043478260869565,1.7644444444444445,2.22279792746114,2.273684210526316,2.1573604060913705,2.344086021505376
BBQS_26-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,1.501604549323705,1.9102374882597613,0.5096315691041705,6.020970820642624e-05,-0.0281729953830208,2.0850322660834784,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,1.1642291694619618,0.1047162649459101,0.2470588235294117,-0.15,-0.3307086614173229,-0.4654088050314465,-0.5251396648044693,-0.5663265306122449,-0.4785276073619632,-0.448051948051948,-0.4879518072289156,-0.4910179640718562,-0.4910179640718562,-0.5685279187817258,-0.6082949308755761,-0.6375266524520256,-0.6359743040685225,-0.5893719806763285,-0.6421052631578947,-0.6544715447154472,-0.6544715447154472,-0.612756264236902,-0.486404833836858,-0.6473029045643154,-0.6516393442622951,-0.6613545816733067,-0.6487603305785123,-0.6666666666666666,-0.6925858951175408,-0.6936936936936937,-0.6730769230769231,-0.632829373650108,-0.6162528216704288,-0.6686159844054581,-0.679245283018868,-0.7001763668430335,-0.6768060836501901,-0.6880733944954129,-0.7103918228279387,-0.721311475409836,-0.6936936936936937,-0.6816479400749064,-0.6816479400749064,-0.679245283018868,-0.6816479400749064,-0.6869244935543277,-0.6863468634686347,-0.6390658174097665,-0.6626984126984128,-0.6761904761904762,-0.6718146718146718
BBTU_63-L^C18,0.0208163391741613,0.0208163391741613,3.0,0.0639998295042837,5.021861452126851,1.7808687164470474,0.1444101247543022,3.979431606593209e-05,0.0032181066450705,2.058680815876613,0.2509604387640133,0.343948334361398,-0.1990026179961254,-0.0375642581141858,0.6562500000000003,1.4649422482511794,-0.0038942244441521,0.0120481927710842,0.2028985507246377,-0.0281030444964869,-0.1649899396378268,-0.2680776014109346,-0.3174342105263157,-0.1878669275929549,-0.2589285714285713,-0.1814595660749506,-0.2589285714285713,-0.2706502636203866,-0.3117744610281924,-0.3359999999999999,-0.3833580980683506,-0.3381180223285486,-0.2495479204339963,-0.3230016313213703,-0.3664122137404579,-0.3796711509715994,-0.3306451612903225,-0.2169811320754716,-0.2680776014109346,-0.3185550082101805,-0.3230016313213703,-0.2562724014336917,-0.3615384615384615,-0.4391891891891891,-0.461038961038961,-0.4353741496598639,-0.315181518151815,-0.3941605839416058,-0.3851851851851852,-0.4353741496598639,-0.4720101781170484,-0.4154929577464787,-0.3615384615384615,-0.4546649145860709,-0.4596354166666666,-0.4525065963060686,-0.3815201192250371,-0.3787425149700598,-0.3585780525502318,-0.3412698412698411,-0.3252032520325203,-0.2770034843205574,-0.1699999999999999,-0.1530612244897958,-0.2110266159695816,-0.195736434108527
BBVN_02-L^I99,0.0158986461309154,-0.0158986461309154,4.0,-0.0396883369856343,9.79263820445154,1.3856635071090049,-0.1551601423487544,4.400611304129248e-07,0.0725590455320185,-5.992968688668175,-0.2226511198823732,-0.2887801560137094,0.135222999241884,-0.0719730609158999,-0.6037735849056605,0.98281990521327,0.0782773564463706,0.0568181818181818,0.0292397660818712,0.0602409638554217,-0.111111111111111,-0.3151750972762646,-0.3553113553113552,-0.2874493927125506,-0.298804780876494,-0.3307984790874524,-0.3256704980842911,-0.3070866141732283,-0.3230769230769231,-0.2666666666666666,-0.296,-0.2845528455284553,-0.1889400921658985,-0.2212389380530972,-0.1926605504587156,-0.1619047619047618,-0.1414634146341462,-0.0537634408602151,-0.2107623318385649,-0.1414634146341462,-0.0736842105263158,-0.0329670329670329,-0.0329670329670329,-0.1372549019607842,-0.1414634146341462,-0.0434782608695653,-0.0880829015544041,-0.111111111111111,-0.0638297872340425,-0.0537634408602151,-0.111111111111111,-0.1243781094527362,-0.0434782608695653,-0.1889400921658985,-0.1851851851851852,-0.1619047619047618,-0.0687830687830687,-0.0537634408602151,-0.0537634408602151,-0.0588235294117647,-0.1065989847715735,-0.111111111111111,0.0114942528735633,-0.0056497175141243,-0.0687830687830687,-0.0486486486486487
BBXK_89-L^E06,0.0383024921016358,0.0383024921016358,4.0,0.1003023160483705,-0.1770663345353731,1.2947467488021902,0.1000824402308327,9.31956592609748e-05,0.0518548882967822,-0.2014174259950703,-0.100418867464029,-0.0404932174810095,-0.0390485061898237,0.0312778421905653,0.3899652260308002,1.0053045859000684,0.0032208907667797,-0.0179948586118252,0.1051136363636364,0.0456989247311827,0.0077720207253886,-0.0176767676767676,-0.025062656641604,0.150887573964497,0.0291005291005292,0.1082621082621084,0.1787878787878789,0.1896024464831804,0.1441176470588236,0.1859756097560976,0.1242774566473989,0.1577380952380953,0.3554006968641114,0.3097643097643097,0.2880794701986755,0.3892857142857144,0.3506944444444446,0.4569288389513108,0.479087452471483,0.4624060150375939,0.446096654275093,0.4961538461538461,0.4145454545454545,0.3506944444444446,0.3942652329749103,0.4679245283018869,0.7681818181818181,0.6767241379310347,0.6008230452674896,0.6276150627615062,0.6413502109704641,0.6344537815126052,0.7443946188340809,0.6695278969957081,0.4904214559386974,0.5622489959839356,0.6986899563318778,0.8436018957345974,0.9257425742574256,1.047368421052632,1.0155440414507773,0.8701923076923077,1.137362637362637,1.2882352941176474,0.9068627450980392,1.0155440414507773
