firms,absacc,acc,age,agr,chpmia,currat,egr,herf,invest,mve_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,roic,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0364670251560665,0.0364670251560665,2.0,-0.0214014919897272,-626.4425513779568,0.9886275120735316,-0.0005420788724759,8.856997640063848e-06,0.0710529534058945,1.0706909862438103,-0.0239324690231623,-0.0490482891448421,-0.0490903334662364,-0.037555407369483,0.6126687435098657,0.5309238199096433,0.0589946553007238,22.376397515527948,-0.0094583447896618,0.6012105972159008,-0.1351351351351351,0.289760348583878,0.2181069958847736,-0.119047619047619,-0.1602836879432624,-0.2390745501285347,-0.5267785771382894,-0.4026236125126136,-0.445692883895131,-0.4974533106960951,-0.5364134690681284,-0.5681983953318746,-0.5460122699386503,-0.5460122699386503,-0.6214833759590793,-0.6666666666666667,-0.6578034682080924,-0.6115485564304461,-0.576234788833214,-0.5804394046775336,-0.5804394046775336,-0.5637435519528371,-0.5595238095238095,-0.4733096085409253,-0.4797891036906855,-0.5722543352601156,-0.5316455696202531,-0.5504935459377374,-0.6063829787234043,-0.6148340923877684,-0.6246036778693722,-0.6368098159509203,-0.6276729559748428,-0.6338899196042054,-0.6322981366459628,-0.6010781671159029,-0.6097560975609756,-0.6352433764633395,-0.6931052358735096,-0.6993397663788725,-0.7183634633682208,-0.723622782446312,-0.723622782446312,-0.7192982456140351,-0.6973415132924335,-0.6799999999999999,-0.6666666666666667,-0.6877637130801688,-0.6591824985607369
BALZ_07-L^I10,0.0803609798023206,-0.0803609798023206,2.0,-0.1648264984227128,-1.249701127112819,1.3601496725912068,-0.0581573308846036,2.4371127245505e-07,-0.0481072555205047,0.1008959330017501,0.0812569324248937,-0.0169722940626205,-0.1068325062656209,-0.3196366065195883,-10.388888888888898,0.902712815715622,0.1074914993967313,3.6439024390243904,-0.1346655082536924,5.681276771245367,-0.1904761904761903,-0.125,-0.16,-0.2758620689655172,-0.3,-0.3636363636363636,-0.4166666666666666,-0.3823529411764707,-0.4473684210526316,-0.4166666666666666,-0.4324324324324324,-0.3823529411764707,-0.4,-0.3636363636363636,-0.4324324324324324,-0.4,-0.4473684210526316,-0.4750000000000001,-0.4750000000000001,-0.553191489361702,-0.625,-0.6440677966101696,-0.671875,-0.631578947368421,-0.6379310344827587,-0.65,-0.6037735849056605,-0.6111111111111112,-0.6557377049180328,-0.6440677966101696,-0.5625,-0.5882352941176471,-0.5625,-0.5961538461538463,-0.65,-0.631578947368421,-0.5882352941176471,-0.65,-0.78125,-0.7692307692307693,-0.79,-0.78125,-0.7835051546391752,-0.7469879518072289,-0.6865671641791045,-0.7,-0.625,-0.6037735849056605,-0.5961538461538463
BBEK_99-L^L95,0.0715290147182902,0.0715290147182902,2.0,0.1881025641025642,415.4293279213748,1.2113502935420746,0.1189962223421477,3.698455448346906e-06,0.1209230769230769,6.311013992719837,-0.1305661043733276,-0.1374161694793008,-0.0775669951964783,-0.1312287939240664,0.4267337807606272,0.8818304982688546,0.2149340825588934,3.533697632058288,0.1884827445374719,0.4461136793528241,-0.0365535248041776,0.106936416184971,0.0788732394366198,0.1364985163204748,0.0105540897097624,0.035135135135135,0.0213333333333334,0.1712538226299693,0.1432835820895521,0.1968749999999999,0.1606060606060606,0.1198830409356725,0.1133720930232558,0.1894409937888197,0.2275641025641026,0.0698324022346368,0.1331360946745563,0.2852348993288591,0.3027210884353741,0.2724252491694352,0.3116438356164384,0.3678571428571429,0.4507575757575757,0.6872246696035242,0.679824561403509,0.5258964143426297,0.5761316872427982,0.7022222222222223,0.5632653061224488,0.5198412698412698,0.5381526104417669,0.5198412698412698,0.6724890829694323,0.6160337552742616,0.5019607843137257,0.6160337552742616,0.7981220657276997,0.4562737642585552,0.1231671554252198,0.0974212034383954,0.1676829268292683,0.106936416184971,0.1231671554252198,0.2197452229299363,0.3027210884353741,0.2354838709677418,0.3161512027491409,0.49609375,0.467432950191571
BBIO_50-L^J00,0.0188766916419817,0.0188766916419817,2.0,-0.0457434733257661,-323.3431088733036,1.3150136487716106,0.02255299954894,1.1362134275563994e-05,-0.0199205448354143,2.120871732505149,0.0520743925854686,0.0674068232221226,0.1075902599495932,0.1444704701694206,0.3490870032223412,0.7175614194722475,0.0418392990558989,6.660790075089781,-0.0352295833924432,1.0173067023583375,0.0,0.1212121212121213,0.0471698113207548,-0.0431034482758618,-0.1259842519685038,-0.1956521739130433,-0.1526717557251907,-0.146153846153846,-0.159090909090909,-0.1395348837209301,-0.2344827586206895,-0.2550335570469798,-0.1777777777777778,-0.146153846153846,-0.2397260273972602,-0.2792207792207791,-0.2448979591836734,-0.1654135338345864,-0.159090909090909,-0.146153846153846,-0.0975609756097559,-0.0749999999999998,-0.0672268907563024,0.1100000000000001,0.0673076923076922,-0.0089285714285713,0.0776699029126213,0.0776699029126213,-0.0176991150442475,0.0471698113207548,0.0373831775700934,0.0673076923076922,0.1212121212121213,0.0183486238532111,0.0471698113207548,0.1808510638297873,0.3058823529411767,0.2197802197802199,-0.2014388489208631,-0.159090909090909,-0.1897810218978102,-0.0975609756097559,-0.0176991150442475,0.0,0.0673076923076922,-0.0593220338983049,0.0183486238532111,0.2065217391304348,0.2065217391304348
BBNH_32-L^L97,0.0380200105318588,0.0380200105318588,4.0,-0.0156739811912225,279.030359289275,1.229109454688113,0.2112223016440314,0.0002408882089737,0.0096133751306165,16.69453811357649,0.1214838567818624,0.1250208989048739,-0.0527169641369446,-0.1341994359513619,0.5694006309148265,0.6998823067869753,0.0920231972863551,7.367843137254902,0.0103248010324801,0.6923409838678533,0.1229235880398671,0.0905797101449275,0.1148148148148147,0.0788530465949819,-0.0851063829787235,-0.0766871165644171,-0.0534591194968554,0.1025641025641024,0.0308219178082191,0.0749999999999999,-0.0098684210526316,-0.0414012738853504,0.0561403508771929,0.1666666666666665,0.0415224913494809,-0.0474683544303798,0.0100671140939596,0.0905797101449275,0.1231343283582087,0.0487804878048778,0.0985401459854014,0.1666666666666665,0.17578125,0.3999999999999999,0.3437499999999998,0.3377777777777777,0.2386831275720162,0.2336065573770491,0.2186234817813763,0.18503937007874,0.18503937007874,0.2336065573770491,0.2808510638297872,0.2808510638297872,0.3259911894273126,0.3437499999999998,0.6010638297872339,0.4900990099009901,0.0598591549295774,0.1273408239700373,0.0827338129496402,0.1231343283582087,0.0561403508771929,0.2137096774193547,0.303030303030303,0.18503937007874,0.2186234817813763,0.3201754385964912,0.2808510638297872
BBOU_00-L,0.0082929119073697,0.0082929119073697,2.0,0.0626109407777957,145.2137827529726,1.5523809523809524,0.1128188358404185,1.723849741624559e-05,0.0164595772147813,17.035503102725695,0.1863064098878988,0.3256023457090976,0.1657890470951523,0.2128012157174904,0.0951526032315978,0.746218487394958,0.1028215336679937,3.068376068376069,0.1820319849482596,0.7598050580408802,0.0280373831775702,0.0464547677261615,0.0918367346938775,0.0388349514563106,-0.0835117773019271,-0.0675381263616556,-0.0467706013363028,0.1059431524547804,0.1030927835051547,0.1322751322751323,0.1116883116883118,0.0780856423173803,0.1382978723404255,0.2405797101449276,0.3048780487804878,0.2441860465116279,0.3674121405750801,0.4657534246575343,0.5177304964539009,0.5910780669144982,0.6916996047430832,0.8608695652173917,0.9022222222222224,1.2176165803108812,1.2526315789473688,1.17258883248731,1.3010752688172045,1.431818181818182,1.2645502645502646,1.229166666666667,1.2765957446808511,1.3516483516483515,1.5029239766081872,1.4457142857142855,1.5628742514970062,1.5628742514970062,2.014084507042254,1.891891891891892,0.9723502304147468,1.087804878048781,1.018867924528302,1.057692307692308,1.0676328502415462,1.229166666666667,1.3646408839779007,1.2526315789473688,1.532544378698225,1.5628742514970062,1.5628742514970062
BBQS_26-L^G99,0.0908950855030041,0.0908950855030041,2.0,0.1978555304740406,-174.67090749381487,1.3128398159765788,0.0400700252869092,4.8501012174831966e-05,0.1992099322799096,3.235566243004157,-0.0938294733828112,-0.1440016843354568,-0.0882925358991724,-0.0910158972965051,1.2957540263543186,0.6630071099958176,0.1253616200578592,8.237639241743208,0.1428881297109701,0.4791237804154218,-0.012295081967213,-0.0278884462151394,0.0082644628099173,-0.0431372549019607,-0.1175406871609403,-0.1207207207207207,-0.0615384615384615,0.0539956803455723,0.1015801354401806,-0.0487329434697856,-0.0792452830188679,-0.1393298059964727,-0.0722433460076045,-0.1045871559633028,-0.1686541737649063,-0.1999999999999999,-0.1207207207207207,-0.0861423220973782,-0.0861423220973782,-0.0792452830188679,-0.0861423220973782,-0.1012891344383056,-0.099630996309963,0.0360934182590233,-0.0317460317460317,-0.0704761904761904,-0.0579150579150579,-0.0431372549019607,-0.1111111111111111,-0.1453590192644483,-0.0962962962962963,-0.1078610603290676,-0.0895522388059701,-0.1362831858407081,-0.1658119658119657,-0.1238779174147217,0.0868596881959911,-0.0278884462151394,-0.2834067547723935,-0.2327044025157233,-0.2351097178683385,-0.1770657672849915,-0.1453590192644483,-0.0542635658914729,-0.0200803212851407,-0.1571675302245251,0.0772626931567328,0.148235294117647,0.1322505800464037
BBTU_63-L^C18,0.0138618936756444,0.0138618936756444,2.0,0.0044096241116532,79.5078417991785,1.4236011477761834,0.0242409301943383,3.942719716454023e-05,0.0457444986728315,5.266075698472264,-0.0050267590210379,-0.0850543795483027,-0.1819425871397172,0.3305408730889111,0.2834061135371173,1.090028694404591,0.0574990736502539,21.12562534741523,0.0385298538051646,0.5235095209566776,-0.0689655172413793,-0.0065252854812397,0.0913978494623655,-0.0630769230769231,-0.1770270270270271,-0.2090909090909091,-0.1714285714285713,0.0049504950495049,-0.110948905109489,-0.0977777777777778,-0.1714285714285713,-0.2251908396946565,-0.1422535211267606,-0.0630769230769231,-0.199737187910644,-0.20703125,-0.1965699208443272,-0.0923994038748137,-0.0883233532934131,-0.0587326120556414,-0.0333333333333333,-0.0097560975609757,0.0609756097560973,0.2179999999999999,0.2428571428571426,0.1577946768060836,0.1802325581395347,0.2403258655804481,0.2083333333333332,0.2278225806451612,0.2821052631578946,0.3012820512820513,0.3355263157894737,0.4363207547169809,0.460431654676259,0.6415094339622642,0.8071216617210681,0.5,0.2035573122529645,0.2378048780487804,0.2035573122529645,0.2929936305732483,0.2634854771784232,0.2428571428571426,0.2848101265822784,0.2634854771784232,0.4162790697674419,0.4889975550122249,0.5942408376963351
BBVN_02-L^I99,0.0741979625969286,0.0741979625969286,2.0,0.0760732323232322,74.87456260288376,1.2955569864777847,0.0634920634920633,3.368765110164909e-07,0.0691287878787878,0.8596381907530816,0.0017266540146738,-0.0026362238769883,0.0230686766107676,0.0037753682930689,0.9606299212598424,0.9414037347070184,0.134154688569473,3.96054114994363,0.1409548554725561,0.6875342815837822,0.0878048780487805,0.0789473684210526,0.1263736263736261,0.1263736263736261,0.0049019607843137,0.0,0.1141304347826086,0.0621761658031088,0.0353535353535352,0.0904255319148936,0.1021505376344085,0.0353535353535352,0.0199004975124377,0.1141304347826086,-0.055299539170507,-0.050925925925926,-0.0238095238095239,0.0846560846560846,0.1021505376344085,0.1021505376344085,0.0962566844919785,0.0406091370558374,0.0353535353535352,0.1781609195402298,0.1581920903954801,0.0846560846560846,0.1081081081081078,0.0249999999999999,-0.1528925619834711,-0.1008771929824561,-0.1048034934497817,-0.138655462184874,-0.0848214285714287,-0.138655462184874,-0.1598360655737705,-0.0848214285714287,-0.0929203539823009,-0.0465116279069768,-0.342948717948718,-0.2463235294117648,-0.2463235294117648,-0.2463235294117648,-0.2084942084942085,-0.2115384615384616,-0.0969162995594714,-0.3074324324324324,-0.1929133858267717,-0.0191387559808612,0.0
BBXK_89-L^E06,0.0225754576942107,0.0225754576942107,2.0,0.1452929078484708,52.33337169241473,0.9943013698630137,0.1335280617567284,8.585111284858395e-05,0.0822994758840311,15.023701999880236,0.1210216172738665,0.4728599783387794,0.0678432798688895,-0.0574551405334671,0.1876606683804626,0.5841095890410959,0.1943261068509578,43.64280155642024,0.0950112271795373,0.867526581521786,-0.0112781954887218,-0.0111524163568772,0.0230769230769229,-0.0327272727272727,-0.0763888888888888,-0.046594982078853,0.0037735849056603,0.209090909090909,0.1465517241379312,0.0946502057613167,0.112970711297071,0.1223628691983123,0.1176470588235294,0.1928251121076234,0.1416309012875536,0.0191570881226055,0.0682730923694778,0.1615720524017467,0.2606635071090049,0.3168316831683169,0.4000000000000001,0.3782383419689119,0.2788461538461539,0.4615384615384617,0.5647058823529414,0.303921568627451,0.3782383419689119,0.4943820224719102,0.303921568627451,0.2912621359223302,0.2727272727272729,0.2547169811320755,0.2850241545893721,0.2727272727272729,0.2606635071090049,0.2372093023255814,0.303921568627451,0.1271186440677967,-0.0567375886524821,-0.046594982078853,-0.125,-0.073170731707317,-0.1103678929765886,-0.0327272727272727,0.0513833992094863,0.0472440944881891,0.1928251121076234,0.2606635071090049,0.2258064516129032
