firms,age,cashdebt,chcsho,chinv,depr,grltnoa,herf,mve_ia,secured,securedind,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,1.0,0.4711994578721482,-0.0039549481216457,0.3456035220741103,0.0720489296636085,0.8797847621376402,1.0415361459856434e-05,2.042489798247431,1.0,1.0,0.9044358979325188,-0.0933786078098471,-0.0775254502740798,-0.1407731582786288,-0.0966257668711656,-0.0966257668711656,-0.2468030690537085,-0.3367117117117117,-0.3190751445086706,-0.2270341207349081,-0.1567644953471726,-0.1651311126860383,-0.1651311126860383,-0.1319086219602063,-0.1235119047619047,0.0480427046263345,0.0351493848857644,-0.1488439306358382,-0.0680379746835444,-0.105542900531511,-0.2167553191489362,-0.2335718932986337,-0.2530120481927711,-0.2773006134969326,-0.2591194968553459,-0.2714904143475573,-0.2683229813664597,-0.206199460916442,-0.2234673698088333,-0.2741836105976587,-0.3893208916537065,-0.4017267648552566,-0.439581351094196,-0.450046685340803,-0.450046685340803,-0.4414414414414415,-0.3977505112474437,-0.3632432432432433,-0.3367117117117117,-0.3786919831223629,-0.3218192285549799,-0.3977505112474437,-0.3809774040987914,-0.439581351094196,-0.3632432432432433,-0.4059505799293998,-0.3851774530271399,-0.4360938247965534,-0.4821978021978021,-0.3190751445086706
BALZ_07-L^I10,2.0,0.0710217755443886,0.0001950705026146,-0.0060163300386764,0.1525129982668977,-0.0567253975075193,2.8119585978753774e-07,0.2070289924552304,1.0,1.0,6.598150775852733,0.0555555555555555,-0.027027027027027,0.0588235294117645,0.0285714285714286,0.0909090909090908,-0.027027027027027,0.0285714285714286,-0.0526315789473684,-0.1,-0.1,-0.2340425531914893,-0.3571428571428572,-0.3898305084745762,-0.4375,-0.3684210526315788,-0.3793103448275862,-0.4,-0.3207547169811321,-0.3333333333333333,-0.4098360655737705,-0.3898305084745762,-0.25,-0.2941176470588236,-0.25,-0.3076923076923077,-0.4,-0.3684210526315788,-0.2941176470588236,-0.4,-0.625,-0.6043956043956045,-0.64,-0.625,-0.6288659793814433,-0.5662650602409638,-0.4626865671641791,-0.4857142857142856,-0.3571428571428572,-0.3207547169811321,-0.3076923076923077,-0.2653061224489795,-0.2653061224489795,-0.3076923076923077,-0.2173913043478261,-0.2340425531914893,-0.25,-0.3454545454545455,-0.2,-0.1627906976744186
BBEK_99-L^L95,1.0,0.5666887856668879,0.0057168613569321,0.3546666666666667,0.1315612382234186,0.5540512820512682,3.021119715803761e-06,5.220223588616168,1.0,1.0,0.5147181926423053,0.046875,-0.0303030303030301,-0.0643274853801169,-0.069767441860465,-0.0062111801242236,0.0256410256410257,-0.1061452513966479,-0.0532544378698224,0.0738255033557047,0.0884353741496599,0.0631229235880399,0.0958904109589042,0.142857142857143,0.2121212121212121,0.4096916299559472,0.4035087719298247,0.2749003984063747,0.3168724279835391,0.4222222222222223,0.3061224489795917,0.26984126984127,0.285140562248996,0.26984126984127,0.3973799126637556,0.3502109704641349,0.2549019607843139,0.3502109704641349,0.5023474178403757,0.2167300380228138,-0.0615835777126099,-0.0830945558739255,-0.0243902439024389,-0.0751445086705201,-0.0615835777126099,0.019108280254777,0.0884353741496599,0.032258064516129,0.0996563573883162,0.25,0.2260536398467434,0.1510791366906476,0.1940298507462685,0.0596026490066226,0.1228070175438595,0.0702341137123745,0.1808118081180811,0.1594202898550727,0.1594202898550727,0.285140562248996
BBIO_50-L^J00,1.0,0.2164405426975259,0.0078125,0.0222738659342649,0.1151672521765694,0.0106842121148098,1.4084624280921827e-05,2.3062592782057125,1.0,1.0,1.0020941490826338,0.0232558139534884,-0.1103448275862069,-0.134228187919463,-0.0444444444444445,-0.0076923076923076,-0.1164383561643834,-0.1623376623376623,-0.1224489795918366,-0.0300751879699248,-0.0227272727272727,-0.0076923076923076,0.048780487804878,0.0750000000000001,0.0840336134453783,0.29,0.2403846153846154,0.1517857142857142,0.2524271844660195,0.2524271844660195,0.1415929203539825,0.2169811320754717,0.205607476635514,0.2403846153846154,0.303030303030303,0.1834862385321101,0.2169811320754717,0.3723404255319149,0.5176470588235296,0.4175824175824176,-0.0719424460431653,-0.0227272727272727,-0.0583941605839416,0.048780487804878,0.1415929203539825,0.162162162162162,0.2403846153846154,0.093220338983051,0.1834862385321101,0.4021739130434782,0.4021739130434782,0.5357142857142858,0.5,0.3578947368421052,0.1120689655172415,0.0403225806451612,0.1315789473684212,0.1217391304347828,0.032,0.1217391304347828
BBNH_32-L^L97,3.0,0.1528004290671074,-0.0007578299595141,0.0658917242900325,0.0494920552227142,0.2741920836520837,0.000272286945101,13.175873545307835,1.0,1.0,0.7769112724565543,0.0428571428571429,-0.0789473684210526,-0.1082802547770701,-0.0175438596491228,0.0852713178294573,-0.0311418685121108,-0.1139240506329114,-0.0604026845637584,0.0144927536231884,0.0447761194029849,-0.0243902439024391,0.0218978102189779,0.0852713178294573,0.09375,0.3023255813953487,0.2499999999999997,0.2444444444444444,0.1522633744855965,0.1475409836065573,0.1336032388663965,0.1023622047244092,0.1023622047244092,0.1475409836065573,0.1914893617021276,0.1914893617021276,0.2334801762114535,0.2499999999999997,0.4893617021276595,0.386138613861386,-0.0140845070422535,0.0486891385767789,0.0071942446043165,0.0447761194029849,-0.0175438596491228,0.129032258064516,0.2121212121212119,0.1023622047244092,0.1336032388663965,0.2280701754385965,0.1914893617021276,0.2727272727272725,0.3397129186602872,0.3725490196078429,0.4583333333333332,0.3592233009708736,0.4583333333333332,0.386138613861386,0.346153846153846,0.5053763440860213
BBOU_00-L,1.0,0.2266808964781216,0.00065287648154,0.0525451559934318,0.0591054313099041,0.0567414705345655,1.423555016533175e-05,13.468003212816315,1.0,1.0,0.875607148911344,0.0264550264550265,-0.0181818181818183,-0.0478589420654912,0.0053191489361701,0.0956521739130433,0.1524390243902438,0.0988372093023255,0.2076677316293929,0.2945205479452055,0.3404255319148936,0.4052044609665426,0.4940711462450593,0.6434782608695653,0.6799999999999999,0.9585492227979272,0.9894736842105264,0.9187817258883249,1.032258064516129,1.1477272727272725,1.0,0.96875,1.0106382978723405,1.0769230769230766,1.2105263157894737,1.1599999999999997,1.2634730538922154,1.2634730538922154,1.6619718309859155,1.554054054054054,0.7419354838709677,0.8439024390243903,0.783018867924528,0.8173076923076921,0.8260869565217392,0.96875,1.0883977900552484,0.9894736842105264,1.2366863905325445,1.2634730538922154,1.2634730538922154,0.9285714285714286,1.0543478260869563,0.8620689655172415,1.1235955056179776,0.96875,1.172413793103448,1.1117318435754189,1.0106382978723405,1.290909090909091
BBQS_26-L^G99,1.0,0.3373907360509762,0.002023581906034,0.5697516930022573,0.0971845318860244,0.5195259593679172,4.284268322426542e-05,2.729793632191756,1.0,1.0,0.478838782846479,-0.1364522417153996,-0.0320754716981132,-0.0952380952380952,-0.0247148288973383,-0.0587155963302752,-0.1260647359454855,-0.1590163934426229,-0.0756756756756756,-0.0393258426966292,-0.0393258426966292,-0.0320754716981132,-0.0393258426966292,-0.0552486187845303,-0.0535055350553506,0.0891719745222929,0.0178571428571427,-0.0228571428571429,-0.0096525096525096,0.0058823529411764,-0.0655737704918033,-0.1015761821366024,-0.05,-0.0621572212065812,-0.0429104477611941,-0.0920353982300885,-0.123076923076923,-0.0789946140035907,0.1425389755011135,0.0219123505976095,-0.2466960352422906,-0.1933962264150943,-0.1959247648902821,-0.1349072512647554,-0.1015761821366024,-0.0058139534883721,0.0301204819277107,-0.1139896373056995,0.1324503311258278,0.2070588235294117,0.1902552204176335,0.2331730769230768,0.1793103448275863,0.1425389755011135,0.2391304347826088,0.1793103448275863,0.2987341772151897,0.1324503311258278,0.3500000000000001,0.6182965299684542
BBTU_63-L^C18,1.0,0.2452513713223627,0.001012238544023,0.0652453120986385,0.0294185884645724,1.222364928503891,4.2178510481261085e-05,5.8128987224698045,1.0,1.0,0.7799262722978025,0.0148148148148148,-0.0816326530612244,-0.1412213740458016,-0.0492957746478872,0.0384615384615385,-0.1130091984231275,-0.12109375,-0.1094986807387863,0.0059612518628913,0.0104790419161677,0.0432766615146831,0.0714285714285714,0.0975609756097559,0.1759581881533101,0.3500000000000001,0.3775510204081631,0.2832699619771863,0.3081395348837208,0.3747454175152749,0.3392857142857142,0.3608870967741935,0.4210526315789473,0.4423076923076923,0.4802631578947369,0.5919811320754715,0.618705035971223,0.8194070080862534,1.0029673590504449,0.6625615763546799,0.3339920948616601,0.3719512195121952,0.3339920948616601,0.4331210191082801,0.400414937759336,0.3775510204081631,0.4240506329113924,0.400414937759336,0.5697674418604652,0.6503667481662592,0.7670157068062828,0.7263427109974423,0.790450928381963,0.7532467532467533,0.8392370572207084,0.814516129032258,0.8243243243243243,0.8442622950819672,0.6749379652605458,0.7670157068062828
BBVN_02-L^I99,2.0,0.1572159672466734,0.0027829074573816,0.0176372206173027,0.1352757544224766,-0.0246312908620952,3.886905977029837e-07,0.6985977380540798,1.0,1.0,0.798492141135903,0.0531914893617022,0.010752688172043,-0.0505050505050505,-0.0646766169154228,0.0217391304347824,-0.1336405529953916,-0.1296296296296297,-0.1047619047619048,-0.0052910052910053,0.010752688172043,0.010752688172043,0.0053475935828875,-0.0456852791878172,-0.0505050505050505,0.0804597701149425,0.0621468926553672,-0.0052910052910053,0.016216216216216,-0.06,-0.2231404958677686,-0.175438596491228,-0.1790393013100437,-0.2100840336134454,-0.1607142857142858,-0.2100840336134454,-0.2295081967213115,-0.1607142857142858,-0.1681415929203539,-0.1255813953488372,-0.3974358974358974,-0.3088235294117648,-0.3088235294117648,-0.3088235294117648,-0.2741312741312741,-0.2769230769230769,-0.171806167400881,-0.3648648648648649,-0.2598425196850394,-0.1004784688995215,-0.0829268292682926,-0.0829268292682926,0.0053475935828875,-0.0309278350515463,0.1533742331288343,0.0329670329670328,0.0502793296089385,0.0053475935828875,0.0994152046783625,0.205128205128205
BBXK_89-L^E06,2.0,0.4216760438258809,1.9003070421103289e-07,0.0030616031667491,0.0443723382680997,0.0225754576942051,9.905564583856924e-05,12.09062573606519,1.0,1.0,1.007532534924556,-0.0452674897119342,0.0167364016736402,0.0253164556962024,0.0210084033613446,0.0896860986547085,0.0429184549356223,-0.0689655172413792,-0.0240963855421686,0.0611353711790394,0.151658767772512,0.2029702970297029,0.2789473684210528,0.2590673575129534,0.1682692307692308,0.3351648351648353,0.4294117647058824,0.1911764705882352,0.2590673575129534,0.3651685393258428,0.1911764705882352,0.179611650485437,0.1626794258373207,0.1462264150943395,0.1739130434782609,0.1626794258373207,0.151658767772512,0.1302325581395349,0.1911764705882352,0.0296610169491526,-0.1382978723404254,-0.1290322580645161,-0.200657894736842,-0.1533101045296167,-0.1872909698996655,-0.1163636363636363,-0.0395256916996046,-0.0433070866141731,0.0896860986547085,0.151658767772512,0.1198156682027651,0.0429184549356223,0.0429184549356223,-0.0581395348837209,0.0474137931034484,-0.0081632653061224,0.0429184549356223,-0.0240963855421686,-0.0470588235294116,0.0995475113122172
