firms,age,agr,cashdebt,chcsho,chpmia,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,11.0,0.2935759458559859,0.2118723360016633,0.0015881418740074,-0.8688725473063599,0.1042953598620887,0.0154996353026987,0.0950077399380786,2.8564500396590147e-06,0.3341839565072674,0.725701331822046,0.561439742661885,-0.1260048843556961,-0.5821567311866757,0.1546079746956772,-0.2703920253043227,1.0233296104858705,0.1273584905660376,-0.1239669421487602,-0.2428571428571427,0.0095238095238094,-0.0407239819004524,0.2619047619047621,0.1977401129943503,-0.2638888888888888,-0.168627450980392,-0.1092436974789915,-0.3333333333333333,-0.4143646408839778,-0.4891566265060241,-0.543103448275862,-0.5564853556485356,-0.543103448275862,-0.5742971887550201,-0.5159817351598173,-0.8044280442804428,-0.8206429780033841,-0.7937743190661478,-0.7992424242424243,-0.7862903225806451,-0.792156862745098,-0.7758985200845666,-0.7996219281663516,-0.826797385620915,-0.8245033112582781,-0.8320126782884311,-0.8206429780033841,-0.8309409888357256,-0.8245033112582781,-0.8209459459459459,-0.8175559380378657,-0.8270799347471451,-0.8233333333333334,-0.8293075684380032,-0.822742474916388,-0.8282009724473258,-0.8166089965397924,-0.8018691588785046,-0.7969348659003831,-0.8029739776951672,-0.7913385826771653,-0.735,-0.7579908675799086,-0.7458033573141487,-0.7309644670050761,-0.6882352941176471
BALZ_07-L^I10,11.0,0.210049405852038,0.2402035623409669,2.330997986062803e-06,0.2347359126141023,0.2315650865312265,0.152726628197806,0.1426967753747124,1.8573941257968985e-08,0.0956705992589121,0.2775215002665799,0.2364014314388884,-0.2103886056327937,-0.200166231279162,0.0018689706063438,0.0595439480770558,0.4790343377004821,-0.0126582278481012,0.0675675675675675,0.196969696969697,0.1617647058823528,0.3620689655172415,0.3389830508474578,0.3166666666666669,0.5800000000000001,0.7173913043478262,0.8809523809523812,0.7173913043478262,0.6458333333333335,0.6458333333333335,0.5490196078431373,0.8809523809523812,0.8372093023255816,1.0256410256410255,0.8809523809523812,1.0256410256410255,0.975,0.975,1.1944444444444446,1.1944444444444446,1.1944444444444446,1.6333333333333335,1.6333333333333335,1.46875,1.3235294117647056,0.9268292682926832,0.975,1.0789473684210529,1.1944444444444446,1.393939393939394,1.3235294117647056,1.1944444444444446,1.46875,1.724137931034483,1.724137931034483,1.8214285714285712,1.5483870967741935,1.925925925925926,2.0384615384615383,2.4347826086956523,2.4347826086956523,2.291666666666667,2.16,2.0384615384615383,2.291666666666667,2.95
BBIO_50-L^J00,12.0,0.0577235772357723,0.3907246376811594,0.0014025245441795,2.334090353871304,0.1096311475409836,0.8321299638989169,0.1228763334650254,1.0885958945425105e-05,0.1004065040650406,-0.1580352375867592,9.57504509970591,0.0371845643764965,-0.0979722418254528,0.0486944248412138,0.0486944248412138,0.3916056427333364,-0.0227882037533512,0.0954478707782673,0.041899441340782,0.1748031496062991,0.3180212014134276,0.4429400386847195,0.3866171003717471,0.7070938215102975,0.5349794238683125,0.907928388746803,0.6504424778761064,0.468503937007874,0.3638025594149909,0.2090761750405185,0.270868824531516,0.3866171003717471,0.5040322580645162,0.7975903614457829,0.7719714964370545,0.7110091743119265,0.6541019955654104,0.5906183368869935,0.8284313725490196,1.1014084507042257,1.1686046511627906,1.0779944289693597,1.3167701863354035,1.2335329341317367,1.3385579937304075,1.2268656716417912,1.2071005917159765,0.9946524064171124,0.9276485788113696,0.922680412371134,1.1014084507042257,1.2005899705014746,1.2402402402402402,1.2469879518072289,1.253776435045317,1.2883435582822087,1.6175438596491225,1.645390070921986,1.8365019011406845,1.7326007326007329,1.742647058823529,1.6738351254480288,1.8150943396226416,2.069958847736625,2.422018348623853
BBOU_00-L,11.0,-0.0565665932537382,0.1162565720294426,0.0008759124087591,-0.2457251560620607,0.1384518565135305,-0.1100795755968169,0.0250506978408684,0.0001714608500054,0.0203431088443259,-0.0334987593052109,26.60142791611208,-0.2554807143476336,-0.1940856879743525,-0.2092914124824026,-0.2092914124824026,0.7570302024665084,-0.0862573099415204,0.0178571428571427,-0.0473537604456824,0.0118343195266272,-0.0086956521739131,-0.027027027027027,0.0,0.0788643533123027,0.0133333333333334,0.2690166975881263,0.0771653543307087,-0.0393258426966292,-0.0552486187845304,-0.0325318246110325,-0.0630136986301369,-0.0719131614654002,0.0754716981132075,0.2413793103448276,0.0555555555555553,0.0805687203791469,0.0788643533123027,0.0044052863436123,0.0771653543307087,0.0193740685543963,-0.0129870129870129,0.0379362670713201,0.1772805507745267,0.1833910034602075,0.2930056710775046,0.3625498007968128,0.290566037735849,0.3307392996108951,0.343811394891945,0.2785046728971962,0.2368896925858949,0.2761194029850744,0.2504570383912248,0.2761194029850744,0.2236135957066189,0.2713754646840149,0.2881355932203391,0.2881355932203391,0.2459016393442621,0.2857142857142856,0.1672354948805459,0.1362126245847177,0.1875,0.1916376306620208,0.2236135957066189
BBTU_63-L^C18,10.0,-0.0463743428588211,0.1591272561114919,0.0033422459893048,0.1500521859528822,0.0325913355959273,-0.1286326822296331,-0.0610351929523847,2.699936692843764e-05,0.0407647801697553,0.0332133317849262,4.604003081835934,0.3935705907937143,0.2727246151408675,-0.0243892395649793,0.2264818405743934,0.484016324756892,-0.0181219110378912,-0.0775075987841944,-0.1684931506849314,-0.1060382916053018,-0.1177325581395348,0.1452830188679246,0.0411663807890223,0.0743362831858407,0.1117216117216117,0.209163346613546,0.0686619718309859,-0.0803030303030302,-0.2086049543676662,-0.2478314745972738,-0.2597560975609755,-0.2552147239263803,-0.1819407008086253,-0.1328571428571427,-0.0470957613814756,-0.0844645550527902,-0.0545171339563862,-0.0899550224887555,-0.0425867507886434,0.0393835616438356,0.0116666666666667,0.051993067590988,0.0819964349376114,0.1367041198501872,0.0996376811594204,0.0819964349376114,0.089766606822262,0.2337398373983741,0.2672233820459291,0.2019801980198021,0.2067594433399602,0.3195652173913046,0.3890160183066362,0.3110151187904968,0.3025751072961373,0.331140350877193,0.3518930957683741,0.4877450980392157,0.719546742209632,0.7594202898550724,0.5445292620865141,0.4697336561743341,0.5175000000000001,0.4697336561743341,0.4697336561743341
BBVN_02-L^I99,11.0,-0.0799443865137295,0.1347535298488977,0.0008771091275554,0.03136420249317,0.1620294599018003,-0.3310657596371882,-0.120926864590874,1.3789906646572032e-07,0.0281543274244004,0.0388888888888888,0.7682271669163501,-0.2155073649754501,0.0286641955746703,-0.0732635780421846,-0.0298723897911833,0.6651562533022204,0.0348837209302326,-0.0444444444444445,-0.0444444444444445,0.1168831168831168,0.0683229813664596,-0.0337078651685394,0.3983739837398374,-0.0752688172043011,-0.1809523809523809,0.131578947368421,-0.0752688172043011,-0.238938053097345,-0.1924882629107981,-0.2146118721461187,-0.1485148514851485,-0.0702702702702703,-0.0391061452513966,0.1025641025641024,0.0552147239263804,0.131578947368421,0.131578947368421,0.0238095238095237,0.048780487804878,0.0238095238095237,-0.0114942528735632,-0.0114942528735632,-0.0444444444444445,-0.0282485875706215,0.0238095238095237,0.0299401197604791,0.036144578313253,0.036144578313253,0.1025641025641024,0.1168831168831168,0.0886075949367088,0.131578947368421,0.131578947368421,0.131578947368421,0.1780821917808219,0.3759999999999999,0.5221238938053099,0.3870967741935482,0.34375,0.3129770992366412,0.3129770992366412,0.2835820895522387,0.3333333333333332,0.4098360655737705,0.5636363636363635
BBXK_89-L^E06,11.0,0.0204625985538892,0.2224618871787372,-0.0006958942240779,-1.3823023213088892,0.0538803418803418,-0.0359074578546331,-0.0002717971616609,8.335569660071569e-05,0.1011362299133118,0.134285268414482,13.61196271819437,0.3512801416801415,-0.0313296999931603,0.9976587046449844,-0.0023412953550155,0.7670278247074326,0.041570438799076,-0.0607375271149674,-0.1374501992031871,-0.0960334029227557,-0.1090534979423868,0.0164319248826292,-0.11088295687885,-0.1181262729124236,-0.1830188679245282,-0.1830188679245282,-0.3223787167449139,-0.287828947368421,-0.3348694316436251,-0.3328197226502312,-0.3641703377386196,-0.3787661406025825,-0.3613569321533924,-0.3622974963181149,-0.3884180790960452,-0.4180107526881721,-0.3994452149791955,-0.4354628422425032,-0.3884180790960452,-0.3831908831908831,-0.2795341098169717,-0.2710437710437711,-0.2560137457044673,-0.2430069930069929,-0.2636054421768707,-0.2521588946459413,-0.253448275862069,-0.268581081081081,-0.2831125827814569,-0.2795341098169717,-0.2547332185886402,-0.2443280977312391,-0.2295373665480427,-0.2069597069597069,-0.1624758220502901,-0.134,-0.1442687747035572,-0.1509803921568626,-0.1860902255639097,-0.1657032755298652,-0.1217038539553752,-0.154296875,-0.1592233009708737,-0.1657032755298652,-0.0922431865828091
BCPS_48-L^C06,10.0,0.0010099283727723,0.1217125469636148,0.0029985007496251,-0.256481640328174,0.0405561993047508,0.0631293426968378,-0.0314938619581029,4.307188272249986e-05,-0.0257454048259038,-0.047337443164384,8.43925179010177,-0.1007083317758754,-0.0090615419503112,0.0711422776613079,-0.0009970258212789,0.5416346153974072,0.0190571715145435,0.1102449888641425,0.1028761061946903,0.1127232142857141,0.3620218579234973,0.5015060240963858,0.4042253521126762,0.4182076813655762,0.5151975683890577,0.9284332688588008,0.4618768328445748,0.0505795574288725,0.1278280542986425,0.1968787515006003,0.1278280542986425,0.1189674523007857,0.233910891089109,0.4242857142857144,0.4407514450867054,0.5409582689335395,0.4386724386724387,0.4902840059790732,0.5221374045801528,0.6132686084142396,0.6290849673202614,0.5602503912363068,0.6344262295081968,0.6317512274959083,0.5151975683890577,0.5291411042944787,0.6898305084745764,0.6898305084745764,0.6616666666666668,0.5800316957210778,0.9284332688588008,1.0346938775510206,1.051440329218107,0.9063097514340344,0.8990476190476191,0.8775894538606406,0.8882575757575757,0.8428835489833642,1.0945378151260503,1.0599173553719012,1.0556701030927838,1.043032786885246,0.7996389891696751,0.7249134948096887,0.7101200686106348
BCQE_67-L^A14,11.0,1.1289969937141298,0.0729315205677773,-0.0007876082961407,-2.3863161327754545,0.1345565749235474,1.34435049961568,0.1474364573324992,0.0001092238472558,1.0798529156003875,1.073811356108007,15.60590255242028,3.8667614863856845e-05,0.3425675436716437,0.587738062275179,1.5649828347229036,1.6207328425532976,0.0855374226223972,0.0675878642234906,-0.0410145709660011,0.0952234206471493,0.1644823066841414,0.3256247668780305,0.2834958468761284,0.4488381573583366,0.2023004059539919,0.6355269213069488,0.4488381573583366,0.1169076052796982,0.0105203298265565,-0.1898791885115113,-0.1092731829573935,-0.0567940552016985,-0.0487152034261242,0.1275380710659899,0.0189220183486238,0.0822168087697927,0.029249927599189,-0.0597883597883597,0.1155053358443189,0.114455942301662,0.1906197654941372,0.2688325598000713,0.327109783420463,0.2104904632152588,0.2558303886925794,0.1787728026533996,0.1253958201393288,0.2951895043731778,0.2683797287651677,0.209254848587955,0.3300898203592814,0.3775193798449612,0.311923218899963,0.4108773322747121,0.4193290734824282,0.3679753656658968,0.4976822587442056,0.5299182092122254,0.5332182916307162,0.5980215827338131,0.6235724074920055,0.681968764789399,0.8244353182751538,0.7958564931783729,0.9262872628726287
BCUB_73-L^L00,10.0,0.5054842641049536,0.1729190146514249,0.0001981375074301,-0.4734676231013877,0.1445279866332497,0.5308201732042791,0.2824115139202444,5.431478859230005e-06,0.2560757043515664,0.5072156625290141,2.945786875923027,0.1460815782145421,-0.2795051638665666,0.2316944379253696,0.2316944379253696,0.898304535673428,0.0585585585585584,-0.0711297071129707,-0.1395348837209301,0.1183879093198994,0.168421052631579,0.1999999999999999,0.3703703703703704,0.3454545454545457,0.2197802197802199,0.2944606413994168,0.1532467532467534,0.0596658711217183,-0.057324840764331,-0.2599999999999999,-0.171641791044776,-0.1731843575418994,-0.1882998171846434,0.0160183066361556,-0.0431034482758618,-0.0901639344262293,-0.1638418079096043,-0.3383010432190759,-0.247457627118644,-0.170093457943925,-0.1411992263056092,-0.2127659574468083,-0.1685393258426964,-0.1777777777777778,-0.1638418079096043,-0.1985559566787003,-0.2371134020618556,-0.1927272727272726,-0.2183098591549295,-0.2525252525252525,-0.1927272727272726,-0.1542857142857142,-0.1823204419889501,-0.1606805293005671,-0.1823204419889501,-0.1102204408817635,-0.0882956878850101,-0.0788381742738588,-0.0326797385620913,0.0045248868778282,0.0277777777777779,-0.0022471910112359,0.034965034965035,0.0724637681159421,0.1155778894472363
