firms,absacc,acc,age,agr,chpmia,currat,egr,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.028601458738096,0.028601458738096,4.0,-0.0482998694598122,-2.465255170134889,0.9838182131175762,-0.0264927654371306,8.206154584500793e-06,0.0237458817678872,1.0997220707244386,2.72926964539113,0.1687570330042822,-0.0539200804094252,0.5336225607909503,0.0708795376557703,4.776595744680851,0.4663453262179377,0.0623081090843417,-0.1569767441860465,-0.0826666666666666,-0.0523415977961432,0.2374100719424461,0.0990415335463259,0.1740614334470989,0.186206896551724,0.158249158249158,-0.0417827298050138,0.0117647058823529,0.0238095238095237,0.3079847908745248,0.2329749103942651,-0.31062124248497,-0.4666666666666667,-0.4723926380368097,-0.4723926380368097,-0.31062124248497,-0.328125,-0.4189189189189189,-0.2505446623093682,-0.2921810699588477,-0.4880952380952381,-0.5120567375886524,-0.557840616966581,-0.7250199840127898,-0.6528758829465187,-0.6779026217228464,-0.7079796264855687,-0.73061863743148,-0.7490882567469002,-0.7361963190184049,-0.7361963190184049,-0.7800511508951407,-0.8063063063063063,-0.8011560693641618,-0.7742782152230971,-0.7537580529706513,-0.7562012756909993,-0.7562012756909993,-0.7464996315401622,-0.7440476190476191,-0.693950177935943,-0.6977152899824253,-0.7514450867052023,-0.7278481012658228,-0.738800303720577,-0.7712765957446809,-0.7761873780091086
BALZ_07-L^I10,0.0537624942980385,-0.0537624942980385,4.0,-0.1968686868686869,2.96363510648064,2.131091300646066,-0.124014644282463,3.194058657105966e-08,-0.0338816738816738,0.0687414553917285,5.941997088164869,-0.0080445412319163,-0.0675567182806562,-0.3205582539450917,-0.0862935925358285,-2.319751381215469,1.5559673461211,-0.4893784786641929,0.0,-0.0833333333333332,0.375,0.2222222222222223,0.0999999999999998,0.2222222222222223,0.5714285714285714,0.0,-0.2142857142857143,-0.2142857142857143,-0.1538461538461538,-0.1538461538461538,-0.2142857142857143,-0.2142857142857143,-0.2666666666666666,-0.3125,-0.3529411764705883,-0.3125,-0.3529411764705883,-0.4761904761904761,-0.5416666666666666,-0.56,-0.6206896551724137,-0.6333333333333333,-0.6666666666666667,-0.6944444444444444,-0.6764705882352942,-0.7105263157894737,-0.6944444444444444,-0.7027027027027026,-0.6764705882352942,-0.6857142857142857,-0.6666666666666667,-0.7027027027027026,-0.6857142857142857,-0.7105263157894737,-0.7250000000000001,-0.7250000000000001,-0.7659574468085106,-0.8035714285714286,-0.8135593220338984,-0.828125,-0.8070175438596491,-0.8103448275862069,-0.8166666666666667,-0.7924528301886793,-0.7962962962962963,-0.819672131147541,-0.8135593220338984
BBEK_99-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,6.732034199854978,1.1534737351730815,0.0752351097178683,3.956689869452547e-06,0.0776933701657458,3.296603941420797,1.3565853228452187,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,0.8585088356330185,0.0526632302405497,-0.1495327102803738,-0.4104683195592286,-0.4512820512820512,-0.3435582822085888,-0.455470737913486,-0.4470284237726097,-0.3435582822085888,-0.4397905759162303,-0.5327510917030567,-0.5407725321888412,-0.5711422845691383,-0.5685483870967742,-0.563265306122449,-0.565040650406504,-0.5541666666666667,-0.5407725321888412,-0.5034802784222737,-0.4323607427055702,-0.4200542005420054,-0.4412532637075718,-0.3815028901734103,-0.3971830985915492,-0.3649851632047477,-0.4353562005277044,-0.4216216216216216,-0.4293333333333333,-0.345565749235474,-0.3611940298507462,-0.33125,-0.3515151515151514,-0.3742690058479532,-0.377906976744186,-0.3354037267080745,-0.3141025641025641,-0.4022346368715084,-0.3668639053254438,-0.2818791946308724,-0.2721088435374149,-0.2890365448504982,-0.2671232876712328,-0.2357142857142856,-0.1893939393939393,-0.0572687224669603,-0.0614035087719296,-0.1474103585657369,-0.1193415637860082,-0.0488888888888888,-0.1265306122448979,-0.1507936507936507
BBIO_50-L^J00,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,4.8907441345953,1.3763379204892965,-0.0258785472724599,9.76987661431671e-06,-0.0113001070536457,2.698422842846293,8.517164599247279,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,0.8205275229357798,-0.0562689932359572,0.1176470588235294,-0.1793103448275862,-0.1052631578947369,0.0438596491228071,0.0530973451327434,0.1018518518518516,0.1899999999999999,0.2268041237113403,0.0624999999999997,-0.0555555555555555,-0.0846153846153846,0.0258620689655173,0.0258620689655173,0.0084745762711864,-0.0403225806451613,-0.062992125984252,-0.0325203252032521,0.1226415094339621,0.072072072072072,0.072072072072072,0.202020202020202,0.1226415094339621,0.0258620689655173,-0.062992125984252,-0.1376811594202898,-0.0916030534351145,-0.0846153846153846,-0.0984848484848486,-0.0775193798449612,-0.1793103448275862,-0.2013422818791946,-0.1185185185185185,-0.0846153846153846,-0.184931506849315,-0.2272727272727273,-0.1904761904761904,-0.1052631578947369,-0.0984848484848486,-0.0846153846153846,-0.0325203252032521,-0.0083333333333333,0.0,0.1899999999999999,0.1442307692307691,0.0624999999999997,0.1553398058252426,0.1553398058252426,0.0530973451327434,0.1226415094339621
BBNH_32-L^L97,0.0379427097328962,0.0379427097328962,5.0,-0.0247346072186836,-1.4222696111449045,1.356020942408377,0.006196518146946,0.0002016808637901,-0.1126326963906581,22.65477438333179,-58.80919957545123,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.5364741641337386,0.7949389179755671,-0.0687672982754949,-0.0725274725274724,-0.111328125,-0.0618556701030927,0.0270880361173815,-0.0065502183406114,-0.0277777777777777,0.0317460317460316,0.1070559610705594,0.068075117370892,0.09375,0.0833333333333332,0.1577608142493638,0.2297297297297296,0.1848958333333332,0.1206896551724139,0.1346633416458853,0.2431693989071037,0.3746223564954682,0.346153846153846,0.5116279069767442,0.6485507246376812,0.6851851851851851,0.6308243727598566,0.3829787234042552,0.3957055214723926,0.4308176100628929,0.6666666666666665,0.5582191780821917,0.625,0.4967105263157894,0.4490445859872609,0.5964912280701753,0.763565891472868,0.57439446366782,0.4398734177215189,0.5268456375838926,0.6485507246376812,0.6977611940298505,0.5853658536585364,0.6605839416058392,0.763565891472868,0.77734375,1.116279069767442,1.0312499999999996,1.022222222222222,0.8724279835390945,0.8647540983606556,0.8421052631578945,0.7913385826771653
BBOU_00-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,1.0064204944881563,1.562439024390244,0.0202762268586541,2.2810377925541017e-05,0.1138952164009111,28.49375560516018,-33.43144071823533,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,0.7521951219512195,0.1707122960604854,-0.0015847860538826,-0.0959885386819485,-0.1024182076813656,-0.0125195618153364,-0.0761346998535872,-0.0468277945619336,0.0731292517006803,0.1012216404886561,0.0412541254125413,0.0551839464882941,0.0605042016806722,0.1089630931458698,0.1247771836007127,0.1247771836007127,0.2019047619047618,0.218146718146718,0.354077253218884,0.4406392694063925,0.4340909090909088,0.4742990654205605,0.5427872860635696,0.6096938775510203,0.5315533980582523,0.3511777301927195,0.3747276688453158,0.4053452115812916,0.6304909560723513,0.6262886597938144,0.6693121693121693,0.6389610389610387,0.5894206549118386,0.678191489361702,0.8289855072463765,0.923780487804878,0.8343023255813953,1.0159744408945688,1.160958904109589,1.2375886524822697,1.3457249070631971,1.4940711462450595,1.7434782608695651,1.804444444444444,2.269430051813472,2.3210526315789477,2.2030456852791875,2.392473118279569,2.5852272727272725,2.3386243386243386,2.286458333333333
BBQS_26-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,1.0831851920783535,1.9102374882597613,0.5096315691041705,5.7145891416252726e-05,-0.0281729953830208,2.2770740858394576,6.424087752833208,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,1.1642291694619618,0.1047162649459101,-0.2012578616352202,-0.1117318435754189,-0.1887755102040815,-0.0245398773006133,0.0324675324675325,-0.042168674698795,-0.0479041916167664,-0.0479041916167664,-0.1928934010152283,-0.2672811059907833,-0.3219616204690831,-0.3190578158458244,-0.2318840579710144,-0.3305263157894736,-0.3536585365853658,-0.3536585365853658,-0.2756264236902049,-0.0392749244712991,-0.3402489626556016,-0.3483606557377049,-0.3665338645418325,-0.3429752066115702,-0.376470588235294,-0.4249547920433996,-0.427027027027027,-0.3884615384615384,-0.3131749460043196,-0.2821670428893904,-0.3801169590643274,-0.3999999999999999,-0.4391534391534391,-0.3954372623574144,-0.4165137614678899,-0.4582623509369676,-0.4786885245901638,-0.427027027027027,-0.4044943820224719,-0.4044943820224719,-0.3999999999999999,-0.4044943820224719,-0.4143646408839778,-0.4132841328413283,-0.3248407643312101,-0.369047619047619,-0.3942857142857142,-0.386100386100386,-0.376470588235294,-0.4207650273224044,-0.4430823117338003
BBTU_63-L^C18,0.0208163391741613,0.0208163391741613,3.0,0.0639998295042837,3.622528956816761,1.7808687164470474,0.1444101247543022,3.776935203026082e-05,0.0032181066450705,5.02920142907881,6.342897628681654,0.2509604387640133,0.343948334361398,-0.1990026179961254,-0.0375642581141858,0.6562500000000003,1.4649422482511794,-0.0038942244441521,-0.1408450704225352,-0.1234567901234567,-0.1825657894736843,-0.0273972602739727,-0.1124999999999999,-0.0197238658777121,-0.1124999999999999,-0.1265377855887522,-0.175787728026534,-0.2048000000000001,-0.261515601783061,-0.2073365231259968,-0.1012658227848102,-0.1892332789559543,-0.2412213740458015,-0.2571001494768311,-0.1983870967741936,-0.0622641509433962,-0.1234567901234567,-0.1839080459770115,-0.1892332789559543,-0.1093189964157707,-0.2353846153846154,-0.3283783783783784,-0.3545454545454546,-0.3238095238095237,-0.1798679867986798,-0.2744525547445255,-0.2637037037037038,-0.3238095238095237,-0.3676844783715013,-0.3,-0.2353846153846154,-0.3469119579500658,-0.3528645833333333,-0.3443271767810026,-0.2593144560357675,-0.2559880239520958,-0.231839258114374,-0.2111111111111111,-0.1918699186991871,-0.1341463414634147,-0.006,0.0142857142857142,-0.0551330798479087,-0.0368217054263566,0.0122199592668024,-0.0138888888888889,0.002016129032258
BBVN_02-L^I99,0.0158986461309154,-0.0158986461309154,4.0,-0.0396883369856343,7.063937505530316,1.3856635071090049,-0.1551601423487544,4.176682851355589e-07,0.0725590455320185,0.8304525461417394,-18.4646335609488,-0.2226511198823732,-0.2887801560137094,0.135222999241884,-0.0719730609158999,-0.6037735849056605,0.98281990521327,0.0782773564463706,-0.1616161616161616,-0.2295719844357976,-0.2747252747252747,-0.1983805668016195,-0.2111553784860557,-0.247148288973384,-0.2413793103448275,-0.2204724409448819,-0.2384615384615385,-0.1749999999999999,-0.2079999999999999,-0.1951219512195121,-0.0875576036866359,-0.1238938053097344,-0.0917431192660551,-0.0571428571428571,-0.0341463414634145,0.064516129032258,-0.1121076233183856,-0.0341463414634145,0.0421052631578948,0.0879120879120878,0.0879120879120878,-0.0294117647058823,-0.0341463414634145,0.076086956521739,0.0259067357512954,0.0,0.0531914893617022,0.064516129032258,0.0,-0.0149253731343282,0.076086956521739,-0.0875576036866359,-0.0833333333333333,-0.0571428571428571,0.0476190476190476,0.064516129032258,0.064516129032258,0.0588235294117647,0.0050761421319796,0.0,0.1379310344827586,0.11864406779661,0.0476190476190476,0.0702702702702702,-0.01,-0.1818181818181817,-0.131578947368421
BBXK_89-L^E06,0.0383024921016358,0.0383024921016358,4.0,0.1003023160483705,-0.1277271247417899,1.2947467488021902,0.1000824402308327,8.845332726633827e-05,0.0518548882967822,22.67224845505124,-0.6205770723983202,-0.100418867464029,-0.0404932174810095,-0.0390485061898237,0.0312778421905653,0.3899652260308002,1.0053045859000684,0.0032208907667797,-0.0362694300518133,-0.0252525252525253,-0.0325814536340852,0.1420118343195267,0.0211640211640211,0.0997150997150997,0.1696969696969696,0.1804281345565748,0.1352941176470588,0.1768292682926828,0.1156069364161849,0.1488095238095237,0.3449477351916374,0.2996632996632995,0.2781456953642383,0.3785714285714285,0.3402777777777777,0.445692883895131,0.4676806083650191,0.4511278195488721,0.4349442379182155,0.4846153846153844,0.4036363636363635,0.3402777777777777,0.3835125448028673,0.4566037735849055,0.7545454545454544,0.663793103448276,0.5884773662551439,0.615062761506276,0.6286919831223627,0.6218487394957983,0.7309417040358743,0.6566523605150214,0.4789272030651341,0.5502008032128511,0.685589519650655,0.8293838862559242,0.9108910891089108,1.0315789473684212,1.0,0.8557692307692306,1.120879120879121,1.2705882352941176,0.892156862745098,1.0,1.1685393258426964,0.892156862745098,0.8737864077669901
