firms,absacc,acc,age,agr,cashdebt,chpmia,currat,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchquick,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BLNT_37-L^D19,0.0085503725685106,-0.0085503725685106,6.0,-0.0181313030939354,0.0342059009490042,-0.4007513640038987,1.0662902120740865,0.2775923000504861,-0.0206347201347682,1.401757251833264e-07,0.0010348190195462,-0.0343878218469405,1.8397798083478911,0.0763112825844298,0.0323258143126691,0.0323258143126691,-0.3116132188764844,1.0662902120740865,0.0245977409943091,0.1100485037064153,0.0090634441087613,-0.0250368188512518,0.1033333333333332,0.0746753246753246,0.0781758957654723,0.0408805031446539,-0.0207100591715976,-0.0060060060060059,0.0978441127694857,0.1070234113712373,0.0608974358974359,0.0746753246753246,0.0507936507936508,0.1126050420168067,0.3565573770491803,0.3907563025210085,0.3266533066132264,0.3621399176954731,0.3966244725738397,0.2980392156862745,0.3762993762993765,0.4391304347826088,0.5539906103286385,0.3677685950413223,0.4360086767895879,0.7891891891891891,0.7513227513227514,0.9132947976878614,1.1150159744408947,1.2671232876712328,1.3642857142857143,1.890829694323144,1.7815126050420171,1.5859375,1.488721804511278,1.6910569105691056,1.6910569105691056,1.626984126984127,1.5960784313725491,1.4701492537313432,1.7932489451476794,1.6693548387096775,1.8170212765957443,1.9819819819819815,2.079069767441861,2.894117647058824,2.6373626373626373,2.430051813471503,2.2135922330097086
BPVK_29-L,0.1329589082001389,-0.1329589082001389,31.0,0.0844686080496932,0.391741739392944,0.4322190744357195,1.4760803291024207,0.0320059652066003,0.0017334590846514,0.0001142546001535,0.0567475795427486,0.1461647553108504,53.51286738583181,-0.2416203301264087,-0.0292296205369927,0.0092121427993169,-0.9721438211396743,1.1604382139720366,0.2734941263691814,-0.0213700939585224,-0.0864197530864198,0.0756972111553784,0.215,0.2870762711864407,0.0819234194122884,-0.0932835820895522,-0.1916167664670658,-0.2387218045112782,-0.3031258961858331,-0.329655172413793,-0.2704893425397778,-0.2156229825693996,-0.2087267990882448,-0.2360892801005972,-0.2199036918138041,-0.26497277676951,-0.3017241379310343,-0.2591463414634145,-0.2810650887573963,-0.25115562403698,-0.2700510663863021,-0.2403876211316036,-0.1934948556256223,-0.28,-0.2976878612716763,-0.2358490566037735,-0.2905109489051094,-0.2370486656200942,-0.1686623332192952,-0.2161290322580644,-0.160621761658031,-0.0963183339531423,-0.0898876404494382,0.1281337047353761,0.07001321003963,-0.0537383177570093,-0.1458699472759226,-0.1243243243243242,-0.0395256916996047,-0.002053388090349,0.0460611278519156,-0.0153970826580226,-0.0045063498566161,-0.0012330456226878,-0.1998682910767204,-0.0399051758198339,-0.1258992805755395,-0.0714558654948415,0.0087173100871731
BUBP_92-L^K18,0.5371174728529121,-0.5371174728529121,6.0,-0.4320099063539974,-0.4445572666929918,5.423519522244163,1.184448862381268,-1.2835187629643598,-0.0805857189864946,7.170629268968036e-06,0.0249464695714985,-0.1112689562098234,17.24211889252656,-0.4697895444174627,-0.1993232361005933,-0.3084837111483682,-1.1806017647909737,0.7269715043074885,0.7024263270428558,0.2038594969644405,-0.0062208398133748,0.1182608695652174,0.2318007662835248,0.0716666666666665,0.1585585585585585,-0.0107692307692308,-0.1251700680272108,-0.1681759379042692,-0.2271634615384615,-0.1044568245125348,0.0015576323987538,-0.1494708994708994,-0.2592165898617511,-0.1392235609103078,0.0752508361204011,-0.1583769633507853,-0.2032218091697646,-0.084045584045584,-0.1019553072625698,-0.2726244343891403,-0.2168087697929355,-0.3122994652406416,-0.446167097329888,-0.4264049955396968,-0.3714565004887585,-0.3817307692307693,-0.3757281553398058,-0.4605704697986578,-0.4685950413223141,-0.5091603053435114,-0.5147169811320755,-0.5917460317460317,-0.5808344198174706,-0.6310958118187033,-0.5343953656770457,-0.354417670682731,-0.2158536585365853,-0.0077160493827161,0.1124567474048441,0.0879864636209812,0.0824915824915824,0.0843170320404722,0.0824915824915824,0.1712204007285973,0.2109227871939736,0.1260945709281962,0.3710021321961618,0.4070021881838073,0.2989898989898989
BWQW_65-L^I10,0.0408946992135634,-0.0408946992135634,1.0,-0.0911997504581431,0.1562254847024543,-0.0121978636701093,2.787433700530396,-0.0784485272674248,-0.1765703196813171,4.092293325704226e-06,-0.0637111553008149,-0.1196262995223377,2.0487649631835185,-0.3694742789911922,0.6456223792440737,0.6030027514583179,-0.8497453310696096,1.9706242350061205,0.092523212249552,-0.3783863892346909,-0.1284403669724771,0.101010101010101,-0.0353982300884954,-0.1028806584362139,-0.018018018018018,-0.1279999999999999,-0.1679389312977098,-0.1742424242424242,-0.1583011583011582,-0.1065573770491802,0.0845771144278608,0.0283018867924529,0.1065989847715735,0.289940828402367,0.4533333333333333,0.1847826086956521,0.0686274509803921,0.1847826086956521,0.1295336787564767,0.3885350318471339,0.4630872483221477,0.2748538011695907,0.2528735632183909,0.4829931972789116,0.4533333333333333,0.3374233128834358,0.2748538011695907,0.0046082949308756,-0.0438596491228068,-0.004566210045662,0.1473684210526318,0.1065989847715735,0.1065989847715735,0.2674418604651163,0.1847826086956521,0.09,-0.018018018018018,0.0046082949308756,-0.1417322834645669,-0.1895910780669144,-0.2043795620437956,-0.2214285714285713,-0.0643776824034334,-0.1742424242424242,-0.052173913043478,-0.0353982300884954,-0.0723404255319148,-0.232394366197183,-0.1742424242424242
CWI_80-L,0.1070533476548514,-0.1070533476548514,14.0,-0.0547881601857225,0.1625690788042295,-0.4072025507677849,1.4028837998303647,0.0906604964240639,-0.0551378446115288,0.0001045439217622,-0.0146256529309344,-0.1080925331357536,18.814002557650145,-0.0935368876338278,0.1333824382840051,0.1110106367240665,-1.5572916666666667,0.8517811704834606,0.1358988923601249,-0.0678040629671972,0.0782608695652173,-0.1207951070336391,-0.1015625,-0.2454068241469816,-0.1843971631205673,-0.1958041958041958,-0.2979242979242978,-0.2002781641168289,-0.1481481481481481,-0.1221374045801526,-0.0829346092503986,-0.0120274914089347,0.0034904013961605,-0.0287162162162162,-0.0604575163398692,-0.0204429301533219,0.0213143872113676,0.0727611940298507,0.0550458715596329,0.0267857142857144,0.1143410852713178,0.0176991150442478,0.1616161616161615,0.1274509803921568,0.1880165289256199,0.1929460580912863,0.2863534675615213,0.3009049773755656,0.4339152119700749,0.289237668161435,0.4973958333333335,0.481958762886598,0.7638036809815951,1.1455223880597014,1.121771217712177,0.6335227272727273,0.5091863517060367,0.4593908629441625,0.1186770428015564,0.0890151515151513,0.0747663551401869,-0.0542763157894736,-0.031986531986532,0.1015325670498084,0.123046875,-0.0086206896551723,-0.0680713128038897,0.0890151515151513,0.0648148148148146
CWV_20-L^I06,0.1122679580306698,-0.1122679580306698,14.0,-0.0250652533423657,0.1886185756435398,0.2337714799492982,0.9987979806074204,-0.2697827689372589,-0.1188861985471925,1.2448104395955016e-05,-0.0093247524357925,0.2032308291163876,6.149697766473069,0.0126694617955711,-0.046203623574594,-0.0509895772401839,-2.7422375554460325,0.7904479525603013,0.0619877386890505,-0.0305335418378436,-0.0155210643015519,0.0273348519362186,0.0308571428571429,-0.0311493018259936,0.0562060889929743,-0.1259689922480621,-0.1538461538461538,-0.1293436293436293,-0.1530516431924883,-0.1409523809523809,-0.12,-0.1490566037735848,-0.1530516431924883,-0.0227518959913326,-0.0055126791620728,-0.1174168297455969,-0.1139489194499018,-0.1490566037735848,-0.1601489757914339,-0.1276595744680851,-0.0934673366834171,-0.1024875621890548,-0.1024875621890548,-0.1130776794493608,-0.0870445344129555,-0.0604166666666666,0.0464037122969838,-0.098,-0.088888888888889,-0.0394036208732695,-0.0777096114519427,-0.1466414380321665,-0.2600492206726825,-0.3119755911517925,-0.3238380809595202,-0.3218045112781955,-0.308282208588957,-0.3248502994011976,-0.2824184566428004,-0.3161485974222896,-0.3023975251353441,-0.27491961414791,-0.1829710144927535,-0.0851926977687627,0.0367816091954023,0.0959902794653704,0.0488372093023254,0.0488372093023254,0.0344036697247704
DLY_Y2-L^F16,0.1563055062166962,-0.1563055062166962,14.0,0.0013672409078479,0.0354742345033607,1.7728011927352425,1.753004005340454,0.0080275229357798,-0.0685886050006797,8.860921736697384e-06,-0.0311730926989335,0.0052414825907899,2.5685861547404087,-0.074933439982211,0.9799121796702362,1.0414628498240337,-4.727272727272728,1.3324432576769023,0.1363896848137535,-0.088869205786832,0.1158690176322416,-0.0570071258907363,-0.0977272727272727,-0.148068669527897,-0.0245700245700245,-0.0894495412844037,-0.1995967741935483,-0.2200392927308447,-0.2123015873015872,-0.1293859649122806,-0.1098654708520179,0.0153452685421995,0.0338541666666667,0.0558510638297873,0.0817438692098093,0.0284974093264249,0.2030303030303031,0.2484276729559749,0.2140672782874617,0.2931596091205213,0.4868913857677903,0.4542124542124544,0.4332129963898918,0.6893617021276597,0.6541666666666668,0.55078125,0.6541666666666668,0.5210727969348661,0.4703703703703703,0.4924812030075187,0.6072874493927125,0.55078125,0.6822033898305087,1.05699481865285,0.8465116279069769,0.5210727969348661,0.5387596899224807,0.5037878787878789,0.4813432835820894,0.2367601246105919,0.2253086419753085,0.4924812030075187,0.5691699604743086,0.5691699604743086,0.8638497652582162,0.9271844660194176,0.9271844660194176,1.2429378531073447,1.0894736842105264
DOQX_41-L^J16,0.0909090909090909,-0.0909090909090909,15.0,-0.0402969247083774,0.1353770418438129,-0.1423571423862093,1.497447978013349,0.1447368421052632,-0.0418470418470417,5.360071822066799e-07,-0.0231530576175326,-0.0325775918996258,0.9542244539959178,0.0077695963115194,-0.3689834314095211,-0.3744630080696499,-1.2115384615384617,0.917157440125638,0.167128164556962,-0.0587797619047618,-0.1441441441441442,0.3058823529411767,0.563380281690141,0.1562500000000002,0.168421052631579,-0.1048387096774192,-0.3018867924528301,-0.3018867924528301,-0.3764044943820224,-0.2499999999999999,-0.1868131868131867,-0.3018867924528301,-0.2127659574468083,0.0776699029126213,0.2685714285714287,-0.1328124999999999,-0.1328124999999999,-0.159090909090909,-0.3431952662721893,-0.3967391304347826,-0.2861736334405144,-0.4079999999999999,-0.4126984126984125,-0.4943052391799544,-0.4558823529411764,-0.4558823529411764,-0.5110132158590308,-0.5873605947955389,-0.5680933852140078,-0.5450819672131146,-0.5215517241379309,-0.4663461538461538,-0.483720930232558,-0.486111111111111,-0.5422680412371133,-0.5184381778741866,-0.3850415512465373,-0.2291666666666665,-0.2397260273972602,-0.1927272727272726,-0.1395348837209301,-0.0672268907563024,-0.1526717557251907,-0.2499999999999999,0.0673076923076922,0.1443298969072166,0.0471698113207548,0.4050632911392406,0.2197802197802199
DOS_59-L,0.0596490355430801,-0.0596490355430801,33.0,0.0190357366377372,0.2123987252619797,0.1574310616516059,0.9733267081119934,-0.1563093101291631,-0.0713515203851797,0.0114653278218251,0.0455915798634035,0.2170409729459432,132.95150156171258,-0.1983677551264245,0.0139224226275037,-0.004815414696393,-1.373703438423721,0.7534394481698488,0.0442477874924416,-0.0726598646561372,0.0364077669902911,-0.0143540669856457,-0.055045871559633,-0.1743486973947896,-0.1289640591966173,-0.2642857142857142,-0.2957264957264957,-0.28719723183391,-0.3408,-0.3016949152542373,-0.2563176895306859,-0.2284644194756554,-0.2015503875968992,-0.2616487455197133,-0.2196969696969697,-0.2933104631217839,-0.2969283276450511,-0.2809773123909249,-0.3481012658227848,-0.3408,-0.2847222222222222,-0.289655172413793,-0.2884283246977547,-0.237037037037037,-0.2495446265938069,-0.3098827470686767,-0.3190082644628098,-0.3622291021671826,-0.2809773123909249,-0.3641975308641976,-0.3223684210526315,-0.2563176895306859,-0.2603231597845601,-0.1540041067761807,-0.2454212454212454,-0.337620578778135,-0.3501577287066245,-0.2945205479452054,-0.2746478873239436,-0.2993197278911564,-0.3178807947019867,-0.2993197278911564,-0.2576576576576576,-0.3016949152542373,-0.1841584158415841,-0.0440835266821344,-0.0236966824644548,-0.0824053452115812,-0.0945054945054943
DPCZ_02-L^F20,0.0070800086508144,-0.0070800086508144,7.0,0.5657627663147443,0.1826087837906324,-0.798083482639221,1.1946962200672868,1.842359864352683,0.3162100326682061,1.0711594430018092e-08,0.0134051780785911,0.037188461459043,0.1322484954635135,-0.5167775036524939,0.1780593939535044,0.1780593939535044,-0.1459408728296576,1.1946962200672868,0.0413027421831951,0.4877013948587117,-0.135593220338983,-0.0781250000000001,-0.0483870967741936,-0.2027027027027027,-0.144927536231884,-0.1917808219178082,-0.2133333333333333,-0.2027027027027027,-0.2236842105263158,-0.1323529411764706,-0.1690140845070422,-0.144927536231884,-0.0634920634920636,0.3111111111111111,0.3720930232558139,-0.0166666666666667,0.0535714285714283,-0.0483870967741936,-0.1323529411764706,-0.0923076923076924,-0.0483870967741936,-0.2236842105263158,-0.2133333333333333,-0.2236842105263158,-0.0166666666666667,0.1346153846153845,0.0925925925925925,0.0925925925925925,0.2826086956521738,0.4047619047619046,0.5128205128205128,0.5526315789473684,0.1799999999999999,1.2692307692307692,1.6818181818181817,1.95,1.6818181818181817,3.5384615384615383,2.6875,2.4705882352941173,1.4583333333333337,1.4583333333333337,1.5652173913043477,1.5652173913043477,1.4583333333333337,1.95,2.2777777777777777,1.95,1.6818181818181817
