firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.1114775529607511,-0.1114775529607511,9.0,-0.038750655556203,1.2475081149621563,0.909863609408974,0.0809958223207434,0.0179411442949348,-0.0610274237157165,5.685492275628872e-06,0.066196608589243,0.012144494643547,0.1136925569102225,-0.2789975781603455,0.0274655057653525,0.1102965968820995,-2.2711864406779663,0.3447321605060289,0.1120633813343963,-0.0829103214890016,0.1498054474708172,0.1193181818181818,0.1915322580645162,0.1588235294117648,0.2494714587737843,0.1172022684310019,-0.034313725490196,-0.0215231788079469,-0.063391442155309,0.0,-0.0574162679425837,-0.0215231788079469,-0.0016891891891891,0.017211703958692,-0.0358890701468188,-0.015,-0.0483091787439613,-0.011705685618729,-0.0421393841166936,0.0224913494809688,0.1046728971962618,0.132183908045977,0.0985130111524164,0.1633858267716534,0.4775,0.3493150684931507,0.4172661870503598,0.5,0.7382352941176471,0.6508379888268156,0.9188311688311688,0.8821656050955413,1.1727941176470589,1.0957446808510638,1.1648351648351647,1.1335740072202167,1.273076923076923,1.525641025641026,1.30859375,1.615044247787611,1.5807860262008733,1.5921052631578951,1.7110091743119265,1.6621621621621618,1.686363636363636,1.4421487603305785,1.1258992805755397,1.2386363636363638
BALZ_07-L^I10,0.0399728572919929,0.0399728572919929,9.0,-0.0781461604052766,-2.6308395745698183,2.179195852407479,0.3029322984044847,0.1988909892879648,-0.0649545881616034,1.811823510696633e-08,-0.1352058985805286,0.1864200722710116,0.3450155161829416,0.2928500062155283,0.2326420577144838,0.0911540034953092,0.3810708598726114,1.687110473774199,-0.0158417697787775,-0.025,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333335,0.3333333333333335,0.25,0.1764705882352941,-0.0243902439024389,0.0,0.0526315789473683,0.1111111111111111,0.2121212121212121,0.1764705882352941,0.1111111111111111,0.25,0.3793103448275863,0.3793103448275863,0.4285714285714286,0.2903225806451615,0.4814814814814814,0.5384615384615385,0.7391304347826086,0.7391304347826086,0.6666666666666667,0.6000000000000001,0.5384615384615385,0.6666666666666667,1.0,1.0,1.0,1.0,0.9047619047619048,0.8181818181818183,0.7391304347826086,0.7391304347826086,0.5384615384615385,0.4814814814814814,0.3793103448275863,0.3333333333333335,0.25,0.1764705882352941,0.142857142857143,0.2121212121212121,0.25,0.25,0.6666666666666667,0.6666666666666667
BAMD_17-L^J98,0.006616110691122,-0.006616110691122,9.0,0.2759953027639453,0.7513149923287484,1.4497230670615062,0.070531720444922,0.0885401189833655,0.010325235692532,7.78831980330789e-08,0.0991182176650628,0.1078766168920796,-0.0504828825837672,0.0684299553759657,-0.6329725441464642,-0.1050893585137857,-0.1388709469060845,1.269354424082983,0.1509468879156127,0.2034632034632033,-0.0833333333333333,-0.0833333333333333,-0.2299999999999999,-0.1569343065693431,-0.2401315789473683,-0.25,-0.2350993377483443,-0.2006920415224913,-0.2735849056603774,-0.1779359430604982,-0.0128205128205127,-0.0685483870967741,-0.0685483870967741,-0.0685483870967741,0.03125,0.0452488687782806,0.09478672985782,0.05,0.0794392523364486,0.0845070422535212,0.155,0.1105769230769231,0.09478672985782,0.1379310344827586,0.1213592233009708,0.1323529411764705,0.126829268292683,0.1435643564356434,0.4259259259259258,0.3915662650602411,0.4713375796178343,0.5931034482758621,0.560810810810811,0.4259259259259258,0.3050847457627119,0.4000000000000001,0.4620253164556962,0.375,0.2692307692307691,0.3050847457627119,0.4085365853658538,0.5,0.1379310344827586,0.0744186046511627,0.0176211453744492,-0.0334728033472803,0.0221238938053098,0.1
BBIO_50-L^J00,0.0644927244145269,-0.0644927244145269,9.0,-0.0167079702614118,-7.698985290587784,1.052160953800298,0.1057007125890736,-0.236072807501379,0.0235801523640559,9.167632998539589e-06,0.105364137820769,-0.3581779101926373,-0.1495289040013775,-0.408402257365042,-0.155822604587185,-0.2162022503252476,-0.5797101449275363,0.7727272727272727,-0.0135746606334841,-0.0344036697247707,-0.0332594235033257,-0.0703624733475479,0.0686274509803921,0.2281690140845071,0.2674418604651163,0.2144846796657382,0.3540372670807454,0.3053892215568863,0.3667711598746082,0.3014925373134329,0.289940828402367,0.1657754010695187,0.1266149870801034,0.1237113402061855,0.2281690140845071,0.2861356932153394,0.3093093093093093,0.3132530120481929,0.3172205438066466,0.3374233128834358,0.5298245614035089,0.5460992907801421,0.6577946768060838,0.5970695970695972,0.6029411764705883,0.5627240143369177,0.6452830188679246,0.7942386831275721,1.0,1.046948356807512,0.990867579908676,1.0663507109004744,1.2590673575129534,1.3440860215053765,1.202020202020202,1.0663507109004744,1.1372549019607845,1.1062801932367154,1.056603773584906,1.0761904761904764,1.3191489361702131,1.202020202020202,1.0761904761904764,1.3956043956043955,1.408839779005525,1.1372549019607845,1.4494382022471912,1.6265060240963858
BBOU_00-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,1.7776856372976884,1.3946345256609642,0.0908571428571428,-0.0312645823611759,-0.018684603886395,2.5537584038886904e-05,-0.0093412592502729,-0.0493759992445892,0.1117722007722007,-0.1013909384160723,0.373706969607158,0.2885935840626945,-0.4890510948905109,0.6687402799377916,0.3568559954102123,0.0236966824644551,-0.001577287066246,-0.0704845814977972,-0.0031496062992125,-0.0566318926974664,-0.0865800865800865,-0.0394537177541729,0.0895008605851981,0.0951557093425605,0.1965973534971645,0.260956175298805,0.1943396226415095,0.2315175097276265,0.2436149312377211,0.1831775700934581,0.1446654611211573,0.1809701492537312,0.1572212065813529,0.1809701492537312,0.1323792486583184,0.1765799256505575,0.192090395480226,0.192090395480226,0.1530054644808742,0.1898496240601503,0.0802047781569965,0.0514950166112957,0.0989583333333334,0.1027874564459929,0.1323792486583184,0.1425992779783393,0.1678966789667897,0.2011385199240987,0.299794661190965,0.299794661190965,0.2149712092130518,0.2103250478011471,0.1657458563535911,0.2080152671755724,0.1223404255319149,0.2267441860465116,0.2485207100591715,0.1593406593406594,0.1384892086330935,0.1700554528650646,0.0514950166112957,0.0360065466448444,0.1446654611211573,0.1509090909090908
BBQS_26-L^G99,0.0733771192912784,-0.0733771192912784,9.0,-0.0462548492987168,0.459439906623675,1.770366683258669,0.1156758803483528,-0.0216284987277355,-0.0581029479150742,1.092763596819639e-05,-0.0475678901820352,0.0360340054750595,-0.0058222356646134,0.0342610208663788,-0.0063231887698314,0.0629123880801611,-1.6844319775596075,1.0174216027874563,-0.0358355925337322,-0.0388349514563105,-0.093841642228739,-0.083086053412463,-0.0462962962962963,-0.0283018867924529,-0.0579268292682926,-0.1196581196581196,-0.1510989010989011,-0.1932114882506528,-0.2097186700767264,-0.1693548387096775,-0.2275,-0.1487603305785124,-0.1221590909090909,-0.1464088397790055,-0.1715817694369973,-0.1464088397790055,-0.1171428571428572,-0.1510989010989011,-0.1368715083798883,-0.1648648648648649,-0.1043478260869565,-0.1320224719101124,-0.0857988165680473,-0.0032258064516129,-0.0692771084337349,-0.1171428571428572,-0.1953125,-0.2157360406091371,-0.1368715083798883,-0.1603260869565218,-0.1648648648648649,-0.1693548387096775,-0.1368715083798883,-0.1171428571428572,-0.1368715083798883,-0.0462962962962963,-0.0748502994011975,-0.1069364161849711,-0.1368715083798883,-0.0911764705882353,0.0098039215686274,-0.0403726708074535,-0.0857988165680473,-0.0857988165680473,-0.1171428571428572,-0.1368715083798883,-0.0283018867924529,0.0032467532467532
BBTU_63-L^C18,0.0705064089741025,-0.0705064089741025,9.0,0.1005559506108991,-2.349539087744619,0.4153820924893408,0.0233869283775318,-0.0284094196609384,0.0828165633126624,1.662339718820313e-05,0.0565324196780658,-0.5187220805816266,-0.1654510686266151,-0.5182737288964472,-0.0138922145434006,-0.1029475233117125,-1.5172185430463578,0.4011971138078058,-0.0021963081106521,-0.0392156862745097,0.0327102803738317,-0.0059970014992504,0.0457413249211355,0.1352739726027396,0.1049999999999999,0.1490467937608319,0.1818181818181816,0.2415730337078652,0.2010869565217392,0.1818181818181816,0.1903052064631956,0.3475609756097562,0.384133611691023,0.3128712871287129,0.3180914512922463,0.4413043478260869,0.5171624713958809,0.4319654427645789,0.4227467811158798,0.4539473684210526,0.4766146993318485,0.625,0.8781869688385271,0.9217391304347824,0.6870229007633586,0.6053268765133173,0.6575,0.6053268765133173,0.6053268765133173,0.5171624713958809,0.5454545454545454,0.6053268765133173,0.56,0.6370370370370371,0.6053268765133173,0.7493403693931397,0.8314917127071821,0.8065395095367847,0.6451612903225805,0.5975903614457829,0.7774798927613942,0.6870229007633586,0.4766146993318485,0.4136460554371,0.3,0.3475609756097562,0.6913265306122449,0.8214285714285714
BBVN_02-L^I99,0.0619102797550074,-0.0619102797550074,9.0,0.0049784268171257,0.4993792887212329,1.4235209235209236,0.1833590138674884,-0.2844961240310077,-0.0066214202946532,1.3133159372419113e-07,0.0514437437769664,-0.0785626086227288,0.0390344119157677,-0.1305940598869892,-0.0550776963647304,0.148336189813719,-0.9894179894179896,0.9992784992784992,0.0956072351421187,0.0723684210526314,0.0,-0.0952380952380952,-0.073170731707317,-0.0952380952380952,-0.1264367816091953,-0.1264367816091953,-0.1555555555555555,-0.1412429378531073,-0.0952380952380952,-0.089820359281437,-0.0843373493975903,-0.0843373493975903,-0.0256410256410256,-0.0129870129870129,-0.0379746835443037,0.0,0.0,0.0,0.0410958904109588,0.2159999999999999,0.3451327433628319,0.2258064516129032,0.1875,0.1603053435114503,0.1603053435114503,0.1343283582089551,0.1782945736434107,0.2459016393442623,0.3818181818181816,0.357142857142857,0.3944954128440365,0.52,0.5833333333333335,0.6521739130434783,0.6703296703296704,0.8313253012048194,0.7674418604651163,0.7674418604651163,0.6000000000000001,0.7674418604651163,0.8765432098765431,0.6703296703296704,0.6521739130434783,0.1875,0.1259259259259257,0.0555555555555555,0.2459016393442623,0.1782945736434107
BBXK_89-L^E06,0.0215899277305577,-0.0215899277305577,9.0,0.0788673837383266,-0.4113075952344837,1.805081403864571,0.045098202166265,0.0994514030488396,-0.0075451115858348,7.019402193702969e-05,0.0378746121986173,0.0514104828143871,-0.0360681028252935,0.0614244042492683,0.031649881213551,0.0346197395593346,-0.1888417704744235,1.5543349670441102,0.0843934952154432,-0.0483870967741936,0.0319001386962551,-0.0299869621903519,0.0508474576271187,0.0598290598290598,0.237936772046589,0.2525252525252526,0.2783505154639174,0.3006993006993008,0.2653061224489796,0.2849740932642488,0.2827586206896553,0.2567567567567568,0.2317880794701987,0.237936772046589,0.2805507745266782,0.2984293193717278,0.3238434163701067,0.3626373626373627,0.4390715667311413,0.488,0.4703557312252966,0.4588235294117648,0.3984962406015038,0.4335260115606936,0.5091277890466532,0.453125,0.4446601941747572,0.4335260115606936,0.5597484276729563,0.5060728744939271,0.488,0.5060728744939271,0.6644295302013425,0.6280087527352298,0.5829787234042554,0.572938689217759,0.5152749490835031,0.5796178343949046,0.4645669291338583,0.4969818913480888,0.5796178343949046,0.6570155902004455,0.4362934362934365,0.5467775467775471,0.488,0.4446601941747572,0.3880597014925373,0.411764705882353
BCPS_48-L^C06,0.056855716097118,-0.056855716097118,9.0,0.0151417170076181,-1.438734280729114,1.1090455678984357,0.0450979373408842,0.0821036548590729,-0.0437375745526743,3.997134284642944e-05,-0.0438636614564439,-0.0373139657502982,-0.2159866155778414,0.1406080347883724,0.5035264181005197,-0.6838991502879308,-1.0906906906906908,1.0387667195647243,-0.1654538274947819,0.0695517774343121,-0.0663780663780664,-0.0328849028400598,-0.0122137404580152,0.0469255663430421,0.0571895424836601,0.0125195618153364,0.0606557377049179,0.0589198036006546,-0.0167173252279635,-0.0076687116564416,0.0966101694915253,0.0966101694915253,0.0783333333333333,0.0253565768621235,0.2514506769825919,0.3204081632653059,0.3312757201646088,0.2370936902485658,0.2323809523809523,0.2184557438794727,0.2253787878787878,0.1959334565619221,0.3592436974789916,0.3367768595041323,0.3340206185567012,0.3258196721311475,0.1678700361010829,0.1193771626297577,0.1097770154373927,0.0351999999999999,0.1174438687392054,0.1193771626297577,0.1410934744268077,0.1174438687392054,0.0606557377049179,0.0658978583196046,0.0141065830721003,0.0554649265905382,-0.0499265785609397,-0.0152207001522071,0.0109374999999998,0.0385232744783305,-0.0874471086036671,-0.0663780663780664,-0.0485294117647059,-0.0822695035460993,0.001547987616099,0.0318979266347687
