firms,absacc,acc,age,agr,cashdebt,chpmia,currat,egr,grltnoa,herf,invest,lgr,pchcapx_ia,pchcurrat,pchquick,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.1110332982731763,-0.1110332982731763,14.0,-0.1812127992406081,-0.1180840664711632,-1.607884091573341,1.4047322369952484,-0.2502783995680588,-0.0500978577800263,2.067463555554656e-08,-0.000542422789506,-0.129401258717469,-5.235044595713087,-0.1220215991581263,-0.1689306507789129,-1.0932878867330886,0.9972203584779066,-0.1326859056979605,-0.2264079107949389,0.3076923076923077,-0.2352941176470588,-0.2121212121212121,-0.2777777777777777,-0.4468085106382978,-0.48,-0.48,-0.4901960784313726,-0.5357142857142858,-0.6338028169014085,-0.6578947368421053,-0.5272727272727273,-0.5094339622641509,-0.6388888888888888,-0.6388888888888888,-0.7450980392156863,-0.7450980392156863,-0.7739130434782608,-0.7475728155339806,-0.8289473684210527,-0.8602150537634409,-0.8414634146341463,-0.8586956521739131,-0.8712871287128713,-0.8631578947368421,-0.8712871287128713,-0.8617021276595744,-0.8638743455497382,-0.8375,-0.7984496124031008,-0.7952755905511811,-0.8311688311688312,-0.7678571428571429,-0.7346938775510203,-0.7346938775510203,-0.6790123456790124,-0.675,-0.6941176470588235,-0.6666666666666667,-0.6708860759493671,-0.6486486486486487,-0.6060606060606061,-0.6176470588235294,-0.5517241379310345,-0.559322033898305,-0.5666666666666667,-0.48,-0.4347826086956522,-0.3809523809523809
BBOU_00-L,0.0216470588235294,-0.0216470588235294,14.0,0.04883166969147,0.1612550471063257,0.3263257736362276,0.9956539454026893,0.1569307885097358,-0.056636678200692,0.0001196105886135,-0.0619328493647912,0.0082777261593039,2.7479597727809963,-0.0334898029650001,-0.0482722569173726,-0.2418058132343846,0.6811082439223143,0.079366050666993,-0.120037438577334,-0.0852130325814537,0.017857142857143,0.0827679782903663,-0.062279670975323,-0.0720930232558139,-0.1182320441988951,-0.130718954248366,-0.082758620689655,-0.0589622641509434,0.0165605095541401,0.0711409395973154,0.1400000000000001,0.1400000000000001,0.1615720524017467,0.0827679782903663,0.0,0.0404172099087354,0.1006896551724139,0.1145251396648046,0.1145251396648046,0.2201834862385321,0.064,0.1037344398340249,0.2127659574468086,0.314662273476112,0.3830155979202774,0.3711340206185567,0.3255813953488373,0.3878260869565217,0.5346153846153847,0.5801980198019803,0.6694560669456067,0.7733333333333334,0.6024096385542168,0.4123893805309735,0.3168316831683169,0.3211920529801324,0.2566929133858269,0.2768000000000001,0.1666666666666667,0.1875,0.1114206128133705,0.1804733727810652,0.1565217391304347,0.1351351351351351,0.1666666666666667,0.2586750788643535,0.1822222222222222,0.4805194805194808
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,7.471314312137791,1.8613333333333333,0.8411764705882353,0.1253396739130146,3.315662571069496e-07,0.2216981132075471,-0.108730583824317,-1.6116104040842278,-0.2328427255985267,-0.2464646464646464,-2.256756756756757,1.8,0.0007898894154818,0.2272727272727272,-0.075,0.5384615384615385,0.5384615384615385,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,0.0,0.0,0.6666666666666667,0.0,0.0,0.0526315789473683,0.142857142857143,0.3333333333333335,0.6000000000000001,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.6000000000000001,0.6000000000000001,1.0,0.4814814814814814,0.8181818181818183,0.25,1.5,1.5,0.8181818181818183,0.0,0.0,0.0,0.1111111111111111,0.1764705882352941,0.3793103448275863,0.3793103448275863,0.4285714285714286,0.3793103448275863,0.5384615384615385,0.8181818181818183,0.8181818181818183,0.7391304347826086,0.7391304347826086,0.5384615384615385
BBTU_63-L^C18,0.0619098767326479,-0.0619098767326479,13.0,0.0745087220406604,0.1377533193570929,-0.0054205187480271,0.455864342910975,0.0755260420833665,0.0276405298961602,1.6276456000893148e-05,-0.016489113365307,0.0730680429172891,-5.0466169330770265,-0.1142927552111657,-0.1122302340207618,-2.114605171208945,0.4346679227508243,0.0397320535892821,0.0532202960900924,0.1105263157894735,-0.188034188034188,-0.1684901531728666,-0.2857142857142858,-0.3581081081081081,-0.3790849673202614,-0.367720465890183,-0.2975970425138633,-0.2504930966469428,-0.2534381139489194,-0.2354124748490945,-0.1121495327102805,-0.1441441441441442,-0.3448275862068966,-0.3634840871021776,-0.3591905564924115,-0.3493150684931507,-0.291044776119403,-0.2354124748490945,-0.3153153153153153,-0.3459552495697073,-0.246031746031746,-0.1862955032119915,-0.1774891774891775,-0.1862955032119915,-0.2748091603053435,-0.2870544090056285,-0.2936802973977696,-0.3698175787728027,-0.4153846153846154,-0.4395280235988201,-0.3949044585987261,-0.073170731707317,-0.205020920502092,-0.2415169660678643,-0.1827956989247312,-0.2504930966469428,-0.3493150684931507,-0.3624161073825503,-0.3739703459637562,-0.4224924012158055,-0.4794520547945206,-0.4403534609720176,-0.4476744186046512,-0.2830188679245283,-0.3481989708404803,-0.3274336283185841,-0.304029304029304,-0.2430278884462151
BBXK_89-L^E06,0.1263906056860321,-0.1263906056860321,14.0,-0.065146749161619,0.1127210112972995,0.127555870782145,2.14798949051862,-0.3366986696516983,-0.1122292685547688,6.219496948010806e-05,-0.1372995034705072,0.3556588840522356,0.4869419765526114,0.2105272664841866,0.277482391539601,-6.148366013071896,1.9621887137308656,0.1461865403616631,0.0073925480144135,0.1715210355987055,-0.0521472392638037,-0.015923566878981,-0.1534246575342466,-0.1464088397790055,-0.1737967914438504,-0.1603260869565218,-0.3223684210526315,-0.3009049773755656,-0.2763466042154566,-0.2389162561576354,-0.1120689655172414,0.0265780730897009,-0.0403726708074535,0.0546075085324231,0.0032467532467532,0.0510204081632652,-0.0096153846153846,-0.0313479623824451,0.1155234657039709,0.1704545454545454,0.4045454545454543,0.3318965517241379,0.3434782608695652,0.2983193277310925,0.2409638554216866,0.1884615384615384,0.0957446808510638,0.0032467532467532,0.1155234657039709,0.0032467532467532,0.0032467532467532,-0.0748502994011975,-0.1120689655172414,0.0618556701030927,-0.0748502994011975,-0.1693548387096775,-0.3522012578616351,-0.3148558758314855,-0.2863741339491917,-0.3297180043383948,-0.3844621513944223,-0.3549060542797495,-0.3641975308641976,-0.2746478873239436,-0.3655030800821356,-0.3706720977596741,-0.4169811320754717,-0.4169811320754717
BCPS_48-L^C06,0.0439181240687005,-0.0439181240687005,13.0,-0.0099882949668357,0.1109114127607245,0.2113284874872609,1.4788245462402767,-0.017326888065792,-0.0191357540585025,5.761011172980349e-06,0.0197424892703862,0.0035061120060646,-6.109623568922483,0.0098910054219582,0.0093884000111999,-1.4082145850796313,1.4094332633658475,0.0154449824678577,-0.3722427868769332,0.0760233918128656,-0.243362831858407,-0.1895734597156397,-0.2991803278688525,-0.3643122676579925,-0.3870967741935484,-0.310483870967742,-0.1778846153846154,-0.243362831858407,-0.2815126050420168,-0.3048780487804878,-0.1778846153846154,-0.05,-0.2565217391304347,-0.3473282442748092,-0.3423076923076923,-0.4261744966442953,-0.3423076923076923,-0.33203125,-0.4242424242424243,-0.43,-0.4605678233438486,-0.4554140127388535,-0.3957597173144876,-0.7159468438538206,-0.7116357504215851,-0.6797752808988764,-0.6994727592267136,-0.7644628099173554,-0.7302839116719243,-0.7393292682926829,-0.7608391608391609,-0.7983490566037736,-0.8344627299128751,-0.8133187772925764,-0.8074324324324325,-0.8108407079646017,-0.8315270935960591,-0.8316929133858267,-0.8284854563691073,-0.8095768374164811,-0.8108407079646017,-0.8091517857142857,-0.7663934426229508,-0.7424698795180723,-0.7591549295774648,-0.7567567567567568,-0.7401215805471124,-0.6692456479690523
BCQE_67-L^A14,0.1939937866758715,-0.1939937866758715,14.0,-0.1943405634505111,-0.0745637635483127,-0.9205374735043818,1.195095948827292,-0.8254545454545454,-0.1373835001724995,4.5678537828906857e-05,-0.1320119670905011,-0.1244232987312572,-1.5110776075846248,0.296269592111936,0.3738358331984739,-1.6168009205983889,0.90227434257285,0.2698133145473758,-0.1133155284242655,0.0503597122302157,-0.2011494252873562,-0.1089743589743589,-0.3387250237868696,-0.438610662358643,-0.450592885375494,-0.5203588681849551,-0.4034334763948498,-0.4870848708487085,-0.5010768126346016,-0.423714759535655,-0.0671140939597315,0.5241228070175441,-0.3199608610567515,-0.3317307692307693,-0.5609602021478206,-0.5952242283051835,-0.5980335454019664,-0.5617906683480454,-0.6257404415724286,-0.6749298409728719,-0.6198030634573304,-0.6500503524672709,-0.6338250790305584,-0.5952242283051835,-0.7729500163345312,-0.7581767571329158,-0.7620677850051352,-0.7479143997098295,-0.8065144766146993,-0.7742040285899935,-0.788109756097561,-0.7929082240762813,-0.8234696469392939,-0.8005166475315729,-0.8,-0.7883033810539141,-0.8225229826353422,-0.8198548470710212,-0.8044456949915588,-0.7912285971763292,-0.8124662709120345,-0.7858243451463791,-0.7722804718217562,-0.7407683700111898,-0.749006861682918,-0.7166734610680798,-0.7648849797023004,-0.6801656695812242
BCZB_W7-L^G07,0.0655844761638212,-0.0655844761638212,14.0,0.0679077843156168,0.1279723303069606,0.0411553348586054,0.7918436703483432,-0.0128283445326817,0.0303199925366172,0.0002767790613001,0.0859457895244525,0.1404775124930594,1.0339236743575764,-0.0768938344321874,-0.0719991875729217,-1.931318681318681,0.6323279524214104,0.0575112951807228,-0.0047552771978659,0.0292207792207792,-0.1420612813370473,-0.1072463768115942,-0.2613908872901678,-0.28538283062645,-0.3275109170305676,-0.326039387308534,-0.347457627118644,-0.3109619686800894,-0.263157894736842,-0.2560386473429951,-0.28538283062645,-0.2506082725060827,-0.283720930232558,-0.3333333333333333,-0.3876739562624255,-0.3815261044176707,-0.3185840707964601,-0.3200883002207505,-0.2919540229885057,-0.2613908872901678,-0.3215859030837004,-0.3125,-0.3170731707317072,-0.2769953051643192,-0.2560386473429951,-0.1630434782608696,-0.1444444444444445,-0.0096463022508037,-0.1979166666666666,-0.1020408163265306,0.0098360655737705,-0.183023872679045,-0.2280701754385965,-0.1808510638297872,-0.2649164677804296,-0.2735849056603774,-0.3739837398373983,-0.2786885245901638,-0.3446808510638298,-0.2919540229885057,-0.3170731707317072,-0.3,-0.2542372881355932,-0.3701431492842535,-0.441016333938294,-0.4577464788732394,-0.498371335504886,-0.5254237288135593
BDAJ_H9-L,0.0915446941975953,-0.0915446941975953,7.0,-0.0363123115416694,0.2190345119627355,1.85428719889509,1.8931646932185144,0.0546095126247797,-0.0914793518034479,1.755783339931011e-06,-0.0359273753769166,-0.0849467815509376,-2.3599553919343115,0.0108288257671594,0.0019712117714734,-1.1092636579572444,1.706404736275565,0.1105798421372191,-0.23781643805063,0.224188790560472,-0.0762942779291552,0.0560747663551401,-0.0788043478260869,-0.146095717884131,-0.1125654450261779,-0.1670761670761671,-0.0258620689655172,-0.0314285714285713,0.0626959247648903,0.0796178343949045,0.2792452830188681,0.339920948616601,0.0865384615384614,0.0303951367781154,0.1569965870307166,0.107843137254902,0.3088803088803089,0.2840909090909091,0.32421875,0.4425531914893617,0.3950617283950617,0.339920948616601,0.4125000000000001,0.4487179487179489,0.4549356223175966,0.4675324675324674,0.6066350710900474,0.7035175879396987,0.661764705882353,0.63768115942029,0.5694444444444444,0.5990566037735849,0.2463235294117647,0.2372262773722626,0.2509225092250924,0.1414141414141414,-0.0609418282548476,-0.1546134663341645,-0.0230547550432277,0.0210843373493976,-0.0504201680672268,0.0865384615384614,0.0272727272727273,0.193661971830986,0.0527950310559006,0.0761904761904763,-0.0686813186813186,0.1151315789473683
BDCK_44-L^L08,0.1297598835799175,-0.1297598835799175,13.0,0.0004852013585637,0.1702882483370288,-0.0153985377982604,0.8712674187126743,-0.0016085790884719,-0.08197914140189,2.6396672000969896e-07,-0.1006792819019893,0.002664298401421,-3.496392422458942,0.0365671661364228,0.0402842291528423,-5.631578947368421,0.8626410086264101,0.0394803871625063,0.1622807017543859,0.0,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0588235294117647,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.111111111111111,-0.111111111111111
