firms,absacc,acc,age,agr,chpmia,currat,egr,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0498582156991057,-0.0498582156991057,3.0,0.0051862034491376,-0.6550612890964919,0.8417645287563986,-0.3346440677966102,7.232210704762423e-06,0.2118220444888777,1.061282929790576,-13.563406954539577,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,-5.970149253731352,0.4929238181270702,-0.0778326764003775,1.6905168384968632,-0.1118210862619808,0.0682593856655289,0.0793103448275862,0.0538720538720538,-0.128133704735376,-0.0794117647058824,-0.0684523809523809,0.1901140684410647,0.1218637992831541,-0.3727454909819639,-0.5147286821705427,-0.5199386503067485,-0.5199386503067485,-0.3727454909819639,-0.388671875,-0.4712837837837837,-0.318082788671024,-0.3559670781893005,-0.5342261904761905,-0.5560283687943263,-0.5976863753213368,-0.7498001598721022,-0.6841574167507568,-0.7069288389513109,-0.734295415959253,-0.754894283476899,-0.7716994894237783,-0.7599693251533742,-0.7599693251533742,-0.7998721227621484,-0.8237612612612613,-0.8190751445086706,-0.7946194225721785,-0.7759484609878311,-0.7781715095676824,-0.7781715095676824,-0.7693441414885778,-0.7671130952380952,-0.7215302491103204,-0.7249560632688928,-0.7738439306358381,-0.752373417721519,-0.762338648443432,-0.7918882978723404,-0.7963565387117761,-0.8015218769816106,-0.8079754601226994,-0.8031446540880504,-0.8064316635745208
BALZ_07-L^I10,0.0537624942980385,-0.0537624942980385,4.0,-0.1968686868686869,-0.1714263834149883,2.131091300646066,-0.124014644282463,3.1766930835784495e-08,-0.0338816738816738,0.0566200158685844,71.30808522593624,-0.0080445412319163,-0.0675567182806562,-0.3205582539450917,-0.0862935925358285,-2.319751381215469,1.5559673461211,-0.4893784786641929,1.6905168384968632,-0.1,0.1111111111111111,0.4285714285714286,-0.0909090909090908,-0.2857142857142857,-0.2857142857142857,-0.2307692307692307,-0.2307692307692307,-0.2857142857142857,-0.2857142857142857,-0.3333333333333332,-0.375,-0.4117647058823529,-0.375,-0.4117647058823529,-0.5238095238095237,-0.5833333333333333,-0.6,-0.6551724137931034,-0.6666666666666666,-0.696969696969697,-0.7222222222222222,-0.7058823529411764,-0.736842105263158,-0.7222222222222222,-0.7297297297297297,-0.7058823529411764,-0.7142857142857142,-0.696969696969697,-0.7297297297297297,-0.7142857142857142,-0.736842105263158,-0.75,-0.75,-0.7872340425531914,-0.8214285714285714,-0.8305084745762712,-0.84375,-0.8245614035087719,-0.8275862068965517,-0.8333333333333333,-0.8113207547169812,-0.8148148148148149,-0.8360655737704918,-0.8305084745762712,-0.7916666666666666,-0.803921568627451,-0.7916666666666666,-0.8076923076923077
BBEK_99-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,-0.3894029576662705,1.1534737351730815,0.0752351097178683,3.935177994991289e-06,0.0776933701657458,5.935884866245362,16.279964527477908,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,0.8585088356330185,0.0526632302405497,0.5387490900927939,-0.1704834605597965,0.0155038759689922,0.2055214723926381,0.0287958115183246,-0.1419213973799126,-0.1566523605150214,-0.2124248496993988,-0.2076612903225806,-0.1979591836734694,-0.2012195121951219,-0.1812499999999999,-0.1566523605150214,-0.088167053364269,0.0424403183023873,0.0650406504065042,0.0261096605744126,0.1358381502890173,0.1070422535211268,0.1661721068249257,0.0369393139841689,0.0621621621621621,0.048,0.2018348623853212,0.1731343283582089,0.2281249999999999,0.1909090909090909,0.1491228070175438,0.1424418604651163,0.2204968944099379,0.2596153846153846,0.0977653631284916,0.1627218934911243,0.318791946308725,0.336734693877551,0.3056478405315617,0.3458904109589042,0.4035714285714287,0.4886363636363635,0.7312775330396477,0.7236842105263159,0.5657370517928288,0.6172839506172838,0.7466666666666668,0.6040816326530611,0.5595238095238095,0.5783132530120481,0.5595238095238095,0.7161572052401748,0.6582278481012658
BBIO_50-L^J00,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,-0.2828966958072496,1.3763379204892965,-0.0258785472724599,9.716759396095552e-06,-0.0113001070536457,2.315477976915394,102.21188097452,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,0.8205275229357798,-0.0562689932359572,1.9024072324229,0.0088495575221239,0.046296296296296,0.1299999999999999,0.1649484536082472,0.0089285714285711,-0.1031746031746032,-0.1307692307692308,-0.0258620689655172,-0.0258620689655172,-0.0423728813559322,-0.0887096774193548,-0.110236220472441,-0.0813008130081301,0.0660377358490564,0.0180180180180178,0.0180180180180178,0.1414141414141412,0.0660377358490564,-0.0258620689655172,-0.110236220472441,-0.1811594202898551,-0.1374045801526718,-0.1307692307692308,-0.143939393939394,-0.1240310077519381,-0.2206896551724138,-0.2416107382550336,-0.1629629629629631,-0.1307692307692308,-0.226027397260274,-0.2662337662337662,-0.2312925170068027,-0.1503759398496241,-0.143939393939394,-0.1307692307692308,-0.0813008130081301,-0.0583333333333333,-0.0504201680672269,0.1299999999999999,0.0865384615384614,0.0089285714285711,0.0970873786407766,0.0970873786407766,0.0,0.0660377358490564,0.0560747663551399,0.0865384615384614,0.1414141414141412,0.0366972477064218
BBNH_32-L^L97,0.0379427097328962,0.0379427097328962,5.0,-0.0247346072186836,0.0822687432560299,1.356020942408377,0.006196518146946,0.0002005843579819,-0.1126326963906581,23.848038905144744,-705.7511730774872,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.5364741641337386,0.7949389179755671,-0.0687672982754949,0.7656140089241112,-0.0327510917030569,-0.0213675213675212,0.038548752834467,0.1143552311435522,0.0751173708920187,0.1009615384615385,0.0904761904761903,0.1653944020356232,0.2378378378378378,0.1927083333333334,0.1280788177339902,0.1421446384039901,0.2513661202185793,0.3836858006042296,0.3550295857988166,0.5215946843853823,0.6594202898550727,0.6962962962962962,0.6415770609318996,0.3920972644376899,0.4049079754601228,0.4402515723270439,0.6776556776556777,0.5684931506849316,0.6357142857142859,0.506578947368421,0.4585987261146496,0.607017543859649,0.7751937984496124,0.5847750865051902,0.4493670886075949,0.5369127516778525,0.6594202898550727,0.708955223880597,0.5958188153310104,0.6715328467153283,0.7751937984496124,0.7890625,1.130232558139535,1.0446428571428568,1.0355555555555558,0.8847736625514402,0.8770491803278688,0.854251012145749,0.8031496062992125,0.8031496062992125,0.8770491803278688,0.948936170212766,0.948936170212766
BBOU_00-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,-0.058214665222301,1.562439024390244,0.0202762268586541,2.26863616385592e-05,0.1138952164009111,28.453495165585547,-401.2004699076713,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,0.7521951219512195,0.1707122960604854,0.7628590135984272,-0.0644216691068814,0.0317220543806646,0.1615646258503402,0.1919720767888306,0.1270627062706271,0.1421404682274247,0.1478991596638654,0.2003514938488575,0.2174688057040996,0.2174688057040996,0.3009523809523808,0.3185328185328187,0.4656652360515021,0.5593607305936075,0.5522727272727272,0.5957943925233644,0.6699266503667483,0.7423469387755102,0.6577669902912622,0.462526766595289,0.4880174291938999,0.5211581291759464,0.7648578811369509,0.7603092783505154,0.806878306878307,0.7740259740259741,0.7204030226700251,0.8164893617021278,0.979710144927536,1.082317073170732,0.9854651162790696,1.182108626198083,1.339041095890411,1.421985815602837,1.539033457249071,1.6996047430830044,1.9695652173913047,2.035555555555556,2.538860103626943,2.5947368421052635,2.467005076142132,2.672043010752688,2.8806818181818183,2.613756613756614,2.557291666666667,2.632978723404256,2.7527472527472527,2.994152046783626,2.902857142857143
BBQS_26-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,-0.0626549873297887,1.9102374882597613,0.5096315691041705,5.683519856877586e-05,-0.0281729953830208,2.937832872206944,77.09350748258282,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,1.1642291694619618,0.1047162649459101,0.5242655458658287,0.0584415584415582,-0.0722891566265059,-0.0778443113772454,-0.0778443113772454,-0.2182741116751269,-0.2903225806451612,-0.3432835820895522,-0.3404710920770878,-0.2560386473429951,-0.351578947368421,-0.3739837398373983,-0.3739837398373983,-0.2984054669703871,-0.0694864048338368,-0.3609958506224067,-0.3688524590163934,-0.3864541832669321,-0.3636363636363636,-0.3960784313725489,-0.4430379746835443,-0.445045045045045,-0.4076923076923077,-0.3347732181425485,-0.3047404063205416,-0.3996101364522416,-0.4188679245283019,-0.4567901234567901,-0.4144486692015209,-0.4348623853211009,-0.475298126064736,-0.4950819672131147,-0.445045045045045,-0.4232209737827714,-0.4232209737827714,-0.4188679245283019,-0.4232209737827714,-0.432780847145488,-0.4317343173431733,-0.3460721868365181,-0.3888888888888888,-0.4133333333333333,-0.4054054054054054,-0.3960784313725489,-0.4389799635701275,-0.4605954465849387,-0.4296296296296297,-0.4369287020109689,-0.4253731343283582,-0.4548672566371682
BBTU_63-L^C18,0.0208163391741613,0.0208163391741613,3.0,0.0639998295042837,-0.2095389666984377,1.7808687164470474,0.1444101247543022,3.75640062523087e-05,0.0032181066450705,6.042127797762665,76.1191696957073,0.2509604387640133,0.343948334361398,-0.1990026179961254,-0.0375642581141858,0.6562500000000003,1.4649422482511794,-0.0038942244441521,0.5811151632332967,-0.0874999999999999,0.1045364891518736,0.0,-0.0158172231985941,-0.0713101160862356,-0.104,-0.1679049034175335,-0.1068580542264753,0.0126582278481011,-0.0864600326264274,-0.1450381679389313,-0.1629297458893872,-0.0967741935483872,0.0566037735849056,-0.0123456790123457,-0.0804597701149425,-0.0864600326264274,0.0035842293906809,-0.1384615384615385,-0.2432432432432433,-0.2727272727272728,-0.2380952380952381,-0.0759075907590759,-0.1824817518248175,-0.1703703703703704,-0.2380952380952381,-0.2875318066157761,-0.2112676056338028,-0.1384615384615385,-0.264126149802891,-0.2708333333333333,-0.2612137203166227,-0.165424739195231,-0.1616766467065868,-0.1344667697063369,-0.1111111111111111,-0.0894308943089432,-0.0243902439024391,0.1199999999999998,0.1428571428571428,0.0646387832699619,0.0852713178294573,0.140529531568228,0.1111111111111109,0.129032258064516,0.1789473684210525,0.1965811965811965,0.2280701754385965,0.320754716981132
BBVN_02-L^I99,0.0158986461309154,-0.0158986461309154,4.0,-0.0396883369856343,-0.4086013344202052,1.3856635071090049,-0.1551601423487544,4.15397491110065e-07,0.0725590455320185,1.2428614659428985,-221.5884060684492,-0.2226511198823732,-0.2887801560137094,0.135222999241884,-0.0719730609158999,-0.6037735849056605,0.98281990521327,0.0782773564463706,0.9409480516161788,-0.0159362549800795,-0.0456273764258555,-0.0383141762452107,-0.0118110236220473,-0.0346153846153847,0.0458333333333333,0.004,0.0203252032520324,0.1566820276497695,0.1106194690265487,0.1513761467889907,0.195238095238095,0.224390243902439,0.3494623655913977,0.1255605381165918,0.224390243902439,0.3210526315789472,0.3791208791208789,0.3791208791208789,0.2303921568627449,0.224390243902439,0.3641304347826084,0.3005181347150258,0.2676767676767675,0.3351063829787233,0.3494623655913977,0.2676767676767675,0.2487562189054726,0.3641304347826084,0.1566820276497695,0.1620370370370367,0.195238095238095,0.3280423280423279,0.3494623655913977,0.3494623655913977,0.3422459893048126,0.2741116751269035,0.2676767676767675,0.4425287356321838,0.4180790960451976,0.3280423280423279,0.3567567567567566,0.2549999999999999,0.037190082644628,0.1008771929824561,0.0960698689956329,0.0546218487394958,0.1205357142857141,0.0546218487394958
BBXK_89-L^E06,0.0383024921016358,0.0383024921016358,4.0,0.1003023160483705,0.0073881561905513,1.2947467488021902,0.1000824402308327,8.797242102030558e-05,0.0518548882967822,20.677744516085784,-7.447355175582607,-0.100418867464029,-0.0404932174810095,-0.0390485061898237,0.0312778421905653,0.3899652260308002,1.0053045859000684,0.0032208907667797,0.9166413955386618,-0.1058201058201058,0.0769230769230768,0.1454545454545455,0.1559633027522935,0.1117647058823529,0.1524390243902438,0.0924855491329479,0.125,0.3170731707317071,0.2727272727272725,0.2516556291390728,0.3500000000000001,0.3125,0.4157303370786516,0.4372623574144487,0.4210526315789471,0.4052044609665426,0.4538461538461538,0.3745454545454545,0.3125,0.3548387096774192,0.4264150943396225,0.718181818181818,0.6293103448275863,0.5555555555555554,0.5815899581589956,0.5949367088607593,0.588235294117647,0.695067264573991,0.6223175965665235,0.4482758620689655,0.5180722891566263,0.650655021834061,0.7914691943127963,0.8712871287128712,0.9894736842105264,0.9585492227979272,0.8173076923076921,1.0769230769230766,1.223529411764706,0.8529411764705881,0.9585492227979272,1.1235955056179776,0.8529411764705881,0.8349514563106795,0.8086124401913877,0.783018867924528,0.8260869565217392,0.8086124401913877
