firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chempia,chpmia,chtx,cinvest,depr,egr,grltnoa,herf,hire,invest,lgr,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,20.0,0.1849771597667135,0.0920100374586318,0.2032752741992374,1.3294706595910877,0.0032585242452549,4.746500000000001,0.3415675325118683,0.0317988686876336,0.0011257525411008,0.0312328971023886,0.2840123176333989,0.4746497769180369,0.0146521591444503,3.7962073601801463e-08,0.0669371196754563,0.0595665622815333,0.0566878540831835,0.2708365952519102,0.2091331599811619,-0.0269824010578996,0.0574937473595372,0.1189363961273902,0.0373017609354416,0.1123109697131084,0.3091744196284448,0.5004974072052171,0.0169491525423728,0.0,-0.0220994475138122,-0.1571428571428571,-0.0166666666666667,0.1273885350318471,0.0535714285714286,0.0411764705882353,0.1062499999999999,0.1273885350318471,0.0925925925925925,0.1493506493506493,0.1062499999999999,0.120253164556962,0.1799999999999999,0.2919708029197079,0.3828125,0.5663716814159294,0.6698113207547169,0.7524752475247525,0.7878787878787878,0.7524752475247525,0.6857142857142857,0.6090909090909089,0.6857142857142857,0.8247422680412373,0.84375,1.1851851851851851,1.0113636363636362,1.132530120481928,1.2692307692307692,1.8548387096774197,1.6818181818181817,1.95,1.8548387096774197,2.218181818181818,2.1607142857142856,2.54,2.4038461538461537,2.6875,2.6875,3.0227272727272725,2.847826086956521,2.6875,2.54,2.6875,2.6875,2.0,2.0517241379310347
BBTU_63-L^C18,19.0,0.2650955563372025,0.0234407355255528,0.2271398192450824,2.29205146441679,0.0004076061944266,-12.1,0.5857299116884419,0.0653449522397594,-0.0029437017048939,0.0268372601029802,0.1910538286580743,-0.2809060456213111,0.0829235467674234,8.082869610142177e-07,0.1147857142857142,0.050650721069293,0.0337883497769968,1.0528252231264394,0.095405324216459,0.1167447216040564,1.2784679089026916,0.3878252933446307,0.048563484708063,-0.1162377994676131,0.2784679089026915,0.3443235450171371,-0.0229885057471264,-0.0509090909090909,0.0,-0.2434782608695652,-0.3002680965147453,-0.282967032967033,-0.227810650887574,-0.3002680965147453,-0.2478386167146975,-0.2478386167146975,-0.2346041055718475,-0.2434782608695652,-0.3255813953488372,-0.2668539325842697,-0.245664739884393,-0.2542857142857143,-0.2162162162162162,-0.2090909090909091,-0.2090909090909091,-0.2521489971346705,-0.2208955223880597,-0.2689075630252101,-0.7238095238095238,-0.705749718151071,-0.7047511312217194,-0.7023945267958951,-0.6781750924784217,-0.683252427184466,-0.6597131681877444,-0.656578947368421,-0.6303116147308783,-0.6303116147308783,-0.6282051282051282,-0.6045454545454545,-0.6375,-0.6579292267365662,-0.6359832635983264,-0.619533527696793,-0.5797101449275363,-0.5857142857142857,-0.613905325443787,-0.5843949044585988,-0.5857142857142857,-0.6003062787136295,-0.5972222222222223,-0.565,-0.5245901639344263,-0.5271739130434783,-0.521978021978022
BCQE_67-L^A14,20.0,-0.0829979879275654,0.1289083927591881,0.131811697574893,1.015870216885231,0.0001024427191004,63.0,-0.8192373701742864,0.0973830263494404,0.0035211267605633,-0.0134699033183277,0.226950354609929,-2.885,0.110207294673294,2.354902175304157e-06,-0.1605462600226997,-0.0799798792756539,-0.3529135338345864,1.1737635346954198,0.07973350526542,0.0643847955323365,0.1939737309484606,0.0174116688728235,0.046477495107632,0.3571428571428571,-0.1772053083528493,0.3413713970399896,0.0294117647058822,0.0774647887323944,0.0032786885245903,-0.2536585365853657,-0.2072538860103626,-0.2783018867924528,-0.3557894736842105,-0.3767820773930753,-0.3677685950413223,-0.2590799031476997,-0.1616438356164383,-0.1130434782608695,-0.1861702127659573,-0.1104651162790697,-0.0699088145896656,0.0662020905923344,0.125,0.2142857142857142,0.3076923076923077,0.2540983606557376,0.125,0.1046931407942237,0.1127272727272727,0.2803347280334727,0.1906614785992217,0.4166666666666665,0.4166666666666665,0.9006211180124222,0.7485714285714287,0.7485714285714287,0.9741935483870968,1.4878048780487805,1.233576642335766,1.0536912751677852,0.6630434782608696,0.5148514851485149,0.3421052631578949,0.6906077348066297,0.3972602739726028,0.6906077348066297,1.233576642335766,0.8106508875739646,0.6630434782608696,0.5,0.6363636363636362,0.3421052631578949,0.3600000000000001,0.1906614785992217,0.0268456375838925
BDAJ_H9-L,13.0,-0.2968299711815562,0.1794919686215913,0.0327799364182267,1.0025158326150836,7.021289194119165e-06,-26.4,-3.424462404038671,-0.4158859460111475,-0.0116461916461916,-0.0773839241138292,0.1590401785714285,-1.1766268260292163,-0.0157021996615899,1.5134377299783922e-07,-0.671093203963327,0.0099135446685878,-0.2132037364301945,0.214530901687496,0.1980293036332181,-0.0297759549942955,0.1816458481432584,0.8832122702113554,-0.0457377049180327,2.0977443609022552,-0.0276564774381369,1.9003007768559423,0.0217391304347824,0.0109890109890109,-0.1559633027522936,-0.0515463917525772,-0.4355828220858895,-0.4619883040935671,-0.4523809523809523,-0.4917127071823204,-0.5422885572139302,-0.5306122448979591,-0.5533980582524272,-0.6963696369636964,-0.7115987460815048,-0.7169230769230769,-0.7546666666666666,-0.7363896848137537,-0.7195121951219512,-0.7079365079365079,-0.6579925650557621,-0.6654545454545455,-0.6794425087108014,-0.7097791798107256,-0.7220543806646526,-0.7363896848137537,-0.7526881720430108,-0.7835294117647058,-0.7899543378995434,-0.7799043062200957,-0.7799043062200957,-0.7653061224489796,-0.7486338797814207,-0.7572559366754618,-0.7540106951871658,-0.7444444444444445,-0.7622739018087855,-0.7622739018087855,-0.7540106951871658,-0.7493188010899182,-0.7819905213270142,-0.7694235588972431,-0.766497461928934,-0.7676767676767676,-0.775609756097561,-0.7799043062200957,-0.786046511627907,-0.7918552036199095,-0.8021505376344086,-0.7918552036199095,-0.7899543378995434
BDCK_44-L^L08,19.0,0.1085353003161222,0.1162064825930372,0.1324587388912399,1.9717112530771712,-0.0513054691261992,0.3,0.1922167960414938,-0.004407892941532,0.0022769890168765,-0.009678337603188,0.0948180815876515,0.0948717948717949,0.0637181409295338,2.375378495678625e-07,0.0376687988628286,0.0302950474183351,0.1183325862841775,0.0001532675538385,-0.0346299412625648,-0.1866258812510089,0.1692076039902129,0.2601166948993037,0.0007129277566539,0.0017533606078316,0.2601166948993037,0.2021596571123343,-0.0588235294117647,0.0625,0.0625,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1724137931034484,0.1724137931034484,0.1724137931034484,0.1724137931034484,0.1724137931034484,0.1724137931034484,0.1724137931034484,0.1724137931034484,0.1724137931034484,0.1724137931034484,0.1724137931034484,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335,0.1333333333333335
BFRL_28-L,19.0,-0.1033694827815674,0.026170630888288,0.1390745475834851,0.1608053732022024,-0.0138025299057782,-17.7683,0.6121690845139443,-0.166084222266735,-0.0011365036725691,0.2150017602120386,0.0186854386534307,-0.1594095128340632,0.1838120404470311,3.1966683256326264e-08,0.1199670090725049,0.1122387201539071,-0.0805505136037054,0.3908501482888495,-0.7349082086456626,0.254782268860545,0.745217731139455,-0.254782268860545,-0.0026050739843564,-0.0093487577031424,-0.254782268860545,0.30015177150506,0.0187246963562752,0.0510638297872341,0.1488372093023258,0.1747919143876337,0.0905077262693156,0.1265678449258838,0.0148947098099641,-0.0914942528735631,-0.271386430678466,-0.2455135547919053,-0.240875912408759,-0.2700406353897303,-0.2571428571428571,-0.2640595903165735,-0.2662458225027849,-0.2624113475177304,-0.2420406597621787,-0.2070626003210273,-0.2195892575039494,-0.2202052091554853,-0.1888341543513956,-0.2780416514431859,-0.2554634513941219,-0.2361809045226131,-0.2391220639199075,-0.2326213592233009,-0.23941493456505,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366,10.623529411764707,10.623529411764707,10.623529411764707,10.623529411764707,10.623529411764707,10.623529411764707,10.623529411764707
BJJT_37-L,18.0,0.1972605798935496,0.1335583382872776,0.0058822287736678,-0.0736967855527521,2.348023541425059e-05,11.1,0.5992939739324796,0.2089947044542293,-0.0031483001718024,0.0723130959626699,0.5288461538461539,0.1577708006279435,-0.9084897126730788,1.2542882301201942e-07,0.1174438687392056,0.0015409238098782,0.1779133113176465,0.7184363206028623,-0.4050480769230768,0.7097428554382197,-0.7097428554382197,-0.7097428554382197,0.0006901525796784,0.0250847457627118,-0.7097428554382197,0.6107240652891698,-0.0152671755725191,-0.0507246376811593,-0.1237458193979933,-0.3013333333333333,-0.3013333333333333,-0.3417085427135677,-0.3990825688073395,-0.3820754716981132,-0.4058956916099773,-0.4304347826086956,-0.4151785714285715,-0.4151785714285715,-0.3921113689095127,-0.3906976744186046,-0.3514851485148514,-0.3640776699029125,-0.2577903682719545,-0.2339181286549707,-0.2012195121951219,-0.2108433734939758,-0.2012195121951219,-0.2782369146005509,-0.2060606060606059,-0.1786833855799372,-0.1148648648648648,-0.0223880597014926,0.0,0.0564516129032257,0.0234375,0.048,0.0871369294605808,0.1196581196581196,0.1909090909090909,0.2242990654205607,0.1196581196581196,0.0737704918032786,0.1696428571428569,0.2358490566037736,0.3034825870646769,0.4886363636363637,0.4971428571428571,0.5878787878787881,0.3936170212765959,0.4395604395604395,0.5595238095238095,0.4555555555555555,0.4395604395604395,0.4555555555555555,0.5783132530120483
BLNV_40-L^F19,10.0,0.0762993520549842,0.0080966452030225,1.1065136542344065,0.1357657893379906,0.0254202269336289,-7.5285,-0.7654217887652323,1.135513417383432,-0.0004245533989781,-225.3,0.2172949002217294,0.2022515671946287,0.9812777205400816,9.350028989693798e-10,-0.1499999999999999,-0.0001129712907152,-0.3976912861375013,0.1200742771523348,0.3802816901408452,-0.0062766518135211,0.2878679154640671,0.0062766518135211,-0.0261684289557655,-0.0308824796229371,0.0062766518135211,-0.680128431363323,0.050314465408805,-0.064705882352941,0.1357142857142859,-0.059171597633136,-0.0215384615384615,-0.0914285714285714,-0.1142061281337046,-0.2517647058823529,-0.2853932584269663,-0.3205128205128205,-0.3333333333333332,-0.3305263157894736,-0.3510204081632653,-0.37890625,-0.364,-0.364,-0.3813229571984435,-0.3086956521739129,-0.3374999999999999,-0.2933333333333333,-0.2049999999999999,-0.273972602739726,-0.2689655172413792,-0.301098901098901,-0.2243902439024389,-0.2410501193317422,-0.2689655172413792,-0.1782945736434108,-0.2706422018348624,-0.2109181141439206,-0.2069825436408976,-0.1846153846153845,-0.1016949152542372,-0.1092436974789915,-0.1451612903225806,-0.2049999999999999,-0.2337349397590361,-0.1740259740259739,-0.064705882352941,-0.0124223602484472,0.0095238095238097,0.0127388535031847,-0.0093457943925232,-0.0185185185185184,0.0965517241379312,0.0529801324503311,0.0635451505016722,0.1691176470588236,0.2183908045977012
BPVK_29-L,12.0,0.575238831148648,0.0670683881943434,0.302260566737105,0.6103848178858369,1.4900357871798838e-06,24.643699999999967,0.0205515673858263,-0.0753913925045245,-0.001005236891567,0.0167264634584269,0.1964328772305673,-0.0506183332457636,0.3971895916299697,0.0001168186652709,0.0040274985022924,0.0493475044506948,1.2379455018358447,15.990709190643049,0.1482464023612462,0.0154635263305065,0.1717696704301689,0.0275366276870628,0.0313739088970416,0.1018792220740775,0.0977006098777819,0.8001981486868897,-0.0992805755395683,-0.0365064695009241,-0.0903141361256544,-0.1051502145922747,-0.1575757575757574,-0.1426809210526315,-0.1758893280632411,-0.2155756207674942,-0.2228848304137158,-0.2314780685587909,-0.2328918322295805,-0.2580071174377224,-0.281777471581123,-0.2401603498542274,-0.2785467128027681,-0.3385152284263959,-0.3748125937031484,-0.3930131004366812,-0.3554868624420402,-0.3612132352941176,-0.2719972067039106,-0.3118811881188118,-0.282765737874097,-0.2126132930513594,-0.2373811265544988,-0.2629904559915164,-0.2260579064587973,-0.1771902131018152,-0.2149849397590361,-0.185546875,-0.1852286049237983,-0.0977931631328428,-0.1146496815286624,-0.0859272249013589,-0.0061963775023832,0.0053037608486019,0.0291214215202368,0.1037586024351508,0.0038517091959557,-0.0704413731609451,-0.0895196506550217,-0.1839530332681017,-0.1545012165450121,-0.1500203832042397,-0.1781631848640126,-0.2093287827076222,-0.1817111459968602,-0.1974595842956119,-0.2075256556442416
BQMM_18-L^C11,5.0,-0.1659783144882818,0.8460503601404845,0.1501470876642479,0.3344269082704321,0.0006067236024844,-0.5710999999999999,-1.2202376342634138,2.8669592340078616,-0.0001633986928104,0.0005486056138802,0.3571428571428571,0.0175050400747406,0.1864208339046694,1.852177468521209e-12,-0.2391304347826086,-0.0268408987590316,-0.8431870774536049,0.0015063213840877,-0.8093777388255916,-0.8834374370340519,0.8834374370340519,0.8834374370340519,-0.0261403040810882,-0.0272314309186681,0.8834374370340519,0.0100598241231124,-0.3333333333333332,0.1999999999999999,0.1999999999999999,0.0,0.1999999999999999,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.5,0.1999999999999999,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,-0.5,-0.5,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715
