firms,chcsho,mve_ia,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBOU_00-L,5.037098888353929e-05,18.43758812992982,0.0184921763869132,0.039940828402367,0.0840400925212028,0.1393841166936791,0.1203187250996016,0.1366208569118836,0.0967238689547582,0.0848765432098765,0.1543513957307061,0.1726438698915764,0.1600660066006602,0.1716666666666666,0.1864978902953586,0.2268760907504363,0.2141623488773747,0.2735507246376814,0.2816773017319962,0.2475598935226266,0.3493282149712093,0.3289224952741021,0.2609865470852017,0.2520035618878005,0.2851919561243146,0.3327014218009478,0.2970479704797049,0.351923076923077,0.3920792079207922,0.4722513089005236,0.4615384615384617,0.5118279569892472,0.5674470457079153,0.6678529062870702,0.7251533742331289,0.7797468354430379,0.7487562189054728,0.5366120218579236,0.4630593132154008,0.5887005649717516,0.42451874366768,0.4661105318039624,0.3920792079207922,0.601366742596811,0.5639599555061179,0.4376278118609409,0.3506243996157541,0.3289224952741021,0.3610842207163602,0.3624031007751938,0.3018518518518518
BBTU_63-L^C18,5.684736821214656e-05,0.6731518242705187,0.1076923076923075,-0.0076335877862595,-0.0441176470588235,0.0833333333333334,0.0236220472440944,-0.1216216216216216,-0.1503267973856209,-0.1275167785234898,-0.1447368421052631,-0.0076335877862595,-0.0298507462686566,-0.0298507462686566,0.056910569105691,0.0317460317460318,-0.0298507462686566,-0.0298507462686566,-0.0298507462686566,-0.078014184397163,0.04,-0.0647482014388488,-0.1666666666666666,-0.1875,-0.1034482758620689,-0.1719745222929936,-0.0579710144927535,-0.0579710144927535,0.04,-0.2024539877300613,-0.2073170731707316,-0.1503267973856209,-0.1719745222929936,-0.2528735632183908,-0.35,-0.1975308641975308,-0.084507042253521,-0.1156462585034012,-0.1772151898734177,-0.1390728476821191,-0.0909090909090908,-0.1925465838509317,-0.3333333333333332,-0.3809523809523809,-0.3779904306220095,-0.5019157088122606,-0.5306859205776173,-0.5323741007194245,-0.4901960784313725,-0.5019157088122606,-0.5272727272727273
BCQE_67-L^A14,3.8519620018298e-06,0.8501227854460119,-0.0378787878787879,0.0352941176470589,0.0153846153846153,-0.0222222222222222,-0.2258064516129032,-0.3034300791556727,-0.3481481481481481,-0.3034300791556727,-0.380281690140845,-0.398633257403189,-0.4054054054054055,-0.3699284009546539,-0.4040632054176072,-0.3481481481481481,-0.2786885245901639,-0.3052631578947368,-0.1140939597315435,-0.2280701754385964,-0.117056856187291,-0.2325581395348837,-0.375886524822695,-0.3888888888888889,-0.3416458852867829,-0.3142857142857143,-0.2941176470588235,-0.2584269662921348,-0.2826086956521739,-0.2646239554317547,-0.2235294117647058,-0.1975683890577507,-0.0638297872340424,-0.108108108108108,0.0232558139534884,0.2222222222222221,0.4426229508196722,0.4585635359116022,0.2165898617511521,0.3894736842105264,0.32,0.0232558139534884,-0.2478632478632477,-0.2521246458923512,-0.1671924290220819,-0.3399999999999999,-0.288409703504043,-0.1565495207667731,-0.1619047619047618,-0.1372549019607842,-0.0704225352112675
BDAJ_H9-L,1.2019700604183373e-05,0.2775365528380182,0.0866141732283463,-0.1056338028169013,-0.0661764705882353,0.0948275862068965,-0.0378787878787879,-0.0928571428571427,-0.1533333333333333,-0.1589403973509934,-0.1589403973509934,-0.1533333333333333,-0.0305343511450382,0.0079365079365079,0.0079365079365079,-0.0155038759689922,0.0,0.0762711864406779,0.1140350877192983,0.0762711864406779,0.336842105263158,0.0762711864406779,0.0409836065573769,0.0762711864406779,0.1339285714285714,0.3804347826086955,0.530120481927711,0.6282051282051282,0.4431818181818181,0.4269662921348314,0.6282051282051282,0.7162162162162162,0.9538461538461538,0.984375,0.9538461538461538,0.7397260273972603,1.1896551724137931,1.152542372881356,0.8676470588235292,1.309090909090909,1.152542372881356,0.7638888888888891,0.6710526315789473,0.7162162162162162,0.6282051282051282,0.4431818181818181,0.336842105263158,0.3092783505154639,0.3510638297872341,0.3804347826086955,0.3956043956043955
BEAL_25-L^C19,-0.0038811528133865,0.0488929313039132,0.0818713450292398,-0.0115606936416184,-0.0058139534883721,0.0301204819277107,-0.0338983050847457,-0.109375,-0.1275510204081632,-0.1185567010309278,-0.1363636363636363,-0.1363636363636363,-0.109375,0.78125,0.71,0.71,0.7628865979381443,0.7448979591836735,0.71,0.7448979591836735,0.6764705882352942,0.6132075471698113,0.6764705882352942,0.6764705882352942,0.6442307692307692,0.7272727272727273,0.7628865979381443,0.8191489361702129,0.78125,0.4615384615384617,0.4741379310344829,0.5405405405405403,0.5,0.5,0.3571428571428572,0.3571428571428572,0.3571428571428572,0.3571428571428572,0.3571428571428572,0.3902439024390243,0.3359375,-0.0058139534883721,-0.2262443438914027,-0.1971830985915492,-0.2331838565022421,-0.3241106719367589,-0.316,-0.2597402597402598,-0.3020408163265307,-0.2009345794392524,-0.2845188284518829
BFRL_28-L,0.0014745944233366,0.0990342015810869,0.0683918669131238,-0.0304659498207885,-0.0091575091575091,-0.0145719489981784,-0.0767918088737201,-0.1145662847790507,-0.172782874617737,-0.1901197604790419,-0.2008862629246676,-0.1937406855439641,-0.1599378881987577,-0.0688468158347676,-0.0799319727891155,-0.0508771929824561,-0.0799319727891155,-0.0846023688663282,-0.0407801418439716,-0.0407801418439716,-0.0339285714285713,-0.1371610845295054,-0.1664098613251156,-0.0892255892255892,0.1995565410199558,0.2379862700228832,0.2184684684684683,0.1916299559471366,0.1969026548672567,0.189010989010989,0.2267573696145124,0.2699530516431925,0.2610722610722611,0.2552204176334107,0.2130044843049328,0.1559829059829061,0.2379862700228832,0.2022222222222223,0.1659482758620691,0.2729411764705882,-0.3559523809523809,-0.3657678780773739,-0.5360205831903946,-0.5262697022767076,-0.7720185419300464,-0.7351933431228586,-0.7976056864945754,-0.768109729961423,-0.7312468951813214,-0.7262145748987854,-0.7122340425531914
BJJT_37-L,0.0008194494460998,0.9127740660735856,0.1080246913580245,-0.0151975683890577,-0.0553935860058308,0.0188679245283018,-0.1074380165289254,-0.1382978723404254,-0.0847457627118644,-0.0414201183431951,-0.0873239436619717,-0.0470588235294117,0.0588235294117647,0.0519480519480519,0.2180451127819549,0.3443983402489627,0.1868131868131868,0.1095890410958904,0.2509652509652511,0.1654676258992806,0.5882352941176472,0.296,0.2226415094339624,0.2461538461538461,0.2806324110671938,0.265625,0.3170731707317074,0.306451612903226,0.2413793103448276,0.1868131868131868,0.4400000000000001,0.732620320855615,0.6200000000000001,0.9171597633136096,0.840909090909091,0.9285714285714288,0.8728323699421967,0.8202247191011236,0.8202247191011236,0.6875000000000002,0.8305084745762712,0.4727272727272726,0.433628318584071,0.5652173913043481,0.5,0.2755905511811025,0.1824817518248174,0.1824817518248174,0.2558139534883721,0.2366412213740458,0.1739130434782609
BLNT_37-L^D19,0.0001237175084881,0.7725574490824412,-0.0028985507246377,0.0470409711684371,-0.054794520547945,0.0883280757097793,0.051829268292683,0.0714285714285714,0.0087719298245614,0.0058309037900874,-0.0198863636363635,-0.017094017094017,0.0207100591715976,0.0747663551401869,0.09697933227345,0.1694915254237288,0.1655405405405405,0.2234042553191491,0.2084063047285465,0.1538461538461537,0.3218390804597701,0.2277580071174376,0.2454873646209387,0.2277580071174376,0.3717693836978131,0.4743589743589744,0.4256198347107438,0.6083916083916086,0.5299334811529934,0.4285714285714286,0.4315352697095436,0.5898617511520738,0.6953316953316953,0.6350710900473935,0.547085201793722,0.6428571428571428,0.554054054054054,0.4649681528662421,0.5753424657534247,0.3800000000000001,0.547085201793722,0.6312056737588652,0.5333333333333334,0.7079207920792079,0.7647058823529411,0.8110236220472442,0.8400000000000001,0.8400000000000001,0.9166666666666669,1.0,1.0783132530120485
BLNV_40-L^F19,0.0015593740974341,0.1006989014257956,0.1130136986301371,-0.0519480519480519,-0.1411764705882353,-0.1015384615384615,-0.0266666666666667,-0.0580645161290322,-0.0875,-0.1536231884057971,-0.0580645161290322,-0.0101694915254237,-0.0101694915254237,-0.0068027210884353,0.0103806228373701,-0.0457516339869281,-0.0201342281879194,-0.0201342281879194,0.1274131274131273,0.123076923076923,0.123076923076923,0.0814814814814814,0.0245614035087717,0.0245614035087717,-0.0234113712374582,-0.0730158730158729,-0.0730158730158729,-0.1151515151515151,-0.0266666666666667,-0.0266666666666667,-0.0580645161290322,0.2532188841201717,0.1967213114754098,0.1587301587301586,0.2166666666666667,0.3035714285714284,0.2586206896551724,0.3394495412844036,0.3212669683257918,0.4038461538461537,0.3272727272727271,-0.0641025641025642,0.2586206896551724,0.3708920187793427,0.0465949820788529,-0.1283582089552238,-0.136094674556213,-0.1657142857142857,-0.1257485029940119,-0.0817610062893082,-0.1411764705882353
BPVK_29-L,-0.0003203490440257,20.415342565302307,0.0386554621848738,0.0216346153846154,0.0050675675675675,0.0380321004884856,0.020233196159122,0.0084745762711864,-0.0476952624839948,-0.0659340659340659,-0.0050167224080267,0.0276338514680483,-0.0016778523489933,-0.0187994722955144,0.0181382614647502,-0.0197693574958813,-0.0440231362467866,-0.0766604593420235,-0.0943683409436834,-0.087143295489414,-0.0381506627869382,0.0244490358126721,0.0297680858428521,0.0098438560760352,0.0157050187777398,0.013283378746594,0.02233676975945,0.0806393025790046,0.0933480338110988,0.0759493670886075,0.0416666666666667,0.0693745506829619,0.0985967503692764,0.1548913043478259,0.2795698924731182,0.2268041237113403,0.328125,0.1043058648849293,0.0598503740648379,0.2293388429752065,0.1002218934911243,0.1772853185595568,0.0873538011695906,0.2207632334837914,0.3967136150234742,0.3646788990825687,0.414645744174988,0.4771598808341608,0.5841320553780616,0.4268585131894484,0.3747689463955637
