firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.2119296316657504,-0.2119296316657504,12.0,-0.1277982674328845,-2.45681712106552,0.8492574257425743,0.1565597177893499,-0.2810199317651284,-0.2166025288619949,4.691537276277474e-06,0.0156102581696542,-0.4812778319075362,-0.1239376824518478,0.5011187266276378,-0.1728980040861228,0.3508316661521772,0.2633459029459828,-1.5207100591715978,0.3888613861386139,19.50852557673019,0.2775880189174986,0.0,0.0731707317073171,0.0232558139534884,-0.1020408163265306,0.0999999999999998,-0.1372549019607842,-0.1851851851851852,-0.169811320754717,-0.5056179775280899,-0.5056179775280899,-0.7142857142857143,-0.7441860465116279,-0.808695652173913,-0.8158995815899581,-0.7924528301886793,-0.8181818181818181,-0.8428571428571429,-0.7904761904761904,-0.8009049773755657,-0.7380952380952381,-0.7514124293785311,-0.8472222222222222,-0.8274509803921568,-0.8151260504201681,-0.8616352201257862,-0.8784530386740331,-0.8939759036144579,-0.9051724137931034,-0.9079497907949792,-0.9051724137931034,-0.9116465863453816,-0.8995433789954338,-0.959409594095941,-0.9627749576988156,-0.9571984435797666,-0.9583333333333334,-0.9556451612903226,-0.9568627450980391,-0.9534883720930232,-0.9584120982986768,-0.9640522875816994,-0.9635761589403974,-0.96513470681458,-0.9627749576988156,-0.9649122807017544,-0.9635761589403974,-0.9628378378378378,-0.9621342512908778,-0.964110929853181
BALZ_07-L^I10,0.0294049469320129,-0.0294049469320129,12.0,0.3156111683077707,-0.2852668257077515,1.4770915619389586,1.0614741309367783,0.0960329392469078,0.0690320839967619,2.8471862872158864e-08,0.114182131763505,1.5153315741970756,-0.1212290955011075,3.583912656425599,-0.1994008363330129,-0.0820971884664465,0.008764850732915,-0.3943532769340536,0.9758168761220826,3.2428730416916363,0.2342481040704447,-0.0594059405940594,0.074468085106383,0.0575916230366493,0.2624999999999999,0.565891472868217,0.5905511811023623,0.3116883116883115,0.8035714285714284,1.0612244897959182,1.0612244897959182,1.4938271604938271,1.525,1.376470588235294,1.58974358974359,1.5569620253164556,1.7297297297297298,2.060606060606061,1.9705882352941173,2.4827586206896552,2.4237288135593222,2.3666666666666667,3.04,3.391304347826087,3.809523809523809,3.391304347826087,3.208333333333334,3.208333333333334,2.9607843137254903,3.809523809523809,3.697674418604652,4.17948717948718,3.809523809523809,4.17948717948718,4.05,4.05,4.611111111111112,4.611111111111112,4.611111111111112,5.733333333333333,5.733333333333333,5.3125,4.941176470588235,3.926829268292683,4.05,4.315789473684211,4.611111111111112,5.121212121212121,4.941176470588235,4.611111111111112
BBIO_50-L^J00,0.0110460251046025,-0.0110460251046025,13.0,0.2963105303612606,-2.375790203751196,1.0653495440729484,0.1219110378912685,0.3339901477832512,0.1275313807531368,1.705121815937772e-05,0.2009992313604919,0.2100749475072695,0.0895052413193248,0.1120109624474587,0.0243590707465603,0.022063288365833,-0.0072191295149017,-0.0921787709497206,0.6648936170212766,5.748837209302326,0.2476446837146702,-0.2537562604340568,0.0453752181500872,0.0256849315068494,-0.0400641025641025,0.0,0.1280602636534842,0.0910746812386156,0.1586073500967117,-0.0896656534954407,-0.1046337817638266,-0.0992481203007519,-0.0896656534954407,-0.1046337817638266,-0.1783264746227708,-0.1970509383378016,-0.120411160058737,-0.1634078212290503,-0.0566929133858267,0.058303886925795,0.1586073500967117,0.1133828996282528,0.3707093821510296,0.2325102880658436,0.5319693094629157,0.3252212389380533,0.1791338582677166,0.0950639853747716,-0.0291734197730956,0.0204429301533219,0.1133828996282528,0.2076612903225807,0.4433734939759035,0.4228028503562946,0.3738532110091743,0.3281596452328161,0.2771855010660979,0.4681372549019609,0.687323943661972,0.7412790697674418,0.668523676880223,0.860248447204969,0.7934131736526948,0.8777429467084641,0.7880597014925372,0.7721893491124261,0.6016042780748663,0.5478036175710594,0.5438144329896908,0.687323943661972
BBOU_00-L,0.0658357499845745,-0.0658357499845745,12.0,-0.0087234303968546,0.0594938302097974,0.9892761394101875,0.1215074723846653,0.1701440635866865,-0.0172764854692416,0.0001747339915707,-0.0175697260105664,0.0395875733373041,0.121873535955103,-0.1223846653671216,0.1130703893459981,0.0349689807601013,0.0198653799133564,-1.0932377049180328,0.6519476423277085,6.019269776876268,0.006358626536668,0.051993067590988,-0.0085910652920963,-0.0415282392026578,0.0034782608695651,0.1096153846153844,0.1425742574257424,0.2071129707112968,0.2822222222222221,0.1586345381526102,0.0212389380530972,-0.0478547854785478,-0.0447019867549669,-0.0913385826771653,-0.0768,-0.1564327485380117,-0.1413690476190476,-0.1963788300835655,-0.1464497041420118,-0.1637681159420291,-0.1792318634423898,-0.1564327485380117,-0.0899053627760252,-0.1451851851851852,0.0705009276437846,-0.0913385826771653,-0.1896067415730338,-0.2030386740331492,-0.183875530410184,-0.2095890410958905,-0.2170963364993217,-0.0927672955974844,0.0471869328493648,-0.109567901234568,-0.0884676145339653,-0.0899053627760252,-0.1527165932452275,-0.0913385826771653,-0.1400894187779434,-0.1673881673881674,-0.1244309559939302,-0.0068846815834767,-0.0017301038062285,0.0907372400756143,0.1494023904382471,0.0886792452830187,0.122568093385214,0.1335952848722985,0.0785046728971963,0.043399638336347
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,27.53483993842584,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,4.375713209435936e-07,0.2216981132075471,-0.3171719795697991,-0.2328427255985267,-0.3980598279380004,-0.2464646464646464,-0.4155844155844156,0.6064997804128239,-2.256756756756757,1.8,2.311284046692607,0.2272727272727272,0.1200000000000001,0.0,0.25,-0.0740740740740741,0.1363636363636364,-0.21875,0.5625,0.5625,0.1363636363636364,-0.375,-0.375,-0.375,-0.3055555555555556,-0.2647058823529412,-0.1379310344827585,-0.1379310344827585,-0.1071428571428572,-0.1379310344827585,-0.0384615384615385,0.1363636363636364,0.1363636363636364,0.0869565217391303,0.0869565217391303,-0.0384615384615385,-0.1071428571428572,-0.1935483870967741,-0.2647058823529412,-0.358974358974359,-0.358974358974359,-0.358974358974359,-0.3421052631578947,-0.358974358974359,-0.375,-0.375,-0.375,-0.4565217391304348,-0.4047619047619047,-0.3902439024390244,-0.4047619047619047,-0.4047619047619047,-0.4047619047619047,-0.4047619047619047,-0.4047619047619047,-0.4047619047619047,-0.4318181818181817,-0.4318181818181817,-0.4318181818181817,-0.5,-0.4186046511627906
BBTU_63-L^C18,0.0679275981289404,-0.0679275981289404,11.0,0.422913458577148,-0.5860109109008362,0.532481250660188,0.0361564089075924,0.6470749043193001,0.3101484645107941,2.292406674420028e-05,0.2840468124422544,0.7314936106199312,0.0416389424071611,0.1093871498813524,0.0309110227533977,-0.4268774703557312,-0.2368906455862979,-2.783333333333333,0.509031372134784,16.341315089319647,-0.0814229249011858,-0.1087786259541985,-0.0168855534709192,-0.0260223048327137,-0.1310116086235488,-0.1938461538461537,-0.2271386430678466,-0.1656050955414012,0.2780487804878051,0.096234309623431,0.0459081836327346,0.1268817204301076,0.0335305719921104,-0.1027397260273972,-0.1208053691275167,-0.1367380560131795,-0.2036474164133738,-0.2821917808219177,-0.2282768777614138,-0.2383720930232558,-0.011320754716981,-0.1012006861063464,-0.072566371681416,-0.0402930402930402,0.0438247011952193,-0.0774647887323942,-0.2060606060606059,-0.316818774445893,-0.3506815365551424,-0.3609756097560974,-0.3570552147239264,-0.2938005390835579,-0.2514285714285714,-0.1773940345368916,-0.2096530920060331,-0.1838006230529594,-0.2143928035982009,-0.1735015772870661,-0.1027397260273972,-0.1266666666666666,-0.0918544194107451,-0.0659536541889482,-0.0187265917602995,-0.0507246376811593,-0.0659536541889482,-0.059245960502693,0.0650406504065042,0.093945720250522,0.0376237623762376,0.0417495029821073
BBXK_89-L^E06,0.0483941315162356,-0.0483941315162356,12.0,0.0270225251774594,-0.3448876784530579,1.718651747734418,0.0616675703071591,0.0043817440979546,-0.0575091181471498,8.329652223010365e-05,-0.0041642108500116,-0.5285554213872782,0.0395182566677558,0.1445281925662477,0.0711291853930543,0.0748325707657894,-0.1012841775416784,-1.4797062234248164,1.499306454595894,3.618641822677499,-0.00346546692607,-0.0441767068273093,-0.0423076923076922,-0.1170212765957445,-0.1915584415584414,-0.1010830324909746,-0.1915584415584414,-0.1915584415584414,-0.2544910179640718,-0.2844827586206896,-0.1443298969072164,-0.2544910179640718,-0.3306451612903225,-0.4779874213836477,-0.4478935698447892,-0.4249422632794457,-0.4598698481561822,-0.5039840637450199,-0.4801670146137786,-0.4876543209876542,-0.4154929577464787,-0.48870636550308,-0.4928716904276985,-0.530188679245283,-0.530188679245283,-0.6103286384976525,-0.5904605263157894,-0.6175115207373272,-0.6163328197226502,-0.6343612334801761,-0.642754662840746,-0.6327433628318584,-0.6332842415316642,-0.6483050847457628,-0.6653225806451613,-0.6546463245492371,-0.6753585397653195,-0.6483050847457628,-0.6452991452991452,-0.5856905158069883,-0.5808080808080808,-0.5721649484536082,-0.5646853146853146,-0.5765306122448979,-0.5699481865284974,-0.5706896551724138,-0.5793918918918919,-0.5877483443708609,-0.5856905158069883,-0.5714285714285714
BCPS_48-L^C06,0.0373177478082855,-0.0373177478082855,11.0,-0.0135038648992642,0.4915864404386452,1.1022825772898006,0.0456185977389735,0.1642317908569831,-0.0167992373927488,4.670158190087615e-05,0.0032905969639586,-0.8486840912298272,0.2001378224861739,0.1248242813924041,0.2016176210842064,0.1740432024629126,0.2299143515278785,-0.5940298507462686,1.0242704420687665,8.208400214018193,0.0380432024629126,0.0151770657672849,0.1104868913857677,0.0421792618629173,-0.1831955922865014,-0.0646687697160883,-0.0960365853658536,-0.1706293706293706,-0.3007075471698114,-0.42594385285576,-0.3526200873362446,-0.3322072072072073,-0.3440265486725663,-0.4157635467980296,-0.4163385826771654,-0.4052156469408225,-0.3396436525612473,-0.3440265486725663,-0.3381696428571429,-0.1898907103825137,-0.1069277108433734,-0.1647887323943662,-0.1564722617354197,-0.0987841945288754,0.1470019342359767,-0.1304985337243402,-0.3751317175974711,-0.329185520361991,-0.2881152460984394,-0.329185520361991,-0.3344556677890011,-0.2660891089108911,-0.1528571428571429,-0.1430635838150289,-0.0834621329211746,-0.1443001443001442,-0.1136023916292975,-0.0946564885496183,-0.0404530744336569,-0.031045751633987,-0.0719874804381847,-0.0278688524590163,-0.0294599018003274,-0.0987841945288754,-0.0904907975460123,0.0050847457627116,0.0050847457627116,-0.0116666666666667,-0.0602218700475435,0.1470019342359767
BCQE_67-L^A14,0.1653059932915638,-0.1653059932915638,12.0,-0.1560275411366553,-0.3830031139288688,0.926620004515692,0.1805236564079007,-0.5203747072599532,-0.1293589013353308,0.0001012129614815,-0.2408682460030342,-0.2710226174630822,-0.1656111920453584,0.3416189919405354,-0.1513293665077805,0.1324258299443561,0.0490491818137057,-5.487394957983193,0.6877398961390833,3.9779832672831352,-0.0403654132143615,-0.4390721986278993,0.0650661099512874,0.0479287915097568,0.1102647805585781,-0.1478285077951002,-0.0055230669265757,-0.0667682926829267,-0.0879022646007152,-0.22250444500889,-0.1214121699196326,-0.119136690647482,-0.0676210782820591,-0.218335035750766,-0.2065837221358216,-0.138716938660664,-0.0805046560528687,-0.1740420939017809,-0.0567026194144839,0.0029488859764088,0.1417381574039538,0.1054532322137955,0.2478597635548307,0.0355209742895805,0.4086516336861481,0.2478597635548307,-0.0380263984915147,-0.1296559567813477,-0.3022566674264872,-0.2328320802005012,-0.1876326963906581,-0.1806745182012847,-0.0288705583756345,-0.1224197247706423,-0.0679049939098661,-0.1135244714740805,-0.1902116402116401,-0.0392341494036408,-0.0401379742866102,0.0254606365159129,0.0928239914316315,0.1430171769977595,0.0425749318801089,0.081625441696113,0.015257048092869,-0.0307156428119061,0.1155247813411077,0.0924339757316203,0.041510717931269,0.1455838323353293
BCUB_73-L^L00,0.0866725334897819,-0.0866725334897819,11.0,0.435,-0.6833313965210522,1.375439367311072,0.1658291457286432,0.1943427620632278,0.2305661484305826,9.234627307498071e-06,0.2157142857142857,0.0152623658298323,-0.1287617488275446,0.1473843204461614,-0.1276390257232039,0.1506523725488019,-0.1490641556049994,-1.9219427580225497,0.9922012302284712,4.494811398451655,0.2998618587148097,0.0323529411764704,-0.0633608815426997,-0.1005291005291004,-0.0835579514824798,-0.0257879656160459,0.0897435897435896,-0.0029325513196482,-0.065934065934066,-0.2842105263157894,-0.2325056433408577,-0.1687041564792175,-0.2272727272727274,-0.3359375,-0.2765957446808511,-0.2342342342342342,-0.2887029288702929,-0.3410852713178295,-0.1435768261964736,-0.1052631578947368,-0.0810810810810811,0.0493827160493827,0.0303030303030302,-0.065934065934066,-0.0087463556851312,-0.1168831168831169,-0.1885441527446302,-0.2781316348195329,-0.4333333333333333,-0.3656716417910448,-0.366852886405959,-0.3784277879341864,-0.2219679633867277,-0.2672413793103447,-0.3032786885245901,-0.35969868173258,-0.4932935916542473,-0.4237288135593221,-0.3644859813084111,-0.3423597678916827,-0.3971631205673759,-0.3632958801498127,-0.3703703703703704,-0.35969868173258,-0.3862815884476535,-0.4158075601374571,-0.3818181818181818,-0.4014084507042254,-0.4276094276094276,-0.3818181818181818
