firms,absacc,acc,age,agr,cashdebt,chpmia,currat,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0610699659324542,-0.0610699659324542,17.0,0.108957485284979,0.0713249361852815,-0.007141173230303,1.2764034021871205,-0.0383347073371804,-0.0381331382202103,1.3799436881768892e-08,0.0390026602244084,0.1923271837227607,0.202433509505334,-0.8424885002150702,-0.0834184046636541,-0.0319019746861747,-0.0730397554368885,-5.566083283041642,0.9553705953827462,2.976226980032828,0.0772600557546794,0.0104166666666667,0.1851851851851851,0.0909090909090908,0.1566265060240963,0.2307692307692306,0.5483870967741935,0.4545454545454543,0.6000000000000001,0.5483870967741935,0.7454545454545451,0.714285714285714,0.92,0.846153846153846,1.0,1.0,1.1818181818181817,1.0869565217391304,1.0,0.92,1.0,1.0,0.6271186440677967,0.6551724137931034,0.8823529411764706,0.92,1.0869565217391304,1.0425531914893615,0.846153846153846,1.3414634146341462,1.2857142857142856,1.526315789473684,1.8235294117647056,2.310344827586207,2.0,2.310344827586207,2.096774193548387,1.4615384615384612,1.8235294117647056,2.692307692307692,1.8235294117647056,1.9090909090909087,1.6666666666666663,1.0425531914893615,0.92,0.92,0.8823529411764706,0.714285714285714,0.352112676056338,0.263157894736842
BBOU_00-L,0.0362985685071574,-0.0362985685071574,17.0,-0.0564939673527324,0.1591366757887127,0.0303326072497216,1.2053307008884502,-0.0138136511375948,-0.0050314782354659,2.294923494251212e-05,0.0151171043293115,-0.045119612395276,20.35654681428785,-0.3060187907191524,0.1948640439239559,0.0929882301440661,-0.3132309420461684,-0.3759455370650529,0.6290720631786771,4.450396825396825,-0.2431672477786525,-0.0058962264150944,0.0180072028811524,0.0216867469879518,0.0534161490683229,0.08301404853129,0.0291262135922329,0.0680100755667505,0.0956072351421188,0.1187335092348285,0.1397849462365592,0.1632373113854595,0.1413189771197847,0.1553133514986377,0.1521739130434782,0.2183908045977012,0.2397660818713451,0.2379562043795622,0.1584699453551912,0.1876750700280114,0.1216931216931218,0.2011331444759208,0.1246684350132627,0.1777777777777778,0.1537414965986396,0.1521739130434782,0.2148997134670487,0.2966360856269114,0.2544378698224854,0.3375394321766563,0.3167701863354037,0.2887537993920972,0.2415812591508053,0.2926829268292683,0.3375394321766563,0.3167701863354037,0.2562962962962964,0.2907153729071536,0.1616438356164384,0.0626566416040099,0.0816326530612245,0.1506105834464044,-0.0035252643948295,-0.0139534883720929,-0.0629834254143646,-0.0762527233115467,-0.0252873563218389,0.0,0.0802547770700639,0.1382550335570469
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,0.8302517374950681,1.8613333333333333,0.8411764705882353,0.1253396739130146,1.788298636499556e-07,0.2216981132075471,-0.108730583824317,0.0019122370858307,-0.6296108166988175,-0.2328427255985267,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,2.311284046692607,0.2272727272727272,0.0,0.0,-0.0238095238095238,-0.127659574468085,-0.088888888888889,-0.0238095238095238,0.0249999999999999,0.0249999999999999,0.0249999999999999,0.1081081081081081,0.0249999999999999,0.0789473684210526,-0.088888888888889,0.0249999999999999,0.1714285714285714,0.1714285714285714,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,0.0249999999999999,-0.18,-0.2545454545454546,-0.18,-0.0238095238095238,0.1081081081081081,0.1081081081081081,0.0249999999999999,0.5769230769230769,0.5769230769230769,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238
BBTU_63-L^C18,0.0425212985978027,-0.0425212985978027,17.0,0.0649622881770987,0.0865919715070119,-0.0037028491714554,1.7423959218351743,0.0162668548134211,-0.1480181393847981,6.705699505220586e-05,-0.6129885395239495,0.1137076537013801,4.879291948334601,0.1242849896770263,0.978720885946152,1.0153209678917725,0.8184563428692277,-1.1422018348623857,1.7423959218351743,374.671009771987,-0.0328753762591016,0.0813810110974107,-0.0157766990291262,0.057366362451108,0.0671052631578947,0.1487252124645892,0.1487252124645892,0.1552706552706553,0.2287878787878787,0.1263888888888888,0.0629095674967235,0.1311018131101813,0.1822157434402331,0.3059581320450886,0.2873015873015871,0.1997041420118341,0.2914012738853502,0.2873015873015871,0.241960183767228,0.2515432098765431,0.3516666666666665,0.4772313296903459,0.4692028985507246,0.4853479853479852,0.4963099630996308,0.5596153846153844,0.7145877378435515,0.8473804100227791,0.6966527196652719,0.703781512605042,0.8265765765765762,0.8558352402745995,1.1859838274932613,1.4354354354354353,1.2158469945355188,1.0902061855670104,1.0124069478908186,0.8643678160919541,0.9218009478672986,1.1342105263157896,0.732905982905983,0.7746170678336979,0.5244360902255638,0.3699324324324324,0.3251633986928104,0.3494176372712145,0.4990757855822549,0.5996055226824455,0.5933202357563849,0.6317907444668007
BBXK_89-L^E06,0.169506349628283,-0.169506349628283,17.0,-0.4191484458662618,0.197405228682929,0.0056087725925126,0.6495772900023269,-0.8076484741040901,-0.0212997659083662,3.197125837486047e-05,-0.022352957124073,-0.2355223334890618,7.030383035564555,-1.480004003784832,-0.6836133044405258,-0.7903832560889411,0.9256939167437414,-1.6838160136286202,0.3861009850306368,100.91867852604828,-0.0432692886827681,0.1077981651376145,0.1037974683544304,0.2011019283746558,0.2861356932153394,0.2637681159420291,0.2601156069364163,0.3667711598746082,0.3540372670807454,0.3212121212121213,0.2976190476190476,0.2711370262390671,0.3292682926829269,0.3710691823899372,0.2528735632183909,0.3292682926829269,0.289940828402367,0.3172205438066466,0.2674418604651163,0.2457142857142857,0.6515151515151516,0.6088560885608858,0.5244755244755246,0.6899224806201552,0.5797101449275364,0.6704980842911878,0.5854545454545457,0.468013468013468,0.4880546075085323,0.493150684931507,0.472972972972973,0.5797101449275364,0.6208178438661711,0.6029411764705883,0.4880546075085323,0.4880546075085323,0.4485049833887045,0.3540372670807454,0.2044198895027624,0.4110032362459548,0.3374233128834358,0.3885350318471339,0.1945205479452056,0.2044198895027624,0.1657754010695187,0.1847826086956521,-0.0438596491228068,-0.0135746606334841,0.0210772833723655,0.0738916256157637
BCPS_48-L^C06,0.2001199580146948,-0.2001199580146948,16.0,-0.2266599303321189,0.0361847473829008,-0.0959575789329915,1.3977200759974666,-0.2767315671879988,-0.2550907182485772,2.913294487939418e-06,-0.106336586273832,-0.2145116976105235,2.9391781321593,-1.9375872463132693,-0.0473296715654651,-0.040028919523193,0.1472381302448613,-2.6660007990411505,1.329322355921469,6.681995540691193,0.0464862505456132,0.0519187358916479,0.0598086124401913,0.3223880597014923,0.3843749999999999,0.4018987341772151,0.4198717948717947,0.4018987341772151,0.6529850746268655,0.5328719723183388,0.4108280254777068,0.4336569579288025,0.4865771812080537,0.4717607973421927,0.6529850746268655,0.7038461538461538,0.8155737704918031,1.0136363636363632,0.9344978165938862,1.070093457943925,1.0509259259259256,0.9776785714285712,0.9177489177489176,0.8931623931623931,0.9260869565217392,0.786290322580645,0.5709219858156027,0.7649402390438247,0.7104247104247103,0.9344978165938862,0.8931623931623931,0.8613445378151261,1.215,1.560693641618497,1.7861635220125782,1.701219512195122,1.701219512195122,1.394594594594594,1.4076086956521738,1.590643274853801,0.9601769911504424,1.0995260663507107,0.8155737704918031,0.6468401486988846,0.5878136200716844,0.786290322580645,1.129807692307692,0.9601769911504424,0.8613445378151261,0.8008130081300813
BCQE_67-L^A14,0.1957726957726957,-0.1957726957726957,17.0,-0.1951219512195122,-0.1129668994837534,-0.0589337917282281,2.072480181200453,0.371002132196162,-0.1514206514206311,4.330367814239197e-06,-0.1316447779862414,-0.1193603655054254,0.881600709154162,-1.690859585586469,0.1392047202584966,0.1932191138216297,-0.0867279520787616,-1.1945031712473573,1.77123442808607,3.5777233782129745,-0.2487792341300436,0.0,0.3416149068322982,0.2342857142857144,0.2342857142857144,0.3935483870967742,0.75609756097561,0.5766423357664234,0.4496644295302014,0.1739130434782609,0.0693069306930693,-0.0526315789473682,0.1933701657458564,-0.0136986301369862,0.1933701657458564,0.5766423357664234,0.2781065088757397,0.1739130434782609,0.0588235294117647,0.1550802139037432,-0.0526315789473682,-0.0399999999999999,-0.1595330739299609,-0.2751677852348992,0.0140845070422537,-0.1183673469387754,-0.4130434782608695,-0.3271028037383177,-0.4757281553398058,-0.3032258064516129,-0.0769230769230767,0.0,0.3170731707317074,0.8461538461538465,0.2134831460674158,-0.6476345840130505,-0.6493506493506493,-0.7209302325581395,-0.7041095890410959,-0.6892086330935252,-0.7517241379310344,-0.7230769230769231,-0.7944814462416746,-0.8255250403877221,-0.8292490118577075,-0.8509316770186335,-0.8145922746781116,-0.840590405904059,-0.8449389806173726,-0.8208955223880596
BCZB_W7-L^G07,0.0722811944983685,-0.0722811944983685,17.0,-0.0774239656952275,0.0734536967117457,-0.0145533078616481,0.8473611928585443,-0.1430250783699059,-0.1477840650943786,0.0001203416788157,-0.0822679266259032,-0.0336123110151187,4.495630093340715,-0.8756126010011637,0.0251921115077726,0.0960331411917105,-0.1216512486991885,-14.344262295081966,0.7376888365705316,5.656754772393539,-0.101044279796978,0.0899653979238752,0.0433212996389891,0.0284697508896798,0.0212014134275617,0.0321428571428572,0.0104895104895106,0.0104895104895106,0.024822695035461,-0.0136518771331057,0.0069686411149825,0.0104895104895106,0.0703703703703704,0.10727969348659,0.0823970037453183,0.1377952755905511,0.1201550387596899,0.0823970037453183,-0.0586319218241041,-0.064724919093851,-0.0911949685534591,-0.0398671096345514,-0.1671469740634006,-0.0996884735202491,-0.1904761904761903,-0.1524926686217008,-0.142433234421365,-0.0796178343949044,-0.0911949685534591,-0.043046357615894,-0.0034482758620688,-0.064724919093851,0.0547445255474452,0.1468253968253969,0.0864661654135339,0.0284697508896798,-0.0940438871473353,-0.1499999999999999,-0.088328075709779,-0.0616883116883116,-0.1949860724233982,-0.1623188405797101,-0.3069544364508393,-0.3294663573085846,-0.3689956331877729,-0.3676148796498906,-0.3877118644067796,-0.3534675615212527,-0.3086124401913874,-0.3019323671497583
BDAJ_H9-L,0.0517990074441687,-0.0517990074441687,11.0,-0.121102628358296,0.0797364834166288,0.08812504690163,1.8260312580066616,-0.6140394088669952,-0.057816377171212,3.327812381649192e-07,-0.2714610408531966,0.0298186289578849,1.6046453464310786,-0.77070007534281,0.0292739858373711,0.0657542171861183,0.3349488353125776,-1.8806306306306304,1.741480912118883,40.71859296482412,-0.5851635693441868,-0.0296803652968036,0.0478468899521531,0.0478468899521531,0.1173469387755101,0.1967213114754098,0.1556728232189972,0.1711229946524062,0.2166666666666665,0.1317829457364341,0.1317829457364341,0.1711229946524062,0.1934604904632153,0.0379146919431279,0.0977443609022554,0.1116751269035531,0.1060606060606059,0.0682926829268293,0.0478468899521531,0.0186046511627906,-0.009049773755656,-0.0580645161290324,-0.009049773755656,0.0,0.1288659793814432,0.076167076167076,0.1060606060606059,0.1934604904632153,0.1060606060606059,0.0868486352357318,0.2586206896551724,0.2478632478632478,0.3035714285714286,0.3232628398791539,0.3435582822085889,0.3353658536585366,0.1837837837837836,0.1259640102827763,0.0554216867469878,0.2920353982300885,0.1934604904632153,0.3644859813084111,0.1902173913043476,0.1032745591939545,0.1465968586387434,0.076167076167076,0.2586206896551724,0.2514285714285713,0.3730407523510972,0.394904458598726
BDCK_44-L^L08,0.0467741935483871,-0.0467741935483871,17.0,0.0097244732576986,0.0934376358105171,0.013086624800421,1.351288056206089,-0.1245858184227966,-0.1793010752688137,1.3208656563752236e-07,-0.1291193949216639,0.1042524005486969,0.0002403561156711,-1.2271753265789096,0.1693520878062482,0.1697962014619087,0.1638733048351086,-2.9,1.3427010148321623,7.878086419753087,-0.004291008386971,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295
