firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pctacc,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BDAJ_H9-L,0.2943997222644129,-0.2943997222644129,6.0,-0.4889508196721311,-14.420727460761206,1.872883563427976,0.1727249291054395,-0.5514486391571555,-0.5755202117732959,3.1885204530570528e-06,-0.5726229508196722,-0.2603514173705764,0.5285651367253398,1.4082080043621714,0.5841046568840266,0.0538482084999447,-2.1173533083645446,1.7030476686637146,7.013687915526008,-0.1213130818226359,-0.0395256916996046,0.0541666666666666,0.0811965811965811,0.0858369098712446,0.0952380952380951,0.1990521327014218,0.2713567839195978,0.2401960784313723,0.2222222222222223,0.171296296296296,0.1933962264150941,-0.0698529411764706,-0.0766423357664235,-0.0664206642066421,-0.1481481481481482,-0.2991689750692521,-0.3690773067331671,-0.2708933717579251,-0.2379518072289157,-0.2913165266106443,-0.1891025641025642,-0.2333333333333334,-0.1091549295774648,-0.2142857142857144,-0.1968253968253969,-0.3049450549450549,-0.1677631578947369,-0.3342105263157895,-0.4451754385964912,-0.4390243902439025,-0.494,-0.54,-0.5522123893805311,-0.4582441113490364,-0.4143518518518519,-0.4605543710021322,-0.4729166666666666,-0.4535637149028078,-0.4970178926441352,-0.484725050916497,-0.494,-0.51252408477842,-0.5733558178752107,-0.5726351351351351,-0.5652920962199313,-0.5667808219178083,-0.5776293823038398,-0.5804311774461028,-0.5704584040747029
BKLI_06-L^K01,0.121665394222858,-0.121665394222858,5.0,-0.11787109375,-1.721245286995057,0.7648669043990353,0.3196984140740099,-3.380743982494529,-0.054850975828509,7.566134117726508e-08,-0.0157366071428571,-0.1907327760729245,-0.1784009087787512,0.4229351377860557,-0.1157138705042124,0.0491078641859777,-1.4154880993446015,0.6634952576831452,6.280086383268925,-0.0011533733458672,-0.0263157894736841,-0.3333333333333332,-0.40625,-0.4722222222222222,-0.1739130434782608,-0.2962962962962963,-0.5869565217391304,-0.696,-0.7076923076923076,-0.6545454545454545,-0.6122448979591837,-0.5128205128205128,-0.5308641975308642,-0.5128205128205128,-0.8207547169811321,-0.8248847926267281,-0.7912087912087912,-0.8311111111111111,-0.8376068376068376,-0.8,-0.8362068965517241,-0.831858407079646,-0.8396624472573839,-0.8389830508474576,-0.8118811881188119,-0.8020833333333333,-0.81,-0.8061224489795918,-0.8369098712446352,-0.848605577689243,-0.848605577689243,-0.8442622950819672,-0.8256880733944955,-0.8118811881188119,-0.7934782608695652,-0.8061224489795918,-0.7865168539325843,-0.8080808080808081,-0.8,-0.7682926829268293,-0.7625,-0.7483443708609272,-0.759493670886076,-0.7888888888888889,-0.7840909090909091,-0.8061224489795918,-0.8,-0.7532467532467533,-0.7682926829268293
BLNT_37-L^D19,0.0038509899009802,-0.0038509899009802,4.0,0.2058895595264404,-0.0489412763176575,1.03038214353003,0.430642018723566,0.6951631956243831,0.0138209327590157,8.181625820492218e-08,0.00584191308809,0.0773843197187918,0.0017641238958728,0.1733982098436568,0.0017641238958728,-0.0638159589621038,-0.1588231846685812,1.03038214353003,0.1512145463426753,0.1445931462585712,0.0498915401301518,0.2459459459459458,0.2195767195767197,0.3323699421965318,0.4728434504792334,0.5787671232876714,0.6464285714285716,1.0131004366812228,0.9369747899159666,0.80078125,0.7330827067669172,0.8739837398373986,0.8739837398373986,0.8293650793650795,0.8078431372549022,0.7201492537313432,0.9451476793248944,0.8588709677419357,0.9617021276595744,1.0765765765765765,1.1441860465116285,1.711764705882353,1.5329670329670328,1.38860103626943,1.237864077669903,1.0580357142857144,1.478494623655914,1.6802325581395352,1.6045197740112995,1.5898876404494384,1.401041666666667,1.5898876404494384,1.6802325581395352,1.9551282051282053,1.5611111111111111,1.5469613259668509,2.0328947368421053,1.711764705882353,1.5054347826086958,1.5898876404494384,1.5469613259668509,1.6342857142857143,1.810975609756098,1.4521276595744683,1.4263157894736844,1.2821782178217824,1.2598039215686274,1.46524064171123,1.5898876404494384
BPVK_29-L,0.0894011837145686,-0.0894011837145686,29.0,0.0036801676337178,5.322067862729095,1.5245759125148235,0.198103708716409,-0.0028677215130067,-0.1007941723872009,0.000145596544126,-0.06215110011254,-0.0102661121033436,0.0793825428740701,0.108380063653214,0.1032177516598388,0.1078171925526863,-0.6481481764868813,1.2193707374475045,5.644839517108062,0.0589211915489845,-0.0245664739884393,0.0880503144654087,0.0102189781021897,0.086342229199372,0.1837153609305508,0.1161290322580645,0.1951640759930917,0.2867236891037561,0.2958801498127341,0.606313834726091,0.5235579040070453,0.3473520249221185,0.2161687170474517,0.246846846846847,0.3675889328063242,0.4209445585215605,0.4894532931554025,0.4019448946515398,0.4174518639901681,0.4221126181668724,0.1392821863681264,0.3670485973923352,0.2446043165467626,0.3221245701184563,0.4362806143628062,0.521547933157432,0.7325988983475213,0.5606675687866485,0.5135608048993876,0.3353917406406792,0.3595284872298625,0.3364233294708381,0.3145896656534954,0.2848124767916822,0.2886405959031657,0.6190921853065043,0.7743589743589745,0.8258575197889184,0.6845180136319378,0.778006166495375,0.7137196631996037,0.7094861660079053,0.8865866957470012,0.8642241379310347,0.9794050343249427,0.8845315904139435,0.935123042505593,1.099514563106796,1.1200980392156863
BUBP_92-L^K18,0.0184118591256727,-0.0184118591256727,4.0,1.825537294563843,2.553595406118221,1.511486568615534,0.2312138728323699,-2.0344055048807808,0.0688320271928957,3.381961561325428e-06,0.1148636445728733,-0.10013417658476,0.1441045211154727,0.5580257892396622,0.3061517375504539,-0.3586708717251046,-0.143646408839779,1.076090920140999,10.813817330210773,0.1954692556634304,0.0957966764418378,-0.0163461538461537,-0.0067961165048543,-0.1417785234899328,-0.1545454545454544,-0.2190839694656488,-0.2279245283018868,-0.3504761904761905,-0.3331160365058669,-0.4130808950086058,-0.2592324402606807,0.0271084337349396,0.2475609756097563,0.5787037037037037,0.7698961937716262,0.7309644670050761,0.7222222222222221,0.7251264755480609,0.7222222222222221,0.8633879781420766,0.9265536723163844,0.7915936952714537,1.181236673773987,1.2385120350109409,1.0666666666666669,1.0666666666666669,1.0750507099391484,1.1952789699570814,1.3463302752293576,1.3571428571428572,1.3901869158878504,1.3901869158878504,1.2632743362831862,1.4710144927536235,1.9912280701754388,1.2434210526315792,1.288590604026846,1.4127358490566038,1.1952789699570814,1.2733333333333334,1.2190889370932756,1.3846153846153846,0.8138297872340428,0.7947368421052632,0.6661237785016287,0.6715686274509804,0.6798029556650247,0.9597701149425288,1.013779527559055
BUNQ_03-L^K12,0.1042967801734601,-0.1042967801734601,12.0,0.2100129246226254,-5.054015240038725,3.3225157452764167,0.2150687476774433,-0.150733007552199,0.0022289409220311,5.5277760944498105e-09,0.2446899309873924,-0.0217270348575483,0.4100340802212318,0.0840500224835683,0.1602236393680123,0.1075545647625289,-0.883034379671151,0.7103743876836948,9.958922379301146,0.1227183882122987,-0.0416666666666666,-0.04,0.0,-0.1111111111111111,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,-0.04,-0.0769230769230769,-0.0769230769230769,0.0434782608695651,0.0909090909090908,0.0909090909090908,0.0434782608695651,0.0,-0.0769230769230769,-0.0769230769230769,-0.1111111111111111,-0.0769230769230769,-0.04,0.0,-0.0769230769230769,-0.1111111111111111,0.0434782608695651,0.0,0.0909090909090908,0.1999999999999999,0.1999999999999999,0.0,0.5,0.3333333333333332,0.3333333333333332,0.4117647058823528,0.3333333333333332,0.263157894736842,0.1999999999999999,0.3333333333333332,0.714285714285714,0.5,0.4117647058823528,0.5,-0.0769230769230769,-0.2258064516129032,-0.25,-0.3846153846153847,-0.4146341463414634,-0.3846153846153847,-0.4
BWQW_65-L^I10,0.1315734514013616,-0.1315734514013616,20.0,0.183136265539986,-2.605891672316032,1.5162609940683167,0.1406670810026931,-0.5861471861471862,0.0137003466855985,3.1285024581499064e-05,0.1219489954101948,-0.0435553927441229,0.5740992178741078,0.0711970153672967,0.5585991924135117,-0.111938776898118,-4.478672985781991,1.041930865207609,5.68467921473386,0.0510599285273262,-0.02,-0.0797546012269938,-0.1228070175438595,-0.3087557603686636,-0.3421052631578947,-0.3150684931506849,-0.2105263157894736,-0.2385786802030456,-0.2385786802030456,-0.127906976744186,-0.1847826086956522,-0.25,-0.3243243243243243,-0.3087557603686636,-0.4094488188976378,-0.4423791821561338,-0.4525547445255474,-0.4642857142857143,-0.3562231759656652,-0.4318181818181819,-0.3478260869565217,-0.3362831858407079,-0.3617021276595745,-0.4718309859154929,-0.4318181818181819,-0.4505494505494505,-0.4382022471910112,-0.4047619047619047,-0.517684887459807,-0.5412844036697249,-0.5774647887323943,-0.5738636363636364,-0.5923913043478262,-0.5750708215297451,-0.5454545454545454,-0.4845360824742268,-0.5081967213114753,-0.5,-0.5677233429394812,-0.4897959183673469,-0.512987012987013,-0.4318181818181819,-0.4360902255639097,-0.4423791821561338,-0.4339622641509434,-0.4718309859154929,-0.4755244755244755,-0.4402985074626866,-0.3852459016393442
CWI_80-L,0.1228777401794909,-0.1228777401794909,12.0,0.0934458543796969,0.0065268758485457,1.2747850500087734,0.2988461538461539,0.0875866414618777,0.0623804619685155,0.0001181088270192,0.0294443760009855,0.0269792564491629,-0.1499194767916212,0.4335276442307693,-0.2110695435754387,0.0427676335020628,-3.1164179104477614,0.7390770310580803,7.543192812715964,0.203152557319224,0.0537190082644627,0.0041493775933609,0.0827740492170021,0.095022624434389,0.2069825436408978,0.0852017937219731,0.2604166666666667,0.2474226804123711,0.4846625766871166,0.8059701492537312,0.7859778597785978,0.375,0.2703412073490814,0.2284263959390862,-0.0583657587548638,-0.0833333333333333,-0.0953271028037382,-0.2039473684210526,-0.1851851851851852,-0.0727969348659003,-0.0546875,-0.1655172413793103,-0.2155591572123176,-0.0833333333333333,-0.1037037037037037,-0.0509803921568626,0.0684326710816776,-0.5891341256366723,-0.6430678466076696,-0.6029532403609517,-0.5631768953068592,-0.5754385964912281,-0.5990057995028998,-0.6197957580518461,-0.573943661971831,-0.5631768953068592,-0.5579908675799087,-0.5446848541862653,-0.563570784490532,-0.5332690453230473,-0.519364448857994,-0.5567765567765568,-0.5551470588235294,-0.5323671497584541,-0.5240904621435595,-0.5563703024747938,-0.4963579604578564,-0.500515995872033,-0.4878306878306878
CWV_20-L^I06,0.0750371618273709,-0.0750371618273709,12.0,0.0961778147071042,0.6295171589295195,0.9431291816778178,0.0951123254401943,0.1294024141870746,0.0009117034981664,1.2703638879276578e-05,0.1350643955130869,-0.0710830108407477,-0.1371371316564647,0.0691004704852563,-0.1660225824155569,0.1185183103410903,-1.1599264705882355,0.7592640247040658,4.560127388535031,0.1726340616503423,0.0293522267206476,0.0291666666666667,0.1461716937354991,-0.0119999999999999,-0.0020202020202019,0.0521831735889244,0.0102249488752557,-0.0652790917691579,-0.1894995898277275,-0.2463768115942027,-0.2593703148425786,-0.2571428571428571,-0.2423312883435582,-0.2604790419161675,-0.2140015910898965,-0.250947687642153,-0.2358855375096673,-0.2057877813504822,-0.1050724637681158,0.0020283975659229,0.1356321839080461,0.2004860267314703,0.1488372093023258,0.1488372093023258,0.1330275229357798,0.1733966745843231,0.3741307371349096,0.2569974554707379,0.2538071065989848,0.1903614457831326,0.0133333333333334,-0.0454106280193236,0.0555555555555558,-0.0100200400801603,0.0646551724137933,-0.0129870129870128,0.0510638297872341,-0.0360975609756096,-0.1034482758620688,-0.0714285714285714,-0.1115107913669063,-0.0679245283018866,-0.0351562499999998,0.0421940928270041,0.0499468650371945,-0.0100200400801603,0.0378151260504202,0.1304347826086958,0.1101123595505617
DLY_Y2-L^F16,0.111648919006131,-0.111648919006131,12.0,1.0382352941176471,-3.5382860964822007,1.6140350877192982,0.1108562691131498,-0.0052264808362369,0.2846079380444958,7.388566225979438e-06,0.3049019607843137,0.0161400830370358,0.5430684942344588,-0.3562691131498471,0.6325632563256326,-0.6361622443537434,-34.6,1.1666666666666667,3.0605381165919283,0.1514129059468578,-0.0208333333333332,-0.0625,0.0,-0.0804597701149425,-0.1111111111111111,-0.0977443609022556,-0.02834008097166,-0.0625,0.0169491525423728,0.2435233160621761,0.1162790697674418,-0.0804597701149425,-0.0697674418604651,-0.0909090909090909,-0.1044776119402985,-0.2523364485981308,-0.2592592592592593,-0.0977443609022556,-0.051383399209486,-0.051383399209486,0.1267605633802817,0.1650485436893203,0.1650485436893203,0.3559322033898304,0.263157894736842,0.0572687224669603,0.0,-0.0943396226415094,-0.2258064516129032,-0.3181818181818182,-0.4188861985472155,-0.3814432989690721,-0.35656836461126,-0.3442622950819672,-0.3023255813953488,-0.4014962593516209,-0.3766233766233766,-0.4326241134751774,-0.4816414686825054,-0.4088669950738915,-0.3083573487031701,-0.2982456140350877,-0.368421052631579,-0.3984962406015038,-0.4666666666666667,-0.4545454545454546,-0.4495412844036698,-0.5041322314049587,-0.4678492239467849
