firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pctacc,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.2119296316657504,-0.2119296316657504,12.0,-0.1277982674328845,-6.629404412975686,0.8492574257425743,0.1565597177893499,-0.2810199317651284,-0.2166025288619949,3.750369754999512e-06,0.0156102581696542,-0.1234028770320457,-0.1239376824518478,0.5011187266276378,-0.1728980040861228,0.2633459029459828,-1.5207100591715978,0.3888613861386139,19.50852557673019,0.2775880189174986,-0.1397849462365591,0.9375000000000002,1.1136363636363638,1.1136363636363638,1.2682926829268295,1.162790697674419,0.8979591836734695,1.3250000000000002,0.8235294117647058,0.7222222222222221,0.7547169811320755,0.0449438202247192,0.0449438202247192,-0.396103896103896,-0.4593023255813953,-0.5956521739130434,-0.610878661087866,-0.5613207547169812,-0.6157024793388429,-0.6678571428571428,-0.5571428571428572,-0.5791855203619909,-0.4464285714285714,-0.4745762711864406,-0.6770833333333333,-0.6352941176470588,-0.6092436974789915,-0.7075471698113207,-0.7430939226519337,-0.7759036144578313,-0.7995689655172413,-0.805439330543933,-0.7995689655172413,-0.8132530120481928,-0.7876712328767124,-0.9142066420664208,-0.9213197969543148,-0.9095330739299612,-0.911931818181818,-0.90625,-0.9088235294117648,-0.90169133192389,-0.9120982986767484,-0.9240196078431372,-0.9230132450331126,-0.9263074484944532,-0.9213197969543148,-0.9258373205741628,-0.9230132450331126
BALZ_07-L^I10,0.0294049469320129,-0.0294049469320129,12.0,0.3156111683077707,-0.7697557693681097,1.4770915619389586,1.0614741309367783,0.0960329392469078,0.0690320839967619,2.27601332135132e-08,0.114182131763505,0.3885412198859472,-0.1212290955011075,3.583912656425599,-0.1994008363330129,0.008764850732915,-0.3943532769340536,0.9758168761220826,3.2428730416916363,0.2342481040704447,-0.108695652173913,-0.089108910891089,-0.0315789473684209,-0.089108910891089,-0.0212765957446807,-0.0366492146596857,0.1499999999999999,0.4263565891472869,0.4488188976377953,0.1948051948051947,0.6428571428571428,0.8775510204081634,0.8775510204081634,1.2716049382716048,1.2999999999999998,1.1647058823529417,1.358974358974359,1.3291139240506329,1.4864864864864864,1.787878787878788,1.7058823529411762,2.172413793103449,2.1186440677966103,2.066666666666667,2.68,3.0,3.3809523809523814,3.0,2.833333333333333,2.833333333333333,2.607843137254902,3.3809523809523814,3.279069767441861,3.717948717948718,3.3809523809523814,3.717948717948718,3.6,3.6,4.111111111111112,4.111111111111112,4.111111111111112,5.133333333333334,5.133333333333334,4.75,4.411764705882352,3.487804878048781,3.6,3.842105263157895,4.111111111111112
BBOU_00-L,0.0658357499845745,-0.0658357499845745,12.0,-0.0087234303968546,0.1605364343792111,0.9892761394101875,0.1215074723846653,0.1701440635866865,-0.0172764854692416,0.0001396806715084,-0.0175697260105664,0.0101505203868999,0.121873535955103,-0.1223846653671216,0.1130703893459981,0.0198653799133564,-1.0932377049180328,0.6519476423277085,6.019269776876268,0.006358626536668,0.0373443983402488,0.0987841945288754,0.1911037891268534,0.2530329289428077,0.2422680412371134,0.200996677740864,0.2573913043478262,0.3903846153846153,0.4316831683168318,0.5125523012552302,0.6066666666666667,0.4518072289156627,0.2796460176991151,0.1930693069306932,0.197019867549669,0.1385826771653544,0.1568,0.0570175438596491,0.0758928571428572,0.0069637883008357,0.0695266272189349,0.0478260869565216,0.0284495021337127,0.0570175438596491,0.140378548895899,0.0711111111111111,0.3413729128014844,0.1385826771653544,0.0154494382022472,-0.0013812154696132,0.0226308345120227,-0.0095890410958903,-0.0189959294436905,0.1367924528301887,0.3121597096188748,0.1157407407407407,0.14218009478673,0.140378548895899,0.0616740088105727,0.1385826771653544,0.0774962742175857,0.0432900432900433,0.0971168437025797,0.2444061962134252,0.2508650519031141,0.3667296786389415,0.4402390438247014,0.3641509433962264,0.406614785992218
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,74.29921740337436,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,3.497903034938992e-07,0.2216981132075471,-0.081325031401783,-0.2328427255985267,-0.3980598279380004,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,2.311284046692607,0.2272727272727272,-0.1071428571428572,0.0,0.0,0.1200000000000001,0.1200000000000001,0.4000000000000001,0.0370370370370369,0.2727272727272729,-0.1249999999999998,0.7500000000000002,0.7500000000000002,0.2727272727272729,-0.2999999999999999,-0.2999999999999999,-0.2999999999999999,-0.2222222222222221,-0.176470588235294,-0.0344827586206895,-0.0344827586206895,0.0,-0.0344827586206895,0.0769230769230771,0.2727272727272729,0.2727272727272729,0.2173913043478261,0.2173913043478261,0.0769230769230771,0.0,-0.096774193548387,-0.176470588235294,-0.282051282051282,-0.282051282051282,-0.282051282051282,-0.263157894736842,-0.282051282051282,-0.2999999999999999,-0.2999999999999999,-0.2999999999999999,-0.3913043478260869,-0.3333333333333332,-0.3170731707317072,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3636363636363635,-0.3636363636363635
BBTU_63-L^C18,0.0692212078350692,-0.0692212078350692,12.0,0.0199125578979264,0.8740532890325193,0.5146896399381489,0.0471589978712952,0.0372614107883818,-0.0017573185890016,1.5479568446496805e-05,0.0531145837842517,0.1429651569637615,-0.0334126519947519,0.3043053581959103,-0.0381381673758147,-0.0451904075360269,-2.323741007194245,0.4896178484647669,15.575482853764289,-0.0809182676652555,0.0792291220556744,0.0108225108225108,0.0,-0.1087786259541985,-0.1238273921200751,-0.1319702602230483,-0.2255389718076286,-0.2815384615384615,-0.3112094395280236,-0.2563694267515923,0.1390243902439025,-0.0230125523012553,-0.0678642714570858,0.004301075268817,-0.0788954635108482,-0.2003424657534246,-0.2164429530201342,-0.2306425041186162,-0.290273556231003,-0.3602739726027397,-0.3122238586156112,-0.3212209302325581,-0.1188679245283018,-0.1989708404802744,-0.1734513274336283,-0.1446886446886447,-0.0697211155378485,-0.1778169014084506,-0.2924242424242423,-0.3911342894393742,-0.4213135068153656,-0.4304878048780487,-0.4269938650306749,-0.3706199460916441,-0.3328571428571428,-0.2668759811616954,-0.2956259426847661,-0.2725856697819314,-0.2998500749625187,-0.2634069400630915,-0.2003424657534246,-0.2216666666666666,-0.1906412478336221,-0.1675579322638146,-0.1254681647940074,-0.1539855072463767,-0.1675579322638146,-0.1615798922800718,-0.0508130081300812
BBXK_89-L^E06,0.0483941315162356,-0.0483941315162356,12.0,0.0270225251774594,-0.930634957691125,1.718651747734418,0.0616675703071591,0.0043817440979546,-0.0575091181471498,6.658643836169092e-05,-0.0041642108500116,-0.1355251693425317,0.0395182566677558,0.1445281925662477,0.0711291853930543,-0.1012841775416784,-1.4797062234248164,1.499306454595894,3.618641822677499,-0.00346546692607,-0.0517241379310343,0.0086956521739129,-0.0252100840336134,-0.0682730923694781,-0.1076923076923077,-0.1773049645390071,-0.2467532467532468,-0.1624548736462094,-0.2467532467532468,-0.2467532467532468,-0.3053892215568862,-0.3333333333333333,-0.2027491408934708,-0.3053892215568862,-0.3763440860215055,-0.5136268343815513,-0.4855875831485587,-0.464203233256351,-0.4967462039045554,-0.5378486055776892,-0.5156576200417538,-0.5226337448559671,-0.4553990610328638,-0.5236139630390144,-0.5274949083503055,-0.5622641509433963,-0.5622641509433963,-0.6369327073552427,-0.618421052631579,-0.6436251920122888,-0.6425269645608629,-0.6593245227606461,-0.6671449067431852,-0.6578171091445428,-0.6583210603829162,-0.672316384180791,-0.6881720430107527,-0.6782246879334258,-0.697522816166884,-0.672316384180791,-0.6695156695156695,-0.6139767054908486,-0.6094276094276094,-0.6013745704467355,-0.5944055944055944,-0.6054421768707483,-0.5993091537132988,-0.6000000000000001,-0.6081081081081081
BCPS_48-L^C06,0.1244105449946569,-0.1244105449946569,12.0,-0.3951003839133992,-3.280288905032337,1.4643407440017608,0.1570357644853974,-0.521809612440335,-0.5170929696766813,1.542242737561723e-05,-0.4569041475234438,0.4896147104291554,0.3284622057641138,2.4423628140423195,0.3632376349237049,-0.3072394863598279,-9.303519061583575,1.396324014968083,5.553646860039425,-0.3572662386337712,0.0095541401273884,0.1095406360424029,-0.4784053156146178,-0.4704890387858347,-0.4119850187265917,-0.4481546572934973,-0.5674931129476584,-0.5047318611987381,-0.521341463414634,-0.5608391608391609,-0.6297169811320755,-0.6960309777347531,-0.6572052401746724,-0.6463963963963963,-0.6526548672566371,-0.69064039408867,-0.6909448818897638,-0.6850551654964895,-0.6503340757238307,-0.6526548672566371,-0.6495535714285714,-0.5710382513661203,-0.5271084337349397,-0.5577464788732394,-0.5533428165007113,-0.5227963525835866,-0.3926499032882011,-0.5395894428152492,-0.6691253951527925,-0.6447963800904977,-0.6230492196878752,-0.6447963800904977,-0.6475869809203143,-0.6113861386138614,-0.5514285714285714,-0.546242774566474,-0.5146831530139103,-0.5468975468975469,-0.5306427503736921,-0.5206106870229008,-0.4919093851132685,-0.4869281045751633,-0.5086071987480438,-0.4852459016393442,-0.486088379705401,-0.5227963525835866,-0.51840490797546,-0.4677966101694916,-0.4677966101694916
BCQE_67-L^A14,0.1653059932915638,-0.1653059932915638,12.0,-0.1560275411366553,-1.0334845487246824,0.926620004515692,0.1805236564079007,-0.5203747072599532,-0.1293589013353308,8.090866750086425e-05,-0.2408682460030342,-0.0694920241872378,-0.1656111920453584,0.3416189919405354,-0.1513293665077805,0.0490491818137057,-5.487394957983193,0.6877398961390833,3.9779832672831352,-0.0403654132143615,-0.079556898288016,0.0463645943097996,0.1566686080372741,-0.3511924207775236,-0.3089770354906054,-0.3200958575830195,-0.279651795429815,-0.4471046770601337,-0.3547758284600391,-0.3945121951219512,-0.4082240762812873,-0.4955549911099822,-0.4299655568312285,-0.4284892086330936,-0.39506548888212,-0.492849846782431,-0.4852255054432348,-0.4411930219471018,-0.4034244517873235,-0.4641122504047491,-0.3879815100154083,-0.3492791612057667,-0.2592316299888101,-0.2827735644637054,-0.1903791275988585,-0.3281461434370771,-0.0860561435803037,-0.1903791275988585,-0.3758642363293526,-0.435314188228604,-0.547298837474356,-0.5022556390977444,-0.4729299363057325,-0.4684154175588865,-0.3699238578680203,-0.4306192660550459,-0.3952496954933009,-0.4248479582971329,-0.4746031746031746,-0.3766478342749529,-0.3772342427093132,-0.3346733668341709,-0.2909675116029989,-0.2584017923823749,-0.3235694822888283,-0.2982332155477032,-0.3412935323383084,-0.3711209626345788,-0.2762390670553937
BCYN_75-L^D01,0.085183227625088,-0.085183227625088,14.0,0.3415841584158416,0.8954167917573336,0.6694444444444444,0.0679117147707979,0.1148173360562741,0.1649929527836504,2.678597299403568e-05,0.4267739273927393,0.0530982898800189,-0.387068925288161,-0.1761954439148784,-0.3857373588954194,-0.1770643081952454,-0.971859296482412,0.4474537037037037,5.271805273833672,0.1699302273238802,0.1158256880733945,-0.03646408839779,0.0660146699266504,-0.075291622481442,-0.0102156640181612,-0.031111111111111,0.0608272506082725,0.0608272506082725,-0.022421524663677,0.1150895140664962,-0.0772486772486771,-0.2939271255060728,-0.1655502392344496,0.0151338766006985,0.0034522439585731,-0.0490730643402398,-0.1218529707955689,-0.0417582417582416,0.1752021563342318,-0.027870680044593,0.231638418079096,0.3192133131618759,0.4342105263157896,0.5112651646447142,0.4982817869415807,0.4248366013071896,0.493150684931507,0.8632478632478635,0.5112651646447142,0.535211267605634,0.3885350318471339,0.2264416315049227,0.3053892215568863,0.2457142857142857,0.2956909361069837,0.4087237479806138,0.4557595993322203,0.345679012345679,0.0468187274909963,0.0886392009987517,0.0765432098765432,-0.0068337129840545,0.0163170163170163,0.0673194614443084,0.1065989847715735,0.1251612903225807,0.1720430107526882,0.1266149870801034,0.0712530712530712
BCZB_W7-L^G07,0.0474711193088049,-0.0474711193088049,12.0,0.0499502487562189,-1.016454159777013,0.7574152542372882,0.0641474935243029,0.0211024978466838,0.0066983787981749,0.0002624601462322,0.0634825870646766,-0.0249236649637914,-0.0429216690207155,0.0595909432919002,-0.0949569816122904,-0.3272234815951982,-1.4011461318051577,0.5485169491525423,73.9590909090909,-0.0098582121341203,0.0133928571428569,-0.006651884700665,0.0516431924882629,0.0821256038647344,0.2173913043478261,0.2444444444444444,0.4405144694533764,0.1666666666666667,0.3061224489795919,0.4688524590163936,0.1883289124668437,0.1228070175438595,0.1914893617021278,0.0692124105011933,0.0566037735849056,-0.089430894308943,0.0491803278688527,-0.0468085106382978,0.0298850574712645,-0.006651884700665,0.0181818181818183,0.0847457627118646,-0.083844580777096,-0.1869328493647911,-0.2112676056338027,-0.270358306188925,-0.3097072419106317,-0.2643678160919539,-0.2643678160919539,-0.2808988764044944,-0.2084805653710246,-0.1794871794871794,-0.2607260726072606,-0.1594746716697935,-0.1999999999999998,-0.2302405498281786,-0.2112676056338027,-0.2140350877192982,-0.1466666666666666,-0.0949494949494949,-0.0800821355236138,0.0641330166270786,0.128463476070529,0.1758530183727036,0.1636363636363638,0.2727272727272729,0.2108108108108108,0.0112866817155756,0.0491803278688527
