firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0610699659324542,-0.0610699659324542,17.0,0.108957485284979,0.0713249361852815,-0.0310055546728231,1.2764034021871205,0.2645667801740446,-0.0383347073371804,-0.0381331382202103,1.756795117881541e-08,0.0390026602244084,0.1923271837227607,0.135367724529605,-0.3448003746023008,-0.0834184046636541,-0.2407756654237809,-0.0319019746861747,0.0640683542552739,-0.0730397554368885,-5.566083283041642,0.9553705953827462,0.0772600557546794,-0.0322580645161291,0.1272727272727272,0.1071428571428569,0.24,0.1923076923076923,0.2916666666666667,0.2916666666666667,0.4090909090909091,0.3478260869565217,0.2916666666666667,0.24,0.2916666666666667,0.2916666666666667,0.0508474576271187,0.0689655172413794,0.2156862745098038,0.24,0.3478260869565217,0.3191489361702129,0.1923076923076923,0.5121951219512195,0.4761904761904763,0.631578947368421,0.8235294117647058,1.137931034482759,0.9375,1.137931034482759,1.0,0.5897435897435896,0.8235294117647058,1.3846153846153846,0.8235294117647058,0.8787878787878787,0.7222222222222223,0.3191489361702129,0.24,0.24,0.2156862745098038,0.1071428571428569,-0.1267605633802816,-0.1842105263157895,0.1272727272727272,0.1698113207547169,-0.1388888888888888,-0.1388888888888888,-0.3921568627450981,-0.3921568627450981,-0.4608695652173913,-0.3980582524271845
BBOU_00-L,0.0481394657773962,-0.0481394657773962,16.0,-0.1300858183614249,0.1569274041026138,0.4901911592698671,1.0087597053553654,0.1143724696356275,-0.2547436415018167,-0.0924561032786344,5.100680578859308e-05,0.0004321787985429,-0.0753220085868956,20.90922350721717,-0.1902117001815613,0.0700292753118734,-0.1819882063017074,-0.0752799502013805,-0.0504048416765208,0.2769020438683948,-0.5237068965517241,0.5755524586900259,-0.0581567796610169,0.0211081794195251,0.0188172043010752,0.0397805212620028,0.0201884253028263,0.0326975476839237,0.0298913043478259,0.0890804597701149,0.1081871345029239,0.1065693430656935,0.03551912568306,0.0616246498599439,0.0026455026455027,0.0736543909348441,0.0053050397877985,0.0527777777777778,0.0312925170068028,0.0298913043478259,0.0859598853868195,0.1590214067278288,0.121301775147929,0.1955835962145111,0.1770186335403725,0.1519756838905774,0.109809663250366,0.1554878048780488,0.1955835962145111,0.1770186335403725,0.1229629629629629,0.1537290715372907,0.0383561643835617,-0.050125313283208,-0.0331632653061224,0.0284938941655359,-0.1092831962397179,-0.1186046511627906,-0.1624309392265194,-0.1742919389978213,-0.1287356321839079,-0.1061320754716981,-0.0343949044585987,0.0174496644295301,0.0828571428571429,0.0828571428571429,0.1033478893740902,0.0284938941655359,-0.050125313283208,-0.0117340286831811,0.0455172413793103,0.058659217877095
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,3.6047880101652985,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,2.276668490775341e-07,0.2216981132075471,-0.108730583824317,0.0020184388693888,-0.257677161641962,-0.2328427255985267,-0.3980598279380004,-0.2464646464646464,-0.4155844155844156,0.6064997804128239,-2.256756756756757,1.8,0.2272727272727272,0.0,0.0810810810810811,0.0,0.0526315789473683,-0.111111111111111,0.0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,-0.111111111111111,0.142857142857143,0.142857142857143,-0.111111111111111,0.142857142857143,0.142857142857143,0.0,0.0,-0.111111111111111,0.142857142857143,0.142857142857143,0.0,0.0,0.0,-0.1999999999999999,-0.2727272727272727,-0.1999999999999999,-0.0476190476190475,0.0810810810810811,0.0810810810810811,0.0,0.5384615384615385,0.5384615384615385,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,0.0,0.0,0.6666666666666667,0.0,0.0,0.0526315789473683
BBTU_63-L^C18,0.0551027878928,-0.0551027878928,16.0,-0.0325240234263945,0.1724048185603807,0.0309829881510945,0.8805668016194332,0.0792268645060523,0.0439906698858288,-0.045739167292819,9.127229224451144e-05,0.0072212429635525,-0.0984162895927602,3.969908674212266,-0.0020870564259474,0.0475001915634213,-0.022564245099683,0.0467726827189431,0.396861894398857,0.2862035167492429,-1.0966257668711654,0.8645748987854251,0.3317731370024074,-0.0833333333333333,-0.056356487549148,0.0041841004184099,0.0495626822157433,0.1594202898550725,0.142857142857143,0.0650887573964498,0.1464968152866241,0.142857142857143,0.1026033690658498,0.1111111111111111,0.1999999999999999,0.3114754098360655,0.3043478260869567,0.3186813186813186,0.3284132841328413,0.3846153846153846,0.522198731501057,0.6400911161731209,0.506276150627615,0.5126050420168069,0.6216216216216215,0.6475972540045767,0.940700808625337,1.1621621621621625,0.9672131147540984,0.8556701030927836,0.7866004962779156,0.6551724137931036,0.7061611374407584,0.8947368421052633,0.5384615384615385,0.5754923413566739,0.3533834586466164,0.2162162162162162,0.1764705882352941,0.1980033277870216,0.3308687615526802,0.4201183431952662,0.4145383104125737,0.4486921529175052,0.6822429906542056,0.6216216216216215,0.2413793103448276,0.2060301507537689,0.2141652613827993,0.2328767123287671,0.3432835820895521,0.4486921529175052
BBXK_89-L^E06,0.169506349628283,-0.169506349628283,17.0,-0.4191484458662618,0.197405228682929,0.0243521757078566,0.6495772900023269,0.0815415699164681,-0.8076484741040901,-0.0212997659083662,4.070234974565454e-05,-0.022352957124073,-0.2355223334890618,5.056496852572511,-0.6057126415228747,-0.6836133044405258,0.178998738899706,-0.7903832560889411,0.1032131233775334,0.9256939167437414,-1.6838160136286202,0.3861009850306368,-0.0432692886827681,-0.0242424242424241,-0.0178571428571429,-0.0379008746355685,0.0060975609756097,0.0377358490566037,-0.0517241379310344,0.0060975609756097,-0.0236686390532544,-0.0030211480362538,-0.0406976744186047,-0.0571428571428571,0.2499999999999997,0.2177121771217711,0.1538461538461537,0.2790697674418603,0.1956521739130434,0.264367816091954,0.1999999999999999,0.1111111111111109,0.1262798634812285,0.1301369863013699,0.1148648648648649,0.1956521739130434,0.2267657992565055,0.2132352941176469,0.1262798634812285,0.1262798634812285,0.0963455149501661,0.0248447204968942,-0.0883977900552487,0.0679611650485436,0.0122699386503066,0.0509554140127388,-0.0958904109589041,-0.0883977900552487,-0.1176470588235295,-0.1032608695652175,-0.2763157894736842,-0.253393665158371,-0.2271662763466041,-0.1871921182266009,-0.0517241379310344,0.0963455149501661,0.0248447204968942,0.1262798634812285,0.0714285714285714,0.1224489795918366,0.0576923076923077,0.0344827586206897
BCPS_48-L^C06,0.2001199580146948,-0.2001199580146948,16.0,-0.2266599303321189,0.0361847473829008,-0.4166287336727107,1.3977200759974666,0.2427630117716739,-0.2767315671879988,-0.2550907182485772,3.708891585369612e-06,-0.106336586273832,-0.2145116976105235,1.807577673607648,-0.7929850771647428,-0.0473296715654651,2.095412870462529,-0.040028919523193,0.3276842538734003,0.1472381302448613,-2.6660007990411505,1.329322355921469,0.0464862505456132,-0.0726643598615917,-0.0796178343949044,-0.064724919093851,-0.030201342281879,-0.0398671096345514,0.0783582089552239,0.1115384615384615,0.1844262295081968,0.3136363636363635,0.2620087336244541,0.3504672897196261,0.337962962962963,0.2901785714285714,0.251082251082251,0.2350427350427351,0.2565217391304348,0.1653225806451612,0.024822695035461,0.151394422310757,0.115830115830116,0.2620087336244541,0.2350427350427351,0.2142857142857144,0.445,0.6705202312138729,0.8176100628930818,0.7621951219512197,0.7621951219512197,0.5621621621621622,0.5706521739130435,0.6900584795321638,0.2787610619469027,0.3696682464454977,0.1844262295081968,0.0743494423791821,0.0358422939068101,0.1653225806451612,0.3894230769230768,0.2787610619469027,0.2142857142857144,0.1747967479674796,0.3894230769230768,0.6055555555555556,0.2565217391304348,0.1030534351145038,0.1115384615384615,-0.030201342281879,0.1115384615384615,0.12890625
BCQE_67-L^A14,0.1957726957726957,-0.1957726957726957,17.0,-0.1951219512195122,-0.1129668994837534,-0.2558788090663378,2.072480181200453,0.2285067873303167,0.371002132196162,-0.1514206514206311,5.512956144418841e-06,-0.1316447779862414,-0.1193603655054254,0.657963156806244,-0.6920082806605375,0.1392047202584966,-0.0142844468103983,0.1932191138216297,0.043773957359318,-0.0867279520787616,-1.1945031712473573,1.77123442808607,-0.2487792341300436,-0.1902173913043479,-0.089108910891089,-0.1929824561403508,0.0165745856353591,-0.1598173515981734,0.0165745856353591,0.3430656934306568,0.0887573964497041,0.0,-0.0980392156862745,-0.0160427807486631,-0.1929824561403508,-0.1822222222222221,-0.2840466926070037,-0.3825503355704698,-0.136150234741784,-0.2489795918367346,-0.5,-0.4267912772585669,-0.5533980582524272,-0.4064516129032258,-0.2136752136752135,-0.1481481481481481,0.1219512195121952,0.5726495726495728,0.0337078651685394,-0.699836867862969,-0.7012987012987013,-0.7622739018087855,-0.747945205479452,-0.7352517985611511,-0.7885057471264367,-0.764102564102564,-0.8249286393910561,-0.851373182552504,-0.8545454545454545,-0.873015873015873,-0.8420600858369098,-0.8642066420664207,-0.867910983488873,-0.8474295190713101,-0.7530201342281879,-0.5964912280701754,-0.8199608610567515,-0.823076923076923,-0.8837650031585597,-0.8928363424577752,-0.8935801041064199,-0.8839848675914249
BCZB_W7-L^G07,0.0722811944983685,-0.0722811944983685,17.0,-0.0774239656952275,0.0734536967117457,-0.063187569888374,0.8473611928585443,0.0662566396421582,-0.1430250783699059,-0.1477840650943786,0.0001532060153125,-0.0822679266259032,-0.0336123110151187,4.349571534245311,-0.3583568829184307,0.0251921115077726,0.2482386193135039,0.0960331411917105,0.1565918423809768,-0.1216512486991885,-14.344262295081966,0.7376888365705316,-0.101044279796978,-0.037542662116041,0.0209059233449477,0.0244755244755245,0.0851851851851852,0.1226053639846744,0.097378277153558,0.1535433070866141,0.1356589147286822,0.097378277153558,-0.045602605863192,-0.0517799352750808,-0.0786163522012578,-0.0265780730897008,-0.1556195965417867,-0.0872274143302179,-0.1792717086834733,-0.1407624633431085,-0.1305637982195845,-0.0668789808917197,-0.0786163522012578,-0.0298013245033111,0.010344827586207,-0.0517799352750808,0.0693430656934306,0.1626984126984128,0.1015037593984962,0.0427046263345196,-0.0815047021943573,-0.138235294117647,-0.0757097791798107,-0.0487012987012986,-0.1838440111420611,-0.1507246376811594,-0.2973621103117505,-0.3201856148491878,-0.3602620087336244,-0.3588621444201313,-0.3792372881355932,-0.3445190156599551,-0.2990430622009569,-0.292270531400966,-0.3201856148491878,-0.2871046228710462,-0.3186046511627907,-0.3658008658008658,-0.4174950298210735,-0.4116465863453815,-0.3517699115044247,-0.3532008830022075
BDAJ_H9-L,0.2037956674630231,-0.2037956674630231,10.0,-0.146063501542749,-0.028906955736224,-0.3760595421028894,1.7740963855421688,0.1104772505913454,-0.2296015180265654,-0.0995356078704967,2.461868248299316e-06,-0.0098039215686274,-0.1125963309009069,1.467254824097017,0.04980833226233,0.2779345515959982,-0.0649596662279379,0.264159960876717,0.0868766872453461,0.2524534142899629,-3.1792294807370185,1.6340361445783131,0.0142271145957733,-0.0697674418604651,0.0,0.0347593582887699,0.0544959128065396,-0.0829383886255923,-0.0300751879699248,-0.0177664974619289,-0.0227272727272727,-0.0560975609756096,-0.0741626794258372,-0.0999999999999999,-0.1244343891402715,-0.167741935483871,-0.1244343891402715,-0.1164383561643834,-0.0025773195876288,-0.0491400491400492,-0.0227272727272727,0.0544959128065396,-0.0227272727272727,-0.0397022332506203,0.1120689655172413,0.1025641025641026,0.1517857142857144,0.1691842900302114,0.1871165644171779,0.1798780487804878,0.0459459459459459,-0.0051413881748072,-0.0674698795180723,0.1415929203539823,0.0544959128065396,0.205607476635514,0.0516304347826086,-0.0251889168765743,0.013089005235602,-0.0491400491400492,0.1120689655172413,0.1057142857142856,0.2131661442006269,0.232484076433121,0.4603773584905661,0.5296442687747036,0.2403846153846154,0.1762917933130698,0.3208191126279862,0.2647058823529411,0.4942084942084943,0.4659090909090908
BDCK_44-L^L08,0.1291783193501132,-0.1291783193501132,16.0,-0.0275807722616233,0.0854898336414048,0.008213522551843,1.1555869872701556,0.1104199066874028,-0.0909638554216867,-0.135836995605269,1.696108153327776e-07,-0.0795902285263987,0.021485287248949,0.0002588495940695,0.3615660490341181,0.0935201243496385,-0.0384266459305339,0.0954486294775491,0.031198003327787,-0.1416458195160357,-17.321428571428573,1.1478076379066475,-0.0521353300055461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1714285714285714
