firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.2119296316657504,-0.2119296316657504,12.0,-0.1277982674328845,-0.0961240310077519,0.6241007849532774,0.8492574257425743,0.1565597177893499,-0.2810199317651284,-0.2166025288619949,3.5795674580002748e-06,0.0156102581696542,0.0123152709359605,-0.1114677307645474,-0.1239376824518478,0.5011187266276378,-0.1728980040861228,0.2633459029459828,-1.5207100591715978,0.3888613861386139,-0.1232275833928389,0.2775880189174986,0.1311475409836064,0.4186046511627908,0.4104046242774566,0.6598639455782314,2.05,1.6236559139784943,4.083333333333333,4.545454545454545,4.545454545454545,4.951219512195122,4.674418604651163,3.979591836734694,5.1,3.784313725490196,3.518518518518518,3.60377358490566,1.7415730337078652,1.7415730337078652,0.5844155844155843,0.4186046511627908,0.0608695652173914,0.0209205020920502,0.150943396226415,0.0082644628099173,-0.1285714285714285,0.1619047619047617,0.1040723981900453,0.4523809523809523,0.3785310734463276,-0.1527777777777778,-0.0431372549019607,0.0252100840336135,-0.2327044025157233,-0.3259668508287293,-0.4120481927710844,-0.4741379310344827,-0.4895397489539749,-0.4741379310344827,-0.5100401606425704,-0.4429223744292238,-0.7749077490774907,-0.7935702199661591,-0.7626459143968871,-0.7689393939393939,-0.7540322580645161,-0.7607843137254902,-0.7420718816067653,-0.7693761814744802,-0.8006535947712419
BALZ_07-L^I10,0.0430235595843715,0.0430235595843715,13.0,0.3810514346866431,0.2638355745871871,-0.2671830011696654,1.5999621809013551,0.412926274764534,0.3857652798777919,-0.0075844614049231,3.478625897654292e-08,-0.0594609056250417,0.3775085816043206,-0.0957546318449272,0.0831841587403734,-0.6109879056589765,0.2296614161575434,0.0586415039016326,0.3751347114725188,1.1999243618027102,-0.0380615075851484,0.2654303062302005,-0.1130434782608694,0.1165048543689319,-0.2434210526315789,-0.381720430107527,-0.2987804878048781,-0.3750000000000001,-0.4306930693069307,-0.3947368421052631,-0.4306930693069307,-0.3882978723404255,-0.3979057591623036,-0.2812500000000001,-0.1085271317829458,-0.094488188976378,-0.2532467532467533,0.0267857142857141,0.1734693877551019,0.1734693877551019,0.4197530864197529,0.4374999999999998,0.3529411764705881,0.4743589743589742,0.4556962025316453,0.554054054054054,0.7424242424242422,0.6911764705882351,0.9827586206896552,0.9491525423728812,0.9166666666666664,1.2999999999999998,1.4999999999999996,1.738095238095238,1.4999999999999996,1.395833333333333,1.395833333333333,1.2549019607843137,1.738095238095238,1.6744186046511629,1.9487179487179485,1.738095238095238,1.9487179487179485,1.875,1.875,2.194444444444444,2.194444444444444,2.194444444444444,2.833333333333333,2.833333333333333,2.59375
BBOU_00-L,0.0621890547263681,-0.0621890547263681,13.0,0.0927119484382746,0.1508153371529308,-0.0858227358924628,1.030153586022263,0.1527078085642317,0.101040118870728,0.0055081734186211,0.000155537509367,0.0296232027764005,0.0910515159893097,-0.0743612217531815,0.0413205625645098,0.256777098290656,0.0977177543691166,-0.0157238405922169,-0.8564437194127243,0.7156545019022122,0.1034641728134878,0.0801179443976411,0.0579310344827586,0.0125698324022345,0.0125698324022345,0.1085626911314985,-0.0333333333333333,0.0027662517289073,0.1018237082066868,0.1943986820428336,0.2564991334488735,0.2457044673539519,0.2043189368770765,0.2608695652173913,0.3942307692307691,0.4356435643564356,0.51673640167364,0.6111111111111112,0.4558232931726906,0.2831858407079646,0.1963696369636964,0.2003311258278146,0.1417322834645669,0.1599999999999999,0.0599415204678361,0.0788690476190476,0.0097493036211699,0.0724852071005917,0.0507246376811594,0.0312944523470839,0.0599415204678361,0.1435331230283911,0.0740740740740741,0.3450834879406308,0.1417322834645669,0.0182584269662922,0.0013812154696133,0.0254596888260254,-0.0068493150684931,-0.0162822252374491,0.1399371069182389,0.3157894736842106,0.1188271604938271,0.1453396524486572,0.1435331230283911,0.0646108663729809,0.1417322834645669,0.0804769001490313,0.0461760461760463,0.1001517450682853,0.2478485370051635
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,-6.994625310849958,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,3.3385987764050866e-07,0.2216981132075471,-0.108730583824317,-0.0734595247917781,-0.2328427255985267,-0.3980598279380004,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,0.0007898894154818,0.2272727272727272,0.0,0.0526315789473683,0.142857142857143,0.3333333333333335,0.6000000000000001,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.6000000000000001,0.6000000000000001,1.0,0.4814814814814814,0.8181818181818183,0.25,1.5,1.5,0.8181818181818183,0.0,0.0,0.0,0.1111111111111111,0.1764705882352941,0.3793103448275863,0.3793103448275863,0.4285714285714286,0.3793103448275863,0.5384615384615385,0.8181818181818183,0.8181818181818183,0.7391304347826086,0.7391304347826086,0.5384615384615385,0.4285714285714286,0.2903225806451615,0.1764705882352941,0.0256410256410257,0.0256410256410257,0.0256410256410257,0.0526315789473683,0.0256410256410257,0.0,0.0,0.0,-0.1304347826086956,-0.0476190476190475,-0.0243902439024389,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475
BBTU_63-L^C18,0.0692212078350692,-0.0692212078350692,12.0,0.0199125578979264,0.1282051282051282,-0.0822845175516055,0.5146896399381489,0.0471589978712952,0.0372614107883818,-0.0017573185890016,1.4774585732807308e-05,0.0531145837842517,0.001359989120087,0.1291380072201195,-0.0334126519947519,0.3043053581959103,-0.0381381673758147,-0.0451904075360269,-2.323741007194245,0.4896178484647669,0.0705462412114656,-0.0809182676652555,0.0895522388059699,0.0784708249496983,-0.0342342342342341,-0.0774526678141135,0.0634920634920634,0.1477516059957173,0.1601731601731602,0.1477516059957173,0.0229007633587785,0.0056285178236397,-0.003717472118959,-0.111111111111111,-0.1753846153846153,-0.2094395280235987,-0.1464968152866241,0.307317073170732,0.1213389121338912,0.0698602794411178,0.1526881720430106,0.0571992110453649,-0.0821917808219176,-0.1006711409395972,-0.1169686985172981,-0.1854103343465045,-0.2657534246575341,-0.2106038291605301,-0.2209302325581394,0.0113207547169811,-0.0806174957118353,-0.0513274336283186,-0.0183150183150182,0.0677290836653388,-0.056338028169014,-0.1878787878787877,-0.301173402868318,-0.3358116480793061,-0.346341463414634,-0.3423312883435583,-0.2776280323450134,-0.2342857142857142,-0.1585557299843013,-0.1915535444947209,-0.1651090342679126,-0.1964017991004497,-0.1545741324921135,-0.0821917808219176,-0.1066666666666665,-0.0710571923743499,-0.0445632798573975
BBXK_89-L^E06,0.0859512760282387,-0.0859512760282387,13.0,-0.0401846422556297,0.0904980330063172,0.2011357606436258,1.7744247073072266,0.0669839034693728,-0.0529835076345994,-0.0790379975682138,6.170945264508426e-05,0.0316886033310461,-0.0198144616478649,-0.1495562185129439,0.0324515770261952,0.0862095447531602,0.0244610237791469,-0.0477332849369547,-519.3076923076923,1.5359810254339927,0.1012611173830437,-0.0146177780489293,-0.0576923076923077,-0.0219435736677116,0.1263537906137184,0.1818181818181818,0.4181818181818182,0.3448275862068968,0.3565217391304349,0.3109243697478991,0.2530120481927711,0.1999999999999999,0.1063829787234043,0.0129870129870131,0.1263537906137184,0.0129870129870131,0.0129870129870131,-0.0658682634730538,-0.1034482758620689,0.0721649484536082,-0.0658682634730538,-0.1612903225806451,-0.3459119496855345,-0.3082039911308203,-0.2794457274826789,-0.3232104121475054,-0.3784860557768923,-0.348643006263048,-0.3580246913580247,-0.2676056338028169,-0.3593429158110882,-0.3645621181262729,-0.411320754716981,-0.411320754716981,-0.5117370892018779,-0.4868421052631578,-0.5207373271889401,-0.5192604006163328,-0.5418502202643172,-0.552367288378766,-0.5398230088495575,-0.540500736377025,-0.5593220338983051,-0.5806451612903225,-0.5672676837725381,-0.5932203389830508,-0.5593220338983051,-0.5555555555555556,-0.480865224625624,-0.4747474747474748,-0.4639175257731959
BCPS_48-L^C06,0.1244105449946569,-0.1244105449946569,12.0,-0.3951003839133992,0.1093293277037999,0.3088106793571347,1.4643407440017608,0.1570357644853974,-0.521809612440335,-0.5170929696766813,1.472004702564033e-05,-0.4569041475234438,-0.2504439235741175,0.4422606833251254,0.3284622057641138,2.4423628140423195,0.3632376349237049,-0.3072394863598279,-9.303519061583575,1.396324014968083,0.1751632901583084,-0.3572662386337712,0.146153846153846,0.015625,-0.1245791245791245,-0.1333333333333333,-0.1798107255520504,-0.1719745222929936,-0.0812720848056537,-0.5681063122923588,-0.5615514333895446,-0.5131086142322097,-0.5430579964850615,-0.6418732782369145,-0.5899053627760252,-0.6036585365853658,-0.6363636363636364,-0.6933962264150944,-0.7483059051306873,-0.7161572052401747,-0.7072072072072072,-0.7123893805309733,-0.7438423645320197,-0.7440944881889764,-0.7392176529588766,-0.7104677060133631,-0.7123893805309733,-0.7098214285714286,-0.644808743169399,-0.608433734939759,-0.6338028169014085,-0.6301564722617354,-0.6048632218844985,-0.4970986460348162,-0.6187683284457478,-0.726027397260274,-0.7058823529411764,-0.687875150060024,-0.7058823529411764,-0.7081930415263749,-0.6782178217821782,-0.6285714285714286,-0.6242774566473988,-0.598145285935085,-0.6248196248196247,-0.6113602391629298,-0.6030534351145038,-0.5792880258899675,-0.5751633986928104,-0.5931142410015648,-0.5737704918032787
BCQE_67-L^A14,0.0321227219090074,-0.0321227219090074,13.0,0.1092367256637168,0.0683085501858736,-0.2322597722575348,0.9219501530389156,0.1726105563480741,-0.1943359375,0.043398452864819,5.850161982691106e-05,0.008987831858407,0.1606425702811245,-0.1904857500469098,-0.0050396618398252,-0.043834144606215,-0.0450523829197027,-0.2053589906987712,-3.141025641025641,0.6567555749890687,0.0912563088255354,-0.1296214301527562,-0.0069404279930593,0.0901639344262295,-0.0689283791060851,-0.1913002806361085,-0.0541575492341357,-0.1294058408862034,-0.0890410958904109,0.0069889341875362,-0.4351519111401503,-0.3983994432846207,-0.4080794248545019,-0.3728690605730868,-0.5186525612472161,-0.4382716049382716,-0.4728658536585366,-0.4848033373063171,-0.5608331216662433,-0.5037313432835822,-0.5024460431654676,-0.4733475479744137,-0.5584780388151174,-0.5518403317781233,-0.5135059088351154,-0.4806248122559327,-0.5334592552617378,-0.4671802773497689,-0.4334862385321101,-0.3550913838120104,-0.375586854460094,-0.2951487973909499,-0.4150879566982408,-0.2043258168430741,-0.2951487973909499,-0.4566310496543054,-0.5083878305373899,-0.6058810120811489,-0.5666666666666667,-0.541135881104034,-0.5372055674518201,-0.4514593908629442,-0.5043004587155964,-0.4735079171741779,-0.4992759918911092,-0.5425925925925925,-0.4573132454488386,-0.4578237692066479,-0.4207705192629816,-0.3827204569796502,-0.354368932038835
BCZB_W7-L^G07,0.0631005306180983,-0.0631005306180983,13.0,-0.0175322213798332,0.1230741669652454,0.040063760663181,0.8578034682080925,0.0683829444891391,0.0356389708983551,-0.0783976289497586,0.0002813632476977,-0.0830174374526156,-0.0621419892379795,0.097773059928895,0.1325405230607542,0.0660267569648941,0.2422356032748602,-9.535654901916963,-2.519083969465649,0.6813872832369943,0.047725653810929,0.0597996435375822,0.101769911504425,-0.0022075055187639,0.0390804597701148,0.0839328537170263,-0.0044052863436124,0.0089285714285711,0.0022172949002217,0.0610328638497652,0.0917874396135265,0.2282608695652173,0.2555555555555553,0.4533762057877812,0.1770833333333332,0.3177842565597666,0.4819672131147541,0.1989389920424402,0.1328320802005012,0.2021276595744681,0.078758949880668,0.0660377358490564,-0.0813008130081301,0.0585480093676815,-0.0382978723404257,0.0390804597701148,0.0022172949002217,0.0272727272727271,0.0944309927360773,-0.0756646216768917,-0.1796733212341198,-0.2042253521126761,-0.263843648208469,-0.3035439137134053,-0.257799671592775,-0.257799671592775,-0.274478330658106,-0.2014134275618375,-0.1721611721611722,-0.2541254125412542,-0.151969981238274,-0.1928571428571428,-0.2233676975945018,-0.2042253521126761,-0.2070175438596492,-0.1390476190476191,-0.0868686868686869,-0.0718685831622177,0.0736342042755342,0.1385390428211586,0.1863517060367452
BDAJ_H9-L,0.2943997222644129,-0.2943997222644129,6.0,-0.4889508196721311,-0.1313369737537431,1.3575861068669668,1.872883563427976,0.1727249291054395,-0.5514486391571555,-0.5755202117732959,3.0433063400525443e-06,-0.5726229508196722,-0.4673326133909287,-0.2351710299922384,0.5285651367253398,1.4082080043621714,0.5841046568840266,0.0538482084999447,-2.1173533083645446,1.7030476686637146,0.4940212077912311,-0.1213130818226359,0.1814671814671815,-0.018939393939394,0.01171875,0.102127659574468,0.0658436213991768,0.0237154150197629,0.0791666666666666,0.1068376068376069,0.1115879828326178,0.1212121212121211,0.2274881516587676,0.3015075376884422,0.2696078431372548,0.251207729468599,0.1990740740740739,0.221698113207547,-0.0477941176470589,-0.0547445255474453,-0.0442804428044281,-0.127946127946128,-0.2825484764542936,-0.3541147132169576,-0.2536023054755044,-0.2198795180722891,-0.2745098039215686,-0.1698717948717949,-0.2151515151515152,-0.0880281690140845,-0.1956521739130435,-0.1777777777777778,-0.2884615384615385,-0.1480263157894737,-0.3184210526315789,-0.4320175438596491,-0.4257206208425721,-0.482,-0.5290909090909091,-0.5415929203539824,-0.4453961456102784,-0.400462962962963,-0.4477611940298508,-0.4604166666666667,-0.4406047516198704,-0.485089463220676,-0.4725050916496945,-0.482,-0.5009633911368017,-0.5632377740303541,-0.5625
