firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0902061855670103,-0.0902061855670103,8.0,0.1121119823731449,1.520604578692636,0.8989463601532568,0.0727272727272727,0.0657572577824413,5.098177066708989e-06,0.1725746873177371,-0.3526757821242962,-0.3944160738411948,0.1341884188418842,-1.3279132791327912,0.4781289910600255,0.0681818181818182,-0.0574162679425837,0.0380794701986755,0.0591216216216214,0.0791738382099827,0.0228384991843393,0.0449999999999999,0.0096618357487923,0.0484949832775918,0.0162074554294975,0.0847750865051901,0.1719626168224299,0.2011494252873562,0.1654275092936803,0.2342519685039368,0.5674999999999999,0.4315068493150684,0.5035971223021583,0.5913705583756343,0.8441176470588234,0.7513966480446925,1.0357142857142856,0.9968152866242036,1.305147058823529,1.2234042553191489,1.2967032967032963,1.263537906137184,1.4115384615384614,1.6794871794871793,1.44921875,1.774336283185841,1.7379912663755457,1.75,1.8761467889908252,1.824324324324324,1.85,1.5909090909090908,1.2553956834532376,1.3749999999999996,1.1040268456375837,1.1326530612244898,1.076158940397351,0.9472049689440992,0.8121387283236994,0.8550295857988166,0.959375,0.9841772151898732,1.076158940397351,1.1620689655172414,1.2717391304347827
BALZ_07-L^I10,0.0096089302797583,-0.0096089302797583,8.0,0.1136246844069085,5.777852921491864,1.8367826904985889,0.2252258764004336,0.1625351617440224,2.0743973800468272e-08,0.0723909109189624,-0.0688001627812392,-0.0740745239605959,-0.0379847796998731,-0.1711864406779662,1.3049545312010034,0.157416030016726,0.0526315789473683,0.0555555555555555,0.1515151515151513,0.1176470588235294,0.0555555555555555,0.1875,0.3103448275862071,0.3103448275862071,0.357142857142857,0.2258064516129032,0.4074074074074074,0.4615384615384614,0.6521739130434783,0.6521739130434783,0.5833333333333335,0.52,0.4615384615384614,0.5833333333333335,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8095238095238095,0.7272727272727273,0.6521739130434783,0.6521739130434783,0.4615384615384614,0.4074074074074074,0.3103448275862071,0.2666666666666668,0.1875,0.1176470588235294,0.0857142857142858,0.1515151515151513,0.1875,0.1875,0.5833333333333335,0.5833333333333335,0.5833333333333335,0.5833333333333335,0.6521739130434783,0.8999999999999999,1.2352941176470589,1.2352941176470589,1.923076923076923,1.714285714285714,1.714285714285714,1.923076923076923,1.923076923076923
BAMD_17-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,2.525466401595088,1.3085600372435031,0.0742816734434958,0.0024438432779111,6.519872937154226e-08,0.0250391312143517,-0.0121334256342019,-0.0383710071443663,0.2771323626389654,-2.5336746403036456,1.188055817506834,0.1828653032293035,0.200854700854701,-0.0564516129032258,-0.0564516129032258,-0.0564516129032258,0.0446428571428569,0.0588235294117647,0.1090047393364928,0.0636363636363634,0.0934579439252334,0.0985915492957747,0.1699999999999999,0.125,0.1090047393364928,0.1527093596059114,0.1359223300970873,0.1470588235294117,0.1414634146341464,0.1584158415841583,0.4444444444444442,0.4096385542168674,0.4904458598726113,0.6137931034482758,0.5810810810810809,0.4444444444444442,0.3220338983050845,0.4181818181818182,0.481012658227848,0.3928571428571428,0.2857142857142856,0.3220338983050845,0.4268292682926828,0.5194805194805194,0.1527093596059114,0.0883720930232558,0.0308370044052863,-0.0209205020920503,0.0353982300884956,0.1142857142857141,0.1527093596059114,0.193877551020408,0.2717391304347825,0.2717391304347825,0.1818181818181816,0.1584158415841583,0.2928176795580108,0.352601156069364,0.5096774193548386,0.5096774193548386,0.5810810810810809
BBIO_50-L^J00,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,-7.652980669215367,1.6393342804952304,0.1242848970251716,-0.2170157633340531,1.0448036980439207e-05,-0.0560293817588247,0.1023904775511264,0.1853786469479944,0.0844576134844833,-7.4714285714285715,1.3061700832149383,-0.0071191595244677,-0.0088757396449703,-0.0962566844919786,-0.1266149870801034,-0.1288659793814432,-0.0478873239436619,-0.0029498525073746,0.015015015015015,0.0180722891566265,0.0211480362537763,0.0368098159509202,0.1859649122807016,0.198581560283688,0.285171102661597,0.2380952380952381,0.2426470588235292,0.2114695340501791,0.2754716981132075,0.390946502057613,0.5504587155963301,0.5868544600938967,0.54337899543379,0.6018957345971565,0.7512953367875648,0.8172043010752688,0.707070707070707,0.6018957345971565,0.6568627450980391,0.6328502415458939,0.5943396226415094,0.6095238095238094,0.7978723404255319,0.707070707070707,0.6095238095238094,0.857142857142857,0.867403314917127,0.6568627450980391,0.898876404494382,1.036144578313253,1.0993788819875774,1.1666666666666663,1.036144578313253,1.0484848484848484,1.2236842105263157,1.1528662420382163,1.0736196319018405,1.1666666666666663,1.1392405063291138,1.1392405063291138,1.23841059602649
BBNH_32-L^L97,0.0959706632082643,-0.0959706632082643,10.0,0.0067306829399623,-6.596883890850149,1.847747093023256,0.1083916083916083,0.0349401488191523,0.0001019378758172,0.0015256214663914,0.4662176499046814,0.5086150674962413,0.3035061891765225,-18.5,1.4269622093023255,0.1182554517133956,-0.0043572984749454,-0.0107758620689655,-0.0021739130434782,-0.0437499999999999,-0.0192307692307691,0.0455580865603644,0.0724299065420559,0.0600461893764434,0.0576036866359446,0.0902612826603326,0.0503432494279174,0.0503432494279174,-0.0107758620689655,0.0455580865603644,0.0527522935779816,0.0431818181818179,0.1222493887530562,0.2047244094488187,0.1860465116279068,0.150375939849624,0.1532663316582914,0.1620253164556961,0.2110817941952505,0.2575342465753425,0.1277641277641277,0.2142857142857144,0.1007194244604317,0.1417910447761194,0.0314606741573033,0.1060240963855421,0.1140776699029124,0.08,-0.0357142857142857,0.0154867256637167,-0.0192307692307691,-0.0417536534446764,-0.0357142857142857,0.1007194244604317,0.125,0.1033653846153845,0.0087912087912087,0.098086124401914,0.0674418604651163,0.1333333333333333,0.1195121951219513,0.0625,0.0110132158590308,0.040816326530612,-0.0129032258064517
BBOU_00-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,-2.4933047038125813,1.3946345256609642,0.0908571428571428,-0.0312645823611759,2.831950973381545e-05,-0.0093412592502729,-0.0493759992445892,-0.1013909384160723,0.2885935840626945,-0.4890510948905109,0.6687402799377916,0.3568559954102123,-0.0528301886792453,0.0311284046692608,0.0412573673870333,-0.0093457943925233,-0.0415913200723327,-0.0111940298507463,-0.0310786106032906,-0.0111940298507463,-0.0518783542039356,-0.0148698884758364,-0.0018832391713746,-0.0018832391713746,-0.034608378870674,-0.0037593984962407,-0.0955631399317407,-0.1196013289036544,-0.0798611111111111,-0.0766550522648084,-0.0518783542039356,-0.0433212996389892,-0.022140221402214,0.0056925996204935,0.0882956878850103,0.0882956878850103,0.0172744721689059,0.0133843212237092,-0.0239410681399631,0.0114503816793891,-0.0602836879432624,0.0271317829457364,0.0453648915187376,-0.0293040293040293,-0.0467625899280574,-0.0203327171903882,-0.1196013289036544,-0.132569558101473,-0.0415913200723327,-0.0363636363636363,0.0557768924302788,0.0816326530612243,-0.1001697792869269,-0.0166975881261595,-0.0381125226860253,-0.0257352941176471,-0.0484739676840216,-0.0798611111111111,0.0153256704980841,-0.0037593984962407,-0.1122278056951423
BBQS_26-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,4.139026770408757,1.708792060784618,0.1163533167789996,-0.1617915904936013,1.3035567720758984e-05,0.0957713081280463,0.0641043848380007,0.0713216290119495,-0.1416223135093191,-0.9255765199161424,0.9837184059544116,-0.0706880574539557,-0.0699999999999999,0.1019283746556474,0.1363636363636364,0.1049723756906078,0.0723860589812332,0.1049723756906078,0.1428571428571428,0.0989010989010987,0.1173184357541898,0.0810810810810809,0.1594202898550725,0.1235955056179776,0.1834319526627219,0.2903225806451612,0.2048192771084338,0.1428571428571428,0.0416666666666667,0.015228426395939,0.1173184357541898,0.0869565217391303,0.0810810810810809,0.075268817204301,0.1173184357541898,0.1428571428571428,0.1173184357541898,0.2345679012345678,0.1976047904191618,0.1560693641618498,0.1173184357541898,0.1764705882352941,0.3071895424836601,0.2422360248447204,0.1834319526627219,0.1834319526627219,0.1428571428571428,0.1173184357541898,0.2578616352201257,0.2987012987012987,0.2195121951219512,0.2658227848101264,0.1834319526627219,0.3513513513513513,0.3888888888888888,0.3333333333333332,0.2738853503184713,0.25,0.2422360248447204,0.3793103448275863,0.5037593984962405
BBTU_63-L^C18,0.0763284287565754,-0.0763284287565754,8.0,-0.1070511155366986,-0.9816065002268316,0.863081549619671,0.0280234357727172,-0.0351699882766705,1.8515501965799687e-05,-0.0386469246976651,-0.0070052508897475,-0.0070878981743927,0.0793092322751479,-12.150485436893202,0.8328321245356448,-0.0059777523651107,0.0071813285457809,0.1321138211382113,0.162839248434238,0.102970297029703,0.1073558648111332,0.2108695652173915,0.2745995423340961,0.2030237580993521,0.1952789699570816,0.2214912280701755,0.2405345211581291,0.3651960784313726,0.577903682719547,0.6144927536231883,0.4173027989821882,0.3486682808716708,0.3925,0.3486682808716708,0.3486682808716708,0.2745995423340961,0.2983682983682985,0.3486682808716708,0.3105882352941176,0.3753086419753086,0.3486682808716708,0.4696569920844327,0.5386740331491713,0.5177111716621254,0.3821339950372209,0.3421686746987951,0.4932975871313674,0.4173027989821882,0.2405345211581291,0.187633262260128,0.0921568627450981,0.1321138211382113,0.4209183673469387,0.5302197802197803,0.3421686746987951,0.2268722466960353,0.1437371663244353,0.2161572052401748,0.2214912280701755,0.2893518518518518,0.4173027989821882,0.3105882352941176,0.1851063829787234,0.1051587301587302,0.2630385487528344
BBVN_02-L^I99,0.0502164502164502,-0.0502164502164502,8.0,0.0908761766835627,2.526196131509076,1.5448916408668731,0.1764705882352941,0.1497326203208555,1.2132920533892508e-07,0.056842867487328,0.0341463061156833,0.0681491802330408,-0.2426941602434871,-0.7435897435897436,1.1493808049535603,-0.0267211568689091,0.0060240963855422,0.0,0.0641025641025641,0.0779220779220779,0.0506329113924048,0.0921052631578946,0.0921052631578946,0.0921052631578946,0.1369863013698629,0.3279999999999998,0.4690265486725664,0.3387096774193547,0.296875,0.2671755725190838,0.2671755725190838,0.2388059701492535,0.2868217054263564,0.360655737704918,0.5090909090909088,0.482142857142857,0.5229357798165135,0.6599999999999999,0.7291666666666667,0.8043478260869563,0.8241758241758241,1.0,0.9302325581395348,0.9302325581395348,0.7473684210526317,0.9302325581395348,1.0493827160493825,0.8241758241758241,0.8043478260869563,0.296875,0.2296296296296294,0.1527777777777776,0.360655737704918,0.2868217054263564,0.1448275862068966,0.2028985507246377,-0.1741293532338308,-0.0404624277456647,0.0506329113924048,-0.0348837209302326,-0.0621468926553673,-0.0404624277456647,-0.1443298969072165,-0.2420091324200913,-0.2589285714285715
BBXK_89-L^E06,0.025912408759124,-0.025912408759124,8.0,0.1128266241390791,-0.1354381506944192,1.7168189145620634,0.0467856726169641,0.1089396753613826,6.619607529823618e-05,0.0391861341371515,-0.0103146353539007,0.0041882220895547,-0.4045685483598229,-0.2393502911431197,1.4643859334885665,0.0624550062440315,-0.0017241379310344,-0.0202702702702702,-0.0397350993377483,-0.0349417637271214,-0.0017211703958691,0.0122164048865618,0.0320284697508896,0.0622710622710622,0.1218568665377175,0.1599999999999999,0.1462450592885376,0.1372549019607842,0.0902255639097744,0.117533718689788,0.1764705882352941,0.1328125,0.1262135922330096,0.117533718689788,0.2159329140461217,0.1740890688259109,0.1599999999999999,0.1740890688259109,0.2975391498881432,0.2691466083150984,0.2340425531914893,0.2262156448202958,0.1812627291242361,0.2314225053078555,0.1417322834645669,0.1670020120724347,0.2314225053078555,0.2917594654788418,0.1196911196911196,0.2058212058212059,0.1599999999999999,0.1262135922330096,0.0820895522388058,0.1005692599620493,0.2184873949579833,0.2719298245614037,0.2803532008830021,0.3551401869158876,0.4009661835748792,0.475826972010178,0.4215686274509802,0.4285714285714286,0.475826972010178,0.5425531914893618,0.4910025706940872
