firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0853032263122819,-0.0853032263122819,10.0,-0.4536251212415131,0.3518647143173042,0.9669117647058824,0.1193317422434367,-0.4106394411606663,-0.4808498961150912,4.94129312487934e-06,-0.5613482056256063,-0.3557128982676547,0.0626996779593871,0.4733073734455469,0.3214552644973751,0.3997882557447076,-0.5253770534709686,-0.9653948535936112,0.455548128342246,25.20048309178744,-0.0650595931535085,-0.3854166666666666,0.1294117647058823,0.2100840336134453,-0.0943396226415095,-0.2044198895027624,-0.3060240963855423,-0.3793103448275862,-0.397489539748954,-0.3793103448275862,-0.4216867469879518,-0.3424657534246575,-0.7343173431734318,-0.7563451776649747,-0.7198443579766537,-0.7272727272727273,-0.7096774193548387,-0.7176470588235294,-0.6955602536997887,-0.727788279773157,-0.7647058823529411,-0.7615894039735099,-0.7717908082408875,-0.7563451776649747,-0.7703349282296651,-0.7615894039735099,-0.7567567567567568,-0.7521514629948365,-0.765089722675367,-0.76,-0.7681159420289855,-0.7591973244147158,-0.766612641815235,-0.7508650519031141,-0.7308411214953271,-0.7241379310344828,-0.7323420074349443,-0.7165354330708662,-0.64,-0.6712328767123288,-0.6546762589928057,-0.6345177664974619,-0.5764705882352941,-0.5977653631284916,-0.5324675324675325,-0.5414012738853504,-0.4705882352941177,-0.4893617021276596,-0.4725274725274725,-0.48014440433213
BALZ_07-L^I10,0.028211462184693,-0.028211462184693,10.0,0.0219924914304369,-0.2707287739642408,2.1582009157015887,0.2932646212847555,0.0675062019089265,-0.0113125702999283,1.5235588944513422e-08,-0.0196855106371401,-0.186983033493136,-0.0096342587485635,-0.0319136558585792,0.0104336357594083,-0.0239793655479703,-0.0269268402687756,-0.3392880258899677,1.704713169943442,3.7138278094749664,-0.0803568593834333,0.1999999999999999,0.0869565217391303,0.1904761904761904,0.0869565217391303,0.0416666666666667,0.0416666666666667,-0.0196078431372549,0.1904761904761904,0.1627906976744186,0.2820512820512819,0.1904761904761904,0.2820512820512819,0.25,0.25,0.3888888888888888,0.3888888888888888,0.3888888888888888,0.6666666666666667,0.6666666666666667,0.5625,0.4705882352941175,0.2195121951219512,0.25,0.3157894736842106,0.3888888888888888,0.5151515151515151,0.4705882352941175,0.3888888888888888,0.5625,0.7241379310344829,0.7241379310344829,0.7857142857142856,0.6129032258064517,0.8518518518518516,0.9230769230769228,1.1739130434782608,1.1739130434782608,1.0833333333333337,1.0,0.9230769230769228,1.0833333333333337,1.5,1.5,1.5,1.5,1.380952380952381,1.272727272727273,1.1739130434782608,1.1739130434782608
BBIO_50-L^J00,0.0707230343737653,0.0707230343737653,12.0,0.0577235772357723,1.932921925275456,0.97782874617737,0.1096311475409836,0.8321299638989169,0.1228763334650254,1.0024433097566503e-05,0.1004065040650406,0.6683855789912524,-0.0706471831657007,0.0371845643764965,-0.1600107933081488,-0.0979722418254528,-0.0311375079318954,0.3156966490299823,0.6490825688073395,5.782101167315175,0.0486944248412138,0.2311212814645309,-0.1008230452674897,0.1176470588235294,-0.0331858407079644,-0.139763779527559,-0.2010968921389396,-0.2917341977309562,-0.2555366269165247,-0.1877323420074349,-0.1189516129032257,0.0530120481927709,0.0380047505938243,0.0022935779816513,-0.0310421286031041,-0.0682302771855011,0.0710784313725489,0.2309859154929578,0.2703488372093023,0.2172701949860724,0.357142857142857,0.3083832335329342,0.3699059561128528,0.3044776119402985,0.2928994082840237,0.1684491978609625,0.1291989664082686,0.1262886597938144,0.2309859154929578,0.2890855457227139,0.3123123123123124,0.316265060240964,0.3202416918429003,0.3404907975460123,0.5333333333333332,0.5496453900709222,0.661596958174905,0.6007326007326008,0.6066176470588234,0.5663082437275986,0.649056603773585,0.7983539094650205,1.0045871559633026,1.051643192488263,0.995433789954338,1.071090047393365,1.2642487046632125,1.349462365591398,1.2070707070707072,1.071090047393365
BBOU_00-L,0.1381098655602984,-0.1381098655602984,10.0,1.2083706642774863,-1.1408964959343133,1.0035160038797284,0.1859614105123087,0.0895953757225433,0.2798101089081262,0.0002525371011969,0.3203634967362089,3.911896529583337,-0.2804451736886921,1.04674508425497,0.0952233663411003,1.956056510597436,1.659093979454879,-1.2937219730941705,0.7324199806013579,8.282620766240978,2.1536997885835096,0.0788643533123027,-0.0607407407407407,0.176252319109462,-0.0015748031496062,-0.1095505617977528,-0.1243093922651934,-0.1032531824611032,-0.1315068493150685,-0.1397557666214383,-0.0031446540880504,0.1506352087114337,-0.021604938271605,0.0015797788309637,0.0,-0.0690161527165932,-0.0015748031496062,-0.0551415797317437,-0.085137085137085,-0.0379362670713201,0.0912220309810671,0.0968858131487888,0.1984877126654063,0.2629482071713147,0.1962264150943395,0.2334630350194553,0.2455795677799608,0.1850467289719626,0.1464737793851718,0.1828358208955223,0.1590493601462523,0.1828358208955223,0.1341681574239714,0.178438661710037,0.1939736346516007,0.1939736346516007,0.1548269581056465,0.1917293233082706,0.0819112627986347,0.0531561461794021,0.1006944444444444,0.1045296167247387,0.1341681574239714,0.1444043321299639,0.1697416974169741,0.2030360531309298,0.301848049281314,0.301848049281314,0.2168905950095969,0.2122370936902484
BBQS_26-L^G99,0.0498340109664664,-0.0498340109664664,10.0,-0.3223404255319148,0.3013483493876712,1.5693548387096774,0.1381396521300731,-0.4893182240386401,-0.1171994479465826,7.520501175940349e-06,-0.2627659574468085,-0.2320609977084538,-0.1135424917616469,0.1941958143224978,0.0052971718957136,0.3092733011002657,0.073960217578311,-0.6900826446280992,1.0228110599078342,7.609222583505764,-0.1680294754532821,0.0,-0.0843373493975903,-0.6415094339622642,-0.7275985663082437,-0.7771260997067448,-0.7710843373493976,-0.7894736842105263,-0.7883008356545961,-0.790633608815427,-0.7717717717717718,-0.7370242214532872,-0.7441077441077442,-0.7540453074433657,-0.7771260997067448,-0.7744807121661721,-0.7654320987654322,-0.7610062893081762,-0.7682926829268293,-0.7834757834757835,-0.7912087912087912,-0.8015665796344648,-0.8056265984654731,-0.7956989247311828,-0.81,-0.790633608815427,-0.7840909090909091,-0.7900552486187845,-0.7962466487935657,-0.7900552486187845,-0.7828571428571429,-0.7912087912087912,-0.7877094972067039,-0.7945945945945946,-0.7797101449275362,-0.7865168539325843,-0.7751479289940828,-0.7548387096774194,-0.7710843373493976,-0.7828571428571429,-0.8020833333333333,-0.8071065989847716,-0.7877094972067039,-0.7934782608695652,-0.7945945945945946,-0.7956989247311828,-0.7877094972067039,-0.7828571428571429,-0.7877094972067039,-0.7654320987654322
BBTU_63-L^C18,0.0457312948180219,-0.0457312948180219,10.0,-0.0463743428588211,0.1242621819171563,0.5111956062526405,0.0325913355959273,-0.1286326822296331,-0.0610351929523847,2.486260960634217e-05,0.0407647801697553,0.7288356758702838,0.2306635637302018,0.3935705907937143,0.2307378750205819,0.2727246151408675,0.3123911139585765,-0.7130801687763711,0.4937684833122095,20.55555555555556,0.2264818405743934,0.0318584070796459,0.0347985347985349,0.1254980079681276,-0.005281690140845,-0.1439393939393938,-0.2633637548891785,-0.2998760842627013,-0.3109756097560975,-0.3067484662576687,-0.238544474393531,-0.1928571428571428,-0.1130298273155415,-0.147812971342383,-0.1199376947040498,-0.1529235382308844,-0.1088328075709778,-0.0325342465753424,-0.0583333333333332,-0.0207972270363949,0.0071301247771835,0.0580524344569288,0.0235507246376813,0.0071301247771835,0.014362657091562,0.1483739837398374,0.1795407098121086,0.1188118811881189,0.1232604373757455,0.2282608695652175,0.2929061784897024,0.2203023758099354,0.2124463519313304,0.2390350877192983,0.2583518930957684,0.3848039215686274,0.6005665722379605,0.6376811594202898,0.4376590330788805,0.3680387409200969,0.4125000000000001,0.3680387409200969,0.3680387409200969,0.2929061784897024,0.3170163170163171,0.3680387409200969,0.3294117647058825,0.3950617283950619,0.3680387409200969,0.4907651715039578
BBVN_02-L^I99,0.0355630821337849,-0.0355630821337849,10.0,-0.0498678996036988,-0.1087685723018903,1.3557760453579024,0.2065404475043029,-0.0444203683640302,-0.0413209144792546,1.3492633564318033e-07,-0.0260898282694847,0.5997477777588508,-0.0475896609903433,0.1264264742041395,-0.0794208475439237,-0.0294089333846746,-0.0313421285377357,-0.6034482758620691,0.9199149539333809,3.213420316868593,0.0165094339622642,-0.3387096774193548,-0.1142857142857143,0.2236842105263159,0.0,-0.1769911504424777,-0.1267605633802816,-0.1506849315068492,-0.0792079207920791,0.0054054054054053,0.0391061452513967,0.1923076923076923,0.1411042944785276,0.2236842105263159,0.2236842105263159,0.1071428571428572,0.1341463414634147,0.1071428571428572,0.0689655172413794,0.0689655172413794,0.0333333333333334,0.0508474576271187,0.1071428571428572,0.1137724550898204,0.1204819277108435,0.1204819277108435,0.1923076923076923,0.2077922077922078,0.1772151898734177,0.2236842105263159,0.2236842105263159,0.2236842105263159,0.2739726027397262,0.488,0.6460176991150446,0.5,0.453125,0.4198473282442747,0.4198473282442747,0.3880597014925373,0.4418604651162792,0.5245901639344264,0.6909090909090909,0.6607142857142856,0.7064220183486238,0.8600000000000001,0.9375000000000002,1.0217391304347827,1.0439560439560438,1.240963855421687
BBXK_89-L^E06,0.0176980163875631,-0.0176980163875631,10.0,0.1163968645539872,0.0895702623352514,1.451044776119403,0.0398735541346361,0.1184509747643123,0.0541975887659317,7.711953859858746e-05,0.1006612462959989,1.1140589581659002,-0.1961333306006016,-0.1158504725391714,-0.2036852426848192,-0.0726058315186976,-0.1475759392221819,-0.1547834479430571,1.2377398720682302,4.780664617525952,0.051186574682156,-0.0081466395112016,-0.0735849056603773,-0.0735849056603773,-0.2316118935837244,-0.1924342105263158,-0.2457757296466973,-0.2434514637904468,-0.2790014684287811,-0.2955523672883787,-0.2758112094395281,-0.2768777614138439,-0.306497175141243,-0.3400537634408602,-0.319001386962552,-0.3598435462842242,-0.306497175141243,-0.3005698005698005,-0.1830282861896838,-0.1734006734006734,-0.1563573883161512,-0.1416083916083915,-0.1649659863945577,-0.1519861830742659,-0.1534482758620688,-0.1706081081081081,-0.1870860927152318,-0.1830282861896838,-0.154905335628227,-0.1431064572425829,-0.1263345195729537,-0.1007326007326007,-0.0502901353965183,-0.018,-0.0296442687747034,-0.0372549019607841,-0.0770676691729324,-0.0539499036608863,-0.0040567951318457,-0.041015625,-0.0466019417475728,-0.0539499036608863,0.029350104821803,-0.0060728744939271,-0.018,-0.0060728744939271,0.098434004474273,0.074398249452954,0.0446808510638296,0.0380549682875264
BCPS_48-L^C06,0.0544775481997406,-0.0544775481997406,10.0,0.0010099283727723,-0.2123992266189177,0.9184633269921793,0.0405561993047508,0.0631293426968378,-0.0314938619581029,3.9663130175535454e-05,-0.0257454048259038,0.6549635957921359,-0.1718434719209929,-0.1007083317758754,-0.1794022445083696,-0.0090615419503112,0.1963131694064867,-1.289705882352941,0.8524096385542168,6.390336179872446,-0.0009970258212789,0.0099573257467993,0.0683890577507599,0.3597678916827853,0.0307917888563049,-0.2592202318229715,-0.2047511312217194,-0.156062424969988,-0.2047511312217194,-0.2109988776655443,-0.1299504950495049,0.0042857142857142,0.0158959537572254,0.0865533230293664,0.0144300144300144,0.0508221225710014,0.0732824427480915,0.1375404530744337,0.1486928104575162,0.1001564945226918,0.1524590163934427,0.1505728314238952,0.0683890577507599,0.0782208588957056,0.1915254237288135,0.1915254237288135,0.1716666666666666,0.1141045958795563,0.3597678916827853,0.4346938775510203,0.4465020576131686,0.3441682600382407,0.339047619047619,0.3239171374764595,0.331439393939394,0.299445471349353,0.4768907563025211,0.4524793388429753,0.4494845360824744,0.4405737704918033,0.2689530685920578,0.2162629757785468,0.2058319039451115,0.1248,0.2141623488773747,0.2162629757785468,0.2398589065255731,0.2141623488773747,0.1524590163934427,0.158154859967051
BCQE_67-L^A14,0.0786609245864169,-0.0786609245864169,10.0,0.2776649101644341,-0.0025451836765488,1.3044273461150355,0.1345513721429099,-0.1041707652960849,0.0443199397917753,1.5287683160437072e-05,0.1278331534505746,0.3712133535487136,-0.2336952962370319,-0.0054579341469494,-0.1990187219845675,0.0718516188273759,-0.1733429324994324,-0.911793214862682,0.9414732593340064,3.4419956860170684,0.2212424716334474,0.128821850794945,-0.1701623815967523,0.1288541187298666,0.0,-0.2291011942174732,-0.3025305658231447,-0.4408479598814679,-0.3852130325814535,-0.3489915074309978,-0.3434154175588865,-0.2217639593908629,-0.2967316513761467,-0.2530450669914739,-0.2896032435563278,-0.3510582010582009,-0.2300690521029503,-0.2307933521480087,-0.1782244556113903,-0.1242413423777222,-0.084017923823749,-0.1645095367847411,-0.1332155477031802,-0.1864013266998341,-0.2232425585813805,-0.1060495626822157,-0.1245538900785152,-0.1653623681524327,-0.0819610778443112,-0.0492248062015503,-0.0944998154300479,-0.0262008733624453,-0.020367412140575,-0.0558121632024634,0.0337126000842815,0.0559621179509255,0.0582398619499568,0.1029676258992806,0.1206030150753769,0.1609086606720304,0.2592402464065708,0.2395149065184438,0.3295392953929541,0.3507709251101323,0.4984728161270617,0.5331250000000001,0.5918234912394549,0.6574324324324323,0.5076828518746159,0.5058317986494782
