firms,absacc,acc,age,agr,cashdebt,chpmia,currat,egr,grltnoa,herf,invest,lgr,pchcapx_ia,pchcurrat,pchquick,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.1110332982731763,-0.1110332982731763,14.0,-0.1812127992406081,-0.1180840664711632,2.6254403489718148,1.4047322369952484,-0.2502783995680588,-0.0500978577800263,2.0511209140553413e-08,-0.000542422789506,-0.129401258717469,-1.2472290905410084,-0.1220215991581263,-0.1689306507789129,-1.0932878867330886,0.9972203584779066,-0.1326859056979605,-0.2264079107949389,0.1470588235294117,0.3076923076923077,0.0,0.0303030303030302,-0.0555555555555554,-0.276595744680851,-0.3199999999999999,-0.3199999999999999,-0.3333333333333332,-0.3928571428571429,-0.5211267605633803,-0.5526315789473684,-0.3818181818181818,-0.3584905660377359,-0.5277777777777777,-0.5277777777777777,-0.6666666666666666,-0.6666666666666666,-0.7043478260869565,-0.6699029126213591,-0.7763157894736842,-0.8172043010752688,-0.7926829268292683,-0.8152173913043478,-0.8316831683168316,-0.8210526315789474,-0.8316831683168316,-0.8191489361702128,-0.8219895287958114,-0.7875,-0.7364341085271318,-0.7322834645669292,-0.7792207792207793,-0.6964285714285714,-0.6530612244897959,-0.6530612244897959,-0.5802469135802469,-0.575,-0.6,-0.5641025641025641,-0.5696202531645569,-0.5405405405405406,-0.4848484848484848,-0.5,-0.4137931034482758,-0.423728813559322,-0.4333333333333332,-0.3199999999999999,-0.2608695652173912
BBOU_00-L,0.0216470588235294,-0.0216470588235294,14.0,0.04883166969147,0.1612550471063257,-0.532842421604938,0.9956539454026893,0.1569307885097358,-0.056636678200692,0.000118665104973,-0.0619328493647912,0.0082777261593039,0.6546907682611759,-0.0334898029650001,-0.0482722569173726,-0.2418058132343846,0.6811082439223143,0.079366050666993,-0.120037438577334,-0.0999999999999999,-0.0852130325814537,-0.0688775510204081,-0.0094979647218453,-0.1421856639247943,-0.1511627906976743,-0.1933701657458564,-0.20479302832244,-0.1609195402298849,-0.1391509433962264,-0.0700636942675159,-0.0201342281879195,0.0428571428571429,0.0428571428571429,0.0625909752547306,-0.0094979647218453,-0.0852130325814537,-0.0482398956975228,0.0068965517241379,0.0195530726256982,0.0195530726256982,0.1162079510703364,-0.0266666666666667,0.0096818810511756,0.1094224924012157,0.202635914332784,0.2651646447140381,0.2542955326460481,0.212624584717608,0.2695652173913043,0.4038461538461537,0.4455445544554455,0.5271966527196652,0.6222222222222222,0.4658634538152608,0.2920353982300883,0.2046204620462046,0.2086092715231788,0.1496062992125983,0.1679999999999999,0.067251461988304,0.0863095238095237,0.0167130919220055,0.0798816568047338,0.0579710144927534,0.038406827880512,0.067251461988304,0.1514195583596214,0.0814814814814814
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,-12.199567218643898,1.8613333333333333,0.8411764705882353,0.1253396739130146,3.289453313553878e-07,0.2216981132075471,-0.108730583824317,-0.3839599342168739,-0.2328427255985267,-0.2464646464646464,-2.256756756756757,1.8,0.0007898894154818,0.2272727272727272,0.0,-0.075,0.4230769230769229,0.4230769230769229,0.0882352941176469,0.0882352941176469,0.0882352941176469,0.0882352941176469,0.0882352941176469,-0.119047619047619,-0.119047619047619,-0.119047619047619,-0.119047619047619,-0.119047619047619,-0.075,-0.075,0.5416666666666667,-0.075,-0.075,-0.0263157894736841,0.0571428571428571,0.2333333333333334,0.48,0.3214285714285714,0.3214285714285714,0.3214285714285714,0.48,0.48,0.8499999999999999,0.3703703703703702,0.6818181818181819,0.15625,1.3125,1.3125,0.6818181818181819,-0.075,-0.075,-0.075,0.0277777777777779,0.0882352941176469,0.2758620689655173,0.2758620689655173,0.3214285714285714,0.2758620689655173,0.4230769230769229,0.6818181818181819,0.6818181818181819,0.6086956521739129,0.6086956521739129
BBTU_63-L^C18,0.0707154413795824,-0.0707154413795824,14.0,0.0019354966128809,0.1224645846748229,0.1857128724837971,0.7934593765968319,-0.0811946738079296,-0.0981216210883429,2.7986812476188693e-05,-0.0474789169118954,0.0966122431759692,0.0427250458627842,0.7405602981143564,0.7798256356484531,-3.683453237410072,0.7736331119059785,0.0596739991860689,0.3164976692777163,0.0308056872037914,0.1105263157894735,-0.0982905982905982,-0.0765864332603939,-0.2067669172932331,-0.2871621621621621,-0.3104575163398693,-0.2978369384359401,-0.2199630314232903,-0.1676528599605523,-0.1709233791748526,-0.1509054325955734,-0.0140186915887852,-0.0495495495495497,-0.2724137931034482,-0.2931323283082077,-0.2883642495784149,-0.2773972602739726,-0.2126865671641792,-0.1509054325955734,-0.2396396396396396,-0.2736660929432013,-0.1626984126984128,-0.0963597430406852,-0.0865800865800866,-0.0963597430406852,-0.1946564885496183,-0.2082551594746717,-0.2156133828996282,-0.3001658374792704,-0.3507692307692308,-0.3775811209439529,-0.3280254777070064,0.0292682926829268,-0.1171548117154812,-0.157684630738523,-0.09247311827957,-0.1676528599605523,-0.2773972602739726,-0.2919463087248323,-0.3047775947281714,-0.3586626139817629,-0.4219178082191781,-0.3784977908689249,-0.3866279069767442,-0.2037735849056604,-0.2761578044596913,-0.2530973451327434,-0.2271062271062272
BBXK_89-L^E06,0.1263906056860321,-0.1263906056860321,14.0,-0.065146749161619,0.1127210112972995,-0.2082801438578715,2.14798949051862,-0.3366986696516983,-0.1122292685547688,6.170333803802368e-05,-0.1372995034705072,0.3556588840522356,0.1160120391446689,0.2105272664841866,0.277482391539601,-6.148366013071896,1.9621887137308656,0.1461865403616631,0.0073925480144135,-0.1104972375690607,0.1715210355987055,0.1104294478527607,0.1528662420382165,-0.0082191780821917,0.0,-0.0320855614973262,-0.0163043478260869,-0.2061403508771928,-0.180995475113122,-0.1522248243559717,-0.108374384236453,0.0402298850574713,0.2026578073089702,0.124223602484472,0.235494880546075,0.1753246753246753,0.2312925170068027,0.1602564102564103,0.1347962382445142,0.3068592057761732,0.3712121212121211,0.6454545454545453,0.5603448275862071,0.5739130434782611,0.5210084033613447,0.4538152610441766,0.3923076923076922,0.2836879432624115,0.1753246753246753,0.3068592057761732,0.1753246753246753,0.1753246753246753,0.0838323353293413,0.0402298850574713,0.2439862542955326,0.0838323353293413,-0.0268817204301075,-0.2410901467505239,-0.1973392461197338,-0.1639722863741339,-0.2147505422993493,-0.2788844621513943,-0.2442588726513569,-0.2551440329218107,-0.1502347417840375,-0.2566735112936344,-0.2627291242362525,-0.3169811320754716
BCPS_48-L^C06,0.1248392467950887,-0.1248392467950887,14.0,-0.0591419037860276,-0.0251341558501123,1.2883102290161377,1.2553991749575346,-0.2115249472944483,0.031406099822658,6.676602381782964e-06,-0.0262210661832321,0.0588290840415485,-0.9576410110562216,-0.1510830827435023,-0.161282749605851,-2.5659432387312187,1.1821159912642565,0.0910050428052069,0.0808158319870759,0.0054347826086955,0.0760233918128656,-0.1858407079646016,-0.1279620853080567,-0.2459016393442622,-0.315985130111524,-0.3405017921146953,-0.2580645161290322,-0.1153846153846154,-0.1858407079646016,-0.2268907563025209,-0.2520325203252032,-0.1153846153846154,0.0222222222222221,-0.1999999999999999,-0.2977099236641222,-0.2923076923076922,-0.3825503355704698,-0.2923076923076922,-0.28125,-0.3804713804713805,-0.3866666666666666,-0.419558359621451,-0.4140127388535032,-0.3498233215547703,-0.6943521594684385,-0.6897133220910623,-0.6554307116104869,-0.6766256590509666,-0.7465564738292011,-0.7097791798107256,-0.7195121951219512,-0.7426573426573426,-0.7830188679245282,-0.8218780251694094,-0.7991266375545851,-0.7927927927927928,-0.7964601769911503,-0.81871921182266,-0.8188976377952756,-0.8154463390170512,-0.7951002227171492,-0.7964601769911503,-0.7946428571428572,-0.7486338797814207,-0.7228915662650602,-0.7408450704225351,-0.7382645803698435,-0.7203647416413375
BCQE_67-L^A14,0.1939937866758715,-0.1939937866758715,14.0,-0.1943405634505111,-0.0745637635483127,1.5031035124640622,1.195095948827292,-0.8254545454545454,-0.1373835001724995,4.531746352317358e-05,-0.1320119670905011,-0.1244232987312572,-0.3600083849883493,0.296269592111936,0.3738358331984739,-1.6168009205983889,0.90227434257285,0.2698133145473758,-0.1133155284242655,0.0602739726027397,0.0503597122302157,-0.1609195402298849,-0.0641025641025641,-0.3054234062797336,-0.4103392568659127,-0.4229249011857707,-0.4962042788129744,-0.3733905579399141,-0.4612546125461255,-0.475951184493898,-0.39469320066335,-0.0201342281879195,0.6008771929824563,-0.2857142857142858,-0.2980769230769231,-0.5388502842703727,-0.5748398369248691,-0.5777906304222094,-0.5397225725094578,-0.6068928379106086,-0.6585594013096352,-0.600656455142232,-0.6324269889224572,-0.6153846153846154,-0.5748398369248691,-0.761515844495263,-0.7459986082115518,-0.750085587127696,-0.7352194414218354,-0.796770601336303,-0.7628330084470436,-0.7774390243902439,-0.7824791418355185,-0.8145796291592583,-0.7904707233065442,-0.7899280575539569,-0.7776424002436796,-0.813585291113381,-0.8107827890098497,-0.7945976364659538,-0.7807149294082307,-0.8030221262817053,-0.7750385208012327,-0.7608125819134993,-0.7277135397239836,-0.736366919465511,-0.7024052181002853,-0.7530446549391069
BCZB_W7-L^G07,0.0655844761638212,-0.0655844761638212,14.0,0.0679077843156168,0.1279723303069606,-0.0672006628335376,0.7918436703483432,-0.0128283445326817,0.0303199925366172,0.000274591210897,0.0859457895244525,0.1404775124930594,0.2463283092399643,-0.0768938344321874,-0.0719991875729217,-1.931318681318681,0.6323279524214104,0.0575112951807228,-0.0047552771978659,0.0725552050473186,0.0292207792207792,-0.116991643454039,-0.0811594202898551,-0.2398081534772181,-0.2645011600928073,-0.3078602620087336,-0.3063457330415755,-0.3283898305084746,-0.29082774049217,-0.2416267942583732,-0.2342995169082125,-0.2645011600928073,-0.2287104622871046,-0.2627906976744185,-0.3138528138528139,-0.3697813121272366,-0.3634538152610442,-0.2986725663716814,-0.3002207505518764,-0.2712643678160918,-0.2398081534772181,-0.3017621145374449,-0.2924107142857144,-0.2971175166297117,-0.255868544600939,-0.2342995169082125,-0.1385869565217391,-0.1194444444444444,0.0192926045016077,-0.1744791666666666,-0.0758017492711371,0.0393442622950819,-0.1591511936339522,-0.2055137844611529,-0.1569148936170212,-0.243436754176611,-0.2523584905660377,-0.3556910569105691,-0.2576112412177985,-0.3255319148936171,-0.2712643678160918,-0.2971175166297117,-0.2795454545454546,-0.2324455205811137,-0.3517382413087934,-0.4246823956442831,-0.4419014084507042,-0.4837133550488599
BDAJ_H9-L,0.0177343467245747,0.0177343467245747,8.0,0.207309766327142,0.223157894736842,-0.0104689625203826,2.0644359032331,0.3051224944320714,0.0307636626854844,1.999810740658894e-06,0.0491977897610013,0.1574166389719728,0.2782277321071214,0.0904682041811228,0.1112394626260638,0.2150694952450621,1.896224282161429,0.1171989273525109,0.0714756017265343,-0.0626506024096386,0.224188790560472,0.1307901907356949,0.2928348909657321,0.1277173913043479,0.0453400503778338,0.086387434554974,0.0196560196560195,0.1925287356321841,0.1857142857142857,0.3009404388714736,0.321656050955414,0.5660377358490567,0.6403162055335971,0.3301282051282053,0.2613981762917934,0.4163822525597269,0.3562091503267974,0.6023166023166024,0.571969696969697,0.62109375,0.7659574468085106,0.7078189300411524,0.6403162055335971,0.729166666666667,0.7735042735042739,0.7811158798283262,0.7965367965367967,0.9668246445497632,1.0854271356783922,1.0343137254901964,1.0048309178743966,0.9212962962962964,0.9575471698113208,0.5257352941176472,0.5145985401459854,0.5313653136531367,0.3973063973063973,0.1495844875346261,0.0349127182044888,0.1959654178674352,0.2500000000000002,0.1624649859943978,0.3301282051282053,0.2575757575757578,0.461267605633803,0.2888198757763975,0.3174603174603176,0.1401098901098902
BDCK_44-L^L08,0.0464601769911504,-0.0464601769911504,14.0,-0.0271580989330746,0.1961400359066427,-0.1329557959805699,0.9740173217854764,-0.0279269602577872,-0.1283185840707915,2.992981120437328e-07,-0.0548011639185256,-0.0265721877767936,-0.7492775560347961,0.1179315338390803,0.1190708758263719,-1.118343195266272,0.9653564290473016,0.0629599345870809,0.0690566037735849,0.0,0.0,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0588235294117647,-0.0857142857142856,-0.0857142857142856,-0.0857142857142856,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.0588235294117647,-0.111111111111111
