firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.3005653266331658,-0.3005653266331658,13.0,-0.1213491985445963,0.0375211167422423,0.2613344987010378,0.8242764323685765,0.1571864345953705,-0.0377122877122876,-0.1292922948073685,3.254395310423609e-06,-0.1987412724948372,-0.175669099756691,-0.3962120939907151,-0.0294151014954681,0.0883395627256124,0.0709174309561074,-4.317293233082707,0.4232132309509746,0.1654998278434523,-0.0283804627249357,0.1504424778761062,0.1262458471760799,0.3190661478599224,0.3038461538461539,0.3139534883720931,0.3669354838709677,0.8524590163934427,0.3724696356275303,0.3452380952380953,0.1894736842105262,0.2282608695652175,0.389344262295082,0.9709302325581396,0.9595375722543352,1.306122448979592,3.2375,2.6451612903225805,6.062500000000001,6.704545454545455,6.704545454545455,7.26829268292683,6.883720930232559,5.918367346938776,7.475,5.647058823529412,5.277777777777778,5.39622641509434,2.808988764044944,2.808988764044944,1.2012987012987013,0.9709302325581396,0.473913043478261,0.4184100418410041,0.5990566037735849,0.4008264462809918,0.2107142857142858,0.6142857142857143,0.5339366515837105,1.0178571428571428,0.9152542372881356,0.1770833333333334,0.3294117647058825,0.4243697478991597,0.0660377358490567,-0.0635359116022099,-0.1831325301204819,-0.2693965517241379,-0.2907949790794979,-0.2693965517241379
BALZ_07-L^I10,0.1110332982731763,-0.1110332982731763,14.0,-0.1812127992406081,-0.1180840664711632,-1.4280536893358564,1.4047322369952484,0.4369120287253141,-0.2502783995680588,-0.0500978577800263,2.004836876473021e-08,-0.000542422789506,-0.129401258717469,-1.4176888859049033,-0.1220215991581263,-0.1689306507789129,-0.0346581856858692,-1.0932878867330886,0.9972203584779066,-0.1326859056979605,-0.2264079107949389,0.0,-0.0196078431372549,-0.1071428571428572,-0.2957746478873239,-0.3421052631578947,-0.0909090909090909,-0.0566037735849057,-0.3055555555555556,-0.3055555555555556,-0.5098039215686274,-0.5098039215686274,-0.5652173913043478,-0.5145631067961165,-0.6710526315789473,-0.7311827956989247,-0.6951219512195121,-0.7282608695652174,-0.7524752475247525,-0.736842105263158,-0.7524752475247525,-0.7340425531914894,-0.7382198952879582,-0.6875,-0.6124031007751938,-0.6062992125984252,-0.6753246753246753,-0.5535714285714286,-0.4897959183673469,-0.4897959183673469,-0.3827160493827161,-0.375,-0.4117647058823529,-0.358974358974359,-0.3670886075949368,-0.3243243243243243,-0.2424242424242424,-0.2647058823529412,-0.1379310344827585,-0.1525423728813558,-0.1666666666666666,0.0,0.0869565217391303,0.1904761904761904,0.0869565217391303,0.0416666666666667,0.0416666666666667,-0.0196078431372549,0.1904761904761904,0.1627906976744186
BBOU_00-L,0.0621890547263681,-0.0621890547263681,13.0,0.0927119484382746,0.1508153371529308,0.0814188013481807,1.030153586022263,0.1527078085642317,0.101040118870728,0.0055081734186211,0.000149789860561,0.0296232027764005,0.0910515159893097,-0.4417931862287798,0.0413205625645098,0.0977177543691166,-0.0157238405922169,-0.8564437194127243,0.7156545019022122,0.1034641728134878,0.0801179443976411,-0.0141612200435728,0.0551724137931035,0.0825471698113207,0.1694267515923566,0.2322147651006711,0.3114285714285714,0.3114285714285714,0.3362445414847161,0.2455902306648574,0.150375939849624,0.1968709256844849,0.2662068965517241,0.2821229050279328,0.2821229050279328,0.4036697247706422,0.2239999999999999,0.2697095435684646,0.3951367781155015,0.5123558484349258,0.5909878682842289,0.5773195876288659,0.5249169435215948,0.5965217391304347,0.7653846153846153,0.8178217821782179,0.9205020920502088,1.04,0.8433734939759034,0.6247787610619469,0.5148514851485149,0.519867549668874,0.4456692913385827,0.4687999999999999,0.3421052631578947,0.3660714285714286,0.2785515320334262,0.3579881656804733,0.3304347826086955,0.3058321479374111,0.3421052631578947,0.44794952681388,0.3599999999999999,0.7031539888682747,0.4456692913385827,0.2893258426966292,0.2679558011049723,0.2984441301272984,0.2575342465753425,0.2455902306648574
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,6.635700933638778,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,3.215226007037464e-07,0.2216981132075471,-0.108730583824317,-0.4364360449097001,-0.2328427255985267,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,0.0007898894154818,0.2272727272727272,0.0,0.0,-0.1904761904761903,-0.1904761904761903,-0.1904761904761903,-0.1904761904761903,-0.1904761904761903,-0.15,-0.15,0.4166666666666667,-0.15,-0.15,-0.1052631578947368,-0.0285714285714284,0.1333333333333335,0.3600000000000001,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.3600000000000001,0.3600000000000001,0.7,0.2592592592592593,0.5454545454545456,0.0625,1.125,1.125,0.5454545454545456,-0.15,-0.15,-0.15,-0.0555555555555554,0.0,0.1724137931034484,0.1724137931034484,0.2142857142857142,0.1724137931034484,0.3076923076923077,0.5454545454545456,0.5454545454545456,0.4782608695652175,0.4782608695652175,0.3076923076923077,0.2142857142857142,0.0967741935483872,0.0,-0.1282051282051282,-0.1282051282051282,-0.1282051282051282
BBTU_63-L^C18,0.0619098767326479,-0.0619098767326479,13.0,0.0745087220406604,0.1377533193570929,-0.0048142722704966,0.455864342910975,0.0609911504424778,0.0755260420833665,0.0276405298961602,1.5783416893231187e-05,-0.016489113365307,0.0730680429172891,-1.3666612779768004,-0.1142927552111657,-0.1122302340207618,-0.0449271221203925,-2.114605171208945,0.4346679227508243,0.0397320535892821,0.0532202960900924,0.0183028286189683,0.1109057301293898,0.1854043392504929,0.1807465618860511,0.2092555331991952,0.4042056074766353,0.3536036036036034,0.0362068965517241,0.0067001675041875,0.0134907251264755,0.0291095890410959,0.1212686567164178,0.2092555331991952,0.0828828828828829,0.0344234079173839,0.1924603174603174,0.2869379014989293,0.3008658008658007,0.2869379014989293,0.1469465648854961,0.1275797373358349,0.1171003717472118,-0.0033167495854063,-0.0753846153846153,-0.1135693215339234,-0.0429936305732484,0.4658536585365853,0.2573221757322175,0.1996007984031935,0.2924731182795697,0.1854043392504929,0.0291095890410959,0.0083892617449663,-0.0098846787479407,-0.0866261398176292,-0.1767123287671232,-0.1148748159057437,-0.126453488372093,0.1339622641509434,0.0308747855917665,0.0637168141592918,0.1007326007326006,0.1972111553784861,0.0580985915492957,-0.0893939393939393,-0.2164276401564537,-0.2552664188351921,-0.2670731707317073,-0.2625766871165644
BBXK_89-L^E06,0.1263906056860321,-0.1263906056860321,14.0,-0.065146749161619,0.1127210112972995,0.1132896536644297,2.14798949051862,0.0738199455814503,-0.3366986696516983,-0.1122292685547688,6.031098734960911e-05,-0.1372995034705072,0.3556588840522356,0.1318674971373706,0.2105272664841866,0.277482391539601,0.0046572714950531,-6.148366013071896,1.9621887137308656,0.1461865403616631,0.0073925480144135,0.0163043478260869,-0.1929824561403508,-0.1674208144796379,-0.1381733021077282,-0.0935960591133003,0.0574712643678161,0.222591362126246,0.1428571428571428,0.2559726962457338,0.1948051948051947,0.2517006802721089,0.1794871794871795,0.1536050156739812,0.3285198555956679,0.393939393939394,0.6727272727272726,0.5862068965517244,0.6000000000000001,0.546218487394958,0.4779116465863453,0.4153846153846154,0.3049645390070923,0.1948051948051947,0.3285198555956679,0.1948051948051947,0.1948051948051947,0.1017964071856287,0.0574712643678161,0.2646048109965635,0.1017964071856287,-0.010752688172043,-0.2285115303983227,-0.1840354767184034,-0.1501154734411085,-0.2017353579175704,-0.2669322709163345,-0.231732776617954,-0.242798353909465,-0.136150234741784,-0.24435318275154,-0.2505091649694501,-0.3056603773584905,-0.3056603773584905,-0.4241001564945226,-0.3947368421052631,-0.4347158218125959,-0.4329738058551617,-0.4596182085168868,-0.4720229555236728
BCPS_48-L^C06,0.0439181240687005,-0.0439181240687005,13.0,-0.0099882949668357,0.1109114127607245,0.1876928988846729,1.4788245462402767,0.0877246420956442,-0.017326888065792,-0.0191357540585025,5.58650120546648e-06,0.0197424892703862,0.0035061120060646,-1.654531355438096,0.0098910054219582,0.0093884000111999,-0.1439972222472514,-1.4082145850796313,1.4094332633658475,0.0154449824678577,-0.3722427868769332,0.125,0.1923076923076923,0.0973451327433629,0.0420168067226891,0.0081300813008129,0.1923076923076923,0.3777777777777777,0.0782608695652173,-0.0534351145038168,-0.0461538461538462,-0.1677852348993288,-0.0461538461538462,-0.03125,-0.164983164983165,-0.1733333333333333,-0.2176656151419558,-0.2101910828025478,-0.1236749116607773,-0.5880398671096345,-0.581787521079258,-0.5355805243445693,-0.5641476274165202,-0.6584022038567493,-0.6088328075709779,-0.6219512195121951,-0.6531468531468532,-0.7075471698113207,-0.7599225556631172,-0.7292576419213974,-0.7207207207207207,-0.7256637168141593,-0.7556650246305419,-0.7559055118110236,-0.7512537612838516,-0.7238307349665924,-0.7256637168141593,-0.7232142857142858,-0.6612021857923498,-0.6265060240963856,-0.6507042253521127,-0.6472261735419631,-0.6231003039513678,-0.5203094777562862,-0.6363636363636365,-0.7386722866174922,-0.7194570135746606,-0.702280912364946,-0.7194570135746606,-0.7216610549943883
BCQE_67-L^A14,0.1939937866758715,-0.1939937866758715,14.0,-0.1943405634505111,-0.0745637635483127,-0.8175819028867344,1.195095948827292,0.2534653465346534,-0.8254545454545454,-0.1373835001724995,4.429486404087638e-05,-0.1320119670905011,-0.1244232987312572,-0.4092110183295755,0.296269592111936,0.3738358331984739,0.1339214752597295,-1.6168009205983889,0.90227434257285,0.2698133145473758,-0.1133155284242655,-0.1269841269841269,0.2437768240343347,0.0693726937269372,0.0402010050251255,0.2014925373134328,0.94496644295302,2.1776315789473686,0.4178082191780821,0.3932692307692307,-0.0846493998736576,-0.1560861968549797,-0.1619433198380566,-0.0863808322824716,-0.2197092084006462,-0.3222637979420019,-0.2073304157549235,-0.2703927492447129,-0.2365648050579557,-0.1560861968549797,-0.5266252858542959,-0.4958246346555323,-0.5039370078740157,-0.4744287268770403,-0.5966035634743876,-0.5292397660818713,-0.5582317073170731,-0.5682359952324196,-0.6319532639065277,-0.5840987370838118,-0.583021582733813,-0.55863539445629,-0.6299795709908069,-0.624416796267496,-0.592290377039955,-0.564734154400721,-0.6090124123043713,-0.5534668721109399,-0.525229357798165,-0.4595300261096605,-0.4767063921993499,-0.4092947411333062,-0.5098105548037889,-0.3331799355729407,-0.4092947411333062,-0.5446260213702074,-0.5880011373329542,-0.6697059493959425,-0.6368421052631579,-0.6154458598726115
BCZB_W7-L^G07,0.0655844761638212,-0.0655844761638212,14.0,0.0679077843156168,0.1279723303069606,0.0365524033036328,0.7918436703483432,0.0544454097885896,-0.0128283445326817,0.0303199925366172,0.0002683949940686,0.0859457895244525,0.1404775124930594,0.2799941958872722,-0.0768938344321874,-0.0719991875729217,-0.0669603394029281,-1.931318681318681,0.6323279524214104,0.0575112951807228,-0.0047552771978659,0.0021881838074397,-0.031779661016949,0.0223713646532439,0.0933014354066987,0.1038647342995171,0.0603248259860791,0.1119221411192215,0.0627906976744188,-0.0108225108225107,-0.0914512922465208,-0.0823293172690763,0.0110619469026549,0.0088300220750552,0.0505747126436784,0.0959232613908873,0.0066079295154186,0.0200892857142855,0.0133037694013304,0.0727699530516432,0.1038647342995171,0.2418478260869565,0.2694444444444446,0.469453376205788,0.1901041666666667,0.3323615160349855,0.4983606557377051,0.2122015915119364,0.1453634085213033,0.2154255319148936,0.0906921241050118,0.0778301886792454,-0.0711382113821137,0.0702576112412178,-0.027659574468085,0.0505747126436784,0.0133037694013304,0.0386363636363635,0.1065375302663438,-0.0654396728016358,-0.1705989110707803,-0.1954225352112675,-0.2557003257328989,-0.2958397534668721,-0.2495894909688012,-0.2495894909688012,-0.2664526484751204,-0.1925795053003532,-0.1630036630036629,-0.2458745874587458
BDAJ_H9-L,0.0915446941975953,-0.0915446941975953,7.0,-0.0363123115416694,0.2190345119627355,1.6468983612365062,1.8931646932185144,0.1110192837465564,0.0546095126247797,-0.0914793518034479,1.7025979381998345e-06,-0.0359273753769166,-0.0849467815509376,-0.6390934153868261,0.0108288257671594,0.0019712117714734,-0.5264359139990071,-1.1092636579572444,1.706404736275565,0.1105798421372191,-0.23781643805063,-0.0614250614250615,0.1695402298850574,0.162857142857143,0.2758620689655173,0.2961783439490446,0.5358490566037737,0.6086956521739133,0.3044871794871795,0.237082066869301,0.3890784982935154,0.3300653594771243,0.5714285714285716,0.5416666666666667,0.58984375,0.7319148936170212,0.6748971193415638,0.6086956521739133,0.6958333333333335,0.7393162393162396,0.7467811158798283,0.7619047619047621,0.9289099526066352,1.0452261306532664,0.9950980392156864,0.9661835748792272,0.8842592592592593,0.9198113207547168,0.4963235294117647,0.4854014598540146,0.5018450184501846,0.3703703703703704,0.1274238227146815,0.0149625935162096,0.1729106628242074,0.2259036144578314,0.1400560224089637,0.3044871794871795,0.2333333333333334,0.433098591549296,0.2639751552795031,0.2920634920634921,0.1181318681318681,0.3388157894736843,0.0710526315789474,-0.107456140350877,-0.0975609756097559,-0.1859999999999999,-0.2599999999999999,-0.279646017699115
