firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.2119296316657504,-0.2119296316657504,12.0,-0.1277982674328845,-0.0961240310077519,1.7126461864720222,0.8492574257425743,0.1565597177893499,-0.2810199317651284,-0.2166025288619949,3.6539694020443848e-06,0.0156102581696542,0.0123152709359605,-0.11261927789103,-0.1239376824518478,0.5011187266276378,-0.1728980040861228,0.2633459029459828,-1.5207100591715978,0.3888613861386139,-0.1232275833928389,0.2775880189174986,0.4186046511627908,-0.0057803468208093,0.1700680272108843,1.15,0.8494623655913978,2.583333333333333,2.909090909090909,2.909090909090909,3.1951219512195124,3.0,2.510204081632653,3.3,2.372549019607843,2.185185185185185,2.2452830188679243,0.9325842696629212,0.9325842696629212,0.1168831168831168,0.0,-0.2521739130434782,-0.2803347280334728,-0.1886792452830189,-0.2892561983471075,-0.3857142857142857,-0.1809523809523809,-0.2217194570135746,0.0238095238095237,-0.0282485875706215,-0.4027777777777778,-0.3254901960784313,-0.2773109243697479,-0.4591194968553459,-0.5248618784530388,-0.5855421686746989,-0.6293103448275862,-0.6401673640167365,-0.6293103448275862,-0.6546184738955824,-0.6073059360730594,-0.8413284132841329,-0.8544839255499154,-0.8326848249027237,-0.8371212121212122,-0.8266129032258065,-0.8313725490196078,-0.8181818181818182,-0.8374291115311909,-0.8594771241830066,-0.8576158940397351
BALZ_07-L^I10,0.0430235595843715,0.0430235595843715,13.0,0.3810514346866431,0.2638355745871871,-0.7331988023018339,1.5999621809013551,0.412926274764534,0.3857652798777919,-0.0075844614049231,3.5509297534760926e-08,-0.0594609056250417,0.3775085816043206,-0.0967438506115794,0.0831841587403734,-0.6109879056589765,0.2296614161575434,0.0586415039016326,0.3751347114725188,1.1999243618027102,-0.0380615075851484,0.2654303062302005,0.1165048543689319,-0.3223684210526315,-0.446236559139785,-0.3719512195121951,-0.4402173913043478,-0.4900990099009901,-0.4578947368421052,-0.4900990099009901,-0.452127659574468,-0.4607329842931936,-0.35625,-0.2015503875968992,-0.1889763779527559,-0.3311688311688311,-0.0803571428571429,0.0510204081632652,0.0510204081632652,0.2716049382716048,0.2874999999999998,0.211764705882353,0.3205128205128205,0.3037974683544304,0.3918918918918919,0.5606060606060606,0.5147058823529411,0.7758620689655173,0.745762711864407,0.7166666666666668,1.06,1.2391304347826089,1.4523809523809526,1.2391304347826089,1.1458333333333337,1.1458333333333337,1.0196078431372548,1.4523809523809526,1.3953488372093026,1.641025641025641,1.4523809523809526,1.641025641025641,1.5749999999999995,1.5749999999999995,1.8611111111111112,1.8611111111111112,1.8611111111111112,2.4333333333333336,2.4333333333333336,2.21875,2.0294117647058822
BBOU_00-L,0.0658357499845745,-0.0658357499845745,12.0,-0.0087234303968546,0.1198083067092651,-0.0414731241303109,0.9892761394101875,0.1215074723846653,0.1701440635866865,-0.0172764854692416,0.0001360902879158,-0.0175697260105664,-0.0713735558408215,0.00926351397702,0.121873535955103,-0.1223846653671216,0.1130703893459981,0.0198653799133564,-1.0932377049180328,0.6519476423277085,0.1402855369335816,0.006358626536668,0.0125698324022345,0.0,0.0948012232415902,-0.0453333333333333,-0.0096818810511757,0.0881458966565349,0.1795716639209226,0.2409012131715773,0.2302405498281787,0.1893687707641196,0.2452173913043478,0.3769230769230769,0.4178217821782179,0.497907949790795,0.5911111111111111,0.4377510040160641,0.2672566371681415,0.1815181518151816,0.185430463576159,0.1275590551181102,0.1455999999999999,0.0467836257309941,0.0654761904761904,-0.0027855153203342,0.0591715976331361,0.0376811594202897,0.0184921763869132,0.0467836257309941,0.1293375394321767,0.0607407407407407,0.3283858998144713,0.1275590551181102,0.0056179775280897,-0.011049723756906,0.0127298444130126,-0.0191780821917807,-0.0284938941655359,0.1257861635220125,0.2994555353901997,0.1049382716049383,0.1311216429699842,0.1293375394321767,0.051395007342144,0.1275590551181102,0.067064083457526,0.0331890331890332,0.0864946889226101,0.2323580034423409,0.2387543252595154
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,-19.19452539276117,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,3.407992143693824e-07,0.2216981132075471,-0.108730583824317,-0.0742184180078375,-0.2328427255985267,-0.3980598279380004,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,0.0007898894154818,0.2272727272727272,0.0526315789473683,0.0857142857142858,0.2666666666666668,0.52,0.357142857142857,0.357142857142857,0.357142857142857,0.52,0.52,0.8999999999999999,0.4074074074074074,0.7272727272727273,0.1875,1.375,1.375,0.7272727272727273,-0.05,-0.05,-0.05,0.0555555555555555,0.1176470588235294,0.3103448275862071,0.3103448275862071,0.357142857142857,0.3103448275862071,0.4615384615384614,0.7272727272727273,0.7272727272727273,0.6521739130434783,0.6521739130434783,0.4615384615384614,0.357142857142857,0.2258064516129032,0.1176470588235294,-0.0256410256410256,-0.0256410256410256,-0.0256410256410256,0.0,-0.0256410256410256,-0.05,-0.05,-0.05,-0.1739130434782608,-0.0952380952380952,-0.073170731707317,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952
BBTU_63-L^C18,0.0692212078350692,-0.0692212078350692,12.0,0.0199125578979264,0.1282051282051282,-0.2258036980373251,0.5146896399381489,0.0471589978712952,0.0372614107883818,-0.0017573185890016,1.5081678115857785e-05,0.0531145837842517,0.001359989120087,0.1304721018510412,-0.0334126519947519,0.3043053581959103,-0.0381381673758147,-0.0451904075360269,-2.323741007194245,0.4896178484647669,0.0705462412114656,-0.0809182676652555,0.0784708249496983,-0.1045045045045045,-0.144578313253012,-0.0138888888888889,0.0642398286937901,0.0757575757575756,0.0642398286937901,-0.051526717557252,-0.0675422138836773,-0.0762081784386617,-0.175787728026534,-0.2353846153846154,-0.2669616519174042,-0.2085987261146498,0.2121951219512194,0.0397489539748951,-0.0079840319361277,0.068817204301075,-0.0197238658777121,-0.148972602739726,-0.1661073825503356,-0.1812191103789128,-0.2446808510638298,-0.3191780821917808,-0.2680412371134021,-0.2776162790697675,-0.0622641509433962,-0.1475128644939966,-0.120353982300885,-0.0897435897435897,-0.0099601593625497,-0.125,-0.2469696969696969,-0.3520208604954368,-0.3841387856257745,-0.3939024390243902,-0.3901840490797547,-0.330188679245283,-0.29,-0.2197802197802199,-0.2503770739064856,-0.2258566978193147,-0.2548725637181409,-0.2160883280757097,-0.148972602739726,-0.1716666666666667,-0.1386481802426342,-0.1140819964349376,-0.0692883895131086
BBXK_89-L^E06,0.0859512760282387,-0.0859512760282387,13.0,-0.0401846422556297,0.0904980330063172,0.5519531488095212,1.7744247073072266,0.0669839034693728,-0.0529835076345994,-0.0790379975682138,6.299209455547227e-05,0.0316886033310461,-0.0198144616478649,-0.1511012489221477,0.0324515770261952,0.0862095447531602,0.0244610237791469,-0.0477332849369547,-519.3076923076923,1.5359810254339927,0.1012611173830437,-0.0146177780489293,-0.0219435736677116,0.151624548736462,0.2083333333333332,0.4499999999999999,0.375,0.3869565217391304,0.3403361344537816,0.2811244979919678,0.2269230769230767,0.1312056737588653,0.0357142857142855,0.151624548736462,0.0357142857142855,0.0357142857142855,-0.0449101796407185,-0.0833333333333333,0.0962199312714775,-0.0449101796407185,-0.14247311827957,-0.3312368972746331,-0.2926829268292682,-0.2632794457274827,-0.3080260303687636,-0.3645418326693227,-0.3340292275574112,-0.3436213991769548,-0.2511737089201877,-0.3449691991786447,-0.35030549898167,-0.3981132075471698,-0.3981132075471698,-0.5007824726134584,-0.475328947368421,-0.5099846390168971,-0.5084745762711864,-0.5315712187958883,-0.5423242467718794,-0.5294985250737463,-0.5301914580265096,-0.5494350282485876,-0.571236559139785,-0.5575589459084604,-0.5840938722294655,-0.5494350282485876,-0.5455840455840455,-0.4692179700499168,-0.462962962962963,-0.4518900343642612,-0.4423076923076923
BCPS_48-L^C06,0.1244105449946569,-0.1244105449946569,12.0,-0.3951003839133992,0.1093293277037999,0.8474327305683896,1.4643407440017608,0.1570357644853974,-0.521809612440335,-0.5170929696766813,1.5026005811996094e-05,-0.4569041475234438,-0.2504439235741175,0.446829575286468,0.3284622057641138,2.4423628140423195,0.3632376349237049,-0.3072394863598279,-9.303519061583575,1.396324014968083,0.1751632901583084,-0.3572662386337712,0.015625,-0.138047138047138,-0.1466666666666666,-0.1924290220820188,-0.1847133757961784,-0.0954063604240282,-0.5747508305647839,-0.5682967959527825,-0.5205992509363295,-0.5500878734622144,-0.6473829201101928,-0.5962145110410094,-0.6097560975609756,-0.641958041958042,-0.6981132075471699,-0.7521781219748306,-0.7205240174672489,-0.7117117117117118,-0.7168141592920354,-0.7477832512315271,-0.7480314960629921,-0.7432296890672017,-0.7149220489977728,-0.7168141592920354,-0.7142857142857143,-0.6502732240437159,-0.6144578313253012,-0.6394366197183099,-0.635846372688478,-0.6109422492401215,-0.504835589941973,-0.624633431085044,-0.7302423603793466,-0.7104072398190044,-0.6926770708283314,-0.7104072398190044,-0.712682379349046,-0.6831683168316831,-0.6342857142857143,-0.630057803468208,-0.6043276661514683,-0.6305916305916306,-0.6173393124065769,-0.6091603053435115,-0.5857605177993528,-0.5816993464052287,-0.5993740219092332,-0.5803278688524589,-0.5810147299509002
BCQE_67-L^A14,0.0321227219090074,-0.0321227219090074,13.0,0.1092367256637168,0.0683085501858736,-0.6373631035530691,0.9219501530389156,0.1726105563480741,-0.1943359375,0.043398452864819,5.971758636362865e-05,0.008987831858407,0.1606425702811245,-0.1924536138995052,-0.0050396618398252,-0.043834144606215,-0.0450523829197027,-0.2053589906987712,-3.141025641025641,0.6567555749890687,0.0912563088255354,-0.1296214301527562,0.0901639344262295,-0.1459343026386645,-0.2581852198316183,-0.1323851203501095,-0.201409869083585,-0.1643835616438357,-0.0762958648806058,-0.4818686703691603,-0.4481558803061934,-0.4570352618966108,-0.4247370330068916,-0.5584632516703787,-0.4847303443794672,-0.5164634146341462,-0.5274135876042909,-0.5971551943103885,-0.5447761194029852,-0.5435971223021583,-0.5169052695705147,-0.5949948927477018,-0.5889061689994817,-0.5537422622397299,-0.5235806548513067,-0.5720453318942256,-0.5112480739599384,-0.4803407601572739,-0.4084296904140246,-0.4272300469483568,-0.3534447615165105,-0.4634641407307172,-0.2701334560515417,-0.3534447615165105,-0.5015713387806411,-0.5490474836508388,-0.6384773193526327,-0.6025062656641604,-0.5790870488322718,-0.5754817987152034,-0.4968274111675127,-0.5452981651376148,-0.5170523751522534,-0.5406892557196641,-0.5804232804232804,-0.5021971123666039,-0.5026654123549703,-0.468676716917923,-0.4337736522670475,-0.4077669902912622,-0.4598092643051771
BCZB_W7-L^G07,0.0631005306180983,-0.0631005306180983,13.0,-0.0175322213798332,0.1230741669652454,0.1099422538311045,0.8578034682080925,0.0683829444891391,0.0356389708983551,-0.0783976289497586,0.0002872114326689,-0.0830174374526156,-0.0621419892379795,0.0987831306052807,0.1325405230607542,0.0660267569648941,0.2422356032748602,-9.535654901916963,-2.519083969465649,0.6813872832369943,0.047725653810929,0.0597996435375822,-0.0022075055187639,0.0413793103448276,0.0863309352517986,-0.002202643171806,0.0111607142857141,0.0044345898004436,0.0633802816901409,0.0942028985507248,0.2309782608695652,0.2583333333333333,0.4565916398713827,0.1796875,0.3206997084548104,0.4852459016393444,0.2015915119363396,0.1353383458646617,0.2047872340425534,0.0811455847255369,0.0683962264150943,-0.0792682926829267,0.0608899297423888,-0.0361702127659574,0.0413793103448276,0.0044345898004436,0.0295454545454545,0.0968523002421308,-0.0736196319018404,-0.1778584392014518,-0.2024647887323942,-0.2622149837133549,-0.3020030816640986,-0.2561576354679802,-0.2561576354679802,-0.2728731942215088,-0.1996466431095406,-0.1703296703296702,-0.2524752475247523,-0.150093808630394,-0.1910714285714284,-0.2216494845360824,-0.2024647887323942,-0.2052631578947368,-0.1371428571428571,-0.0848484848484848,-0.0698151950718685,0.0760095011876484,0.1410579345088161,0.188976377952756,0.1766233766233766
BDAJ_H9-L,0.2943997222644129,-0.2943997222644129,6.0,-0.4889508196721311,-0.1313369737537431,3.725463458449541,1.872883563427976,0.1727249291054395,-0.5514486391571555,-0.5755202117732959,3.1065620017151314e-06,-0.5726229508196722,-0.4673326133909287,-0.2376005270490281,0.5285651367253398,1.4082080043621714,0.5841046568840266,0.0538482084999447,-2.1173533083645446,1.7030476686637146,0.4940212077912311,-0.1213130818226359,-0.018939393939394,0.03125,0.123404255319149,0.0864197530864196,0.0434782608695654,0.1,0.1282051282051284,0.1330472103004292,0.1428571428571428,0.2511848341232228,0.3266331658291457,0.2941176470588236,0.2753623188405798,0.2222222222222221,0.2452830188679244,-0.0294117647058823,-0.0364963503649635,-0.025830258302583,-0.1111111111111111,-0.2686980609418282,-0.3416458852867829,-0.239193083573487,-0.2048192771084336,-0.2605042016806722,-0.1538461538461538,-0.1999999999999999,-0.0704225352112675,-0.1801242236024844,-0.1619047619047618,-0.2747252747252747,-0.131578947368421,-0.3052631578947368,-0.4210526315789473,-0.4146341463414633,-0.472,-0.52,-0.5327433628318584,-0.4346895074946466,-0.3888888888888889,-0.4371002132196162,-0.4499999999999999,-0.4298056155507559,-0.4751491053677932,-0.4623217922606925,-0.472,-0.4913294797687861,-0.554806070826307,-0.554054054054054,-0.5463917525773196
