firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,pchcapx_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.3005653266331658,-0.3005653266331658,13.0,-0.1213491985445963,0.0375211167422423,0.3749851587812857,0.8242764323685765,0.1571864345953705,-0.0377122877122876,-0.1292922948073685,3.295293529373472e-06,-0.1987412724948372,-0.175669099756691,-0.2256272013316194,-0.0294151014954681,0.0883395627256124,0.2415120103933437,0.0709174309561074,-4.317293233082707,0.4232132309509746,0.1654998278434523,-0.0283804627249357,0.0403225806451612,0.355191256830601,0.0040485829959513,-0.0158730158730159,-0.1298245614035088,-0.1014492753623187,0.0163934426229508,0.4418604651162792,0.4335260115606936,0.6870748299319729,2.1,1.6666666666666663,4.166666666666667,4.636363636363637,4.636363636363637,5.048780487804878,4.767441860465117,4.061224489795919,5.199999999999999,3.8627450980392153,3.592592592592593,3.679245283018868,1.7865168539325844,1.7865168539325844,0.6103896103896103,0.4418604651162792,0.0782608695652173,0.0376569037656904,0.1698113207547169,0.0247933884297519,-0.1142857142857142,0.1809523809523809,0.1221719457013574,0.4761904761904763,0.4011299435028248,-0.1388888888888888,-0.0274509803921567,0.0420168067226891,-0.220125786163522,-0.3149171270718232,-0.4024096385542169,-0.4655172413793103,-0.4811715481171548,-0.4655172413793103,-0.5020080321285141,-0.4337899543378996,-0.7712177121771218,-0.7901861252115059,-0.7587548638132295
BALZ_07-L^I10,0.0430235595843715,0.0430235595843715,13.0,0.3810514346866431,0.2638355745871871,0.3637043606196127,1.5999621809013551,0.412926274764534,0.3857652798777919,-0.0075844614049231,3.39217932018528e-08,-0.0594609056250417,0.3775085816043206,-0.3239634508053088,0.0831841587403734,0.2296614161575434,0.128902244914345,0.0586415039016326,0.3751347114725188,1.1999243618027102,-0.0380615075851484,0.2654303062302005,0.3818181818181816,0.0377358490566037,-0.236111111111111,-0.236111111111111,-0.4607843137254901,-0.4607843137254901,-0.5217391304347825,-0.4660194174757281,-0.638157894736842,-0.7043010752688172,-0.6646341463414633,-0.7010869565217391,-0.7277227722772277,-0.7105263157894737,-0.7277227722772277,-0.7074468085106382,-0.7120418848167539,-0.65625,-0.5736434108527131,-0.5669291338582677,-0.6428571428571428,-0.5089285714285714,-0.4387755102040815,-0.4387755102040815,-0.3209876543209876,-0.3125,-0.3529411764705882,-0.2948717948717948,-0.3037974683544303,-0.2567567567567567,-0.1666666666666666,-0.1911764705882352,-0.0517241379310343,-0.0677966101694914,-0.0833333333333332,0.1,0.1956521739130434,0.3095238095238097,0.1956521739130434,0.1458333333333334,0.1458333333333334,0.0784313725490197,0.3095238095238097,0.2790697674418605,0.4102564102564103,0.3095238095238097,0.4102564102564103,0.375,0.375
BBOU_00-L,0.0621890547263681,-0.0621890547263681,13.0,0.0927119484382746,0.1508153371529308,0.1168266811426848,1.030153586022263,0.1527078085642317,0.101040118870728,0.0055081734186211,0.0001516722804668,0.0296232027764005,0.0910515159893097,-0.2515838402916455,0.0413205625645098,0.0977177543691166,0.0366396835280758,-0.0157238405922169,-0.8564437194127243,0.7156545019022122,0.1034641728134878,0.0801179443976411,0.0642857142857142,0.0,0.0189228529839884,-0.0502035278154681,-0.1228070175438597,-0.0873533246414601,-0.0344827586206896,-0.0223463687150837,-0.0223463687150837,0.0703363914373089,-0.0666666666666666,-0.0318118948824344,0.0638297872340425,0.1532125205930807,0.2131715771230504,0.2027491408934707,0.1627906976744186,0.2173913043478261,0.346153846153846,0.3861386138613862,0.4644351464435146,0.5555555555555556,0.4056224899598393,0.238938053097345,0.1551155115511551,0.1589403973509933,0.1023622047244094,0.1200000000000001,0.023391812865497,0.0416666666666667,-0.0250696378830083,0.0355029585798816,0.0144927536231882,-0.0042674253200569,0.023391812865497,0.1041009463722397,0.0370370370370369,0.2987012987012987,0.1023622047244094,-0.0168539325842697,-0.0331491712707182,-0.0099009900990099,-0.0410958904109588,-0.0502035278154681,0.10062893081761,0.2704174228675136,0.0802469135802468,0.1058451816745655,0.1041009463722397
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,9.521472980389868,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,3.255631982546321e-07,0.2216981132075471,-0.108730583824317,-0.248533159049719,-0.2328427255985267,-0.2464646464646464,-0.4155844155844156,0.6064997804128239,-2.256756756756757,1.8,0.0007898894154818,0.2272727272727272,0.0,0.0,0.0499999999999998,0.0499999999999998,0.75,0.0499999999999998,0.0499999999999998,0.1052631578947367,0.1999999999999999,0.3999999999999999,0.6799999999999999,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.6799999999999999,0.6799999999999999,1.0999999999999996,0.5555555555555554,0.909090909090909,0.3125,1.625,1.625,0.909090909090909,0.0499999999999998,0.0499999999999998,0.0499999999999998,0.1666666666666667,0.2352941176470586,0.4482758620689655,0.4482758620689655,0.4999999999999998,0.4482758620689655,0.6153846153846152,0.909090909090909,0.909090909090909,0.826086956521739,0.826086956521739,0.6153846153846152,0.4999999999999998,0.3548387096774192,0.2352941176470586,0.0769230769230768,0.0769230769230768,0.0769230769230768,0.1052631578947367,0.0769230769230768,0.0499999999999998,0.0499999999999998,0.0499999999999998
BBTU_63-L^C18,0.0619098767326479,-0.0619098767326479,13.0,0.0745087220406604,0.1377533193570929,-0.0069079308730446,0.455864342910975,0.0609911504424778,0.0755260420833665,0.0276405298961602,1.5981768223756034e-05,-0.016489113365307,0.0730680429172891,-0.778259836070087,-0.1142927552111657,-0.1122302340207618,0.062030868777317,-0.0449271221203925,-2.114605171208945,0.4346679227508243,0.0397320535892821,0.0532202960900924,0.1612149532710278,-0.0360360360360361,-0.2620689655172413,-0.2830820770519262,-0.278246205733558,-0.2671232876712328,-0.2014925373134328,-0.1388329979879274,-0.2288288288288287,-0.2633390705679861,-0.1507936507936507,-0.0835117773019271,-0.0735930735930735,-0.0835117773019271,-0.1832061068702289,-0.1969981238273921,-0.2044609665427509,-0.2902155887230514,-0.3415384615384614,-0.3687315634218289,-0.3184713375796179,0.0439024390243905,-0.104602510460251,-0.1457085828343313,-0.0795698924731183,-0.155818540433925,-0.2671232876712328,-0.2818791946308724,-0.2948929159802306,-0.3495440729483282,-0.4136986301369862,-0.3696612665684831,-0.377906976744186,-0.1924528301886792,-0.2658662092624356,-0.2424778761061946,-0.216117216117216,-0.1474103585657369,-0.2464788732394365,-0.3515151515151514,-0.4419817470664927,-0.4696406443618339,-0.4780487804878047,-0.4748466257668712,-0.4231805929919137,-0.3885714285714285,-0.3281004709576137,-0.3544494720965309,-0.3333333333333332
BBXK_89-L^E06,0.0859512760282387,-0.0859512760282387,13.0,-0.0401846422556297,0.0904980330063172,-0.2737971835871979,1.7744247073072266,0.0669839034693728,-0.0529835076345994,-0.0790379975682138,6.017592442572308e-05,0.0316886033310461,-0.0198144616478649,-0.5059885637418684,0.0324515770261952,0.0244610237791469,-0.0106127190270069,-0.0477332849369547,-519.3076923076923,1.5359810254339927,0.1012611173830437,-0.0146177780489293,0.1666666666666665,0.1561461794019933,0.0807453416149066,0.1877133105802046,0.1298701298701299,0.183673469387755,0.1153846153846154,0.0909090909090908,0.256317689530686,0.3181818181818181,0.5818181818181818,0.5,0.5130434782608697,0.4621848739495799,0.3975903614457829,0.3384615384615383,0.2340425531914893,0.1298701298701299,0.256317689530686,0.1298701298701299,0.1298701298701299,0.0419161676646706,0.0,0.1958762886597937,0.0419161676646706,-0.0645161290322581,-0.270440251572327,-0.2283813747228381,-0.1963048498845265,-0.245119305856833,-0.3067729083665338,-0.2734864300626305,-0.2839506172839506,-0.1830985915492957,-0.2854209445585216,-0.2912423625254583,-0.3433962264150944,-0.3433962264150944,-0.4553990610328638,-0.4276315789473685,-0.4654377880184331,-0.4637904468412943,-0.4889867841409692,-0.5007173601147776,-0.4867256637168141,-0.4874815905743741,-0.5084745762711864,-0.532258064516129,-0.5173370319001387
BCPS_48-L^C06,0.0439181240687005,-0.0439181240687005,13.0,-0.0099882949668357,0.1109114127607245,0.2693178736072834,1.4788245462402767,0.0877246420956442,-0.017326888065792,-0.0191357540585025,5.656707166227621e-06,0.0197424892703862,0.0035061120060646,-0.9421905209477442,0.0098910054219582,0.0093884000111999,-0.2816279001455417,-0.1439972222472514,-1.4082145850796313,1.4094332633658475,0.0154449824678577,-0.3722427868769332,0.1826923076923077,0.1555555555555556,-0.0956521739130433,-0.2061068702290076,-0.1999999999999999,-0.3020134228187919,-0.1999999999999999,-0.1875,-0.2996632996632996,-0.3066666666666666,-0.3438485804416403,-0.3375796178343949,-0.2650176678445229,-0.654485049833887,-0.6492411467116357,-0.6104868913857677,-0.6344463971880492,-0.7134986225895317,-0.6719242902208202,-0.6829268292682926,-0.7090909090909091,-0.7547169811320755,-0.7986447241045498,-0.7729257641921398,-0.7657657657657657,-0.7699115044247787,-0.7950738916256157,-0.7952755905511811,-0.7913741223671014,-0.7683741648106904,-0.7699115044247787,-0.7678571428571429,-0.7158469945355191,-0.6867469879518072,-0.7070422535211267,-0.7041251778093883,-0.6838905775075987,-0.5976789168278529,-0.6950146627565983,-0.7808219178082192,-0.7647058823529411,-0.7503001200480193,-0.7647058823529411,-0.7665544332210998,-0.7425742574257426,-0.7028571428571428,-0.699421965317919,-0.6785162287480679,-0.6998556998556998
BCQE_67-L^A14,0.0321227219090074,-0.0321227219090074,13.0,0.1092367256637168,0.0683085501858736,0.3161649191631817,0.9219501530389156,0.1726105563480741,-0.1943359375,0.043398452864819,5.704780876495125e-05,0.008987831858407,0.1606425702811245,-0.6444640820547796,-0.0050396618398252,-0.0450523829197027,-0.2761242656915086,-0.2053589906987712,-3.141025641025641,0.6567555749890687,0.0912563088255354,-0.1296214301527562,0.6187919463087248,0.6337719298245617,-0.2710371819960862,-0.2836538461538461,-0.5293746051800379,-0.5661036691904484,-0.5691150954308849,-0.530264817150063,-0.5988152934841142,-0.6515434985968194,-0.5924507658643325,-0.6248741188318228,-0.6074815595363541,-0.5661036691904484,-0.7566154851355766,-0.7407794015309672,-0.7449503594659364,-0.7297787450126949,-0.7925946547884187,-0.757959714100065,-0.7728658536585366,-0.7780095351609059,-0.810769621539243,-0.7861653272101033,-0.7856115107913669,-0.7730734084678648,-0.8097548518896833,-0.8068947641264904,-0.7903770399549803,-0.7762090717933313,-0.79897463572585,-0.7704160246533128,-0.7558977719528178,-0.7221186124580381,-0.7309498013723366,-0.6962902568283734,-0.7479702300405954,-0.6571560055223193,-0.6962902568283734,-0.7658705216844752,-0.7881717372760876,-0.8301800775017096,-0.81328320802005,-0.8022823779193206,-0.8005888650963597,-0.7636421319796954,-0.7864105504587156,-0.773142509135201,-0.7842455835505358
BCZB_W7-L^G07,0.0631005306180983,-0.0631005306180983,13.0,-0.0175322213798332,0.1230741669652454,-0.0545370191674971,0.8578034682080925,0.0683829444891391,0.0356389708983551,-0.0783976289497586,0.000274371150673,-0.0830174374526156,-0.0621419892379795,0.330792331191414,0.1325405230607542,0.2422356032748602,0.2859659721379878,-9.535654901916963,-2.519083969465649,0.6813872832369943,0.047725653810929,0.0597996435375822,-0.0394431554524361,0.0486618004866177,0.0023255813953488,-0.0670995670995672,-0.1431411530815111,-0.1345381526104418,-0.0464601769911504,-0.0485651214128036,-0.0091954022988506,0.0335731414868105,-0.0506607929515419,-0.0379464285714287,-0.0443458980044346,0.0117370892018779,0.0410628019323671,0.1711956521739128,0.1972222222222222,0.3858520900321542,0.1223958333333332,0.2565597667638482,0.4131147540983606,0.1432360742705569,0.0802005012531326,0.1462765957446807,0.0286396181384245,0.016509433962264,-0.1239837398373984,0.009367681498829,-0.0829787234042553,-0.0091954022988506,-0.0443458980044346,-0.0204545454545456,0.0435835351089588,-0.1186094069529652,-0.2177858439201452,-0.2411971830985916,-0.2980456026058632,-0.3359013867488445,-0.2922824302134648,-0.2922824302134648,-0.3081861958266454,-0.2385159010600708,-0.2106227106227106,-0.2887788778877888,-0.1913696060037524,-0.2303571428571429,-0.2594501718213059,-0.2411971830985916,-0.2438596491228071
BDAJ_H9-L,0.0915446941975953,-0.0915446941975953,7.0,-0.0363123115416694,0.2190345119627355,2.3631110571107232,1.8931646932185144,0.1110192837465564,0.0546095126247797,-0.0914793518034479,1.723994608431337e-06,-0.0359273753769166,-0.0849467815509376,-0.3639385593983782,0.0108288257671594,0.0019712117714734,-0.3022336159647405,-0.5264359139990071,-1.1092636579572444,1.706404736275565,0.1105798421372191,-0.23781643805063,0.1849056603773586,0.0474308300395256,-0.1506410256410256,-0.1945288753799392,-0.0955631399317407,-0.1339869281045752,0.0231660231660231,0.0037878787878786,0.03515625,0.127659574468085,0.0905349794238681,0.0474308300395256,0.1041666666666667,0.1324786324786324,0.1373390557939913,0.1471861471861471,0.2559241706161137,0.3316582914572863,0.2990196078431371,0.280193236714976,0.2268518518518516,0.25,-0.0257352941176471,-0.0328467153284672,-0.022140221402214,-0.1077441077441078,-0.2659279778393352,-0.3391521197007481,-0.2363112391930836,-0.2018072289156626,-0.2577030812324929,-0.1506410256410256,-0.1969696969696969,-0.0669014084507042,-0.1770186335403727,-0.1587301587301587,-0.271978021978022,-0.1282894736842106,-0.3026315789473683,-0.4188596491228069,-0.4124168514412416,-0.47,-0.5181818181818182,-0.5309734513274337,-0.4325481798715204,-0.3865740740740742,-0.4349680170575694,-0.4479166666666666,-0.427645788336933
