firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,pchcapx_ia,pchcurrat,pchquick,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.3005653266331658,-0.3005653266331658,13.0,-0.1213491985445963,0.0375211167422423,0.2486027533223195,0.8242764323685765,0.1571864345953705,-0.0377122877122876,-0.1292922948073685,3.2676886027100635e-06,-0.1987412724948372,-0.175669099756691,-0.7729510789143417,-0.0294151014954681,0.0883395627256124,-4.317293233082707,0.4232132309509746,0.1654998278434523,-0.0283804627249357,-0.0913978494623656,-0.0461538461538461,0.0973451327433627,0.2358803986710964,0.4474708171206227,0.4307692307692308,0.4418604651162792,0.5,1.0327868852459017,0.5060728744939271,0.4761904761904763,0.3052631578947369,0.3478260869565219,0.5245901639344264,1.162790697674419,1.1502890173410405,1.530612244897959,3.65,3.0,6.750000000000001,7.454545454545455,7.454545454545455,8.073170731707318,7.651162790697676,6.591836734693878,8.3,6.294117647058823,5.888888888888888,6.018867924528302,3.179775280898877,3.179775280898877,1.4155844155844155,1.162790697674419,0.6173913043478263,0.5564853556485356,0.7547169811320755,0.5371900826446283,0.3285714285714287,0.7714285714285714,0.6832579185520362,1.2142857142857144,1.1016949152542377,0.2916666666666667,0.4588235294117648,0.5630252100840338,0.1698113207547169,0.0276243093922652,-0.1036144578313252,-0.1982758620689654
BALZ_07-L^I10,0.1110332982731763,-0.1110332982731763,14.0,-0.1812127992406081,-0.1180840664711632,-1.3584814895301087,1.4047322369952484,0.4369120287253141,-0.2502783995680588,-0.0500978577800263,2.0130260729422567e-08,-0.000542422789506,-0.129401258717469,-2.765700922674877,-0.1220215991581263,-0.1689306507789129,-1.0932878867330886,0.9972203584779066,-0.1326859056979605,-0.2264079107949389,-0.2340425531914893,-0.06,-0.06,-0.0784313725490196,-0.1607142857142858,-0.3380281690140845,-0.3815789473684211,-0.1454545454545456,-0.1132075471698114,-0.3472222222222222,-0.3472222222222222,-0.5392156862745099,-0.5392156862745099,-0.5913043478260869,-0.5436893203883495,-0.6907894736842106,-0.7473118279569892,-0.7134146341463414,-0.7445652173913044,-0.7673267326732673,-0.7526315789473684,-0.7673267326732673,-0.75,-0.7539267015706806,-0.70625,-0.6356589147286822,-0.6299212598425197,-0.6948051948051948,-0.5803571428571429,-0.5204081632653061,-0.5204081632653061,-0.4197530864197532,-0.4125000000000001,-0.4470588235294117,-0.3974358974358974,-0.4050632911392405,-0.3648648648648649,-0.2878787878787879,-0.3088235294117648,-0.189655172413793,-0.2033898305084746,-0.2166666666666666,-0.06,0.0217391304347824,0.119047619047619,0.0217391304347824,-0.0208333333333333,-0.0208333333333333,-0.0784313725490196
BBOU_00-L,0.0216470588235294,-0.0216470588235294,14.0,0.04883166969147,0.1612550471063257,0.2757086318377738,0.9956539454026893,0.1178781925343811,0.1569307885097358,-0.056636678200692,0.0001164611742887,-0.0619328493647912,0.0082777261593039,1.4517612486582103,-0.0334898029650001,-0.0482722569173726,-0.2418058132343846,0.6811082439223143,0.079366050666993,-0.120037438577334,-0.0104651162790697,-0.0497237569060774,-0.0631808278867102,-0.0114942528735632,0.0141509433962263,0.0955414012738853,0.1543624161073824,0.2285714285714284,0.2285714285714284,0.2518195050946141,0.1668928086838534,0.0776942355889722,0.121251629726206,0.186206896551724,0.2011173184357542,0.2011173184357542,0.3149847094801223,0.1466666666666667,0.1894882434301519,0.3069908814589666,0.4168039538714991,0.4904679376083189,0.4776632302405497,0.4285714285714286,0.4956521739130435,0.6538461538461537,0.7029702970297029,0.7991631799163179,0.911111111111111,0.7269076305220881,0.5221238938053097,0.4191419141914192,0.4238410596026489,0.3543307086614173,0.3759999999999999,0.2573099415204678,0.2797619047619046,0.1977715877437325,0.2721893491124261,0.2463768115942028,0.2233285917496443,0.2573099415204678,0.3564668769716088,0.2740740740740739,0.5955473098330242,0.3543307086614173,0.2078651685393258,0.1878453038674032,0.2164073550212162
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,6.312421553701035,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,3.2283593037029496e-07,0.2216981132075471,-0.108730583824317,-0.8514220461881362,-0.2328427255985267,-0.2464646464646464,-2.256756756756757,1.8,0.0007898894154818,0.2272727272727272,0.0,0.0,0.0,0.0,-0.1904761904761903,-0.1904761904761903,-0.1904761904761903,-0.1904761904761903,-0.1904761904761903,-0.15,-0.15,0.4166666666666667,-0.15,-0.15,-0.1052631578947368,-0.0285714285714284,0.1333333333333335,0.3600000000000001,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.3600000000000001,0.3600000000000001,0.7,0.2592592592592593,0.5454545454545456,0.0625,1.125,1.125,0.5454545454545456,-0.15,-0.15,-0.15,-0.0555555555555554,0.0,0.1724137931034484,0.1724137931034484,0.2142857142857142,0.1724137931034484,0.3076923076923077,0.5454545454545456,0.5454545454545456,0.4782608695652175,0.4782608695652175,0.3076923076923077,0.2142857142857142,0.0967741935483872,0.0,-0.1282051282051282
BBTU_63-L^C18,0.0619098767326479,-0.0619098767326479,13.0,0.0745087220406604,0.1377533193570929,-0.0045797296095145,0.455864342910975,0.0609911504424778,0.0755260420833665,0.0276405298961602,1.584788772545267e-05,-0.016489113365307,0.0730680429172891,-2.666153621619071,-0.1142927552111657,-0.1122302340207618,-2.114605171208945,0.4346679227508243,0.0397320535892821,0.0532202960900924,-0.1013513513513513,-0.0326797385620915,-0.0149750415973377,0.0942698706099813,0.1676528599605522,0.1630648330058939,0.1911468812877264,0.3831775700934579,0.3333333333333332,0.0206896551724138,-0.0083752093802345,-0.0016863406408094,0.0136986301369863,0.1044776119402983,0.1911468812877264,0.0666666666666666,0.0189328743545611,0.1746031746031746,0.2676659528907923,0.2813852813852813,0.2676659528907923,0.1297709923664121,0.1106941838649155,0.1003717472118959,-0.0182421227197346,-0.0892307692307692,-0.1268436578171091,-0.0573248407643313,0.4439024390243904,0.2384937238493722,0.1816367265469063,0.2731182795698923,0.1676528599605522,0.0136986301369863,-0.0067114093959731,-0.0247116968698517,-0.1003039513677811,-0.1890410958904109,-0.1281296023564064,-0.1395348837209302,0.1169811320754716,0.0154373927958832,0.047787610619469,0.0842490842490841,0.1792828685258964,0.0422535211267605,-0.103030303030303,-0.2281616688396349,-0.2664188351920694
BBXK_89-L^E06,0.1263906056860321,-0.1263906056860321,14.0,-0.065146749161619,0.1127210112972995,0.1077703860910016,2.14798949051862,0.0738199455814503,-0.3366986696516983,-0.1122292685547688,6.0557340821283295e-05,-0.1372995034705072,0.3556588840522356,0.2572539448744163,0.2105272664841866,0.277482391539601,-6.148366013071896,1.9621887137308656,0.1461865403616631,0.0073925480144135,0.0082872928176795,-0.0320855614973262,-0.0163043478260869,-0.2061403508771928,-0.180995475113122,-0.1522248243559717,-0.108374384236453,0.0402298850574713,0.2026578073089702,0.124223602484472,0.235494880546075,0.1753246753246753,0.2312925170068027,0.1602564102564103,0.1347962382445142,0.3068592057761732,0.3712121212121211,0.6454545454545453,0.5603448275862071,0.5739130434782611,0.5210084033613447,0.4538152610441766,0.3923076923076922,0.2836879432624115,0.1753246753246753,0.3068592057761732,0.1753246753246753,0.1753246753246753,0.0838323353293413,0.0402298850574713,0.2439862542955326,0.0838323353293413,-0.0268817204301075,-0.2410901467505239,-0.1973392461197338,-0.1639722863741339,-0.2147505422993493,-0.2788844621513943,-0.2442588726513569,-0.2551440329218107,-0.1502347417840375,-0.2566735112936344,-0.2627291242362525,-0.3169811320754716,-0.3169811320754716,-0.4334898278560249,-0.4046052631578947,-0.4439324116743471,-0.4422187981510015
BCPS_48-L^C06,0.0439181240687005,-0.0439181240687005,13.0,-0.0099882949668357,0.1109114127607245,0.1785488394134934,1.4788245462402767,0.0877246420956442,-0.017326888065792,-0.0191357540585025,5.609320496394363e-06,0.0197424892703862,0.0035061120060646,-3.227745481977776,0.0098910054219582,0.0093884000111999,-1.4082145850796313,1.4094332633658475,0.0154449824678577,-0.3722427868769332,-0.0929368029739776,-0.03584229390681,0.0846774193548387,0.2932692307692306,0.1902654867256639,0.1302521008403361,0.0934959349593496,0.2932692307692306,0.4944444444444444,0.1695652173913044,0.0267175572519082,0.0346153846153844,-0.0973154362416107,0.0346153846153844,0.05078125,-0.0942760942760944,-0.1033333333333333,-0.1514195583596214,-0.1433121019108281,-0.0494699646643109,-0.5531561461794019,-0.5463743676222597,-0.49625468164794,-0.5272407732864675,-0.6294765840220385,-0.5757097791798107,-0.5899390243902438,-0.6237762237762239,-0.6827830188679245,-0.739593417231365,-0.7063318777292577,-0.6970720720720721,-0.702433628318584,-0.734975369458128,-0.735236220472441,-0.7301905717151455,-0.700445434298441,-0.702433628318584,-0.6997767857142858,-0.6325136612021858,-0.5948795180722892,-0.6211267605633803,-0.6173541963015647,-0.5911854103343466,-0.4796905222437138,-0.6055718475073314,-0.7165437302423604,-0.6957013574660633,-0.6770708283313325
BCQE_67-L^A14,0.1939937866758715,-0.1939937866758715,14.0,-0.1943405634505111,-0.0745637635483127,-0.7777507873411748,1.195095948827292,0.2534653465346534,-0.8254545454545454,-0.1373835001724995,4.447579613987435e-05,-0.1320119670905011,-0.1244232987312572,-0.7983100539300905,0.296269592111936,0.3738358331984739,-1.6168009205983889,0.90227434257285,0.2698133145473758,-0.1133155284242655,-0.1510500807754443,-0.0213438735177865,-0.1456176673567977,0.0626609442060086,-0.0863468634686346,-0.1112706389088298,0.0265339966832505,0.6617449664429531,1.7149122807017547,0.2113502935420743,0.1903846153846153,-0.2179406190777005,-0.2789749563191613,-0.2839791787160207,-0.2194199243379571,-0.3333333333333332,-0.4209541627689428,-0.3227571115973742,-0.376636455186304,-0.3477344573234984,-0.2789749563191613,-0.5955570075138843,-0.569241475295755,-0.5761725436494352,-0.5509611896989481,-0.6553452115812918,-0.5977907732293697,-0.6225609756097561,-0.6311084624553039,-0.6855473710947422,-0.6446613088404134,-0.6437410071942447,-0.6229058787694182,-0.6838610827374871,-0.6791083462934162,-0.6516601012943162,-0.628116551516972,-0.6659471127900701,-0.6184899845916796,-0.5943643512450851,-0.5382320029839611,-0.5529071867100036,-0.4953118630248675,-0.5811907983761839,-0.4302807179015185,-0.4953118630248675,-0.6109365179132621,-0.6479954506681831,-0.7178025985867336
BCZB_W7-L^G07,0.0655844761638212,-0.0655844761638212,14.0,0.0679077843156168,0.1279723303069606,0.0347716361483004,0.7918436703483432,0.0544454097885896,-0.0128283445326817,0.0303199925366172,0.0002694913123594,0.0859457895244525,0.1404775124930594,0.5462271825702835,-0.0768938344321874,-0.0719991875729217,-1.931318681318681,0.6323279524214104,0.0575112951807228,-0.0047552771978659,-0.0324825986078886,-0.0589519650655022,-0.0568927789934355,-0.086864406779661,-0.0357941834451901,0.0311004784688995,0.0410628019323671,0.0,0.0486618004866177,0.0023255813953488,-0.0670995670995672,-0.1431411530815111,-0.1345381526104418,-0.0464601769911504,-0.0485651214128036,-0.0091954022988506,0.0335731414868105,-0.0506607929515419,-0.0379464285714287,-0.0443458980044346,0.0117370892018779,0.0410628019323671,0.1711956521739128,0.1972222222222222,0.3858520900321542,0.1223958333333332,0.2565597667638482,0.4131147540983606,0.1432360742705569,0.0802005012531326,0.1462765957446807,0.0286396181384245,0.016509433962264,-0.1239837398373984,0.009367681498829,-0.0829787234042553,-0.0091954022988506,-0.0443458980044346,-0.0204545454545456,0.0435835351089588,-0.1186094069529652,-0.2177858439201452,-0.2411971830985916,-0.2980456026058632,-0.3359013867488445,-0.2922824302134648,-0.2922824302134648,-0.3081861958266454,-0.2385159010600708
BDAJ_H9-L,0.0915446941975953,-0.0915446941975953,7.0,-0.0363123115416694,0.2190345119627355,1.566664443770146,1.8931646932185144,0.1110192837465564,0.0546095126247797,-0.0914793518034479,1.7095525733562683e-06,-0.0359273753769166,-0.0849467815509376,-1.2467765432770332,0.0108288257671594,0.0019712117714734,-1.1092636579572444,1.706404736275565,0.1105798421372191,-0.23781643805063,-0.0730478589420654,0.0392670157068064,-0.0245700245700245,0.1408045977011494,0.1342857142857143,0.2445141065830722,0.2643312101910828,0.4981132075471699,0.5691699604743086,0.2724358974358973,0.2066869300911855,0.3549488054607508,0.2973856209150327,0.5328185328185331,0.5037878787878789,0.55078125,0.6893617021276597,0.6337448559670782,0.5691699604743086,0.6541666666666668,0.6965811965811968,0.703862660944206,0.7186147186147187,0.8815165876777253,0.9949748743718594,0.946078431372549,0.917874396135266,0.837962962962963,0.8726415094339623,0.4595588235294117,0.448905109489051,0.4649446494464946,0.3367003367003367,0.0997229916897508,-0.0099750623441395,0.144092219020173,0.1957831325301207,0.1120448179271709,0.2724358974358973,0.2030303030303031,0.3978873239436622,0.2329192546583851,0.2603174603174605,0.0906593406593407,0.305921052631579,0.0447368421052631,-0.1293859649122806,-0.1197339246119733,-0.2059999999999999
