firms,age,agr,cashdebt,chcsho,chempia,chinv,chpmia,depr,egr,grltnoa,herf,hire,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,saleinv,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,10.0,-0.4536251212415131,0.3408582089552238,0.0316766794101583,0.4186553484644995,-0.1041985181700576,0.2036306383523478,0.1193317422434367,-0.4106394411606663,-0.4808498961150912,5.007252329410929e-06,0.1674674435289258,-0.5613482056256063,-0.5092476706994855,0.9996383380375488,0.4733073734455469,0.3997882557447076,0.3099404068464915,13.637908496732026,-0.0650595931535085,0.7834637362444168,-0.127710843373494,-0.1056034482758618,-0.1317991631799162,-0.1056034482758618,-0.1666666666666666,-0.052511415525114,-0.6171586715867159,-0.6489001692047377,-0.5963035019455252,-0.6070075757575757,-0.5816532258064515,-0.5931372549019607,-0.5613107822410148,-0.607750472589792,-0.6609477124183006,-0.6564569536423841,-0.6711568938193344,-0.6489001692047377,-0.6690590111642742,-0.6564569536423841,-0.6494932432432432,-0.6428571428571428,-0.6615008156606852,-0.6541666666666666,-0.6658615136876006,-0.6530100334448161,-0.6636952998379254,-0.6410034602076125,-0.6121495327102804,-0.6024904214559386,-0.6143122676579925,-0.5915354330708661,-0.4812499999999999,-0.526255707762557,-0.5023980815347722,-0.4733502538071065,-0.3897058823529411,-0.4203910614525139,-0.3262987012987013,-0.339171974522293,-0.2371323529411764,-0.2641843971631205,-0.2399267399267398,-0.2509025270758122,-0.2019230769230768,-0.113247863247863,-0.189453125,-0.0818584070796458,-0.093886462882096
BALZ_07-L^I10,10.0,0.0219924914304369,0.2327529002585635,1.5509580492956573e-05,-0.3629708447752462,-0.0108282071567345,-0.1566757643478083,0.2932646212847555,0.0675062019089265,-0.0113125702999283,1.5438962292734882e-08,-0.145192936559843,-0.0196855106371401,-0.0254817358303024,0.1708371363405566,-0.0319136558585792,-0.0239793655479703,-0.0413290896241814,6.88110226867799,-0.0803568593834333,0.4892104502060884,0.0,-0.0588235294117647,0.1428571428571428,0.1162790697674418,0.2307692307692306,0.1428571428571428,0.2307692307692306,0.1999999999999999,0.1999999999999999,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.6000000000000001,0.6000000000000001,0.5,0.4117647058823528,0.1707317073170731,0.1999999999999999,0.263157894736842,0.3333333333333332,0.4545454545454543,0.4117647058823528,0.3333333333333332,0.5,0.6551724137931034,0.6551724137931034,0.714285714285714,0.5483870967741935,0.7777777777777777,0.846153846153846,1.0869565217391304,1.0869565217391304,1.0,0.92,0.846153846153846,1.0,1.4,1.4,1.4,1.4,1.2857142857142856,1.1818181818181817,1.0869565217391304,1.0869565217391304,0.846153846153846,0.7777777777777777,0.6551724137931034,0.6000000000000001,0.5
BAMD_17-L^J98,9.0,0.2759953027639453,0.0986578295405205,0.0023557126030624,0.1307519700301778,0.0487048322226131,-0.1309210913601191,0.070531720444922,0.0885401189833655,0.010325235692532,7.847066264191278e-08,0.0523024445707789,0.0991182176650628,0.3986491402053094,0.9827861481845516,-0.0504828825837672,-0.6329725441464642,0.0308760953709526,4.834931329359938,0.1509468879156127,0.8400372553109309,-0.0025252525252524,0.0206185567010308,0.4042553191489362,0.6638655462184875,0.528957528957529,0.4666666666666665,0.4244604316546763,0.7142857142857142,0.5714285714285714,0.5714285714285714,0.32,0.4452554744525545,0.3026315789473683,0.2857142857142856,0.3112582781456954,0.3702422145328718,0.2452830188679244,0.4092526690391458,0.6923076923076923,0.596774193548387,0.596774193548387,0.596774193548387,0.7678571428571426,0.7918552036199096,0.8767772511848342,0.7999999999999998,0.8504672897196262,0.8591549295774648,0.98,0.9038461538461536,0.8767772511848342,0.9507389162561576,0.9223300970873788,0.9411764705882352,0.9317073170731708,0.9603960396039604,1.4444444444444442,1.3855421686746987,1.5222929936305731,1.7310344827586208,1.675675675675676,1.4444444444444442,1.2372881355932202,1.4,1.5063291139240509,1.3571428571428572,1.1758241758241756,1.2372881355932202,1.4146341463414631
BBIO_50-L^J00,9.0,-0.0167079702614118,0.2022552849583021,0.0014084507042253,0.2679061341102863,0.01882381393849,1.341593828022814,0.1057007125890736,-0.236072807501379,0.0235801523640559,9.236783470906323e-06,0.1071658478739622,0.105364137820769,0.0787306341070091,7.822879807392313,-0.1495289040013775,-0.155822604587185,-0.0135746606334841,7.557333333333333,-0.0135746606334841,0.7456650472150809,-0.0712979890310785,-0.113452188006483,-0.0681431005110733,0.0167286245353159,0.1028225806451612,0.3180722891566263,0.2992874109263657,0.2545871559633026,0.212860310421286,0.1663113006396586,0.3406862745098038,0.5408450704225352,0.5901162790697674,0.5236768802228413,0.698757763975155,0.6377245508982037,0.7147335423197492,0.6328358208955223,0.6183431952662721,0.4625668449197859,0.4134366925064598,0.4097938144329895,0.5408450704225352,0.6135693215339231,0.6426426426426426,0.6475903614457832,0.6525679758308156,0.6779141104294479,0.9192982456140348,0.9397163120567376,1.079847908745247,1.0036630036630036,1.0110294117647056,0.9605734767025088,1.0641509433962262,1.2510288065843618,1.5091743119266052,1.568075117370892,1.4977168949771689,1.5924170616113744,1.8341968911917097,1.940860215053763,1.7626262626262623,1.5924170616113744,1.6813725490196076,1.6425120772946862,1.5801886792452828,1.6047619047619044,1.9095744680851063
BBOU_00-L,10.0,1.2083706642774863,0.2423352069494123,0.0002798768541841,6.868427550102486,0.0294410978577412,-0.6602579693499998,0.1859614105123087,0.0895953757225433,0.2798101089081262,0.0002559081107462,2.7474580394064705,0.3203634967362089,2.3903533370723498,37.19948411922608,1.04674508425497,1.956056510597436,2.1536997885835096,6.67128801431127,2.1536997885835096,1.1275581615887238,-0.0165745856353591,0.0240452616690241,-0.0082191780821917,-0.0176390773405699,0.1383647798742138,0.3139745916515428,0.1172839506172838,0.1437598736176935,0.1419558359621451,0.0631424375917768,0.1401574803149607,0.0789865871833086,0.0447330447330447,0.0986342943854325,0.2461273666092944,0.2525951557093424,0.3686200378071833,0.4422310756972114,0.3660377358490567,0.4085603112840468,0.4223968565815326,0.3532710280373834,0.3092224231464737,0.3507462686567164,0.3235831809872029,0.3507462686567164,0.2951699463327371,0.3457249070631971,0.3634651600753298,0.3634651600753298,0.3187613843351549,0.3609022556390977,0.235494880546075,0.2026578073089702,0.2569444444444444,0.2613240418118467,0.2951699463327371,0.3068592057761732,0.3357933579335794,0.3738140417457307,0.486652977412731,0.486652977412731,0.3896353166986566,0.3843212237093689,0.3333333333333335,0.381679389312977,0.2836879432624115,0.4031007751937985,0.428007889546351
BBQS_26-L^G99,9.0,-0.0462548492987168,0.1215626864986457,0.0010952902519167,0.0152247546129289,-0.0084313425996639,-0.080060127381623,0.1156758803483528,-0.0216284987277355,-0.0581029479150742,1.1010061954181314e-05,0.0060900947348069,-0.0475678901820352,-0.0582100196113388,1.822480714865739,-0.0058222356646134,-0.0063231887698314,0.0375047657381329,6.818201851035698,-0.0358355925337322,0.8868836097469692,0.0271084337349398,-0.0803324099722991,-0.075208913649025,-0.0853994490358126,-0.003003003003003,0.1487889273356399,0.1178451178451176,0.0744336569579287,-0.0263929618768329,-0.0148367952522255,0.0246913580246912,0.0440251572327043,0.0121951219512195,-0.0541310541310541,-0.0879120879120879,-0.133159268929504,-0.1508951406649616,-0.1075268817204302,-0.17,-0.0853994490358126,-0.0568181818181818,-0.0828729281767957,-0.1099195710455764,-0.0828729281767957,-0.0514285714285714,-0.0879120879120879,-0.0726256983240224,-0.1027027027027027,-0.0376811594202899,-0.0674157303370787,-0.0177514792899408,0.0709677419354837,0.0,-0.0514285714285714,-0.1354166666666666,-0.1573604060913705,-0.0726256983240224,-0.0978260869565218,-0.1027027027027027,-0.1075268817204302,-0.0726256983240224,-0.0514285714285714,-0.0726256983240224,0.0246913580246912,-0.0059880239520958,-0.0404624277456647,-0.0726256983240224,-0.0235294117647059,0.0849673202614378
BBTU_63-L^C18,9.0,0.1005559506108991,0.127089215590822,0.0025210084033613,0.0281234459169927,6.155077169279988e-05,0.4094211145811765,0.0233869283775318,-0.0284094196609384,0.0828165633126624,1.674878569013021e-05,0.0112497346760688,0.0565324196780658,0.2671620925612539,4.771020574821957,-0.1654510686266151,-0.0138922145434006,-0.0439385948620132,220.58959537572247,-0.0021963081106521,0.5715544091877185,-0.1395045632333768,-0.0495662949194548,-0.0646341463414633,-0.0588957055214725,0.0336927223719676,0.0957142857142856,0.2040816326530612,0.1568627450980393,0.1947040498442367,0.1499250374812593,0.2097791798107255,0.3133561643835616,0.2783333333333333,0.3292894280762566,0.3672014260249554,0.4363295880149813,0.3894927536231884,0.3672014260249554,0.3770197486535007,0.5589430894308942,0.6012526096033404,0.5188118811881188,0.5248508946322066,0.6673913043478261,0.7551487414187643,0.6565874730021599,0.6459227467811157,0.6820175438596492,0.708240534521158,0.8799019607843137,1.1728045325779035,1.2231884057971012,0.9516539440203562,0.8571428571428572,0.9175,0.8571428571428572,0.8571428571428572,0.7551487414187643,0.7878787878787878,0.8571428571428572,0.8047058823529412,0.8938271604938273,0.8571428571428572,1.0237467018469657,1.11878453038674,1.0899182561307903,0.9032258064516128,0.8481927710843371,1.0563002680965146
BBVN_02-L^I99,10.0,-0.0498678996036988,0.144223693892568,0.000866050808314,0.0276630582352247,0.0091447925486875,-0.0629463907839712,0.2065404475043029,-0.0444203683640302,-0.0413209144792546,1.367274094804269e-07,0.0110655737704918,-0.0260898282694847,-0.0557939914163089,1.1454197208359782,0.1264264742041395,-0.0294089333846746,0.0057132126397269,5.60650406504065,0.0165094339622642,0.9729311461438152,0.0610328638497652,-0.0273972602739726,0.0544554455445545,0.1513513513513511,0.1899441340782122,0.3653846153846152,0.3067484662576687,0.401315789473684,0.401315789473684,0.2678571428571428,0.2987804878048781,0.2678571428571428,0.2241379310344826,0.2241379310344826,0.1833333333333333,0.2033898305084744,0.2678571428571428,0.2754491017964071,0.2831325301204819,0.2831325301204819,0.3653846153846152,0.3831168831168829,0.3481012658227846,0.401315789473684,0.401315789473684,0.401315789473684,0.4589041095890411,0.704,0.8849557522123894,0.717741935483871,0.6640624999999998,0.6259541984732824,0.6259541984732824,0.58955223880597,0.6511627906976742,0.7459016393442623,0.936363636363636,0.901785714285714,0.9541284403669724,1.13,1.21875,1.3152173913043477,1.3406593406593403,1.5662650602409638,1.4767441860465116,1.4767441860465116,1.2421052631578946,1.4767441860465116,1.629629629629629
BBXK_89-L^E06,10.0,0.1163968645539872,0.4091329456010193,0.0010478519035976,0.1132162709317283,0.0076006290175738,0.0518359726183477,0.0398735541346361,0.1184509747643123,0.0541975887659317,7.814897427286357e-05,0.0452879427633122,0.1006612462959989,0.1131280670517219,21.5604487270042,-0.1158504725391714,-0.0726058315186976,1.051186574682156,16.480007996801277,0.051186574682156,0.6781788477123045,-0.0660522273425499,0.0030816640986131,-0.0440528634361233,-0.0659971305595409,-0.0398230088495575,-0.0412371134020619,-0.0805084745762712,-0.1250000000000001,-0.0970873786407767,-0.151238591916558,-0.0805084745762712,-0.0726495726495726,0.0831946755407653,0.0959595959595958,0.1185567010309276,0.1381118881118881,0.1071428571428572,0.1243523316062176,0.1224137931034483,0.099662162162162,0.0778145695364238,0.0831946755407653,0.1204819277108433,0.1361256544502616,0.1583629893238434,0.1923076923076923,0.2591876208897485,0.302,0.2865612648221345,0.2764705882352942,0.2236842105263157,0.2543352601156068,0.3204868154158216,0.271484375,0.2640776699029126,0.2543352601156068,0.3647798742138366,0.3178137651821862,0.302,0.3178137651821862,0.4563758389261745,0.4245076586433258,0.3851063829787233,0.3763213530655389,0.325865580448065,0.3821656050955413,0.2814960629921259,0.3098591549295775,0.3821656050955413
BCPS_48-L^C06,9.0,0.0151417170076181,0.1390707569830485,0.0158982511923688,-0.058701883409707,-0.039229191778463,0.2507079775240953,0.0450979373408842,0.0821036548590729,-0.0437375745526743,4.027284239810257e-05,-0.0234814970858787,-0.0438636614564439,-0.0312652002377992,8.864810288814978,-0.2159866155778414,0.5035264181005197,0.0528252196612706,47.722580645161294,-0.1654538274947819,0.4660135669968124,0.0735294117647058,0.0612244897959184,0.0,-0.0078563411896745,0.0940594059405941,0.2628571428571429,0.277456647398844,0.3663060278207111,0.2756132756132756,0.3213751868460388,0.3496183206106871,0.4304207119741101,0.4444444444444444,0.3834115805946791,0.4491803278688524,0.4468085106382977,0.3434650455927051,0.3558282208588958,0.4983050847457626,0.4983050847457626,0.4733333333333334,0.4009508716323298,0.7098646034816247,0.8040816326530611,0.8189300411522633,0.690248565965583,0.6838095238095239,0.664783427495292,0.6742424242424241,0.634011090573013,0.8571428571428572,0.8264462809917357,0.8226804123711342,0.8114754098360655,0.5956678700361011,0.5294117647058822,0.516295025728988,0.4143999999999999,0.5267702936096719,0.5294117647058822,0.5590828924162257,0.5267702936096719,0.4491803278688524,0.4563426688632619,0.3855799373040751,0.4420880913539968,0.2980910425844347,0.3455098934550988,0.3812499999999998
BCUB_73-L^L00,9.0,0.1094408653463772,0.2050718954248366,0.0492795990812278,0.3145595731628686,0.010481864112812,-0.1844904064033001,0.1261061946902655,0.2098613251155624,-0.022622728301031,3.3409049673278805e-06,0.1258278145695364,0.0450966356478168,0.0751953124999999,3.077885533547827,0.0618327498858471,0.023510639213964,0.0978421900161031,8.483822797411648,0.0978421900161031,0.7587227761524878,-0.1104033970276007,-0.2149999999999999,-0.1212686567164179,-0.1229050279329608,-0.1389396709323582,0.0778032036613272,0.0150862068965518,-0.0348360655737705,-0.1129943502824858,-0.2980625931445604,-0.2016949152542373,-0.119626168224299,-0.0889748549323017,-0.1648936170212765,-0.1179775280898876,-0.1277777777777778,-0.1129943502824858,-0.1498194945848375,-0.1907216494845361,-0.1436363636363636,-0.1707746478873238,-0.2070707070707071,-0.1436363636363636,-0.1028571428571428,-0.1325966850828729,-0.109640831758034,-0.1325966850828729,-0.0561122244488978,-0.0328542094455852,-0.0228215767634855,0.0261437908496733,0.0656108597285067,0.0902777777777776,0.0584269662921348,0.0979020979020979,0.13768115942029,0.1834170854271357,0.2233766233766232,0.2975206611570249,0.2593582887700534,0.3731778425655976,0.3852941176470588,0.2329842931937173,0.2593582887700534,0.3193277310924369,0.3573487031700286,0.2729729729729728,0.2170542635658914,0.341880341880342
BCYN_75-L^D01,9.0,-0.0008871365204534,0.2298042197300893,0.0009337068160597,-0.7530089929057131,0.0017750604013608,-0.2689704591800125,0.0830505447401321,0.0106769650159018,-0.0276120506878359,3.637572811941811e-05,-0.3012131373902752,-0.0018728437654016,-0.0098354454321921,10.945554497036191,-0.0320315819943215,0.2194962137772092,0.2415011037527593,6.727272727272728,0.2415011037527593,0.8521609137398154,0.0158450704225352,-0.0955414012738854,-0.2011251758087201,-0.1497005988023951,-0.1885714285714286,-0.1560178306092126,-0.0823909531502424,-0.0517529215358932,-0.1234567901234569,-0.3181272509003602,-0.2908863920099875,-0.2987654320987654,-0.3530751708428246,-0.337995337995338,-0.3047735618115055,-0.2791878172588833,-0.2670967741935484,-0.2365591397849463,-0.2661498708010337,-0.3022113022113023,-0.2944099378881988,-0.297029702970297,-0.28732747804266,-0.2642487046632125,-0.28732747804266,-0.3148371531966224,-0.3433526011560694,-0.2791878172588833,-0.246684350132626,-0.2496697490092471,-0.2652005174644244,-0.2642487046632125,-0.2165517241379311,-0.269922879177378,-0.202247191011236,-0.2334682860998651,-0.1720116618075802,-0.1535022354694486,-0.1367781155015198,-0.1458646616541354,-0.0897435897435898,-0.1180124223602485,-0.1683748169838946,-0.1803751803751804,-0.1977401129943503,-0.2111111111111111,-0.218707015130674,-0.221917808219178,-0.1720116618075802
BCZB_W7-L^G07,10.0,0.2522646170738402,0.1938490214352283,0.002626050420168,0.1141425073261651,-0.0001218769043266,0.0419261590863895,0.0562530572313712,0.1201307545627894,-0.0120658135283334,0.0002418004337836,0.045658449056015,0.0679385122152072,0.3778393351800554,14.870776600495711,0.1086931982089327,0.0838375537333381,-0.1614089713125574,19.515477792732167,0.0824934677118327,0.80429288129101,-0.0224719101123596,0.1007067137809187,0.1410256410256412,0.0280528052805282,0.1688555347091933,0.1125,0.0704467353951889,0.096830985915493,0.0929824561403509,0.1866666666666667,0.2585858585858587,0.2792607802874745,0.4798099762470309,0.5692695214105794,0.6351706036745408,0.6181818181818182,0.7698863636363638,0.6837837837837839,0.4063205417607225,0.4590163934426232,0.5012048192771084,0.4624413145539907,0.4063205417607225,0.4256292906178489,0.435483870967742,0.3844444444444446,0.4868735083532218,0.4763033175355451,0.4522144522144522,0.3937360178970919,0.3875278396436525,0.4126984126984128,0.351409978308026,0.2535211267605635,0.1579925650557621,0.1754716981132076,0.2336633663366338,0.2120622568093386,0.246,0.2636916835699798,0.3115789473684212,0.2792607802874745,0.3255319148936171,0.3572984749455339,0.3662280701754388,0.3572984749455339,0.2120622568093386,0.3227176220806795,0.3692307692307695
BCZR_85-L^G00,9.0,-0.0965949233837245,-0.1637813287418345,0.0006903693476009,-0.2454531194498529,-0.0333149373963268,-2.6094564647306164,0.1687221207848938,-0.2753659496796821,-0.1297666120014541,1.506216480668069e-06,-0.0981843575418994,-0.0563518880079619,-0.0069540795398764,1.6951595553032262,0.0577382248775024,0.1794702049512588,-0.0409440492201971,7.319377822121595,-0.034246529102208,1.659706072833567,0.1799410029498525,-0.1102362204724409,0.0210843373493976,-0.0029411764705882,0.1609589041095891,0.2792452830188681,0.2792452830188681,0.5622119815668203,0.527027027027027,0.3346456692913386,0.4612068965517242,0.5622119815668203,0.4008264462809918,0.4487179487179489,0.4364406779661018,0.1770833333333334,0.1730103806228373,0.2649253731343284,0.3139534883720931,0.5066666666666668,0.2327272727272726,0.1151315789473683,0.1530612244897959,0.1649484536082475,0.1114754098360657,0.0593749999999999,-0.0029411764705882,0.0272727272727273,0.1114754098360657,0.1188118811881189,0.1894736842105262,0.339920948616601,0.339920948616601,0.2509225092250924,0.2463235294117647,0.2840909090909091,0.3190661478599224,0.2463235294117647,0.4008264462809918,0.4425531914893617,0.4803493449781659,0.5339366515837105,0.5201793721973096,0.5066666666666668,0.3505976095617531,0.4487179487179489,0.2988505747126437,0.3294117647058825,0.527027027027027
