firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chpmia,chtx,egr,herf,lgr,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,21.0,0.2936037466713539,0.0655334536535103,0.2116650390477371,1.2733657880088411,6.222440177347585e-05,-0.7669999999999999,-0.0486149706772995,-0.0005818581290235,0.4124598002708191,4.3016448231070327e-08,0.1625355519958155,0.2494557541117265,0.0071056309263628,-0.0112465689587929,0.0031861692338015,0.0110407581872477,0.0264722844282001,0.2208223579741823,0.7726219057172062,-0.0389610389610389,-0.0128205128205128,-0.0552147239263802,0.203125,0.1846153846153846,0.1846153846153846,0.0694444444444444,0.1323529411764705,0.0476190476190476,-0.1979166666666666,-0.3739837398373983,-0.3888888888888888,-0.384,-0.4519572953736654,-0.2560386473429951,-0.2142857142857143,-0.1444444444444445,-0.1299435028248587,-0.1299435028248587,-0.149171270718232,-0.2666666666666667,-0.1444444444444445,-0.019108280254777,-0.0833333333333332,-0.0941176470588235,-0.0374999999999999,-0.019108280254777,-0.0493827160493827,0.0,-0.0374999999999999,-0.0253164556962025,0.0266666666666666,0.1240875912408758,0.203125,0.3628318584070797,0.4528301886792452,0.5247524752475248,0.5555555555555556,0.5247524752475248,0.4666666666666665,0.3999999999999999,0.4666666666666665,0.5876288659793816,0.6041666666666667,0.9012345679012346,0.75,0.8554216867469882,0.9743589743589742,1.4838709677419355
BBTU_63-L^C18,20.0,0.2000926784059315,0.0146466809421841,0.1685539378945031,0.7851053145708955,1.845260146372056e-05,-9.749999999999991,-0.2558212309087418,-0.0023958537062389,-0.2724046140195209,5.535293620729898e-07,0.0608576284481632,0.6971519278663891,-0.1323139436331433,0.9490688259109312,-0.0623235791523601,0.0427446134836666,-0.16875,-0.0509311740890689,0.2959186939737306,-0.0254777070063694,-0.0977011494252872,-0.2149999999999999,-0.0308641975308642,0.1056338028169014,0.0680272108843538,-0.0063291139240506,0.0397350993377483,0.0979020979020979,-0.0248447204968944,-0.1948717948717948,-0.2523809523809524,-0.2488038277511961,-0.3984674329501915,-0.4332129963898916,-0.435251798561151,-0.384313725490196,-0.3984674329501915,-0.4290909090909091,-0.3984674329501915,-0.5449275362318841,-0.5790884718498659,-0.5686813186813187,-0.5355029585798816,-0.5790884718498659,-0.5475504322766571,-0.5475504322766571,-0.5395894428152492,-0.5449275362318841,-0.5943152454780362,-0.5589887640449438,-0.546242774566474,-0.5514285714285714,-0.5285285285285285,-0.5242424242424242,-0.5242424242424242,-0.5501432664756447,-0.5313432835820895,-0.5602240896358543,-0.8338624338624339,-0.8229988726042841,-0.8223981900452488,-0.8209806157354618,-0.8064118372379778,-0.8094660194174758,-0.7953063885267275,-0.7934210526315789,-0.7776203966005666,-0.7776203966005666
BCQE_67-L^A14,21.0,0.117937465715853,0.1561357702349869,0.1362162162162162,1.4203549584511284,0.0004759243746001,17.5,-0.0845071179080239,0.0017123287671232,0.4668435013262599,2.1018587659152386e-06,0.0152505446623093,1.361710971950366,-0.0069018657248467,-0.0553974277883196,-0.1658658653775798,0.018891069676153,0.0696202531645569,0.0834914611005692,0.266783333427107,0.1666666666666667,-0.0472972972972973,0.0930232558139534,0.3055555555555553,0.540983606557377,0.5580110497237567,0.2995391705069123,0.4842105263157894,0.4099999999999999,0.0930232558139534,-0.1965811965811965,-0.2011331444759206,-0.1104100946372239,-0.295,-0.2398921832884097,-0.0990415335463259,-0.1047619047619048,-0.0784313725490196,-0.0070422535211267,-0.0754098360655737,-0.3121951219512194,-0.2694300518134715,-0.3349056603773586,-0.4063157894736843,-0.4256619144602852,-0.4173553719008265,-0.3171912832929782,-0.2273972602739726,-0.1826086956521739,-0.25,-0.1802325581395348,-0.1428571428571429,-0.0174216027874565,0.0367647058823528,0.119047619047619,0.205128205128205,0.1557377049180328,0.0367647058823528,0.0180505415162455,0.0254545454545453,0.1799163179916316,0.0972762645914397,0.3055555555555553,0.3055555555555553,0.7515527950310557,0.6114285714285714,0.6114285714285714,0.8193548387096772,1.292682926829268
BDAJ_H9-L,14.0,-0.0608196721311475,0.1121495327102803,0.0106613359986673,1.1751552931031015,7.021289194119165e-06,-7.300000000000001,-0.1297267225400491,-0.0065280464216634,-0.6691729323308271,1.0987150315380613e-07,-0.07380073800738,0.1864621212992359,-0.1449125941665056,-0.1404764001408945,-6.849833560726652,0.0170186769069645,-2.215909090909091,-0.0228293413173651,1.6122992759290378,0.1384615384615384,0.015625,0.0,-0.1095890410958904,0.1206896551724139,0.1016949152542374,-0.0441176470588235,0.1818181818181816,0.1016949152542374,-0.0972222222222222,-0.1447368421052631,-0.1216216216216216,-0.1666666666666666,-0.2613636363636363,-0.3157894736842105,-0.3298969072164948,-0.3085106382978723,-0.2934782608695652,-0.2857142857142857,-0.4036697247706422,-0.3298969072164948,-0.6012269938650306,-0.6198830409356725,-0.6130952380952381,-0.6408839779005524,-0.6766169154228856,-0.6683673469387754,-0.6844660194174756,-0.7854785478547854,-0.7962382445141065,-0.8,-0.8266666666666667,-0.8137535816618912,-0.8018292682926829,-0.7936507936507936,-0.758364312267658,-0.7636363636363637,-0.7735191637630662,-0.7949526813880126,-0.8036253776435045,-0.8137535816618912,-0.8252688172043011,-0.8470588235294118,-0.8515981735159817,-0.8444976076555024,-0.8444976076555024,-0.8341836734693877,-0.8224043715846995,-0.8284960422163589
BFRL_28-L,20.0,0.2141241032664049,0.0345530834769372,-0.0311007562740224,0.3296306647401041,0.0001504914629804,-6.1195,-2.4296855261238823,-0.0008776904023345,-0.1911727640818946,3.4686506532565414e-08,0.371532939029658,0.0913352358157384,-0.1946526624718143,1.1946526624718143,0.1946526624718143,-0.0074618876765494,-0.0437741969838864,0.1946526624718143,1.6122992759290378,-0.006993006993007,-0.0046403712296982,-0.0381165919282511,-0.0833333333333332,-0.0183066361556064,-0.0466666666666666,-0.0754310344827585,0.0094117647058824,-0.4892857142857143,-0.4970691676436107,-0.6320754716981132,-0.6243432574430823,-0.8192161820480405,-0.7900146842878121,-0.8395061728395061,-0.816116588084012,-0.7868852459016393,-0.7828947368421053,-0.7718085106382979,-0.7505813953488372,-0.7449464922711058,-0.7632450331125828,-0.7554161915621437,-0.7796610169491525,-0.8027586206896552,-0.8418141592920354,-0.8361970217640321,-0.8351901651940069,-0.8415219800517177,-0.8387218045112782,-0.8402234636871508,-0.8406981062012625,-0.8398656215005599,-0.8354430379746836,-0.8278491171749599,-0.830568720379147,-0.8307024467245462,-0.8238916256157636,-0.8432590427475338,-0.8383571966842502,-0.8341708542713568,-0.8348093954562957,-0.8333980582524272,-0.8348729792147807,-0.5975609756097561,-0.5975609756097561,-0.5975609756097561,-0.5975609756097561,-0.5975609756097561
BJJT_37-L,19.0,-0.0554049516893194,0.1203888462522384,0.004992968124407,0.0125369712598598,0.0001226240631394,-6.15,0.157048872226085,-0.0006768759368953,0.1480225988700565,4.787335872171861e-08,-0.0666610291869669,0.5788278762080435,0.291469681397739,-0.291469681397739,-0.291469681397739,0.000526582545105,0.0157480314960629,-0.291469681397739,-2.3667880578093925,-0.0649999999999999,0.1834319526627219,0.1363636363636364,0.1904761904761904,0.1560693641618498,0.1235955056179776,0.1235955056179776,0.0416666666666667,0.1299435028248587,-0.0909090909090909,-0.1150442477876105,-0.0338164251207728,-0.0740740740740741,-0.2125984251968504,-0.2700729927007299,-0.2700729927007299,-0.2248062015503876,-0.2366412213740458,-0.2753623188405796,-0.3311036789297659,-0.4666666666666667,-0.4666666666666667,-0.4974874371859297,-0.5412844036697249,-0.5283018867924529,-0.5464852607709751,-0.5652173913043478,-0.5535714285714286,-0.5535714285714286,-0.5359628770301623,-0.5348837209302326,-0.504950495049505,-0.5145631067961165,-0.43342776203966,-0.4152046783625731,-0.3902439024390244,-0.3975903614457831,-0.3902439024390244,-0.4490358126721763,-0.3939393939393939,-0.3730407523510971,-0.3243243243243243,-0.2537313432835821,-0.2366412213740458,-0.1935483870967741,-0.21875,-0.1999999999999999,-0.1701244813278009,-0.1452991452991452
BLNT_37-L^D19,12.0,0.3388293193823754,0.0464751241354122,0.1116519363581363,0.6323216343560444,6.159172192212061e-06,-9.362000000000002,-0.1487113827095078,0.0018632812785989,0.0358686730506155,1.2274341920563492e-07,0.454621978298508,0.5955889293756378,-0.0051699077025235,0.1249337605269808,0.1494409878594382,0.0201773989587328,0.0935593354639338,0.1249337605269808,0.7091369282347806,0.0663390663390661,-0.0355450236966823,-0.0874439461883407,-0.0309523809523809,-0.0833333333333333,-0.1358811040339702,-0.0707762557077624,-0.1859999999999999,-0.0874439461883407,-0.0378250591016549,-0.0955555555555555,0.0074257425742574,0.040920716112532,0.0682414698162729,0.0853333333333334,0.0853333333333334,0.1305555555555555,0.1797101449275362,0.2259036144578314,0.2041420118343195,0.1120218579234972,0.0911528150134048,0.0435897435897436,0.0882352941176469,-0.0169082125603863,-0.1152173913043477,-0.0512820512820512,-0.0955555555555555,-0.044600938967136,0.0251889168765744,-0.0309523809523809,-0.0024509803921568,-0.0145278450363195,0.0382653061224491,0.0329949238578681,0.1400560224089637,0.0175,0.1497175141242939,0.0654450261780106,0.1150684931506851,-0.1449579831932772,-0.1054945054945053,-0.1843687374749498,-0.1538461538461537,-0.1303418803418802,-0.0556844547563804,0.0124378109452738,0.0,0.0738786279683378
BLNV_40-L^F19,12.0,-0.2298447561083179,0.0112240515390121,-1.0537296167388812,-0.3536466117040308,0.0254202269336289,-26.0725,-0.7874129759007132,0.0372482164804989,-0.282674690138315,8.822123039329874e-10,0.0222231342211644,0.0924818122553683,-1.201816299642387,1.1437022645546675,1.201816299642387,-0.0286350793305803,-0.0371264808323094,1.201816299642387,1.6122992759290378,-0.0450819672131147,-0.0317460317460317,0.0166666666666666,0.0892857142857141,0.0517241379310344,0.1192660550458715,0.1040723981900453,0.1730769230769229,0.1090909090909089,-0.2179487179487179,0.0517241379310344,0.1455399061032865,-0.1254480286738352,-0.2716417910447761,-0.2781065088757396,-0.3028571428571428,-0.2694610778443114,-0.2327044025157233,-0.2823529411764706,-0.1285714285714285,-0.2781065088757396,-0.2492307692307692,-0.3028571428571428,-0.32033426183844,-0.4258823529411765,-0.451685393258427,-0.4786324786324786,-0.4884696016771488,-0.4863157894736842,-0.5020408163265306,-0.5234375,-0.512,-0.512,-0.5252918287937742,-0.4695652173913043,-0.4916666666666667,-0.4577777777777778,-0.39,-0.4429223744292238,-0.4390804597701149,-0.4637362637362637,-0.4048780487804877,-0.4176610978520287,-0.4390804597701149,-0.3695090439276486,-0.4403669724770642,-0.3945409429280397,-0.3915211970074812,-0.3743589743589743
BPVK_29-L,13.0,0.348190861322737,0.1441633466307967,0.2916555572003477,0.8986939052609895,0.0007046561805313,222.5893,0.0173997420544105,0.0084818885122208,0.4880418554056397,0.0001938769426616,0.2850424294822248,26.010373968342645,0.025470457800515,0.4104796466289554,-0.0553167018068139,0.0319420742320105,0.0965862042131323,0.4774647382742412,0.674147729288206,0.0273264401772526,0.0512422360248445,0.1647311827956987,0.1167010309278349,0.2089285714285713,0.0051967334818112,-0.0352689704310652,0.1190082644628098,0.0014792899408284,0.0716264345073209,-0.010233918128655,0.1112022979072628,0.2713615023474176,0.2422018348623851,0.2876842605801235,0.3445878848063555,0.4419595314164002,0.2988009592326137,0.2513863216266172,0.1815008726003488,0.1622317596566522,0.094141414141414,0.113486842105263,0.0703557312252962,0.0188111361926259,0.0093179276928812,-0.0018429782528566,-0.0036791758646064,-0.0362989323843417,-0.0671718911470893,-0.0131195335276969,-0.0629757785467127,-0.1408629441624366,-0.1880059970014993,-0.2116448326055313,-0.1629057187017002,-0.170343137254902,-0.0544692737430168,-0.1062706270627064,-0.0684554523563811,0.0226586102719033,-0.0095098756400878,-0.0427712972781901,0.0051967334818112,0.0686661404893449,0.019578313253012,0.0578124999999998,0.0582258694802657,0.171787105149286
BQMM_18-L^C11,6.0,0.2513365883076066,0.8855866935724604,-2.9447004608294933,0.1035767731696477,0.0006067236024844,-0.1367,-4.0420567898622,-0.0001481829071016,0.256197748030735,7.92984615241128e-13,0.1348379629629628,0.001663085350034,0.2495854506552553,-0.2495854506552553,-0.2495854506552553,-0.0448449948726039,-0.0464555669050051,-0.2495854506552553,1.6122992759290378,0.0,0.0,0.0,0.0,-0.2,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.2,-0.3333333333333332,0.0,-0.2,0.0,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,0.0,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556
