firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0481325730343349,-0.0481325730343349,16.0,-0.1126112171305359,0.0988162853654652,-0.0220380256515815,1.3925693126303016,0.3484698370761779,-0.2276462205512265,-0.1112807230062656,1.8206857444090268e-08,0.0177947408857716,-0.030361642288833,0.1110297278959538,3.064542326239675,0.0378124690246668,-2.462546187437017,0.986853159909139,0.0713731140752759,-0.0416666666666666,-0.04,0.0,0.0,-0.1864406779661016,-0.1724137931034483,-0.0588235294117647,-0.04,0.0434782608695651,0.0212765957446807,-0.0769230769230769,0.1707317073170731,0.1428571428571428,0.263157894736842,0.4117647058823528,0.6551724137931034,0.5,0.6551724137931034,0.5483870967741935,0.2307692307692306,0.4117647058823528,0.846153846153846,0.4117647058823528,0.4545454545454543,0.3333333333333332,0.0212765957446807,-0.04,-0.04,-0.0588235294117647,-0.142857142857143,-0.323943661971831,-0.368421052631579,-0.1272727272727274,-0.0943396226415095,-0.3333333333333333,-0.3333333333333333,-0.5294117647058824,-0.5294117647058824,-0.5826086956521739,-0.5339805825242718,-0.6842105263157895,-0.7419354838709677,-0.7073170731707317,-0.7391304347826086,-0.7623762376237624,-0.7473684210526316,-0.7623762376237624,-0.7446808510638299,-0.7486910994764397
BBOU_00-L,0.0481394657773962,-0.0481394657773962,16.0,-0.1300858183614249,0.1569274041026138,-0.6755213468332111,1.0087597053553654,0.1143724696356275,-0.2547436415018167,-0.0924561032786344,6.134555738809717e-05,0.0004321787985429,-0.0753220085868956,20.335799785057024,-0.1914402464798613,0.2769020438683948,-0.5237068965517241,0.5755524586900259,-0.0581567796610169,-0.0642076502732241,0.0252100840336135,-0.0317460317460316,0.0368271954674221,-0.0291777188328912,0.0166666666666666,-0.0040816326530611,-0.0054347826086956,0.0487106017191976,0.1192660550458715,0.0828402366863905,0.1545741324921137,0.1366459627329193,0.1124620060790273,0.0717423133235726,0.1158536585365854,0.1545741324921137,0.1366459627329193,0.0844444444444445,0.1141552511415524,0.0027397260273973,-0.0827067669172932,-0.0663265306122448,-0.0067842605156037,-0.1398354876615746,-0.1488372093023254,-0.1911602209944751,-0.2026143790849672,-0.1586206896551723,-0.1367924528301887,-0.0675159235668788,-0.0174496644295302,0.0457142857142858,0.0457142857142858,0.0655021834061135,-0.0067842605156037,-0.0827067669172932,-0.0456323337679269,0.0096551724137932,0.0223463687150837,0.0223463687150837,0.1192660550458715,-0.0239999999999999,0.0124481327800829,0.1124620060790273,0.2059308072487644,0.2686308492201041,0.2577319587628865,0.2159468438538208
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,-4.967676804498346,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,2.738134556658809e-07,0.2216981132075471,-0.108730583824317,0.0018908430883513,-0.2593414563346097,0.6064997804128239,-2.256756756756757,1.8,0.2272727272727272,0.0,-0.2222222222222223,0.0,0.0,-0.2222222222222223,0.0,0.0,-0.1250000000000001,-0.1250000000000001,-0.2222222222222223,0.0,0.0,-0.1250000000000001,-0.1250000000000001,-0.1250000000000001,-0.3,-0.3636363636363637,-0.3,-0.1666666666666667,-0.054054054054054,-0.054054054054054,-0.1250000000000001,0.346153846153846,0.346153846153846,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1250000000000001,-0.1250000000000001,0.4583333333333332,-0.1250000000000001,-0.1250000000000001,-0.0789473684210526,0.0,0.1666666666666667,0.3999999999999999,0.2499999999999997,0.2499999999999997,0.2499999999999997,0.3999999999999999,0.3999999999999999,0.7499999999999998
BBTU_63-L^C18,0.0753488192324044,-0.0753488192324044,15.0,0.0400149809781001,0.1179786665684125,0.0237319680218857,0.8406364110589463,0.0810558280775519,-0.0107679229243413,-0.0330073822131131,6.189184738332415e-05,0.0389505430604562,0.0882930019620667,4.016677830993414,0.0112980523003418,0.7366897530466435,-3.48125,0.825943314206225,0.6299507209344771,-0.0352220520673813,0.0077160493827159,0.0883333333333333,0.1894353369763206,0.1829710144927536,0.1959706959706959,0.2047970479704797,0.2557692307692307,0.3805496828752641,0.4874715261958999,0.3661087866108785,0.3718487394957983,0.4707207207207207,0.4942791762013729,0.7601078167115904,0.9609609609609612,0.784153005464481,0.6829896907216495,0.6203473945409428,0.5011494252873565,0.54739336492891,0.7184210526315791,0.3952991452991454,0.4288840262582056,0.2274436090225564,0.1030405405405405,0.0669934640522875,0.0865224625623961,0.2070240295748613,0.2879684418145956,0.2829076620825148,0.3138832997987928,0.5257009345794392,0.4707207207207207,0.1258620689655172,0.0938023450586265,0.1011804384485666,0.1181506849315068,0.2182835820895521,0.3138832997987928,0.1765765765765765,0.1239242685025818,0.2956349206349207,0.398286937901499,0.4134199134199134,0.398286937901499,0.2461832061068702,0.2251407129455911,0.2137546468401487
BBXK_89-L^E06,0.0161609872070644,-0.0161609872070644,16.0,0.0919815859200379,0.1838340817554742,-0.032029906354639,2.053111901098318,0.0691617108874657,-0.2202804107424961,-0.0945601720819517,5.348044851417907e-05,0.0358216024986306,0.3243752185726199,7.656478446145108,0.4273695007367151,-0.1383912558927758,-0.2067716820568532,1.8419377089191915,0.0277695240925073,-0.0377906976744185,-0.0171428571428571,0.303030303030303,0.2693726937269372,0.2027972027972029,0.3333333333333332,0.2463768115942028,0.318007662835249,0.2509090909090909,0.158249158249158,0.1740614334470989,0.1780821917808219,0.162162162162162,0.2463768115942028,0.278810408921933,0.2647058823529411,0.1740614334470989,0.1740614334470989,0.142857142857143,0.0683229813664596,-0.0497237569060774,0.1132686084142395,0.0552147239263804,0.0955414012738853,-0.0575342465753424,-0.0497237569060774,-0.0802139037433156,-0.0652173913043479,-0.2456140350877192,-0.2217194570135746,-0.1943793911007024,-0.1527093596059112,-0.0114942528735632,0.142857142857143,0.0683229813664596,0.1740614334470989,0.1168831168831168,0.1700680272108843,0.1025641025641024,0.0783699059561129,0.2418772563176894,0.303030303030303,0.5636363636363635,0.4827586206896552,0.4956521739130435,0.4453781512605042,0.3815261044176705,0.323076923076923,0.2198581560283687
BCPS_48-L^C06,0.0538839778252993,-0.0538839778252993,15.0,0.0501815135437028,0.0781949707199449,-0.4047092385084636,1.4671602906897026,0.0784266984505363,0.0153945875871009,0.0147377310432137,4.073165669880203e-06,0.0907846970120078,0.0711673949879603,1.5760543226400043,1.483453871624363,-0.052994350666336,-3.956,1.3847525023995613,-0.1439034415754269,-0.0393013100436681,0.0700934579439251,0.0601851851851851,0.0223214285714283,-0.0086580086580086,-0.0213675213675212,-0.0043478260869563,-0.0766129032258063,-0.1879432624113475,-0.0876494023904381,-0.1158301158301158,0.0,-0.0213675213675212,-0.0378151260504201,0.145,0.323699421965318,0.4402515723270439,0.3963414634146343,0.3963414634146343,0.2378378378378378,0.2445652173913042,0.3391812865497077,0.0132743362831859,0.0853080568720379,-0.0614754098360655,-0.1486988847583642,-0.1792114695340502,-0.0766129032258063,0.1009615384615385,0.0132743362831859,-0.0378151260504201,-0.0691056910569105,0.1009615384615385,0.2722222222222221,-0.0043478260869563,-0.1259541984732824,-0.1192307692307692,-0.2315436241610737,-0.1192307692307692,-0.10546875,-0.228956228956229,-0.2366666666666667,-0.2776025236593059,-0.2707006369426752,-0.1908127208480565,-0.6196013289036544,-0.6138279932546374,-0.5711610486891385,-0.5975395430579965
BCQE_67-L^A14,0.033033033033033,-0.033033033033033,16.0,-0.2252906976744186,-0.0463760434609778,-0.9236766051112368,1.819234194122885,0.2318181818181818,3.5533980582524274,-0.2705432705431982,1.1749093445624062e-05,-0.1087693798449612,-0.1342398022249691,0.8698912586388966,-0.1243547761960747,-0.1265341164038877,-0.3689024390243902,1.4844167408726625,-0.2245914707054603,-0.0980392156862745,0.0909090909090908,-0.1052631578947367,-0.0933333333333332,-0.206225680933852,-0.3154362416107382,-0.0422535211267605,-0.1673469387755102,-0.4456521739130434,-0.3644859813084111,-0.5048543689320388,-0.3419354838709677,-0.128205128205128,-0.0555555555555555,0.2439024390243902,0.7435897435897438,0.146067415730337,-0.66721044045677,-0.6688311688311688,-0.7364341085271318,-0.7205479452054795,-0.7064748201438849,-0.7655172413793103,-0.7384615384615385,-0.8058991436726927,-0.8352180936995154,-0.8387351778656127,-0.8592132505175983,-0.824892703862661,-0.8494464944649447,-0.8535534816941852,-0.8308457711442786,-0.7261744966442953,-0.5526315789473684,-0.8003913894324853,-0.8038461538461539,-0.8711307643714467,-0.8811881188118812,-0.8820127241179873,-0.871374527112232,-0.8901453957996769,-0.9045837231057062,-0.888402625820569,-0.8972809667673716,-0.8925184404636459,-0.8811881188118812,-0.9333551127082652,-0.92901878914405,-0.9301609038000684
BCZB_W7-L^G07,0.0366309291747888,-0.0366309291747888,16.0,0.0467126589643421,0.1158209786315862,0.0133935423946758,0.8265389319200979,0.0530801071341611,0.0201878872676394,0.0216049382716049,0.0002280101635865,0.0514504197489818,0.0645207644776548,4.408694524032192,-0.2058723310072411,-0.0387943193686273,-1.1388888888888888,0.673053403995108,-0.0165806081468732,-0.1302931596091204,-0.0064724919093851,-0.0345911949685535,0.0199335548172756,-0.1152737752161384,-0.043613707165109,-0.1400560224089636,-0.0997067448680353,-0.0890207715133531,-0.0222929936305733,-0.0345911949685535,0.0165562913907284,0.0586206896551724,-0.0064724919093851,0.1204379562043793,0.2182539682539681,0.1541353383458645,0.092526690391459,-0.0376175548589342,-0.0970588235294117,-0.0315457413249211,-0.0032467532467532,-0.1448467966573816,-0.1101449275362319,-0.2637889688249401,-0.2877030162412992,-0.3296943231441048,-0.3282275711159738,-0.3495762711864406,-0.3131991051454138,-0.2655502392344497,-0.2584541062801931,-0.2877030162412992,-0.2530413625304137,-0.2860465116279069,-0.3354978354978355,-0.3896620278330021,-0.3835341365461848,-0.3207964601769911,-0.3222958057395144,-0.2942528735632184,-0.2637889688249401,-0.3237885462555067,-0.3147321428571429,-0.3192904656319291,-0.2793427230046948,-0.2584541062801931,-0.1657608695652175,-0.1472222222222222
BDAJ_H9-L,0.0995056109236443,-0.0995056109236443,9.0,0.1080231596360629,0.1565847636493967,0.1843528142951284,1.388252929953666,0.118152390438247,-0.2505688282138794,-0.0093123021789724,2.8783881805276708e-06,0.0343534601599117,0.4034264931087289,1.7135506716463824,-0.0733049783344121,0.2577405495858088,-1.870206489675516,1.2925865358408286,0.3149665437662162,-0.0191387559808612,-0.027906976744186,-0.0542986425339366,-0.1010752688172044,-0.0542986425339366,-0.045662100456621,0.0773195876288659,0.0270270270270269,0.0555555555555555,0.1389645776566757,0.0555555555555555,0.0372208436724563,0.2011494252873562,0.1908831908831909,0.244047619047619,0.2628398791540784,0.2822085889570551,0.274390243902439,0.1297297297297295,0.0745501285347043,0.0072289156626503,0.2330383480825957,0.1389645776566757,0.3021806853582554,0.1358695652173911,0.0528967254408059,0.094240837696335,0.0270270270270269,0.2011494252873562,0.1942857142857141,0.3103448275862068,0.3312101910828025,0.5773584905660376,0.6521739130434783,0.3397435897435896,0.2705167173252278,0.4266211604095562,0.3660130718954246,0.6138996138996138,0.5833333333333333,0.6328124999999998,0.778723404255319,0.7201646090534977,0.6521739130434783,0.7416666666666667,0.7863247863247864,0.7939914163090127,0.8095238095238093,0.981042654028436
BDCK_44-L^L08,0.1048727458754316,-0.1048727458754316,15.0,-0.0510967098703888,0.090804332795575,0.1718312842165582,1.056758775205377,0.1148325358851674,-0.0828729281767955,-0.1000127893592498,2.2704704775016485e-07,-0.0533399800598205,-0.0259326660600546,0.0002958944933791,0.0817096917936392,0.1261365081871126,-9.534883720930234,1.047796863330844,-0.0453582774444053,-0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1176470588235295,-0.1428571428571428,-0.1428571428571428
