firms,age,agr,cashdebt,chcsho,chempia,chinv,chpmia,depr,egr,grltnoa,herf,hire,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,saleinv,secured,securedind,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCUB_73-L^L00,2.0,-0.0732493857493858,0.2976223011751845,0.0006259852381663,-0.1272053811730213,-0.0210408862676337,0.1568889658530954,0.1171960569550931,0.13944878650761,0.0231130947636871,2.118225600150472e-06,-0.0229885057471263,-0.0175061425061425,-0.2015237159007127,1.6522947918312472,0.0694847902810187,0.059725968281368,-0.0359262056316754,7.160256410256411,1.0,1.0,-0.0359262056316754,0.7174535720116407,-0.0317460317460317,-0.0597014925373134,0.0039840637450199,0.3404255319148936,0.2475247524752475,0.2475247524752475,0.2475247524752475,0.2989690721649485,0.125,-0.0078740157480314,0.0,0.0285714285714284,0.1351351351351351,0.1300448430493272,0.1666666666666665,0.1886792452830188,0.1830985915492957,0.2115384615384614,0.1943127962085309,0.1052631578947369,0.0632911392405062,0.0677966101694915,0.125,0.1559633027522935,0.1300448430493272,0.125,0.1454545454545452,0.1886792452830188,0.362162162162162,0.4157303370786516,0.3263157894736843,0.4399999999999999,0.4911242603550296,0.4157303370786516,0.4823529411764706,0.6050955414012738,0.575,0.5555555555555554,0.575,0.4911242603550296,0.75,1.0,0.880597014925373,0.0862068965517242,0.1612903225806452,0.3125,0.3922651933701657,0.4482758620689655,0.5
BCYN_75-L^D01,2.0,-0.1886948150185669,0.1966504592112371,0.0010111223458038,-0.595656483531917,-0.0112376613515565,0.0817361393434863,0.0904625460499386,-0.0161353797717434,-0.0727410782080255,3.96674457443027e-05,-0.1076468021141445,-0.0601017741713656,-0.2979310344827586,11.143574877030868,0.1386219129485605,-0.113160557298323,-0.1997102649006622,4.951344430217669,1.0,1.0,-0.1997102649006622,0.9233063355203744,-0.0222717149220491,-0.0302375809935204,0.018140589569161,0.1572164948453609,0.2037533512064344,0.23013698630137,0.3402985074626865,0.3443113772455091,0.1483375959079285,-0.0239130434782607,-0.0405982905982904,-0.0567226890756301,0.0441860465116279,0.0227790432801824,0.0741626794258374,0.069047619047619,-0.0645833333333332,-0.0088300220750552,0.0539906103286385,0.0044742729306488,-0.0487288135593219,0.0274599542334097,0.1197007481296759,0.108641975308642,0.0466200466200465,0.0589622641509433,0.069047619047619,0.0924574209245741,0.3244837758112093,0.268361581920904,0.2612359550561798,0.2577030812324932,0.3363095238095239,0.2612359550561798,0.3090379008746355,0.3244837758112093,0.4769736842105263,0.5754385964912281,0.5536332179930796,0.5754385964912281,0.5754385964912281,0.6691449814126396,0.726923076923077,0.0067264573991032,0.0924574209245741,-0.0467091295116772,0.3483483483483485,0.4031249999999999,0.4253968253968254
BCZB_W7-L^G07,3.0,0.147460355311792,0.2560264230349199,0.0300653594771241,0.469302720525586,0.0145191066446427,0.0017057752989178,0.0390155875672816,0.1898256848096762,0.0973029995974514,0.0001619402822608,0.0848122004624171,0.188565637295815,0.0997203579418344,12.495418395453925,0.0332716150313745,-0.0421897104626575,-0.0060227990602806,21.661491544219576,1.0,1.0,0.1273952441417523,0.7130597573849151,-0.0230946882217089,0.1102564102564103,0.1671159029649596,0.1961325966850828,0.2478386167146973,0.2925373134328357,0.2550724637681159,0.3003003003003002,0.2772861356932152,0.2810650887573964,0.3042168674698795,0.3042168674698795,0.5087108013937283,0.5464285714285715,0.4628378378378379,0.4337748344370862,0.4290429042904291,0.4385382059800666,0.5087108013937283,0.4104234527687298,0.3201219512195123,0.3746031746031746,0.5464285714285715,0.5977859778597787,0.5745454545454545,0.704724409448819,0.7601626016260163,0.6278195488721805,0.9244444444444444,0.9244444444444444,0.8270042194092826,0.9862385321100916,0.8583690987124464,0.7673469387755101,0.671814671814672,0.7601626016260163,0.6526717557251909,0.6653846153846155,0.732,0.6782945736434107,0.7673469387755101,0.8270042194092826,0.6526717557251909,0.3573667711598747,0.4982698961937715,0.34472049689441,0.3323076923076924,0.4058441558441559,0.5034722222222223
BCZR_85-L^G00,2.0,0.0648903581781715,0.2034527721274709,0.0007668711656441,0.1548485989959553,0.000138127895125,-0.0617628288373272,0.1592935872380114,0.0814313953367715,-0.0243277140841038,1.1524060134822056e-05,0.0279841770460254,0.0749171748503869,0.0283022194638588,6.346618924099907,0.1244992625910157,0.0552793330106033,0.0067169034212263,5.646958420594904,1.0,1.0,0.0560412222790811,1.1223452094648183,0.0250000000000001,0.0467289719626167,0.0467289719626167,0.2068965517241379,0.3023255813953487,0.204301075268817,0.4358974358974359,0.5999999999999999,0.3099415204678359,0.1256281407035175,0.1089108910891087,0.0566037735849056,0.2108108108108106,0.1666666666666667,0.0228310502283104,0.0275229357798163,-0.081967213114754,-0.081967213114754,0.0,-0.0132158590308369,-0.0508474576271187,0.0399257195914577,0.032258064516129,-0.1317829457364342,0.018181818181818,0.1336032388663965,0.2888377445339469,0.3023255813953487,0.5999999999999999,0.7047184170471841,0.551246537396122,0.5176151761517613,0.5258855585831061,0.3658536585365854,0.3145539906103285,0.3913043478260867,0.4141414141414141,1.129277566539924,0.9858156028368794,1.1052631578947367,1.0180180180180178,1.0180180180180178,1.0934579439252334,0.3053613053613053,0.4507772020725389,0.6422287390029324,0.6766467065868262,0.8300653594771241,0.9649122807017544
BDAJ_H9-L,31.0,0.6745667686034659,0.2170483782529841,0.1282051282051282,5.676441105109239,0.0081943782753692,-0.1424328932623887,0.0336182013696304,0.5194745963696069,0.272053358742196,4.714236315791919e-06,1.0258441723509724,0.5347604485219163,0.8028135713441306,4.549965776280957,-0.3578702849988972,0.0690048989844912,0.068473900408533,8.118757612667478,1.0,1.0,0.2196706312900273,0.8623595093378178,-0.0178117048346057,-0.0272277227722772,-0.0296296296296295,0.1558823529411765,0.1391304347826087,0.1524926686217009,0.2718446601941748,0.2596153846153846,0.1627218934911243,-0.0575539568345323,-0.1812499999999999,-0.1148648648648649,-0.0461165048543689,-0.0687203791469193,-0.0642857142857142,-0.1188340807174888,-0.1437908496732025,-0.1691331923890063,-0.1227678571428572,-0.2139999999999999,-0.2202380952380952,-0.2456813819577734,-0.2681564245810055,-0.2202380952380952,-0.2398452611218567,-0.1846473029045643,-0.1726315789473683,-0.112866817155756,-0.0025380710659898,0.0737704918032786,-0.0150375939849624,0.0508021390374331,0.122857142857143,0.0234375,0.0,0.0234375,0.0051150895140665,0.0650406504065042,0.1661721068249257,0.2018348623853212,0.3322033898305083,0.4395604395604395,0.4555555555555555,0.0314960629921259,0.0650406504065042,0.0,-0.0437956204379562,0.0155038759689922,0.0287958115183246
BDBL_73-L^I97,3.0,0.0895786305492851,0.2804465135964448,0.0032362459546925,-0.2889654078044045,-0.0029527736266901,-0.1512997055989418,0.3052013422818792,0.0618639961234048,-0.1168866242955601,3.554014995853571e-05,-0.0522217132386623,0.0342738901429647,0.1215556428531342,4.64501131516936,-0.0322402257542777,0.0083137056454846,-0.0715553554521441,10.58808215215505,1.0,1.0,-0.0148566814695195,0.7260926497886976,-0.0100755667506297,-0.0025125628140703,0.0076142131979695,0.0997229916897508,0.0558510638297873,0.075880758807588,0.1921921921921923,0.2103658536585366,0.1473988439306359,-0.0148883374689826,-0.0831408775981523,-0.0479616306954435,0.09366391184573,0.0788043478260869,0.0502645502645504,-0.0894495412844037,-0.0810185185185184,-0.0658823529411763,-0.0364077669902912,-0.1058558558558558,-0.1797520661157023,-0.1331877729257641,-0.0570071258907363,0.0284974093264249,0.0392670157068064,0.0311688311688311,0.0025252525252525,-0.0245700245700245,0.144092219020173,0.1183098591549296,0.064343163538874,0.1214689265536723,0.1473988439306359,0.0788043478260869,0.0788043478260869,0.1214689265536723,0.1310541310541311,0.2329192546583851,0.2291021671826625,0.2603174603174605,0.3412162162162162,0.3367003367003367,0.5095057034220534,-0.0124378109452735,0.0788043478260869,0.0076142131979695,-0.0592417061611373,-0.0148883374689826,0.0447368421052631
BDFF_05-L^C99,3.0,-0.0662879635013641,0.1930758988015979,0.0013306719893546,-0.1261012775701358,-0.0111491487786824,-0.2337158162922444,0.0415936548925574,-0.0361741719389653,-0.06208364174685,1.2408480829119586e-05,-0.0227889725844071,-0.0497383369861788,-0.1137116109144879,2.6777856688450687,0.0023138995697337,0.0981593001577514,-0.1244005530195828,6.163579367341124,1.0,1.0,0.0338926334910847,0.4322265999476586,-0.0666666666666666,0.0227272727272727,-0.0109890109890109,0.0778443113772455,0.0588235294117647,0.0588235294117647,0.0714285714285714,0.0843373493975903,0.0,-0.0526315789473684,-0.0625,-0.0999999999999999,0.0112359550561798,-0.0163934426229508,-0.1176470588235293,-0.0999999999999999,-0.1743119266055046,-0.1549295774647887,-0.2035398230088496,-0.2307692307692307,-0.3233082706766917,-0.3103448275862069,-0.2241379310344827,-0.2241379310344827,-0.2712550607287449,-0.2712550607287449,-0.2436974789915966,-0.28,-0.1964285714285714,-0.2372881355932203,-0.3129770992366412,-0.2857142857142857,-0.296875,-0.3181818181818181,-0.2561983471074379,-0.2741935483870967,-0.3283582089552239,-0.2741935483870967,-0.3076923076923077,-0.3050193050193049,-0.3023255813953488,-0.2857142857142857,-0.3181818181818181,-0.4871794871794872,-0.4495412844036698,-0.4736842105263158,-0.4303797468354431,-0.4303797468354431,-0.3706293706293706
BDLO_40-L^L93,3.0,0.1020058997050148,0.3049819033425591,0.0022471910112359,0.2023796501132667,0.0012910831064582,0.0867980637028051,0.0244776730848013,0.0153283810871359,0.0361783940048712,1.1254753818400765e-05,0.0365739696452163,0.0814749262536874,0.3388522345325533,4.772367712391084,0.0011775635713892,-0.0361927235161273,0.0633251851158038,17.989519650655023,1.0,1.0,0.005663509422908,0.5130765380230152,0.006340579710145,0.0375939849624058,0.0346766635426427,0.1208121827411166,0.1488033298647242,0.1276813074565883,0.1845493562231759,0.2335195530726257,0.1670190274841436,0.0791788856304984,0.1253822629969416,0.1440414507772018,0.3714285714285712,0.3174224343675416,0.3111638954869358,0.2460496613995484,0.283720930232558,0.314285714285714,0.3939393939393938,0.3562653562653561,0.2646048109965635,0.3748443337484433,0.4545454545454543,0.4337662337662336,0.3529411764705881,0.4680851063829787,0.4545454545454543,0.4759358288770052,0.6727272727272726,0.7496038034865293,0.6676737160120845,0.7037037037037035,0.8461538461538458,0.6307237813884785,0.6576576576576576,0.7304075235109717,0.6187683284457477,0.6626506024096386,0.7358490566037734,0.719626168224299,0.7496038034865293,0.8461538461538458,0.7496038034865293,0.5312066574202496,0.4798927613941017,0.3974683544303796,0.3904282115869015,0.4583883751651254,0.4507227332457291
BDRV_05-L^D00,7.0,0.2366510038445109,0.2301416917131816,0.2022471910112359,0.5038151889656306,-0.0055385790679908,-0.0487535366722577,0.0339478417266187,0.0727339181286549,0.1273873185637677,5.278983915279076e-05,0.0910492799928997,0.2494660401537804,0.4737121614445034,8.867233003131705,-0.1237714552767235,0.200384246697753,0.1053022794846382,16.16304347826087,1.0,1.0,0.1053022794846382,0.5797604622316289,-0.0204572803850782,0.093421052631579,-0.0309037900874634,0.0736434108527133,-0.0263620386643232,0.0158924205378974,0.027194066749073,0.0970297029702971,-0.0148192056905749,-0.0812603648424543,-0.0704697986577179,-0.0761534185658697,0.0884086444007858,0.0912672357189756,0.0613026819923372,0.0146520146520148,-0.0292056074766354,-0.0246478873239435,0.0640204865556979,-0.0206246317030052,-0.0694288913773795,-0.0437284234752588,0.0158924205378974,0.095583388266315,0.0729502905100065,0.1169354838709677,0.0572519083969464,0.1184387617765816,0.2824074074074074,0.303529411764706,0.268702290076336,0.3086614173228348,0.385,0.2863777089783281,0.2863777089783281,0.2716143840856924,0.2087272727272728,0.2113702623906705,0.2524491333835721,0.2873741285824942,0.2486851990984222,0.3190476190476192,0.2283813747228382,0.0177587262706675,0.1050531914893617,0.0613026819923372,0.0413533834586465,0.0240295748613679,0.0806241872561768
BJFG_09-L^J99,2.0,-0.13661032444577,0.0175851939922717,4.659592722343019e-05,1.083868531335077,0.0008202380963656,-1.0403785877375806,0.1017089305402425,-0.2972005020485891,0.0221331684017005,7.543343923252005e-09,0.1958762886597938,0.0034115958962013,0.0232776156363315,0.2120795766497298,0.1042683887226334,0.215060716214703,0.2185736157766046,0.4311157462427138,1.0,1.0,0.2185736157766046,3.3703281713450672,-0.1059829059829058,0.0086206896551723,0.0353982300884954,0.2111801242236024,0.1142857142857143,0.1142857142857143,0.0934579439252336,0.1470588235294117,-0.0330578512396694,-0.1521739130434783,-0.1986301369863014,-0.2251655629139073,-0.2451612903225807,-0.2547770700636943,-0.26875,-0.2641509433962264,-0.25,-0.2251655629139073,-0.2641509433962264,-0.4114688128772635,-0.4336882865440464,-0.4078947368421053,-0.3696120689655172,-0.3763326226012794,-0.3101415094339623,-0.3101415094339623,-0.3019093078758951,-0.3117647058823529,-0.259493670886076,-0.2822085889570552,-0.2669172932330828,-0.2432082794307892,-0.2451612903225807,-0.2641509433962264,-0.2451612903225807,-0.259493670886076,-0.1,-0.0930232558139535,0.0353982300884954,0.0121107266435984,-0.0051020408163265,0.2111801242236024,0.1818181818181816,-0.1333333333333334,-0.126865671641791,-0.1642857142857143,-0.1333333333333334,-0.0787401574803149,0.0173913043478259
