firms,age,agr,cashdebt,chpmia,egr,herf,invest,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBOU_00-L,22.0,0.0750442086648983,0.1345219925072845,-0.0009518418837816,0.2440235951567836,3.8998881310752846e-05,0.0330459770114942,0.0358757062146892,14.278965146708211,0.0127361208791081,-0.0687134399843901,0.0503705294812587,0.01,0.0126582278481013,0.0471204188481675,0.0362694300518133,0.0869565217391306,0.0938924339106654,0.064773735581189,0.1516314779270633,0.1342155009451795,0.0762331838565022,0.0685663401602849,0.096892138939671,0.1374407582938388,0.1070110701107012,0.1538461538461537,0.188118811881188,0.256544502617801,0.2474012474012474,0.2903225806451612,0.3377926421404682,0.4234875444839858,0.4723926380368097,0.5189873417721518,0.4925373134328359,0.3114754098360655,0.2486992715920917,0.3559322033898306,0.2158054711246202,0.251303441084463,0.188118811881188,0.3667425968109341,0.3348164627363736,0.2269938650306748,0.1527377521613833,0.1342155009451795,0.1616650532429815,0.1627906976744186,0.1111111111111109,0.1121408711770157,0.1019283746556474,0.1019283746556474,0.146131805157593,0.2024048096192383,0.1516314779270633,0.1070110701107012,0.1342155009451795,0.1627906976744186,0.2048192771084336,0.1988011988011988
BBTU_63-L^C18,22.0,-0.033154783893609,0.4437432103874605,0.0427257472432873,-5.248344370860929,3.91665409788065e-07,-0.0146841521980051,-0.3090447865640308,0.5721056031291404,0.949525285797326,-0.2091648905250919,-0.0504747142026739,0.0,0.0894308943089432,0.0634920634920634,0.0,0.0,0.0,-0.0496453900709218,0.072,-0.0359712230215826,-0.1410256410256409,-0.1624999999999999,-0.0758620689655171,-0.1464968152866241,-0.0289855072463767,-0.0289855072463767,0.072,-0.1779141104294477,-0.1829268292682926,-0.1241830065359477,-0.1464968152866241,-0.2298850574712643,-0.3299999999999999,-0.1728395061728395,-0.056338028169014,-0.0884353741496597,-0.1518987341772152,-0.1125827814569535,-0.0629370629370628,-0.1677018633540372,-0.3128205128205128,-0.3619047619047618,-0.3588516746411482,-0.4865900383141762,-0.516245487364621,-0.5179856115107913,-0.4745098039215686,-0.4865900383141762,-0.5127272727272727,-0.4865900383141762,-0.6115942028985507,-0.6407506702412868,-0.6318681318681318,-0.6035502958579881,-0.6407506702412868,-0.6138328530259366,-0.6138328530259366,-0.6070381231671554,-0.6115942028985507,-0.6537467700258398
BCQE_67-L^A14,23.0,0.0251256281407035,0.1450506370467167,0.001129986187942,0.5117647058823529,2.51986160020648e-06,-0.0276381909547738,-0.0503184713375796,1.3530442266632732,0.1210759020988155,0.0726976355977273,0.1083370485956308,0.0596658711217183,-0.0541760722347628,0.0345679012345681,0.1448087431693989,0.1026315789473686,0.406040268456376,0.2251461988304095,0.4013377926421404,0.2180232558139536,-0.0094562647754137,-0.0300925925925925,0.0448877805486285,0.0883116883116883,0.1203208556149733,0.1769662921348316,0.1385869565217392,0.1671309192200558,0.2323529411764706,0.2735562310030397,0.4858156028368796,0.4155405405405408,0.624031007751938,0.9398148148148148,1.289617486338798,1.3149171270718232,0.9308755760368664,1.2052631578947373,1.0950000000000002,0.624031007751938,0.1937321937321938,0.1869688385269123,0.3217665615141958,0.0475000000000001,0.1293800539083558,0.3386581469648564,0.3301587301587303,0.369281045751634,0.4753521126760565,0.3737704918032789,0.0219512195121953,0.0854922279792747,-0.0117924528301885,-0.1178947368421051,-0.1466395112016293,-0.1342975206611569,0.0145278450363197,0.1479452054794521,0.2144927536231884,0.1143617021276597
BDAJ_H9-L,16.0,0.0286420770657324,0.1809458533241946,0.0030101678984987,1.4745222929936308,1.208843857370571e-07,0.076241500103029,-0.0713813615333773,0.2407052785022171,0.1271905911675364,-0.0425043512996833,0.0461095100864553,0.0396825396825397,0.0,-0.0232558139534884,-0.0078740157480314,0.0677966101694915,0.1052631578947369,0.0677966101694915,0.3263157894736843,0.0677966101694915,0.0327868852459016,0.0677966101694915,0.125,0.3695652173913042,0.5180722891566265,0.6153846153846154,0.4318181818181819,0.4157303370786516,0.6153846153846154,0.7027027027027026,0.9384615384615383,0.96875,0.9384615384615383,0.726027397260274,1.1724137931034484,1.1355932203389831,0.8529411764705881,1.2909090909090906,1.1355932203389831,0.75,0.6578947368421053,0.7027027027027026,0.6153846153846154,0.4318181818181819,0.3263157894736843,0.2989690721649485,0.3404255319148936,0.3695652173913042,0.3846153846153846,0.1559633027522935,0.2989690721649485,-0.2269938650306747,-0.263157894736842,-0.25,-0.3038674033149171,-0.3731343283582089,-0.3571428571428571,-0.3883495145631068,-0.5841584158415841,-0.6050156739811912
BFRL_28-L,22.0,-0.0587235121172613,0.0038094986223775,0.0124722628234009,-0.0827431282495565,4.460166129901528e-08,-0.0429296002991513,-0.053617603006651,0.1006862208083304,0.9451355301829882,-0.0548644698170117,-0.0548644698170117,0.1084337349397592,-0.0119047619047619,0.0192982456140349,-0.0119047619047619,-0.0169204737732657,0.0301418439716312,0.0301418439716312,0.0375,-0.073365231259968,-0.1047765793528506,-0.021885521885522,0.2882483370288249,0.3295194508009151,0.3085585585585584,0.2797356828193831,0.2853982300884956,0.2769230769230768,0.3174603174603172,0.363849765258216,0.3543123543123543,0.3480278422273781,0.3026905829596411,0.2414529914529914,0.3295194508009151,0.2911111111111111,0.2521551724137931,0.3670588235294116,-0.3083333333333334,-0.3188745603751465,-0.5017152658662093,-0.4912434325744308,-0.7551622418879056,-0.7156142927068037,-0.7826412270856715,-0.7509644234890699,-0.7113760556383507,-0.7059716599190284,-0.6909574468085107,-0.6622093023255814,-0.654577883472057,-0.6793598233995586,-0.6687571265678449,-0.7015921931176168,-0.7328735632183908,-0.7857669616519174,-0.7781596029018709,-0.7767960046100654,-0.7853712596970817,-0.781578947368421
BJJT_37-L,21.0,0.2887855543766848,0.0030477843826651,-0.0006045956476698,0.0861430159318266,1.4707711269620864e-07,4.0611817023458255e-05,0.258795408983764,0.7013871586182483,0.4334128878281623,0.4334128878281623,0.4334128878281623,-0.0064935064935065,0.1578947368421053,0.2780082987551866,0.1282051282051282,0.0547945205479452,0.1891891891891892,0.1079136690647482,0.5098039215686274,0.2319999999999999,0.1622641509433962,0.1846153846153846,0.2173913043478261,0.203125,0.2520325203252034,0.2419354838709677,0.1800766283524906,0.1282051282051282,0.3688888888888888,0.6470588235294117,0.54,0.8224852071005919,0.75,0.8333333333333335,0.7803468208092486,0.7303370786516854,0.7303370786516854,0.6041666666666667,0.7401129943502824,0.3999999999999999,0.3628318584070797,0.4879227053140098,0.4259259259259258,0.2125984251968504,0.1240875912408758,0.1240875912408758,0.193798449612403,0.1755725190839694,0.1159420289855073,0.0301003344481605,-0.1786666666666666,-0.1786666666666666,-0.2261306532663316,-0.2935779816513761,-0.2735849056603774,-0.3015873015873016,-0.3304347826086956,-0.3125,-0.3125,-0.28538283062645
BLNT_37-L^D19,14.0,0.1115650453733014,0.1216575071991736,0.0012452542153939,0.2677694972364766,2.270795607841177e-07,0.0089686375993631,0.0697994955171397,0.689428698003927,0.20495428219904,0.0664808200754358,0.20495428219904,0.0529595015576322,0.0206677265500794,0.0881355932203389,0.0844594594594594,0.1382978723404255,0.1243432574430822,0.0735785953177257,0.2298850574712643,0.1423487544483985,0.1588447653429603,0.1423487544483985,0.276341948310139,0.3717948717948718,0.3264462809917356,0.4965034965034964,0.4235033259423504,0.329192546583851,0.3319502074688796,0.4792626728110598,0.5773955773955772,0.5213270142180095,0.4394618834080717,0.5285714285714285,0.4459459459459458,0.3630573248407642,0.4657534246575343,0.284,0.4394618834080717,0.5177304964539005,0.4266666666666667,0.5891089108910892,0.6419437340153451,0.68503937007874,0.712,0.712,0.7833333333333332,0.8608695652173912,0.9337349397590362,0.8994082840236686,0.7540983606557377,0.7211796246648794,0.6461538461538461,0.7165775401069518,0.5507246376811594,0.3956521739130436,0.4965034965034964,0.4266666666666667,0.5070422535211268,0.6171284634760705
BLNV_40-L^F19,13.0,0.1675161059413027,0.6753438159191606,-0.0435652088624264,0.1638599171121988,7.263801834011913e-10,-0.0003913147220233,0.1792396017343824,0.0833975765593797,-1.4750722535111924,-1.90201525869254,-1.90201525869254,0.0034013605442178,0.0173010380622837,-0.0392156862745098,-0.0134228187919462,-0.0134228187919462,0.1351351351351351,0.1307692307692307,0.1307692307692307,0.0888888888888888,0.0315789473684209,0.0315789473684209,-0.0167224080267559,-0.0666666666666666,-0.0666666666666666,-0.109090909090909,-0.02,-0.02,-0.0516129032258064,0.2618025751072961,0.2049180327868851,0.1666666666666667,0.2250000000000001,0.3124999999999998,0.267241379310345,0.3486238532110091,0.3303167420814479,0.4134615384615383,0.3363636363636362,-0.0576923076923077,0.267241379310345,0.380281690140845,0.053763440860215,-0.1223880597014925,-0.1301775147928994,-0.16,-0.1197604790419161,-0.0754716981132076,-0.1352941176470588,0.05,-0.1301775147928994,-0.0953846153846154,-0.16,-0.1810584958217269,-0.308235294117647,-0.3393258426966292,-0.3717948717948718,-0.3836477987421383,-0.3810526315789474,-0.4
BPVK_29-L,15.0,0.0539570464886868,0.3021828987279745,0.0022650533756224,0.1587308349240931,0.0001840457899301,0.016155407272855,-0.0105053699296697,19.505630048324832,0.0546916653329788,0.0917282296119791,0.0459105771228935,-0.017150395778364,0.0376454483230663,-0.0009884678747941,-0.025706940874036,-0.0589695841092489,-0.0770167427701674,-0.0696532678735809,-0.0197219527966375,0.0440771349862259,0.0494980962270681,0.0291921249151392,0.0351655855240697,0.0326975476839237,0.0419243986254294,0.1013439883763167,0.1142962146269752,0.0965641952983726,0.0616246498599439,0.089863407620417,0.119645494830133,0.1770186335403725,0.3040860215053764,0.2503092783505154,0.3535714285714286,0.1254639940608759,0.0801567509796936,0.2528925619834712,0.121301775147929,0.1998417095370004,0.1081871345029239,0.2441526466967583,0.4234741784037559,0.3908256880733944,0.4417498811222062,0.5054617676266138,0.6144834930777423,0.4541966426858512,0.4011090573012938,0.3228621291448514,0.3012875536480686,0.2250505050505051,0.2467105263157893,0.1984189723320157,0.1407072987208428,0.1300782705926202,0.1175820125322522,0.1155261221486387,0.0790035587188611,0.0444367895280743
BQMM_18-L^C11,21.0,-0.2445157045014318,-5.599938499384994,2.605598852668317,-0.2408586431745177,1.7437150207083142e-14,-0.0012326342227453,-0.3416624171341152,0.0024254925841127,-1.8605909280066584,-1.8605909280066584,-1.8605909280066584,0.0,0.0,0.0,0.0,0.5999999999999999,0.5999999999999999,1.0,1.0,1.0,0.5999999999999999,1.0,1.0,1.666666666666667,1.0,1.0,0.5999999999999999,1.0,0.3333333333333335,1.0,1.0,1.0,1.0,1.0,0.5999999999999999,1.0,1.666666666666667,1.0,1.0,1.0,1.0,1.0,0.5999999999999999,0.3333333333333335,1.0,0.5999999999999999,1.0,0.3333333333333335,0.5999999999999999,0.5999999999999999,0.3333333333333335,0.5999999999999999,0.5999999999999999,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,1.0,0.5999999999999999
