firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pctacc,quick,roic,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.2119296316657504,-0.2119296316657504,12.0,-0.1277982674328845,-0.0961240310077519,1.7130299630865076,0.8492574257425743,0.1565597177893499,-0.2810199317651284,-0.2166025288619949,3.6143205913764927e-06,0.0156102581696542,0.0123152709359605,-0.1128405045787351,-0.1239376824518478,0.5011187266276378,-0.1728980040861228,0.2633459029459828,-1.5207100591715978,0.3888613861386139,-0.1232275833928389,19.50852557673019,0.2775880189174986,-0.0057803468208093,0.1768707482993197,1.1624999999999996,0.8602150537634408,2.604166666666667,2.9318181818181817,2.9318181818181817,3.2195121951219514,3.0232558139534884,2.5306122448979598,3.3249999999999997,2.392156862745098,2.2037037037037037,2.2641509433962264,0.943820224719101,0.943820224719101,0.1233766233766233,0.0058139534883721,-0.2478260869565216,-0.2761506276150628,-0.1839622641509434,-0.2851239669421487,-0.3821428571428571,-0.1761904761904762,-0.2171945701357466,0.0297619047619048,-0.0225988700564971,-0.3993055555555556,-0.3215686274509803,-0.273109243697479,-0.4559748427672956,-0.5220994475138121,-0.5831325301204819,-0.6271551724137931,-0.6380753138075315,-0.6271551724137931,-0.6526104417670683,-0.6050228310502284,-0.8404059040590406,-0.8536379018612521,-0.8317120622568093,-0.8361742424242424,-0.8256048387096774,-0.830392156862745,-0.8171247357293869,-0.8364839319470699,-0.8586601307189543,-0.8567880794701986,-0.8629160063391442
BALZ_07-L^I10,0.0430235595843715,0.0430235595843715,13.0,0.3810514346866431,0.2638355745871871,-0.7333631004250041,1.5999621809013551,0.412926274764534,0.3857652798777919,-0.0075844614049231,3.512399014436026e-08,-0.0594609056250417,0.3775085816043206,-0.0969338919795177,0.0831841587403734,-0.6109879056589765,0.2296614161575434,0.0586415039016326,0.3751347114725188,1.1999243618027102,-0.0380615075851484,3.400454013407584,0.2654303062302005,-0.3223684210526315,-0.1827956989247312,-0.073170731707317,-0.1739130434782608,-0.2475247524752475,-0.1999999999999999,-0.2475247524752475,-0.1914893617021276,-0.2041884816753926,-0.05,0.1782945736434107,0.1968503937007875,-0.0129870129870129,0.357142857142857,0.5510204081632653,0.5510204081632653,0.8765432098765431,0.8999999999999999,0.7882352941176471,0.9487179487179488,0.9240506329113924,1.054054054054054,1.3030303030303028,1.2352941176470589,1.620689655172414,1.5762711864406782,1.5333333333333337,2.04,2.3043478260869565,2.619047619047619,2.3043478260869565,2.166666666666667,2.166666666666667,1.9803921568627447,2.619047619047619,2.5348837209302326,2.8974358974358974,2.619047619047619,2.8974358974358974,2.8,2.8,3.2222222222222223,3.2222222222222223,3.2222222222222223,4.066666666666667,4.066666666666667,3.75,3.4705882352941178,2.707317073170732
BBOU_00-L,0.0658357499845745,-0.0658357499845745,12.0,-0.0087234303968546,0.1198083067092651,-0.0414824175940144,0.9892761394101875,0.1215074723846653,0.1701440635866865,-0.0172764854692416,0.0001346135875208,-0.0175697260105664,-0.0713735558408215,0.0092817110082213,0.121873535955103,-0.1223846653671216,0.1130703893459981,0.0198653799133564,-1.0932377049180328,0.6519476423277085,0.1402855369335816,6.019269776876268,0.006358626536668,0.0,0.0948012232415902,-0.0453333333333333,-0.0096818810511757,0.0881458966565349,0.1795716639209226,0.2409012131715773,0.2302405498281787,0.1893687707641196,0.2452173913043478,0.3769230769230769,0.4178217821782179,0.497907949790795,0.5911111111111111,0.4377510040160641,0.2672566371681415,0.1815181518151816,0.185430463576159,0.1275590551181102,0.1455999999999999,0.0467836257309941,0.0654761904761904,-0.0027855153203342,0.0591715976331361,0.0376811594202897,0.0184921763869132,0.0467836257309941,0.1293375394321767,0.0607407407407407,0.3283858998144713,0.1275590551181102,0.0056179775280897,-0.011049723756906,0.0127298444130126,-0.0191780821917807,-0.0284938941655359,0.1257861635220125,0.2994555353901997,0.1049382716049383,0.1311216429699842,0.1293375394321767,0.051395007342144,0.1275590551181102,0.067064083457526,0.0331890331890332,0.0864946889226101,0.2323580034423409,0.2387543252595154,0.3534971644612477
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,-19.19882657886141,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,3.371012404567551e-07,0.2216981132075471,-0.108730583824317,-0.0743642109403626,-0.2328427255985267,-0.3980598279380004,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,0.0007898894154818,2.311284046692607,0.2272727272727272,0.0857142857142858,0.1666666666666667,0.3999999999999999,0.2499999999999997,0.2499999999999997,0.2499999999999997,0.3999999999999999,0.3999999999999999,0.7499999999999998,0.296296296296296,0.5909090909090908,0.09375,1.1875,1.1875,0.5909090909090908,-0.1250000000000001,-0.1250000000000001,-0.1250000000000001,-0.0277777777777777,0.0294117647058822,0.2068965517241379,0.2068965517241379,0.2499999999999997,0.2068965517241379,0.346153846153846,0.5909090909090908,0.5909090909090908,0.5217391304347825,0.5217391304347825,0.346153846153846,0.2499999999999997,0.129032258064516,0.0294117647058822,-0.1025641025641026,-0.1025641025641026,-0.1025641025641026,-0.0789473684210526,-0.1025641025641026,-0.1250000000000001,-0.1250000000000001,-0.1250000000000001,-0.2391304347826087,-0.1666666666666667,-0.1463414634146341,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667
BBTU_63-L^C18,0.0692212078350692,-0.0692212078350692,12.0,0.0199125578979264,0.1282051282051282,-0.2258542970340446,0.5146896399381489,0.0471589978712952,0.0372614107883818,-0.0017573185890016,1.49180285243108e-05,0.0531145837842517,0.001359989120087,0.1307283982105185,-0.0334126519947519,0.3043053581959103,-0.0381381673758147,-0.0451904075360269,-2.323741007194245,0.4896178484647669,0.0705462412114656,15.575482853764289,-0.0809182676652555,-0.1045045045045045,-0.0447504302925989,0.101190476190476,0.1884368308351178,0.2012987012987013,0.1884368308351178,0.0591603053435114,0.0412757973733584,0.0315985130111524,-0.0796019900497513,-0.1461538461538462,-0.1814159292035398,-0.1162420382165605,0.3536585365853659,0.1610878661087864,0.1077844311377245,0.193548387096774,0.0946745562130175,-0.0496575342465753,-0.0687919463087248,-0.085667215815486,-0.1565349544072949,-0.2397260273972602,-0.1826215022091311,-0.1933139534883721,0.0471698113207548,-0.0480274442538594,-0.0176991150442479,0.0164835164835164,0.105577689243028,-0.0228873239436619,-0.159090909090909,-0.2764015645371578,-0.312267657992565,-0.323170731707317,-0.3190184049079755,-0.252021563342318,-0.2071428571428571,-0.1287284144427002,-0.1628959276018099,-0.1355140186915888,-0.1679160419790105,-0.1246056782334384,-0.0496575342465753,-0.075,-0.0381282495667244,-0.0106951871657754,0.0393258426966292,0.0054347826086957
BBXK_89-L^E06,0.0859512760282387,-0.0859512760282387,13.0,-0.0401846422556297,0.0904980330063172,0.5520768326809932,1.7744247073072266,0.0669839034693728,-0.0529835076345994,-0.0790379975682138,6.230857442823569e-05,0.0316886033310461,-0.0198144616478649,-0.1513980686978836,0.0324515770261952,0.0862095447531602,0.0244610237791469,-0.0477332849369547,-519.3076923076923,1.5359810254339927,0.1012611173830437,3.4514488417813487,-0.0146177780489293,0.151624548736462,0.0492424242424243,0.259090909090909,0.1939655172413794,0.2043478260869566,0.1638655462184874,0.1124497991967869,0.0653846153846153,-0.0177304964539006,-0.1006493506493506,0.0,-0.1006493506493506,-0.1006493506493506,-0.1706586826347305,-0.204022988505747,-0.0481099656357388,-0.1706586826347305,-0.2553763440860215,-0.4192872117400419,-0.3858093126385808,-0.3602771362586605,-0.3991323210412147,-0.4482071713147409,-0.4217118997912317,-0.4300411522633744,-0.3497652582159624,-0.431211498973306,-0.4358452138492872,-0.4773584905660377,-0.4773584905660377,-0.5665101721439749,-0.544407894736842,-0.5745007680491552,-0.5731895223420647,-0.593245227606461,-0.6025824964131994,-0.5914454277286136,-0.5920471281296024,-0.6087570621468927,-0.6276881720430108,-0.6158113730929264,-0.6388526727509778,-0.6087570621468927,-0.6054131054131053,-0.5391014975041597,-0.5336700336700337,-0.5240549828178694,-0.5157342657342657,-0.5289115646258503
BCPS_48-L^C06,0.1244105449946569,-0.1244105449946569,12.0,-0.3951003839133992,0.1093293277037999,0.8476226266875708,1.4643407440017608,0.1570357644853974,-0.521809612440335,-0.5170929696766813,1.486296031435149e-05,-0.4569041475234438,-0.2504439235741175,0.4477073169019396,0.3284622057641138,2.4423628140423195,0.3632376349237049,-0.3072394863598279,-9.303519061583575,1.396324014968083,0.1751632901583084,5.553646860039425,-0.3572662386337712,-0.138047138047138,-0.0099999999999998,-0.0630914826498422,-0.054140127388535,0.049469964664311,-0.5066445182724252,-0.4991568296795952,-0.4438202247191011,-0.4780316344463972,-0.5909090909090908,-0.5315457413249212,-0.5472560975609755,-0.5846153846153845,-0.6497641509433962,-0.712487899322362,-0.6757641921397379,-0.6655405405405406,-0.6714601769911503,-0.7073891625615764,-0.7076771653543307,-0.7021063189568706,-0.6692650334075724,-0.6714601769911503,-0.6685267857142857,-0.5942622950819672,-0.552710843373494,-0.5816901408450703,-0.577524893314367,-0.5486322188449848,-0.4255319148936169,-0.564516129032258,-0.6870389884088515,-0.6640271493212669,-0.6434573829531813,-0.6640271493212669,-0.6666666666666666,-0.6324257425742574,-0.5757142857142856,-0.5708092485549132,-0.5409582689335394,-0.5714285714285714,-0.5560538116591929,-0.5465648854961831,-0.5194174757281553,-0.5147058823529411,-0.5352112676056338,-0.5131147540983606,-0.513911620294599,-0.5486322188449848
BCQE_67-L^A14,0.0321227219090074,-0.0321227219090074,13.0,0.1092367256637168,0.0683085501858736,-0.6375059264291608,0.9219501530389156,0.1726105563480741,-0.1943359375,0.043398452864819,5.906959755618262e-05,0.008987831858407,0.1606425702811245,-0.1928316652983168,-0.0050396618398252,-0.043834144606215,-0.0450523829197027,-0.2053589906987712,-3.141025641025641,0.6567555749890687,0.0912563088255354,3.218583708555056,-0.1296214301527562,-0.1459343026386645,-0.1314312441534143,0.0158643326039387,-0.0649546827794561,-0.0216016859852475,0.081537565521258,-0.3933355112708265,-0.3538622129436325,-0.3642588154741527,-0.3264417845484222,-0.4830178173719376,-0.3966861598440546,-0.4338414634146341,-0.4466626936829559,-0.5283210566421133,-0.46699196326062,-0.4656115107913668,-0.4343588181541272,-0.5257916241062308,-0.5186625194401244,-0.4774901519414743,-0.4421748272754581,-0.4989206691851052,-0.4277349768875192,-0.3915465268676278,-0.3073480044759418,-0.3293607800650054,-0.2429677945373013,-0.371786197564276,-0.145421076852278,-0.2429677945373013,-0.4164047768698932,-0.4719931760022746,-0.5767038978801002,-0.5345864661654135,-0.5071656050955413,-0.5029443254817987,-0.4108502538071066,-0.4676032110091743,-0.434531059683313,-0.4622067767158992,-0.5087301587301587,-0.4171374764595104,-0.4176857949200376,-0.3778894472361809,-0.3370224919671546,-0.306572068707991,-0.3675068119891008,-0.3438162544169612
BCYN_75-L^D01,0.085183227625088,-0.085183227625088,14.0,0.3415841584158416,0.2515977671709408,-0.2313745999156213,0.6694444444444444,0.0679117147707979,0.1148173360562741,0.1649929527836504,2.5814279678247457e-05,0.4267739273927393,0.5518166804293972,0.0485534694687332,-0.387068925288161,-0.1761954439148784,-0.3857373588954194,-0.1770643081952454,-0.971859296482412,0.4474537037037037,0.0761106454316848,5.271805273833672,0.1699302273238802,-0.0645773979107312,0.0529999999999999,0.0822199383350461,0.2075688073394495,0.1635359116022097,0.2872860635696821,0.1166489925768823,0.195232690124858,0.1699999999999999,0.2810218978102188,0.2810218978102188,0.1804932735426008,0.3465473145780049,0.1142857142857143,-0.1473684210526316,0.0076555023923445,0.2258440046565772,0.2117376294591484,0.1483097055616138,0.0604229607250754,0.157142857142857,0.4191374663072775,0.1739130434782607,0.4872881355932201,0.5930408472012101,0.731907894736842,0.8249566724436741,0.8092783505154637,0.7205882352941175,0.8030821917808217,1.25,0.8249566724436741,0.8538732394366197,0.6767515923566878,0.481012658227848,0.5763473053892216,0.5042857142857142,0.5646359583952449,0.7011308562197089,0.7579298831385641,0.6249999999999998,0.2641056422569026,0.3146067415730336,0.3,0.1993166287015946,0.2272727272727273,0.288861689106487,0.3362944162436547,0.3587096774193548
BCZB_W7-L^G07,0.0631005306180983,-0.0631005306180983,13.0,-0.0175322213798332,0.1230741669652454,0.1099668901315251,0.8578034682080925,0.0683829444891391,0.0356389708983551,-0.0783976289497586,0.0002840949337433,-0.0830174374526156,-0.0621419892379795,0.0989771778873641,0.1325405230607542,0.0660267569648941,0.2422356032748602,-9.535654901916963,-2.519083969465649,0.6813872832369943,0.047725653810929,7.397683397683398,0.0597996435375822,0.0413793103448276,0.0431654676258992,-0.0418502202643172,-0.0290178571428573,-0.0354767184035477,0.0211267605633802,0.0507246376811594,0.1820652173913042,0.2083333333333332,0.3987138263665595,0.1328125,0.268221574344023,0.4262295081967213,0.1538461538461537,0.0902255639097742,0.1569148936170212,0.0381861575178996,0.025943396226415,-0.1158536585365854,0.0187353629976581,-0.0744680851063831,0.0,-0.0354767184035477,-0.0113636363636365,0.0532687651331718,-0.1104294478527607,-0.2105263157894736,-0.2341549295774648,-0.2915309446254072,-0.329738058551618,-0.2857142857142858,-0.2857142857142858,-0.3017656500802569,-0.2314487632508834,-0.2032967032967033,-0.2821782178217822,-0.1838649155722327,-0.2232142857142857,-0.2525773195876289,-0.2341549295774648,-0.2368421052631579,-0.1714285714285714,-0.1212121212121213,-0.106776180698152,0.033254156769596,0.0957178841309822,0.1417322834645669,0.1298701298701297,0.2357954545454543
