firms,age,agr,cashdebt,che,chpmia,egr,herf,invest,lgr,mve_ia,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBOU_00-L,23.0,0.0166032692505397,0.1536191145467322,-213.5,-0.066743180693254,0.3089593211879211,4.034326425505137e-05,0.0298653233268222,-0.0597218434687755,14.550441299631672,-0.0352086977627867,0.0159509202453987,-0.0108024691358025,0.0640394088669951,0.0809007506255212,0.0693069306930693,0.08,0.0936708860759494,0.130890052356021,0.1191709844559585,0.1739130434782609,0.1814038286235186,0.1499556344276842,0.2437619961612285,0.2249527410207941,0.1623318385650225,0.1540516473731077,0.1846435100548447,0.228436018957346,0.1955719557195572,0.2461538461538461,0.2831683168316832,0.3570680628272251,0.3471933471933475,0.3935483870967742,0.4448160535117056,0.5373665480427048,0.5901840490797547,0.6405063291139241,0.6119402985074629,0.4163934426229507,0.348595213319459,0.4644067796610172,0.3130699088145898,0.3514077163712201,0.2831683168316832,0.4760820045558089,0.4416017797552838,0.3251533742331289,0.244956772334294,0.2249527410207941,0.2545982575024201,0.2558139534883721,0.1999999999999999,0.2011121408711771,0.1900826446280992,0.1900826446280992,0.2378223495702005,0.2985971943887775,0.2437619961612285,0.1955719557195572
BBTU_63-L^C18,22.0,-0.033154783893609,0.4437432103874605,-25.0,-0.7086306340248936,-5.248344370860929,3.9254427484226313e-07,-0.0146841521980051,-0.3090447865640308,0.6295885531325328,-0.2091648905250919,-0.0504747142026739,0.0268456375838925,-0.0197368421052631,0.1374045801526717,0.1119402985074626,0.1119402985074626,0.2113821138211382,0.1825396825396825,0.1119402985074626,0.1119402985074626,0.1119402985074626,0.0567375886524823,0.1919999999999999,0.0719424460431654,-0.0448717948717949,-0.06875,0.0275862068965517,-0.0509554140127388,0.0797101449275363,0.0797101449275363,0.1919999999999999,-0.0858895705521471,-0.0914634146341463,-0.0261437908496732,-0.0509554140127388,-0.1436781609195402,-0.255,-0.0802469135802469,0.0492957746478874,0.0136054421768707,-0.0569620253164557,-0.0132450331125827,0.041958041958042,-0.0745341614906832,-0.2358974358974358,-0.2904761904761905,-0.2870813397129186,-0.4291187739463601,-0.4620938628158845,-0.4640287769784172,-0.4156862745098039,-0.4291187739463601,-0.4581818181818181,-0.4291187739463601,-0.5681159420289855,-0.6005361930294906,-0.5906593406593407,-0.5591715976331361,-0.6005361930294906,-0.5706051873198847
BCQE_67-L^A14,23.0,0.0251256281407035,0.1450506370467167,-10.5,-0.0187414587330954,0.5117647058823529,2.5255159629520586e-06,-0.0276381909547738,-0.0503184713375796,1.1919748157733927,0.0726976355977273,0.1083370485956308,0.0686015831134563,-0.1103286384976525,-0.1366742596810933,-0.1463963963963964,-0.0954653937947495,-0.1444695259593679,-0.0641975308641974,0.03551912568306,-0.0026315789473683,0.2718120805369128,0.1081871345029239,0.2675585284280934,0.1017441860465115,-0.1040189125295508,-0.1226851851851852,-0.0548628428927679,-0.0155844155844155,0.0133689839572193,0.0646067415730338,0.0298913043478259,0.0557103064066852,0.1147058823529412,0.1519756838905774,0.3439716312056737,0.2804054054054055,0.4689922480620154,0.7546296296296295,1.07103825136612,1.0939226519337018,0.7465437788018434,0.9947368421052634,0.895,0.4689922480620154,0.0797720797720797,0.0736543909348441,0.1955835962145111,-0.0524999999999999,0.0215633423180592,0.2108626198083067,0.2031746031746031,0.238562091503268,0.3345070422535212,0.2426229508196722,-0.0756097560975609,-0.0181347150259066,-0.1061320754716981,-0.2021052631578946,-0.2281059063136457,-0.2169421487603305
BDAJ_H9-L,16.0,0.0286420770657324,0.1809458533241946,49.95,-0.0499253336469067,1.4745222929936308,1.2115564038341457e-07,0.076241500103029,-0.0713813615333773,0.2655867702771143,-0.0425043512996833,0.0461095100864553,-0.0066225165562914,0.0,0.0066666666666665,0.1526717557251908,0.1984126984126983,0.1984126984126983,0.1705426356589148,0.1889763779527558,0.2796610169491527,0.324561403508772,0.2796610169491527,0.5894736842105264,0.2796610169491527,0.2377049180327868,0.2796610169491527,0.3482142857142856,0.6413043478260869,0.8192771084337351,0.935897435897436,0.7159090909090908,0.696629213483146,0.935897435897436,1.0405405405405408,1.3230769230769228,1.359375,1.3230769230769228,1.0684931506849318,1.603448275862069,1.5593220338983054,1.2205882352941173,1.7454545454545451,1.5593220338983054,1.0972222222222223,0.986842105263158,1.0405405405405408,0.935897435897436,0.7159090909090908,0.5894736842105264,0.5567010309278351,0.6063829787234043,0.6413043478260869,0.6593406593406592,0.3853211009174311,0.5567010309278351,-0.0736196319018404,-0.1169590643274853,-0.1011904761904761,-0.1657458563535911,-0.2487562189054725
BFRL_28-L,22.0,-0.0587235121172613,0.0038094986223775,11.332,-0.2068595187334094,-0.0827431282495565,4.470174376863162e-08,-0.0429296002991513,-0.053617603006651,0.0985086740176994,-0.0548644698170117,-0.0548644698170117,-0.0209580838323353,-0.0132939438700147,-0.0044709388971684,0.0372670807453414,0.1497418244406196,0.1360544217687074,0.1719298245614033,0.1360544217687074,0.1302876480541455,0.1843971631205674,0.1843971631205674,0.1928571428571428,0.065390749601276,0.0292758089368259,0.1245791245791245,0.4811529933481153,0.528604118993135,0.5045045045045042,0.4713656387665197,0.4778761061946903,0.468131868131868,0.5147392290249433,0.568075117370892,0.557109557109557,0.5498839907192576,0.4977578475336321,0.4273504273504274,0.528604118993135,0.4844444444444444,0.4396551724137931,0.571764705882353,-0.2047619047619048,-0.2168815943728018,-0.4271012006861063,-0.415061295971979,-0.7184997892962495,-0.6730298580518845,-0.7500935278713057,-0.7136733819117016,-0.6681569796323894,-0.6619433198380567,-0.6446808510638298,-0.6116279069767442,-0.6028537455410226,-0.631346578366446,-0.6191562143671607,-0.6569080636877247,-0.6928735632183909,-0.7536873156342183
BJJT_37-L,21.0,0.2887855543766848,0.0030477843826651,15.8,0.0100275600727911,0.0861430159318266,1.474071416734701e-07,4.0611817023458255e-05,0.258795408983764,0.7881901007927385,0.4334128878281623,0.4334128878281623,0.0473372781065088,-0.0478873239436619,-0.0058823529411764,0.1045751633986926,0.0974025974025973,0.2706766917293233,0.4024896265560165,0.2380952380952381,0.1575342465753424,0.3050193050193051,0.2158273381294964,0.6568627450980391,0.3519999999999998,0.2754716981132075,0.2999999999999998,0.3359683794466404,0.3203125,0.3739837398373984,0.3629032258064515,0.2950191570881226,0.2380952380952381,0.5022222222222221,0.8074866310160427,0.69,1.0,0.9204545454545454,1.011904761904762,0.953757225433526,0.898876404494382,0.898876404494382,0.7604166666666667,0.9096045197740112,0.5363636363636362,0.4955752212389381,0.6328502415458939,0.5648148148148147,0.3307086614173227,0.2335766423357663,0.2335766423357663,0.3100775193798448,0.2900763358778624,0.2246376811594204,0.1304347826086955,-0.0986666666666666,-0.0986666666666666,-0.1507537688442211,-0.2247706422018349,-0.2028301886792453,-0.2335600907029479
BLNT_37-L^D19,14.0,0.1115650453733014,0.1216575071991736,5.5405000000000015,-0.0206532440299313,0.2677694972364766,2.275891086928897e-07,0.0089686375993631,0.0697994955171397,0.673413657994552,0.0664808200754358,0.20495428219904,-0.0029154518950438,-0.0255681818181817,-0.0227920227920226,0.0147928994082842,0.0685358255451713,0.0906200317965024,0.1627118644067795,0.1587837837837837,0.2163120567375887,0.2014010507880912,0.1471571906354514,0.3141762452107282,0.2206405693950177,0.2382671480144405,0.2206405693950177,0.363817097415507,0.4658119658119659,0.4173553719008265,0.5990675990675991,0.5210643015521066,0.4202898550724638,0.4232365145228216,0.5806451612903227,0.6855036855036856,0.6255924170616116,0.5381165919282511,0.6333333333333333,0.545045045045045,0.456475583864119,0.5662100456621006,0.3720000000000001,0.5381165919282511,0.6217494089834514,0.5244444444444445,0.698019801980198,0.7544757033248082,0.8005249343832022,0.8293333333333335,0.8293333333333335,0.9055555555555556,0.9884057971014492,1.0662650602409642,1.0295857988165684,0.8743169398907105,0.8391420911528151,0.7589743589743592,0.8342245989304813,0.6570048309178746,0.4913043478260872
BLNV_40-L^F19,14.0,0.0927885617588993,0.1973363592059993,10.915500000000002,0.3372279480607364,0.0145771026529251,1.3144698565354603e-10,0.0013733737170604,0.3403013022384885,0.0871553287010249,-0.575080553449583,-0.575080553449583,-0.072463768115942,0.1129032258064517,0.1694915254237288,0.1694915254237288,0.1734693877551021,0.1937716262975779,0.1274509803921568,0.1577181208053693,0.1577181208053693,0.3320463320463322,0.3269230769230768,0.3269230769230768,0.2777777777777777,0.2105263157894736,0.2105263157894736,0.1538461538461537,0.0952380952380953,0.0952380952380953,0.0454545454545456,0.1500000000000001,0.1500000000000001,0.1129032258064517,0.4806866952789699,0.4139344262295084,0.369047619047619,0.4375000000000002,0.5401785714285714,0.4870689655172415,0.5825688073394495,0.5610859728506787,0.6586538461538463,0.5681818181818181,0.1057692307692308,0.4870689655172415,0.619718309859155,0.2365591397849462,0.0298507462686568,0.0207100591715976,-0.0142857142857142,0.032934131736527,0.0849056603773585,0.0147058823529413,0.2321428571428572,0.0207100591715976,0.0615384615384615,-0.0142857142857142,-0.0389972144846796,-0.188235294117647,-0.2247191011235955
BPVK_29-L,15.0,0.0539570464886868,0.3021828987279745,-91.55680000000008,-0.0375671887147571,0.1587308349240931,0.0001844587735868,0.016155407272855,-0.0105053699296697,19.348435744401865,0.0917282296119791,0.0459105771228935,-0.0191522762951334,0.0652173913043479,0.1001727115716752,0.0687919463087247,0.050461741424802,0.0900068446269679,0.0494233937397035,0.0234575835475578,-0.0114835505896957,-0.030441400304414,-0.0227063516416079,0.0297445845457484,0.0967630853994492,0.1024575977847006,0.0811269517990496,0.0874018436326391,0.0848092643051772,0.0945017182130583,0.1569197239375226,0.1705255420801177,0.1518987341772153,0.1151960784313725,0.1448598130841121,0.1761447562776958,0.2364130434782607,0.3698924731182795,0.3134020618556701,0.4218750000000002,0.1822568671121009,0.1346633416458853,0.3161157024793388,0.1778846153846154,0.2603878116343492,0.1641081871345029,0.3069347558473534,0.4953051643192487,0.4610091743119267,0.5145030908226342,0.5814299900695135,0.6959531416400426,0.5275779376498801,0.4718114602587799,0.3896160558464223,0.3669527896995708,0.2868686868686869,0.3096217105263159,0.2588932806324111,0.1982693754702784,0.1871039880730527
BUBP_92-L^K18,15.0,0.1144879267277269,0.2538829849351862,-105.0,0.098750851353862,0.8482142857142857,1.778446632496808e-05,0.0129059117402164,0.0176720075400565,6.74565058415617,0.0981398738134861,0.1158660351826793,0.0228915662650601,-0.014251781472684,0.0024154589371983,0.046658259773014,0.0921052631578949,0.1277173913043479,0.1511789181692096,0.1706629055007054,0.1756373937677056,0.1657303370786518,0.1624649859943978,0.1925287356321841,0.456140350877193,0.3495934959349593,0.3562091503267974,0.4981949458483756,0.5398886827458258,0.4768683274021352,0.5201465201465203,0.537037037037037,0.4485165794066317,0.5257352941176472,0.5660377358490567,0.7965367965367967,0.8444444444444446,0.7008196721311477,0.9168591224018476,0.8043478260869568,0.7255717255717258,0.729166666666667,1.0048309178743966,1.1282051282051286,0.9951923076923076,0.7773019271948609,0.8609865470852021,0.8201754385964914,0.5543071161048692,0.5145985401459854,0.4510489510489512,0.4954954954954957,0.4928057553956837,0.3408723747980613,0.3606557377049182,0.2028985507246377,0.2134502923976609,0.2351190476190476,0.2671755725190841,0.3050314465408805,0.2613981762917934
