firms,absacc,acc,age,agr,chpmia,currat,egr,herf,invest,pchcapx_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.028601458738096,0.028601458738096,4.0,-0.0482998694598122,-0.5570808737802877,0.9838182131175762,-0.0264927654371306,7.896708184340582e-06,0.0237458817678872,-2.1078795389977496,0.1687570330042822,-0.0539200804094252,-0.2350591761983516,0.5336225607909503,4.776595744680851,0.4663453262179377,0.0623081090843417,0.4360465116279071,0.1278688524590163,0.4156378600823045,0.186206896551724,0.0,-0.0826666666666666,-0.0523415977961432,0.2374100719424461,0.0990415335463259,0.1740614334470989,0.186206896551724,0.158249158249158,-0.0417827298050138,0.0117647058823529,0.0238095238095237,0.3079847908745248,0.2329749103942651,-0.31062124248497,-0.4666666666666667,-0.4723926380368097,-0.4723926380368097,-0.31062124248497,-0.328125,-0.4189189189189189,-0.2505446623093682,-0.2921810699588477,-0.4880952380952381,-0.5120567375886524,-0.557840616966581,-0.7250199840127898,-0.6528758829465187,-0.6779026217228464,-0.7079796264855687,-0.73061863743148,-0.7490882567469002,-0.7361963190184049,-0.7361963190184049,-0.7800511508951407,-0.8063063063063063,-0.8011560693641618,-0.7742782152230971,-0.7537580529706513,-0.7562012756909993,-0.7562012756909993,-0.7464996315401622,-0.7440476190476191,-0.693950177935943,-0.6977152899824253,-0.7514450867052023
BALZ_07-L^I10,0.0537624942980385,-0.0537624942980385,4.0,-0.1968686868686869,0.6697012360768462,2.131091300646066,-0.124014644282463,3.0736136980006626e-08,-0.0338816738816738,-4.589144976597569,-0.0080445412319163,-0.0675567182806562,-0.4625564447658877,-0.3205582539450917,-2.319751381215469,1.5559673461211,-0.4893784786641929,-0.2999999999999999,0.1111111111111111,0.0,-0.0909090909090908,-0.0909090909090908,-0.1666666666666666,0.25,0.1111111111111111,0.0,0.1111111111111111,0.4285714285714286,-0.0909090909090908,-0.2857142857142857,-0.2857142857142857,-0.2307692307692307,-0.2307692307692307,-0.2857142857142857,-0.2857142857142857,-0.3333333333333332,-0.375,-0.4117647058823529,-0.375,-0.4117647058823529,-0.5238095238095237,-0.5833333333333333,-0.6,-0.6551724137931034,-0.6666666666666666,-0.696969696969697,-0.7222222222222222,-0.7058823529411764,-0.736842105263158,-0.7222222222222222,-0.7297297297297297,-0.7058823529411764,-0.7142857142857142,-0.696969696969697,-0.7297297297297297,-0.7142857142857142,-0.736842105263158,-0.75,-0.75,-0.7872340425531914,-0.8214285714285714,-0.8305084745762712,-0.84375,-0.8245614035087719,-0.8275862068965517,-0.8333333333333333
BAMD_17-L^J98,0.0953264723913233,-0.0953264723913233,4.0,0.0648034504384227,0.0262036382662172,1.2874155905476403,0.0555618294748731,3.0332088328717147e-08,0.0378132346321212,-16.921173593089343,0.0018649079736484,0.0018649079736484,1.0652614353619574,0.1629521110229302,-6.649077203015336,1.2874155905476403,0.0652614353619574,-0.0307692307692307,0.25,0.2037037037037037,0.0317460317460318,-0.037037037037037,-0.1612903225806451,-0.1216216216216216,0.0317460317460318,-0.1447368421052631,-0.1823899371069182,-0.1095890410958904,-0.0510948905109489,-0.1823899371069182,-0.2528735632183908,-0.2613636363636363,-0.319371727748691,-0.1975308641975308,-0.3779904306220095,-0.4090909090909091,-0.4063926940639268,-0.3838862559241706,-0.2528735632183908,-0.2024539877300613,-0.2817679558011049,-0.4196428571428572,-0.4273127753303964,-0.5220588235294118,-0.6,-0.6505376344086022,-0.6683673469387754,-0.6036585365853658,-0.6036585365853658,-0.5886075949367089,-0.5737704918032787,-0.5637583892617449,-0.5792880258899675,-0.6048632218844985,-0.5723684210526316,-0.606060606060606,-0.5652173913043479,-0.5272727272727273,-0.4941634241245135,-0.4117647058823529,-0.4117647058823529,-0.3010752688172043,-0.2307692307692307,-0.1666666666666666,-0.1333333333333333,-0.1390728476821191
BBEK_99-L^L95,0.0483882101194174,-0.0483882101194174,4.0,0.1732673267326732,1.7681383997841793,1.1756574160690156,0.1713388652164162,4.182335523803238e-06,0.0822082208220821,8.901955911910346,0.0192320641723198,0.0468886108479657,-0.0450774518268426,-0.4552668952044765,-0.7324973876698015,0.8987631223365553,0.0480698604423407,-0.0309734513274335,0.1957671957671958,0.3063583815028901,0.2417582417582415,0.0560747663551399,-0.3774104683195592,-0.4205128205128206,-0.3067484662576687,-0.4249363867684479,-0.4160206718346254,-0.3067484662576687,-0.4083769633507853,-0.5065502183406114,-0.5150214592274679,-0.5470941883767535,-0.5443548387096775,-0.5387755102040817,-0.5406504065040652,-0.5291666666666667,-0.5150214592274679,-0.4756380510440835,-0.4005305039787799,-0.3875338753387534,-0.4099216710182768,-0.3468208092485549,-0.3633802816901409,-0.3293768545994066,-0.4036939313984169,-0.3891891891891893,-0.3973333333333334,-0.3088685015290521,-0.3253731343283582,-0.29375,-0.3151515151515152,-0.3391812865497077,-0.3430232558139535,-0.298136645962733,-0.2756410256410257,-0.3687150837988827,-0.3313609467455621,-0.2416107382550336,-0.2312925170068027,-0.2491694352159468,-0.226027397260274,-0.1928571428571428,-0.143939393939394,-0.0044052863436124,-0.0087719298245614,-0.099601593625498
BBIO_50-L^J00,0.1014492753623188,-0.1014492753623188,4.0,0.0249146553273042,-0.2170244432992654,1.2849538679914834,-0.0117735849056603,1.0078270707960613e-05,0.0755824399592741,-18.57161687877847,-0.0663965230757614,-0.0976308338280563,-0.0199952377747762,0.0082560362775546,-3.543388429752066,0.74041873669269,0.035369273917108,0.0,0.0461538461538462,0.1826086956521742,0.0225563909774435,0.142857142857143,-0.0620689655172412,0.0225563909774435,0.192982456140351,0.2035398230088496,0.2592592592592593,0.3600000000000001,0.4020618556701032,0.2142857142857142,0.0793650793650795,0.0461538461538462,0.1724137931034484,0.1724137931034484,0.1525423728813559,0.0967741935483872,0.0708661417322835,0.1056910569105691,0.2830188679245282,0.2252252252252251,0.2252252252252251,0.3737373737373739,0.2830188679245282,0.1724137931034484,0.0708661417322835,-0.0144927536231882,0.0381679389312976,0.0461538461538462,0.0303030303030302,0.0542635658914729,-0.0620689655172412,-0.0872483221476508,0.0074074074074073,0.0461538461538462,-0.0684931506849314,-0.1168831168831168,-0.074829931972789,0.0225563909774435,0.0303030303030302,0.0461538461538462,0.1056910569105691,0.1333333333333335,0.142857142857143,0.3600000000000001,0.3076923076923077,0.2142857142857142
BBNH_32-L^L97,0.0266307277628032,-0.0266307277628032,6.0,0.0191575051703494,-0.1514109837277854,1.4883720930232558,0.0988269794721407,0.0001587946516962,-0.0018504408403178,-5.589572014765853,0.097602585974679,0.1377474744896183,-0.169322861444091,-0.1984157922846474,-0.3958333333333333,0.9044397463002114,-0.0954503886602652,0.0849514563106794,0.0248756218905474,0.0618556701030927,-0.0236966824644548,-0.0945054945054943,-0.1953125,-0.1505154639175256,-0.0699774266365688,-0.1004366812227074,-0.1196581196581195,-0.0657596371882086,0.0024330900243307,-0.0328638497652581,-0.0096153846153845,-0.019047619047619,0.0483460559796438,0.1135135135135134,0.0729166666666667,0.0147783251231528,0.0274314214463842,0.1256830601092895,0.2447129909365559,0.2189349112426035,0.3687707641196014,0.492753623188406,0.5259259259259259,0.4767025089605734,0.2522796352583587,0.2638036809815951,0.2955974842767295,0.5091575091575091,0.4109589041095891,0.4714285714285715,0.3552631578947369,0.3121019108280254,0.4456140350877193,0.5968992248062015,0.42560553633218,0.3037974683544304,0.3825503355704698,0.492753623188406,0.5373134328358209,0.4355400696864111,0.5036496350364963,0.5968992248062015,0.609375,0.916279069767442,0.8392857142857142,0.8311111111111111
BBOU_00-L,0.046358454718176,-0.046358454718176,4.0,0.0911137597669183,2.122574809914003,1.4432707355242569,0.0285138248847926,2.562917316335752e-05,0.0311217057343398,-0.1110866967353828,-0.0762706812910627,-0.0226830793088259,-0.0091475530740615,-0.0534631746409974,-0.6971428571428572,0.735133020344288,0.0805574439157036,0.0453074433656959,-0.0064308681672026,0.0231788079470198,-0.019047619047619,-0.0206022187004754,-0.1146131805157594,-0.1209103840682789,-0.0328638497652582,-0.0951683748169839,-0.0664652567975832,0.0510204081632652,0.0785340314136124,0.0198019801980198,0.0334448160535116,0.0386554621848738,0.0861159929701229,0.1016042780748662,0.1016042780748662,0.177142857142857,0.1930501930501931,0.3261802575107295,0.4109589041095889,0.4045454545454543,0.4439252336448596,0.511002444987775,0.5765306122448979,0.5,0.3233404710920771,0.3464052287581698,0.376391982182628,0.5968992248062015,0.5927835051546391,0.6349206349206349,0.6051948051948051,0.5566750629722921,0.6436170212765957,0.7913043478260868,0.8841463414634148,0.7965116279069766,0.97444089456869,1.1164383561643834,1.1914893617021276,1.2973977695167287,1.4426877470355732,1.6869565217391305,1.7466666666666666,2.2020725388601035,2.2526315789473683,2.137055837563452
BBQS_26-L^G99,0.0032012629640186,0.0032012629640186,4.0,0.0185447463928477,0.2099908568265989,1.7709579011592431,-0.2182854311199207,4.849673423709878e-05,0.0014605647517039,-13.443092922474078,-0.0729121839334241,-0.0268170894659343,-0.0011905744055702,-0.4204845374425671,0.0777422790202344,1.1330079316656498,-0.0609028046213976,0.1037735849056602,0.2470588235294117,0.06,-0.1653543307086613,-0.3333333333333333,-0.4078212290502793,-0.4591836734693877,-0.3496932515337423,-0.3116883116883117,-0.36144578313253,-0.3652694610778443,-0.3652694610778443,-0.4619289340101522,-0.5115207373271888,-0.5479744136460554,-0.5460385438972162,-0.4879227053140096,-0.5536842105263158,-0.5691056910569106,-0.5691056910569106,-0.5170842824601366,-0.3595166163141994,-0.5601659751037344,-0.5655737704918032,-0.5776892430278884,-0.5619834710743801,-0.584313725490196,-0.6166365280289331,-0.6180180180180179,-0.5923076923076923,-0.5421166306695464,-0.5214446952595937,-0.5867446393762183,-0.6,-0.6261022927689595,-0.5969581749049429,-0.6110091743119266,-0.6388415672913117,-0.6524590163934425,-0.6180180180180179,-0.6029962546816479,-0.6029962546816479,-0.6,-0.6029962546816479,-0.6095764272559852,-0.6088560885608856,-0.5498938428874734,-0.5793650793650793,-0.5961904761904762
BBTU_63-L^C18,0.0678286521522353,-0.0678286521522353,4.0,-0.0716675012518778,1.6755655674855046,1.44551977306858,-0.1192120298643485,4.402469054034518e-05,-0.0025638457686529,-30.24943650531493,-0.1883063811955274,-0.258491375232978,-0.0080618165595627,0.0136123146405906,-272.08333333333337,1.0862673118638413,0.1005890588266371,0.1142857142857141,0.0120481927710842,0.2173913043478261,-0.0163934426229507,-0.1549295774647886,-0.2592592592592592,-0.3092105263157895,-0.1780821917808219,-0.2499999999999999,-0.1715976331360946,-0.2499999999999999,-0.2618629173989455,-0.3034825870646765,-0.3279999999999999,-0.37592867756315,-0.3301435406698564,-0.240506329113924,-0.3148450244698205,-0.3587786259541984,-0.3721973094170403,-0.3225806451612902,-0.2075471698113207,-0.2592592592592592,-0.3103448275862068,-0.3148450244698205,-0.2473118279569892,-0.3538461538461538,-0.4324324324324324,-0.4545454545454546,-0.4285714285714285,-0.3069306930693068,-0.3868613138686131,-0.3777777777777777,-0.4285714285714285,-0.465648854961832,-0.408450704225352,-0.3538461538461538,-0.4480946123521682,-0.453125,-0.445910290237467,-0.3740685543964231,-0.37125748502994,-0.3508500772797527,-0.3333333333333332,-0.3170731707317074,-0.2682926829268293,-0.1599999999999999,-0.1428571428571429,-0.2015209125475284
BBVN_02-L^I99,0.0158986461309154,-0.0158986461309154,4.0,-0.0396883369856343,1.5962584829281006,1.3856635071090049,-0.1551601423487544,4.019184054610525e-07,0.0725590455320185,14.260673489679084,-0.2226511198823732,-0.2887801560137094,-0.0607511192655221,0.135222999241884,-0.6037735849056605,0.98281990521327,0.0782773564463706,0.0913978494623655,0.0568181818181818,0.087719298245614,0.1204819277108435,-0.0606060606060605,-0.2762645914396886,-0.3186813186813186,-0.2469635627530364,-0.2589641434262947,-0.2927756653992395,-0.2873563218390804,-0.2677165354330708,-0.2846153846153846,-0.2249999999999999,-0.256,-0.2439024390243902,-0.1428571428571428,-0.1769911504424777,-0.146788990825688,-0.1142857142857143,-0.0926829268292681,0.0,-0.1659192825112107,-0.0926829268292681,-0.0210526315789473,0.0219780219780219,0.0219780219780219,-0.088235294117647,-0.0926829268292681,0.0108695652173913,-0.0362694300518133,-0.0606060606060605,-0.0106382978723402,0.0,-0.0606060606060605,-0.0746268656716416,0.0108695652173913,-0.1428571428571428,-0.1388888888888889,-0.1142857142857143,-0.0158730158730158,0.0,0.0,-0.0053475935828877,-0.0558375634517765,-0.0606060606060605,0.0689655172413794,0.0508474576271187,-0.0158730158730158
