firms,age,agr,cash,cashdebt,chatoia,chcsho,chpmia,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,16.0,-0.1126112171305359,0.0697663052206031,0.0988162853654652,1.003412396543675,0.0001207178248849,-0.0299723526040751,0.3484698370761779,-0.2276462205512265,-0.1112807230062656,1.8204778682253955e-08,0.0177947408857716,-0.030361642288833,0.1205339414113887,-0.1292559206981068,0.0396862185368566,0.1734047945160472,-0.0235932482505288,0.0713731140752759,1.1853021591821524,0.0416666666666667,0.0,-0.1864406779661016,-0.1724137931034483,-0.0588235294117647,-0.04,0.0434782608695651,0.0212765957446807,-0.0769230769230769,0.1707317073170731,0.1428571428571428,0.263157894736842,0.4117647058823528,0.6551724137931034,0.5,0.6551724137931034,0.5483870967741935,0.2307692307692306,0.4117647058823528,0.846153846153846,0.4117647058823528,0.4545454545454543,0.3333333333333332,0.0212765957446807,-0.04,-0.04,-0.0588235294117647,-0.142857142857143,-0.323943661971831,-0.368421052631579,-0.1272727272727274,-0.0943396226415095,-0.3333333333333333,-0.3333333333333333,-0.5294117647058824,-0.5294117647058824,-0.5826086956521739,-0.5339805825242718,-0.6842105263157895,-0.7419354838709677,-0.7073170731707317,-0.7391304347826086,-0.7623762376237624,-0.7473684210526316,-0.7623762376237624,-0.7446808510638299,-0.7486910994764397,-0.7,-0.627906976744186
BBTK_30-L^C11,11.0,0.1364296081277213,0.1020806241872561,0.1818181818181818,0.2030894931307051,-0.0176602507504856,-6.756184204587491,0.0887634684453566,0.8411764705882353,0.1253396739130146,2.7378219310650414e-07,0.2216981132075471,-0.108730583824317,0.00242805136401,-0.3980598279380004,0.1172088780784433,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.5957935059583286,0.2857142857142858,0.0,-0.2222222222222223,0.0,0.0,-0.1250000000000001,-0.1250000000000001,-0.2222222222222223,0.0,0.0,-0.1250000000000001,-0.1250000000000001,-0.1250000000000001,-0.3,-0.3636363636363637,-0.3,-0.1666666666666667,-0.054054054054054,-0.054054054054054,-0.1250000000000001,0.346153846153846,0.346153846153846,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1250000000000001,-0.1250000000000001,0.4583333333333332,-0.1250000000000001,-0.1250000000000001,-0.0789473684210526,0.0,0.1666666666666667,0.3999999999999999,0.2499999999999997,0.2499999999999997,0.2499999999999997,0.3999999999999999,0.3999999999999999,0.7499999999999998,0.296296296296296,0.5909090909090908
BBTU_63-L^C18,15.0,0.0400149809781001,0.1179640032099048,0.1179786665684125,2.07553891108043,0.0001828583457497,0.0322761632455739,0.0810558280775519,-0.0107679229243413,-0.0330073822131131,6.188478090242734e-05,0.0389505430604562,0.0882930019620667,4.1234643711966985,-0.0153087397747829,-0.5678652382520899,0.7588167003159204,0.0473176677131886,0.6299507209344771,0.8149230723728267,0.08,0.0928961748633878,0.0869565217391306,0.098901098901099,0.1070110701107012,0.1538461538461537,0.2684989429175475,0.3667425968109341,0.2552301255230125,0.2605042016806722,0.3513513513513513,0.3729977116704805,0.6172506738544474,0.8018018018018018,0.639344262295082,0.5463917525773196,0.4888337468982628,0.3793103448275863,0.4218009478672986,0.5789473684210527,0.2820512820512821,0.3129102844638949,0.1278195488721805,0.0135135135135135,-0.0196078431372549,-0.0016638935108153,0.1090573012939002,0.1834319526627217,0.1787819253438114,0.2072434607645876,0.4018691588785046,0.3513513513513513,0.0344827586206897,0.0050251256281408,0.0118043844856661,0.0273972602739727,0.1194029850746267,0.2072434607645876,0.0810810810810811,0.0327022375215146,0.1904761904761904,0.2847965738758029,0.2987012987012987,0.2847965738758029,0.1450381679389312,0.1257035647279549,0.1152416356877323,-0.0049751243781095,-0.0769230769230768
BBXK_89-L^E06,16.0,0.0919815859200379,0.0976806604221171,0.1838340817554742,1.0430815178996364,0.0028109201163756,-0.0435615994969064,0.0691617108874657,-0.2202804107424961,-0.0945601720819517,5.3474342401924295e-05,0.0358216024986306,0.3243752185726199,8.041425213100297,0.0113980122159787,0.0893331874374487,-0.0722857550672494,1.027769524092507,0.0277695240925073,0.642261126059897,0.3257575757575757,-0.025830258302583,-0.0769230769230768,0.0232558139534884,-0.043478260869565,0.0114942528735633,-0.0399999999999999,-0.1111111111111111,-0.0989761092150171,-0.095890410958904,-0.108108108108108,-0.043478260869565,-0.0185873605947954,-0.0294117647058823,-0.0989761092150171,-0.0989761092150171,-0.122923588039867,-0.1801242236024844,-0.2707182320441988,-0.1456310679611649,-0.1901840490797545,-0.1592356687898088,-0.2767123287671232,-0.2707182320441988,-0.2941176470588235,-0.2826086956521739,-0.4210526315789473,-0.4027149321266968,-0.3817330210772832,-0.3497536945812807,-0.2413793103448275,-0.122923588039867,-0.1801242236024844,-0.0989761092150171,-0.1428571428571428,-0.1020408163265305,-0.1538461538461538,-0.1724137931034481,-0.0469314079422382,0.0,0.1999999999999999,0.1379310344827586,0.1478260869565217,0.1092436974789916,0.0602409638554215,0.0153846153846153,-0.0638297872340424,-0.1428571428571428,-0.0469314079422382
BCPS_48-L^C06,15.0,0.0501815135437028,0.0302055457495871,0.0781949707199449,0.4584957132505162,2.282830906832292e-06,-0.5504162755084128,0.0784266984505363,0.0153945875871009,0.0147377310432137,4.072700617557277e-06,0.0907846970120078,0.0711673949879603,1.5311586243663329,-0.0769008055073381,-0.0757818407448444,-0.1389365541582084,0.1260058326181215,-0.1439034415754269,0.6435406065761821,-0.0092592592592593,-0.0357142857142857,-0.0649350649350648,-0.0769230769230767,-0.0608695652173911,-0.129032258064516,-0.2340425531914892,-0.1394422310756971,-0.1660231660231659,-0.0567685589519649,-0.0769230769230767,-0.0924369747899158,0.08,0.2485549132947977,0.3584905660377357,0.3170731707317074,0.3170731707317074,0.1675675675675676,0.1739130434782609,0.2631578947368422,-0.0442477876106193,0.0236966824644551,-0.1147540983606556,-0.1970260223048326,-0.2258064516129031,-0.129032258064516,0.0384615384615385,-0.0442477876106193,-0.0924369747899158,-0.121951219512195,0.0384615384615385,0.1999999999999999,-0.0608695652173911,-0.1755725190839694,-0.1692307692307691,-0.2751677852348992,-0.1692307692307691,-0.15625,-0.2727272727272727,-0.2799999999999999,-0.3186119873817034,-0.3121019108280254,-0.2367491166077738,-0.6411960132890364,-0.6357504215851602,-0.595505617977528,-0.6203866432337435,-0.7024793388429752,-0.6593059936908516
BCQE_67-L^A14,16.0,-0.2252906976744186,0.3193061355605525,-0.0463760434609778,1.0304013917924129,0.6253626278936839,-1.2562269115310785,0.2318181818181818,3.5533980582524274,-0.2705432705431982,1.1747751996824284e-05,-0.1087693798449612,-0.1342398022249691,0.8829714476534685,-0.2740213523131673,-0.0267672249467135,0.0064923738753167,-0.0231672591083087,-0.2245914707054603,1.546972611961976,-0.1798245614035086,0.0133333333333331,-0.11284046692607,-0.2348993288590605,0.0704225352112675,-0.0693877551020409,-0.3804347826086958,-0.2897196261682243,-0.4466019417475728,-0.2645161290322582,-0.0256410256410256,0.0555555555555553,0.3902439024390243,0.9487179487179488,0.2808988764044942,-0.6280587275693312,-0.6298701298701299,-0.7054263565891473,-0.6876712328767123,-0.6719424460431656,-0.7379310344827585,-0.7076923076923077,-0.7830637488106565,-0.815831987075929,-0.8197628458498024,-0.8426501035196687,-0.8042918454935623,-0.8317343173431735,-0.83632447954056,-0.8109452736318408,-0.6939597315436241,-0.5,-0.776908023483366,-0.7807692307692308,-0.8559696778269109,-0.8672102504368084,-0.8681318681318682,-0.8562421185372004,-0.877221324717286,-0.8933582787652011,-0.87527352297593,-0.8851963746223566,-0.8798735511064278,-0.8672102504368084,-0.925514537732767,-0.9206680584551148,-0.921944539541253,-0.9173014145810664,-0.9365256124721604
BCZB_W7-L^G07,16.0,0.0467126589643421,0.0384340506630667,0.1158209786315862,1.1167167218891687,1.2922457742463152e-06,0.0182156052278686,0.0530801071341611,0.0201878872676394,0.0216049382716049,0.0002279841306026,0.0514504197489818,0.0645207644776548,5.095722418128423,-0.0262189591445854,0.081797999451221,0.0421693918531267,-0.1760008980019456,-0.0165806081468732,0.8047382779398159,-0.0283018867924529,0.0564784053156146,-0.0835734870317003,-0.0093457943925232,-0.1092436974789915,-0.0674486803519061,-0.0563798219584569,0.0127388535031847,0.0,0.0529801324503311,0.0965517241379312,0.0291262135922332,0.1605839416058394,0.2619047619047618,0.1954887218045113,0.1316725978647688,-0.0031347962382444,-0.064705882352941,0.003154574132492,0.0324675324675325,-0.1142061281337046,-0.0782608695652173,-0.237410071942446,-0.2621809744779582,-0.3056768558951964,-0.3041575492341356,-0.3262711864406779,-0.2885906040268455,-0.2392344497607654,-0.2318840579710144,-0.2621809744779582,-0.2262773722627737,-0.2604651162790696,-0.3116883116883117,-0.3677932405566601,-0.3614457831325302,-0.2964601769911503,-0.2980132450331125,-0.2689655172413792,-0.237410071942446,-0.2995594713656387,-0.2901785714285715,-0.2949002217294899,-0.2535211267605632,-0.2318840579710144,-0.1358695652173913,-0.1166666666666667,0.022508038585209,-0.1718749999999999
BDAJ_H9-L,9.0,0.1080231596360629,0.0635006784260515,0.1565847636493967,0.990799758436778,0.0002858609929754,0.2507251620886748,0.118152390438247,-0.2505688282138794,-0.0093123021789724,2.8780595415234843e-06,0.0343534601599117,0.4034264931087289,1.7937888133691895,0.144436367433492,-0.1716486643064295,0.371418156669442,0.0755497987050684,0.3149665437662162,0.4274329439147643,-0.0271493212669683,-0.0494623655913979,0.0,0.0091324200913243,0.1391752577319587,0.0859950859950859,0.1161616161616161,0.2043596730245231,0.1161616161616161,0.096774193548387,0.2701149425287357,0.2592592592592593,0.3154761904761904,0.3353474320241691,0.3558282208588958,0.3475609756097562,0.1945945945945946,0.1362467866323906,0.0650602409638552,0.303834808259587,0.2043596730245231,0.3769470404984423,0.201086956521739,0.1133501259445843,0.1570680628272251,0.0859950859950859,0.2701149425287357,0.2628571428571429,0.3855799373040751,0.4076433121019107,0.6679245283018869,0.7470355731225298,0.4166666666666665,0.3434650455927051,0.5085324232081909,0.4444444444444444,0.7065637065637067,0.6742424242424241,0.7265625,0.8808510638297871,0.8189300411522633,0.7470355731225298,0.8416666666666668,0.8888888888888891,0.8969957081545064,0.9134199134199132,1.09478672985782,1.221105527638191,1.1666666666666663
BFRL_28-L,15.0,0.2416451499687172,0.0018249848349043,0.108107353709689,0.2703841431951655,0.0017082766971524,-1.2232013059851374,0.0811486388493136,0.4994042160797786,-0.1019220177172726,4.3338811880649817e-08,-0.1134956405155885,0.1816802497119873,0.0667141772324458,3.7020756966513946,-0.3269014716343613,0.2724403569927955,0.3269014716343613,0.3269014716343613,0.2095915134000688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFTY_62-L^H05,17.0,0.0287939642676128,0.0001990324468216,0.0645175358974401,0.0699850278477474,-0.110503297666553,-2.308800091427157,0.1423092318329027,0.0980005632216277,-0.0174042104764323,2.5644896744233226e-08,0.0134787507012161,0.016441991331046,0.3880127258715446,0.1792235346240631,0.0083079222557399,0.611446057483768,-0.0083079222557399,-0.0083079222557399,-0.0911190544680413,-0.1439114391143912,0.0226415094339622,0.0149812734082397,0.1198347107438015,0.1581196581196582,0.1834061135371179,0.173160173160173,0.418848167539267,0.3482587064676619,0.5224719101123596,0.6832298136645962,0.6937499999999999,0.8951048951048952,0.8819444444444444,0.963768115942029,0.794701986754967,0.8310810810810811,0.6035502958579881,0.8689655172413793,0.8310810810810811,0.5485714285714285,0.6424242424242426,0.3219512195121952,0.1152263374485595,0.0971659919028338,0.0111940298507462,0.0753968253968253,0.0074349442379182,0.0627450980392156,0.0883534136546184,0.1630901287553647,-0.0524475524475523,-0.2167630057803468,-0.2167630057803468,-0.2301136363636363,-0.3422330097087379,-0.2868421052631579,-0.1934523809523809,-0.2695417789757413,-0.3292079207920791,-0.3156565656565656,-0.2554945054945055,-0.2961038961038961,-0.2811671087533156,-0.2754010695187167,-0.2387640449438202,-0.1229773462783171,-0.0181159420289854,0.0149812734082397
