firms,absacc,acc,age,agr,chpmia,currat,depr,egr,gma,grltnoa,herf,invest,lgr,mve_ia,operprof,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,roic,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0011905352448038,0.0011905352448038,18.0,0.1577260650019519,-0.0394853161987336,1.2821200108117847,0.1780648865920183,0.1832710795419753,0.4986966869404253,0.0904865145621716,1.7135387604060833e-08,-0.0340939140946696,0.1385874480014469,0.2732397160339198,0.3742371359173757,-0.1869272775206818,0.0044786848850989,0.0314011216099788,-0.0687474373102764,0.0180291648254528,0.9853703036309576,0.1047944528217931,2.79908176650634,0.0862822338717008,0.0126582278481013,0.0533333333333334,0.1532846715328466,0.234375,0.3982300884955754,0.4905660377358489,0.5643564356435644,0.595959595959596,0.5643564356435644,0.5047619047619047,0.4363636363636363,0.5047619047619047,0.6288659793814435,0.6458333333333335,0.9506172839506172,0.7954545454545456,0.9036144578313254,1.0256410256410255,1.5483870967741935,1.393939393939394,1.6333333333333335,1.5483870967741935,1.8727272727272728,1.8214285714285712,2.16,2.0384615384615383,2.291666666666667,2.291666666666667,2.5909090909090917,2.4347826086956523,2.291666666666667,2.16,2.291666666666667,2.291666666666667,1.6779661016949157,1.724137931034483,2.0980392156862746,2.16,2.4347826086956523,2.3617021276595747,2.0384615384615383,2.853658536585366,2.7619047619047623,3.1578947368421053,3.6470588235294112,4.448275862068966,3.9375,4.448275862068966,4.096774193548387
BBOU_00-L,0.022996950883509,0.022996950883509,18.0,0.0476154656235895,-0.0493498132029301,1.450374812593703,0.1089058524173028,0.2364734962922274,0.3424853317285993,0.0938246206972557,2.8111732507934736e-05,-0.0041372047540243,-0.0226215644820295,18.48997620830249,0.879154078549849,-0.0391069198552373,0.2033003154442433,0.1682803557028861,0.0260021182892337,0.1640461215932914,0.7349325337331334,0.1330370143306,4.560301507537688,0.0789121711992866,-0.0009980039920159,0.0266393442622949,0.0266393442622949,0.0648246546227417,0.0659574468085104,0.0809061488673139,0.0879478827361561,0.1283783783783783,0.1071823204419888,0.1010989010989011,0.1309255079006772,0.1843971631205672,0.188612099644128,0.1816037735849056,0.2028811524609843,0.2072289156626503,0.2447204968944096,0.2796934865900382,0.2160194174757281,0.2619647355163728,0.2945736434108525,0.3218997361477571,0.346774193548387,0.3744855967078189,0.3485868102288021,0.3651226158038148,0.3614130434782607,0.4396551724137931,0.4649122807017543,0.4627737226277373,0.3688524590163933,0.403361344537815,0.3253968253968253,0.4192634560906516,0.3289124668435013,0.3916666666666666,0.3632653061224489,0.3614130434782607,0.4355300859598852,0.5321100917431192,0.4822485207100591,0.5804416403785488,0.5559006211180122,0.5227963525835866,0.46705710102489,0.527439024390244,0.5804416403785488,0.5559006211180122,0.4844444444444444
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,-0.8123457921677993,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1458635703918722,0.1253396739130146,1.881859779456788e-07,0.2216981132075471,-0.108730583824317,0.002730976877443,0.3911764705882353,-0.0578920252012753,-0.2328427255985267,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,0.0007898894154818,2.311284046692607,0.2272727272727272,0.0285714285714286,0.0769230769230768,0.0447761194029849,0.0,0.1111111111111109,0.0769230769230768,0.0,0.3999999999999999,0.3999999999999999,0.2727272727272725,0.627906976744186,0.7073170731707317,0.7073170731707317,0.7073170731707317,0.7073170731707317,0.6666666666666665,0.4893617021276595,0.5555555555555554,0.6666666666666665,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.8918918918918919,0.7499999999999998,0.8421052631578947,0.5555555555555554,0.7499999999999998,1.0,1.0,1.0,1.0,0.5555555555555554,1.0,1.0,0.5555555555555554,1.0,1.0,0.7499999999999998,0.7499999999999998,0.5555555555555554,1.0,1.0,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.3999999999999999,0.2727272727272725,0.3999999999999999,0.6666666666666665
BBTU_63-L^C18,0.0123390046112259,0.0123390046112259,18.0,-0.8431044314858079,-0.1376925987643474,0.29979035639413,0.174413821472645,-1.241794268523161,0.0722392891962988,-0.8655748131656942,4.977011258371533e-07,0.0104302717021394,-0.4790170398535417,1.9466553706066656,0.0938018282099741,-0.1582793646522088,-0.8279436076282958,-0.8279436076282958,-1.1244865821516132,0.1986687147977471,0.29979035639413,0.2687078995713411,26.0377358490566,-0.9160175267770204,0.0870786516853932,0.0289017341040462,0.0171428571428571,0.0690690690690689,0.0787878787878788,0.0787878787878788,0.0200573065902578,0.0626865671641792,-0.0028011204481792,-0.6232804232804232,-0.5986471251409244,-0.5972850678733032,-0.5940706955530217,-0.5610357583230579,-0.5679611650485437,-0.5358539765319426,-0.531578947368421,-0.4957507082152974,-0.4957507082152974,-0.4928774928774928,-0.4606060606060606,-0.5055555555555555,-0.5334207077326343,-0.5034867503486751,-0.4810495626822157,-0.4267310789049919,-0.4349206349206349,-0.4733727810650887,-0.4331210191082802,-0.4349206349206349,-0.4548238897396631,-0.4506172839506173,-0.4066666666666666,-0.3515482695810564,-0.3550724637681158,-0.3479853479853479,-0.3431734317343173,-0.3153846153846154,-0.2473572938689218,-0.1890660592255124,-0.2552301255230126,-0.2521008403361344,-0.1981981981981982,-0.1853546910755148,-0.0404312668463611,0.0690690690690689,-0.0273224043715847,-0.0824742268041236,-0.1166253101736972
BCQE_67-L^A14,0.0033319450229071,0.0033319450229071,18.0,-0.1344211344211344,-0.1079521981350434,1.5369565217391303,0.2040229885057471,0.0248833592534992,0.2886557886557886,0.0420658059141933,3.2197687672896e-06,-0.0889665889665889,-0.0852788586251621,1.6330286093488446,-0.1757387247278382,-0.0692560153333775,-0.2583974815870754,-0.2623665628822417,-0.032130266392696,0.1951219512195122,1.306521739130435,0.1512850467289719,3.4460028050490883,-0.1594252480328429,0.0930232558139534,0.0455927051671731,0.1986062717770034,0.2647058823529411,0.3650793650793651,0.4700854700854702,0.4098360655737705,0.2647058823529411,0.2418772563176894,0.2509090909090909,0.4393305439330544,0.3385214007782102,0.5925925925925926,0.5925925925925926,1.1366459627329193,0.9657142857142856,0.9657142857142856,1.219354838709677,1.796747967479675,1.5109489051094886,1.3087248322147649,0.8695652173913042,0.7029702970297029,0.5087719298245614,0.9005524861878451,0.5707762557077625,0.9005524861878451,1.5109489051094886,1.0355029585798818,0.8695652173913042,0.6862745098039216,0.8395721925133688,0.5087719298245614,0.528888888888889,0.3385214007782102,0.1543624161073824,0.6150234741784038,0.4040816326530612,-0.0652173913043479,0.071651090342679,-0.1650485436893204,0.1096774193548386,0.4700854700854702,0.5925925925925926,1.0975609756097562,1.9401709401709404,0.9325842696629212,-0.4388254486133768,-0.4415584415584416
BCZB_W7-L^G07,0.045967576441617,-0.045967576441617,18.0,0.0971767946290239,-1.940056747160128e-05,0.7993762993762994,0.0665722379603399,-0.1115683584819387,0.1430538819073851,-0.0475271906423147,0.0001375813398379,0.0246169736615596,0.2267076407319458,5.207951661143971,0.1620941929583904,-0.0704927298929021,-0.0566286182169488,-0.0787094152253726,0.3172762232800805,-8.75,0.6796257796257796,0.0422851225405591,8.132151898734177,0.0423129339996106,0.0880195599022006,0.0354430379746835,0.0380710659898477,0.0848806366047745,0.1424581005586591,0.1685714285714286,0.2208955223880595,0.2741433021806854,0.2245508982035928,0.2245508982035928,0.2781249999999999,0.3366013071895424,0.2984126984126984,0.4152249134948096,0.4765342960288807,0.4555160142348753,0.4452296819787984,0.4607142857142858,0.43006993006993,0.43006993006993,0.450354609929078,0.3959044368600681,0.4250871080139371,0.43006993006993,0.5148148148148146,0.5670498084291189,0.5318352059925093,0.610236220472441,0.5852713178294573,0.5318352059925093,0.3322475570032572,0.3236245954692556,0.2861635220125784,0.3588039867109636,0.1786743515850142,0.2741433021806854,0.145658263305322,0.1994134897360702,0.2136498516320473,0.3025477707006367,0.2861635220125784,0.3543046357615893,0.4103448275862069,0.3236245954692556,0.4927007299270072,0.623015873015873,0.5375939849624058,0.4555160142348753,0.2821316614420062
BDAJ_H9-L,0.1237582084526014,0.1237582084526014,12.0,-0.4247728930442278,-0.1117684717947039,1.9994952044422007,0.1327514928801102,-0.5194639438417358,0.1962734566673297,-0.2279003199191531,1.611045545466682e-07,-0.3140375306677276,-0.4088059701492537,0.849350766028373,1.6630504148053609,-0.1274940282273541,0.0949950586414916,0.1356937544899289,-1.1910794252640473,1.3043478260869563,1.97778899545684,0.033805332312795,14.774193548387096,-0.3217326915957052,-0.0184615384615385,-0.1333333333333333,-0.0687679083094556,-0.0091463414634145,0.0317460317460318,0.20817843866171,0.1818181818181818,0.132404181184669,0.0252365930599369,-0.0181268882175227,-0.0687679083094556,-0.1263440860215053,-0.2352941176470588,-0.2579908675799086,-0.2224880382775119,-0.2224880382775119,-0.1709183673469387,-0.1120218579234972,-0.1424802110817942,-0.1310160427807487,-0.0972222222222222,-0.1602067183462532,-0.1602067183462532,-0.1310160427807487,-0.114441416893733,-0.2298578199052132,-0.1854636591478696,-0.1751269035532995,-0.1792929292929292,-0.2073170731707316,-0.2224880382775119,-0.2441860465116279,-0.2647058823529411,-0.3010752688172043,-0.2647058823529411,-0.2579908675799086,-0.1623711340206185,-0.2014742014742014,-0.1792929292929292,-0.114441416893733,-0.1792929292929292,-0.1935483870967742,-0.0660919540229885,-0.074074074074074,-0.0327380952380952,-0.0181268882175227,-0.0030674846625766,-0.0091463414634145,-0.1216216216216217
BDCK_44-L^L08,0.0135386249004512,-0.0135386249004512,18.0,0.0155163188871054,-0.0086176951672694,1.283294842186297,0.0982194141298104,0.1809235427706283,0.3057784911717495,0.0724714627024151,1.505545905657389e-07,-0.0048154093097914,-0.0761904761904762,0.0001767111637454,0.8304314912944736,0.0474898390857446,-0.0503173351584941,-0.0568572426016436,-0.1891939033385329,-0.4112903225806451,1.266358737490377,0.0596635988575055,6.666248431618569,0.0407443682664053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,-0.0625,-0.0625
BPVK_29-L,0.0566476529813242,-0.0566476529813242,11.0,0.0568150021943558,-0.0236238586066483,1.7927384417571044,0.1710720598180182,-0.0128646950637911,0.785373279173245,-0.0264912037515628,9.75724345672537e-05,-0.0065582294171764,0.1418941934458676,30.330026532696344,0.8316215004877198,-0.0416406895811212,-0.109619605090876,-0.0806219601959418,-0.2817524405738736,-0.2730431781775584,1.5545675961060197,0.350725290790803,4.298587433504732,-0.0305056658482941,0.0579446064139941,-0.0505190311418684,-0.1294416243654822,-0.1772113943028486,-0.2011644832605531,-0.1517774343122102,-0.159313725490196,-0.041899441340782,-0.0943894389438944,-0.0560715514275885,0.0362537764350454,0.0036576444769569,-0.0300459526334393,0.0185597624350408,0.0828729281767957,0.0331325301204821,0.0718749999999999,0.0722938647909339,0.1873647771527478,0.165180467091295,0.2029811486190269,0.3079122974261201,0.3230472516875604,0.3543928923988153,0.4526204340921123,0.3211362542128071,0.2233615693267945,0.1982532751091703,0.073972602739726,0.1127331711273318,0.1186302486750916,0.0815924320063066,0.0405764125900645,0.0769230769230768,0.0561970746728253,0.0429494488787534,0.0238805970149253,0.0308039068369647,-0.0086705202312138,0.0648040357004269,0.0967226219024781,0.1292181069958848,0.1578059071729958,0.0910536779324056,0.1154471544715447,0.2382671480144405,0.3148059415428845,0.3135471517472474,0.236036036036036
BUBP_92-L^K18,0.1063515509601181,-0.1063515509601181,10.0,0.6262931034482758,-0.0207115297043338,1.4892367906066537,0.2697495183044316,-4.5588235294117645,0.8564655172413793,0.0692598063351205,9.17681265709697e-06,-0.0896551724137931,0.5514018691588785,6.776465405361413,-25.91176470588235,-0.0787195702236528,0.2833000954478317,0.4330907967967136,-0.5098586546693139,-0.588021778584392,1.2778864970645794,0.354978354978355,12.456456456456456,0.0247035573122529,0.0862068965517242,-0.0057142857142857,-0.03690036900369,-0.043956043956044,-0.0809859154929577,-0.0611510791366906,-0.0777385159010601,-0.0333333333333334,-0.0076045627376425,-0.0242990654205607,0.0255402750491158,0.0398406374501991,0.0524193548387097,0.0377733598409542,0.0,-0.0594594594594595,-0.0809859154929577,-0.0351201478743069,-0.0150943396226415,-0.0261194029850747,-0.0333333333333334,-0.0874125874125874,-0.0890052356020943,-0.0874125874125874,-0.0711743772241993,-0.0711743772241993,0.0215264187866925,0.0785123966942149,0.0762886597938143,-0.1357615894039735,-0.1553398058252427,-0.13,-0.2162162162162162,-0.2220566318926975,-0.2809917355371901,-0.3076923076923077,-0.2574679943100996,-0.2255192878338279,-0.2138554216867469,-0.1498371335504885,-0.2232142857142857,-0.2585227272727273,-0.2030534351145038,-0.2208955223880597,-0.1856474258970359,-0.1753554502369668,-0.1894409937888199,-0.1428571428571429,-0.1830985915492957
