firms,age,agr,cashdebt,egr,invest,lgr,mve_ia,pchsale_pchinvt,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,22.0,0.1077336848549972,0.1520892771858582,-0.0198401701655968,0.0263859907788037,0.2492351128208589,0.5410589720328908,-0.1246270397349758,0.0281747039758588,0.0053619302949061,0.008108108108108,0.3321428571428573,0.2350993377483443,0.7348837209302326,0.9840425531914894,1.016216216216216,1.072222222222222,1.1812865497076022,1.3024691358024691,1.083798882681564,1.5724137931034483,1.5202702702702702,1.4220779220779218,1.391025641025641,1.2883435582822087,1.9140625,1.8692307692307693,1.8692307692307693,1.5902777777777777,1.742647058823529,1.5374149659863945,0.9427083333333336,0.5162601626016261,0.4801587301587302,0.492,0.3274021352313168,0.8019323671497587,0.903061224489796,1.072222222222222,1.1073446327683616,1.1073446327683616,1.0607734806629834,0.7761904761904761,1.072222222222222,1.3757961783439487,1.2202380952380951,1.1941176470588235,1.3312499999999998,1.3757961783439487,1.3024691358024691,1.4220779220779218,1.3312499999999998,1.3607594936708858,1.4866666666666668,1.722627737226277,1.9140625,2.300884955752213,2.5188679245283017
BBOU_00-L,22.0,0.0750442086648983,0.1345219925072845,0.2440235951567836,0.0330459770114942,0.0358757062146892,15.07007374316798,0.0127361208791081,0.0503705294812587,-0.0266193433895296,0.0815738963531669,0.0652173913043476,0.010762331838565,0.0035618878005341,0.0301645338208409,0.0682464454976301,0.0396678966789667,0.083653846153846,0.1158415841584159,0.1801047120418846,0.1715176715176716,0.2118279569892471,0.2564102564102561,0.3368920521945433,0.3828220858895703,0.4265822784810125,0.4017412935323383,0.2316939890710381,0.1727367325702393,0.2734463276836159,0.1418439716312056,0.1751824817518248,0.1158415841584159,0.2835990888382689,0.253615127919911,0.1523517382413088,0.0826128722382324,0.0652173913043476,0.0909970958373669,0.0920542635658914,0.0435185185185185,0.0444856348470805,0.0348943985307621,0.0348943985307621,0.0764087870105061,0.1292585170340681,0.0815738963531669,0.0396678966789667,0.0652173913043476,0.0920542635658914,0.1315261044176705,0.1258741258741258,0.124750499001996,0.1547131147540983,0.1547131147540983,0.1976620616365567,0.1989361702127658,0.215749730312837
BBTU_63-L^C18,21.0,-0.1637964321569234,0.1445356277791836,-0.8158536585365854,-0.0214688392926094,-0.2955819828701707,0.6666128892796723,0.8806415834826381,-0.1193584165173619,-0.0496453900709218,0.1279999999999999,0.014388489208633,-0.0961538461538462,-0.1187500000000001,-0.0275862068965517,-0.1019108280254778,0.0217391304347827,0.0217391304347827,0.1279999999999999,-0.1349693251533742,-0.1402439024390244,-0.0784313725490196,-0.1019108280254778,-0.1896551724137931,-0.295,-0.1296296296296297,-0.0070422535211267,-0.0408163265306122,-0.1075949367088608,-0.0662251655629139,-0.0139860139860139,-0.1242236024844721,-0.2769230769230769,-0.3285714285714286,-0.3253588516746412,-0.4597701149425287,-0.4909747292418772,-0.4928057553956835,-0.4470588235294117,-0.4597701149425287,-0.4872727272727273,-0.4597701149425287,-0.591304347826087,-0.6219839142091153,-0.6126373626373627,-0.5828402366863905,-0.6219839142091153,-0.5936599423631124,-0.5936599423631124,-0.5865102639296188,-0.591304347826087,-0.6356589147286822,-0.603932584269663,-0.5924855491329479,-0.5971428571428572,-0.5765765765765767,-0.5727272727272728,-0.5727272727272728
BCQE_67-L^A14,22.0,-0.0235525024533856,0.1293800539083558,-0.3851717902350813,-0.029440628066732,0.1230329041487839,1.0562406500070258,0.0247319636068514,-0.0179509632224168,-0.1286549707602339,0.1438127090301002,-0.0058139534883721,-0.1914893617021277,-0.2083333333333333,-0.1471321695760598,-0.1116883116883117,-0.0855614973262033,-0.0393258426966292,-0.0706521739130435,-0.0473537604456824,0.0058823529411764,0.0395136778115501,0.2127659574468086,0.1554054054054054,0.3255813953488371,0.5833333333333333,0.8688524590163933,0.8895027624309391,0.5760368663594471,0.8,0.71,0.3255813953488371,-0.0256410256410255,-0.0311614730878186,0.0788643533123027,-0.145,-0.0781671159029649,0.0926517571884983,0.0857142857142856,0.1176470588235294,0.204225352112676,0.1213114754098361,-0.1658536585365853,-0.1139896373056994,-0.1933962264150943,-0.28,-0.3034623217922607,-0.2933884297520661,-0.1719128329297821,-0.0630136986301369,-0.0086956521739131,-0.0904255319148935,-0.0058139534883721,0.0395136778115501,0.1916376306620208,0.2573529411764705,0.3571428571428572,0.4615384615384617
BDAJ_H9-L,15.0,-0.1529062663641123,0.1237393328161365,-8.136363636363638,0.0459067900157095,-0.21375368092846,0.2440976984876989,0.0230603317946338,-0.0032554576790502,-0.0338983050847457,0.2421052631578948,0.0,-0.0327868852459016,0.0,0.0535714285714283,0.2826086956521738,0.4216867469879517,0.5128205128205128,0.3409090909090908,0.3258426966292134,0.5128205128205128,0.5945945945945945,0.8153846153846152,0.8437499999999998,0.8153846153846152,0.6164383561643836,1.0344827586206895,1.0,0.7352941176470587,1.145454545454545,1.0,0.6388888888888888,0.5526315789473684,0.5945945945945945,0.5128205128205128,0.3409090909090908,0.2421052631578948,0.2164948453608246,0.2553191489361701,0.2826086956521738,0.2967032967032965,0.0825688073394494,0.2164948453608246,-0.2760736196319018,-0.3099415204678363,-0.2976190476190476,-0.3480662983425414,-0.4129353233830846,-0.3979591836734694,-0.4271844660194175,-0.6105610561056105,-0.6300940438871474,-0.6369230769230769,-0.6853333333333333,-0.66189111747851,-0.6402439024390244,-0.6253968253968254,-0.5613382899628253
BFRL_28-L,21.0,-0.0978789239647906,-0.021940677752744,-0.2532720637449499,-0.0502834791009461,-0.0616596210959953,0.102756142327157,1.19266807039165,0.19266807039165,0.0,0.0071428571428571,-0.1004784688995215,-0.1309707241910632,-0.0505050505050506,0.2505543237250554,0.2906178489702515,0.2702702702702702,0.2422907488986783,0.2477876106194689,0.2395604395604396,0.2789115646258502,0.323943661971831,0.3146853146853146,0.308584686774942,0.26457399103139,0.205128205128205,0.2906178489702515,0.2533333333333332,0.2155172413793102,0.3270588235294116,-0.3285714285714286,-0.3388042203985931,-0.516295025728988,-0.5061295971978985,-0.7623261694058154,-0.7239353891336271,-0.7890011223344557,-0.75825117873982,-0.7198211624441133,-0.7145748987854251,-0.7,-0.672093023255814,-0.6646848989298455,-0.6887417218543046,-0.6784492588369442,-0.7103235747303545,-0.7406896551724138,-0.7920353982300885,-0.7846506300114547,-0.7833269304648482,-0.7916512744735871,-0.7879699248120301,-0.7899441340782123,-0.7905681396212403,-0.7894736842105263,-0.7836593785960875,-0.7736757624398074,-0.7772511848341233
BJJT_37-L,20.0,0.2966239476576951,0.0028794949808802,0.0625984251968503,5.265825451050866e-05,0.2654423807366624,0.6893940073623138,0.2155497534087612,0.2155497534087612,-0.0683453237410072,0.3627450980392155,0.1119999999999998,0.0490566037735848,0.0692307692307692,0.0988142292490119,0.0859375,0.1300813008130081,0.1209677419354837,0.0651340996168581,0.0183150183150182,0.2355555555555555,0.4866310160427805,0.3899999999999999,0.6449704142011834,0.5795454545454544,0.6547619047619047,0.6069364161849711,0.5617977528089886,0.5617977528089886,0.4479166666666665,0.5706214689265536,0.2636363636363634,0.2300884955752213,0.3429951690821256,0.2870370370370367,0.0944881889763777,0.0145985401459851,0.0145985401459851,0.0775193798449611,0.0610687022900762,0.0072463768115942,-0.0702341137123747,-0.2586666666666667,-0.2586666666666667,-0.3015075376884423,-0.3623853211009175,-0.3443396226415095,-0.3696145124716554,-0.3956521739130435,-0.3794642857142858,-0.3794642857142858,-0.3549883990719257,-0.3534883720930233,-0.3118811881188119,-0.325242718446602,-0.2124645892351274,-0.1871345029239766,-0.1524390243902439
BLNT_37-L^D19,13.0,0.0745263601599495,0.1003973775880908,0.024246586196878,0.0075446298033288,0.0871870404820469,0.6777077480156856,0.1221160919082076,0.1221160919082076,-0.0451505016722408,0.1455938697318008,0.0640569395017793,0.0794223826714801,0.0640569395017793,0.1888667992047714,0.2777777777777779,0.2355371900826448,0.393939393939394,0.3259423503325944,0.2380952380952381,0.2406639004149378,0.3778801843317974,0.4692874692874693,0.4170616113744076,0.3408071748878925,0.4238095238095238,0.3468468468468468,0.2696390658174099,0.3652968036529682,0.1960000000000001,0.3408071748878925,0.4137115839243499,0.328888888888889,0.4801980198019802,0.5294117647058825,0.5695538057742784,0.5946666666666667,0.5946666666666667,0.6611111111111112,0.7333333333333334,0.8012048192771086,0.7692307692307694,0.6338797814207651,0.6032171581769439,0.5333333333333334,0.5989304812834224,0.4444444444444446,0.3000000000000002,0.393939393939394,0.328888888888889,0.4037558685446012,0.5062972292191437,0.4238095238095238,0.465686274509804,0.4479418886198549,0.5255102040816328,0.5177664974619292,0.6750700280112047
BLNV_40-L^F19,13.0,0.1675161059413027,0.6753438159191606,0.1638599171121988,-0.0003913147220233,0.1792396017343824,0.0873574818977958,-1.4750722535111924,-1.90201525869254,-0.0038461538461539,0.0,-0.037037037037037,-0.087719298245614,-0.087719298245614,-0.1304347826086956,-0.1746031746031745,-0.1746031746031745,-0.212121212121212,-0.1333333333333333,-0.1333333333333333,-0.1612903225806451,0.1158798283261801,0.0655737704918033,0.0317460317460318,0.0833333333333334,0.1607142857142856,0.1206896551724139,0.1926605504587155,0.1764705882352941,0.25,0.1818181818181816,-0.1666666666666666,0.1206896551724139,0.2206572769953052,-0.068100358422939,-0.2238805970149253,-0.2307692307692307,-0.2571428571428571,-0.2215568862275448,-0.1823899371069182,-0.2352941176470587,-0.0714285714285712,-0.2307692307692307,-0.1999999999999999,-0.2571428571428571,-0.2757660167130918,-0.388235294117647,-0.4157303370786517,-0.4444444444444444,-0.4549266247379454,-0.4526315789473684,-0.4693877551020408,-0.4921875,-0.48,-0.48,-0.4941634241245135,-0.4347826086956521,-0.4583333333333332
BPVK_29-L,14.0,0.0472031816739817,0.2667918095735633,0.1582526977887568,-0.024752053922732,-0.0099396664117311,25.813487479403463,-0.0282015873758684,-0.0739727790558924,0.0079779073335377,0.053669576462981,0.1222451790633609,0.1280719972308759,0.1062457569585879,0.112666439057699,0.1100136239782016,0.1199312714776632,0.1837994914638576,0.1977214259463433,0.1786618444846295,0.1411064425770309,0.1714593817397556,0.2034711964549485,0.2651397515527951,0.401720430107527,0.3439175257731961,0.4549107142857145,0.2097253155159615,0.1610260064125401,0.3466942148760332,0.2052514792899409,0.2896715472892759,0.191154970760234,0.3372999589659418,0.5300469483568075,0.4949541284403671,0.549690917736567,0.6181727904667329,0.7353567625133122,0.5630695443645084,0.506007393715342,0.4219022687609075,0.3987124463519313,0.3167676767676768,0.3400493421052633,0.2881422924901187,0.2261098570353652,0.2146850540439808,0.2012532252119427,0.1990434142752024,0.1597864768683274,0.1226317602480193,0.1876822157434403,0.127681660899654,0.0339467005076143,-0.0227886056971513,-0.0512372634643376,0.0074188562596599
BQMM_18-L^C11,7.0,-0.2445157045014318,-4.3453259532595325,-0.2408586431745177,-0.0012326342227453,-0.3416624171341152,0.0017665440984321,-0.8287119538099651,-0.8287119538099651,0.25,0.0,0.0,-0.2,0.0,0.0,0.3333333333333335,0.0,0.0,-0.2,0.0,-0.3333333333333332,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.2,-0.3333333333333332,0.0,-0.2,0.0,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,0.0,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332
BUBP_92-L^K18,14.0,0.0514335740862333,0.2723893207164582,-9.75,0.0369884000875465,-0.0839628750269803,6.842709574998447,0.3174766081091888,0.1031908938234745,-0.0028011204481792,0.0258620689655171,0.2526315789473683,0.1609756097560974,0.1666666666666665,0.2888086642599277,0.3246753246753247,0.2704626334519573,0.3076923076923077,0.3222222222222219,0.2460732984293192,0.3124999999999998,0.3471698113207546,0.5454545454545454,0.5866666666666667,0.4631147540983606,0.6489607390300229,0.5521739130434784,0.4844074844074844,0.4875,0.7246376811594204,0.8307692307692307,0.7163461538461537,0.5289079229122056,0.600896860986547,0.5657894736842106,0.3370786516853932,0.302919708029197,0.2482517482517483,0.2864864864864864,0.2841726618705036,0.1534733441033924,0.1704918032786886,0.0347826086956519,0.0438596491228069,0.0625,0.0900763358778626,0.1226415094339621,0.0851063829787233,0.2226027397260273,0.2704626334519573,0.2981818181818181,0.2592592592592593,0.367816091954023,0.3599999999999999,0.3173431734317342,0.3076923076923077,0.2570422535211267,0.2841726618705036
BUNQ_03-L^K12,22.0,0.3143354361540133,-2.524647887323943,0.4181326116373479,-0.0108766586904502,-0.1108647450110864,0.0042914782809839,0.3541666666666666,-0.0744047619047619,0.0,0.0,0.0,-0.25,-0.25,-0.4,-0.5,-0.5,-0.625,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5714285714285715,-0.6666666666666667,-0.75,-0.7857142857142858,-0.7857142857142858,-0.8333333333333334,-0.85,-0.8571428571428572,-0.8636363636363636,-0.8695652173913043,-0.8571428571428572,-0.8846153846153846,-0.8846153846153846,-0.896551724137931,-0.8846153846153846,-0.90625,-0.9189189189189187,-0.8846153846153846,-0.85,-0.8421052631578947,-0.8333333333333334,-0.8333333333333334,-0.8333333333333334,-0.8235294117647058,-0.8235294117647058,-0.8235294117647058,-0.8125,-0.8125,-0.8125
BWQW_65-L^I10,8.0,-0.1309041838451157,0.0869691321398487,-0.1490246526122009,-0.1210995689661595,-0.1236535329342761,1.563773959837215,-0.0062991442547681,-0.3239667301027945,-0.0061538461538461,0.4840182648401827,0.3429752066115703,0.3052208835341363,0.365546218487395,0.5776699029126213,0.7287234042553192,0.6839378238341969,0.8258426966292134,0.957831325301205,0.7567567567567566,0.9005847953216375,0.8055555555555556,1.1666666666666663,1.1812080536912752,0.867816091954023,1.559055118110236,1.901785714285714,1.901785714285714,1.6422764227642277,2.0660377358490565,1.73109243697479,1.2887323943661977,1.1666666666666663,1.5793650793650795,1.2569444444444446,0.867816091954023,0.8156424581005586,0.7857142857142856,0.9345238095238096,0.7287234042553192,0.8361581920903955,0.7015706806282722,0.4840182648401827,0.4444444444444444,0.3541666666666667,0.4254385964912281,0.2452107279693487,0.2037037037037037,0.2172284644194757,0.20817843866171,0.279527559055118,0.1775362318840581,0.3211382113821137,0.3541666666666667,0.3485477178423235,0.371308016877637,0.1363636363636364,0.1443661971830987
