firms,age,agr,cash,cashdebt,chatoia,chcsho,chpmia,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,16.0,-0.1126112171305359,0.0697663052206031,0.0988162853654652,0.9960592259204252,0.0088278876017621,0.0196976386267745,0.3484698370761779,-0.2276462205512265,-0.1112807230062656,1.7941117692522934e-08,0.0177947408857716,-0.030361642288833,0.1446849826851999,-0.1292559206981068,0.0396862185368566,0.1734047945160472,-0.0235932482505288,0.0713731140752759,1.1537270366649812,0.0172413793103447,0.1372549019607842,0.1599999999999999,0.2608695652173911,0.2340425531914893,0.1153846153846152,0.4146341463414633,0.3809523809523809,0.5263157894736841,0.7058823529411762,1.0,0.8124999999999998,1.0,0.8709677419354838,0.487179487179487,0.7058823529411762,1.2307692307692304,0.7058823529411762,0.7575757575757573,0.6111111111111112,0.2340425531914893,0.1599999999999999,0.1599999999999999,0.1372549019607842,0.0357142857142855,-0.1830985915492957,-0.2368421052631579,0.0545454545454544,0.0943396226415094,-0.1944444444444444,-0.1944444444444444,-0.4313725490196078,-0.4313725490196078,-0.4956521739130435,-0.4368932038834952,-0.618421052631579,-0.6881720430107527,-0.6463414634146342,-0.6847826086956522,-0.7128712871287128,-0.6947368421052631,-0.7128712871287128,-0.6914893617021276,-0.6963350785340314,-0.6375000000000001,-0.5503875968992249,-0.5433070866141733,-0.6233766233766234,-0.4821428571428572
BBTK_30-L^C11,11.0,0.1364296081277213,0.1020806241872561,0.1818181818181818,0.2016012200139654,-0.0176602507504856,4.440121091455221,0.0887634684453566,0.8411764705882353,0.1253396739130146,2.698169878565466e-07,0.2216981132075471,-0.108730583824317,0.0024702584011239,-0.3980598279380004,0.1172088780784433,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.5799222339794187,0.2857142857142858,0.0,-0.1250000000000001,-0.1250000000000001,-0.2222222222222223,0.0,0.0,-0.1250000000000001,-0.1250000000000001,-0.1250000000000001,-0.3,-0.3636363636363637,-0.3,-0.1666666666666667,-0.054054054054054,-0.054054054054054,-0.1250000000000001,0.346153846153846,0.346153846153846,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1250000000000001,-0.1250000000000001,0.4583333333333332,-0.1250000000000001,-0.1250000000000001,-0.0789473684210526,0.0,0.1666666666666667,0.3999999999999999,0.2499999999999997,0.2499999999999997,0.2499999999999997,0.3999999999999999,0.3999999999999999,0.7499999999999998,0.296296296296296,0.5909090909090908,0.09375,1.1875,1.1875
BBTU_63-L^C18,15.0,0.0400149809781001,0.1138340819923807,0.1179786665684125,2.060329021506673,0.0003040268293786,-0.0212116882604556,0.0810558280775519,-0.0107679229243413,-0.0330073822131131,6.098849960910262e-05,0.0389505430604562,0.0882930019620667,3.572986920166976,-0.0153087397747829,-0.5678652382520899,0.7588167003159204,0.0473176677131886,0.6299507209344771,0.7932144340708465,0.0109890109890109,0.0073800738007379,0.05,0.1543340380549682,0.2437357630979499,0.1422594142259414,0.1470588235294119,0.2297297297297296,0.2494279176201372,0.471698113207547,0.6396396396396395,0.4918032786885244,0.4072164948453609,0.3548387096774192,0.2551724137931035,0.2938388625592418,0.4368421052631579,0.1666666666666667,0.1947483588621443,0.026315789473684,-0.0777027027027027,-0.107843137254902,-0.0915141430948418,0.009242144177449,0.0769230769230768,0.0726915520628683,0.0985915492957747,0.2757009345794392,0.2297297297297296,-0.0586206896551724,-0.0854271356783918,-0.0792580101180437,-0.0650684931506849,0.0186567164179103,0.0985915492957747,-0.0162162162162161,-0.0602409638554216,0.0833333333333332,0.1691648822269806,0.1818181818181818,0.1691648822269806,0.0419847328244273,0.024390243902439,0.0148698884758364,-0.0945273631840796,-0.16,-0.1946902654867257,-0.1305732484076434,0.3317073170731708
BBXK_89-L^E06,16.0,0.0919815859200379,0.0976806604221171,0.1838340817554742,1.0354376454484946,-0.0001327762228319,0.0286284048579384,0.0691617108874657,-0.2202804107424961,-0.0945601720819517,5.269987003458645e-05,0.0358216024986306,0.3243752185726199,6.666478406289572,0.0113980122159787,0.0893331874374487,-0.0722857550672494,1.027769524092507,0.0277695240925073,0.625152008704243,0.1085271317829457,-0.0652173913043477,-0.011494252873563,-0.0618181818181817,-0.1313131313131313,-0.1194539249146757,-0.1164383561643834,-0.1283783783783784,-0.0652173913043477,-0.04089219330855,-0.0514705882352941,-0.1194539249146757,-0.1194539249146757,-0.1428571428571428,-0.1987577639751553,-0.287292817679558,-0.1650485436893203,-0.2085889570552146,-0.1783439490445859,-0.2931506849315068,-0.287292817679558,-0.3101604278074866,-0.2989130434782608,-0.4342105263157894,-0.4162895927601809,-0.3957845433255268,-0.3645320197044334,-0.2586206896551724,-0.1428571428571428,-0.1987577639751553,-0.1194539249146757,-0.1623376623376623,-0.1224489795918366,-0.1730769230769231,-0.1912225705329153,-0.0685920577617328,-0.0227272727272727,0.1727272727272726,0.1120689655172415,0.1217391304347828,0.0840336134453783,0.036144578313253,-0.0076923076923076,-0.0851063829787233,-0.1623376623376623,-0.0685920577617328,-0.1623376623376623,-0.1623376623376623,-0.2275449101796406
BCPS_48-L^C06,15.0,0.0501815135437028,0.0170181083308958,0.0781949707199449,0.4551357814605835,2.282830906832292e-06,0.3617300594477127,0.0784266984505363,0.0153945875871009,0.0147377310432137,4.013715430511305e-06,0.0907846970120078,0.0711673949879603,1.6815233664864435,-0.0769008055073381,-0.0757818407448444,-0.1389365541582084,0.1260058326181215,-0.1439034415754269,0.6263974052920149,-0.0128205128205127,0.0173913043478262,-0.0564516129032258,-0.1702127659574468,-0.0677290836653385,-0.0965250965250965,0.0218340611353711,0.0,-0.0168067226890756,0.1699999999999999,0.352601156069364,0.471698113207547,0.4268292682926828,0.4268292682926828,0.2648648648648648,0.2717391304347825,0.368421052631579,0.0353982300884956,0.1090047393364928,-0.040983606557377,-0.1301115241635688,-0.1612903225806452,-0.0564516129032258,0.125,0.0353982300884956,-0.0168067226890756,-0.048780487804878,0.125,0.2999999999999998,0.0173913043478262,-0.1068702290076336,-0.1,-0.2147651006711409,-0.1,-0.0859375000000001,-0.2121212121212122,-0.22,-0.2618296529968454,-0.2547770700636943,-0.1731448763250884,-0.6112956810631229,-0.6053962900505903,-0.5617977528089888,-0.5887521968365554,-0.6776859504132231,-0.6309148264984228,-0.6432926829268293,-0.6727272727272728,-0.7240566037735849
BCQE_67-L^A14,16.0,-0.2252906976744186,0.1832395247029393,-0.0463760434609778,1.0228504413852004,-0.0034178296781543,0.8255842997524302,0.2318181818181818,3.5533980582524274,-0.2705432705431982,1.1577608543137776e-05,-0.1087693798449612,-0.1342398022249691,0.7595780784330673,-0.2740213523131673,-0.0267672249467135,0.0064923738753167,-0.0231672591083087,-0.2245914707054603,1.5057629934904204,-0.1375838926174497,0.3990610328638497,0.2163265306122448,-0.1902173913043479,-0.0716510903426791,-0.2766990291262136,-0.0387096774193548,0.2735042735042736,0.3796296296296295,0.8170731707317074,1.5470085470085473,0.6741573033707864,-0.5138662316476346,-0.5162337662337663,-0.6149870801033592,-0.5917808219178082,-0.5712230215827339,-0.657471264367816,-0.617948717948718,-0.7164605137963844,-0.7592891760904685,-0.7644268774703558,-0.7943409247757074,-0.744206008583691,-0.7800738007380074,-0.786073223259153,-0.7529021558872305,-0.6000000000000001,-0.3464912280701754,-0.7084148727984345,-0.7134615384615385,-0.8117498420720152,-0.8264414676761794,-0.8276460381723539,-0.8121059268600253,-0.8395261173936457,-0.8606173994387278,-0.8369803063457331,-0.8499496475327291,-0.8429926238145417,-0.8264414676761794,-0.9026461940542306,-0.8963117606123869,-0.8979801437863746,-0.891911498005078,-0.9170378619153676,-0.903183885640026,-0.9091463414634148,-0.9112038140643623
BCZB_W7-L^G07,16.0,0.0467126589643421,0.0384340506630667,0.1158209786315862,1.1085332385854223,0.0001173140565832,-0.0119711793694084,0.0530801071341611,0.0201878872676394,0.0216049382716049,0.0002246822216606,0.0514504197489818,0.0645207644776548,5.820860445894732,-0.0262189591445854,0.081797999451221,0.0421693918531267,-0.1760008980019456,-0.0165806081468732,0.7833009511591581,0.0809968847352025,-0.1008403361344537,-0.0586510263929619,-0.0474777448071217,0.0222929936305731,0.0094339622641508,0.0629139072847682,0.106896551724138,0.0388349514563106,0.1715328467153283,0.2738095238095237,0.2067669172932329,0.1423487544483985,0.006269592476489,-0.0558823529411764,0.0126182965299683,0.0422077922077921,-0.1058495821727019,-0.0695652173913043,-0.2302158273381295,-0.2552204176334106,-0.2991266375545851,-0.2975929978118162,-0.319915254237288,-0.2818791946308724,-0.2320574162679425,-0.2246376811594203,-0.2552204176334106,-0.2189781021897811,-0.2534883720930232,-0.3051948051948052,-0.3618290258449305,-0.355421686746988,-0.2898230088495575,-0.2913907284768212,-0.2620689655172413,-0.2302158273381295,-0.2929515418502203,-0.2834821428571429,-0.2882483370288248,-0.2464788732394366,-0.2246376811594203,-0.1277173913043479,-0.1083333333333333,0.0321543408360129,-0.1640625,-0.0641399416909621,0.0524590163934426,-0.1485411140583554
BDAJ_H9-L,9.0,0.1080231596360629,0.085647456952324,0.1565847636493967,0.983539015294322,0.0872201346336706,-0.1647749745474006,0.118152390438247,-0.2505688282138794,-0.0093123021789724,2.836376418621112e-06,0.0343534601599117,0.4034264931087289,1.858554409489351,0.144436367433492,-0.1716486643064295,0.371418156669442,0.0755497987050684,0.3149665437662162,0.4160466088208536,0.0091324200913243,0.1288659793814432,0.076167076167076,0.1060606060606059,0.1934604904632153,0.1060606060606059,0.0868486352357318,0.2586206896551724,0.2478632478632478,0.3035714285714286,0.3232628398791539,0.3435582822085889,0.3353658536585366,0.1837837837837836,0.1259640102827763,0.0554216867469878,0.2920353982300885,0.1934604904632153,0.3644859813084111,0.1902173913043476,0.1032745591939545,0.1465968586387434,0.076167076167076,0.2586206896551724,0.2514285714285713,0.3730407523510972,0.394904458598726,0.6528301886792454,0.7312252964426877,0.4038461538461537,0.331306990881459,0.4948805460750851,0.4313725490196078,0.6911196911196911,0.659090909090909,0.7109375,0.8638297872340424,0.8024691358024689,0.7312252964426877,0.825,0.8717948717948718,0.8798283261802573,0.8961038961038961,1.0758293838862558,1.201005025125628,1.1470588235294117,1.115942028985507,1.0277777777777777,1.0660377358490565
BFRL_28-L,15.0,0.2416451499687172,0.001882919861318,0.108107353709689,0.2684027238449725,0.0017082766971524,0.8038800828006416,0.0811486388493136,0.4994042160797786,-0.1019220177172726,4.2711133058860164e-08,-0.1134956405155885,0.1816802497119873,0.067873875827053,3.7020756966513946,-0.3269014716343613,0.2724403569927955,0.3269014716343613,0.3269014716343613,0.2040082301309885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFTY_62-L^H05,17.0,0.0287939642676128,0.0254545108131317,0.0645175358974401,0.0694721660846179,0.0062320163841346,1.5173286682945577,0.1423092318329027,0.0980005632216277,-0.0174042104764323,2.527348004232488e-08,0.0134787507012161,0.016441991331046,0.454006766040025,0.1792235346240631,0.0083079222557399,0.611446057483768,-0.0083079222557399,-0.0083079222557399,-0.0886917448692278,0.1033057851239669,0.0341880341880342,0.056768558951965,0.0476190476190476,0.2670157068062828,0.2039800995024876,0.3595505617977528,0.5031055900621118,0.5125,0.6923076923076923,0.6805555555555556,0.7536231884057971,0.6026490066225165,0.6351351351351351,0.4319526627218935,0.6689655172413793,0.6351351351351351,0.3828571428571428,0.4666666666666668,0.1804878048780489,-0.0041152263374486,-0.0202429149797571,-0.0970149253731343,-0.0396825396825397,-0.1003717472118959,-0.0509803921568626,-0.0281124497991969,0.0386266094420599,-0.1538461538461538,-0.3005780346820809,-0.3005780346820809,-0.3125,-0.412621359223301,-0.3631578947368421,-0.2797619047619047,-0.3477088948787062,-0.400990099009901,-0.3888888888888889,-0.3351648351648352,-0.3714285714285714,-0.3580901856763926,-0.3529411764705883,-0.3202247191011236,-0.2168284789644012,-0.1231884057971014,-0.0936329588014981,-0.174061433447099,-0.2461059190031153,-0.1768707482993197
