firms,absacc,acc,age,agr,chpmia,currat,egr,herf,invest,mve_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0364670251560665,0.0364670251560665,2.0,-0.0214014919897272,13.116979794605754,0.9886275120735316,-0.0005420788724759,8.603536163188327e-06,0.0710529534058945,1.1440284768885582,-0.0239324690231623,-0.0490482891448421,-0.0490903334662364,-0.037555407369483,-0.1135840815283652,0.6126687435098657,0.5309238199096433,22.376397515527948,-0.0094583447896618,0.5922946976732296,-0.0107361963190183,0.0,0.3066132264529055,0.2734375,0.1013513513513513,0.420479302832244,0.3415637860082303,-0.0297619047619047,-0.075177304964539,-0.1619537275064267,-0.4788169464428458,-0.3420787083753784,-0.3895131086142323,-0.4465195246179966,-0.4894283476898982,-0.524434719183078,-0.5,-0.5,-0.5831202046035806,-0.632882882882883,-0.6231213872832371,-0.5721784776902887,-0.5332856120257696,-0.5379163713678243,-0.5379163713678243,-0.5195283714075166,-0.5148809523809523,-0.4199288256227759,-0.4270650263620387,-0.5289017341040463,-0.4841772151898734,-0.5049354593773728,-0.5664893617021276,-0.575797007156799,-0.5865567533291058,-0.6000000000000001,-0.5899371069182391,-0.5967841682127397,-0.5950310559006211,-0.5606469002695418,-0.5702043506921556,-0.5982747997535429,-0.6620010368066356,-0.6688674454037583,-0.6898192197906756,-0.6956115779645191,-0.6956115779645191,-0.6908487434803224,-0.6666666666666667
BALZ_07-L^I10,0.057648401826484,-0.057648401826484,3.0,-0.3456090651558074,7.3759718575473565,2.148373983739837,-0.0146571335716607,1.23254391942065e-07,-0.3663833805476864,0.075553240075352,0.5795129220205545,0.8485382703567967,0.2389352912673187,0.2874065367159695,-0.0069539091509325,-4.59090909090909,1.6686991869918697,6.056179775280898,-0.2784471218206158,1.549945092009022,-0.0625,-0.0588235294117647,0.0,-0.0588235294117647,-0.238095238095238,-0.3333333333333332,-0.36,-0.4482758620689654,-0.4666666666666667,-0.5151515151515151,-0.5555555555555556,-0.5294117647058824,-0.5789473684210527,-0.5555555555555556,-0.5675675675675675,-0.5294117647058824,-0.5428571428571428,-0.5151515151515151,-0.5675675675675675,-0.5428571428571428,-0.5789473684210527,-0.6000000000000001,-0.6000000000000001,-0.6595744680851063,-0.7142857142857143,-0.728813559322034,-0.75,-0.7192982456140351,-0.7241379310344827,-0.7333333333333334,-0.6981132075471699,-0.7037037037037037,-0.7377049180327868,-0.728813559322034,-0.6666666666666666,-0.6862745098039216,-0.6666666666666666,-0.6923076923076923,-0.7333333333333334,-0.7192982456140351,-0.6862745098039216,-0.7333333333333334,-0.8333333333333333,-0.8241758241758241,-0.84,-0.8333333333333333,-0.8350515463917526,-0.8072289156626506,-0.7611940298507462
BBEK_99-L^L95,0.0715290147182902,0.0715290147182902,2.0,0.1881025641025642,-8.698607858685548,1.2113502935420746,0.1189962223421477,3.592616424990278e-06,0.1209230769230769,6.997508960619669,-0.1305661043733276,-0.1374161694793008,-0.0775669951964783,-0.1312287939240664,-0.2711312654696758,0.4267337807606272,0.8818304982688546,3.533697632058288,0.1884827445374719,0.4394978532710146,0.0300429184549355,0.0812064965197216,0.2360742705570291,0.2628726287262872,0.2167101827676241,0.3468208092485549,0.3126760563380282,0.3827893175074184,0.2295514511873351,0.2594594594594595,0.2426666666666668,0.4250764525993884,0.3910447761194029,0.45625,0.4121212121212123,0.3625730994152047,0.3546511627906976,0.4472049689440993,0.4935897435897436,0.3016759776536313,0.3786982248520711,0.563758389261745,0.5850340136054422,0.5481727574750832,0.5958904109589043,0.6642857142857144,0.7651515151515151,1.052863436123348,1.0438596491228074,0.856573705179283,0.9176954732510288,1.0711111111111111,0.9020408163265304,0.8492063492063493,0.8714859437751004,0.8492063492063493,1.034934497816594,0.9662447257383966,0.827450980392157,0.9662447257383966,1.187793427230047,0.7718631178707225,0.3665689149560116,0.335243553008596,0.4207317073170733,0.3468208092485549,0.3665689149560116,0.484076433121019,0.5850340136054422
BBIO_50-L^J00,0.0188766916419817,0.0188766916419817,2.0,-0.0457434733257661,6.770429333841983,1.3150136487716106,0.02255299954894,1.1036983084271406e-05,-0.0199205448354143,2.008929592840972,0.0520743925854686,0.0674068232221226,0.1075902599495932,0.1444704701694206,-0.0352295833924432,0.3490870032223412,0.7175614194722475,6.660790075089781,-0.0352295833924432,1.0022201346825257,-0.0236220472440945,0.0325203252032519,0.1981132075471698,0.144144144144144,0.144144144144144,0.2828282828282829,0.1981132075471698,0.0948275862068965,0.0,-0.0797101449275361,-0.0305343511450382,-0.0230769230769231,-0.0378787878787879,-0.0155038759689922,-0.1241379310344826,-0.1476510067114094,-0.0592592592592593,-0.0230769230769231,-0.1301369863013698,-0.1753246753246753,-0.1360544217687074,-0.0451127819548872,-0.0378787878787879,-0.0230769230769231,0.0325203252032519,0.0583333333333333,0.0672268907563025,0.27,0.221153846153846,0.1339285714285714,0.2330097087378639,0.2330097087378639,0.1238938053097347,0.1981132075471698,0.1869158878504673,0.221153846153846,0.2828282828282829,0.1651376146788989,0.1981132075471698,0.3510638297872341,0.4941176470588235,0.3956043956043955,-0.0863309352517984,-0.0378787878787879,-0.072992700729927,0.0325203252032519,0.1238938053097347,0.144144144144144,0.221153846153846
BBNH_32-L^L97,0.0380200105318588,0.0380200105318588,4.0,-0.0156739811912225,-5.842571799805413,1.229109454688113,0.2112223016440314,0.0002339946900083,0.0096133751306165,17.06994984795608,0.1214838567818624,0.1250208989048739,-0.0527169641369446,-0.1341994359513619,0.0103248010324801,0.5694006309148265,0.6998823067869753,7.367843137254902,0.0103248010324801,0.6820736288178504,0.0124688279301745,0.0956284153005464,0.2114803625377643,0.1863905325443786,0.3322259136212624,0.4528985507246377,0.4851851851851849,0.4372759856630823,0.2188449848024316,0.2300613496932515,0.2610062893081759,0.4688644688644687,0.3732876712328767,0.4321428571428571,0.319078947368421,0.2770700636942673,0.407017543859649,0.5542635658914727,0.3875432525951556,0.2689873417721518,0.3456375838926173,0.4528985507246377,0.4962686567164178,0.3972125435540068,0.4635036496350362,0.5542635658914727,0.5664062499999998,0.8651162790697675,0.7901785714285712,0.7822222222222222,0.6502057613168721,0.6434426229508197,0.6234817813765181,0.5787401574803148,0.5787401574803148,0.6434426229508197,0.7063829787234042,0.7063829787234042,0.7665198237885462,0.7901785714285712,1.1329787234042552,0.9851485148514852,0.4119718309859155,0.5018726591760299,0.4424460431654675,0.4962686567164178,0.407017543859649,0.6169354838709677,0.7359307359307359
BBOU_00-L,0.0082929119073697,0.0082929119073697,2.0,0.0626109407777957,-3.0406080335366505,1.5523809523809524,0.1128188358404185,1.6745181826494013e-05,0.0164595772147813,17.269547875289316,0.1863064098878988,0.3256023457090976,0.1657890470951523,0.2128012157174904,0.1820319849482596,0.0951526032315978,0.746218487394958,3.068376068376069,0.1820319849482596,0.7485372167871219,0.0135135135135135,0.1115879828326178,0.182648401826484,0.177272727272727,0.2102803738317755,0.2665036674816625,0.3214285714285714,0.2572815533980581,0.1092077087794431,0.1285403050108933,0.153674832962138,0.3385012919896639,0.3350515463917525,0.3703703703703704,0.3454545454545454,0.3047858942065489,0.377659574468085,0.5014492753623188,0.5792682926829269,0.5058139534883721,0.6549520766773163,0.773972602739726,0.8368794326241136,0.9256505576208178,1.047430830039526,1.252173913043478,1.302222222222222,1.6839378238341969,1.7263157894736842,1.6294416243654823,1.7849462365591395,1.943181818181818,1.740740740740741,1.6979166666666663,1.75531914893617,1.8461538461538456,2.0292397660818717,1.96,2.1017964071856285,2.1017964071856285,2.647887323943662,2.5,1.3870967741935485,1.526829268292683,1.443396226415094,1.490384615384615,1.502415458937198,1.6979166666666663,1.8618784530386736
BBQS_26-L^G99,0.0908950855030041,0.0908950855030041,2.0,0.1978555304740406,3.6574060291116446,1.3128398159765788,0.0400700252869092,4.711305446327253e-05,0.1992099322799096,2.834557166677976,-0.0938294733828112,-0.1440016843354568,-0.0882925358991724,-0.0910158972965051,-0.0763696922633203,1.2957540263543186,0.6630071099958176,8.237639241743208,0.1428881297109701,0.4720184174785894,0.0,0.1207289293849658,0.486404833836858,0.0207468879668049,0.0081967213114753,-0.0199203187250995,0.0165289256198346,-0.0352941176470588,-0.1103074141048825,-0.1135135135135134,-0.0538461538461538,0.0626349892008639,0.1106094808126412,-0.0409356725146198,-0.0716981132075471,-0.1322751322751323,-0.0646387832699619,-0.0972477064220184,-0.161839863713799,-0.1934426229508196,-0.1135135135135134,-0.0786516853932584,-0.0786516853932584,-0.0716981132075471,-0.0786516853932584,-0.0939226519337016,-0.092250922509225,0.0445859872611464,-0.0238095238095238,-0.0628571428571428,-0.0501930501930502,-0.0352941176470588,-0.1038251366120218,-0.138353765323993,-0.088888888888889,-0.1005484460694697,-0.0820895522388059,-0.1292035398230089,-0.1589743589743589,-0.1166965888689408,0.0957683741648105,-0.0199203187250995,-0.277533039647577,-0.2264150943396227,-0.2288401253918495,-0.1703204047217538,-0.138353765323993,-0.0465116279069768,-0.0120481927710844
BBTU_63-L^C18,0.0138618936756444,0.0138618936756444,2.0,0.0044096241116532,-1.6648019073712506,1.4236011477761834,0.0242409301943383,3.829890561152198e-05,0.0457444986728315,5.162765914139192,-0.0050267590210379,-0.0850543795483027,-0.1819425871397172,0.3305408730889111,0.0534552269394929,0.2834061135371173,1.090028694404591,21.12562534741523,0.0385298538051646,0.5157459214457969,-0.0209267563527654,0.0790322580645161,0.2622641509433963,0.17989417989418,0.0985221674876848,0.0913539967373573,0.1989247311827957,0.0292307692307693,-0.0959459459459459,-0.1311688311688311,-0.0897959183673468,0.103960396039604,-0.0233576642335765,-0.0088888888888888,-0.0897959183673468,-0.148854961832061,-0.0577464788732393,0.0292307692307693,-0.1208935611038107,-0.1289062499999999,-0.1174142480211081,-0.0029806259314455,0.0014970059880241,0.0340030911901083,0.0619047619047619,0.0878048780487805,0.1655052264808363,0.3380000000000001,0.3653061224489795,0.2718631178707225,0.2965116279069768,0.3625254582484725,0.3273809523809525,0.3487903225806452,0.408421052631579,0.4294871794871797,0.4671052631578949,0.5778301886792454,0.60431654676259,0.8032345013477089,0.9851632047477744,0.6477832512315274,0.3221343873517788,0.3597560975609757,0.3221343873517788,0.4203821656050956,0.387966804979253,0.3653061224489795,0.4113924050632911
BBVN_02-L^I99,0.089675359233635,0.089675359233635,3.0,0.2047521267233793,3.316813764963908,1.78255033557047,0.6130884041331803,3.614333933616209e-07,0.045761220299208,0.8705932879241381,0.3758949657758152,0.4678921951174729,-0.0345009445436432,-0.2556980338128858,-0.0008462234964725,1.4041666666666686,1.3818791946308726,3.1855047454702325,0.0509536009109023,0.5941456186034585,0.0380952380952381,0.024390243902439,0.129032258064516,-0.0582959641255604,0.024390243902439,0.1052631578947369,0.1538461538461539,0.1538461538461539,0.0294117647058824,0.024390243902439,0.1413043478260869,0.0880829015544042,0.0606060606060605,0.1170212765957448,0.129032258064516,0.0606060606060605,0.0447761194029852,0.1413043478260869,-0.032258064516129,-0.0277777777777777,0.0,0.1111111111111111,0.129032258064516,0.129032258064516,0.1229946524064171,0.0659898477157361,0.0606060606060605,0.2068965517241379,0.1864406779661016,0.1111111111111111,0.1351351351351351,0.05,-0.1322314049586775,-0.0789473684210525,-0.0829694323144104,-0.1176470588235293,-0.0625,-0.1176470588235293,-0.1393442622950819,-0.0625,-0.070796460176991,-0.0232558139534883,-0.3269230769230768,-0.2279411764705882,-0.2279411764705882,-0.2279411764705882,-0.1891891891891891,-0.1923076923076923,-0.0748898678414096
BBXK_89-L^E06,0.1286875662742325,0.1286875662742325,3.0,0.1305103400335978,0.2568182069363375,1.439277350284376,0.1163261549788331,8.842575692780428e-05,0.0485431269188436,14.662417000873374,0.4475262670941177,0.7937225946879226,0.0917072293380385,-3.112687589109054,-0.0613503738117621,1.1912912157060151,1.0477305676368909,10.848769490888598,0.0297248622528128,0.8418780540033903,0.0785714285714287,-0.0277777777777777,0.0486891385767789,0.0646387832699619,0.0526315789473683,0.0408921933085502,0.0769230769230768,0.018181818181818,-0.0277777777777777,0.0035842293906809,0.0566037735849056,0.2727272727272725,0.2068965517241379,0.1522633744855965,0.1715481171548116,0.1814345991561179,0.1764705882352941,0.2556053811659191,0.2017167381974247,0.0727969348659003,0.1244979919678712,0.222707423580786,0.3270142180094786,0.386138613861386,0.4736842105263157,0.4507772020725389,0.346153846153846,0.5384615384615383,0.6470588235294117,0.3725490196078429,0.4507772020725389,0.5730337078651684,0.3725490196078429,0.3592233009708736,0.3397129186602872,0.320754716981132,0.3526570048309179,0.3397129186602872,0.3270142180094786,0.3023255813953487,0.3725490196078429,0.1864406779661016,-0.0070921985815602,0.0035842293906809,-0.0789473684210526,-0.0243902439024391,-0.0635451505016724,0.018181818181818,0.1067193675889328
