firms,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,11.0,0.2935759458559859,-0.9830552671069176,0.9694029850746269,0.1042953598620887,0.0154996353026987,0.0950077399380786,2.919027958615463e-06,0.3341839565072674,-0.2516948436951404,0.0025764712558877,-0.1260048843556961,0.032051773414658,-0.5821567311866757,-0.457590092937173,0.4701492537313433,15.487283825025434,-0.2703920253043227,-0.2521739130434782,-0.0376569037656905,0.0849056603773583,-0.0495867768595041,-0.1785714285714286,0.0952380952380951,0.0407239819004523,0.369047619047619,0.2994350282485873,-0.2013888888888889,-0.0980392156862745,-0.0336134453781512,-0.2767295597484277,-0.3646408839779006,-0.4457831325301206,-0.5043103448275862,-0.5188284518828452,-0.5043103448275862,-0.5381526104417671,-0.4748858447488584,-0.7878228782287823,-0.805414551607445,-0.7762645914396887,-0.7821969696969697,-0.7681451612903226,-0.7745098039215687,-0.7568710359408034,-0.782608695652174,-0.8120915032679739,-0.8096026490066226,-0.8177496038034865,-0.805414551607445,-0.8165869218500797,-0.8096026490066226,-0.8057432432432432,-0.802065404475043,-0.8123980424143556,-0.8083333333333333,-0.8148148148148149,-0.8076923076923077,-0.813614262560778,-0.8010380622837371,-0.7850467289719626,-0.7796934865900383,-0.7862453531598513,-0.7736220472440944,-0.7125,-0.7374429223744292,-0.724220623501199
BALZ_07-L^I10,11.0,0.210049405852038,0.2655836877224735,1.6808607958876958,0.2315650865312265,0.152726628197806,0.1426967753747124,1.8980851434798736e-08,0.0956705992589121,1.7754428184352764,-0.2211750149585674,-0.2103886056327937,-0.2850068579349428,-0.200166231279162,-0.1625536222800183,1.218858225697545,3.2198442048941693,0.0595439480770558,-0.0588235294117646,0.0897435897435896,0.0759493670886075,0.1486486486486486,0.2878787878787878,0.2499999999999997,0.4655172413793105,0.4406779661016948,0.4166666666666667,0.7,0.8478260869565215,1.0238095238095235,0.8478260869565215,0.7708333333333333,0.7708333333333333,0.6666666666666665,1.0238095238095235,0.9767441860465116,1.1794871794871793,1.0238095238095235,1.1794871794871793,1.125,1.125,1.3611111111111112,1.3611111111111112,1.3611111111111112,1.8333333333333333,1.8333333333333333,1.65625,1.4999999999999996,1.0731707317073171,1.125,1.236842105263158,1.3611111111111112,1.5757575757575757,1.4999999999999996,1.3611111111111112,1.65625,1.931034482758621,1.931034482758621,2.035714285714285,1.7419354838709675,2.148148148148148,2.269230769230769,2.695652173913043,2.695652173913043,2.5416666666666665,2.4,2.269230769230769
BBIO_50-L^J00,12.0,0.0577235772357723,2.640824391782276,0.97782874617737,0.1096311475409836,0.8321299638989169,0.1228763334650254,1.112444400456913e-05,0.1004065040650406,0.7370633742613142,-0.0706471831657007,0.0371845643764965,-0.1600107933081488,-0.0979722418254528,-0.0311375079318954,0.6490825688073395,5.782101167315175,0.0486944248412138,-0.0164424514200299,-0.0823045267489711,-0.1032171581769436,-0.0176211453744492,-0.0656424581005585,0.0535433070866142,0.1819787985865724,0.2940038684719537,0.2434944237918217,0.5308924485125859,0.3765432098765431,0.710997442455243,0.4800884955752214,0.3169291338582678,0.2230347349177333,0.0842787682333874,0.1396933560477002,0.2434944237918217,0.3487903225806452,0.6120481927710844,0.5890736342042757,0.5344036697247707,0.4833702882483373,0.4264392324093815,0.6397058823529413,0.8845070422535213,0.9447674418604652,0.8635097493036215,1.0776397515527951,1.0029940119760483,1.09717868338558,0.9970149253731344,0.9792899408284026,0.7887700534759359,0.7286821705426356,0.7242268041237114,0.8845070422535213,0.9734513274336284,1.009009009009009,1.0150602409638556,1.0211480362537766,1.052147239263804,1.3473684210526318,1.3723404255319154,1.543726235741445,1.4505494505494507,1.4595588235294117,1.3978494623655917,1.5245283018867926
BBOU_00-L,11.0,-0.0565665932537382,-0.2780170804985796,0.881807180314643,0.1384518565135305,-0.1100795755968169,0.0250506978408684,0.0001752171429658,0.0203431088443259,-0.2955662357354358,-0.1212823941965475,-0.2554807143476336,-0.2002948254829059,-0.1940856879743525,-0.3192303353030578,0.5857200484066156,5.900450225112556,-0.2092914124824026,-0.0488188976377952,0.016,-0.0716374269005848,-0.0550595238095238,-0.1155988857938719,-0.0606508875739645,-0.0797101449275363,-0.0967283072546231,-0.0716374269005848,0.001577287066246,-0.0592592592592593,0.1781076066790352,0.0,-0.1081460674157304,-0.1229281767955802,-0.1018387553041019,-0.1301369863013699,-0.1383989145183175,-0.0015723270440252,0.1524500907441015,-0.0200617283950618,0.0031595576619272,0.001577287066246,-0.0675477239353891,0.0,-0.0536512667660209,-0.0836940836940837,-0.0364188163884674,0.0929432013769362,0.0986159169550171,0.2003780718336483,0.2649402390438247,0.1981132075471698,0.2354085603112841,0.2475442043222002,0.1869158878504673,0.1482820976491861,0.1847014925373133,0.1608775137111517,0.1847014925373133,0.1359570661896243,0.1802973977695166,0.1958568738229755,0.1958568738229755,0.1566484517304187,0.1936090225563909,0.0836177474402728,0.0548172757475082,0.1024305555555555
BBTU_63-L^C18,10.0,-0.0463743428588211,0.1697712653014416,0.5111956062526405,0.0325913355959273,-0.1286326822296331,-0.0610351929523847,2.7590857825202943e-05,0.0407647801697553,0.8037248250474408,0.2306635637302018,0.3935705907937143,0.2307378750205819,0.2727246151408675,0.3123911139585765,0.4937684833122095,20.55555555555556,0.2264818405743934,-0.131849315068493,-0.0201342281879194,-0.0378912685337726,-0.1124620060790273,-0.1999999999999999,-0.1399116347569956,-0.1511627906976744,0.1018867924528301,0.0017152658662091,0.0336283185840706,0.0695970695970695,0.1633466135458168,0.028169014084507,-0.1151515151515151,-0.2385919165580182,-0.2763320941759604,-0.2878048780487804,-0.2834355828220859,-0.2129380053908356,-0.1657142857142857,-0.0832025117739403,-0.1191553544494721,-0.0903426791277258,-0.1244377811094452,-0.0788643533123027,0.0,-0.0266666666666667,0.0121317157712306,0.0409982174688057,0.0936329588014981,0.0579710144927536,0.0409982174688057,0.0484739676840215,0.1869918699186992,0.2192066805845511,0.1564356435643563,0.1610337972166997,0.2695652173913043,0.3363844393592676,0.2613390928725703,0.2532188841201717,0.2807017543859649,0.3006681514476614,0.4313725490196078,0.6543909348441928,0.6927536231884057,0.4860050890585241,0.414043583535109,0.4599999999999999
BBXK_89-L^E06,11.0,0.0204625985538892,-1.5639573167659175,1.6533155975958225,0.0538803418803418,-0.0359074578546331,-0.0002717971616609,8.518181851918641e-05,0.1011362299133118,-0.2246279849874,0.1393966780386761,0.3512801416801415,0.1308869082369506,-0.0313296999931603,-0.1987688311666492,1.3997438171248398,3.9864275327193406,-0.0023412953550155,-0.2201257861635218,0.0576496674057649,0.1016166281755195,0.0347071583514098,-0.0498007968127489,-0.0041753653444677,-0.0185185185185187,0.1197183098591549,-0.0205338809034908,-0.0285132382892058,-0.1,-0.1,-0.2535211267605634,-0.2154605263157896,-0.2672811059907835,-0.2650231124807397,-0.2995594713656387,-0.3156384505021521,-0.2964601769911505,-0.2974963181148748,-0.326271186440678,-0.3588709677419356,-0.3384188626907074,-0.378096479791395,-0.326271186440678,-0.3205128205128205,-0.2063227953410982,-0.1969696969696971,-0.1804123711340207,-0.1660839160839161,-0.1887755102040816,-0.1761658031088083,-0.1775862068965518,-0.1942567567567568,-0.2102649006622517,-0.2063227953410982,-0.1790017211703959,-0.1675392670157069,-0.1512455516014236,-0.1263736263736264,-0.0773694390715667,-0.046,-0.0573122529644268,-0.0647058823529411,-0.1033834586466166,-0.0809248554913296,-0.0324543610547667,-0.0683593750000001,-0.0737864077669904
BCPS_48-L^C06,10.0,0.0010099283727723,-0.2901871260894283,0.9184633269921793,0.0405561993047508,0.0631293426968378,-0.0314938619581029,4.401548360782535e-05,-0.0257454048259038,0.7222622586523417,-0.1718434719209929,-0.1007083317758754,-0.1794022445083696,-0.0090615419503112,0.1963131694064867,0.8524096385542168,6.390336179872446,-0.0009970258212789,-0.1093596059113302,-0.0009842519685039,0.0180541624874623,0.1302895322939865,0.1227876106194691,0.1328125,0.3866120218579234,0.5286144578313254,0.4295774647887325,0.4438122332859175,0.5425531914893618,0.963249516441006,0.4882697947214076,0.0695468914646997,0.1481900452488689,0.2184873949579833,0.1481900452488689,0.1391694725028058,0.2561881188118813,0.4499999999999999,0.4667630057803469,0.5687789799072644,0.4646464646464647,0.5171898355754858,0.549618320610687,0.6423948220064726,0.6584967320261439,0.5884194053208138,0.6639344262295084,0.6612111292962357,0.5425531914893618,0.5567484662576689,0.7203389830508473,0.7203389830508473,0.6916666666666667,0.608557844690967,0.963249516441006,1.0714285714285712,1.088477366255144,0.9407265774378584,0.9333333333333332,0.9114877589453864,0.9223484848484848,0.8761552680221811,1.1323529411764706,1.097107438016529,1.0927835051546393,1.0799180327868854,0.832129963898917
BCQE_67-L^A14,11.0,1.1289969937141298,-2.6999134114430428,1.1105374325275756,0.1345565749235474,1.34435049961568,0.1474364573324992,0.0001116166778556,1.0798529156003875,2.096593322371469,-0.148639871867851,3.8667614863856845e-05,-0.1392499534022404,0.3425675436716437,0.2260538278768,0.8103731518422905,3.774659182036888,1.5649828347229036,-0.1616445352400408,0.0150336962156556,0.1018570624648282,0.1763292279963952,0.0566648677819749,0.206779661016949,0.2830930537352554,0.4606490115628496,0.414228963524738,0.5964125560538114,0.3247631935047361,0.8021168890934189,0.5964125560538114,0.2306725329981143,0.1134489621836791,-0.1073626624116709,-0.0185463659147869,0.0392781316348194,0.0481798715203425,0.2423857868020302,0.1227064220183484,0.1924482338611446,0.1340863017665796,0.035978835978836,0.2291274325172629,0.2279711508309814,0.3118927973199328,0.3980721171010351,0.4622852875280057,0.3337874659400544,0.3837455830388692,0.2988391376451078,0.240025332488917,0.4271137026239064,0.3975731620271234,0.3324259952364747,0.465568862275449,0.5178294573643409,0.4455518641565152,0.5545851528384278,0.5638977635782747,0.5073133179368743,0.6502317741255792,0.6857511838140333,0.6893874029335634,0.7607913669064748,0.7889447236180902,0.8532891623284429,1.010266940451745
BCUB_73-L^L00,10.0,0.5054842641049536,-0.5356882803322115,1.5787178368948975,0.1445279866332497,0.5308201732042791,0.2824115139202444,5.550469438147022e-06,0.2560757043515664,9.746210612037531,-0.0956766556976559,0.1460815782145421,-0.1836400566393613,-0.2795051638665666,-0.2535944667183736,1.1373746184038378,5.010262529832936,0.2316944379253696,-0.140625,0.0893617021276595,0.1531531531531531,0.0711297071129706,-0.0077519379844961,0.2896725440806045,0.3473684210526317,0.3837837837837836,0.5802469135802468,0.5515151515151517,0.4065934065934065,0.4927113702623906,0.3298701298701298,0.2219570405727922,0.0870488322717621,-0.1466666666666666,-0.044776119402985,-0.0465549348230912,-0.0639853747714807,0.17162471395881,0.1034482758620691,0.0491803278688525,-0.0357815442561204,-0.2369597615499254,-0.1322033898305085,-0.0429906542056074,-0.0096711798839458,-0.0921985815602836,-0.0411985018726591,-0.0518518518518519,-0.0357815442561204,-0.075812274368231,-0.1202749140893471,-0.069090909090909,-0.0985915492957746,-0.138047138047138,-0.069090909090909,-0.0247619047619047,-0.0570902394106813,-0.0321361058601133,-0.0570902394106813,0.0260521042084167,0.0513347022587269,0.0622406639004149,0.1154684095860567,0.158371040723982,0.1851851851851851,0.1505617977528088,0.1934731934731934
BCYN_75-L^D01,12.0,-0.0416337805840568,-1.5902445424348564,0.944695652173913,0.0808796801163213,-0.0959766239604405,-0.039294710327418,3.896212839712665e-05,0.008385951065509,-0.6695173551625709,-0.0586296765217391,-0.0261390774811114,-0.0824858396489829,0.0595499806026121,0.1250958607956407,0.6744347826086956,6.900744416873449,-0.0110241820768136,-0.0523446019629225,-0.0765357502517622,0.0076923076923076,0.2358490566037736,0.0222965440356743,0.2951977401129944,0.3872919818456883,0.5082236842105263,0.589254766031196,0.5756013745704467,0.4983660130718954,0.5702054794520548,0.9594017094017095,0.589254766031196,0.61443661971831,0.4601910828025477,0.2897327707454289,0.3727544910179641,0.31,0.3625557206537888,0.4814216478190629,0.5308848080133555,0.4151234567901234,0.1008403361344538,0.1448189762796505,0.1320987654320988,0.0444191343963553,0.0687645687645688,0.1223990208078336,0.1637055837563452,0.1832258064516128,0.23252688172043,0.1847545219638242,0.1265356265356265,0.1391304347826085,0.1349009900990099,0.1505646173149311,0.1878238341968912,0.1505646173149311,0.1061519903498191,0.0601156069364161,0.1637055837563452,0.2161803713527852,0.2113606340819021,0.1862871927554978,0.1878238341968912,0.2648275862068965,0.1786632390745501,0.2879213483146068
