firms,absacc,acc,age,agr,chpmia,currat,egr,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0498582156991057,-0.0498582156991057,3.0,0.0051862034491376,-0.6470227935822241,0.8417645287563986,-0.3346440677966102,7.151040083138191e-06,0.2118220444888777,0.9282342456381816,-0.3654960315209664,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,-5.970149253731352,0.4929238181270702,12.063180827886711,-0.0778326764003775,1.6253522477080775,-0.1727019498607241,0.0558823529411764,0.0684523809523809,0.3650190114068441,0.2867383512544803,-0.280561122244489,-0.4434108527131783,-0.4493865030674846,-0.4493865030674846,-0.280561122244489,-0.298828125,-0.3935810810810811,-0.2178649237472767,-0.2613168724279836,-0.4657738095238095,-0.4907801418439717,-0.538560411311054,-0.7130295763389289,-0.6377396569122099,-0.6638576779026217,-0.6952461799660441,-0.7188723570869224,-0.738147337709701,-0.7246932515337423,-0.7246932515337423,-0.770460358056266,-0.7978603603603605,-0.792485549132948,-0.7644356955380578,-0.7430207587687903,-0.7455705173635719,-0.7455705173635719,-0.735445836403832,-0.7328869047619048,-0.6806049822064058,-0.6845342706502637,-0.7406069364161849,-0.7159810126582279,-0.727410782080486,-0.7613031914893618,-0.7664281067013663,-0.7723525681674065,-0.7797546012269939,-0.7742138364779875,-0.7779839208410637,-0.7770186335403727,-0.7580862533692723,-0.7633487145682267,-0.7788046826863833
BALZ_07-L^I10,0.057648401826484,-0.057648401826484,3.0,-0.3456090651558074,-0.1706531062090981,2.148373983739837,-0.0146571335716607,1.204689621649267e-07,-0.3663833805476864,0.0566549360368962,-6.285711816068657,0.5795129220205545,0.8485382703567967,0.2874065367159695,-0.0069539091509325,-4.59090909090909,1.6686991869918697,6.056179775280898,-0.2784471218206158,1.6253522477080775,-0.2142857142857143,0.0,0.0769230769230771,0.0769230769230771,0.0,0.0,-0.0666666666666665,-0.1249999999999998,-0.176470588235294,-0.1249999999999998,-0.176470588235294,-0.3333333333333332,-0.4166666666666666,-0.4399999999999999,-0.5172413793103448,-0.5333333333333332,-0.5757575757575757,-0.611111111111111,-0.588235294117647,-0.631578947368421,-0.611111111111111,-0.6216216216216216,-0.588235294117647,-0.5999999999999999,-0.5757575757575757,-0.6216216216216216,-0.5999999999999999,-0.631578947368421,-0.6499999999999999,-0.6499999999999999,-0.7021276595744681,-0.75,-0.7627118644067796,-0.78125,-0.7543859649122806,-0.7586206896551724,-0.7666666666666666,-0.7358490566037736,-0.7407407407407407,-0.7704918032786885,-0.7627118644067796,-0.7083333333333333,-0.7254901960784313,-0.7083333333333333,-0.7307692307692307,-0.7666666666666666,-0.7543859649122806,-0.7254901960784313,-0.7666666666666666
BBEK_99-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,-0.3846244522339616,1.1534737351730815,0.0752351097178683,3.89101157657581e-06,0.0776933701657458,5.694411170847458,0.4386996901323358,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,0.8585088356330185,3.145020533880903,0.0526632302405497,0.5179818530004126,-0.165938864628821,-0.0171673819742489,-0.0821643286573146,-0.0766129032258063,-0.0653061224489796,-0.0691056910569105,-0.0458333333333332,-0.0171673819742489,0.0626450116009282,0.2148541114058355,0.2411924119241193,0.1958224543080939,0.323699421965318,0.2901408450704226,0.3590504451038576,0.2084432717678099,0.2378378378378378,0.2213333333333333,0.4006116207951071,0.3671641791044775,0.4312499999999999,0.3878787878787879,0.3391812865497077,0.3313953488372094,0.4223602484472049,0.4679487179487178,0.2793296089385475,0.3550295857988166,0.5369127516778525,0.5578231292517006,0.5215946843853823,0.5684931506849316,0.6357142857142859,0.7348484848484849,1.0176211453744497,1.0087719298245617,0.8247011952191237,0.8847736625514402,1.0355555555555558,0.8693877551020408,0.8174603174603174,0.8393574297188753,0.8174603174603174,1.0,0.9324894514767932,0.7960784313725491,0.9324894514767932,1.1502347417840375,0.7414448669201521
BBIO_50-L^J00,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,-0.2794251674814279,1.3763379204892965,-0.0258785472724599,9.607703474946182e-06,-0.0113001070536457,1.612278227853287,2.754325443134843,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,0.8205275229357798,6.141626794258373,-0.0562689932359572,1.829074872761406,-0.1339285714285715,-0.111111111111111,-0.1384615384615384,-0.0344827586206895,-0.0344827586206895,-0.0508474576271185,-0.096774193548387,-0.1181102362204723,-0.089430894308943,0.0566037735849056,0.0090090090090089,0.0090090090090089,0.1313131313131315,0.0566037735849056,-0.0344827586206895,-0.1181102362204723,-0.1884057971014491,-0.1450381679389312,-0.1384615384615384,-0.1515151515151515,-0.131782945736434,-0.2275862068965516,-0.2483221476510066,-0.1703703703703704,-0.1384615384615384,-0.232876712328767,-0.2727272727272727,-0.238095238095238,-0.1578947368421052,-0.1515151515151515,-0.1384615384615384,-0.089430894308943,-0.0666666666666665,-0.0588235294117646,0.1200000000000001,0.0769230769230771,0.0,0.0873786407766992,0.0873786407766992,-0.0088495575221236,0.0566037735849056,0.0467289719626169,0.0769230769230771,0.1313131313131315,0.0275229357798165,0.0566037735849056,0.1914893617021278,0.3176470588235296,0.2307692307692308
BBNH_32-L^L97,0.0379427097328962,0.0379427097328962,5.0,-0.0247346072186836,0.0812591935625346,1.356020942408377,0.006196518146946,0.000198333102081,-0.1126326963906581,17.93616375393041,-19.018027982619408,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.5364741641337386,0.7949389179755671,7.205930807248764,-0.0687672982754949,0.7361017778373969,-0.0352112676056336,0.0240384615384614,0.0142857142857142,0.0839694656488547,0.1513513513513511,0.109375,0.0492610837438423,0.0623441396508728,0.1639344262295081,0.2870090634441087,0.2603550295857988,0.415282392026578,0.5434782608695652,0.5777777777777775,0.5268817204301075,0.2948328267477202,0.3067484662576687,0.3396226415094339,0.5604395604395604,0.4589041095890411,0.5214285714285714,0.401315789473684,0.3566878980891719,0.4947368421052631,0.6511627906976742,0.4740484429065743,0.3481012658227846,0.4295302013422819,0.5434782608695652,0.58955223880597,0.484320557491289,0.554744525547445,0.6511627906976742,0.6640624999999998,0.9813953488372094,0.901785714285714,0.8933333333333333,0.7530864197530862,0.7459016393442623,0.7246963562753035,0.6771653543307086,0.6771653543307086,0.7459016393442623,0.8127659574468082,0.8127659574468082,0.8766519823788546,0.901785714285714,1.2659574468085109,1.108910891089109
BBOU_00-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,-0.0575002918758016,1.562439024390244,0.0202762268586541,2.24317415574018e-05,0.1138952164009111,20.8670954606422,-10.811234971204808,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,0.7521951219512195,2.7572633552015,0.1707122960604854,0.7334529797047458,-0.0544554455445542,0.0133779264214044,0.0184873949579831,0.0650263620386641,0.0802139037433153,0.0802139037433153,0.1542857142857141,0.1698841698841697,0.3004291845493561,0.3835616438356164,0.377272727272727,0.4158878504672896,0.4816625916870416,0.5459183673469388,0.4708737864077668,0.297644539614561,0.3202614379084967,0.349665924276169,0.565891472868217,0.5618556701030928,0.6031746031746033,0.5740259740259739,0.5264483627204029,0.6117021276595744,0.7565217391304346,0.8475609756097562,0.7616279069767442,0.9361022364217252,1.0753424657534247,1.148936170212766,1.2527881040892193,1.3952569169960474,1.634782608695652,1.6933333333333334,2.139896373056995,2.1894736842105265,2.076142131979695,2.258064516129032,2.443181818181818,2.2063492063492065,2.15625,2.223404255319149,2.3296703296703294,2.543859649122807,2.462857142857142,2.62874251497006,2.62874251497006,3.267605633802817,3.0945945945945947
BBQS_26-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,-0.0618861251744755,1.9102374882597613,0.5096315691041705,5.619730946594229e-05,-0.0281729953830208,2.464186328849048,2.0774552540787097,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,1.1642291694619618,9.937259923175416,0.1047162649459101,0.5040566079936791,-0.1522842639593908,-0.0921658986175114,-0.1599147121535181,-0.1563169164882226,-0.0483091787439613,-0.1705263157894737,-0.1991869918699187,-0.1991869918699187,-0.1025056947608199,0.1903323262839877,-0.1825726141078838,-0.1926229508196721,-0.2151394422310756,-0.1859504132231404,-0.2274509803921568,-0.2875226039783002,-0.2900900900900901,-0.2423076923076923,-0.1490280777537797,-0.1106094808126409,-0.2319688109161793,-0.2566037735849056,-0.3051146384479718,-0.2509505703422052,-0.2770642201834863,-0.3287904599659285,-0.3540983606557376,-0.2900900900900901,-0.2621722846441947,-0.2621722846441947,-0.2566037735849056,-0.2621722846441947,-0.2744014732965009,-0.2730627306273062,-0.1634819532908704,-0.2182539682539682,-0.2495238095238094,-0.2393822393822393,-0.2274509803921568,-0.2823315118397086,-0.3099824868651488,-0.2703703703703705,-0.279707495429616,-0.2649253731343284,-0.3026548672566372,-0.3264957264957264,-0.2926391382405745,-0.1224944320712695,-0.2151394422310756
BBTU_63-L^C18,0.0208163391741613,0.0208163391741613,3.0,0.0639998295042837,-0.2069676377679908,1.7808687164470474,0.1444101247543022,3.71424071227108e-05,0.0032181066450705,5.502967219052868,2.0511995651019266,0.2509604387640133,0.343948334361398,-0.1990026179961254,-0.0375642581141858,0.6562500000000003,1.4649422482511794,17.607906976744186,-0.0038942244441521,0.5587148351496517,-0.056384742951907,-0.0352,-0.1040118870728084,-0.0382775119617223,0.0904159132007234,-0.0163132137030994,-0.0793893129770991,-0.0986547085201794,-0.0274193548387097,0.1377358490566038,0.0634920634920634,-0.0098522167487684,-0.0163132137030994,0.0806451612903225,-0.0723076923076923,-0.1851351351351351,-0.2168831168831169,-0.1795918367346938,-0.0049504950495048,-0.1197080291970802,-0.1066666666666665,-0.1795918367346938,-0.232824427480916,-0.1507042253521126,-0.0723076923076923,-0.2076215505913272,-0.2148437499999999,-0.204485488126649,-0.1013412816691504,-0.0973053892215568,-0.0680061823802162,-0.0428571428571428,-0.0195121951219512,0.0505226480836236,0.2059999999999999,0.230612244897959,0.1463878326996199,0.1686046511627907,0.2281059063136457,0.1964285714285714,0.215725806451613,0.2694736842105263,0.2884615384615385,0.3223684210526316,0.4221698113207546,0.446043165467626,0.6253369272237197,0.7893175074183976,0.4852216748768474
BBVN_02-L^I99,0.089675359233635,0.089675359233635,3.0,0.2047521267233793,-0.0767389820134695,1.78255033557047,0.6130884041331803,3.532653490391532e-07,0.045761220299208,1.0437408073313763,-0.8014705877417742,0.3758949657758152,0.4678921951174729,-0.2556980338128858,-0.0008462234964725,1.4041666666666686,1.3818791946308726,3.1855047454702325,0.0509536009109023,0.6230516949547631,-0.0230769230769231,0.0833333333333334,0.04,0.056910569105691,0.1981566820276499,0.1504424778761064,0.1926605504587155,0.2380952380952381,0.2682926829268295,0.3978494623655912,0.1659192825112108,0.2682926829268295,0.368421052631579,0.4285714285714286,0.4285714285714286,0.2745098039215685,0.2682926829268295,0.4130434782608696,0.3471502590673576,0.3131313131313131,0.3829787234042554,0.3978494623655912,0.3131313131313131,0.2935323383084578,0.4130434782608696,0.1981566820276499,0.2037037037037037,0.2380952380952381,0.3756613756613758,0.3978494623655912,0.3978494623655912,0.3903743315508021,0.3197969543147207,0.3131313131313131,0.4942528735632183,0.4689265536723164,0.3756613756613758,0.4054054054054055,0.3,0.0743801652892561,0.1403508771929826,0.1353711790393013,0.092436974789916,0.1607142857142856,0.092436974789916,0.0655737704918033,0.1607142857142856,0.1504424778761064,0.2093023255813955
BBXK_89-L^E06,0.1286875662742325,0.1286875662742325,3.0,0.1305103400335978,-0.0059418373051263,1.439277350284376,0.1163261549788331,8.642742053969023e-05,0.0485431269188436,16.329822964320044,0.329900475956482,0.4475262670941177,0.7937225946879226,-3.112687589109054,-0.0613503738117621,1.1912912157060151,1.0477305676368909,10.848769490888598,0.0297248622528128,0.8828366852640402,-0.038235294117647,0.0365853658536585,-0.0173410404624277,0.0119047619047618,0.1846689895470381,0.1447811447811446,0.1258278145695364,0.2142857142857144,0.1805555555555555,0.2734082397003745,0.2927756653992395,0.2781954887218043,0.2639405204460967,0.3076923076923077,0.2363636363636363,0.1805555555555555,0.2186379928315411,0.2830188679245282,0.5454545454545452,0.4655172413793105,0.3991769547325101,0.4225941422594141,0.4345991561181432,0.4285714285714286,0.5246636771300448,0.4592274678111587,0.3026819923371648,0.3654618473895581,0.4847161572052401,0.6113744075829384,0.6831683168316831,0.7894736842105263,0.7616580310880829,0.6346153846153846,0.8681318681318679,1.0,0.6666666666666665,0.7616580310880829,0.9101123595505618,0.6666666666666665,0.6504854368932038,0.6267942583732058,0.6037735849056602,0.6425120772946862,0.6267942583732058,0.6113744075829384,0.5813953488372092,0.6666666666666665,0.4406779661016948
