firms,age,agr,cashdebt,chcsho,chempia,chpmia,depr,egr,grltnoa,herf,hire,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,10.0,-0.4536251212415131,0.3408582089552238,0.0316766794101583,0.7919082050432195,0.3548899785923012,0.1193317422434367,-0.4106394411606663,-0.4808498961150912,4.90005847638587e-06,0.1674674435289258,-0.5613482056256063,-0.5092476706994855,0.8398030825882098,0.4733073734455469,0.3997882557447076,0.3099404068464915,-0.0650595931535085,0.7297052245615723,0.1294117647058823,0.0714285714285714,-0.1981132075471698,-0.2955801104972376,-0.3855421686746989,-0.4504310344827587,-0.4665271966527197,-0.4504310344827587,-0.4879518072289157,-0.4178082191780822,-0.764760147601476,-0.7842639593908629,-0.7519455252918288,-0.7585227272727273,-0.7429435483870968,-0.75,-0.7304439746300212,-0.7589792060491494,-0.7916666666666667,-0.7889072847682119,-0.7979397781299524,-0.7842639593908629,-0.7966507177033493,-0.7889072847682119,-0.7846283783783784,-0.7805507745266782,-0.7920065252854812,-0.7875,-0.7946859903381642,-0.7867892976588629,-0.793354943273906,-0.7794117647058824,-0.7616822429906542,-0.7557471264367817,-0.7630111524163569,-0.7490157480314961,-0.68125,-0.7089041095890412,-0.6942446043165468,-0.6763959390862944,-0.625,-0.643854748603352,-0.5860389610389611,-0.5939490445859873,-0.53125,-0.5478723404255319,-0.5329670329670331,-0.5397111913357401,-0.5096153846153847
BALZ_07-L^I10,10.0,0.0219924914304369,0.2327529002585635,0.0011725406018994,-0.6865780915572373,-0.2730564472283157,0.2932646212847555,0.0675062019089265,-0.0113125702999283,1.5108449319552728e-08,-0.145192936559843,-0.0196855106371401,-0.0254817358303024,0.1881354441025749,-0.0319136558585792,-0.0239793655479703,-0.0413290896241814,-0.0803568593834333,0.4556425586928951,0.0869565217391303,0.0952380952380953,0.0,-0.0416666666666666,-0.0416666666666666,-0.0980392156862745,0.0952380952380953,0.0697674418604652,0.1794871794871795,0.0952380952380953,0.1794871794871795,0.1499999999999999,0.1499999999999999,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.5333333333333334,0.5333333333333334,0.4375,0.3529411764705881,0.1219512195121952,0.1499999999999999,0.2105263157894736,0.2777777777777779,0.393939393939394,0.3529411764705881,0.2777777777777779,0.4375,0.5862068965517244,0.5862068965517244,0.6428571428571428,0.4838709677419355,0.7037037037037037,0.7692307692307692,1.0,1.0,0.9166666666666669,0.8400000000000001,0.7692307692307692,0.9166666666666669,1.2999999999999998,1.2999999999999998,1.2999999999999998,1.2999999999999998,1.190476190476191,1.0909090909090908,1.0,1.0,0.7692307692307692
BBIO_50-L^J00,12.0,0.0577235772357723,0.3907246376811594,0.0014084507042253,0.4108226467144742,1.94954081148074,0.1096311475409836,0.8321299638989169,0.1228763334650254,9.940780101341036e-06,0.0868780219107658,0.1004065040650406,-0.1580352375867592,7.10616072141305,0.0371845643764965,-0.0979722418254528,0.0486944248412138,0.0486944248412138,0.3735057119222732,-0.1008230452674897,0.2429667519181586,0.0752212389380533,-0.0433070866141731,-0.1115173674588664,-0.2123176661264181,-0.1720613287904598,-0.0966542750929367,-0.0201612903225806,0.1710843373493975,0.154394299287411,0.1146788990825689,0.0776053215077605,0.0362473347547973,0.1911764705882352,0.3690140845070424,0.4127906976744186,0.3537604456824514,0.5093167701863355,0.4550898203592817,0.523510971786834,0.4507462686567165,0.4378698224852073,0.2994652406417113,0.2558139534883721,0.2525773195876291,0.3690140845070424,0.4336283185840708,0.4594594594594594,0.4638554216867472,0.4682779456193353,0.4907975460122702,0.7052631578947368,0.7234042553191491,0.8479087452471485,0.7802197802197803,0.786764705882353,0.7419354838709677,0.8339622641509437,1.0,1.2293577981651378,1.2816901408450705,1.2191780821917808,1.3033175355450242,1.5181347150259068,1.6129032258064515,1.4545454545454546,1.3033175355450242,1.3823529411764706
BBOU_00-L,10.0,1.2083706642774863,0.2423352069494123,0.0002793296089385,12.991985299173308,-1.15070570177445,0.1859614105123087,0.0895953757225433,0.2798101089081262,0.0002504297017093,2.7474580394064705,0.3203634967362089,2.3903533370723498,35.04665695706268,1.04674508425497,1.956056510597436,2.1536997885835096,2.1536997885835096,1.0501891069679956,-0.0607407407407407,0.2523191094619668,0.062992125984252,-0.0519662921348315,-0.0676795580110497,-0.0452616690240452,-0.0753424657534246,-0.0841248303934871,0.0613207547169811,0.2250453720508167,0.0416666666666665,0.0663507109004739,0.0646687697160883,-0.0088105726872246,0.062992125984252,0.0059612518628913,-0.0259740259740259,0.0242792109256448,0.1617900172117039,0.1678200692041522,0.275992438563327,0.3446215139442232,0.2735849056603774,0.3132295719844358,0.3261296660117878,0.2616822429906542,0.2206148282097648,0.2593283582089551,0.2340036563071299,0.2593283582089551,0.2075134168157424,0.254646840148699,0.2711864406779662,0.2711864406779662,0.2295081967213115,0.268796992481203,0.1518771331058019,0.1212624584717609,0.171875,0.1759581881533101,0.2075134168157424,0.2184115523465704,0.2453874538745388,0.2808349146110058,0.3860369609856262,0.3860369609856262,0.2955854126679462,0.2906309751434033,0.2430939226519337
BBQS_26-L^G99,10.0,-0.3223404255319148,0.1629494276347611,-0.5,-0.6050435098020699,0.3039392837969388,0.1381396521300731,-0.4893182240386401,-0.1171994479465826,7.457743267302375e-06,-0.1279505492745731,-0.2627659574468085,-0.2388073828679602,0.4289165440923137,0.1941958143224978,0.3092733011002657,-0.0618206967405234,-0.1680294754532821,0.4088126703937821,-0.0843373493975903,-0.6084905660377359,-0.7025089605734767,-0.7565982404692082,-0.75,-0.7700831024930748,-0.7688022284122562,-0.7713498622589532,-0.7507507507507507,-0.71280276816609,-0.7205387205387206,-0.7313915857605178,-0.7565982404692082,-0.7537091988130564,-0.7438271604938271,-0.7389937106918238,-0.7469512195121951,-0.7635327635327636,-0.771978021978022,-0.783289817232376,-0.7877237851662404,-0.7768817204301075,-0.7925,-0.7713498622589532,-0.7642045454545454,-0.770718232044199,-0.7774798927613942,-0.770718232044199,-0.7628571428571429,-0.771978021978022,-0.7681564245810056,-0.7756756756756757,-0.7594202898550725,-0.7668539325842697,-0.7544378698224852,-0.7322580645161291,-0.75,-0.7628571428571429,-0.7838541666666666,-0.7893401015228426,-0.7681564245810056,-0.7744565217391305,-0.7756756756756757,-0.7768817204301075,-0.7681564245810056,-0.7628571428571429,-0.7681564245810056,-0.7438271604938271,-0.7514970059880239
BBTU_63-L^C18,10.0,-0.0463743428588211,0.1591272561114919,0.0008382229673093,0.4217235131829761,0.1253305639526114,0.0325913355959273,-0.1286326822296331,-0.0610351929523847,2.465513335633264e-05,0.0891832641447828,0.0407647801697553,0.0332133317849262,4.316485916312514,0.3935705907937143,0.2727246151408675,-0.0243892395649793,0.2264818405743934,0.4616451915720456,0.0347985347985349,0.0876494023904383,-0.0387323943661971,-0.1727272727272727,-0.288135593220339,-0.3234200743494424,-0.3341463414634146,-0.3300613496932515,-0.2641509433962264,-0.2199999999999999,-0.1428571428571429,-0.1764705882352941,-0.1495327102803738,-0.1814092953523238,-0.138801261829653,-0.0650684931506849,-0.0899999999999999,-0.0537261698440207,-0.0267379679144386,0.0224719101123596,-0.0108695652173912,-0.0267379679144386,-0.0197486535008977,0.1097560975609757,0.1398747390396659,0.0811881188118812,0.0854870775347911,0.1869565217391304,0.2494279176201372,0.1792656587473002,0.1716738197424892,0.1973684210526316,0.2160356347438752,0.3382352941176469,0.546742209631728,0.5826086956521739,0.3893129770992365,0.3220338983050848,0.365,0.3220338983050848,0.3220338983050848,0.2494279176201372,0.2727272727272727,0.3220338983050848,0.2847058823529411,0.3481481481481481,0.3220338983050848,0.4406332453825856,0.5082872928176796
BBVN_02-L^I99,10.0,-0.0498678996036988,0.144223693892568,0.000866050808314,0.0523261027797917,-0.1097037432998284,0.2065404475043029,-0.0444203683640302,-0.0413209144792546,1.3380038745873734e-07,0.0110655737704918,-0.0260898282694847,-0.0557939914163089,0.9954508106949558,0.1264264742041395,-0.0294089333846746,0.0057132126397269,0.0165094339622642,0.9061720506465624,-0.1142857142857143,0.381578947368421,0.129032258064516,-0.070796460176991,-0.0140845070422533,-0.0410958904109588,0.0396039603960396,0.1351351351351351,0.1731843575418994,0.3461538461538462,0.2883435582822087,0.381578947368421,0.381578947368421,0.25,0.2804878048780488,0.25,0.2068965517241379,0.2068965517241379,0.1666666666666667,0.1864406779661016,0.25,0.2574850299401199,0.2650602409638556,0.2650602409638556,0.3461538461538462,0.3636363636363637,0.3291139240506329,0.381578947368421,0.381578947368421,0.381578947368421,0.4383561643835618,0.6800000000000002,0.8584070796460179,0.6935483870967742,0.640625,0.6030534351145038,0.6030534351145038,0.5671641791044777,0.627906976744186,0.7213114754098362,0.909090909090909,0.875,0.926605504587156,1.1,1.1875,1.2826086956521738,1.307692307692308,1.5301204819277112,1.4418604651162794
BBXK_89-L^E06,10.0,0.1163968645539872,0.4091329456010193,0.0010478519035976,0.2141544213493653,0.0903403700036793,0.0398735541346361,0.1184509747643123,0.0541975887659317,7.647598295723517e-05,0.0452879427633122,0.1006612462959989,0.1131280670517219,18.38596172227441,-0.1158504725391714,-0.0726058315186976,1.051186574682156,0.051186574682156,0.6316446128508888,-0.0735849056603773,0.0,-0.1705790297339593,-0.1282894736842106,-0.1858678955453149,-0.1833590138674885,-0.2217327459618208,-0.2395982783357245,-0.2182890855457228,-0.219440353460972,-0.2514124293785311,-0.2876344086021506,-0.2649098474341192,-0.3089960886571056,-0.2514124293785311,-0.2450142450142449,-0.1181364392678868,-0.1077441077441078,-0.0893470790378008,-0.0734265734265734,-0.0986394557823129,-0.0846286701208981,-0.086206896551724,-0.1047297297297297,-0.1225165562913908,-0.1181364392678868,-0.0877796901893287,-0.075043630017452,-0.0569395017793594,-0.0293040293040293,0.0251450676982591,0.06,0.0474308300395256,0.0392156862745098,-0.0037593984962407,0.0211946050096338,0.0750507099391482,0.03515625,0.0291262135922329,0.0211946050096338,0.1111111111111111,0.0728744939271253,0.06,0.0728744939271253,0.1856823266219238,0.159737417943107,0.127659574468085,0.1205073995771668,0.0794297352342159
BCPS_48-L^C06,10.0,0.0010099283727723,0.1217125469636148,0.0046875,-0.0816083751009937,-0.2142253937967602,0.0405561993047508,0.0631293426968378,-0.0314938619581029,3.9332144907184487e-05,-0.0172579926078265,-0.0257454048259038,-0.047337443164384,6.977812842245785,-0.1007083317758754,-0.0090615419503112,0.0711422776613079,-0.0009970258212789,0.5166003768835215,0.0683890577507599,0.2727272727272727,-0.0351906158357772,-0.3066385669125395,-0.255656108597285,-0.2100840336134454,-0.255656108597285,-0.2615039281705948,-0.1856435643564357,-0.0599999999999999,-0.0491329479768786,0.017001545595054,-0.0505050505050505,-0.0164424514200299,0.0045801526717557,0.0647249190938512,0.0751633986928104,0.029733959311424,0.078688524590164,0.0769230769230768,0.0,0.0092024539877302,0.1152542372881355,0.1152542372881355,0.0966666666666666,0.0427892234548337,0.2727272727272727,0.3428571428571427,0.3539094650205761,0.2581261950286806,0.2533333333333334,0.2391713747645951,0.2462121212121211,0.2162661737523106,0.3823529411764705,0.359504132231405,0.3567010309278351,0.348360655737705,0.187725631768953,0.1384083044982698,0.1286449399656946,0.0527999999999999,0.1364421416234889,0.1384083044982698,0.1604938271604938,0.1364421416234889,0.078688524590164,0.0840197693574957,0.031347962382445
BCUB_73-L^L00,10.0,0.5054842641049536,0.1729190146514249,-0.04318407960199,1.006013976029193,-0.3954621776402023,0.1445279866332497,0.5308201732042791,0.2824115139202444,4.959887983720453e-06,0.2127450980392157,0.2560757043515664,0.5072156625290141,2.449240417765421,0.1460815782145421,-0.2795051638665666,0.2316944379253696,0.2316944379253696,0.8567850881254645,-0.0934065934065935,0.0612244897959184,-0.0545454545454545,-0.1312649164677805,-0.227176220806794,-0.3933333333333333,-0.3208955223880597,-0.3221601489757913,-0.3345521023765996,-0.1670480549199084,-0.2155172413793102,-0.2540983606557376,-0.3145009416195856,-0.4575260804769001,-0.3830508474576272,-0.319626168224299,-0.2959381044487427,-0.3546099290780141,-0.3183520599250936,-0.3259259259259259,-0.3145009416195856,-0.3429602888086642,-0.3745704467353952,-0.3381818181818181,-0.3591549295774647,-0.3872053872053872,-0.3381818181818181,-0.3066666666666666,-0.3296500920810312,-0.3119092627599243,-0.3296500920810312,-0.2705410821643287,-0.2525667351129363,-0.2448132780082987,-0.2069716775599127,-0.176470588235294,-0.1574074074074074,-0.1820224719101123,-0.1515151515151515,-0.1207729468599032,-0.0854271356783918,-0.0545454545454545,0.0027548209366392,-0.0267379679144385,0.0612244897959184,0.0705882352941176,-0.0471204188481674,-0.0267379679144385,0.019607843137255
