firms,age,agr,cashdebt,chcsho,chpmia,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,10.0,-0.4536251212415131,0.3408582089552238,0.0316766794101583,0.3947648856284759,0.1193317422434367,-0.4106394411606663,-0.4808498961150912,4.998113991162884e-06,-0.5613482056256063,-0.5092476706994855,0.4831301848242756,0.4733073734455469,0.3997882557447076,0.3099404068464915,-0.0650595931535085,0.7715869765713366,-0.1239669421487602,-0.1357142857142856,0.1523809523809522,0.095022624434389,0.4404761904761904,0.3672316384180789,-0.1597222222222222,-0.0509803921568626,0.0168067226890755,-0.2389937106918239,-0.3314917127071823,-0.4168674698795181,-0.4784482758620689,-0.493723849372385,-0.4784482758620689,-0.5140562248995985,-0.4474885844748858,-0.7767527675276753,-0.7952622673434856,-0.7645914396887159,-0.7708333333333334,-0.7560483870967742,-0.7627450980392156,-0.7441860465116279,-0.7712665406427222,-0.8022875816993464,-0.7996688741721855,-0.8082408874801902,-0.7952622673434856,-0.8070175438596491,-0.7996688741721855,-0.7956081081081081,-0.7917383820998278,-0.802610114192496,-0.7983333333333333,-0.8051529790660226,-0.7976588628762542,-0.8038897893030794,-0.7906574394463668,-0.7738317757009345,-0.7681992337164751,-0.775092936802974,-0.7618110236220472,-0.6975,-0.7237442922374429,-0.709832134292566,-0.6928934010152284,-0.6441176470588235,-0.6620111731843575
BALZ_07-L^I10,11.0,0.210049405852038,0.2402035623409669,2.330997986062803e-06,0.2180916231083521,0.2315650865312265,0.152726628197806,0.1426967753747124,1.7300662597153545e-08,0.0956705992589121,0.2775215002665799,0.2326455902023852,-0.2103886056327937,-0.200166231279162,0.0018689706063438,0.0595439480770558,0.4831170724448478,0.0675675675675675,0.1212121212121211,0.0882352941176469,0.2758620689655173,0.2542372881355932,0.2333333333333334,0.48,0.6086956521739129,0.7619047619047619,0.6086956521739129,0.5416666666666667,0.5416666666666667,0.4509803921568627,0.7619047619047619,0.7209302325581395,0.8974358974358974,0.7619047619047619,0.8974358974358974,0.8499999999999999,0.8499999999999999,1.0555555555555558,1.0555555555555558,1.0555555555555558,1.4666666666666668,1.4666666666666668,1.3125,1.176470588235294,0.8048780487804879,0.8499999999999999,0.9473684210526316,1.0555555555555558,1.2424242424242422,1.176470588235294,1.0555555555555558,1.3125,1.5517241379310347,1.5517241379310347,1.6428571428571428,1.3870967741935485,1.7407407407407405,1.8461538461538456,2.2173913043478257,2.2173913043478257,2.083333333333333,1.96,1.8461538461538456,2.083333333333333,2.7,2.7
BBIO_50-L^J00,12.0,0.0577235772357723,0.3907246376811594,0.0014044943820224,2.1685883003091817,0.1096311475409836,0.8321299638989169,0.1228763334650254,1.013970595392413e-05,0.1004065040650406,-0.1580352375867592,9.5072667618141,0.0371845643764965,-0.0979722418254528,0.0486944248412138,0.0486944248412138,0.3949432363834115,0.0954478707782673,-0.0488826815642459,0.0724409448818896,0.2031802120141341,0.3172147001934235,0.2657992565055762,0.5583524027459954,0.4012345679012343,0.7416879795396418,0.5066371681415929,0.340551181102362,0.2449725776965265,0.1037277147487842,0.160136286201022,0.2657992565055762,0.3729838709677417,0.6409638554216865,0.6175771971496435,0.5619266055045871,0.5099778270509978,0.4520255863539444,0.6691176470588234,0.9183098591549296,0.9796511627906976,0.8969359331476323,1.1149068322981366,1.0389221556886228,1.134796238244514,1.0328358208955222,1.0147928994082838,0.8208556149732618,0.75968992248062,0.7551546391752577,0.9183098591549296,1.0088495575221237,1.045045045045045,1.0512048192771086,1.0574018126888216,1.088957055214724,1.3894736842105262,1.4148936170212765,1.5893536121673004,1.4945054945054943,1.503676470588235,1.440860215053763,1.569811320754717,1.8024691358024687,2.123853211009174,2.197183098591549
BBOU_00-L,11.0,-0.0565665932537382,0.1162565720294426,0.0008766803039158,-0.2283016583501181,0.1384518565135305,-0.1100795755968169,0.0250506978408684,0.0001597068857581,0.0203431088443259,-0.0334987593052109,28.262659787744106,-0.2554807143476336,-0.1940856879743525,-0.2092914124824026,-0.2092914124824026,0.7634822524906901,0.0178571428571427,-0.064066852367688,-0.0059171597633136,-0.0260869565217392,-0.0440967283072546,-0.0175438596491228,0.0599369085173502,-0.0044444444444444,0.2467532467532467,0.058267716535433,-0.0561797752808989,-0.0718232044198895,-0.0495049504950495,-0.0794520547945205,-0.0881953867028494,0.0566037735849056,0.219600725952813,0.0370370370370369,0.0616113744075828,0.0599369085173502,-0.0132158590308369,0.058267716535433,0.0014903129657226,-0.0303030303030302,0.0197268588770864,0.1566265060240963,0.1626297577854669,0.270321361058601,0.3386454183266933,0.2679245283018867,0.3073929961089494,0.3202357563850688,0.2560747663551401,0.2151898734177213,0.2537313432835819,0.2285191956124315,0.2537313432835819,0.2021466905187834,0.2490706319702602,0.2655367231638419,0.2655367231638419,0.2240437158469943,0.263157894736842,0.1467576791808873,0.1162790697674418,0.1666666666666667,0.1707317073170731,0.2021466905187834,0.2129963898916966
BBQS_26-L^G99,10.0,-0.3223404255319148,0.1629494276347611,-0.5,0.3380894469943263,0.1381396521300731,-0.4893182240386401,-0.1171994479465826,7.606980844501556e-06,-0.2627659574468085,-0.2388073828679602,0.6439548167013658,0.1941958143224978,0.3092733011002657,-0.0618206967405234,-0.1680294754532821,0.4322766532509272,-0.0135135135135134,0.8048780487804879,0.8048780487804879,1.1142857142857143,1.3125,0.9473684210526316,0.9473684210526316,0.7831325301204819,-0.3018867924528302,-0.4695340501792114,-0.565982404692082,-0.5542168674698795,-0.5900277008310248,-0.5877437325905293,-0.5922865013774105,-0.5555555555555556,-0.4878892733564014,-0.5016835016835017,-0.5210355987055015,-0.565982404692082,-0.5608308605341247,-0.5432098765432098,-0.5345911949685536,-0.5487804878048781,-0.5783475783475783,-0.5934065934065934,-0.6135770234986946,-0.6214833759590793,-0.6021505376344086,-0.63,-0.5922865013774105,-0.5795454545454546,-0.5911602209944751,-0.6032171581769437,-0.5911602209944751,-0.5771428571428572,-0.5934065934065934,-0.5865921787709497,-0.6000000000000001,-0.5710144927536231,-0.5842696629213483,-0.5621301775147929,-0.5225806451612903,-0.5542168674698795,-0.5771428571428572,-0.6145833333333333,-0.6243654822335025,-0.5865921787709497,-0.5978260869565217
BBTU_63-L^C18,10.0,-0.0463743428588211,0.1591272561114919,0.001338688085676,0.1394125186086005,0.0325913355959273,-0.1286326822296331,-0.0610351929523847,2.514850946700596e-05,0.0407647801697553,0.0332133317849262,4.540891998332183,0.3935705907937143,0.2727246151408675,-0.0243892395649793,0.2264818405743934,0.4881415201978099,-0.0775075987841944,-0.0986301369863013,-0.0309278350515463,-0.0436046511627906,0.2415094339622641,0.1286449399656946,0.1646017699115043,0.205128205128205,0.3107569721115539,0.1584507042253522,-0.0030303030303029,-0.1421121251629725,-0.184634448574969,-0.197560975609756,-0.1926380368098159,-0.1132075471698113,-0.0599999999999999,0.0329670329670328,-0.0075414781297133,0.0249221183800623,-0.0134932533733133,0.0378548895899053,0.1267123287671232,0.0966666666666666,0.1403812824956674,0.1729055258467022,0.2322097378277154,0.1920289855072465,0.1729055258467022,0.1813285457809694,0.3373983739837398,0.3736951983298537,0.302970297029703,0.3081510934393638,0.4304347826086958,0.505720823798627,0.4211663066954645,0.4120171673819741,0.442982456140351,0.465478841870824,0.6127450980392157,0.8640226628895185,0.907246376811594,0.6743002544529262,0.5932203389830508,0.645,0.5932203389830508,0.5932203389830508,0.505720823798627
BBVN_02-L^I99,11.0,-0.0799443865137295,0.1347535298488977,0.0008771091275554,0.0291402783368715,0.1620294599018003,-0.3310657596371882,-0.120926864590874,1.284458257001484e-07,0.0281543274244004,0.0388888888888888,0.7212907123839108,-0.2155073649754501,0.0286641955746703,-0.0732635780421846,-0.0298723897911833,0.6708252760257795,-0.0444444444444445,0.0,0.1688311688311687,0.1180124223602483,0.0112359550561798,0.4634146341463414,-0.0322580645161291,-0.1428571428571429,0.1842105263157893,-0.0322580645161291,-0.2035398230088494,-0.1549295774647886,-0.1780821917808218,-0.1089108910891089,-0.027027027027027,0.0055865921787709,0.1538461538461537,0.1042944785276074,0.1842105263157893,0.1842105263157893,0.0714285714285714,0.0975609756097561,0.0714285714285714,0.0344827586206897,0.0344827586206897,0.0,0.0169491525423728,0.0714285714285714,0.0778443113772455,0.0843373493975905,0.0843373493975905,0.1538461538461537,0.1688311688311687,0.139240506329114,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.2328767123287671,0.4399999999999999,0.5929203539823011,0.4516129032258065,0.40625,0.3740458015267176,0.3740458015267176,0.3432835820895521,0.3953488372093023,0.4754098360655738,0.6363636363636362,0.607142857142857
BBXK_89-L^E06,11.0,0.0204625985538892,0.2224618871787372,0.0010449320794148,-1.2842881752665705,0.0538803418803418,-0.0359074578546331,-0.0002717971616609,7.764150658229078e-05,0.1011362299133118,0.134285268414482,12.707106447135862,0.3512801416801415,-0.0313296999931603,0.9976587046449844,-0.0023412953550155,0.7735650829024523,-0.0607375271149674,-0.0816733067729081,-0.0375782881002086,-0.051440329218107,0.0821596244131457,-0.0533880903490758,-0.0610997963340121,-0.1301886792452828,-0.1301886792452828,-0.2785602503912362,-0.2417763157894736,-0.291858678955453,-0.2896764252696455,-0.3230543318649045,-0.3385939741750358,-0.3200589970501475,-0.321060382916053,-0.348870056497175,-0.3803763440860215,-0.3606102635228848,-0.3989569752281616,-0.348870056497175,-0.3433048433048432,-0.232945091514143,-0.2239057239057239,-0.2079037800687285,-0.1940559440559439,-0.2159863945578231,-0.2037996545768565,-0.2051724137931033,-0.2212837837837837,-0.2367549668874171,-0.232945091514143,-0.2065404475043027,-0.1954624781849913,-0.1797153024911031,-0.1556776556776555,-0.1083172147001934,-0.0779999999999999,-0.0889328063241104,-0.0960784313725489,-0.1334586466165414,-0.1117533718689788,-0.0649087221095333,-0.099609375,-0.1048543689320388,-0.1117533718689788,-0.0335429769392031,-0.0668016194331984
BCPS_48-L^C06,10.0,0.0010099283727723,0.1217125469636148,0.0031104199066874,-0.2382954385365895,0.0405561993047508,0.0631293426968378,-0.0314938619581029,4.011922402771831e-05,-0.0257454048259038,-0.047337443164384,7.758025917277356,-0.1007083317758754,-0.0090615419503112,0.0711422776613079,-0.0009970258212789,0.5462508825185688,0.1102449888641425,-0.0066371681415927,0.0022321428571427,0.2267759562841529,0.352409638554217,0.2647887323943663,0.2773826458036985,0.364741641337386,0.7369439071566732,0.3167155425219941,-0.053740779768177,0.0158371040723983,0.078031212484994,0.0158371040723983,0.0078563411896745,0.1113861386138614,0.2828571428571429,0.2976878612716764,0.3879443585780526,0.295815295815296,0.3423019431988041,0.3709923664122139,0.4530744336569581,0.4673202614379086,0.4053208137715181,0.4721311475409837,0.4697217675941081,0.364741641337386,0.3773006134969328,0.5220338983050847,0.5220338983050847,0.4966666666666668,0.423137876386688,0.7369439071566732,0.8326530612244898,0.8477366255144032,0.7170172084130018,0.7104761904761905,0.6911487758945387,0.7007575757575757,0.6598890942698707,0.8865546218487397,0.8553719008264464,0.8515463917525776,0.8401639344262297,0.6209386281588449,0.5536332179930796,0.5403087478559176,0.4368000000000001
BCQE_67-L^A14,11.0,1.1289969937141298,0.0729315205677773,-0.0010479434110558,-2.217110934798557,0.1345565749235474,1.34435049961568,0.1474364573324992,0.0001017363467824,1.0798529156003875,1.073811356108007,13.994402044788044,3.8667614863856845e-05,0.3425675436716437,0.587738062275179,1.5649828347229036,1.6345460951050683,0.0675878642234906,-0.1017269293038316,0.0258859784283511,0.0907601572739187,0.2417008578888475,0.2022390754785119,0.3571137382796574,0.1261840324763192,0.5319834330418776,0.3571137382796574,0.0461973601508485,-0.0534546488484504,-0.2411670845680419,-0.1656641604010025,-0.1165074309978768,-0.1089400428265524,0.0561548223350254,-0.0455848623853212,0.013702801461632,-0.0359108022009847,-0.1193121693121692,0.0448838669177651,0.0439009093759799,0.1152428810720267,0.1885041056765439,0.2430918595967139,0.1338555858310626,0.1763250883392224,0.1041459369817578,0.0541481950601647,0.2131924198250727,0.18807994289793,0.1326981966655325,0.2458832335329341,0.2903100775193798,0.2288667404946474,0.3215561730845573,0.3294728434504792,0.2813702848344881,0.4028655710071638,0.4330606973740851,0.4361518550474546,0.4968525179856116,0.5207857469164001,0.5754850922858494,0.7089322381930183,0.6821627084386055,0.8043360433604336,0.8331497797356828
