firms,absacc,acc,age,agr,cashdebt,chpmia,currat,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0591054893179204,-0.0591054893179204,15.0,-0.0453556049779965,0.0782982849524271,-7.217313814891157,1.2042656057210486,-0.0103374292958844,-0.041529988500877,1.869463819658476e-08,0.0181528888468272,-0.0656279001611878,0.1295943716521413,0.1214049762491031,-0.142708073463881,-0.1590201192014834,-0.0593513653656937,-4.681687440076702,0.8386422582026039,0.0224081905800051,-0.0361363743620513,-0.0238095238095238,0.1052631578947367,0.2352941176470586,0.4482758620689655,0.3125,0.4482758620689655,0.3548387096774192,0.0769230769230768,0.2352941176470586,0.6153846153846152,0.2352941176470586,0.2727272727272727,0.1666666666666667,-0.1063829787234041,-0.16,-0.16,-0.1764705882352941,-0.2500000000000001,-0.4084507042253521,-0.4473684210526316,-0.2363636363636364,-0.2075471698113208,-0.4166666666666666,-0.4166666666666666,-0.5882352941176471,-0.5882352941176471,-0.6347826086956522,-0.5922330097087378,-0.7236842105263158,-0.7741935483870968,-0.7439024390243902,-0.7717391304347826,-0.7920792079207921,-0.7789473684210526,-0.7920792079207921,-0.776595744680851,-0.7801047120418848,-0.7375,-0.6744186046511629,-0.6692913385826772,-0.7272727272727273,-0.625,-0.5714285714285714,-0.5714285714285714,-0.4814814814814815,-0.4750000000000001,-0.5058823529411764,-0.4615384615384615,-0.4683544303797469
BBOU_00-L,0.1091957336408186,-0.1091957336408186,15.0,-0.1241550857081057,0.0310803055052757,6.819879127159986,0.9427402862985684,-0.1744709215130811,-0.1122513692706832,8.150597462094191e-05,-0.0620234683393716,-0.1024545530702856,25.05526990193125,-0.346492178281613,-0.0531446285614022,-0.0861845372442416,-0.0636926527632136,-24.92105263157895,0.6224072451066316,0.1970021413276231,-0.1632689239496543,-0.015527950310559,-0.0212765957446807,-0.0571010248901903,-0.0182926829268291,0.0157728706624606,0.0,-0.0459259259259258,-0.019786910197869,-0.1178082191780821,-0.1929824561403509,-0.1785714285714285,-0.1261872455902306,-0.2432432432432432,-0.2511627906976743,-0.2883977900552487,-0.2984749455337689,-0.2597701149425286,-0.240566037735849,-0.1796178343949044,-0.1355704697986577,-0.0799999999999999,-0.0799999999999999,-0.0625909752547306,-0.1261872455902306,-0.1929824561403509,-0.1603650586701434,-0.1117241379310344,-0.1005586592178771,-0.1005586592178771,-0.0152905198776758,-0.1413333333333333,-0.1092669432918395,-0.0212765957446807,0.0609555189456343,0.1161178509532063,0.1065292096219931,0.0697674418604652,0.1200000000000001,0.2384615384615385,0.2752475247524752,0.3472803347280335,0.4311111111111112,0.2931726907630521,0.1398230088495575,0.0627062706270629,0.066225165562914,0.0141732283464568,0.0303999999999999,-0.0584795321637425
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,-55.05990722287769,1.8613333333333333,0.8411764705882353,0.1253396739130146,3.227144011840466e-07,0.2216981132075471,-0.108730583824317,0.0024796470774318,-0.1947561992796725,-0.2328427255985267,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,0.0007898894154818,0.2272727272727272,-0.1250000000000001,0.0,0.0,-0.1999999999999999,-0.2727272727272727,-0.1999999999999999,-0.0476190476190475,0.0810810810810811,0.0810810810810811,0.0,0.5384615384615385,0.5384615384615385,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,0.0,0.0,0.6666666666666667,0.0,0.0,0.0526315789473683,0.142857142857143,0.3333333333333335,0.6000000000000001,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.6000000000000001,0.6000000000000001,1.0,0.4814814814814814,0.8181818181818183,0.25,1.5,1.5,0.8181818181818183,0.0,0.0,0.0,0.1111111111111111,0.1764705882352941,0.3793103448275863
BBTU_63-L^C18,0.0707154413795824,-0.0707154413795824,14.0,0.0019354966128809,0.1224645846748229,0.838171825753392,0.7934593765968319,-0.0811946738079296,-0.0981216210883429,2.7456682215518875e-05,-0.0474789169118954,0.0966122431759692,3.963430479383848,0.0216714474734376,0.7405602981143564,0.7798256356484531,0.5228867575763525,-3.683453237410072,0.7736331119059785,0.0596739991860689,0.3164976692777163,0.072072072072072,0.0160183066361556,0.1967654986522913,0.3333333333333335,0.2131147540983606,0.1443298969072166,0.1017369727047146,0.020689655172414,0.0521327014218011,0.168421052631579,-0.0512820512820511,-0.0284463894967177,-0.1654135338345864,-0.2499999999999999,-0.2745098039215685,-0.2612312811980032,-0.1792975970425138,-0.1242603550295857,-0.1277013752455794,-0.1066398390342051,0.0373831775700934,0.0,-0.2344827586206895,-0.2562814070351757,-0.251264755480607,-0.2397260273972602,-0.171641791044776,-0.1066398390342051,-0.1999999999999999,-0.235800344234079,-0.1190476190476189,-0.0492505353319057,-0.0389610389610388,-0.0492505353319057,-0.1526717557251907,-0.1669793621013132,-0.1747211895910779,-0.263681592039801,-0.3169230769230768,-0.3451327433628318,-0.2929936305732483,0.0829268292682929,-0.0711297071129707,-0.1137724550898202,-0.0451612903225806,-0.1242603550295857,-0.2397260273972602,-0.2550335570469798,-0.2685337726523887
BBXK_89-L^E06,0.0986815219495408,-0.0986815219495408,15.0,-0.0606907483106698,0.1827750951687488,-2.05096988308632,1.9590803502293168,-0.0139226949664103,-0.0333096738577023,5.967152396671051e-05,0.0352326131086455,-0.0957454571991533,8.874917468716024,0.1356047020046873,-0.0879469574330609,-0.1114095728249451,0.066070869114946,-1.4322580645161291,1.7435821073321816,0.1264839746650116,-0.0071539199055977,-0.0135135135135134,0.0724637681159421,0.1003717472118959,0.0882352941176469,0.0102389078498292,0.0102389078498292,-0.016611295681063,-0.0807453416149068,-0.1823204419889502,-0.0420711974110031,-0.0920245398773005,-0.0573248407643313,-0.1890410958904109,-0.1823204419889502,-0.2085561497326203,-0.1956521739130435,-0.3508771929824561,-0.330316742081448,-0.3067915690866509,-0.2709359605911329,-0.1494252873563218,-0.016611295681063,-0.0807453416149068,0.0102389078498292,-0.0389610389610389,0.0068027210884353,-0.0512820512820513,-0.0721003134796238,0.0685920577617329,0.1212121212121211,0.3454545454545452,0.2758620689655173,0.2869565217391305,0.2436974789915966,0.1887550200803212,0.1384615384615384,0.0496453900709219,-0.0389610389610389,0.0685920577617329,-0.0389610389610389,-0.0389610389610389,-0.1137724550898203,-0.1494252873563218,0.0171821305841923,-0.1137724550898203,-0.2043010752688172,-0.3794549266247379,-0.343680709534368,-0.3163972286374134
BCPS_48-L^C06,0.1248392467950887,-0.1248392467950887,14.0,-0.0591419037860276,-0.0251341558501123,5.814488367710957,1.2553991749575346,-0.2115249472944483,0.031406099822658,6.550133211202902e-06,-0.0262210661832321,0.0588290840415485,2.148885238164591,-0.4857447534677073,-0.1510830827435023,-0.161282749605851,0.2800495484621718,-2.5659432387312187,1.1821159912642565,0.0910050428052069,0.0808158319870759,-0.0213675213675212,-0.0168067226890756,0.1699999999999999,0.352601156069364,0.471698113207547,0.4268292682926828,0.4268292682926828,0.2648648648648648,0.2717391304347825,0.368421052631579,0.0353982300884956,0.1090047393364928,-0.040983606557377,-0.1301115241635688,-0.1612903225806452,-0.0564516129032258,0.125,0.0353982300884956,-0.0168067226890756,-0.048780487804878,0.125,0.2999999999999998,0.0173913043478262,-0.1068702290076336,-0.1,-0.2147651006711409,-0.1,-0.0859375000000001,-0.2121212121212122,-0.22,-0.2618296529968454,-0.2547770700636943,-0.1731448763250884,-0.6112956810631229,-0.6053962900505903,-0.5617977528089888,-0.5887521968365554,-0.6776859504132231,-0.6309148264984228,-0.6432926829268293,-0.6727272727272728,-0.7240566037735849,-0.7734753146176185,-0.7445414847161572,-0.7364864864864865,-0.7411504424778761,-0.7694581280788177,-0.7696850393700787,-0.765295887662989
BCQE_67-L^A14,0.3119629874421679,-0.3119629874421679,15.0,-0.3612873278663159,-0.2294919944653093,8.20373341510385,1.5243977764051884,-1.7152777777777777,-0.2994995751108946,2.3030680489746733e-05,-0.2294600030945381,-0.3339370986332949,1.182477676053007,-0.3375921328859206,0.2755442589367232,0.3547536746702036,0.131916620104281,-1.145631067961165,1.2223594811612106,0.1432600112803158,-0.2802639127940333,0.3247863247863249,0.0833333333333332,0.4268292682926828,1.0,0.3146067415730336,-0.6182707993474714,-0.6201298701298701,-0.6976744186046512,-0.6794520547945205,-0.6633093525179856,-0.7310344827586207,-0.7,-0.7773549000951475,-0.8109854604200324,-0.8150197628458498,-0.8385093167701864,-0.7991416309012875,-0.8273062730627306,-0.8320172290021537,-0.8059701492537313,-0.6859060402684565,-0.4868421052631578,-0.7710371819960862,-0.775,-0.852179406190777,-0.8637157833430402,-0.8646616541353384,-0.8524590163934427,-0.8739903069466882,-0.8905519176800748,-0.8719912472647703,-0.8821752265861027,-0.8767123287671232,-0.8637157833430402,-0.9235543939888924,-0.918580375782881,-0.9198904484765492,-0.9151251360174102,-0.9348552338530068,-0.9239766081871346,-0.928658536585366,-0.9302741358760428,-0.9405638811277622,-0.9328358208955224,-0.9326618705035972,-0.9287237282972892,-0.9402451481103168,-0.9393468118195956,-0.9341586944288126
BCZB_W7-L^G07,0.0533287161284737,-0.0533287161284737,15.0,0.086713034052931,0.1318497065772426,-0.2438773201304507,0.8699204021784667,0.0319719471947194,0.0107350012985888,0.0002778690847313,0.0736157528678529,0.1293411230120091,6.481638839375911,0.092385684384603,0.0986011945966258,0.1107306554552646,-0.0389075292955714,-1.3568281938325992,0.7023460410557185,0.060514907546669,0.0156158955832653,0.0413793103448276,-0.0614886731391585,0.0583941605839415,0.1507936507936507,0.0902255639097744,0.0320284697508896,-0.0909090909090909,-0.1470588235294118,-0.085173501577287,-0.0584415584415585,-0.192200557103064,-0.1594202898550725,-0.3045563549160671,-0.3271461716937355,-0.3668122270742359,-0.3654266958424508,-0.385593220338983,-0.3512304250559284,-0.3062200956937798,-0.2995169082125604,-0.3271461716937355,-0.294403892944039,-0.3255813953488372,-0.3722943722943723,-0.4234592445328032,-0.4176706827309238,-0.3584070796460177,-0.3598233995584989,-0.3333333333333332,-0.3045563549160671,-0.3612334801762115,-0.3526785714285715,-0.3569844789356984,-0.3192488262910797,-0.2995169082125604,-0.2119565217391305,-0.1944444444444445,-0.067524115755627,-0.2447916666666666,-0.1545189504373179,-0.0491803278688524,-0.2307692307692308,-0.2731829573934837,-0.2287234042553191,-0.3078758949880669,-0.3160377358490567,-0.4105691056910568,-0.3208430913348945,-0.3829787234042553
BDAJ_H9-L,0.0177343467245747,0.0177343467245747,8.0,0.207309766327142,0.223157894736842,-0.04724922571115,2.0644359032331,0.3051224944320714,0.0307636626854844,1.961930035589755e-06,0.0491977897610013,0.1574166389719728,2.1870061987553715,0.1411255988203691,0.0904682041811228,0.1112394626260638,0.1327806093137877,0.2150694952450621,1.896224282161429,0.1171989273525109,0.0714756017265343,0.1580459770114943,-0.0085470085470085,0.0357142857142858,0.0513595166163141,0.0674846625766871,0.0609756097560976,-0.0594594594594595,-0.1053984575835476,-0.1614457831325302,0.0265486725663717,-0.0517711171662125,0.0841121495327101,-0.0543478260869565,-0.1234256926952142,-0.0890052356020941,-0.144963144963145,0.0,-0.0057142857142856,0.0909090909090908,0.10828025477707,0.3132075471698112,0.3754940711462451,0.1153846153846154,0.0577507598784194,0.1877133105802046,0.1372549019607842,0.3436293436293436,0.3181818181818181,0.359375,0.4808510638297871,0.4320987654320987,0.3754940711462451,0.4499999999999999,0.4871794871794872,0.4935622317596566,0.5064935064935066,0.6492890995260665,0.7487437185929648,0.7058823529411764,0.6811594202898552,0.6111111111111109,0.641509433962264,0.2794117647058822,0.2700729927007299,0.2841328413284132,0.1717171717171717,-0.0360110803324099,-0.1321695760598503,0.0028818443804032
BDCK_44-L^L08,0.0464601769911504,-0.0464601769911504,14.0,-0.0271580989330746,0.1961400359066427,-0.6000650400324432,0.9740173217854764,-0.0279269602577872,-0.1283185840707915,2.936287638001368e-07,-0.0548011639185256,-0.0265721877767936,0.0004205889150226,-0.3800564486410043,0.1179315338390803,0.1190708758263719,0.1340620208916781,-1.118343195266272,0.9653564290473016,0.0629599345870809,0.0690566037735849,0.0,0.0,0.0,0.0,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1176470588235295,-0.1428571428571428,-0.1428571428571428,-0.1428571428571428,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295
