firms,age,cashdebt,chcsho,chinv,depr,grltnoa,herf,mve_ia,saleinv,secured,securedind,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,2.0,0.1929733770340981,0.0039706518436967,0.0069225539279312,0.0775067750677506,0.0270103220223738,1.005098034002555e-05,1.068517909924809,6.131041524846834,1.0,1.0,0.692943096901138,-0.2767857142857142,-0.0468085106382978,-0.1362467866323907,-0.4628297362110312,-0.3218970736629667,-0.3707865168539326,-0.429541595925297,-0.4737666405638214,-0.5098468271334793,-0.4846625766871165,-0.4846625766871165,-0.5703324808184144,-0.6216216216216217,-0.6115606936416185,-0.5590551181102362,-0.5189692197566214,-0.5237420269312545,-0.5237420269312545,-0.5047899778924098,-0.5,-0.402135231316726,-0.4094903339191564,-0.5144508670520231,-0.4683544303797469,-0.489749430523918,-0.553191489361702,-0.5627846454131424,-0.5738744451490172,-0.5877300613496933,-0.5773584905660378,-0.5844155844155845,-0.582608695652174,-0.5471698113207547,-0.5570204350692156,-0.5859519408502774,-0.6516329704510109,-0.6587100050787202,-0.6803044719314939,-0.6862745098039216,-0.6862745098039216,-0.6813655761024182,-0.656441717791411,-0.6367567567567567,-0.6216216216216217,-0.6455696202531647,-0.613126079447323,-0.656441717791411,-0.6468733578560169,-0.6803044719314939
BALZ_07-L^I10,2.0,0.0710217755443886,0.0001950705026146,-0.0060163300386764,0.1525129982668977,-0.0567253975075193,2.7656518694416857e-07,0.1559636736880226,6.110429447852761,1.0,1.0,6.548123965961162,-0.1379310344827585,-0.0333333333333333,-0.1212121212121213,-0.1944444444444444,-0.1470588235294119,-0.2368421052631579,-0.1944444444444444,-0.2162162162162162,-0.1470588235294119,-0.1714285714285714,-0.1212121212121213,-0.2162162162162162,-0.1714285714285714,-0.2368421052631579,-0.2750000000000001,-0.2750000000000001,-0.3829787234042553,-0.4821428571428572,-0.5084745762711864,-0.546875,-0.4912280701754385,-0.5,-0.5166666666666666,-0.4528301886792453,-0.462962962962963,-0.5245901639344263,-0.5084745762711864,-0.3958333333333333,-0.4313725490196078,-0.3958333333333333,-0.4423076923076924,-0.5166666666666666,-0.4912280701754385,-0.4313725490196078,-0.5166666666666666,-0.6979166666666667,-0.6813186813186813,-0.71,-0.6979166666666667,-0.7010309278350515,-0.6506024096385542,-0.5671641791044777,-0.5857142857142857,-0.4821428571428572,-0.4528301886792453,-0.4423076923076924,-0.4081632653061224,-0.4081632653061224,-0.4423076923076924
BBEK_99-L^L95,1.0,0.5666887856668879,0.0014577259475218,0.3546666666666667,0.1315612382234186,0.5540512820512682,2.9713685671378115e-06,6.382044651124684,5.664545980335454,1.0,1.0,0.5108156281138794,0.0534124629080117,-0.1108179419525066,-0.0891891891891891,-0.1013333333333332,0.0305810397553516,0.0059701492537314,0.0531249999999998,0.0212121212121212,-0.0146198830409356,-0.0203488372093022,0.0465838509316769,0.080128205128205,-0.0586592178770949,-0.0029585798816567,0.1308724832214765,0.1462585034013606,0.1196013289036546,0.1541095890410959,0.2035714285714287,0.2765151515151516,0.4845814977973568,0.4780701754385967,0.3426294820717133,0.3868312757201646,0.4977777777777779,0.3755102040816325,0.3373015873015874,0.3534136546184738,0.3373015873015874,0.4716157205240174,0.4219409282700421,0.3215686274509806,0.4219409282700421,0.5821596244131457,0.2813688212927758,-0.0117302052785923,-0.0343839541547278,0.027439024390244,-0.0260115606936415,-0.0117302052785923,0.0732484076433122,0.1462585034013606,0.0870967741935484,0.1580756013745703,0.31640625,0.2911877394636015,0.2122302158273381,0.2574626865671641,0.1158940397350993
BBIO_50-L^J00,1.0,0.2164405426975259,-0.0019237957522,0.0222738659342649,0.1151672521765694,0.0106842121148098,1.38526817223934e-05,2.1206839059007643,5.521409921671018,1.0,1.0,0.9944963273303516,-0.0862068965517239,-0.0866141732283465,-0.1594202898550725,-0.1145038167938932,-0.1076923076923077,-0.1212121212121213,-0.1007751937984496,-0.2,-0.2214765100671141,-0.1407407407407408,-0.1076923076923077,-0.2054794520547945,-0.2467532467532468,-0.2108843537414966,-0.1278195488721806,-0.1212121212121213,-0.1076923076923077,-0.0569105691056911,-0.0333333333333333,-0.0252100840336134,0.1599999999999999,0.1153846153846152,0.0357142857142855,0.1262135922330096,0.1262135922330096,0.0265486725663717,0.0943396226415094,0.0841121495327101,0.1153846153846152,0.1717171717171717,0.0642201834862383,0.0943396226415094,0.2340425531914893,0.3647058823529412,0.2747252747252746,-0.1654676258992805,-0.1212121212121213,-0.1532846715328468,-0.0569105691056911,0.0265486725663717,0.0450450450450448,0.1153846153846152,-0.0169491525423729,0.0642201834862383,0.2608695652173911,0.2608695652173911,0.3809523809523809,0.3488372093023255,0.2210526315789474
BBNH_32-L^L97,4.0,0.1336372926656709,0.0004019752843847,0.0084254870984728,0.0575079872204472,-0.0634017904160018,0.0002733615555668,13.961286927314276,6.963676797627873,1.0,1.0,0.7979781256262304,-0.032258064516129,-0.1519756838905774,-0.1441717791411042,-0.1226415094339623,0.0219780219780219,-0.0445205479452054,-0.0035714285714284,-0.0822368421052631,-0.1114649681528662,-0.0210526315789474,0.0813953488372092,-0.0346020761245674,-0.1170886075949367,-0.0637583892617449,0.0108695652173913,0.0410447761194028,-0.0278745644599303,0.0182481751824816,0.0813953488372092,0.08984375,0.2976744186046511,0.2455357142857142,0.24,0.1481481481481481,0.1434426229508196,0.1295546558704452,0.0984251968503937,0.0984251968503937,0.1434426229508196,0.1872340425531915,0.1872340425531915,0.2290748898678414,0.2455357142857142,0.4840425531914893,0.3811881188118811,-0.0176056338028168,0.0449438202247192,0.0035971223021582,0.0410447761194028,-0.0210526315789474,0.125,0.2077922077922078,0.0984251968503937,0.1295546558704452,0.2236842105263159,0.1872340425531915,0.2681818181818181,0.3349282296650719,0.3676470588235294
BBOU_00-L,1.0,0.2266808964781216,0.0011123470522803,0.0525451559934318,0.0591054313099041,0.0567414705345655,1.4001122191851532e-05,15.953172560182916,1.5014124293785311,1.0,1.0,0.8689683445150277,-0.0485436893203884,-0.1177730192719486,-0.1023965141612199,-0.0824053452115812,0.0645994832041343,0.0618556701030927,0.08994708994709,0.07012987012987,0.0377833753148615,0.095744680851064,0.1942028985507247,0.2560975609756097,0.1976744186046513,0.31629392971246,0.4109589041095891,0.4609929078014185,0.5315985130111525,0.6284584980237156,0.791304347826087,0.8311111111111111,1.1347150259067358,1.168421052631579,1.0913705583756346,1.21505376344086,1.3409090909090908,1.17989417989418,1.1458333333333337,1.191489361702128,1.2637362637362637,1.409356725146199,1.3542857142857143,1.4670658682634734,1.4670658682634734,1.9014084507042253,1.7837837837837838,0.8986175115207375,1.0097560975609756,0.9433962264150944,0.9807692307692308,0.990338164251208,1.1458333333333337,1.276243093922652,1.168421052631579,1.4378698224852071,1.4670658682634734,1.4670658682634734,1.1020408163265305,1.2391304347826089,1.0295566502463056
BBQS_26-L^G99,1.0,0.3373907360509762,-0.0003182081453076,0.5697516930022573,0.0971845318860244,0.5195259593679172,4.2137159146159975e-05,3.4086991790627663,7.306259904912836,1.0,1.0,0.4752082539949954,-0.0509803921568626,-0.0777576853526221,-0.0810810810810811,-0.0192307692307693,0.101511879049676,0.1512415349887133,-0.0058479532163743,-0.0377358490566037,-0.1005291005291005,-0.0304182509505703,-0.0642201834862385,-0.1311754684838161,-0.1639344262295081,-0.0810810810810811,-0.0449438202247191,-0.0449438202247191,-0.0377358490566037,-0.0449438202247191,-0.0607734806629834,-0.0590405904059041,0.0828025477707006,0.0119047619047618,-0.0285714285714286,-0.0154440154440154,0.0,-0.0710382513661203,-0.106830122591944,-0.0555555555555556,-0.0676416819012797,-0.0485074626865672,-0.0973451327433629,-0.1282051282051282,-0.0843806104129265,0.1358574610244987,0.0159362549800796,-0.2511013215859031,-0.1981132075471698,-0.2006269592476489,-0.1399662731871838,-0.106830122591944,-0.0116279069767443,0.0240963855421685,-0.1191709844559586,0.1258278145695361,0.1999999999999999,0.1832946635730858,0.2259615384615383,0.1724137931034484,0.1358574610244987
BBTU_63-L^C18,1.0,0.2452513713223627,0.0011641443538998,0.0652453120986385,0.0294185884645724,1.222364928503891,4.148392385681039e-05,5.447496327037035,24.01246719160105,1.0,1.0,0.7740129149528211,-0.1415384615384615,-0.1216216216216217,-0.1558441558441559,-0.1156462585034012,0.0726072607260726,-0.0510948905109488,-0.037037037037037,-0.1156462585034012,-0.1730279898218829,-0.0845070422535211,0.0,-0.1458607095926413,-0.1536458333333332,-0.1424802110817942,-0.0312965722801787,-0.026946107784431,0.0046367851622874,0.0317460317460318,0.056910569105691,0.132404181184669,0.3,0.3265306122448979,0.2357414448669201,0.2596899224806202,0.3238289205702647,0.2896825396825397,0.310483870967742,0.368421052631579,0.388888888888889,0.4254385964912281,0.5330188679245282,0.5587529976019185,0.7520215633423182,0.9287833827893176,0.600985221674877,0.2845849802371543,0.3211382113821137,0.2845849802371543,0.3800424628450105,0.3485477178423235,0.3265306122448979,0.371308016877637,0.3485477178423235,0.5116279069767442,0.5892420537897312,0.7015706806282722,0.6624040920716112,0.7241379310344827,0.6883116883116882
BBVN_02-L^I99,2.0,0.1572159672466734,0.0006761703559406,0.0176372206173027,0.1352757544224766,-0.0246312908620952,3.822897246722923e-07,0.7374641869243429,6.387272727272728,1.0,1.0,0.7924380184125016,0.0,-0.1078431372549019,-0.1121951219512193,-0.0108695652173913,-0.0569948186528497,-0.0808080808080807,-0.0319148936170211,-0.021505376344086,-0.0808080808080807,-0.0945273631840795,-0.0108695652173913,-0.1612903225806451,-0.1574074074074074,-0.1333333333333333,-0.0370370370370369,-0.021505376344086,-0.021505376344086,-0.0267379679144385,-0.0761421319796954,-0.0808080808080807,0.0459770114942528,0.0282485875706215,-0.0370370370370369,-0.0162162162162162,-0.0899999999999999,-0.2479338842975206,-0.2017543859649121,-0.2052401746724891,-0.2352941176470587,-0.1875,-0.2352941176470587,-0.2540983606557376,-0.1875,-0.1946902654867255,-0.1534883720930232,-0.4166666666666666,-0.3308823529411765,-0.3308823529411765,-0.3308823529411765,-0.2972972972972972,-0.3,-0.198237885462555,-0.3851351351351351,-0.2834645669291338,-0.1291866028708133,-0.1121951219512193,-0.1121951219512193,-0.0267379679144385,-0.0618556701030926
BBXK_89-L^E06,2.0,0.4216760438258809,0.0014787430683918,0.0030616031667491,0.0443723382680997,0.0225754576942051,9.74244188016078e-05,15.600293025609297,14.98290141597649,1.0,1.0,0.9998934796352004,-0.0545454545454545,-0.0451388888888888,-0.014336917562724,0.0377358490566037,0.25,0.185344827586207,0.1316872427983537,0.1506276150627614,0.160337552742616,0.1554621848739497,0.2331838565022421,0.1802575107296136,0.053639846743295,0.1044176706827308,0.2008733624454148,0.3033175355450237,0.3613861386138615,0.4473684210526316,0.4248704663212435,0.3221153846153846,0.510989010989011,0.6176470588235294,0.3480392156862744,0.4248704663212435,0.544943820224719,0.3480392156862744,0.3349514563106797,0.3157894736842106,0.2971698113207546,0.3285024154589373,0.3157894736842106,0.3033175355450237,0.2790697674418605,0.3480392156862744,0.1652542372881356,-0.0248226950354609,-0.014336917562724,-0.0953947368421053,-0.0418118466898954,-0.0802675585284281,0.0,0.0869565217391306,0.0826771653543307,0.2331838565022421,0.3033175355450237,0.2672811059907833,0.1802575107296136,0.1802575107296136,0.0658914728682169
