firms,absacc,acc,age,agr,chpmia,currat,egr,gma,grltnoa,herf,invest,lgr,mve_ia,operprof,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,roic,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0011905352448038,0.0011905352448038,18.0,0.1577260650019519,0.0385011739922371,1.2821200108117847,0.1832710795419753,0.4986966869404253,0.0904865145621716,1.6109196241213677e-08,-0.0340939140946696,0.1385874480014469,0.2132996222928935,0.3742371359173757,-1.2654664295492797,0.0044786848850989,0.0314011216099788,-0.0687474373102764,0.0180291648254528,0.9853703036309576,0.1047944528217931,2.79908176650634,0.0862822338717008,0.0476190476190476,0.0824742268041238,0.09375,0.2962962962962963,0.1931818181818181,0.2650602409638556,0.3461538461538462,0.6935483870967742,0.5909090909090908,0.7500000000000002,0.6935483870967742,0.909090909090909,0.875,1.1,1.0192307692307692,1.1875,1.1875,1.3863636363636362,1.2826086956521738,1.1875,1.1,1.1875,1.1875,0.7796610169491527,0.8103448275862071,1.058823529411765,1.1,1.2826086956521738,1.2340425531914896,1.0192307692307692,1.5609756097560976,1.5,1.763157894736842,2.088235294117647,2.620689655172414,2.28125,2.620689655172414,2.3870967741935485,1.6923076923076923,2.088235294117647,3.0384615384615383,2.088235294117647,2.1818181818181817,1.916666666666667,1.2340425531914896,1.1,1.1,1.058823529411765,0.875
BBOU_00-L,0.0362985685071574,-0.0362985685071574,17.0,-0.0564939673527324,0.0289387145607554,1.2053307008884502,-0.0138136511375948,0.3801987224982256,-0.0050314782354659,2.270363344336532e-05,0.0151171043293115,-0.045119612395276,19.69592130712829,0.4837486457204767,-0.1904901853503543,0.1948640439239559,0.0929882301440661,-0.3132309420461684,-0.3759455370650529,0.6290720631786771,0.135786388798437,4.450396825396825,-0.2431672477786525,0.0472813238770684,0.00355871886121,-0.0023584905660376,0.0156062424969989,0.0192771084337348,0.0509316770186336,0.0804597701149425,0.0266990291262136,0.0654911838790932,0.0930232558139536,0.1160949868073879,0.1370967741935485,0.1604938271604938,0.138627187079408,0.1525885558583106,0.1494565217391306,0.2155172413793105,0.2368421052631579,0.235036496350365,0.1557377049180328,0.1848739495798321,0.1190476190476192,0.1983002832861191,0.1220159151193636,0.175,0.1510204081632655,0.1494565217391306,0.2120343839541547,0.2935779816513761,0.2514792899408284,0.3343848580441642,0.313664596273292,0.2857142857142858,0.238653001464129,0.2896341463414635,0.3343848580441642,0.313664596273292,0.2533333333333334,0.2876712328767123,0.1589041095890413,0.0601503759398496,0.0790816326530614,0.1478968792401629,-0.0058754406580492,-0.0162790697674417,-0.0651933701657458,-0.0784313725490194,-0.0275862068965515,-0.0023584905660376
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.7920986760925895,1.8613333333333333,0.8411764705882353,0.1458635703918722,0.1253396739130146,1.7691603590298838e-07,0.2216981132075471,-0.108730583824317,0.0018634299295445,0.3911764705882353,-0.39191933570385,-0.2328427255985267,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,0.0007898894154818,2.311284046692607,0.2272727272727272,0.048780487804878,0.0,0.0,0.0,-0.0238095238095238,-0.127659574468085,-0.088888888888889,-0.0238095238095238,0.0249999999999999,0.0249999999999999,0.0249999999999999,0.1081081081081081,0.0249999999999999,0.0789473684210526,-0.088888888888889,0.0249999999999999,0.1714285714285714,0.1714285714285714,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,0.0249999999999999,-0.18,-0.2545454545454546,-0.18,-0.0238095238095238,0.1081081081081081,0.1081081081081081,0.0249999999999999,0.5769230769230769,0.5769230769230769,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,-0.0238095238095238
BBTU_63-L^C18,0.0425212985978027,-0.0425212985978027,17.0,0.0649622881770987,-0.0035326898987644,1.7423959218351743,0.0162668548134211,0.0710549515133703,-0.1480181393847981,6.633935463611543e-05,-0.6129885395239495,0.1137076537013801,4.585297960926529,0.0876450297899023,0.0773647613736613,0.978720885946152,1.0153209678917725,0.8184563428692277,-1.1422018348623857,1.7423959218351743,0.0423388438921557,374.671009771987,-0.0328753762591016,0.003393665158371,0.0079817559863171,0.090012330456227,0.0728155339805824,0.1525423728813559,0.1631578947368421,0.2521246458923514,0.2521246458923514,0.2592592592592593,0.3393939393939393,0.2277777777777776,0.1585845347313237,0.2329149232914922,0.2886297376093294,0.4235104669887277,0.4031746031746033,0.3076923076923077,0.4076433121019107,0.4031746031746033,0.35375191424196,0.3641975308641973,0.4733333333333334,0.6102003642987248,0.6014492753623188,0.6190476190476191,0.6309963099630995,0.7,0.8689217758985199,1.0136674259681095,0.8493723849372383,0.8571428571428572,0.9909909909909907,1.0228832951945075,1.3827493261455523,1.6546546546546548,1.4153005464480874,1.2783505154639174,1.193548387096774,1.032183908045977,1.09478672985782,1.3263157894736843,0.8888888888888891,0.9343544857768052,0.6616541353383458,0.4932432432432432,0.4444444444444444,0.4708818635607321,0.634011090573013,0.7435897435897434
BBXK_89-L^E06,0.121194249907851,-0.121194249907851,18.0,0.2159859976662777,-0.0051819446989951,0.5662369856222111,1.5352205398288343,0.7577362893815635,-0.0112474329945733,3.0487889027353906e-05,0.0897549591598599,0.0774790094590285,6.768280256073896,2.1424182576256308,0.5737331926612512,-0.1282992888803381,-0.0140808551179976,0.0999639538033376,-1.1052631578947367,0.3806643529995042,0.1731574670250671,112.35878962536022,-0.0182063130327487,0.0550847457627119,-0.0227743271221533,0.0825688073394494,0.1949367088607594,0.3002754820936639,0.3923303834808258,0.3681159420289854,0.3641618497109826,0.4796238244514106,0.46583850931677,0.4303030303030304,0.4047619047619046,0.3760932944606412,0.4390243902439024,0.4842767295597483,0.3563218390804596,0.4390243902439024,0.3964497041420118,0.4259818731117823,0.3720930232558139,0.3485714285714285,0.7878787878787876,0.7416974169741697,0.6503496503496504,0.8294573643410852,0.7101449275362319,0.8084291187739463,0.7163636363636363,0.5892255892255891,0.6109215017064844,0.6164383561643836,0.5945945945945945,0.7101449275362319,0.7546468401486988,0.7352941176470587,0.6109215017064844,0.6109215017064844,0.5681063122923589,0.46583850931677,0.3038674033149171,0.5275080906148868,0.4478527607361964,0.5031847133757961,0.2931506849315068,0.3038674033149171,0.2620320855614972,0.2826086956521738,0.0350877192982457,0.0678733031674208
BCPS_48-L^C06,0.2001199580146948,-0.2001199580146948,16.0,-0.2266599303321189,-0.0915479821375552,1.3977200759974666,-0.2767315671879988,0.1881830510277342,-0.2550907182485772,2.882116564340377e-06,-0.106336586273832,-0.2145116976105235,3.043298143989632,0.1038142355569741,-1.206106830287522,-0.0473296715654651,-0.040028919523193,0.1472381302448613,-2.6660007990411505,1.329322355921469,-0.0050683682771194,6.681995540691193,0.0464862505456132,-0.0478821362799263,0.1652360515021458,0.2257336343115124,0.299043062200957,0.6208955223880597,0.6968749999999999,0.7183544303797467,0.7403846153846152,0.7183544303797467,1.0261194029850742,0.8788927335640138,0.7292993630573248,0.7572815533980581,0.8221476510067114,0.8039867109634551,1.0261194029850742,1.088461538461538,1.2254098360655736,1.4681818181818178,1.37117903930131,1.537383177570093,1.5138888888888884,1.4241071428571423,1.3506493506493509,1.3205128205128207,1.3608695652173912,1.189516129032258,0.925531914893617,1.1633466135458166,1.0965250965250966,1.37117903930131,1.3205128205128207,1.2815126050420167,1.715,2.138728323699422,2.415094339622641,2.3109756097560976,2.3109756097560976,1.935135135135135,1.9510869565217388,2.175438596491228,1.4026548672566372,1.5734597156398102,1.2254098360655736,1.0185873605947957,0.9462365591397848,1.189516129032258,1.610576923076923,1.4026548672566372
BCQE_67-L^A14,0.0033319450229071,0.0033319450229071,18.0,-0.1344211344211344,0.105261569701576,1.5369565217391303,0.0248833592534992,0.2886557886557886,0.0420658059141933,3.026945647340179e-06,-0.0889665889665889,-0.0852788586251621,0.9063643431316328,-0.1757387247278382,-0.4688516497494205,-0.2583974815870754,-0.2623665628822417,-0.032130266392696,0.1951219512195122,1.306521739130435,0.1512850467289719,3.4460028050490883,-0.1594252480328429,-0.0700389105058364,0.1898148148148146,0.1898148148148146,0.5962732919254656,0.4685714285714284,0.4685714285714284,0.6580645161290322,1.089430894308943,0.8759124087591239,0.7248322147651005,0.3967391304347825,0.2722772277227723,0.1271929824561404,0.4198895027624307,0.1735159817351597,0.4198895027624307,0.8759124087591239,0.5207100591715976,0.3967391304347825,0.2598039215686274,0.374331550802139,0.1271929824561404,0.1422222222222222,0.0,-0.1375838926174497,0.2065727699530517,0.0489795918367346,-0.3016304347826087,-0.1993769470404984,-0.3762135922330097,-0.1709677419354839,0.0982905982905983,0.1898148148148146,0.5670731707317074,1.1965811965811968,0.443820224719101,-0.5807504078303426,-0.5827922077922079,-0.6679586563307494,-0.6479452054794521,-0.6302158273381295,-0.7045977011494253,-0.6705128205128206,-0.7554709800190296,-0.7924071082390953,-0.7968379446640317,-0.8226363008971704,-0.7793991416309013,-0.8103321033210332
BCZB_W7-L^G07,0.045967576441617,-0.045967576441617,18.0,0.0971767946290239,1.891702272340456e-05,0.7993762993762994,-0.1115683584819387,0.1430538819073851,-0.0475271906423147,0.0001293419707677,0.0246169736615596,0.2267076407319458,4.243426902249583,0.1620941929583904,-0.477224000637803,-0.0566286182169488,-0.0787094152253726,0.3172762232800805,-8.75,0.6796257796257796,0.0422851225405591,8.132151898734177,0.0423129339996106,0.0457516339869281,-0.0285714285714285,0.0588235294117647,0.1046931407942237,0.0889679715302491,0.0812720848056536,0.0928571428571429,0.06993006993007,0.06993006993007,0.0851063829787235,0.0443686006825938,0.0662020905923344,0.06993006993007,0.1333333333333333,0.1724137931034484,0.1460674157303372,0.2047244094488189,0.1860465116279068,0.1460674157303372,-0.0032573289902279,-0.0097087378640775,-0.0377358490566037,0.0166112956810631,-0.1181556195965418,-0.0467289719626168,-0.1428571428571428,-0.1026392961876833,-0.0919881305637982,-0.0254777070063694,-0.0377358490566037,0.0132450331125828,0.0551724137931035,-0.0097087378640775,0.116788321167883,0.2142857142857142,0.150375939849624,0.0889679715302491,-0.0407523510971786,-0.0999999999999999,-0.0347003154574132,-0.0064935064935065,-0.1476323119777158,-0.1130434782608695,-0.2661870503597122,-0.2900232018561484,-0.3318777292576419,-0.3304157549234136,-0.3516949152542372,-0.3154362416107382
BDAJ_H9-L,0.0517990074441687,-0.0517990074441687,11.0,-0.121102628358296,0.0840753831988134,1.8260312580066616,-0.6140394088669952,0.2198263302057229,-0.057816377171212,3.2921983094650977e-07,-0.2714610408531966,0.0298186289578849,1.225416520154293,0.8022167487684727,-0.4797443969260012,0.0292739858373711,0.0657542171861183,0.3349488353125776,-1.8806306306306304,1.741480912118883,0.1108049311094996,40.71859296482412,-0.5851635693441868,-0.0618279569892472,-0.1247058823529411,-0.1506849315068492,-0.110047846889952,-0.110047846889952,-0.0510204081632652,0.0163934426229508,-0.0184696569920843,-0.0053475935828877,0.0333333333333334,-0.0387596899224805,-0.0387596899224805,-0.0053475935828877,0.0136239782016349,-0.1184834123222747,-0.0676691729323308,-0.0558375634517765,-0.0606060606060605,-0.0926829268292681,-0.110047846889952,-0.1348837209302325,-0.1583710407239819,-0.2,-0.1583710407239819,-0.1506849315068492,-0.0412371134020618,-0.0859950859950859,-0.0606060606060605,0.0136239782016349,-0.0606060606060605,-0.0769230769230769,0.0689655172413794,0.0598290598290598,0.1071428571428572,0.1238670694864048,0.1411042944785276,0.1341463414634147,0.0054054054054053,-0.0437017994858611,-0.1036144578313252,0.0973451327433627,0.0136239782016349,0.1588785046728973,0.0108695652173913,-0.0629722921914357,-0.026178010471204,-0.0859950859950859,0.0689655172413794,0.0628571428571429
BDCK_44-L^L08,0.0467741935483871,-0.0467741935483871,17.0,0.0097244732576986,0.0124852471976856,1.351288056206089,-0.1245858184227966,1.3789843327930849,-0.1793010752688137,1.306729821948066e-07,-0.1291193949216639,0.1042524005486969,0.0002233273476462,3.345924453280318,-0.7638905273367183,0.1693520878062482,0.1697962014619087,0.1638733048351086,-2.9,1.3427010148321623,0.0814116002795247,7.878086419753087,-0.004291008386971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295,-0.1176470588235295
