firms,age,agr,cashdebt,chatoia,chcsho,chempia,chpmia,depr,egr,grltnoa,herf,hire,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,6.0,-0.1022670079136459,0.0544973071166319,1.020774116569659,-8.389214450066187e-09,-4.026308569385162,0.4901867603390329,0.2589292880648527,-0.0356373315306941,-0.0857371794871787,2.2572234496636236e-08,-0.3650412087912087,-0.0727220157844575,-0.1615945437441204,0.1444027917289774,0.3885810181134252,0.1269110353010389,0.0630532158414783,0.0121269587783212,1.8349726079769944,0.0,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3913043478260869,0.5999999999999999,0.8823529411764706,0.8823529411764706,1.4615384615384617,1.2857142857142856,1.2857142857142856,1.4615384615384617,1.4615384615384617,3.571428571428571,2.2,2.555555555555556,2.2,1.9090909090909087,1.9090909090909087,1.666666666666667,3.0,2.555555555555556,2.2,2.555555555555556,3.571428571428571,1.9090909090909087,1.2857142857142856,1.2857142857142856,1.4615384615384617,1.4615384615384617,1.2857142857142856,1.2857142857142856,1.1333333333333333,1.0,0.8823529411764706,1.0,0.8823529411764706,0.523809523809524,0.3333333333333335,0.28,0.1034482758620691,0.0666666666666666,-0.0303030303030302,-0.111111111111111,-0.0588235294117647,-0.1578947368421053,-0.111111111111111,-0.1351351351351351
BAMD_17-L^J98,5.0,0.1339936116089494,0.114341040289931,0.45702547194555,0.0012468827930174,0.2998068743911036,0.6204000506567404,0.0554916886748485,0.0326165258015047,-0.0357847362031329,4.72857632072405e-08,0.0271816881258941,0.0248706423079146,0.2442997469861587,0.6900623193416666,0.0545495691693824,-13.107455441960903,0.2264221237580037,0.3420321129439304,1.0359164613697116,-0.0502092050209205,0.0575221238938055,0.138095238095238,0.1773399014778327,0.2193877551020409,0.298913043478261,0.298913043478261,0.2070707070707071,0.1831683168316831,0.3204419889502763,0.3815028901734105,0.5419354838709678,0.5419354838709678,0.6148648648648649,0.896825396825397,0.8384615384615386,1.298076923076923,1.2129629629629628,0.896825396825397,0.7703703703703704,0.5419354838709678,0.6148648648648649,0.896825396825397,0.5723684210526316,0.5031446540880504,0.6369863013698631,0.7445255474452555,0.5031446540880504,0.3735632183908046,0.3579545454545454,0.2513089005235602,0.4753086419753085,0.1435406698564594,0.0863636363636364,0.091324200913242,0.1327014218009479,0.3735632183908046,0.4662576687116566,0.3204419889502763,0.0669642857142855,0.0528634361233479,-0.1213235294117647,-0.2646153846153846,-0.3575268817204301,-0.3903061224489795,-0.271341463414634,-0.271341463414634,-0.2436708860759493,-0.2163934426229506
BBEK_99-L^L95,5.0,-0.231108553893364,0.0358006216185104,0.8012179439968895,-1.3511792794096368e-05,-0.8479724673507932,-1.2428080261511083,0.1199910952804986,-0.0530346544131723,-0.0273229968556868,3.850296360280046e-06,-0.0768805691786972,0.021544559519243,-0.3232966608762787,1.661329057528655,0.0940661761259783,0.0403125442838882,-0.0564091301315478,0.0313035352748793,1.8349726079769944,-0.0863309352517984,0.0373134328358206,0.0072463768115942,-0.1257861635220126,-0.1626506024096385,-0.2234636871508381,-0.1965317919075144,-0.2146892655367231,-0.1419753086419753,-0.1524390243902439,-0.3118811881188119,-0.3930131004366812,-0.365296803652968,-0.4326530612244899,-0.365296803652968,-0.3849557522123893,-0.2645502645502645,-0.1965317919075144,-0.2362637362637363,-0.3504672897196262,-0.6170798898071626,-0.6435897435897435,-0.5736196319018405,-0.6463104325699747,-0.6408268733850129,-0.5736196319018405,-0.6361256544502618,-0.6965065502183406,-0.701716738197425,-0.7214428857715431,-0.719758064516129,-0.7163265306122449,-0.717479674796748,-0.7104166666666667,-0.701716738197425,-0.6774941995359629,-0.6312997347480107,-0.6233062330623307,-0.6370757180156659,-0.5982658959537572,-0.6084507042253522,-0.5875370919881306,-0.633245382585752,-0.6243243243243244,-0.6293333333333333,-0.5749235474006116,-0.5850746268656717,-0.565625,-0.5787878787878789
BBIO_50-L^J00,5.0,-0.0262373634079354,0.1345065996228787,0.9472998396561756,0.0003787878787878,-0.7508971733663299,-0.0703354244293863,0.1177433760047633,0.0015274171376202,-0.0599224324244294,8.977325628335203e-06,-0.06807933548059,-0.0319640039735873,-0.0476349843819722,2.681263600670821,0.0209338034555696,0.152276864619397,0.0144469525959367,0.0144469525959367,1.9680794292810249,-0.1127450980392157,0.146067415730337,0.2289156626506026,0.2670807453416148,0.3076923076923077,0.2289156626506026,0.2363636363636365,0.3421052631578947,0.2993630573248407,0.2515337423312884,0.3076923076923077,0.2911392405063291,0.2911392405063291,0.3509933774834437,0.5,0.5,0.5692307692307692,0.7739130434782611,0.5338345864661653,0.7142857142857144,0.4068965517241381,0.5338345864661653,0.7894736842105265,0.8053097345132745,0.8888888888888888,1.04,1.1030927835051547,0.8214285714285714,0.6190476190476191,0.5692307692307692,0.7586206896551726,0.7586206896551726,0.728813559322034,0.6451612903225807,0.6062992125984252,0.6585365853658538,0.9245283018867924,0.8378378378378377,0.8378378378378377,1.0606060606060606,0.9245283018867924,0.7586206896551726,0.6062992125984252,0.4782608695652175,0.5572519083969465,0.5692307692307692,0.5454545454545454,0.5813953488372092,0.4068965517241381
BBOU_00-L,5.0,-0.0267022696929239,0.1302463503649635,0.3455582503912378,0.0004975124378109,-0.567713667666517,-0.5315747374781915,0.08,0.0442453094371324,-0.007627014392912,2.5960925223507223e-05,-0.0514711875458473,0.0033984706881903,-0.0885110093743187,19.79881600779743,0.0828346456692913,0.0751568911311976,0.0817867253853413,0.0817867253853413,1.046739570832142,-0.0147299509001638,0.104882459312839,0.110909090909091,0.2171314741035859,0.2469387755102041,0.037351443123939,0.1335807050092765,0.1088929219600727,0.1231617647058822,0.0969479353680431,0.060763888888889,0.1704980842911878,0.1484962406015038,0.0234505862646567,-0.0541795665634674,-0.0113268608414238,-0.017684887459807,0.01158940397351,-0.03015873015873,-0.0316957210776543,-0.1246418338108882,-0.1308677098150782,-0.0438184663536774,-0.1054172767203514,-0.0770392749244712,0.0391156462585033,0.0663176265270506,0.0082508250825084,0.0217391304347824,0.0268907563025211,0.0738137082601053,0.089126559714795,0.089126559714795,0.1638095238095238,0.1795366795366797,0.3111587982832617,0.3949771689497718,0.3886363636363636,0.4275700934579438,0.4938875305623473,0.5586734693877553,0.4830097087378642,0.3083511777301928,0.3311546840958606,0.3608017817371938,0.578811369509044,0.5747422680412373,0.6164021164021165,0.587012987012987
BBQS_26-L^G99,5.0,-0.0744361882414288,0.1319426528581432,1.7378717874231442,0.0001449905756125,-0.235838120517474,-0.0128812272691423,0.1171183628318584,0.0015847860538827,-0.0297880983007211,4.6349574200841625e-05,-0.0213820255226717,-0.0365445617694346,-0.1004620554466536,2.284957644497488,0.1145323901568079,0.1755020154803306,-0.1300877093075514,0.0507889320832381,0.8639743774568245,-0.0223463687150837,0.1257861635220125,0.1623376623376622,0.0914634146341464,0.1329113924050633,0.0591715976331361,0.2094594594594594,0.2430555555555555,0.1933333333333333,0.1401273885350318,0.1187499999999999,0.1118012422360248,0.2344827586206896,0.3458646616541352,0.52991452991453,0.6886792452830188,1.1058823529411763,0.79,0.4094488188976377,0.1257861635220125,0.0,-0.0867346938775509,0.098159509202454,0.1623376623376622,0.0783132530120482,0.0718562874251498,0.0718562874251498,-0.0913705583756344,-0.1751152073732718,-0.2366737739872069,-0.2334047109207708,-0.1352657004830917,-0.2463157894736841,-0.2723577235772357,-0.2723577235772357,-0.184510250569476,0.081570996978852,-0.2572614107883817,-0.2663934426229508,-0.2868525896414342,-0.2603305785123966,-0.2980392156862744,-0.352622061482821,-0.3549549549549549,-0.3115384615384615,-0.2267818574514039,-0.1918735891647854,-0.3021442495126705,-0.3245283018867924
BBTU_63-L^C18,5.0,-0.1071698276048071,0.048090662724809,0.8348906371238585,-0.0222793487574978,0.4577130292488074,0.0783767792303885,0.0386104538610453,-0.1388092964024196,-0.0765328804130791,3.961368807348881e-05,0.0414980905206639,-0.0570479211167928,-0.0687062853880191,4.565593810678054,0.2608089382980883,0.0785722427503697,-0.0193762555697032,0.0195847833913357,2.4964162224803297,0.0365853658536585,0.2551020408163265,0.3516483516483515,0.1855421686746987,0.0837004405286343,0.0102669404517452,0.074235807860262,0.0789473684210526,0.1388888888888888,0.2519083969465647,0.1576470588235294,0.0468085106382978,-0.0238095238095238,0.1156462585034012,0.0512820512820513,0.1714285714285712,0.1855421686746987,0.4260869565217391,0.152224824355972,-0.0100603621730381,-0.1322751322751323,-0.1907894736842105,-0.0371819960861057,-0.1214285714285713,-0.029585798816568,-0.1214285714285713,-0.1353251318101933,-0.1840796019900498,-0.2128,-0.2689450222882615,-0.215311004784689,-0.1103074141048825,-0.197389885807504,-0.248854961832061,-0.2645739910313902,-0.2064516129032259,-0.0716981132075471,-0.1322751322751323,-0.1921182266009852,-0.197389885807504,-0.1182795698924731,-0.243076923076923,-0.3351351351351351,-0.361038961038961,-0.3306122448979591,-0.188118811881188,-0.2817518248175182,-0.2711111111111111,-0.3306122448979591
BBVN_02-L^I99,6.0,-0.2393984220907298,-0.5211337642963699,0.9207197587469432,-0.0011975058318776,-1.8486915477922312,-6.5424671727124455,0.2511415525114155,-1.0881612090680102,-0.3668953928021252,3.452718997470897e-07,-0.1676097560975609,-0.2583826429980275,0.123548046462513,0.4909817027076024,0.9954648526077096,0.0743217840527967,-0.130995420056906,-0.0466346153846153,1.8349726079769944,-0.0624999999999998,0.180327868852459,0.1162790697674418,-0.0068965517241379,0.0434782608695651,-0.2835820895522387,-0.1676300578034681,-0.0886075949367088,-0.1627906976744186,-0.1864406779661017,-0.1676300578034681,-0.2577319587628865,-0.3424657534246575,-0.3571428571428572,-0.2906403940886699,-0.2258064516129032,-0.1818181818181818,-0.1578947368421053,-0.1325301204819277,-0.2727272727272727,-0.4396887159533074,-0.4725274725274725,-0.417004048582996,-0.4262948207171314,-0.4524714828897338,-0.4482758620689655,-0.4330708661417323,-0.4461538461538462,-0.4,-0.424,-0.4146341463414634,-0.336405529953917,-0.3628318584070796,-0.3394495412844037,-0.3142857142857144,-0.297560975609756,-0.2258064516129032,-0.3542600896860987,-0.297560975609756,-0.2421052631578947,-0.2087912087912088,-0.2087912087912088,-0.2941176470588236,-0.297560975609756,-0.2173913043478261,-0.2538860103626943,-0.2727272727272727,-0.2340425531914893,-0.2258064516129032
BBXK_89-L^E06,6.0,0.1012644732072415,0.4032167042889391,1.0367758695006797,0.0007215007215007,0.0071067893787091,0.0694646253750432,0.0440330813465141,0.126878073596744,0.0112235267852593,9.392272205929284e-05,0.0006443298969072,0.0531377273599591,0.0571163222660785,22.22127792295744,0.0345284362235151,0.0689985598350399,0.0241734811789178,0.0992135511191771,0.8638525491029709,-0.0291262135922331,-0.0391791044776119,-0.0227703984819732,0.0819327731092438,0.1293859649122808,0.1368653421633554,0.2032710280373832,0.243961352657005,0.3104325699745547,0.2622549019607842,0.268472906403941,0.3104325699745547,0.3696808510638298,0.3239074550128535,0.2810945273631844,0.3481675392670158,0.3239074550128535,0.4630681818181819,0.3844086021505377,0.3341968911917099,0.3005050505050506,0.2907268170426065,0.5236686390532546,0.3624338624338625,0.4672364672364675,0.5606060606060608,0.5749235474006118,0.5147058823529413,0.5701219512195124,0.4884393063583816,0.5327380952380953,0.7944250871080141,0.734006734006734,0.7052980132450333,0.8392857142857146,0.7881944444444446,0.9288389513108616,0.958174904942966,0.93609022556391,0.9144981412639408,0.9807692307692308,0.8727272727272728,0.7881944444444446,0.8458781362007171,0.9433962264150946,1.3409090909090908,1.2198275862068968,1.119341563786008,1.1548117154811717
BCPS_48-L^C06,5.0,0.0568800419754705,0.1504610392180141,0.6730068059509297,0.0603907637655417,-3.00471294376924,0.4806182865835385,0.0438803930842398,0.1984865576236135,-0.0076686994300278,7.247480540182944e-05,-0.2724192709431627,0.0084442841214666,-0.0183248810581899,7.684226528270719,-0.1159215178167079,0.2062359531384034,0.1018492982728513,0.0393603936039361,0.5373425861693107,-0.0354609929078014,0.0913312693498451,0.124401913875598,0.2477876106194689,0.2679856115107915,0.0879629629629628,0.0601503759398496,0.1407766990291261,0.1848739495798319,0.2477876106194689,0.2303664921465966,0.2544483985765124,0.2702702702702702,0.3988095238095237,0.435845213849287,0.5597345132743363,0.8076923076923077,1.203125,1.0857988165680474,0.6866028708133971,0.3877952755905511,0.3960396039603959,0.6987951807228914,0.9157608695652172,0.61697247706422,0.6471962616822429,0.6745843230403801,0.401590457256461,0.3557692307692306,0.2818181818181817,0.2611806797853309,0.3454198473282441,0.3403041825095056,0.2566844919786095,0.2368421052631577,0.2455830388692579,0.4904862579281182,0.3960396039603959,0.4213709677419355,0.5631929046563193,0.5807174887892377,0.3823529411764705,0.1595394736842104,0.1500815660685155,0.1868686868686868,0.3202247191011236,0.2679856115107915,0.2411971830985915,0.205128205128205
