firms,age,cashdebt,chcsho,depr,grltnoa,herf,mve_ia,secured,securedind,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,1.0,0.4711994578721482,0.0039706518436967,0.0720489296636085,0.8797847621376402,1.0371930182681065e-05,1.442661088673106,1.0,1.0,0.9001842168545734,-0.3780975219824141,0.2623612512613522,0.1713483146067416,0.0619694397283532,-0.0203602192638997,-0.0875273522975931,-0.040644171779141,-0.040644171779141,-0.2001278772378517,-0.2956081081081082,-0.276878612716763,-0.1791338582677165,-0.1045096635647817,-0.1133947554925584,-0.1133947554925584,-0.0781134856300663,-0.0691964285714286,0.1129893238434163,0.0992970123022847,-0.0960982658959537,-0.0102848101265823,-0.0501138952164009,-0.1682180851063829,-0.1860767729342876,-0.206721623335447,-0.2325153374233129,-0.2132075471698113,-0.2263450834879407,-0.2229813664596274,-0.1570080862533692,-0.1753460777851021,-0.2292051756007393,-0.3514774494556765,-0.3646521076688674,-0.4048525214081827,-0.4159663865546219,-0.4159663865546219,-0.406827880512091,-0.3604294478527606,-0.3237837837837838,-0.2956081081081082,-0.3401898734177215,-0.2797927461139897,-0.3604294478527606,-0.3426169206516027,-0.4048525214081827,-0.3237837837837838,-0.3691376701966716,-0.3470772442588726
BALZ_07-L^I10,2.0,0.0710217755443886,0.0001950705026146,0.1525129982668977,-0.0567253975075193,2.800232941138384e-07,0.1736347203977377,1.0,1.0,6.567133394889359,-0.0833333333333332,0.0588235294117645,-0.0526315789473684,0.0,-0.027027027027027,0.0588235294117645,0.0285714285714286,0.0909090909090908,-0.027027027027027,0.0285714285714286,-0.0526315789473684,-0.1,-0.1,-0.2340425531914893,-0.3571428571428572,-0.3898305084745762,-0.4375,-0.3684210526315788,-0.3793103448275862,-0.4,-0.3207547169811321,-0.3333333333333333,-0.4098360655737705,-0.3898305084745762,-0.25,-0.2941176470588236,-0.25,-0.3076923076923077,-0.4,-0.3684210526315788,-0.2941176470588236,-0.4,-0.625,-0.6043956043956045,-0.64,-0.625,-0.6288659793814433,-0.5662650602409638,-0.4626865671641791,-0.4857142857142856,-0.3571428571428572,-0.3207547169811321,-0.3076923076923077,-0.2653061224489795,-0.2653061224489795,-0.3076923076923077,-0.2173913043478261,-0.2340425531914893,-0.25
BBEK_99-L^L95,1.0,0.5666887856668879,0.0058651026392961,0.1315612382234186,0.5540512820512682,3.008521872871208e-06,5.601957020713342,1.0,1.0,0.5122985434387143,-0.0133333333333333,0.146788990825688,0.1194029850746267,0.171875,0.1363636363636364,0.0964912280701755,0.0901162790697673,0.1645962732919255,0.2019230769230768,0.047486033519553,0.1094674556213017,0.2583892617449663,0.2755102040816326,0.2458471760797342,0.2842465753424659,0.3392857142857144,0.4204545454545454,0.6519823788546255,0.6447368421052633,0.4940239043824703,0.5432098765432098,0.6666666666666667,0.5306122448979591,0.4880952380952381,0.506024096385542,0.4880952380952381,0.6375545851528384,0.5822784810126582,0.4705882352941177,0.5822784810126582,0.7605633802816902,0.4258555133079849,0.0997067448680351,0.0744985673352434,0.1432926829268292,0.083815028901734,0.0997067448680351,0.1942675159235667,0.2755102040816326,0.2096774193548387,0.2886597938144328,0.46484375,0.4367816091954024,0.3489208633093525,0.3992537313432835,0.2417218543046357,0.3157894736842104,0.2541806020066888,0.3837638376383763
BBIO_50-L^J00,1.0,0.2164405426975259,-0.0019237957522,0.1151672521765694,0.0106842121148098,1.4025892452610982e-05,2.3285648965504704,1.0,1.0,0.9973833843488212,0.0534351145038167,0.0076923076923076,-0.0075757575757575,0.0155038759689922,-0.096551724137931,-0.1208053691275167,-0.0296296296296296,0.0076923076923076,-0.1027397260273972,-0.1493506493506493,-0.1088435374149658,-0.0150375939849624,-0.0075757575757575,0.0076923076923076,0.0650406504065042,0.0916666666666667,0.1008403361344538,0.31,0.2596153846153846,0.1696428571428569,0.2718446601941748,0.2718446601941748,0.1592920353982303,0.2358490566037736,0.2242990654205607,0.2596153846153846,0.3232323232323233,0.201834862385321,0.2358490566037736,0.3936170212765959,0.5411764705882354,0.4395604395604395,-0.0575539568345322,-0.0075757575757575,-0.0437956204379562,0.0650406504065042,0.1592920353982303,0.1801801801801801,0.2596153846153846,0.1101694915254238,0.201834862385321,0.423913043478261,0.423913043478261,0.5595238095238095,0.5232558139534884,0.3789473684210527,0.1293103448275863,0.0564516129032257,0.1491228070175441
BBNH_32-L^L97,3.0,0.1528004290671074,0.0004019752843847,0.0494920552227142,0.2741920836520837,0.0002711515289343,14.217344046076107,1.0,1.0,0.7732590744800069,0.0251572327044022,0.1648351648351649,0.089041095890411,0.1357142857142859,0.0460526315789473,0.0127388535031847,0.1157894736842104,0.2325581395348837,0.1003460207612456,0.0063291139240506,0.0671140939597316,0.1521739130434785,0.1865671641791044,0.1080139372822299,0.1605839416058394,0.2325581395348837,0.2421875,0.4790697674418607,0.419642857142857,0.4133333333333333,0.308641975308642,0.3032786885245901,0.2874493927125505,0.2519685039370078,0.2519685039370078,0.3032786885245901,0.3531914893617021,0.3531914893617021,0.4008810572687225,0.419642857142857,0.6914893617021278,0.5742574257425743,0.1197183098591549,0.1910112359550562,0.1438848920863311,0.1865671641791044,0.1157894736842104,0.282258064516129,0.3766233766233766,0.2519685039370078,0.2874493927125505,0.3947368421052633,0.3531914893617021,0.4454545454545453,0.5215311004784691,0.5588235294117647,0.6562500000000002,0.5436893203883495,0.6562500000000002
BBOU_00-L,1.0,0.2266808964781216,0.0204778156996587,0.0591054313099041,0.0567414705345655,1.417618898738729e-05,15.702282968871115,1.0,1.0,0.8714909894850649,0.0222717149220488,0.1602067183462532,0.1572164948453609,0.1878306878306879,0.1662337662337663,0.1309823677581865,0.1941489361702129,0.3014492753623188,0.3689024390243904,0.305232558139535,0.4345047923322684,0.5376712328767124,0.5921985815602839,0.6691449814126396,0.7747035573122532,0.9521739130434784,0.9955555555555556,1.3264248704663215,1.363157894736842,1.2791878172588835,1.413978494623656,1.5511363636363638,1.3756613756613758,1.338541666666667,1.3882978723404258,1.4670329670329672,1.6257309941520468,1.5657142857142858,1.6886227544910182,1.6886227544910182,2.161971830985916,2.033783783783784,1.069124423963134,1.1902439024390246,1.1179245283018866,1.1586538461538465,1.169082125603865,1.338541666666667,1.4806629834254146,1.363157894736842,1.656804733727811,1.6886227544910182,1.6886227544910182,1.2908163265306123,1.4402173913043477,1.211822660098523,1.5224719101123596,1.338541666666667,1.5804597701149428
BBQS_26-L^G99,1.0,0.3373907360509762,-0.0003182081453076,0.0971845318860244,0.5195259593679172,4.266403244414403e-05,3.296670045508742,1.0,1.0,0.4765877998889596,0.0673076923076922,0.1231101511879051,0.1738148984198646,0.0136452241715401,-0.0188679245283017,-0.0828924162257495,-0.0114068441064637,-0.0458715596330274,-0.1141396933560476,-0.1475409836065573,-0.0630630630630629,-0.0262172284644194,-0.0262172284644194,-0.0188679245283017,-0.0262172284644194,-0.0423572744014731,-0.040590405904059,0.1040339702760084,0.0317460317460318,-0.0095238095238094,0.0038610038610038,0.019607843137255,-0.0528233151183971,-0.0893169877408055,-0.037037037037037,-0.0493601462522851,-0.0298507462686566,-0.079646017699115,-0.111111111111111,-0.0664272890484739,0.1581291759465479,0.0358565737051794,-0.2364170337738619,-0.1823899371069182,-0.1849529780564263,-0.1231028667790893,-0.0893169877408055,0.0077519379844961,0.0441767068273091,-0.1018998272884282,0.1479028697571742,0.2235294117647059,0.2064965197215778,0.25,0.1954022988505748,0.1581291759465479,0.2560386473429954,0.1954022988505748,0.3164556962025315
BBTU_63-L^C18,1.0,0.2452513713223627,0.001012238544023,0.0294185884645724,1.222364928503891,4.200262925173138e-05,6.310561016489954,1.0,1.0,0.7762599010472792,0.0476190476190476,0.2128712871287128,0.0729927007299269,0.0888888888888888,0.0,-0.0648854961832061,0.0352112676056337,0.1307692307692307,-0.0341655716162944,-0.04296875,-0.0303430079155673,0.0953800298062592,0.1002994011976048,0.1360123647604327,0.1666666666666667,0.1951219512195121,0.2804878048780486,0.47,0.4999999999999998,0.397338403041825,0.4244186046511626,0.4969450101832993,0.4583333333333332,0.4818548387096772,0.5473684210526315,0.5705128205128205,0.611842105263158,0.7334905660377358,0.7625899280575539,0.981132075471698,1.181008902077151,0.8103448275862071,0.4525691699604743,0.4939024390243902,0.4525691699604743,0.5605095541401273,0.5248962655601659,0.4999999999999998,0.5506329113924049,0.5248962655601659,0.7093023255813953,0.7970660146699267,0.9240837696335078,0.8797953964194372,0.949602122015915,0.909090909090909,1.0027247956403271,0.975806451612903,0.9864864864864864
BBVN_02-L^I99,2.0,0.1572159672466734,0.0018085148132735,0.1352757544224766,-0.0246312908620952,3.870697870235498e-07,0.7000354552659003,1.0,1.0,0.7947384932155626,0.1141304347826086,-0.0466321243523315,-0.0707070707070706,-0.0212765957446807,-0.010752688172043,-0.0707070707070706,-0.0845771144278605,0.0,-0.1520737327188939,-0.1481481481481481,-0.1238095238095238,-0.0264550264550263,-0.010752688172043,-0.010752688172043,-0.0160427807486631,-0.065989847715736,-0.0707070707070706,0.0574712643678161,0.03954802259887,-0.0264550264550263,-0.0054054054054054,-0.0799999999999999,-0.2396694214876032,-0.1929824561403508,-0.1965065502183406,-0.2268907563025209,-0.1785714285714286,-0.2268907563025209,-0.2459016393442622,-0.1785714285714286,-0.1858407079646016,-0.1441860465116278,-0.4102564102564102,-0.3235294117647059,-0.3235294117647059,-0.3235294117647059,-0.2895752895752895,-0.2923076923076922,-0.1894273127753303,-0.3783783783783784,-0.2755905511811023,-0.1196172248803826,-0.1024390243902437,-0.1024390243902437,-0.0160427807486631,-0.0515463917525772,0.128834355828221,0.0109890109890109,0.0279329608938547
BBXK_89-L^E06,2.0,0.4216760438258809,-8.632282003710576e-05,0.0443723382680997,0.0225754576942051,9.864259121470604e-05,14.044784151017833,1.0,1.0,1.0027962047723082,0.0528301886792452,0.2045454545454543,0.1422413793103449,0.0905349794238681,0.108786610878661,0.1181434599156117,0.1134453781512605,0.1883408071748877,0.1373390557939913,0.0153256704980841,0.0642570281124497,0.1572052401746724,0.2559241706161137,0.3118811881188119,0.3947368421052633,0.3730569948186528,0.2740384615384614,0.456043956043956,0.5588235294117647,0.2990196078431371,0.3730569948186528,0.4887640449438202,0.2990196078431371,0.2864077669902911,0.2679425837320575,0.25,0.280193236714976,0.2679425837320575,0.2559241706161137,0.2325581395348837,0.2990196078431371,0.1228813559322035,-0.0602836879432624,-0.050179211469534,-0.1282894736842106,-0.0766550522648084,-0.1137123745819399,-0.0363636363636363,0.0474308300395256,0.0433070866141731,0.1883408071748877,0.2559241706161137,0.2211981566820275,0.1373390557939913,0.1373390557939913,0.0271317829457364,0.1422413793103449,0.0816326530612243,0.1373390557939913
