firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chempia,chpmia,chtx,cinvest,egr,grltnoa,herf,hire,invest,lgr,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,21.0,0.2936037466713539,0.1191539739857309,0.2116650390477371,1.2889112719037934,0.0007942705123775,3.1675000000000004,1.824218310602295,-0.0509740344956298,0.0096101358922055,0.0494262464799376,0.4124598002708191,0.0590234405968928,4.126537561388549e-08,0.4784537389100127,0.0904502713427323,0.1625355519958155,0.2910563793481856,0.0071056309263628,-0.0112465689587929,0.0031861692338015,0.0277154298156654,0.0720077107873527,0.2208223579741823,0.7680370165258776,0.0,-0.0972222222222222,-0.0441176470588235,-0.1156462585034012,-0.3229166666666666,-0.4715447154471545,-0.4841269841269841,-0.48,-0.5373665480427046,-0.3719806763285023,-0.3367346938775509,-0.2777777777777778,-0.2655367231638418,-0.2655367231638418,-0.2817679558011049,-0.3809523809523809,-0.2777777777777778,-0.1719745222929936,-0.2261904761904761,-0.2352941176470587,-0.1875,-0.1719745222929936,-0.1975308641975308,-0.1558441558441557,-0.1875,-0.1772151898734177,-0.1333333333333333,-0.0510948905109489,0.015625,0.1504424778761064,0.2264150943396226,0.2871287128712871,0.3131313131313131,0.2871287128712871,0.2380952380952381,0.1818181818181816,0.2380952380952381,0.3402061855670104,0.3541666666666667,0.6049382716049383,0.4772727272727273,0.566265060240964,0.6666666666666667,1.096774193548387,0.9696969696969696,1.166666666666667,1.096774193548387,1.363636363636363,1.3214285714285712
BBTU_63-L^C18,20.0,0.2000926784059315,0.0146466809421841,0.1685539378945031,0.7946900247448574,0.0001184289312184,-9.749999999999991,0.1922614263238679,-0.2682350738338659,-0.0023958537062389,0.04904831625183,-0.2724046140195209,0.0896415181768354,5.309968158356249e-07,0.0504260908566668,-0.1675625579240036,0.0608576284481632,0.8591925992332198,-0.1323139436331433,0.9490688259109312,-0.0623235791523601,0.0427446134836666,-0.16875,-0.0509311740890689,0.294162654685338,-0.0340136054421769,-0.069620253164557,-0.0264900662251655,0.0279720279720279,-0.0869565217391304,-0.2461538461538461,-0.3,-0.2966507177033493,-0.4367816091954023,-0.4693140794223827,-0.4712230215827337,-0.4235294117647058,-0.4367816091954023,-0.4654545454545454,-0.4367816091954023,-0.5739130434782609,-0.6058981233243967,-0.5961538461538463,-0.5650887573964497,-0.6058981233243967,-0.5763688760806917,-0.5763688760806917,-0.5689149560117303,-0.5739130434782609,-0.6201550387596899,-0.5870786516853932,-0.5751445086705202,-0.5800000000000001,-0.5585585585585586,-0.5545454545454545,-0.5545454545454545,-0.5787965616045845,-0.5611940298507463,-0.588235294117647,-0.8444444444444444,-0.8342728297632469,-0.833710407239819,-0.8323831242873432,-0.8187422934648582,-0.8216019417475728,-0.8083441981747066,-0.8065789473684211,-0.791784702549575,-0.791784702549575,-0.7905982905982906,-0.7772727272727272,-0.7958333333333334,-0.8073394495412844,-0.7949790794979079
BDAJ_H9-L,14.0,-0.0608196721311475,0.1121495327102803,0.0106613359986673,1.1895018052012227,7.021289194119165e-06,-7.300000000000001,-0.0529017269616682,-0.1360217714344773,-0.0065280464216634,0.0338028169014084,-0.6691729323308271,-0.1898723476202463,1.0539895861577045e-07,-0.0138749999999999,0.0481967213114754,-0.07380073800738,0.1942522459548885,-0.1449125941665056,-0.1404764001408945,-6.849833560726652,0.0170186769069645,-2.215909090909091,-0.0228293413173651,1.6027315773319706,-0.0169491525423729,-0.1323529411764706,0.0727272727272725,0.0,-0.1805555555555555,-0.2236842105263158,-0.2027027027027027,-0.2435897435897436,-0.3295454545454546,-0.3789473684210526,-0.3917525773195877,-0.3723404255319149,-0.3586956521739131,-0.3516483516483517,-0.4587155963302752,-0.3917525773195877,-0.6380368098159509,-0.6549707602339181,-0.6488095238095238,-0.6740331491712708,-0.7064676616915423,-0.6989795918367347,-0.7135922330097088,-0.8052805280528053,-0.8150470219435737,-0.8184615384615385,-0.8426666666666667,-0.830945558739255,-0.8201219512195121,-0.8126984126984127,-0.7806691449814127,-0.7854545454545454,-0.794425087108014,-0.8138801261829653,-0.8217522658610272,-0.830945558739255,-0.8413978494623656,-0.8611764705882353,-0.865296803652968,-0.8588516746411483,-0.8588516746411483,-0.8494897959183674,-0.8387978142076503,-0.8443271767810027,-0.8422459893048129,-0.8361111111111111,-0.8475452196382429,-0.8475452196382429,-0.8422459893048129
BFRL_28-L,20.0,0.2141241032664049,0.0345530367806592,-0.0311007562740224,0.3336548565616958,0.0001504914629804,-6.867500000000001,0.9824747281547614,-2.5475871341007004,-0.0009086729653587,0.1859065380001511,-0.1911727640818946,0.0243635660828164,3.3274521250825965e-08,0.2576822655151637,-0.0074911584460462,0.371532939029658,0.1245344039840615,-0.1946526624718143,1.1946526624718143,0.1946526624718143,-0.0076985449328808,-0.0412750255121283,0.1946526624718143,1.6027315773319706,-0.0288888888888888,-0.0301724137931034,0.0588235294117647,-0.4642857142857143,-0.4724501758499413,-0.614065180102916,-0.6059544658493871,-0.8103666245259166,-0.7797356828193833,-0.8316498316498316,-0.8071153021860266,-0.7764530551415797,-0.7722672064777328,-0.7606382978723405,-0.7383720930232558,-0.7324613555291319,-0.7516556291390728,-0.7434435575826681,-0.7688751926040062,-0.7931034482758621,-0.834070796460177,-0.8281786941580755,-0.8271225509028044,-0.8337643147395641,-0.8308270676691729,-0.8324022346368716,-0.8329001113999257,-0.832026875699888,-0.8273878020713463,-0.819422150882825,-0.8222748815165877,-0.8224151539068666,-0.8152709359605912,-0.8355864084764341,-0.8304446119065562,-0.8260533436412834,-0.8267231420870235,-0.8252427184466019,-0.8267898383371824,-0.577861163227017,-0.577861163227017,-0.577861163227017,-0.577861163227017,-0.577861163227017,-0.577861163227017,-0.577861163227017,-0.577861163227017,-0.577861163227017,-0.577861163227017
BJJT_37-L,19.0,-0.0554049516893194,0.1203888462522384,0.004992968124407,0.0126900249123506,3.5989935454900306e-05,-6.15,-0.2121461125494032,0.1646697410040872,-0.0006768759368953,0.0220412074748442,0.1480225988700565,0.050978874973222,4.592457561670812e-08,-0.0556414219474498,0.0002984443587798,-0.0666610291869669,0.7115095125433832,0.291469681397739,-0.291469681397739,-0.291469681397739,0.000526582545105,0.0157480314960629,-0.291469681397739,-2.352743075517125,-0.0280898876404495,0.0,-0.0729166666666666,0.0056497175141243,-0.1909090909090909,-0.2123893805309733,-0.1400966183574878,-0.1759259259259259,-0.2992125984251969,-0.3503649635036496,-0.3503649635036496,-0.3100775193798449,-0.3206106870229007,-0.3550724637681158,-0.4046822742474917,-0.5253333333333333,-0.5253333333333333,-0.5527638190954773,-0.591743119266055,-0.5801886792452831,-0.5963718820861679,-0.6130434782608696,-0.6026785714285714,-0.6026785714285714,-0.5870069605568444,-0.586046511627907,-0.5594059405940595,-0.5679611650485437,-0.4957507082152974,-0.47953216374269,-0.4573170731707316,-0.463855421686747,-0.4573170731707316,-0.5096418732782368,-0.4606060606060606,-0.4420062695924764,-0.3986486486486487,-0.3358208955223881,-0.3206106870229007,-0.282258064516129,-0.3046875,-0.288,-0.2614107883817428,-0.2393162393162392,-0.1909090909090909,-0.1682242990654205,-0.2393162393162392,-0.2704918032786885,-0.2053571428571429
BLNT_37-L^D19,12.0,0.3388293193823754,0.0464751241354122,0.1116519363581363,0.6400411332430708,-0.0053473408005662,-9.362000000000002,0.3812737078318439,-0.1559276709729022,0.0018632812785989,0.0209658201863309,0.0358686730506155,0.0279617061792691,1.1774689696474516e-07,0.1,0.016106645516526,0.454621978298508,0.8087491379988941,-0.0051699077025235,0.1249337605269808,0.1494409878594382,0.0201773989587328,0.0935593354639338,0.1249337605269808,0.7049287712910326,-0.057324840764331,0.0753424657534247,-0.058,0.0560538116591928,0.1134751773049644,0.0466666666666666,0.1658415841584157,0.2046035805626598,0.2362204724409449,0.256,0.256,0.3083333333333333,0.3652173913043477,0.4186746987951808,0.3934911242603551,0.2868852459016393,0.2627345844504021,0.2076923076923076,0.2593582887700534,0.13768115942029,0.0239130434782608,0.0979020979020979,0.0466666666666666,0.1056338028169014,0.1863979848866497,0.1214285714285714,0.1544117647058822,0.1404358353510895,0.2015306122448978,0.1954314720812182,0.3193277310924369,0.1775,0.3305084745762712,0.2329842931937173,0.2904109589041095,-0.0105042016806722,0.0351648351648352,-0.0561122244488978,-0.0207900207900206,0.0064102564102563,0.0928074245939676,0.1716417910447762,0.1572481572481572,0.2427440633245381,0.3267605633802817,0.3771929824561404,0.2233766233766232,0.2661290322580645,0.2233766233766232
BLNV_40-L^F19,11.0,-0.0787389577542044,0.0112240515390121,-0.6460188564838484,-0.3391933506140642,0.0254202269336289,-26.0725,-0.5719105617477657,0.2195938542934485,0.0372482164804989,-225.3,-0.141199882757663,-0.0837705377393881,1.7456702047260208e-10,-0.1499999999999999,0.0010868718743968,0.3775723654454997,0.1223960915201042,1.5059518141129415,-1.4961798271422575,-1.5059518141129415,-0.0286350793305803,-0.0371264808323094,-1.5059518141129415,1.6027315773319706,0.0642201834862383,-0.0135746606334841,0.0480769230769231,-0.0090909090909091,-0.3012820512820512,-0.0603448275862067,0.0234741784037559,-0.2186379928315411,-0.3492537313432835,-0.3550295857988165,-0.3771428571428571,-0.3473053892215568,-0.3144654088050314,-0.3588235294117646,-0.2214285714285713,-0.3550295857988165,-0.3292307692307692,-0.3771428571428571,-0.3927576601671309,-0.4870588235294117,-0.5101123595505618,-0.5341880341880341,-0.5429769392033542,-0.5410526315789473,-0.5551020408163265,-0.57421875,-0.564,-0.564,-0.5758754863813229,-0.526086956521739,-0.5458333333333333,-0.5155555555555555,-0.4549999999999999,-0.502283105022831,-0.4988505747126436,-0.5208791208791208,-0.4682926829268291,-0.4797136038186157,-0.4988505747126436,-0.4366925064599483,-0.5,-0.4590570719602977,-0.4563591022443889,-0.441025641025641,-0.384180790960452,-0.3893557422969187,-0.4139784946236559,-0.4549999999999999,-0.4746987951807229
BPVK_29-L,13.0,0.348190861322737,0.096528001996778,0.2916555572003477,0.9096653258553596,7.179991017661305e-06,741.0176999999999,1.2688213268164283,0.0182440725426731,0.0114148567023899,0.0712836274810347,0.4880418554056397,0.1238813184025536,0.0001859847846765,0.3327848998641224,0.0730528615479188,0.2850424294822248,27.809575834415565,0.025470457800515,0.4104796466289554,-0.0553167018068139,0.0459409978168757,0.1355536601859645,0.4774647382742412,0.6701472050803103,-0.1685226429101708,-0.0402565016031349,0.1132231404958679,-0.0036982248520709,0.0660862683023348,-0.0153508771929823,0.1054575297496922,0.2647887323943663,0.2357798165137614,0.2810271041369472,0.3376365441906654,0.4345047923322682,0.2920863309352517,0.244916820702403,0.175392670157068,0.1562231759656651,0.0884848484848486,0.1077302631578946,0.0648221343873518,0.0135440180586907,0.0040998881848677,-0.007003317360855,-0.0088300220750551,-0.0412811387900355,-0.0719944884602136,-0.0182215743440232,-0.0678200692041521,-0.1453045685279187,-0.1922038980509745,-0.2157205240174672,-0.1672333848531685,-0.1746323529411764,-0.0593575418994413,-0.1108910891089108,-0.0732714138286892,0.0173716012084592,-0.0146305779078272,-0.0477200424178153,0.0,0.063141278610892,0.0143072289156627,0.0523437499999999,0.0527549824150059,0.1657291215923844,0.1439490445859872,0.1810609381850068,0.2840800762631077,0.2989392478302799,0.3297137216189536
BQMM_18-L^C11,6.0,0.2513365883076066,0.8944052220556914,-2.9447004608294933,0.1048412574791545,0.0006067236024844,-0.4486,0.7625474156636873,-4.23819945521307,-0.0001428656467646,0.0199999999999999,0.256197748030735,0.0012157052635916,7.607045525511856e-13,0.1999999999999999,0.0039662750646549,0.1348379629629628,0.0027631451876418,0.2495854506552553,-0.2495854506552553,-0.2495854506552553,-0.0624658245210799,-0.0648214045278809,-0.2495854506552553,1.6027315773319706,0.25,0.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.2,-0.3333333333333332,0.0,-0.2,0.0,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,0.0,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001
BUBP_92-L^K18,12.0,0.0413265306122449,0.2191708938254329,0.029299519881817,1.474520148920915,-0.0003250803606208,9.0,0.4532940854858894,-0.6528022272798819,-0.0004843787842092,0.0240936832306081,-4.574468085106383,0.0154961259685019,9.478156098485542e-06,0.1188894162316089,-0.0423469387755102,0.0973405628711593,6.914888277102895,-0.0334194893380393,0.8511333360799824,-0.0112800980264044,0.0007349338559529,-0.0178571428571428,0.088112502746649,1.6027315773319706,-0.0436590436590436,0.0020833333333332,0.1618357487922705,0.2333333333333331,0.1562499999999997,0.0299785867237687,0.0784753363228698,0.0548245614035087,-0.099250936329588,-0.1222627737226278,-0.1590909090909091,-0.1333333333333334,-0.1348920863309353,-0.2229402261712441,-0.2114754098360656,-0.3028985507246378,-0.2967836257309941,-0.2842261904761904,-0.2656488549618321,-0.2437106918238994,-0.2689969604863222,-0.1763698630136987,-0.1441281138790036,-0.1254545454545454,-0.1516754850088184,-0.0785440613026819,-0.0838095238095238,-0.1125461254612546,-0.119047619047619,-0.1531690140845071,-0.1348920863309353,-0.1501766784452297,-0.1092592592592593,-0.0855513307984791,-0.1009345794392523,-0.0550098231827113,-0.0418326693227091,-0.0302419354838709,-0.043737574552684,-0.0785440613026819,-0.1333333333333334,-0.1531690140845071,-0.11090573012939,-0.0924528301886793,-0.1026119402985076,-0.1092592592592593,-0.1590909090909091,-0.1605584642233858,-0.1590909090909091
