firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chempia,chpmia,chtx,cinvest,depr,egr,grltnoa,herf,hire,invest,lgr,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,20.0,0.1849771597667135,0.0872979180337648,0.2032752741992374,1.357273522548817,1.2982552167262394e-05,2.4145,0.301977889280242,0.0440965762332365,0.0090294027876691,0.0423404676711454,0.2840123176333989,0.4746497769180369,0.0146521591444503,3.8911435410116095e-08,0.0669371196754563,0.0595665622815333,0.0566878540831835,0.4099034939767144,0.2091331599811619,-0.0269824010578996,0.0574937473595372,0.1189363961273902,0.0237399635515793,0.0621508970886932,0.3091744196284448,0.4763660400102564,0.008,-0.1103202846975088,0.2077294685990338,0.2755102040816326,0.3888888888888888,0.4124293785310735,0.4124293785310735,0.3812154696132597,0.1904761904761904,0.3888888888888888,0.592356687898089,0.4880952380952381,0.4705882352941177,0.5625,0.592356687898089,0.5432098765432098,0.6233766233766234,0.5625,0.5822784810126582,0.6666666666666667,0.824817518248175,0.953125,1.2123893805309738,1.3584905660377355,1.4752475247524752,1.525252525252525,1.4752475247524752,1.380952380952381,1.2727272727272725,1.380952380952381,1.577319587628866,1.604166666666667,2.08641975308642,1.8409090909090908,2.0120481927710845,2.205128205128205,3.032258064516129,2.787878787878788,3.166666666666667,3.032258064516129,3.545454545454545,3.464285714285713,4.0,3.807692307692308,4.208333333333334,4.208333333333334,4.681818181818182,4.434782608695652,4.208333333333334
BBTU_63-L^C18,19.0,0.2650955563372025,0.0234407355255528,0.2271398192450824,2.3399845213048933,1.3181801256512626e-05,-12.1,0.5178404432038116,0.0906160749366012,-0.0029437017048939,-0.0066137566137566,0.1910538286580743,-0.2809060456213111,0.0829235467674234,8.285007348716388e-07,0.1147857142857142,0.050650721069293,0.0337883497769968,0.9335333401356808,0.095405324216459,0.1167447216040564,1.2784679089026916,0.3878252933446307,0.048563484708063,-0.1162377994676131,0.2784679089026915,0.3277220646117207,0.0047846889952154,-0.1992337164750958,-0.2454873646209386,-0.2482014388489208,-0.1803921568627451,-0.1992337164750958,-0.2400000000000001,-0.1992337164750958,-0.3942028985507246,-0.4396782841823057,-0.4258241758241758,-0.3816568047337279,-0.4396782841823057,-0.3976945244956773,-0.3976945244956773,-0.3870967741935485,-0.3942028985507246,-0.4599483204134367,-0.4129213483146068,-0.3959537572254336,-0.4028571428571429,-0.3723723723723724,-0.3666666666666667,-0.3666666666666667,-0.4011461318051577,-0.3761194029850747,-0.4145658263305322,-0.7788359788359789,-0.7643742953776775,-0.7635746606334841,-0.7616875712656784,-0.7422934648581998,-0.7463592233009708,-0.727509778357236,-0.7250000000000001,-0.7039660056657224,-0.7039660056657224,-0.7022792022792023,-0.6833333333333333,-0.7097222222222223,-0.7260812581913499,-0.7085076708507672,-0.6953352769679301,-0.6634460547504026,-0.6682539682539683,-0.6908284023668639,-0.6671974522292994,-0.6682539682539683,-0.6799387442572742
BCQE_67-L^A14,20.0,-0.0829979879275654,0.1047297297297297,0.131811697574893,1.0371148379824624,0.0001021963412974,10.5,-0.7242830430791348,0.1350443654906312,-0.0007552870090634,0.0108125819134993,0.226950354609929,-2.885,0.110207294673294,2.413793957955479e-06,-0.1605462600226997,-0.0799798792756539,-0.3529135338345864,1.4199864273216107,0.07973350526542,0.0643847955323365,0.1939737309484606,0.0174116688728235,0.0200219418540866,0.0968169761273209,-0.1772053083528493,0.3249122537692413,0.113564668769716,-0.2075,-0.1455525606469002,0.0127795527156548,0.0063492063492063,0.0359477124183005,0.1161971830985915,0.0393442622950819,-0.2268292682926829,-0.1787564766839378,-0.2523584905660377,-0.3326315789473684,-0.3543788187372709,-0.3450413223140496,-0.2324455205811137,-0.1315068493150685,-0.0811594202898551,-0.1569148936170212,-0.0784883720930232,-0.0364741641337386,0.1045296167247387,0.1654411764705881,0.2579365079365079,0.3547008547008548,0.2991803278688525,0.1654411764705881,0.1444043321299639,0.1527272727272726,0.3263598326359831,0.2334630350194553,0.4675925925925925,0.4675925925925925,0.9689440993788818,0.8114285714285714,0.8114285714285714,1.0451612903225804,1.5772357723577235,1.313868613138686,1.12751677852349,0.7228260869565217,0.5693069306930694,0.3903508771929824,0.7513812154696131,0.4474885844748859,0.7513812154696131,1.313868613138686,0.8757396449704142,0.7228260869565217,0.553921568627451
BDAJ_H9-L,13.0,-0.2968299711815562,0.1794919686215913,0.0327799364182267,1.023481177059559,7.021289194119165e-06,-26.4,-3.027547498693276,-0.5767232319728481,-0.0116461916461916,-0.048249027237354,0.1590401785714285,-1.1766268260292163,-0.0157021996615899,1.5512860307634073e-07,-0.671093203963327,0.0099135446685878,-0.2132037364301945,0.1822784918206142,0.1980293036332181,-0.0297759549942955,0.1816458481432584,0.8832122702113554,-0.0457377049180327,2.0977443609022552,-0.0276564774381369,1.8086782126487768,-0.0512820512820513,-0.1136363636363636,-0.1789473684210525,-0.1958762886597937,-0.1702127659574467,-0.1521739130434782,-0.1428571428571429,-0.2844036697247707,-0.1958762886597937,-0.5214723926380367,-0.5438596491228069,-0.5357142857142857,-0.569060773480663,-0.6119402985074627,-0.6020408163265306,-0.6213592233009708,-0.7425742574257426,-0.755485893416928,-0.76,-0.792,-0.7765042979942693,-0.7621951219512195,-0.7523809523809524,-0.7100371747211895,-0.7163636363636363,-0.7282229965156795,-0.7539432176656151,-0.7643504531722054,-0.7765042979942693,-0.7903225806451613,-0.8164705882352941,-0.821917808219178,-0.8133971291866029,-0.8133971291866029,-0.8010204081632653,-0.7868852459016393,-0.7941952506596306,-0.7914438502673797,-0.7833333333333333,-0.7984496124031008,-0.7984496124031008,-0.7914438502673797,-0.7874659400544959,-0.8151658767772512,-0.8045112781954887,-0.8020304568527918,-0.803030303030303,-0.8097560975609756,-0.8133971291866029
BDCK_44-L^L08,19.0,0.1085353003161222,0.1162064825930372,0.1324587388912399,2.0129451211328817,-0.0513054691261992,0.3,0.1699377628955533,-0.0061125755458024,0.0022769890168765,0.0021563342318059,0.0948180815876515,0.0948717948717949,0.0637181409295338,2.434782353532747e-07,0.0376687988628286,0.0302950474183351,0.1183325862841775,0.0001550826468935,-0.0346299412625648,-0.1866258812510089,0.1692076039902129,0.2601166948993037,0.0007129277566539,0.0017533606078316,0.2601166948993037,0.1924125758136996,-0.0909090909090909,0.03125,0.03125,0.03125,0.03125,-0.0294117647058823,0.03125,0.03125,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1
BFRL_28-L,19.0,-0.1033694827815674,0.0261707009278321,0.1390745475834851,0.164168252797742,0.0001504914629804,-17.6279,0.541215163703288,-0.2303146580548333,-0.001135964572414,0.109367283846826,0.0186854386534307,-0.1594095128340632,0.1838120404470311,3.2766111352388096e-08,0.1199670090725049,0.1122387201539071,-0.0805505136037054,0.2393534353191307,-0.7349082086456626,0.254782268860545,0.745217731139455,-0.254782268860545,-0.0024333155833858,-0.0091275284012191,-0.254782268860545,0.2856800229842196,-0.5187526337968815,0.1615271659324524,-0.1122334455667789,0.0171453064723532,0.1788375558867363,0.2009109311740891,0.2622340425531915,0.3796511627906977,0.410820451843044,0.3096026490066224,0.3529076396807298,0.2187981510015408,0.0910344827586207,-0.125,-0.0939289805269186,-0.0883595850941222,-0.1233838197266345,-0.1078947368421052,-0.1162011173184357,-0.1188265874489417,-0.114221724524076,-0.0897583429228998,-0.0477528089887641,-0.0627962085308057,-0.0635359116022099,-0.0258620689655172,-0.1329923273657289,-0.1058779201205726,-0.0827212988017008,-0.0862533692722371,-0.0784466019417475,-0.0866050808314087,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,1.2260787992495308,12.958823529411765,12.958823529411765
BJJT_37-L,18.0,0.1972605798935496,0.1335583382872776,0.0058822287736678,-0.0752379866423486,8.559152887743177e-05,11.1,0.5298323525530353,0.2898200878728962,-0.0031483001718024,-25.00365764447696,0.5288461538461539,0.1577708006279435,-0.9084897126730788,1.2856556773988948e-07,0.1174438687392056,0.0015409238098782,0.1779133113176465,0.6253539654552088,-0.4050480769230768,0.7097428554382197,-0.7097428554382197,-0.7097428554382197,0.0006901525796784,0.0250847457627118,-0.7097428554382197,0.5812781451662523,-0.0416666666666668,-0.1496062992125983,-0.2116788321167882,-0.2116788321167882,-0.1627906976744185,-0.1755725190839694,-0.2173913043478259,-0.2775919732441472,-0.4239999999999999,-0.4239999999999999,-0.457286432160804,-0.5045871559633028,-0.490566037735849,-0.510204081632653,-0.5304347826086956,-0.5178571428571428,-0.5178571428571428,-0.4988399071925753,-0.4976744186046511,-0.4653465346534653,-0.4757281553398058,-0.3881019830028328,-0.3684210526315788,-0.3414634146341463,-0.3493975903614457,-0.3414634146341463,-0.4049586776859504,-0.3454545454545453,-0.3228840125391848,-0.2702702702702702,-0.1940298507462686,-0.1755725190839694,-0.129032258064516,-0.15625,-0.1359999999999999,-0.1037344398340248,-0.0769230769230767,-0.0181818181818181,0.0093457943925234,-0.0769230769230767,-0.1147540983606556,-0.0357142857142857,0.0188679245283018,0.074626865671642,0.2272727272727273,0.2342857142857144,0.3090909090909093,0.148936170212766,0.1868131868131868
BLNV_40-L^F19,11.0,-0.0787389577542044,0.0080966452030225,-0.6460188564838484,-0.3091662984048561,0.0254202269336289,-7.5285,-0.6767049973416333,0.1220927176713877,-0.0004245533989781,-225.3,0.2062084257206208,-0.141199882757663,-0.0837705377393881,2.453344843986569e-10,-0.1499999999999999,0.0010868718743968,0.3775723654454997,0.082646567260063,-0.0510204081632652,1.5059518141129415,-1.4961798271422575,-1.5059518141129415,-0.0261684289557655,-0.0308824796229371,-1.5059518141129415,1.8086782126487768,-0.2365591397849462,-0.1671641791044776,-0.1745562130177514,-0.2028571428571428,-0.1646706586826346,-0.1226415094339623,-0.1794117647058822,-0.0035714285714284,-0.1745562130177514,-0.1415384615384615,-0.2028571428571428,-0.2228412256267409,-0.3435294117647058,-0.3730337078651685,-0.4038461538461538,-0.4150943396226414,-0.4126315789473684,-0.4306122448979592,-0.455078125,-0.4419999999999999,-0.4419999999999999,-0.4571984435797664,-0.3934782608695651,-0.4187499999999999,-0.38,-0.3025,-0.363013698630137,-0.3586206896551723,-0.3868131868131867,-0.3195121951219511,-0.3341288782816229,-0.3586206896551723,-0.2790697674418605,-0.360091743119266,-0.3076923076923077,-0.3042394014962593,-0.2846153846153846,-0.211864406779661,-0.2184873949579832,-0.25,-0.3025,-0.327710843373494,-0.2753246753246753,-0.1794117647058822,-0.1335403726708075,-0.1142857142857142,-0.1114649681528662,-0.1308411214953271,-0.1388888888888889
BPVK_29-L,12.0,0.575238831148648,0.0899167354716991,0.302260566737105,0.6231496317015688,0.0003320529190977,18.59799999999996,0.0181695224219148,-0.1045478164510457,-0.001320669659445,0.0118503241164738,0.1964328772305673,-0.0506183332457636,0.3971895916299697,0.0001197400857515,0.0040274985022924,0.0493475044506948,1.2379455018358447,22.34036629423593,0.1482464023612462,0.0154635263305065,0.1717696704301689,0.0275366276870628,0.033387334096987,0.1099105593944325,0.0977006098777819,0.7616167792797679,0.1441314553990611,-0.0229357798165137,0.0128388017118401,0.0575968222442899,0.1341853035143769,0.0215827338129495,-0.0157116451016635,-0.0706806282722513,-0.0858369098712446,-0.1393939393939394,-0.1241776315789473,-0.1581027667984189,-0.1986455981941308,-0.2061125605665299,-0.2148912642830813,-0.2163355408388521,-0.2419928825622775,-0.2662762659317946,-0.2237609329446064,-0.2629757785467127,-0.324238578680203,-0.361319340329835,-0.3799126637554585,-0.3415765069551777,-0.3474264705882353,-0.2562849162011172,-0.297029702970297,-0.2672858617131063,-0.195619335347432,-0.220921726408193,-0.2470837751855779,-0.2093541202672606,-0.1594317284925019,-0.1980421686746987,-0.16796875,-0.167643610785463,-0.0783210731285157,-0.0955414012738853,-0.0661990355107408,0.015252621544328,0.0270009643201543,0.0513326752221126,0.1275807305452621,0.0255175734232067,-0.0503789567543467,-0.0698689956331877,-0.1663405088062622,-0.1362530413625303,-0.1316754993885038
BQMM_18-L^C11,5.0,-0.1659783144882818,0.8549906768254282,0.1501470876642479,0.3414206884136357,0.0006067236024844,-0.1651,-1.0788050682257924,3.975710194657781,-0.0001876920911245,-0.0031823642009267,0.3571428571428571,0.0175050400747406,0.1864208339046694,1.8984970286505976e-12,-0.2391304347826086,-0.0268408987590316,-0.8431870774536049,0.0016257708925592,-0.8093777388255916,-0.8834374370340519,0.8834374370340519,0.8834374370340519,-0.0378713018632061,-0.0393834344434814,0.8834374370340519,0.0095747920203746,-0.2,-0.1666666666666666,0.25,0.0,0.25,-0.1666666666666666,0.0,0.0,-0.1666666666666666,0.0,0.0,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,0.25,0.0,0.0,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.4444444444444444,-0.4444444444444444,-0.4444444444444444,-0.4444444444444444,-0.4444444444444444,-0.4444444444444444,-0.5,-0.5,-0.5,-0.5,-0.5833333333333333,-0.5833333333333333,-0.5833333333333333,-0.5833333333333333,-0.6428571428571428,-0.6428571428571428
