firms,age,agr,cashdebt,che,chpmia,egr,herf,invest,lgr,mve_ia,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBOU_00-L,23.0,0.0166032692505397,0.1536191145467322,-213.5,-0.0664845542519882,0.3089593211879211,4.0329847199309593e-05,0.0298653233268222,-0.0597218434687755,14.797901927381911,-0.0352086977627867,0.0159509202453987,0.0640394088669951,0.0158465387823185,0.0049504950495049,0.0149999999999999,0.0278481012658227,0.0628272251308899,0.0518134715025906,0.1032608695652175,0.1103008204193254,0.0807453416149068,0.1689059500959693,0.1512287334593571,0.0923766816143496,0.084594835262689,0.1133455210237659,0.1545023696682463,0.1236162361623616,0.171153846153846,0.2059405940594059,0.2753926701570679,0.2661122661122661,0.3096774193548386,0.357859531772575,0.4448398576512455,0.4944785276073618,0.5417721518987342,0.5149253731343284,0.3311475409836064,0.267429760665973,0.376271186440678,0.2340425531914893,0.2700729927007299,0.2059405940594059,0.387243735763098,0.3548387096774192,0.2453987730061351,0.1700288184438039,0.1512287334593571,0.1790900290416262,0.1802325581395347,0.1277777777777777,0.1288229842446711,0.118457300275482,0.118457300275482,0.1633237822349569,0.220440881763527,0.1689059500959693,0.1236162361623616,0.1512287334593571
BBTU_63-L^C18,22.0,-0.033154783893609,0.4437432103874605,-25.0,-0.7058847262460586,-5.248344370860929,3.924137254552979e-07,-0.0146841521980051,-0.3090447865640308,0.6169011148589139,-0.2091648905250919,-0.0504747142026739,-0.0197368421052631,0.1603053435114503,0.1343283582089551,0.1343283582089551,0.2357723577235773,0.2063492063492062,0.1343283582089551,0.1343283582089551,0.1343283582089551,0.0780141843971631,0.2159999999999999,0.0935251798561151,-0.0256410256410256,-0.05,0.0482758620689656,-0.0318471337579617,0.1014492753623188,0.1014492753623188,0.2159999999999999,-0.067484662576687,-0.073170731707317,-0.0065359477124182,-0.0318471337579617,-0.1264367816091953,-0.24,-0.0617283950617284,0.0704225352112677,0.0340136054421769,-0.0379746835443037,0.0066225165562914,0.0629370629370629,-0.0559006211180124,-0.2205128205128205,-0.2761904761904762,-0.2727272727272727,-0.4176245210727969,-0.4512635379061371,-0.4532374100719424,-0.4039215686274509,-0.4176245210727969,-0.4472727272727272,-0.4176245210727969,-0.5594202898550724,-0.5924932975871313,-0.5824175824175823,-0.5502958579881656,-0.5924932975871313,-0.5619596541786744,-0.5619596541786744
BCQE_67-L^A14,23.0,0.0251256281407035,0.1450506370467167,-10.5,-0.0186688365307082,0.5117647058823529,2.5246760460767787e-06,-0.0276381909547738,-0.0503184713375796,1.119755801721669,0.0726976355977273,0.1083370485956308,-0.1103286384976525,-0.0296127562642368,-0.0405405405405406,0.0167064439140809,-0.038374717832957,0.0518518518518518,0.1639344262295081,0.1210526315789473,0.4295302013422819,0.2456140350877191,0.4247491638795984,0.2383720930232558,0.0070921985815601,-0.0138888888888889,0.0623441396508728,0.1064935064935064,0.1390374331550801,0.196629213483146,0.1576086956521738,0.1866295264623956,0.2529411764705882,0.2948328267477202,0.5106382978723405,0.439189189189189,0.6511627906976742,0.972222222222222,1.3278688524590163,1.3535911602209945,0.9631336405529952,1.2421052631578946,1.13,0.6511627906976742,0.2136752136752135,0.206798866855524,0.3438485804416402,0.0649999999999999,0.1482479784366577,0.3610223642172523,0.3523809523809524,0.392156862745098,0.5,0.3967213114754098,0.0390243902439024,0.1036269430051812,0.0047169811320753,-0.1031578947368421,-0.1323828920570265,-0.1198347107438017,0.0314769975786923
BDAJ_H9-L,16.0,0.0286420770657324,0.1809458533241946,49.95,-0.0497318755102702,1.4745222929936308,1.2111534736274625e-07,0.076241500103029,-0.0713813615333773,0.2690055404731455,-0.0425043512996833,0.0461095100864553,0.0,0.0066666666666665,0.1526717557251908,0.1984126984126983,0.1984126984126983,0.1705426356589148,0.1889763779527558,0.2796610169491527,0.324561403508772,0.2796610169491527,0.5894736842105264,0.2796610169491527,0.2377049180327868,0.2796610169491527,0.3482142857142856,0.6413043478260869,0.8192771084337351,0.935897435897436,0.7159090909090908,0.696629213483146,0.935897435897436,1.0405405405405408,1.3230769230769228,1.359375,1.3230769230769228,1.0684931506849318,1.603448275862069,1.5593220338983054,1.2205882352941173,1.7454545454545451,1.5593220338983054,1.0972222222222223,0.986842105263158,1.0405405405405408,0.935897435897436,0.7159090909090908,0.5894736842105264,0.5567010309278351,0.6063829787234043,0.6413043478260869,0.6593406593406592,0.3853211009174311,0.5567010309278351,-0.0736196319018404,-0.1169590643274853,-0.1011904761904761,-0.1657458563535911,-0.2487562189054725,-0.2295918367346938
BFRL_28-L,22.0,-0.0587235121172613,0.0038094986223775,11.332,-0.206057948586223,-0.0827431282495565,4.4686877202949e-08,-0.0429296002991513,-0.053617603006651,0.1012380617663794,-0.0548644698170117,-0.0548644698170117,-0.0132939438700147,0.0089418777943368,0.0512422360248445,0.1652323580034422,0.151360544217687,0.1877192982456139,0.151360544217687,0.1455160744500845,0.200354609929078,0.200354609929078,0.2089285714285713,0.0797448165869219,0.0431432973805854,0.1397306397306394,0.5011086474501107,0.549199084668192,0.5247747747747746,0.4911894273127752,0.4977876106194689,0.4879120879120879,0.5351473922902492,0.5892018779342723,0.578088578088578,0.5707656612529002,0.5179372197309415,0.4465811965811965,0.549199084668192,0.5044444444444443,0.459051724137931,0.5929411764705881,-0.1940476190476191,-0.2063305978898006,-0.4193825042881647,-0.4071803852889667,-0.7147071217867678,-0.6686245717082722,-0.7467265245043023,-0.7098156879554223,-0.6636860407352211,-0.6573886639676114,-0.6398936170212766,-0.6063953488372094,-0.5975029726516052,-0.6263796909492274,-0.6140250855188141,-0.6522855675398048,-0.688735632183908,-0.7503687315634219,-0.7415043909889272
BJJT_37-L,21.0,0.2887855543766848,0.0030477843826651,15.8,0.0099887037859125,0.0861430159318266,1.473581181283235e-07,4.0611817023458255e-05,0.258795408983764,0.7569479358263588,0.4334128878281623,0.4334128878281623,-0.0478873239436619,0.0441176470588235,0.1601307189542482,0.1525974025974026,0.3345864661654134,0.4730290456431534,0.3003663003663004,0.2157534246575341,0.3706563706563706,0.2769784172661871,0.7401960784313724,0.4199999999999999,0.3396226415094339,0.3653846153846152,0.4031620553359685,0.38671875,0.4430894308943089,0.4314516129032257,0.3601532567049808,0.3003663003663004,0.5777777777777777,0.8983957219251335,0.7749999999999999,1.1005917159763312,1.0170454545454546,1.113095238095238,1.052023121387283,0.99438202247191,0.99438202247191,0.8489583333333333,1.005649717514124,0.6136363636363635,0.5707964601769913,0.7149758454106281,0.6435185185185184,0.3976377952755905,0.2956204379562042,0.2956204379562042,0.375968992248062,0.3549618320610685,0.2862318840579709,0.1872909698996654,-0.0533333333333333,-0.0533333333333333,-0.1080402010050252,-0.1857798165137615,-0.1627358490566038,-0.1950113378684808,-0.2282608695652174
BLNT_37-L^D19,14.0,0.1115650453733014,0.1216575071991736,5.5405000000000015,-0.0205732137564476,0.2677694972364766,2.275134188394795e-07,0.0089686375993631,0.0697994955171397,0.679509429492542,0.0664808200754358,0.20495428219904,-0.0255681818181817,0.0028490028490029,0.0414201183431952,0.0965732087227415,0.1192368839427662,0.1932203389830507,0.1891891891891892,0.2482269503546099,0.2329246935201401,0.1772575250836119,0.3486590038314177,0.2526690391459074,0.2707581227436824,0.2526690391459074,0.3996023856858846,0.5042735042735045,0.4545454545454546,0.641025641025641,0.5609756097560976,0.4575569358178053,0.4605809128630704,0.6221198156682028,0.7297297297297296,0.6682464454976305,0.5784753363228701,0.6761904761904762,0.5855855855855854,0.4946921443736731,0.6073059360730595,0.4079999999999999,0.5784753363228701,0.664302600472813,0.5644444444444445,0.7425742574257426,0.8005115089514065,0.847769028871391,0.8773333333333333,0.8773333333333333,0.9555555555555556,1.0405797101449274,1.1204819277108435,1.0828402366863903,0.9234972677595628,0.8873994638069704,0.8051282051282052,0.8823529411764706,0.7004830917874398,0.5304347826086957,0.641025641025641
BLNV_40-L^F19,14.0,0.0927885617588993,0.1973363592059993,10.915500000000002,0.3359212068596666,0.0145771026529251,1.3140327001560326e-10,0.0013733737170604,0.3403013022384885,0.0945439398538103,-0.575080553449583,-0.575080553449583,0.1129032258064517,0.0508474576271185,0.0508474576271185,0.054421768707483,0.0726643598615917,0.0130718954248365,0.0402684563758388,0.0402684563758388,0.1969111969111969,0.1923076923076923,0.1923076923076923,0.1481481481481481,0.087719298245614,0.087719298245614,0.0367892976588628,-0.0158730158730158,-0.0158730158730158,-0.0606060606060605,0.0333333333333334,0.0333333333333334,0.0,0.3304721030042918,0.2704918032786885,0.2301587301587302,0.2916666666666667,0.3839285714285714,0.3362068965517242,0.4220183486238531,0.4027149321266969,0.4903846153846154,0.4090909090909089,-0.0064102564102563,0.3362068965517242,0.455399061032864,0.1111111111111111,-0.0746268656716417,-0.0828402366863905,-0.1142857142857142,-0.0718562874251496,-0.0251572327044025,-0.0882352941176469,0.1071428571428572,-0.0828402366863905,-0.0461538461538461,-0.1142857142857142,-0.1364902506963787,-0.2705882352941176,-0.3033707865168539,-0.3376068376068375
BPVK_29-L,15.0,0.0539570464886868,0.3021828987279745,-91.55680000000008,-0.0374216177631671,0.1587308349240931,0.000184397427692,0.016155407272855,-0.0105053699296697,20.03041104153963,0.0917282296119791,0.0459105771228935,0.0652173913043479,0.0328151986183073,0.0033557046979864,-0.0138522427440633,0.0232717316906228,-0.0148270181219111,-0.0392030848329049,-0.0720049658597145,-0.0898021308980213,-0.0825406566431422,-0.0333010022631748,0.0296143250688705,0.0349601938386985,0.0149355057705362,0.0208262205530898,0.0183923705722071,0.0274914089347078,0.0860879041046129,0.0988607129731715,0.081374321880651,0.0469187675070028,0.0747663551401869,0.1041358936484491,0.1607142857142856,0.2860215053763439,0.2329896907216493,0.3348214285714286,0.1098737936154417,0.065194157463484,0.2355371900826446,0.1057692307692308,0.1832212109220419,0.0928362573099415,0.2269183422240459,0.4037558685446007,0.3715596330275228,0.421778411792677,0.484607745779543,0.592119275825346,0.4340527577937647,0.3817005545286505,0.3045375218150086,0.2832618025751072,0.2080808080808081,0.229440789473684,0.1818181818181816,0.1249059443190367,0.11442415206858,0.1021009952082565
BUBP_92-L^K18,15.0,0.1144879267277269,0.2538829849351862,-105.0,0.098368196811595,0.8482142857142857,1.777855170252922e-05,0.0129059117402164,0.0176720075400565,6.635365924169269,0.0981398738134861,0.1158660351826793,-0.014251781472684,0.0169082125603865,0.0617906683480453,0.1078947368421052,0.1440217391304348,0.1678224687933425,0.1875881523272213,0.1926345609065156,0.1825842696629214,0.1792717086834734,0.2097701149425288,0.4771929824561403,0.3691056910569104,0.3758169934640523,0.5198555956678701,0.5621521335807051,0.4982206405693949,0.5421245421245422,0.5592592592592591,0.469458987783595,0.5477941176470587,0.588679245283019,0.8225108225108224,0.8711111111111112,0.7254098360655739,0.9445727482678984,0.8304347826086957,0.7505197505197507,0.7541666666666667,1.033816425120773,1.1589743589743589,1.0240384615384612,0.8029978586723769,0.8878923766816142,0.8464912280701755,0.5767790262172285,0.5364963503649633,0.4720279720279721,0.5171171171171172,0.5143884892086332,0.3602584814216476,0.3803278688524591,0.2202898550724636,0.2309941520467837,0.2529761904761904,0.2854961832061069,0.3238993710691822,0.2796352583586625,0.4417808219178083
