firms,age,agr,cashdebt,chpmia,egr,herf,lgr,mve_ia,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
LZOO_77-L^J22,14.0,-0.0022754254056192,0.1209343583678297,0.0310491443285572,-1.3269598470363289,1.7952842358989528e-06,-0.0712859994297119,0.2808243283429926,0.316059394820296,0.0433321220930233,-0.1204906204906205,0.0515933232169953,-0.0735294117647059,-0.1005840363400389,-0.1261034047919293,-0.0461114934618032,-0.0198019801980199,0.0421052631578946,-0.0014409221902018,0.0677966101694913,0.0492051476154427,0.1360655737704919,-0.0050251256281407,0.2352941176470586,0.2738970588235292,0.2094240837696332,0.3301343570057582,0.0879120879120878,-0.026685393258427,-0.01,0.0206185567010308,0.0058055152394775,0.0389805097451274,0.1360655737704919,-0.0341463414634146,-0.0204946996466431,0.0274277242401779,0.1268292682926828,0.1492537313432835,0.0744186046511627,0.1132530120481927,0.208369659982563,0.5486033519553073,0.4823529411764706,0.3339749759384021,0.1989619377162628,0.0153846153846153,-0.157958687727825,-0.2866700977869274,-0.1832645845609899,-0.2295719844357976,-0.0887573964497042,-0.1665664461815995,-0.1512553582363747,-0.2304275402554138,-0.3751127141568982,-0.4467065868263473,-0.4291598023064251,-0.4773755656108597
LZOS_22-L,16.0,-0.0015795868772781,0.1183264106980042,0.0072263596203769,-0.0096663548487682,4.533656566438001e-07,0.0054855749695245,0.0861421168423279,-27.73260478061556,0.0798952193844137,-0.2957746478873239,0.0757575757575756,-0.0456989247311828,-0.2075892857142858,-0.2446808510638298,-0.3199233716475096,-0.4604863221884498,-0.4347133757961784,-0.428341384863124,-0.4637462235649547,-0.4365079365079365,-0.3173076923076924,-0.4310897435897436,-0.4033613445378151,-0.3826086956521739,-0.3804537521815009,-0.3225190839694657,-0.4102990033222591,-0.5136986301369864,-0.4794721407624633,-0.4740740740740741,-0.4329073482428115,-0.4504643962848297,-0.4538461538461539,-0.5123626373626374,-0.518970189701897,-0.447900466562986,-0.4538461538461539,-0.3962585034013606,-0.4409448818897638,-0.4083333333333333,-0.3052837573385519,-0.3263757115749525,-0.4102990033222591,-0.3826086956521739,-0.2414529914529914,-0.3352059925093633,-0.4382911392405063,-0.5448717948717949,-0.4992947813822285,-0.4132231404958678,-0.4588414634146341,-0.466966966966967,-0.4921316165951359,-0.4382911392405063,-0.3793706293706294,-0.4653614457831325,-0.5466155810983397,-0.6885964912280702
LZPC_92-L,15.0,0.1148955678707711,0.0769699678953143,0.0897375334733608,0.0662999925337846,3.829586985271055e-09,0.1723559531516685,0.0178099938652393,0.0960507231395392,0.2345260953045906,0.0,-0.0487804878048779,-0.025,-0.1874999999999999,-0.2352941176470587,-0.1874999999999999,-0.2199999999999999,-0.1521739130434782,-0.0714285714285714,-0.1874999999999999,-0.2352941176470587,-0.2352941176470587,-0.025,0.0540540540540541,0.0,0.2580645161290322,0.3,0.3928571428571428,0.3,0.6956521739130435,0.7727272727272727,0.6250000000000002,0.6250000000000002,0.6250000000000002,0.5,0.3928571428571428,0.5,0.56,0.6250000000000002,1.2941176470588234,0.95,3.875,3.333333333333334,1.7857142857142856,0.95,0.7727272727272727,0.21875,0.0833333333333334,-0.2040816326530612,-0.2352941176470587,-0.25,-0.3035714285714286,-0.3275862068965516,-0.35,-0.2909090909090909,-0.3389830508474576,-0.4,-0.4,-0.4868421052631578
LZPS_05-L^A23,14.0,0.7894848420606321,0.007801181321743,-0.4445437534981,0.2669083635454433,1.6618651263727568e-12,3.2627565982404687,0.0061499717287074,0.8085106382978724,0.8085106382978724,-0.1072992700729926,-0.081769436997319,-0.081769436997319,-0.1022280471821757,-0.1080729166666666,-0.1811117752540347,-0.2044134727061556,-0.2307692307692307,-0.2472527472527472,-0.2513661202185793,-0.2307692307692307,-0.1955372871403407,-0.1589932473910374,-0.1761876127480457,-0.1955372871403407,-0.0667574931880109,-0.0345313601127554,-0.0412876137158851,-0.0724441435341909,-0.0345313601127554,0.0770440251572326,0.1201962387571544,0.1570945945945945,0.2615101289134438,0.2961210974456005,0.2839737582005623,0.7276166456494324,0.8664850136239781,0.8664850136239781,0.9187675070028012,1.0296296296296297,1.0296296296296297,0.9187675070028012,1.0601503759398496,0.5729047072330653,0.4731182795698923,0.3339824732229794,0.2177777777777776,0.1474036850921272,0.0942492012779552,-0.1356466876971609,-0.1356466876971609,-0.1666666666666667,-0.1564039408866995,-0.1666666666666667,-0.1464174454828661,-0.1615667074663402,-0.2513661202185793,-0.2927207021166753
LZQA_J1-L,5.0,0.115737338702566,0.0375018337489831,-0.4580024387241702,0.0204800116543041,5.626410571847605e-10,0.1661092351740341,0.1141099191314151,-0.1762417956405477,-0.1762417956405477,0.0,-0.0487804878048779,-0.0126582278481012,-0.025,-0.025,-0.0126582278481012,-0.037037037037037,-0.025,-0.0714285714285714,-0.0487804878048779,-0.0714285714285714,-0.0487804878048779,-0.037037037037037,0.0,0.0129870129870131,0.0540540540540541,0.0833333333333334,0.0540540540540541,0.0540540540540541,0.0540540540540541,0.04,0.0833333333333334,0.0833333333333334,0.0833333333333334,0.1142857142857143,0.1142857142857143,-0.025,0.2580645161290322,0.2580645161290322,0.21875,0.1999999999999999,0.3448275862068968,0.1999999999999999,0.1304347826086958,0.0684931506849315,0.0833333333333334,0.0540540540540541,0.1142857142857143,0.04,0.2580645161290322,0.1304347826086958,0.0129870129870131,0.04,0.04,0.0985915492957747,-0.025,-0.0823529411764705,0.0985915492957747,-0.025
LZQS_26-L^C12,15.0,-0.0475986328939063,0.0974918947584095,0.0220967703984481,0.0441946986959151,1.2868656583709855e-09,-0.128290735184642,0.0643844499199071,-0.1124717338443055,-0.038838441461013,-0.131578947368421,0.0,0.0,0.0555555555555555,0.0,0.1875,0.2258064516129032,0.4074074074074074,0.3103448275862071,0.4074074074074074,0.4615384615384614,0.357142857142857,0.2258064516129032,0.1515151515151513,0.1875,0.1176470588235294,0.357142857142857,0.3103448275862071,0.2666666666666668,0.4074074074074074,0.4074074074074074,0.357142857142857,0.4615384615384614,0.4074074074074074,0.357142857142857,0.4074074074074074,0.357142857142857,0.357142857142857,0.5833333333333335,0.8999999999999999,1.0,1.375,1.2352941176470589,0.7272727272727273,0.52,0.52,0.4615384615384614,0.2666666666666668,0.3103448275862071,0.3103448275862071,0.1176470588235294,-0.05,-0.073170731707317,-0.1739130434782608,-0.2549019607843137,-0.1555555555555555,-0.2083333333333332,-0.2692307692307693,-0.3333333333333332
LZQY_96-L^C15,16.0,0.3213927906929194,0.1552715052919192,0.0953104921730408,0.2169183925198173,1.3579532224091177e-08,0.5045227869806661,0.1064693442017259,0.0486164706693131,-0.2755390674296656,0.0,0.0,-0.0909090909090908,-0.0909090909090908,-0.1666666666666666,-0.2307692307692307,-0.2307692307692307,-0.0909090909090908,-0.0909090909090908,-0.0909090909090908,-0.1666666666666666,0.4285714285714286,0.4285714285714286,0.25,0.4285714285714286,0.6666666666666667,0.6666666666666667,0.4285714285714286,0.25,0.25,0.4285714285714286,0.4285714285714286,0.25,0.25,0.1111111111111111,0.25,0.4285714285714286,0.4285714285714286,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,0.6666666666666667,1.0,0.6666666666666667,0.4285714285714286,0.4285714285714286,0.1111111111111111,-0.0909090909090908,0.0,-0.1666666666666666,-0.0909090909090908,0.0,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.25,0.25
LZRK_66-L^E16,13.0,-0.1396682878164359,-0.0728084130493171,-0.1351918816915323,-0.200691587148735,2.187639866891967e-09,-0.0844942219407947,0.012090636476802,-0.1253753191432292,-0.2606999944679045,0.0609756097560976,-0.0786516853932585,-0.18,-0.1717171717171717,-0.1881188118811881,-0.3050847457627118,-0.3050847457627118,-0.2807017543859649,-0.2807017543859649,-0.3543307086614173,-0.3492063492063493,-0.3492063492063493,-0.3440000000000001,-0.267857142857143,-0.267857142857143,-0.3050847457627118,-0.2931034482758621,-0.5638297872340425,-0.6221198156682028,-0.6019417475728155,-0.5661375661375662,-0.6306306306306306,-0.6583333333333333,-0.6693548387096775,-0.6846153846153846,-0.6554621848739496,-0.6186046511627907,-0.6371681415929203,-0.5119047619047619,-0.5119047619047619,-0.5232558139534884,-0.5567567567567568,-0.5729166666666667,-0.5119047619047619,-0.5444444444444445,-0.4709677419354839,-0.4344827586206896,-0.4743589743589744,-0.3787878787878789,-0.267857142857143,-0.2336448598130842,-0.1182795698924732,-0.0786516853932585,-0.0786516853932585,-0.127659574468085,-0.127659574468085,-0.18,-0.163265306122449,-0.098901098901099
LZTN_37-L^G12,9.0,0.0496945770759422,0.0323593907426065,0.099961778237743,-0.2420904316638914,1.4664454939248322e-10,-0.0006398710778273,0.0007577880176457,0.0931960990335766,0.125630320446782,-0.0583804143126176,-0.056,-0.0860585197934595,0.0,-0.056,-0.1504000000000001,-0.2276363636363637,-0.2276363636363637,-0.3201024327784891,-0.4336000000000001,-0.5146252285191957,-0.4336000000000001,-0.4336000000000001,-0.5146252285191957,-0.1504000000000001,-0.1504000000000001,-0.1504000000000001,-0.3843478260869566,-0.4336000000000001,-0.5146252285191957,-0.5146252285191957,-0.5146252285191957,-0.4786450662739323,-0.6601600000000001,-0.6223328591749645,-0.7285276073619632,-0.6010518407212623,-0.5752,-0.6223328591749645,-0.6223328591749645,-0.6223328591749645,-0.5480851063829788,-0.7050000000000001,-0.7050000000000001,-0.7572571428571429,-0.7734641638225256,-0.8112,-0.8718629343629344,-0.9043243243243244,-0.8491048593350383,-0.88672,-0.8970131885182312,-0.91504,-0.9227636363636365,-0.9451870967741935,-0.9393142857142858,-0.9500235294117648,-0.949278823192282,-0.9540756756756756
LZTO_89-L,13.0,-0.0505934918987226,0.0492896174863388,-0.4171988388145867,0.0131823695915891,8.038202855641946e-13,-0.1311274509803922,0.0042416605927986,-0.3651383725733167,-0.3651383725733167,0.0138888888888888,-0.0136986301369863,-0.0136986301369863,-0.0335570469798658,-0.0335570469798658,-0.0557377049180327,-0.1,-0.1,-0.09717868338558,-0.0857142857142857,-0.09717868338558,-0.09717868338558,-0.0857142857142857,-0.0857142857142857,-0.1138461538461539,-0.1138461538461539,-0.1771428571428571,-0.1402985074626865,-0.1887323943661971,-0.210958904109589,-0.210958904109589,-0.1887323943661971,-0.1887323943661971,-0.1652173913043478,-0.0557377049180327,-0.0557377049180327,-0.0068965517241379,0.0472727272727271,-0.0237288135593221,-0.0557377049180327,-0.1138461538461539,-0.0557377049180327,-0.04,-0.1529411764705882,-0.1529411764705882,-0.1529411764705882,-0.1529411764705882,-0.2708860759493672,-0.2708860759493672,-0.28,-0.3271028037383178,-0.3739130434782608,-0.3739130434782608,-0.3766233766233766,-0.3739130434782608,-0.3642384105960266,-0.4024896265560166,-0.4024896265560166,-0.4061855670103093
LZXB_40-L,23.0,-0.0296545914069081,0.0728791041943442,0.243922046341555,0.0941981747066492,1.402430290015153e-07,-0.1621904429717474,0.9830320562083764,-0.2560834298957126,-0.2560834298957126,-0.0454545454545455,0.0476190476190476,-0.0660377358490567,-0.2442748091603054,-0.3052631578947369,-0.3076923076923077,-0.2928571428571428,-0.3076923076923077,-0.3571428571428572,-0.3753943217665615,-0.3963414634146341,-0.3550488599348533,-0.3486842105263158,-0.3028169014084506,-0.2666666666666667,-0.3076923076923077,-0.247148288973384,-0.3195876288659794,-0.2720588235294118,-0.3242320819112628,-0.2355212355212355,-0.2693726937269373,-0.3003533568904594,-0.28,-0.2442748091603054,-0.2851985559566787,-0.3421926910299002,-0.2773722627737227,-0.1784232365145228,-0.2204724409448819,-0.0149253731343282,0.1314285714285714,0.6363636363636365,0.5,0.1715976331360946,-0.1951219512195121,-0.4438202247191011,-0.5570469798657718,-0.6526315789473685,-0.648936170212766,-0.6047904191616766,-0.6386861313868614,-0.6278195488721805,-0.6333333333333333,-0.6008064516129032,-0.6688963210702341,-0.6832,-0.7004538577912254,-0.7040358744394619
LZXP_64-L^H19,23.0,0.1786467318382212,0.0233936869091491,-0.3217189443172359,0.1752971137521223,5.725356567199496e-12,0.1814051031108003,0.0008091489876793,1.2186571598336304,0.2186571598336305,-0.0416666666666667,0.0,0.0909090909090908,-0.04,-0.1111111111111111,-0.04,-0.04,-0.0769230769230769,-0.0769230769230769,-0.1111111111111111,-0.1428571428571428,-0.1428571428571428,0.0714285714285714,0.1111111111111109,0.0714285714285714,0.1764705882352941,0.1111111111111109,0.1111111111111109,0.0169491525423728,0.2244897959183673,0.3043478260869563,-0.024390243902439,0.3043478260869563,0.1111111111111109,0.1111111111111109,0.2244897959183673,0.1111111111111109,0.3636363636363635,0.4634146341463414,1.0,1.0,1.1818181818181817,1.0,0.846153846153846,0.846153846153846,1.0,1.0,1.0,0.846153846153846,0.5999999999999999,1.0,1.4,1.4,1.0,0.7142857142857144,0.7142857142857144,0.5999999999999999,0.4999999999999998,0.4457831325301205
LZXW_04-L,16.0,-0.0094744752804767,0.1053309628713509,0.0484001355571392,-0.065779213545728,3.0437922893687617e-10,0.0524061343204653,0.0090485417778537,0.9104212260432278,-0.0888069705093833,0.0666666666666666,-0.0322580645161291,0.0,-0.1666666666666667,-0.1176470588235294,-0.0909090909090908,-0.2574257425742574,-0.2788461538461538,-0.3478260869565217,-0.3023255813953488,-0.25,-0.25,-0.2924528301886793,-0.2857142857142857,-0.2574257425742574,-0.2307692307692307,-0.202127659574468,-0.21875,-0.3478260869565217,-0.3243243243243243,-0.2346938775510204,-0.1891891891891892,-0.1428571428571429,-0.1666666666666667,-0.2105263157894736,-0.0322580645161291,0.1111111111111109,0.0,0.0714285714285714,0.0,0.0344827586206897,0.4285714285714286,0.25,0.0714285714285714,0.0714285714285714,-0.1891891891891892,-0.3023255813953488,-0.4230769230769231,-0.5890410958904109,-0.4827586206896551,-0.6,-0.5890410958904109,-0.4863013698630136,-0.4604316546762589,-0.4863013698630136,-0.3951612903225806,-0.4339622641509434,-0.4791666666666666,-0.4545454545454546
LZYO_00-L,22.0,0.1742171189979123,1.0114068441064636,0.5816544597884784,0.2664002205071664,3.0705140128641464e-12,-0.1214285714285715,0.00308957398614,0.9060913705583756,0.9060913705583756,-0.0434782608695653,-0.0416666666666666,0.0454545454545454,0.0454545454545454,0.0952380952380953,0.0952380952380953,0.1499999999999999,0.1499999999999999,0.1499999999999999,0.0454545454545454,0.1499999999999999,0.2777777777777779,0.1499999999999999,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.1499999999999999,0.1499999999999999,0.1499999999999999,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.0454545454545454,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.9166666666666669,0.9166666666666669,0.9166666666666669,0.6428571428571428,0.6428571428571428,0.1499999999999999,0.0454545454545454,-0.1785714285714286,-0.1153846153846154,-0.303030303030303,-0.28125,-0.3235294117647059,-0.3235294117647059,-0.2333333333333332,-0.361111111111111,-0.3235294117647059,-0.3235294117647059,-0.3428571428571427,-0.4888888888888889
