firms,chcsho,mve_ia,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBOU_00-L,0.000167358303969,17.130012476653608,0.0308030803080308,0.0016528925619836,-0.0267665952890792,-0.0516431924882629,-0.0676923076923077,-0.0162337662337662,-0.0733944954128441,0.0022050716648289,0.0329545454545454,0.024225352112676,0.0224971878515185,-0.0441640378548895,-0.0466701625589932,-0.0038356164383561,-0.0183585313174945,-0.0130293159609121,0.0145089285714283,-0.0909999999999999,-0.0560747663551403,-0.0818181818181819,-0.0710270822687787,-0.0882647943831494,-0.1246990852190659,-0.0599793174767321,-0.0628865979381443,-0.0776255707762557,-0.123855421686747,-0.0780933062880324,-0.0461699895068205,0.0173475097929489,-0.0225806451612904,0.0072022160664819,0.0259593679458238,0.0382638492290119,0.046029919447641,0.0965018094089265,0.1992084432717678,0.1579617834394904,0.1751777634130575,0.1968400263331138,0.2695530726256983,0.2930298719772404,0.3446745562130178,0.4016962220508866,0.473257698541329,0.448605577689243,0.4696847210994341,0.4180967238689548,0.4027777777777777
BBTU_63-L^C18,1.949387518703673e-05,0.442821099942628,0.1092436974789916,0.1666666666666665,0.1442307692307691,0.017094017094017,0.0258620689655173,0.0818181818181817,0.0624999999999997,0.0084745762711864,-0.0555555555555555,-0.1119402985074627,-0.0916030534351145,-0.1438848920863309,-0.2272727272727273,-0.2272727272727273,-0.1250000000000001,-0.2608695652173913,-0.2066666666666666,-0.3351955307262571,-0.3160919540229885,-0.3769633507853402,-0.2916666666666666,-0.3703703703703703,-0.4516129032258065,-0.4166666666666667,-0.4166666666666667,-0.3736842105263158,-0.4734513274336283,-0.4936170212765958,-0.4516129032258065,-0.398989898989899,-0.3897435897435898,-0.3532608695652174,-0.3040935672514619,-0.3121387283236995,-0.232258064516129,-0.2468354430379747,-0.274390243902439,-0.3425414364640884,-0.274390243902439,-0.2272727272727273,-0.1736111111111111,-0.0846153846153846,-0.0916030534351145,-0.1250000000000001,-0.0083333333333333,-0.062992125984252,-0.1959459459459459,-0.2222222222222223,-0.2013422818791946
BDAJ_H9-L,6.186631437388382e-06,0.3123836422057202,0.0679611650485436,0.0510204081632652,0.10752688172043,0.1195652173913044,0.1638418079096044,0.2716049382716048,0.2795031055900621,0.2795031055900621,0.2795031055900621,0.2795031055900621,0.2716049382716048,0.1907514450867051,0.2638036809815951,0.2955974842767295,0.3121019108280254,0.5725190839694656,0.4714285714285715,0.5259259259259259,0.4820143884892087,0.4305555555555556,0.34640522875817,0.3121019108280254,0.2874999999999998,0.3552631578947369,0.3733333333333333,0.211764705882353,0.2484848484848485,0.2638036809815951,0.3552631578947369,0.4206896551724139,0.4820143884892087,0.3825503355704698,0.3642384105960266,0.5846153846153845,0.7606837606837609,0.745762711864407,0.7166666666666668,0.8070175438596494,0.5968992248062015,0.5036496350364963,0.492753623188406,0.6220472440944882,0.4507042253521127,0.5147058823529411,0.7758620689655173,0.5606060606060606,0.4714285714285715,0.3733333333333333,0.3642384105960266
BEAL_25-L^C19,-0.201491811931133,0.0394164341904848,-0.0428571428571427,0.033210332103321,0.0294117647058822,0.0687022900763356,0.0894941634241244,0.1382113821138211,0.1764705882352941,0.222707423580786,0.2499999999999997,0.2334801762114535,0.2844036697247705,0.2669683257918551,0.2727272727272725,0.3145539906103285,0.296296296296296,0.2727272727272725,0.261261261261261,0.222707423580786,0.2121212121212119,0.222707423580786,0.278538812785388,0.278538812785388,0.2669683257918551,0.3397129186602872,0.2280701754385965,0.2669683257918551,0.278538812785388,0.278538812785388,0.3084112149532709,0.4285714285714286,0.5053763440860213,0.4507772020725389,0.4973262032085559,0.5135135135135134,0.5384615384615383,0.5642458100558658,0.6091954022988504,0.4973262032085559,0.4583333333333332,0.4432989690721649,0.5135135135135134,0.6374269005847952,0.6184971098265895,0.627906976744186,0.6867469879518071,0.5819209039548021,0.4583333333333332,0.4285714285714286,0.4432989690721649
BFRL_28-L,0.001401749417956,0.0816009502318373,-0.0226244343891401,-0.0842541436464089,-0.1004070556309362,-0.1333333333333334,-0.2116527942925089,-0.2793478260869565,-0.2153846153846152,-0.3715639810426541,-0.4219703574542285,-0.4371816638370118,-0.4333333333333333,-0.4596577017114914,-0.5301204819277108,-0.5350631136044881,-0.5606361829025845,-0.558,-0.558,-0.5505084745762712,-0.5192168237853516,-0.4958174904942966,-0.4614134849715678,-0.4927314460596786,-0.5099778270509978,-0.4696,-0.4234782608695652,-0.3643336529242569,-0.3556851311953352,-0.3844011142061281,-0.3100936524453693,-0.1904761904761904,-0.2352941176470588,-0.1400778210116732,-0.1596958174904943,-0.0648801128349788,0.0607999999999999,0.029503105590062,0.009132420091324,-0.0766016713091921,-0.123015873015873,-0.0661971830985915,0.1470588235294117,0.2255083179297596,0.1881720430107527,0.2142857142857142,0.2076502732240437,0.1313993174061432,0.0851063829787233,0.0137614678899082,-0.0074850299401196
BJJT_37-L,0.000530512307769,1.7572567282895604,0.0043478260869567,0.0383747178329572,-0.0254237288135593,-0.0346274921301154,0.0599078341013823,0.13022113022113,0.1825192802056554,0.236559139784946,0.2849162011173183,0.2742382271468144,0.2813370473537604,0.1886304909560723,0.1601513240857501,0.1870967741935483,0.097852028639618,0.0672853828306265,0.2105263157894736,0.2637362637362637,0.4374999999999998,0.3569321533923302,0.4790996784565915,0.5181518151815181,0.4743589743589742,0.6788321167883209,0.561969439728353,0.6487455197132614,0.811023622047244,0.8813905930470347,0.970021413276231,1.1800947867298577,1.317380352644836,1.323232323232323,1.479784366576819,1.6361031518624638,1.6666666666666663,1.7544910179640718,1.987012987012987,1.762762762762763,1.584269662921348,1.4999999999999996,1.5626740947075208,1.839506172839506,1.796352583586626,1.6822157434402327,1.893081761006289,1.5344352617079888,1.4468085106382975,1.5988700564971747,1.72189349112426
BLNT_37-L^D19,1.554638545579345e-05,0.8318619068732608,0.0057747834456207,0.0048355899419729,0.0067829457364341,0.0913865546218488,0.1100427350427351,0.1595982142857142,0.1793416572077184,0.1053191489361702,0.0983086680761098,-0.0076408787010506,0.0087378640776698,-0.0038350910834131,-0.0104761904761904,-0.0057416267942582,-0.0028790786948176,-0.0009615384615384,-0.0198113207547169,0.0206286836935167,0.0266798418972333,0.0338308457711442,0.0983086680761098,0.1305767138193689,0.1608938547486034,0.1417582417582419,0.1595982142857142,0.2194835680751174,0.2209165687426557,0.3003754693366709,0.3218829516539441,0.3151898734177214,0.3528645833333335,0.3853333333333333,0.3528645833333335,0.3320512820512822,0.4155313351498639,0.4490934449093446,0.5484351713859912,0.4592696629213484,0.4633802816901409,0.4971181556195965,0.5101744186046513,0.5057971014492755,0.5766312594840668,0.4232876712328768,0.638801261829653,0.5838414634146343,0.6133540372670807,0.5190058479532165,0.5145772594752187
BLNV_40-L^F19,0.0008458865939869,0.1104205754230201,-0.0163934426229508,0.0273684210526314,-0.0200803212851407,-0.0181086519114688,0.0061855670103092,0.0796460176991151,0.0061855670103092,0.0517241379310344,0.1375291375291374,0.0562770562770562,0.1040723981900453,0.1375291375291374,0.1141552511415524,0.1090909090909089,0.0917225950782998,-0.0393700787401575,0.0678336980306344,0.0187891440501044,-0.0141414141414142,0.0230607966457023,0.0382978723404254,0.0772626931567328,0.0748898678414096,0.3669467787114846,0.2577319587628865,0.2675324675324675,0.3118279569892472,0.2842105263157894,0.326086956521739,0.3746478873239436,0.3443526170798898,0.3863636363636362,0.4567164179104477,0.3118279569892472,0.326086956521739,0.2875989445910289,0.3297002724795641,0.4144927536231884,0.5249999999999999,0.5249999999999999,0.5015384615384615,0.6712328767123288,0.5844155844155843,0.4352941176470588,0.5015384615384615,0.6266666666666667,0.5741935483870968,0.5249999999999999,0.4144927536231884
BPVK_29-L,2.673614353975135e-05,18.921764883760503,-0.0563444800732935,-0.0215150156880322,-0.059051724137931,-0.0245755138516532,-0.067492524562153,-0.0417032484635646,-0.0730360934182591,-0.034070796460177,0.0013761467889907,-0.0463084316295326,0.0064545873674501,-0.0009153318077804,-0.0009153318077804,-0.0932502596053997,0.1126401630988784,0.0931397095643464,0.1275826446280992,0.2216004476776718,0.2438746438746437,0.3262454434993922,0.3592777085927772,0.3720930232558137,0.3095380923815234,0.3855918755950489,0.3021175067104085,0.3095380923815234,0.3234313428311608,0.4495351925630808,0.4230769230769229,0.5003436426116836,0.4655924806982208,0.508117443868739,0.4926495726495725,0.4820095044127628,0.4385502471169684,0.5149201943095072,0.6844135802469133,0.6004398826979471,0.5454867256637166,0.5471296952515945,0.4129449838187702,0.4675630252100839,0.4993131868131866,0.4749999999999998,0.5233775296580598,0.4972565157750341,0.48,0.3975672215108834,0.370800627943485
BUBP_92-L^K18,0.0998999998731192,6.616323020952223,0.0066539923954371,-0.0250231696014827,0.065856129685917,0.0467661691542287,0.1360691144708423,0.1701890989988876,0.1336206896551723,0.1873589164785554,0.1927437641723355,0.1927437641723355,0.2009132420091324,0.1573157315731572,0.1954545454545453,0.1675915649278578,0.1372972972972972,0.1287553648068669,0.1954545454545453,0.2464454976303318,0.3068322981366458,0.1155885471898197,0.1954545454545453,0.2347417840375587,0.2629051620648259,0.3133583021223469,0.3539253539253539,0.2449704142011834,0.1913929784824461,0.2232558139534883,0.2736077481840193,0.3715775749674055,0.3626943005181346,0.3860342555994729,0.398936170212766,0.3697916666666667,0.4530386740331491,0.5290697674418605,0.5562130177514792,0.5224312590448623,0.5447870778267254,0.5608308605341246,0.5425219941348973,0.437158469945355,0.3733681462140992,0.4816901408450704,0.6012176560121765,0.5631500742942048,0.5114942528735631,0.2391048292108362,0.2674698795180721
CWI_80-L,7.366278352380659e-06,23.70682102298708,-0.0258908685968819,-0.0131868131868131,0.0152628603730922,-0.0436634717784877,-0.0464560658348818,0.0262857142857142,-0.0359634997316156,0.0236534625249358,0.0321839080459771,0.0112612612612612,0.0429732868757259,0.0192962542565267,0.0022321428571427,0.041461293128443,0.0786786786786788,0.1190031152647974,0.2318244170096022,0.1093267449042618,0.1141439205955334,0.0457059679767104,0.1210986267166043,0.0967938931297709,0.0044742729306488,0.0420655642587757,-0.003053011379406,-0.0033296337402884,0.0184292599943294,0.0239452679589511,0.0793269230769231,0.1509131688561358,0.093455098934551,0.1685100845803515,0.1165682312713707,0.0773845230953809,0.0441860465116279,0.0891449363250456,0.1854785478547855,0.1225,0.1120743034055729,0.1144896059571829,0.198931909212283,0.1753926701570682,0.2168021680216802,0.2533147243545011,0.3014492753623188,0.2930165586753059,0.2701555869872702,0.3042846768336966,0.3143066227588731
DLY_Y2-L^F16,3.1485173191577136e-06,1.432519602125683,0.0017921146953405,-0.03125,-0.0395869191049913,0.0090415913200723,0.2976744186046511,0.2290748898678414,0.2372505543237251,0.1822033898305086,0.1528925619834711,0.1071428571428572,0.1137724550898204,0.0371747211895912,0.029520295202952,-0.0278745644599303,0.012704174228675,0.0182481751824816,-0.0071174377224199,-0.0653266331658291,-0.0053475935828877,-0.0412371134020619,0.0238532110091742,-0.0017889087656529,-0.0193321616871705,0.0,-0.0574324324324324,-0.0278745644599303,-0.0590219224283304,-0.0477815699658703,0.0469043151969981,0.0238532110091742,0.0201096892138941,0.0,0.0108695652173913,0.0449438202247192,0.0219780219780219,0.0528301886792452,0.1341463414634147,0.029520295202952,0.0333333333333332,0.0710172744721688,0.174736842105263,0.2653061224489796,0.3006993006993006,0.3413461538461537,0.4493506493506494,0.2567567567567566,0.2290748898678414,0.1295546558704452,0.1295546558704452
DOQX_41-L^J16,0.0004261348565112,0.2336447956103519,-0.0989583333333332,0.0052356020942407,0.0549450549450549,0.0971428571428572,0.1294117647058823,0.0909090909090908,0.1566265060240963,0.0212765957446807,0.0666666666666666,-0.0204081632653061,0.0726256983240223,-0.0588235294117647,-0.0985915492957746,-0.1466666666666667,-0.1999999999999999,-0.1466666666666667,-0.1111111111111111,-0.1351351351351352,-0.1272727272727274,-0.142857142857143,-0.1272727272727274,-0.1615720524017467,-0.1864406779661016,-0.0588235294117647,-0.1069767441860465,-0.1111111111111111,-0.1390134529147982,-0.1272727272727274,-0.1069767441860465,-0.0103092783505154,0.0909090909090908,0.1566265060240963,0.0847457627118644,-0.005181347150259,0.0786516853932584,0.0909090909090908,0.2075471698113207,-0.1272727272727274,-0.1232876712328767,-0.1192660550458716,-0.1111111111111111,0.0666666666666666,0.0726256983240223,0.1636363636363635,0.2715231788079471,0.0434782608695651,-0.0103092783505154,-0.2258064516129032,-0.3379310344827586
