firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chpmia,chtx,egr,grltnoa,herf,lgr,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,21.0,0.2936037466713539,0.0655334536535103,0.2116650390477371,1.2725114476158546,8.633226246682121e-05,-0.7669999999999999,-0.0502322586925828,-0.0005818581290235,0.4124598002708191,0.0590234405968928,4.2785017550021166e-08,0.1625355519958155,0.2819566092397682,0.0071056309263628,-0.0112465689587929,0.0031861692338015,0.0110407581872477,0.0264722844282001,0.2208223579741823,0.7752673403540958,-0.0429447852760734,0.2734375,0.2538461538461536,0.2538461538461536,0.1319444444444444,0.1985294117647056,0.1088435374149658,-0.1510416666666667,-0.3373983739837398,-0.3531746031746032,-0.3480000000000001,-0.4199288256227759,-0.2125603864734299,-0.1683673469387755,-0.0944444444444445,-0.0790960451977401,-0.0790960451977401,-0.0994475138121547,-0.2238095238095239,-0.0944444444444445,0.0382165605095541,-0.0297619047619047,-0.0411764705882353,0.0187499999999998,0.0382165605095541,0.0061728395061726,0.0584415584415582,0.0187499999999998,0.0316455696202531,0.0866666666666666,0.18978102189781,0.2734375,0.4424778761061947,0.5377358490566035,0.6138613861386137,0.6464646464646464,0.6138613861386137,0.5523809523809522,0.4818181818181817,0.5523809523809522,0.6804123711340206,0.6979166666666665,1.0123456790123453,0.8522727272727271,0.963855421686747,1.0897435897435894,1.629032258064516,1.4696969696969693,1.7166666666666668
BBTU_63-L^C18,20.0,0.2000926784059315,0.0146466809421841,0.1685539378945031,0.7845785631933238,1.4258592072822556e-05,-9.749999999999991,-0.2643317083406848,-0.0023958537062389,-0.2724046140195209,0.0896415181768354,5.505513459300221e-07,0.0608576284481632,0.8504450179598695,-0.1323139436331433,0.9490688259109312,-0.0623235791523601,0.0427446134836666,-0.16875,-0.0509311740890689,0.2969319108615104,-0.13,0.2345679012345678,0.4084507042253522,0.3605442176870748,0.2658227848101264,0.3245033112582782,0.3986013986013987,0.2422360248447204,0.0256410256410257,-0.0476190476190476,-0.0430622009569376,-0.2337164750957854,-0.2779783393501804,-0.2805755395683452,-0.2156862745098038,-0.2337164750957854,-0.2727272727272727,-0.2337164750957854,-0.4202898550724637,-0.4638069705093833,-0.4505494505494506,-0.408284023668639,-0.4638069705093833,-0.4236311239193083,-0.4236311239193083,-0.4134897360703813,-0.4202898550724637,-0.4832041343669251,-0.4382022471910112,-0.4219653179190751,-0.4285714285714286,-0.3993993993993994,-0.3939393939393939,-0.3939393939393939,-0.4269340974212035,-0.4029850746268657,-0.4397759103641456,-0.7883597883597884,-0.774520856820744,-0.7737556561085973,-0.7719498289623717,-0.7533908754623921,-0.7572815533980582,-0.7392438070404173,-0.736842105263158,-0.71671388101983,-0.71671388101983,-0.7150997150997151,-0.696969696969697
BCQE_67-L^A14,21.0,0.117937465715853,0.1561357702349869,0.1362162162162162,1.4194019984887902,0.0002293737879436,17.5,-0.0873184401631784,0.0017123287671232,0.4668435013262599,-0.014504014504014,2.0905506587685967e-06,0.0152505446623093,1.3135616045258578,-0.0069018657248467,-0.0553974277883196,-0.1658658653775798,0.018891069676153,0.0696202531645569,0.0834914611005692,0.2676967916989609,0.1472868217054264,0.1944444444444444,0.4098360655737705,0.4254143646408839,0.1889400921658988,0.3578947368421052,0.29,0.0,-0.2649572649572649,-0.2691218130311614,-0.1861198738170346,-0.355,-0.3045822102425876,-0.1757188498402555,-0.1809523809523808,-0.1568627450980392,-0.0915492957746477,-0.1540983606557376,-0.370731707317073,-0.3316062176165802,-0.3915094339622641,-0.4568421052631578,-0.4745417515274949,-0.4669421487603306,-0.3753026634382566,-0.2931506849315068,-0.2521739130434782,-0.3138297872340425,-0.25,-0.21580547112462,-0.1010452961672474,-0.0514705882352941,0.0238095238095237,0.1025641025641026,0.0573770491803278,-0.0514705882352941,-0.0685920577617328,-0.0618181818181817,0.0794979079497908,0.0038910505836575,0.1944444444444444,0.1944444444444444,0.6024844720496894,0.4742857142857144,0.4742857142857144,0.6645161290322581,1.0975609756097562,0.8832116788321167,0.731543624161074
BDAJ_H9-L,14.0,-0.0608196721311475,0.1121495327102803,0.0106613359986673,1.1743668451611322,7.021289194119165e-06,-7.300000000000001,-0.1340423782054338,-0.0065280464216634,-0.6691729323308271,-0.1898723476202463,1.0928038887430561e-07,-0.07380073800738,0.1729876953276201,-0.1449125941665056,-0.1404764001408945,-6.849833560726652,0.0170186769069645,-2.215909090909091,-0.0228293413173651,1.6178197411371986,-0.0153846153846154,-0.1095890410958904,0.1206896551724139,0.1016949152542374,-0.0441176470588235,0.1818181818181816,0.1016949152542374,-0.0972222222222222,-0.1447368421052631,-0.1216216216216216,-0.1666666666666666,-0.2613636363636363,-0.3157894736842105,-0.3298969072164948,-0.3085106382978723,-0.2934782608695652,-0.2857142857142857,-0.4036697247706422,-0.3298969072164948,-0.6012269938650306,-0.6198830409356725,-0.6130952380952381,-0.6408839779005524,-0.6766169154228856,-0.6683673469387754,-0.6844660194174756,-0.7854785478547854,-0.7962382445141065,-0.8,-0.8266666666666667,-0.8137535816618912,-0.8018292682926829,-0.7936507936507936,-0.758364312267658,-0.7636363636363637,-0.7735191637630662,-0.7949526813880126,-0.8036253776435045,-0.8137535816618912,-0.8252688172043011,-0.8470588235294118,-0.8515981735159817,-0.8444976076555024,-0.8444976076555024,-0.8341836734693877,-0.8224043715846995,-0.8284960422163589,-0.8262032085561497,-0.8194444444444444
BFRL_28-L,20.0,0.2141241032664049,0.0345530834769372,-0.0311007562740224,0.3294095053573828,0.0001504914629804,-6.1195,-2.510514563508087,-0.0008776904023345,-0.1911727640818946,0.0243635660828164,3.4499891361853825e-08,0.371532939029658,0.0991248089385384,-0.1946526624718143,1.1946526624718143,0.1946526624718143,-0.0074618876765494,-0.0437741969838864,0.1946526624718143,1.6178197411371986,-0.0336322869955157,-0.0470085470085469,0.0205949656750572,-0.0088888888888889,-0.0387931034482758,0.0494117647058822,-0.469047619047619,-0.4771395076201641,-0.6174957118353345,-0.6094570928196147,-0.8120522545301306,-0.7816935878609887,-0.833146277590722,-0.8088298328332619,-0.7784401390958768,-0.7742914979757085,-0.7627659574468085,-0.7406976744186047,-0.7348394768133175,-0.7538631346578366,-0.7457240592930445,-0.770929635336415,-0.7949425287356322,-0.8355457227138643,-0.8297059946544483,-0.828659239339224,-0.8352419652752124,-0.8323308270676691,-0.8338919925512105,-0.8343854437430375,-0.8335199701381113,-0.828922132719601,-0.8210272873194222,-0.8238546603475514,-0.823993685872139,-0.8169129720853858,-0.8370478626233102,-0.8319517709118311,-0.8275995361422497,-0.8282633808240277,-0.8267961165048544,-0.8283294842186297,-0.5816135084427767,-0.5816135084427767,-0.5816135084427767,-0.5816135084427767,-0.5816135084427767,-0.5816135084427767,-0.5816135084427767
BJJT_37-L,19.0,-0.0554049516893194,0.1203888462522384,0.004992968124407,0.0125285598190516,6.525018223329085e-05,-6.15,0.1622734615928252,-0.0006768759368953,0.1480225988700565,0.050978874973222,4.7615797615009764e-08,-0.0666610291869669,0.5610707424689464,0.291469681397739,-0.291469681397739,-0.291469681397739,0.000526582545105,0.0157480314960629,-0.291469681397739,-2.374891870372788,-0.0397727272727272,0.0476190476190476,0.0173410404624276,-0.0112359550561798,-0.0112359550561798,-0.0833333333333332,-0.0056497175141243,-0.2,-0.2212389380530972,-0.14975845410628,-0.1851851851851852,-0.3070866141732283,-0.3576642335766423,-0.3576642335766423,-0.3178294573643411,-0.3282442748091603,-0.3623188405797101,-0.411371237458194,-0.5306666666666666,-0.5306666666666666,-0.5577889447236181,-0.5963302752293578,-0.5849056603773586,-0.6009070294784581,-0.6173913043478261,-0.6071428571428572,-0.6071428571428572,-0.5916473317865429,-0.5906976744186047,-0.5643564356435644,-0.5728155339805825,-0.5014164305949008,-0.4853801169590643,-0.4634146341463414,-0.4698795180722891,-0.4634146341463414,-0.5151515151515151,-0.4666666666666667,-0.4482758620689655,-0.4054054054054054,-0.3432835820895522,-0.3282442748091603,-0.2903225806451612,-0.3125,-0.296,-0.2697095435684647,-0.2478632478632477,-0.2,-0.1775700934579439
BLNT_37-L^D19,12.0,0.3388293193823754,0.0464751241354122,0.1116519363581363,0.6318973902632025,0.0005397021132818,-9.362000000000002,-0.1536586064482357,0.0018632812785989,0.0358686730506155,0.0279617061792691,1.2208305336258646e-07,0.454621978298508,0.6207626656864835,-0.0051699077025235,0.1249337605269808,0.1494409878594382,0.0201773989587328,0.0935593354639338,0.1249337605269808,0.7115649921796001,-0.0538116591928251,0.0619047619047619,0.0045045045045044,-0.0530785562632696,0.0182648401826484,-0.1079999999999999,0.0,0.0543735224586288,-0.0088888888888889,0.103960396039604,0.1406649616368285,0.1706036745406824,0.1893333333333333,0.1893333333333333,0.2388888888888889,0.2927536231884058,0.3433734939759036,0.319526627218935,0.2185792349726776,0.1957104557640749,0.1435897435897435,0.1925133689839571,0.0772946859903382,-0.0304347826086955,0.0396270396270395,-0.0088888888888889,0.0469483568075117,0.1234256926952139,0.0619047619047619,0.0931372549019606,0.0799031476997578,0.1377551020408163,0.131979695431472,0.2492997198879551,0.1149999999999999,0.2598870056497175,0.1675392670157067,0.2219178082191781,-0.0630252100840336,-0.0197802197802197,-0.1062124248496994,-0.0727650727650727,-0.0470085470085469,0.0348027842227378,0.1094527363184081,0.0958230958230956,0.1767810026385223,0.2563380281690142,0.3040935672514619
BLNV_40-L^F19,12.0,-0.2298447561083179,0.0112240515390121,-1.0537296167388812,-0.3534093392815527,0.0254202269336289,-26.0725,-0.813608066656932,0.0372482164804989,-0.282674690138315,-0.2228395600014899,8.774659568326314e-10,0.0222231342211644,0.1072944576973164,-1.201816299642387,1.1437022645546675,1.201816299642387,-0.0286350793305803,-0.0371264808323094,1.201816299642387,1.6178197411371986,0.05,0.0714285714285714,0.0344827586206897,0.1009174311926603,0.0859728506787329,0.1538461538461537,0.0909090909090908,-0.2307692307692308,0.0344827586206897,0.1267605633802817,-0.1397849462365592,-0.2835820895522388,-0.2899408284023669,-0.3142857142857143,-0.281437125748503,-0.2452830188679245,-0.2941176470588235,-0.1428571428571428,-0.2899408284023669,-0.2615384615384616,-0.3142857142857143,-0.3314763231197771,-0.4352941176470588,-0.4606741573033708,-0.4871794871794871,-0.4968553459119497,-0.4947368421052631,-0.5102040816326532,-0.53125,-0.52,-0.52,-0.5330739299610895,-0.4782608695652174,-0.5,-0.4666666666666667,-0.4,-0.452054794520548,-0.4482758620689655,-0.4725274725274725,-0.4146341463414633,-0.4272076372315037,-0.4482758620689655,-0.3798449612403101,-0.4495412844036698,-0.4044665012406948,-0.4014962593516209,-0.3846153846153846,-0.3220338983050848,-0.3277310924369747
BPVK_29-L,13.0,0.348190861322737,0.1441633466307967,0.2916555572003477,0.8980909437934949,0.0001307723138008,222.5893,0.0179785842073845,0.0084818885122208,0.4880418554056397,0.1238813184025536,0.0001928338748416,0.2850424294822248,25.81361798341814,0.025470457800515,0.4104796466289554,-0.0553167018068139,0.0319420742320105,0.0965862042131323,0.4774647382742412,0.6764559912469243,0.1079569892473117,-0.0412371134020618,0.0379464285714286,-0.1369710467706013,-0.1717135732098326,-0.0392561983471073,-0.1401627218934911,-0.0799366838148001,-0.1502192982456139,-0.0459581452605663,0.0915492957746477,0.0665137614678899,0.1055634807417973,0.1544190665342601,0.2380191693290734,0.1151079136690647,0.0743992606284658,0.0143979057591623,-0.0021459227467811,-0.0606060606060605,-0.0439967105263158,-0.0810276679841897,-0.1252821670428893,-0.1334327245620573,-0.1430151124216734,-0.1445916114790286,-0.1725978647686833,-0.1991043747847055,-0.1526967930029155,-0.1955017301038062,-0.2623730964467005,-0.3028485757121439,-0.3231441048034934,-0.2812982998454405,-0.2876838235294118,-0.1881983240223463,-0.2326732673267326,-0.2002063983488132,-0.1219788519637462,-0.1495976591075347,-0.1781548250265111,-0.1369710467706013,-0.0824782951854774,-0.1246234939759035,-0.091796875,-0.0914419695193434,0.0060579835569019,-0.0127388535031847,0.0192897851819378
BQMM_18-L^C11,6.0,0.2513365883076066,0.8855866935724604,-2.9447004608294933,0.1035072803169833,0.0006067236024844,-0.1367,-4.176525039297782,-0.0001481829071016,0.256197748030735,0.0012157052635916,7.887183176476829e-13,0.1348379629629628,0.0017839836741612,0.2495854506552553,-0.2495854506552553,-0.2495854506552553,-0.0448449948726039,-0.0464555669050051,-0.2495854506552553,1.6178197411371986,0.0,0.0,-0.2,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.2,-0.3333333333333332,0.0,-0.2,0.0,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,0.0,-0.2,-0.2,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556,-0.5555555555555556
